actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
183,PT09M34.00S,2021-11-10T01:02:10.6Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,45,35,2021-11-10T01:02:13Z,1780000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,182.0,,,,,,2.0,2.0,0.0,,,
184,PT09M24.00S,2021-11-10T01:02:20.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,87.30289093298292,64.4607843137255,1610612749,45,35,2021-11-10T01:02:26Z,1790000,72.0,67.0,1,right,MISS J. Holiday 9' fadeaway Shot,[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,9.85,Missed,,,,,,,,,,,,,,,,,,
185,PT09M20.00S,2021-11-10T01:02:24.5Z,2,REGULAR,rebound,defensive,[],1627788,,,1610612755,45,35,2021-11-10T01:02:26Z,1800000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,184.0,,,,,,1.0,1.0,0.0,,,
186,PT09M07.00S,2021-11-10T01:02:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,6.8823915900131425,49.754901960784316,1610612755,45,35,2021-11-10T01:02:41Z,1810000,1.0,12.0,1,left,MISS F. Korkmaz driving finger roll Layup,[1627788],1610612755.0,PHI,driving finger roll,,,Korkmaz,F. Korkmaz,,,,,1.23,Missed,,,,,,,,,,,,,,,,,,
187,PT09M04.00S,2021-11-10T01:02:40.2Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,45,35,2021-11-10T01:02:41Z,1820000,,,0,,B. Portis REBOUND (Off:2 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,186.0,,,,,,3.0,1.0,2.0,,,
188,PT08M57.00S,2021-11-10T01:02:47.1Z,2,REGULAR,3pt,Jump Shot,[],201588,69.03745072273324,26.960784313725497,1610612749,45,35,2021-11-10T01:02:52Z,1830000,-115.0,239.0,1,right,MISS G. Hill 26' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,
189,PT08M53.00S,2021-11-10T01:02:51.1Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,45,35,2021-11-10T01:02:52Z,1840000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,188.0,,,,,,1.0,1.0,0.0,,,
190,PT08M45.00S,2021-11-10T01:02:58.8Z,2,REGULAR,3pt,Jump Shot,[],201980,7.539421813403408,5.14705882352942,1610612755,45,35,2021-11-10T01:03:03Z,1850000,224.0,18.0,1,left,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,22.51,Missed,,,,,,,,,,,,,,,,,,
191,PT08M42.00S,2021-11-10T01:03:01.8Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,45,35,2021-11-10T01:03:03Z,1860000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,190.0,,,,,,5.0,5.0,0.0,,,
192,PT08M29.00S,2021-11-10T01:03:14.7Z,2,REGULAR,3pt,Jump Shot,[],201950,79.28712220762155,4.901960784313729,1610612749,45,35,2021-11-10T01:03:19Z,1870000,-225.0,142.0,1,right,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,
193,PT08M28.00S,2021-11-10T01:03:15.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,45,35,2021-11-10T01:03:19Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,
194,PT08M28.00S,2021-11-10T01:03:20.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,45,35,2021-11-10T01:03:20Z,1890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M28.00S,2021-11-10T01:03:21.7Z,2,REGULAR,substitution,out,[],1629670,,,1610612749,45,35,2021-11-10T01:03:28Z,1900000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M28.00S,2021-11-10T01:03:21.7Z,2,REGULAR,substitution,in,[],1628960,,,1610612749,45,35,2021-11-10T01:03:28Z,1910000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M20.00S,2021-11-10T01:03:48.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,93.61038107752957,45.58823529411765,1610612749,45,35,2021-11-10T01:03:57Z,1920000,-22.0,8.0,1,right,MISS G. Antetokounmpo driving reverse Layup - blocked,"[203507, 1629646]",1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,2.34,Missed,,,,,Bassey,1629646.0,,,,,,,,,,,,
198,PT08M20.00S,2021-11-10T01:03:48.6Z,2,REGULAR,block,,[],1629646,,,1610612749,45,35,2021-11-10T01:03:51Z,1930000,,,0,,C. Bassey BLOCK (2 BLK),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M17.00S,2021-11-10T01:03:51.6Z,2,REGULAR,rebound,defensive,[],1629646,,,1610612755,45,35,2021-11-10T01:03:57Z,1940000,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,197.0,,,,,,1.0,1.0,0.0,,,
200,PT08M12.00S,2021-11-10T01:03:56.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629003,28.695795006570307,85.7843137254902,1610612755,48,35,2021-11-10T01:04:05Z,1950000,-179.0,217.0,1,left,S. Milton 28' 3PT  (7 PTS) (D. Green 2 AST),"[1629003, 201980]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,28.14,Made,7.0,D. Green,201980.0,2.0,,,,,,,,,,,,,,
202,PT07M59.00S,2021-11-10T01:04:12.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,48,35,2021-11-10T01:04:12Z,1970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M59.00S,2021-11-10T01:04:15.0Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,48,35,2021-11-10T01:04:20Z,1980000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M59.00S,2021-11-10T01:04:15.0Z,2,REGULAR,substitution,in,[],1628400,,,1610612749,48,35,2021-11-10T01:04:20Z,1990000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M59.00S,2021-11-10T01:04:28.9Z,2,REGULAR,substitution,out,[],1629646,,,1610612749,48,35,2021-11-10T01:04:32Z,2000000,,,0,,SUB out: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M59.00S,2021-11-10T01:04:28.9Z,2,REGULAR,substitution,in,[],1630194,,,1610612749,48,35,2021-11-10T01:04:32Z,2010000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M52.00S,2021-11-10T01:04:46.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,93.08475689881735,48.0392156862745,1610612749,48,35,2021-11-10T01:04:54Z,2020000,-10.0,13.0,1,right,MISS G. Allen driving Layup,[1628960],1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,
208,PT07M49.00S,2021-11-10T01:04:49.6Z,2,REGULAR,rebound,offensive,[],1628400,,,1610612749,48,35,2021-11-10T01:16:24Z,2030000,,,0,,S. Ojeleye REBOUND (Off:2 Def:0),[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,207.0,,,,,,2.0,0.0,2.0,,,
209,PT07M40.00S,2021-11-10T01:04:58.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201950,77.31603153745073,52.69607843137255,1610612749,48,35,2021-11-10T01:05:09Z,2040000,13.0,161.0,1,right,MISS J. Holiday 16' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,16.13,Missed,,,,,,,,,,,,,,,,,,
210,PT07M36.00S,2021-11-10T01:05:02.4Z,2,REGULAR,rebound,defensive,[],201980,,,1610612755,48,35,2021-11-10T01:05:09Z,2050000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,209.0,,,,,,1.0,1.0,0.0,,,
211,PT07M30.00S,2021-11-10T01:05:07.7Z,2,REGULAR,2pt,Jump Shot,[],1627777,4.517082785808142,76.7156862745098,1610612755,48,35,2021-11-10T01:05:44Z,2060000,-134.0,-10.0,1,left,MISS G. Niang 13' driving floating Shot,[1627777],1610612755.0,PHI,driving floating,,,Niang,G. Niang,,,,,13.4,Missed,,,,,,,,,,,,,,,,,,
212,PT07M30.00S,2021-11-10T01:05:07.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,48,35,2021-11-10T01:05:44Z,2070000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,211.0,,,,,,,,,,,
213,PT07M30.00S,2021-11-10T01:05:39.6Z,2,REGULAR,foul,personal,[],1627777,,,1610612749,48,35,2021-11-10T01:05:52Z,2080000,,,0,,G. Niang loose ball personal FOUL (1 PF),"[1627777, 203507]",1610612755.0,PHI,loose ball,,,Niang,G. Niang,,,,,,,,,,,,,,1626302.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,
215,PT07M30.00S,2021-11-10T01:05:51.5Z,2,REGULAR,foul,technical,['1freethrow'],1627777,,,1610612749,48,35,2021-11-10T01:06:10Z,2100000,,,0,,G. Niang technical FOUL (1 Tech),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,1626302.0,1.0,1.0,,,,,,,,
216,PT07M30.00S,2021-11-10T01:06:11.4Z,2,REGULAR,freethrow,1 of 1,[],201588,,,1610612749,48,36,2021-11-10T01:06:11Z,2110000,,,0,,G. Hill technical Free Throw 1 of 1 (6 PTS),[201588],1610612749.0,MIL,technical,,,Hill,G. Hill,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
226,PT07M08.00S,2021-11-10T01:06:41.6Z,2,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612749,48,36,2021-11-10T01:10:09Z,2130000,,,0,,P. Reed shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1630194, 203507]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,,,,,,,,,,2715.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,
272,PT07M08.00S,2021-11-10T01:06:56.7Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,48,37,2021-11-10T01:17:27Z,2145000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (9 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
273,PT07M08.00S,2021-11-10T01:06:56.7Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,48,38,2021-11-10T01:17:27Z,2147500,,,0,,G. Antetokounmpo Free Throw 2 of 2 (10 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
220,PT07M08.00S,2021-11-10T01:07:11.8Z,2,REGULAR,substitution,out,[],201980,,,1610612755,48,38,2021-11-10T01:17:27Z,2150000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M08.00S,2021-11-10T01:07:11.8Z,2,REGULAR,substitution,out,[],201588,,,1610612755,48,38,2021-11-10T01:17:27Z,2160000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M08.00S,2021-11-10T01:07:11.8Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,48,38,2021-11-10T01:17:27Z,2170000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M08.00S,2021-11-10T01:07:11.8Z,2,REGULAR,substitution,in,[],1626192,,,1610612755,48,38,2021-11-10T01:17:27Z,2180000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M08.00S,2021-11-10T01:07:41.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,48,38,2021-11-10T01:10:15Z,2200000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M08.00S,2021-11-10T01:10:18.1Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,48,38,2021-11-10T01:10:46Z,2210000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M08.00S,2021-11-10T01:10:18.1Z,2,REGULAR,substitution,in,[],203083,,,1610612755,48,38,2021-11-10T01:10:46Z,2220000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M57.00S,2021-11-10T01:11:12.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,5.962549277266746,48.774509803921575,1610612755,48,38,2021-11-10T01:11:20Z,2230000,6.0,4.0,1,left,MISS A. Drummond cutting Layup,[203083],1610612755.0,PHI,cutting,,,Drummond,A. Drummond,,,,,0.7,Missed,,,,,,,,,,,,,,,,,,
231,PT06M55.00S,2021-11-10T01:11:14.1Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612749,48,38,2021-11-10T01:11:20Z,2240000,,,0,,S. Ojeleye REBOUND (Off:2 Def:1),[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,230.0,,,,,,3.0,1.0,2.0,,,
232,PT06M46.00S,2021-11-10T01:11:23.5Z,2,REGULAR,3pt,Jump Shot,[],1626192,66.01511169513799,62.254901960784316,1610612749,48,38,2021-11-10T01:11:28Z,2250000,61.0,267.0,1,right,MISS P. Connaughton 27' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,27.39,Missed,,,,,,,,,,,,,,,,,,
233,PT06M43.00S,2021-11-10T01:11:26.5Z,2,REGULAR,rebound,defensive,[],1627788,,,1610612755,48,38,2021-11-10T01:11:28Z,2260000,,,0,,F. Korkmaz REBOUND (Off:0 Def:2),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,232.0,,,,,,2.0,2.0,0.0,,,
234,PT06M29.00S,2021-11-10T01:11:40.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,7.539421813403408,42.892156862745104,1610612755,48,38,2021-11-10T01:11:44Z,2270000,36.0,18.0,1,left,MISS A. Drummond Layup,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,4.0,Missed,,,,,,,,,,,,,,,,,,
235,PT06M27.00S,2021-11-10T01:11:42.2Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,48,38,2021-11-10T01:11:44Z,2280000,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,234.0,,,,,,3.0,3.0,0.0,,,
236,PT06M23.00S,2021-11-10T01:11:46.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626192,71.53416557161628,75.49019607843138,1610612749,48,41,2021-11-10T01:11:51Z,2290000,127.0,215.0,1,right,P. Connaughton 25' 3PT  (3 PTS) (J. Holiday 3 AST),"[1626192, 201950]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,25.0,Made,3.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,,
238,PT06M06.00S,2021-11-10T01:12:03.0Z,2,REGULAR,3pt,Jump Shot,[],1627788,29.221419185282528,87.5,1610612755,48,41,2021-11-10T01:12:07Z,2310000,-188.0,222.0,1,left,MISS F. Korkmaz 29' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,29.07,Missed,,,,,,,,,,,,,,,,,,
239,PT06M03.00S,2021-11-10T01:12:06.0Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,48,41,2021-11-10T01:12:07Z,2320000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,238.0,,,,,,1.0,1.0,0.0,,,
240,PT05M57.00S,2021-11-10T01:12:13.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",203507,96.89553219448095,47.30392156862745,1610612749,48,43,2021-11-10T01:12:20Z,2330000,-13.0,-23.0,1,right,G. Antetokounmpo bank Hook (12 PTS),[203507],1610612749.0,MIL,bank,,,Antetokounmpo,G. Antetokounmpo,,,,,2.69,Made,12.0,,,,,,,,,,,,,,,,,
242,PT05M41.00S,2021-11-10T01:12:28.0Z,2,REGULAR,3pt,Jump Shot,[],1630178,29.747043363994734,83.57843137254902,1610612755,48,43,2021-11-10T01:12:32Z,2350000,-168.0,227.0,1,left,MISS T. Maxey 28' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,28.24,Missed,,,,,,,,,,,,,,,,,,
243,PT05M39.00S,2021-11-10T01:12:30.0Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,48,43,2021-11-10T01:12:32Z,2360000,,,0,,A. Drummond REBOUND (Off:2 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,242.0,,,,,,6.0,4.0,2.0,,,
244,PT05M36.00S,2021-11-10T01:12:33.0Z,2,REGULAR,turnover,bad pass,[],203083,,,1610612755,48,43,2021-11-10T01:12:37Z,2370000,,,0,,A. Drummond bad pass TURNOVER (2 TO),"[203083, 1628400]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,2.0,Ojeleye,1628400.0
245,PT05M36.00S,2021-11-10T01:12:33.0Z,2,REGULAR,steal,,[],1628400,,,1610612749,48,43,2021-11-10T01:12:35Z,2380000,,,0,,S. Ojeleye STEAL (1 STL),[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M24.00S,2021-11-10T01:12:46.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201950,92.55913272010513,49.26470588235294,1610612749,48,45,2021-11-10T01:12:51Z,2390000,-4.0,17.0,1,right,J. Holiday driving finger roll Layup (2 PTS),[201950],1610612749.0,MIL,driving finger roll,,,Holiday,J. Holiday,,,,,1.78,Made,2.0,,,,,,,,,,,,,,,,,
247,PT05M08.00S,2021-11-10T01:13:01.4Z,2,REGULAR,3pt,Jump Shot,[],1629003,26.987516425755587,16.666666666666657,1610612755,48,45,2021-11-10T01:13:05Z,2400000,167.0,201.0,1,left,MISS S. Milton 26' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
248,PT05M05.00S,2021-11-10T01:13:04.4Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,48,45,2021-11-10T01:13:05Z,2410000,,,0,,J. Holiday REBOUND (Off:0 Def:4),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,247.0,,,,,,4.0,4.0,0.0,,,
249,PT05M03.00S,2021-11-10T01:13:09.9Z,2,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612749,48,45,2021-11-10T01:13:18Z,2420000,,,0,,S. Milton shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1629003, 203507]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,,,,,,,,,,1626302.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,
251,PT05M03.00S,2021-11-10T01:13:48.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,48,45,2021-11-10T01:14:22Z,2440000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,
252,PT05M03.00S,2021-11-10T01:13:48.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,48,45,2021-11-10T01:14:22Z,2450000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,251.0,,,,,,,,,,,
253,PT05M03.00S,2021-11-10T01:13:50.7Z,2,REGULAR,substitution,out,[],1628400,,,1610612749,48,45,2021-11-10T01:13:54Z,2460000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M03.00S,2021-11-10T01:13:50.7Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,48,45,2021-11-10T01:13:54Z,2470000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M03.00S,2021-11-10T01:13:48.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,48,45,2021-11-10T01:14:22Z,2480000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,
256,PT04M58.00S,2021-11-10T01:13:53.9Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,48,45,2021-11-10T01:14:22Z,2490000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,255.0,,,,,,1.0,1.0,0.0,,,
257,PT04M42.00S,2021-11-10T01:14:36.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,7.670827858081481,45.09803921568627,1610612755,48,45,2021-11-10T01:14:41Z,2500000,25.0,20.0,1,left,MISS A. Drummond turnaround Hook,[203083],1610612755.0,PHI,turnaround,,,Drummond,A. Drummond,,,,,3.14,Missed,,,,,,,,,,,,,,,,,,
258,PT04M39.00S,2021-11-10T01:14:40.4Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,48,45,2021-11-10T01:14:40Z,2510000,,,0,,A. Drummond REBOUND (Off:3 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,257.0,,,,,,7.0,4.0,3.0,,,
259,PT04M39.00S,2021-11-10T01:14:40.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,5.590000152587891,50.0,1610612755,50,45,2021-11-10T01:23:06Z,2520000,0.0,0.0,1,left,A. Drummond putback Layup (6 PTS),[203083],1610612755.0,PHI,putback,,,Drummond,A. Drummond,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,
260,PT04M25.00S,2021-11-10T01:14:53.6Z,2,REGULAR,3pt,Jump Shot,[],1626171,88.61695137976346,94.8529411764706,1610612749,50,48,2021-11-10T01:14:58Z,2530000,224.0,55.0,1,right,B. Portis 3PT  (8 PTS) (J. Holiday 4 AST),"[1626171, 201950]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.08,Made,8.0,J. Holiday,201950.0,4.0,,,,,,,,,,,,,,
262,PT04M10.00S,2021-11-10T01:15:08.5Z,2,REGULAR,3pt,Jump Shot,[],1630178,32.637976346911955,81.12745098039215,1610612755,50,48,2021-11-10T01:15:12Z,2550000,-156.0,254.0,1,left,MISS T. Maxey 29' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,29.81,Missed,,,,,,,,,,,,,,,,,,
263,PT04M08.00S,2021-11-10T01:15:10.5Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,50,48,2021-11-10T01:15:12Z,2560000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,262.0,,,,,,6.0,6.0,0.0,,,
264,PT04M03.00S,2021-11-10T01:15:16.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,94.79303547963207,38.725490196078425,1610612749,50,48,2021-11-10T01:15:40Z,2570000,-56.0,-4.0,1,right,MISS G. Antetokounmpo running finger roll Layup - blocked,"[203507, 1630194]",1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,5.65,Missed,,,,,Reed,1630194.0,,,,,,,,,,,,
265,PT04M03.00S,2021-11-10T01:15:16.8Z,2,REGULAR,block,,[],1630194,,,1610612749,50,48,2021-11-10T01:15:19Z,2580000,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M00.00S,2021-11-10T01:15:19.8Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,50,48,2021-11-10T01:15:23Z,2590000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,264.0,,,,,,2.0,2.0,0.0,,,
267,PT03M57.00S,2021-11-10T01:15:22.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630178,9.116294349540084,51.470588235294116,1610612755,52,48,2021-11-10T01:15:28Z,2600000,-7.0,33.0,1,left,T. Maxey driving floating Jump Shot (19 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,3.4,Made,19.0,,,,,,,,,,,,,,,,,
268,PT03M44.00S,2021-11-10T01:15:36.8Z,2,REGULAR,3pt,Jump Shot,[],1626171,67.06636005256242,50.73529411764706,1610612749,52,48,2021-11-10T01:15:44Z,2610000,4.0,257.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
