actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
183,PT10M47.00S,2022-02-01T00:40:50.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,14.766754270696453,61.51960784313725,1610612755,41,32,2022-02-01T00:40:56Z,1790000,-58.0,86.0,1,left,T. Harris 10' driving floating Jump Shot (9 PTS) (S. Curry 4 AST),"[202699, 203552]",1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,10.38,Made,,,,,,,9.0,S. Curry,203552.0,4.0,,,,,,,,
185,PT10M34.00S,2022-02-01T00:41:02.6Z,2,REGULAR,3pt,Jump Shot,[],1629723,94.26741130091985,3.1862745098039227,1610612763,41,32,2022-02-01T00:41:07Z,1810000,-234.0,1.0,1,right,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
186,PT10M32.00S,2022-02-01T00:41:04.6Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612755,41,32,2022-02-01T00:41:07Z,1820000,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,185.0,1.0,1.0,0.0,,,,,,,,,,,,,,
187,PT10M24.00S,2022-02-01T00:41:13.9Z,2,REGULAR,3pt,Jump Shot,[],1630198,32.50657030223391,67.64705882352942,1610612755,44,32,2022-02-01T00:41:18Z,1830000,-88.0,253.0,1,left,I. Joe 26' 3PT  (7 PTS) (T. Harris 2 AST),"[1630198, 202699]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,26.8,Made,,,,,,,7.0,T. Harris,202699.0,2.0,,,,,,,,
189,PT10M24.00S,2022-02-01T00:41:19.8Z,2,REGULAR,foul,personal,['1freethrow'],1630217,,,1610612755,44,32,2022-02-01T00:41:25Z,1850000,,,0,,D. Bane shooting personal FOUL (2 PF) (Harris 1 FT),"[1630217, 202699]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,,,,,,,201638.0,,,,,,,,2.0,0.0,Harris,202699.0,,
191,PT10M24.00S,2022-02-01T00:41:42.9Z,2,REGULAR,freethrow,1 of 1,[],1630198,,,1610612755,45,32,2022-02-01T00:44:00Z,1870000,,,0,,I. Joe Free Throw 1 of 1 (8 PTS),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
192,PT10M10.00S,2022-02-01T00:41:57.6Z,2,REGULAR,3pt,Jump Shot,[],1628991,93.08475689881735,3.67647058823529,1610612763,45,32,2022-02-01T00:42:02Z,1880000,-232.0,13.0,1,right,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,23.19,Missed,,,,,,,,,,,,,,,,,,
193,PT10M06.00S,2022-02-01T00:42:01.6Z,2,REGULAR,rebound,defensive,[],201980,,,1610612755,45,32,2022-02-01T00:42:02Z,1890000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,,,,,,
194,PT09M50.00S,2022-02-01T00:42:18.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630198,7.276609724047319,51.470588235294116,1610612755,47,32,2022-02-01T00:42:26Z,1900000,-7.0,16.0,1,left,I. Joe cutting Layup (10 PTS) (T. Harris 3 AST),"[1630198, 202699]",1610612755.0,PHI,cutting,,,Joe,I. Joe,,,,,1.75,Made,,,,,,,10.0,T. Harris,202699.0,3.0,,,,,,,,
196,PT09M50.00S,2022-02-01T00:42:24.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,47,32,2022-02-01T00:42:24Z,1920000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M50.00S,2022-02-01T00:45:31.0Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,47,32,2022-02-01T00:45:37Z,1930000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M50.00S,2022-02-01T00:45:31.0Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,47,32,2022-02-01T00:45:37Z,1940000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M50.00S,2022-02-01T00:45:31.0Z,2,REGULAR,substitution,in,[],203500,,,1610612763,47,32,2022-02-01T00:45:37Z,1950000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M50.00S,2022-02-01T00:45:31.0Z,2,REGULAR,substitution,in,[],1630533,,,1610612763,47,32,2022-02-01T00:45:37Z,1960000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M34.00S,2022-02-01T00:45:45.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203500,88.74835742444152,50.0,1610612763,47,32,2022-02-01T00:45:49Z,1970000,0.0,53.0,1,right,MISS S. Adams Hook - blocked,"[203500, 1629646]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,5.33,Missed,,,,,,,,,,,,,,,,,Bassey,1629646.0
202,PT09M34.00S,2022-02-01T00:45:45.1Z,2,REGULAR,block,,[],1629646,,,1610612763,47,32,2022-02-01T00:45:48Z,1980000,,,0,,C. Bassey BLOCK (1 BLK),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M30.00S,2022-02-01T00:45:49.1Z,2,REGULAR,rebound,defensive,[],1629646,,,1610612755,47,32,2022-02-01T00:45:49Z,1990000,,,0,,C. Bassey REBOUND (Off:1 Def:2),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,201.0,3.0,2.0,1.0,,,,,,,,,,,,,,
204,PT09M24.00S,2022-02-01T00:45:55.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629646,6.225361366622863,49.26470588235294,1610612755,49,32,2022-02-01T00:46:01Z,2000000,4.0,6.0,1,left,C. Bassey alley-oop Layup (2 PTS) (T. Harris 4 AST),"[1629646, 202699]",1610612755.0,PHI,alley-oop,,,Bassey,C. Bassey,,,,,0.7,Made,,,,,,,2.0,T. Harris,202699.0,4.0,,,,,,,,
206,PT09M20.00S,2022-02-01T00:45:59.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,68.64323258869908,28.186274509803923,1610612763,49,35,2022-02-01T00:46:07Z,2020000,-109.0,242.0,1,right,D. Bane 26' 3PT running pullup (13 PTS),[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,26.57,Made,,,,,,,13.0,,,,,,,,,,,
353,PT09M00.00S,2022-02-01T00:46:11.7Z,2,REGULAR,turnover,lost ball,[],202699,,,1610612755,49,35,2022-02-01T01:07:21Z,2035000,,,0,,T. Harris lost ball TURNOVER (1 TO),"[202699, 1626145]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,1.0,,,,,Jones,1626145.0,,,,,,
354,PT09M00.00S,2022-02-01T00:46:11.7Z,2,REGULAR,steal,,[],1626145,,,1610612763,49,35,2022-02-01T01:07:21Z,2042500,,,0,,T. Jones STEAL (2 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M56.00S,2022-02-01T00:46:23.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,71.27135348226018,85.7843137254902,1610612763,49,35,2022-02-01T01:07:21Z,2050000,179.0,218.0,1,right,MISS D. Bane 28' step back 3PT,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,28.16,Missed,,,,,,,,,,,,,,,,,,
210,PT08M50.00S,2022-02-01T00:46:29.6Z,2,REGULAR,rebound,offensive,[],1628991,,,1610612763,49,35,2022-02-01T00:46:44Z,2060000,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,209.0,3.0,1.0,2.0,,,,,,,,,,,,,,
211,PT08M46.00S,2022-02-01T00:46:32.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1628991,94.40999984741211,50.0,1610612763,49,37,2022-02-01T01:07:21Z,2070000,0.0,0.0,1,right,J. Jackson Jr. putback Layup (9 PTS),[1628991],1610612763.0,MEM,putback,,,Jackson Jr.,J. Jackson Jr.,,,,,0.0,Made,,,,,,,9.0,,,,,,,,,,,
212,PT08M24.00S,2022-02-01T00:46:55.0Z,2,REGULAR,3pt,Jump Shot,[],203552,34.08344283837057,70.83333333333333,1610612755,49,37,2022-02-01T00:47:00Z,2080000,-104.0,268.0,1,left,MISS S. Curry 28' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,28.75,Missed,,,,,,,,,,,,,,,,,,
213,PT08M22.00S,2022-02-01T00:46:57.0Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,49,37,2022-02-01T00:47:00Z,2090000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,212.0,2.0,2.0,0.0,,,,,,,,,,,,,,
214,PT08M07.00S,2022-02-01T00:47:11.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,91.37647831800263,50.245098039215684,1610612763,49,39,2022-02-01T00:47:18Z,2100000,1.0,29.0,1,right,J. Jackson Jr. turnaround Hook (11 PTS),[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,2.86,Made,,,,,,,11.0,,,,,,,,,,,
216,PT08M07.00S,2022-02-01T00:47:25.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,49,39,2022-02-01T00:47:25Z,2120000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M07.00S,2022-02-01T00:49:46.2Z,2,REGULAR,substitution,out,[],1630198,,,1610612755,49,39,2022-02-01T00:50:04Z,2130000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M07.00S,2022-02-01T00:49:46.2Z,2,REGULAR,substitution,out,[],1629646,,,1610612755,49,39,2022-02-01T00:50:04Z,2140000,,,0,,SUB out: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M07.00S,2022-02-01T00:49:46.2Z,2,REGULAR,substitution,in,[],203083,,,1610612755,49,39,2022-02-01T00:50:04Z,2150000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M07.00S,2022-02-01T00:49:46.2Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,49,39,2022-02-01T00:50:04Z,2160000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M53.00S,2022-02-01T00:50:28.6Z,2,REGULAR,turnover,out-of-bounds,[],201980,,,1610612755,49,39,2022-02-01T00:50:34Z,2170000,,,0,,D. Green lost ball out-of-bounds TURNOVER (1 TO),[201980],1610612755.0,PHI,lost ball,,,Green,D. Green,,,,,,,,,,,201638.0,1.0,,,,,,,,,,,,
225,PT07M39.00S,2022-02-01T00:50:43.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626145,83.36070959264126,51.22549019607843,1610612763,49,39,2022-02-01T00:50:50Z,2180000,6.0,104.0,1,right,MISS T. Jones 10' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,10.41,Missed,,,,,,,,,,,,,,,,,,
226,PT07M35.00S,2022-02-01T00:50:47.9Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,49,39,2022-02-01T00:52:19Z,2190000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,225.0,4.0,3.0,1.0,,,,,,,,,,,,,,
237,PT07M33.00S,2022-02-01T00:50:54.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203500,91.63929040735874,48.529411764705884,1610612763,49,41,2022-02-01T00:51:48Z,2195000,-7.0,26.0,1,right,S. Adams tip Layup (2 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,2.71,Made,,,,,,,2.0,,,,,,,,,,,
227,PT07M17.00S,2022-02-01T00:51:05.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,17.263469119579497,51.71568627450981,1610612755,49,41,2022-02-01T00:51:55Z,2200000,-9.0,110.0,1,left,MISS T. Maxey 11' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,11.01,Missed,,,,,,,,,,,,,,,,,,
228,PT07M14.00S,2022-02-01T00:51:08.0Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612763,49,41,2022-02-01T00:51:08Z,2210000,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,227.0,1.0,1.0,0.0,,,,,,,,,,,,,,
229,PT07M11.00S,2022-02-01T00:51:14.9Z,2,REGULAR,foul,personal,['2freethrow'],202699,,,1610612763,49,41,2022-02-01T00:51:29Z,2220000,,,0,,T. Harris shooting personal FOUL (2 PF) (Adams 2 FT),"[202699, 203500]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,,,,,,,201638.0,,,,,,,,2.0,0.0,Adams,203500.0,,
231,PT07M11.00S,2022-02-01T00:51:38.5Z,2,REGULAR,freethrow,1 of 2,[],203500,,,1610612763,49,41,2022-02-01T00:52:04Z,2240000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,
232,PT07M11.00S,2022-02-01T00:51:38.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,49,41,2022-02-01T00:52:04Z,2250000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,231.0,,,,,,,,,,,,,,,,,
233,PT07M11.00S,2022-02-01T00:51:42.4Z,2,REGULAR,substitution,out,[],201980,,,1610612763,49,41,2022-02-01T00:51:47Z,2260000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M11.00S,2022-02-01T00:51:42.4Z,2,REGULAR,substitution,out,[],1626145,,,1610612763,49,41,2022-02-01T00:51:47Z,2270000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M11.00S,2022-02-01T00:51:42.4Z,2,REGULAR,substitution,in,[],1629680,,,1610612763,49,41,2022-02-01T00:51:47Z,2280000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M11.00S,2022-02-01T00:51:42.4Z,2,REGULAR,substitution,in,[],1629630,,,1610612763,49,41,2022-02-01T00:51:47Z,2290000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M11.00S,2022-02-01T00:51:38.5Z,2,REGULAR,freethrow,2 of 2,[],203500,,,1610612763,49,41,2022-02-01T00:52:04Z,2300000,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,
239,PT07M08.00S,2022-02-01T00:51:41.5Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,49,41,2022-02-01T00:52:04Z,2310000,,,0,,A. Drummond REBOUND (Off:4 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,238.0,7.0,3.0,4.0,,,,,,,,,,,,,,
240,PT06M53.00S,2022-02-01T00:52:19.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,15.686596583442835,35.5392156862745,1610612755,51,41,2022-02-01T00:52:29Z,2320000,72.0,95.0,1,left,T. Harris 11' pullup Jump Shot (11 PTS) (A. Drummond 5 AST),"[202699, 203083]",1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,11.94,Made,,,,,,,11.0,A. Drummond,203083.0,5.0,,,,,,,,
242,PT06M38.00S,2022-02-01T00:52:33.6Z,2,REGULAR,2pt,Jump Shot,[],1630217,79.28712220762155,58.088235294117645,1610612763,51,41,2022-02-01T00:53:11Z,2340000,40.0,142.0,1,right,MISS D. Bane 14' pullup Shot - blocked,"[1630217, 1630178]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,14.78,Missed,,,,,,,,,,,,,,,,,Maxey,1630178.0
275,PT06M38.00S,2022-02-01T00:52:33.6Z,2,REGULAR,block,,[],1630178,,,1610612763,51,41,2022-02-01T00:56:39Z,2345000,,,0,,T. Maxey BLOCK (2 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M38.00S,2022-02-01T00:52:33.6Z,2,REGULAR,rebound,offensive,[],1630217,,,1610612763,51,41,2022-02-01T00:56:39Z,2350000,,,0,,D. Bane REBOUND (Off:1 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,242.0,3.0,2.0,1.0,,,,,,,,,,,,,,
305,PT06M34.00S,2022-02-01T00:52:42.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,92.16491458607096,97.54901960784314,1610612763,51,41,2022-02-01T01:00:58Z,2352500,238.0,21.0,1,right,MISS J. Morant 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,23.86,Missed,,,,,,,,,,,,,,,,,,
306,PT06M34.00S,2022-02-01T00:52:42.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,51,41,2022-02-01T01:00:58Z,2353750,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,
297,PT06M32.00S,2022-02-01T00:52:50.6Z,2,REGULAR,foul,personal,[],203500,,,1610612755,51,41,2022-02-01T01:01:11Z,2355000,,,0,,S. Adams loose ball personal FOUL (1 PF),"[203500, 203083]",1610612763.0,MEM,loose ball,,,Adams,S. Adams,,,,,,,,,,,201638.0,,,,,,,,1.0,0.0,Drummond,203083.0,,
244,PT06M32.00S,2022-02-01T00:53:07.7Z,2,REGULAR,substitution,out,[],1630217,,,1610612755,51,41,2022-02-01T00:52:50Z,2360000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M32.00S,2022-02-01T00:53:07.7Z,2,REGULAR,substitution,in,[],1629001,,,1610612755,51,41,2022-02-01T00:52:50Z,2370000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M08.00S,2022-02-01T00:53:26.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,5.831143232588701,35.294117647058826,1610612755,53,41,2022-02-01T01:01:11Z,2380000,74.0,2.0,1,left,T. Maxey 7' fadeaway Jump Shot (13 PTS),[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,7.35,Made,,,,,,,13.0,,,,,,,,,,,
248,PT05M56.00S,2022-02-01T00:53:38.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,86.64586070959264,48.529411764705884,1610612763,53,43,2022-02-01T00:53:47Z,2390000,-7.0,73.0,1,right,J. Jackson Jr. 7' driving Hook (13 PTS) (J. Morant 2 AST),"[1628991, 1629630]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,7.34,Made,,,,,,,13.0,J. Morant,1629630.0,2.0,,,,,,,,
250,PT05M39.00S,2022-02-01T00:53:55.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.093955321944804,47.79411764705882,1610612755,55,43,2022-02-01T00:54:02Z,2410000,11.0,5.0,1,left,T. Harris driving reverse Layup (13 PTS),[202699],1610612755.0,PHI,driving reverse,,,Harris,T. Harris,,,,,1.2,Made,,,,,,,13.0,,,,,,,,,,,
251,PT05M31.00S,2022-02-01T00:54:03.0Z,2,REGULAR,turnover,bad pass,[],1630533,,,1610612763,55,43,2022-02-01T00:54:08Z,2420000,,,0,,Z. Williams bad pass TURNOVER (1 TO),"[1630533, 203083]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,1.0,,,,,Drummond,203083.0,,,,,,
252,PT05M31.00S,2022-02-01T00:54:03.0Z,2,REGULAR,steal,,[],203083,,,1610612755,55,43,2022-02-01T00:54:05Z,2430000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M24.00S,2022-02-01T00:54:09.6Z,2,REGULAR,turnover,lost ball,[],1630178,,,1610612755,55,43,2022-02-01T00:54:15Z,2440000,,,0,,T. Maxey lost ball TURNOVER (2 TO),"[1630178, 1629630]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,2.0,,,,,Morant,1629630.0,,,,,,
254,PT05M24.00S,2022-02-01T00:54:09.6Z,2,REGULAR,steal,,[],1629630,,,1610612763,55,43,2022-02-01T00:54:12Z,2450000,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M16.00S,2022-02-01T00:54:17.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629001,66.27792378449408,24.75490196078431,1610612763,55,43,2022-02-01T00:54:23Z,2460000,-126.0,264.0,1,right,MISS D. Melton 29' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,29.31,Missed,,,,,,,,,,,,,,,,,,
256,PT05M14.00S,2022-02-01T00:54:19.7Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,55,43,2022-02-01T00:54:19Z,2470000,,,0,,A. Drummond REBOUND (Off:4 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,255.0,8.0,4.0,4.0,,,,,,,,,,,,,,
257,PT05M01.00S,2022-02-01T00:54:32.6Z,2,REGULAR,3pt,Jump Shot,[],202699,29.09001314060447,17.892156862745097,1610612755,55,43,2022-02-01T00:54:37Z,2480000,161.0,221.0,1,left,MISS T. Harris 27' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,27.31,Missed,,,,,,,,,,,,,,,,,,
258,PT04M58.00S,2022-02-01T00:54:35.6Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612763,55,43,2022-02-01T00:54:37Z,2490000,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,257.0,2.0,2.0,0.0,,,,,,,,,,,,,,
259,PT04M44.00S,2022-02-01T00:54:53.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203500,94.13600525624179,46.81372549019608,1610612763,55,45,2022-02-01T00:54:59Z,2500000,-16.0,3.0,1,right,S. Adams reverse Layup (4 PTS) (D. Melton 1 AST),"[203500, 1629001]",1610612763.0,MEM,reverse,,,Adams,S. Adams,,,,,1.61,Made,,,,,,,4.0,D. Melton,1629001.0,1.0,,,,,,,,
261,PT04M44.00S,2022-02-01T00:55:03.9Z,2,REGULAR,foul,personal,['1freethrow'],203552,,,1610612763,55,45,2022-02-01T00:55:17Z,2520000,,,0,,S. Curry shooting personal FOUL (3 PF) (Adams 1 FT),"[203552, 203500]",1610612755.0,PHI,shooting,,,Curry,S. Curry,,,,,,,,,,,201638.0,,,,,,,,3.0,0.0,Adams,203500.0,,
263,PT04M44.00S,2022-02-01T00:55:24.9Z,2,REGULAR,freethrow,1 of 1,[],203500,,,1610612763,55,46,2022-02-01T00:55:24Z,2540000,,,0,,S. Adams Free Throw 1 of 1 (5 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
264,PT04M44.00S,2022-02-01T00:55:25.9Z,2,REGULAR,substitution,out,[],203552,,,1610612755,55,46,2022-02-01T00:55:31Z,2550000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M44.00S,2022-02-01T00:55:25.9Z,2,REGULAR,substitution,out,[],1628991,,,1610612755,55,46,2022-02-01T00:55:31Z,2560000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M44.00S,2022-02-01T00:55:25.9Z,2,REGULAR,substitution,in,[],1630198,,,1610612755,55,46,2022-02-01T00:55:31Z,2570000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M44.00S,2022-02-01T00:55:25.9Z,2,REGULAR,substitution,in,[],203937,,,1610612755,55,46,2022-02-01T00:55:31Z,2580000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M29.00S,2022-02-01T00:55:42.6Z,2,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,55,46,2022-02-01T00:55:53Z,2590000,,,0,,T. Maxey bad pass out-of-bounds TURNOVER (3 TO),[1630178],1610612755.0,PHI,bad pass,,,Maxey,T. Maxey,,,,,,,,,,,2715.0,3.0,,,,,,,,,,,,
269,PT04M12.00S,2022-02-01T00:56:11.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629001,69.4316688567674,75.0,1610612763,55,46,2022-02-01T00:57:30Z,2600000,125.0,235.0,1,right,MISS D. Melton 26' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,
270,PT04M10.00S,2022-02-01T00:56:14.4Z,2,REGULAR,rebound,offensive,[],1630533,,,1610612763,55,46,2022-02-01T00:56:14Z,2610000,,,0,,Z. Williams REBOUND (Off:1 Def:2),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,269.0,3.0,2.0,1.0,,,,,,,,,,,,,,
