actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-08T00:10:30.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-08T00:10:30Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-01-08T00:10:33.3Z,1,REGULAR,jumpball,recovered,[],203552,,,1610612755,0,0,2022-01-08T00:10:33Z,40000,,,0,,Jump Ball J. Embiid vs. J. Poeltl: Tip to S. Curry,"[203552, 203954, 1627751]",1610612755.0,PHI,startperiod,S. Curry,203552.0,Curry,S. Curry,Embiid,203954.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-01-08T00:10:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,5.206964520367937,53.67647058823529,1610612755,2,0,2022-01-08T00:10:48Z,70000,-18.0,-4.0,1,left,T. Harris cutting Layup (2 PTS) (J. Embiid 1 AST),"[202699, 203954]",1610612755.0,PHI,cutting,,,Harris,T. Harris,,,,,1.87,Made,2.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,,,,
9,PT11M30.00S,2022-01-08T00:10:58.7Z,1,REGULAR,2pt,Jump Shot,[],1627749,80.6340341655716,25.0,1610612759,2,0,2022-01-08T00:11:03Z,90000,-125.0,130.0,1,right,MISS D. Murray 18' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,18.0,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2022-01-08T00:11:00.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,2,0,2022-01-08T00:11:03Z,100000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M21.00S,2022-01-08T00:11:09.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,10.726018396846255,58.333333333333336,1610612755,4,0,2022-01-08T00:11:13Z,110000,-42.0,48.0,1,left,S. Curry 6' driving floating Jump Shot (2 PTS) (J. Embiid 2 AST),"[203552, 203954]",1610612755.0,PHI,driving floating,,,Curry,S. Curry,,,,,6.38,Made,2.0,J. Embiid,203954.0,2.0,,,,,,,,,,,,,,,
13,PT11M03.00S,2022-01-08T00:11:26.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,90.22667542706965,35.78431372549019,1610612759,4,0,2022-01-08T00:11:33Z,130000,-71.0,39.0,1,right,MISS J. Poeltl 8' Hook,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,8.13,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2022-01-08T00:11:29.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,4,0,2022-01-08T00:11:33Z,140000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M47.00S,2022-01-08T00:11:45.1Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612755,4,0,2022-01-08T00:11:55Z,150000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Embiid 2 FT),"[1627751, 203954]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Embiid,203954.0,,,,,,
17,PT10M47.00S,2022-01-08T00:12:16.9Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,4,0,2022-01-08T00:12:16Z,170000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M47.00S,2022-01-08T00:12:16.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,4,0,2022-01-08T00:12:16Z,180000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,
19,PT10M47.00S,2022-01-08T00:12:32.0Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,5,0,2022-01-08T00:12:32Z,190000,,,0,,J. Embiid Free Throw 2 of 2 (1 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
20,PT10M32.00S,2022-01-08T00:12:49.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630563,86.94152431011827,50.0,1610612759,5,2,2022-01-08T00:12:53Z,200000,0.0,70.0,1,right,J. Primo 7' driving floating Jump Shot (2 PTS) (D. Murray 1 AST),"[1630563, 1627749]",1610612759.0,SAS,driving floating,,,Primo,J. Primo,,,,,7.02,Made,2.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,,
22,PT10M20.00S,2022-01-08T00:13:01.5Z,1,REGULAR,2pt,Jump Shot,[],203552,20.18725361366623,27.450980392156865,1610612755,7,2,2022-01-08T00:13:05Z,220000,113.0,137.0,1,left,S. Curry 17' pullup Jump Shot (4 PTS),[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,17.76,Made,4.0,,,,,,,,,,,,,,,,,,
23,PT10M10.00S,2022-01-08T00:13:11.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,85.23324572930355,43.627450980392155,1610612759,7,2,2022-01-08T00:13:15Z,230000,-32.0,86.0,1,right,MISS J. Poeltl 9' driving floating Shot,[1627751],1610612759.0,SAS,driving floating,,,Poeltl,J. Poeltl,,,,,9.2,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M07.00S,2022-01-08T00:13:14.7Z,1,REGULAR,rebound,defensive,[],203552,,,1610612755,7,2,2022-01-08T00:13:15Z,240000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,
25,PT10M02.00S,2022-01-08T00:13:21.7Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612755,7,2,2022-01-08T00:13:31Z,250000,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Embiid 2 FT),"[1627751, 203954]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,1193.0,2.0,0.0,Embiid,203954.0,,,,,,
27,PT10M02.00S,2022-01-08T00:13:55.4Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,8,2,2022-01-08T00:13:55Z,270000,,,0,,J. Embiid Free Throw 1 of 2 (2 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
28,PT10M02.00S,2022-01-08T00:14:03.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,8,2,2022-01-08T00:14:03Z,280000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT10M02.00S,2022-01-08T00:14:14.3Z,1,REGULAR,substitution,out,[],1627751,,,1610612755,8,2,2022-01-08T00:14:18Z,290000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT10M02.00S,2022-01-08T00:14:14.3Z,1,REGULAR,substitution,in,[],1629234,,,1610612755,8,2,2022-01-08T00:14:18Z,300000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT10M02.00S,2022-01-08T00:16:57.8Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,9,2,2022-01-08T00:16:57Z,310000,,,0,,J. Embiid Free Throw 2 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
32,PT09M50.00S,2022-01-08T00:17:12.4Z,1,REGULAR,2pt,Jump Shot,[],1627854,77.87450722733246,53.18627450980392,1610612759,9,4,2022-01-08T00:17:15Z,320000,16.0,155.0,1,right,B. Forbes 15' turnaround fadeaway Jump Shot (2 PTS) (D. Eubanks 1 AST),"[1627854, 1629234]",1610612759.0,SAS,turnaround fadeaway,,,Forbes,B. Forbes,,,,,15.63,Made,2.0,D. Eubanks,1629234.0,1.0,,,,,,,,,,,,,,,
34,PT09M27.00S,2022-01-08T00:17:35.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629680,5.206964520367937,48.529411764705884,1610612755,11,4,2022-01-08T00:17:39Z,340000,7.0,-4.0,1,left,M. Thybulle DUNK (2 PTS) (J. Embiid 3 AST),"[1629680, 203954]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,0.82,Made,2.0,J. Embiid,203954.0,3.0,,,,,,,,,,,,,,,
36,PT09M17.00S,2022-01-08T00:17:45.4Z,1,REGULAR,turnover,lost ball,[],1630563,,,1610612759,11,4,2022-01-08T00:17:49Z,360000,,,0,,J. Primo lost ball TURNOVER (1 TO),"[1630563, 1629680]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,1.0,Thybulle,1629680.0,,,
37,PT09M17.00S,2022-01-08T00:17:45.4Z,1,REGULAR,steal,,[],1629680,,,1610612755,11,4,2022-01-08T00:22:28Z,370000,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT09M11.00S,2022-01-08T00:17:50.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,5.995400788436268,48.529411764705884,1610612755,13,4,2022-01-08T00:18:03Z,380000,7.0,4.0,1,left,T. Harris running finger roll Layup (4 PTS) (F. Korkmaz 1 AST),"[202699, 1627788]",1610612755.0,PHI,running finger roll,,,Harris,T. Harris,,,,,0.84,Made,4.0,F. Korkmaz,1627788.0,1.0,,,,,,,,,,,,,,,
40,PT08M59.00S,2022-01-08T00:18:02.7Z,1,REGULAR,3pt,Jump Shot,[],1628966,66.5735873850197,36.51960784313725,1610612759,13,7,2022-01-08T00:18:07Z,400000,-67.0,262.0,1,right,K. Bates-Diop 27' 3PT  (3 PTS) (D. Murray 2 AST),"[1628966, 1627749]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,27.02,Made,3.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,,
42,PT08M48.00S,2022-01-08T00:18:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,6.1268068331143235,50.98039215686274,1610612755,13,7,2022-01-08T00:18:21Z,420000,-5.0,5.0,1,left,MISS F. Korkmaz driving Layup - blocked,"[1627788, 1630563]",1610612755.0,PHI,driving,,,Korkmaz,F. Korkmaz,,,,,0.71,Missed,,,,,,,,,,,,,,,,,Primo,1630563.0,
43,PT08M48.00S,2022-01-08T00:18:15.4Z,1,REGULAR,block,,[],1630563,,,1610612755,13,7,2022-01-08T00:18:18Z,430000,,,0,,J. Primo BLOCK (1 BLK),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M48.00S,2022-01-08T00:18:15.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,13,7,2022-01-08T00:18:21Z,440000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,
45,PT08M48.00S,2022-01-08T00:18:20.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,13,7,2022-01-08T00:18:20Z,450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
