actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
18,PT10M41.00S,2022-03-29T23:12:40.1Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,2,3,2022-03-29T23:12:42Z,180000,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,
19,PT10M37.00S,2022-03-29T23:12:43.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,92.42772667542707,50.245098039215684,1610612749,2,5,2022-03-29T23:12:49Z,190000,1.0,19.0,1,right,G. Antetokounmpo running finger roll Layup (2 PTS) (J. Holiday 1 AST),"[203507, 201950]",1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,1.87,Made,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,,
21,PT10M10.00S,2022-03-29T23:13:10.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,7.670827858081481,4.656862745098039,1610612755,2,5,2022-03-29T23:13:14Z,210000,227.0,20.0,1,left,MISS T. Maxey 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,22.75,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M08.00S,2022-03-29T23:13:12.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,5,2022-03-29T23:13:14Z,220000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,21.0,2.0,2.0,0.0,,,
23,PT10M01.00S,2022-03-29T23:13:19.5Z,1,REGULAR,2pt,Jump Shot,[],201950,96.50131406044679,26.225490196078425,1610612749,2,5,2022-03-29T23:13:26Z,230000,-119.0,-20.0,1,right,MISS J. Holiday 12' step back Shot - blocked,"[201950, 1629680]",1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,12.05,Missed,,,,,,,,,,,,,,,,,Thybulle,1629680.0,
24,PT10M01.00S,2022-03-29T23:13:19.5Z,1,REGULAR,block,,[],1629680,,,1610612749,2,5,2022-03-29T23:13:23Z,240000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M57.00S,2022-03-29T23:13:23.5Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,2,5,2022-03-29T23:13:26Z,250000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,
26,PT09M40.00S,2022-03-29T23:13:41.2Z,1,REGULAR,2pt,Jump Shot,[],203954,4.648488830486201,32.1078431372549,1610612755,2,5,2022-03-29T23:13:46Z,260000,89.0,-9.0,1,left,MISS J. Embiid 8' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,8.99,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M37.00S,2022-03-29T23:13:44.2Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,2,5,2022-03-29T23:13:46Z,270000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,,
28,PT09M31.00S,2022-03-29T23:13:50.3Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,2,5,2022-03-29T23:13:54Z,280000,,,0,,K. Middleton bad pass TURNOVER (2 TO),"[203114, 202699]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,2.0,Harris,202699.0,,,,,,,,,,,,
29,PT09M31.00S,2022-03-29T23:13:50.3Z,1,REGULAR,steal,,[],202699,,,1610612755,2,5,2022-03-29T23:13:52Z,290000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M26.00S,2022-03-29T23:13:57.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,9.773324572930349,54.16666666666667,1610612755,4,5,2022-03-29T23:14:14Z,300000,-21.0,39.0,1,left,J. Harden driving floating Jump Shot (2 PTS) (T. Harris 1 AST),"[201935, 202699]",1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,4.46,Made,2.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,,
32,PT09M26.00S,2022-03-29T23:14:04.3Z,1,REGULAR,foul,personal,['1freethrow'],202083,,,1610612755,4,5,2022-03-29T23:14:23Z,320000,,,0,,W. Matthews shooting personal FOUL (1 PF) (Harden 1 FT),"[202083, 201935]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,,,,,,,,,,203591.0,1.0,0.0,Harden,201935.0,,,,,,,
34,PT09M26.00S,2022-03-29T23:14:26.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],201935,,,1610612755,5,5,2022-03-29T23:14:26Z,340000,,,0,,J. Harden Free Throw 1 of 1 (3 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
35,PT09M09.00S,2022-03-29T23:14:47.6Z,1,REGULAR,3pt,Jump Shot,[],201572,76.92181340341656,88.23529411764706,1610612749,5,5,2022-03-29T23:14:52Z,350000,191.0,164.0,1,right,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M06.00S,2022-03-29T23:14:50.6Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,5,5,2022-03-29T23:14:52Z,360000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,35.0,3.0,2.0,1.0,,,
37,PT09M03.00S,2022-03-29T23:14:53.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201572,83.36070959264126,56.372549019607845,1610612749,5,5,2022-03-29T23:15:06Z,370000,32.0,104.0,1,right,MISS B. Lopez 10' floating Shot,[201572],1610612749.0,MIL,floating,,,Lopez,B. Lopez,,,,,10.87,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M03.00S,2022-03-29T23:14:53.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,5,5,2022-03-29T23:15:12Z,380000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,
41,PT08M50.00S,2022-03-29T23:15:06.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201935,14.109724047306173,48.529411764705884,1610612755,7,5,2022-03-29T23:15:19Z,410000,7.0,80.0,1,left,J. Harden 8' driving floating bank Jump Shot (5 PTS) (J. Embiid 1 AST),"[201935, 203954]",1610612755.0,PHI,driving floating bank,,,Harden,J. Harden,,,,,8.04,Made,5.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,,,,
43,PT08M41.00S,2022-03-29T23:15:15.3Z,1,REGULAR,3pt,Jump Shot,[],203114,69.82588699080158,78.67647058823529,1610612749,7,5,2022-03-29T23:19:37Z,430000,143.0,231.0,1,right,MISS K. Middleton 27' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,27.2,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M41.00S,2022-03-29T23:15:15.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,7,5,2022-03-29T23:15:21Z,440000,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,43.0,2.0,2.0,0.0,,,
45,PT08M21.00S,2022-03-29T23:15:35.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,5.962549277266746,52.450980392156865,1610612755,9,5,2022-03-29T23:15:39Z,450000,-12.0,4.0,1,left,T. Harris driving Layup (2 PTS) (J. Embiid 2 AST),"[202699, 203954]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,1.28,Made,2.0,J. Embiid,203954.0,2.0,,,,,,,,,,,,,,,
47,PT08M09.00S,2022-03-29T23:15:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202083,90.19382391590013,40.19607843137255,1610612749,9,7,2022-03-29T23:15:52Z,470000,-49.0,40.0,1,right,W. Matthews 6' driving Layup (2 PTS) (J. Holiday 2 AST),"[202083, 201950]",1610612749.0,MIL,driving,,,Matthews,W. Matthews,,,,,6.31,Made,2.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,,
49,PT07M54.00S,2022-03-29T23:16:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,7.013797634691201,51.96078431372549,1610612755,11,7,2022-03-29T23:16:05Z,490000,-10.0,13.0,1,left,J. Harden driving Layup (7 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,1.66,Made,7.0,,,,,,,,,,,,,,,,,,
50,PT07M38.00S,2022-03-29T23:16:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,94.00459921156373,51.470588235294116,1610612749,11,9,2022-03-29T23:16:21Z,500000,7.0,4.0,1,right,K. Middleton driving finger roll Layup (2 PTS) (J. Holiday 3 AST),"[203114, 201950]",1610612749.0,MIL,driving finger roll,,,Middleton,K. Middleton,,,,,0.84,Made,2.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,,,
52,PT07M21.00S,2022-03-29T23:16:35.0Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612755,11,9,2022-03-29T23:16:40Z,520000,,,0,,J. Harden lost ball TURNOVER (1 TO),"[201935, 203114]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,1.0,Middleton,203114.0,,,,,,,,,,,,
53,PT07M21.00S,2022-03-29T23:16:35.0Z,1,REGULAR,steal,,[],203114,,,1610612749,11,9,2022-03-29T23:16:37Z,530000,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M16.00S,2022-03-29T23:16:40.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202083,94.00459921156373,45.34313725490197,1610612749,11,9,2022-03-29T23:16:48Z,540000,-23.0,4.0,1,right,MISS W. Matthews running reverse Layup,[202083],1610612749.0,MIL,running reverse,,,Matthews,W. Matthews,,,,,2.36,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M15.00S,2022-03-29T23:16:41.0Z,1,REGULAR,rebound,offensive,[],203114,,,1610612749,11,9,2022-03-29T23:16:48Z,550000,,,0,,K. Middleton REBOUND (Off:1 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,54.0,2.0,1.0,1.0,,,
56,PT07M15.00S,2022-03-29T23:16:45.3Z,1,REGULAR,foul,personal,['2freethrow'],201935,,,1610612749,11,9,2022-03-29T23:17:52Z,560000,,,0,,J. Harden shooting personal FOUL (1 PF) (Middleton 2 FT),"[201935, 203114]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,,,,,,,,,,1148.0,1.0,0.0,Middleton,203114.0,,,,,,,
58,PT07M15.00S,2022-03-29T23:17:08.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",203114,,,1610612749,11,9,2022-03-29T23:17:08Z,580000,,,0,,MISS K. Middleton Free Throw 1 of 2,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
63,PT07M15.00S,2022-03-29T23:17:08.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,11,9,2022-03-29T23:17:45Z,590000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,
64,PT07M15.00S,2022-03-29T23:17:08.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover', '2ndchance']",203114,,,1610612749,11,10,2022-03-29T23:17:45Z,595000,,,0,,K. Middleton Free Throw 2 of 2 (3 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
60,PT07M15.00S,2022-03-29T23:17:10.7Z,1,REGULAR,substitution,out,[],203507,,,1610612755,11,10,2022-03-29T23:17:45Z,600000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M15.00S,2022-03-29T23:17:10.7Z,1,REGULAR,substitution,in,[],1626171,,,1610612755,11,10,2022-03-29T23:17:45Z,610000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M01.00S,2022-03-29T23:17:42.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.526281208935615,45.34313725490197,1610612755,11,10,2022-03-29T23:17:48Z,620000,23.0,112.0,1,left,MISS J. Embiid 11' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,11.46,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M57.00S,2022-03-29T23:17:46.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,11,10,2022-03-29T23:17:48Z,630000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,62.0,1.0,1.0,0.0,,,
66,PT06M53.00S,2022-03-29T23:17:50.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203114,84.4119579500657,97.30392156862744,1610612749,11,13,2022-03-29T23:23:57Z,640000,237.0,94.0,1,right,K. Middleton 25' 3PT running (6 PTS) (J. Holiday 4 AST),"[203114, 201950]",1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,25.45,Made,6.0,J. Holiday,201950.0,4.0,,,,,,,,,,,,,,,
68,PT06M44.00S,2022-03-29T23:18:05.3Z,1,REGULAR,foul,offensive,[],203954,,,1610612755,11,13,2022-03-29T23:18:13Z,660000,,,0,,J. Embiid offensive FOUL (1 PF),"[203954, 201950]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,1627961.0,1.0,0.0,Holiday,201950.0,,,,,,,
70,PT06M44.00S,2022-03-29T23:18:05.3Z,1,REGULAR,turnover,offensive foul,[],203954,,,1610612755,11,13,2022-03-29T23:18:05Z,680000,,,0,,J. Embiid offensive foul TURNOVER (1 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,1.0,,,1627961.0,,,,,,,,,,,
71,PT06M44.00S,2022-03-29T23:18:18.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,11,13,2022-03-29T23:18:18Z,690000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M33.00S,2022-03-29T23:21:13.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,66.67214191852825,48.0392156862745,1610612749,11,13,2022-03-29T23:21:18Z,700000,-10.0,261.0,1,right,MISS J. Holiday 26' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
73,PT06M28.00S,2022-03-29T23:21:18.2Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,11,13,2022-03-29T23:21:18Z,710000,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,72.0,3.0,3.0,0.0,,,
74,PT06M12.00S,2022-03-29T23:21:34.9Z,1,REGULAR,3pt,Jump Shot,[],202699,8.327858081471746,5.392156862745097,1610612755,11,13,2022-03-29T23:21:39Z,720000,223.0,26.0,1,left,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,22.45,Missed,,,,,,,,,,,,,,,,,,,
75,PT06M07.00S,2022-03-29T23:21:39.9Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,11,13,2022-03-29T23:21:39Z,730000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,74.0,1.0,1.0,0.0,,,
76,PT05M59.00S,2022-03-29T23:21:53.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,11,13,2022-03-29T23:21:53Z,740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M42.00S,2022-03-29T23:22:27.0Z,1,REGULAR,3pt,Jump Shot,[],203114,93.61038107752957,3.1862745098039227,1610612749,11,16,2022-03-29T23:59:27Z,750000,-234.0,8.0,1,right,K. Middleton 3PT  (9 PTS) (J. Holiday 5 AST),"[203114, 201950]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,23.42,Made,9.0,J. Holiday,201950.0,5.0,,,,,,,,,,,,,,,
80,PT05M12.00S,2022-03-29T23:23:15.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612755,11,16,2022-03-29T23:27:25Z,780000,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,,
81,PT05M12.00S,2022-03-29T23:23:19.1Z,1,REGULAR,substitution,out,[],202699,,,1610612749,11,16,2022-03-29T23:23:37Z,790000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M12.00S,2022-03-29T23:23:19.1Z,1,REGULAR,substitution,out,[],201572,,,1610612749,11,16,2022-03-29T23:23:37Z,800000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M12.00S,2022-03-29T23:23:19.1Z,1,REGULAR,substitution,out,[],202083,,,1610612749,11,16,2022-03-29T23:23:37Z,810000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M12.00S,2022-03-29T23:23:19.1Z,1,REGULAR,substitution,in,[],1627777,,,1610612749,11,16,2022-03-29T23:23:37Z,820000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M12.00S,2022-03-29T23:23:19.1Z,1,REGULAR,substitution,in,[],203507,,,1610612749,11,16,2022-03-29T23:23:37Z,830000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M12.00S,2022-03-29T23:23:19.1Z,1,REGULAR,substitution,in,[],1628960,,,1610612749,11,16,2022-03-29T23:23:37Z,840000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M55.00S,2022-03-29T23:23:49.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201950,83.22930354796321,69.11764705882354,1610612749,11,16,2022-03-29T23:24:14Z,850000,96.0,105.0,1,right,MISS J. Holiday 14' fadeaway Shot,[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,14.21,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M55.00S,2022-03-29T23:23:49.5Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,11,16,2022-03-29T23:24:14Z,860000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,87.0,4.0,2.0,2.0,,,
89,PT04M51.00S,2022-03-29T23:23:53.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626171,85.3318002628121,96.81372549019608,1610612749,11,16,2022-03-29T23:24:03Z,870000,234.0,85.0,1,right,MISS B. Portis 24' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,24.92,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M49.00S,2022-03-29T23:23:55.3Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612755,11,16,2022-03-29T23:24:03Z,880000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,89.0,1.0,1.0,0.0,,,
91,PT04M30.00S,2022-03-29T23:24:14.7Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,11,16,2022-03-29T23:24:22Z,890000,,,0,,J. Embiid lost ball TURNOVER (2 TO),"[203954, 201950]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,2.0,Holiday,201950.0,,,,,,,,,,,,
92,PT04M30.00S,2022-03-29T23:24:14.7Z,1,REGULAR,steal,,[],201950,,,1610612749,11,16,2022-03-29T23:24:17Z,900000,,,0,,J. Holiday STEAL (1 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M25.00S,2022-03-29T23:24:20.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203507,94.3988173455979,50.49019607843137,1610612749,11,18,2022-03-29T23:24:32Z,910000,2.0,0.0,1,right,G. Antetokounmpo running alley-oop DUNK (4 PTS) (J. Holiday 6 AST),"[203507, 201950]",1610612749.0,MIL,running alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,0.25,Made,4.0,J. Holiday,201950.0,6.0,,,,,,,,,,,,,,,
95,PT04M25.00S,2022-03-29T23:24:25.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,11,18,2022-03-29T23:24:25Z,930000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
