actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
2,PT12M00.00S,2021-10-28T23:11:00.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-28T23:11:00Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-10-28T23:11:03.6Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2021-10-28T23:11:03Z,40000,,,0,,Jump Ball J. Embiid vs. I. Stewart: Tip to T. Maxey,"[1630178, 203954, 1630191]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Embiid,203954.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2021-10-28T23:11:12.4Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,0,0,2021-10-28T23:11:16Z,70000,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 203924]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,1.0,Grant,203924.0,,,,,,,,,,,,,,,,,,
8,PT11M47.00S,2021-10-28T23:11:12.4Z,1,REGULAR,steal,,[],203924,,,1610612765,0,0,2021-10-28T23:11:14Z,80000,,,0,,J. Grant STEAL (1 STL),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2021-10-28T23:11:16.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,91.80354796320631,3.9215686274509802,1610612765,0,0,2021-10-28T23:11:21Z,90000,-230.0,25.0,1,right,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,23.17,Missed,,,,,,,,,,,,,,,,
10,PT11M40.00S,2021-10-28T23:11:19.3Z,1,REGULAR,rebound,offensive,[],203924,,,1610612765,0,0,2021-10-28T23:11:19Z,100000,,,0,,J. Grant REBOUND (Off:1 Def:0),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,
11,PT11M39.00S,2021-10-28T23:11:20.6Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203924,93.51182654402102,73.2843137254902,1610612765,0,0,2021-10-28T23:11:25Z,110000,116.0,8.0,1,right,MISS J. Grant 11' Jump Shot,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,11.67,Missed,,,,,,,,,,,,,,,,
12,PT11M36.00S,2021-10-28T23:11:23.6Z,1,REGULAR,rebound,defensive,[],201980,,,1610612755,0,0,2021-10-28T23:11:25Z,120000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,
13,PT11M25.00S,2021-10-28T23:11:34.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.521024967148489,57.35294117647059,1610612755,0,0,2021-10-28T23:11:42Z,130000,-37.0,9.0,1,left,MISS J. Embiid Layup,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,3.78,Missed,,,,,,,,,,,,,,,,
14,PT11M17.00S,2021-10-28T23:11:41.8Z,1,REGULAR,rebound,defensive,[],1628367,,,1610612765,0,0,2021-10-28T23:11:41Z,140000,,,0,,J. Jackson REBOUND (Off:0 Def:1),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,
