actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
15,PT11M10.00S,2021-10-28T23:11:48.7Z,1,REGULAR,3pt,Jump Shot,[],1630165,94.1688567674113,3.6764705882352944,1610612765,0,0,2021-10-28T23:11:52Z,150000,-232.0,2.0,1,right,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,23.16,Missed,,,,,,,,,,,,,,,,
16,PT11M08.00S,2021-10-28T23:11:50.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,0,2021-10-28T23:11:52Z,160000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,
17,PT10M51.00S,2021-10-28T23:12:08.6Z,1,REGULAR,2pt,Jump Shot,[],203552,16.90210249671485,87.25490196078431,1610612755,2,0,2021-10-28T23:12:14Z,170000,-186.0,106.0,1,left,S. Curry 21' Jump Shot (2 PTS) (T. Maxey 1 AST),"[203552, 1630178]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,21.45,Made,,,,,2.0,T. Maxey,1630178.0,1.0,,,,,,,,
19,PT10M28.00S,2021-10-28T23:12:30.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,70.51576872536137,20.833333333333336,1610612765,2,0,2021-10-29T00:12:00Z,190000,-146.0,225.0,1,right,MISS S. Bey 26' 3PT - blocked,"[1630180, 201980]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,26.79,Missed,,,,,,,,,Green,201980.0,,,,,,
20,PT10M28.00S,2021-10-28T23:12:30.6Z,1,REGULAR,block,,[],201980,,,1610612765,2,0,2021-10-28T23:12:41Z,200000,,,0,,D. Green BLOCK (1 BLK),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M28.00S,2021-10-28T23:12:30.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,2,0,2021-10-28T23:12:46Z,210000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,
22,PT10M28.00S,2021-10-28T23:12:44.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,2,0,2021-10-28T23:13:36Z,220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M24.00S,2021-10-28T23:12:52.8Z,1,REGULAR,foul,personal,['2freethrow'],201980,,,1610612765,2,0,2021-10-28T23:12:58Z,230000,,,0,,D. Green shooting personal FOUL (1 PF) (Bey 2 FT),"[201980, 1630180]",1610612755.0,PHI,shooting,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Bey,1630180.0,
25,PT10M24.00S,2021-10-28T23:13:22.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630180,,,1610612765,2,0,2021-10-28T23:13:43Z,250000,,,0,,MISS S. Bey Free Throw 1 of 2,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,Missed,,,,,,,,,,,,,,,,
26,PT10M24.00S,2021-10-28T23:13:22.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,2,0,2021-10-28T23:13:43Z,260000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,
27,PT10M24.00S,2021-10-28T23:13:22.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630180,,,1610612765,2,0,2021-10-28T23:13:43Z,270000,,,0,,MISS S. Bey Free Throw 2 of 2,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,Missed,,,,,,,,,,,,,,,,
28,PT10M19.00S,2021-10-28T23:13:27.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,2,0,2021-10-28T23:13:43Z,280000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,
29,PT10M16.00S,2021-10-28T23:13:45.7Z,1,REGULAR,3pt,Jump Shot,[],201980,8.492115637319317,5.88235294117647,1610612755,2,0,2021-10-28T23:13:52Z,290000,221.0,27.0,1,left,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,22.23,Missed,,,,,,,,,,,,,,,,
30,PT10M11.00S,2021-10-28T23:13:50.7Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,2,0,2021-10-28T23:13:52Z,300000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,
31,PT10M09.00S,2021-10-28T23:13:55.3Z,1,REGULAR,foul,personal,[],202699,,,1610612765,2,0,2021-10-28T23:14:07Z,310000,,,0,,T. Harris personal FOUL (1 PF),"[202699, 1630165]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Hayes,1630165.0,
33,PT09M56.00S,2021-10-28T23:14:25.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,87.20433639947439,58.08823529411765,1610612765,2,0,2021-10-28T23:14:28Z,330000,40.0,68.0,1,right,MISS K. Hayes 7' Jump Shot,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,7.89,Missed,,,,,,,,,,,,,,,,
34,PT09M53.00S,2021-10-28T23:14:28.0Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,2,0,2021-10-28T23:14:28Z,340000,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,
35,PT09M46.00S,2021-10-28T23:14:35.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630178,2.578843626806833,45.34313725490196,1610612755,4,0,2021-10-28T23:14:46Z,350000,23.0,-28.0,1,left,T. Maxey driving finger roll Layup (2 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,,,,3.67,Made,,,,,2.0,J. Embiid,203954.0,1.0,,,,,,,,
37,PT09M46.00S,2021-10-28T23:14:41.4Z,1,REGULAR,violation,defensive goaltending,[],203924,,,1610612755,4,0,2021-10-28T23:14:46Z,370000,,,0,,J. Grant defensive goaltending VIOLATION,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,1199.0,,,,,
38,PT09M34.00S,2021-10-28T23:14:57.7Z,1,REGULAR,turnover,out-of-bounds,[],203924,,,1610612765,4,0,2021-10-28T23:15:03Z,380000,,,0,,J. Grant lost ball out-of-bounds TURNOVER (1 TO),[203924],1610612765.0,DET,lost ball,,,Grant,J. Grant,,,,,1.0,,,,,,,,,,,,,,,1155.0,,,,,
39,PT09M18.00S,2021-10-28T23:15:30.1Z,1,REGULAR,2pt,Layup,['fromturnover'],203552,9.674770039421814,67.8921568627451,1610612755,4,0,2021-10-28T23:15:37Z,390000,-89.0,38.0,1,left,MISS S. Curry 9' driving Layup - blocked,"[203552, 1630191]",1610612755.0,PHI,driving,,,Curry,S. Curry,,,,,,,,9.74,Missed,,,,,,,,,Stewart,1630191.0,,,,,,
40,PT09M18.00S,2021-10-28T23:15:30.1Z,1,REGULAR,block,,[],1630191,,,1610612755,4,0,2021-10-28T23:15:33Z,400000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT09M14.00S,2021-10-28T23:15:34.1Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,4,0,2021-10-28T23:15:37Z,410000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,
42,PT09M14.00S,2021-10-28T23:15:37.0Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612765,4,0,2021-10-28T23:15:44Z,420000,,,0,,T. Maxey shooting personal FOUL (1 PF) (Bey 2 FT),"[1630178, 1630180]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Bey,1630180.0,
44,PT09M14.00S,2021-10-28T23:15:58.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630180,,,1610612765,4,1,2021-10-28T23:16:14Z,440000,,,0,,S. Bey Free Throw 1 of 2 (1 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
45,PT09M14.00S,2021-10-28T23:15:58.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630180,,,1610612765,4,1,2021-10-28T23:16:14Z,450000,,,0,,MISS S. Bey Free Throw 2 of 2,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,Missed,,,,,,,,,,,,,,,,
46,PT09M12.00S,2021-10-28T23:16:00.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,4,1,2021-10-28T23:16:14Z,460000,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,45.0,3.0,3.0,0.0,,,,,,,,,,,,
47,PT08M53.00S,2021-10-28T23:16:32.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,15.850854139290407,56.86274509803921,1610612755,6,1,2021-10-28T23:16:36Z,470000,-34.0,96.0,1,left,J. Embiid 10' pullup Jump Shot (2 PTS) (T. Maxey 2 AST),"[203954, 1630178]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,,,,10.24,Made,,,,,2.0,T. Maxey,1630178.0,2.0,,,,,,,,
49,PT08M35.00S,2021-10-28T23:16:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,94.03745072273325,49.50980392156863,1610612765,6,3,2021-10-28T23:16:55Z,490000,-2.0,4.0,1,right,I. Stewart finger roll Layup (2 PTS) (J. Jackson 1 AST),"[1630191, 1628367]",1610612765.0,DET,finger roll,,,Stewart,I. Stewart,,,,,,,,0.43,Made,,,,,2.0,J. Jackson,1628367.0,1.0,,,,,,,,
51,PT08M19.00S,2021-10-28T23:17:09.0Z,1,REGULAR,foul,personal,[],1630191,,,1610612755,6,3,2021-10-28T23:17:20Z,510000,,,0,,I. Stewart personal FOUL (1 PF),"[1630191, 203954]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Embiid,203954.0,
53,PT08M15.00S,2021-10-28T23:17:35.2Z,1,REGULAR,foul,personal,['2freethrow'],1628367,,,1610612755,6,3,2021-10-28T23:17:42Z,530000,,,0,,J. Jackson shooting personal FOUL (1 PF) (Embiid 2 FT),"[1628367, 203954]",1610612765.0,DET,shooting,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Embiid,203954.0,
55,PT08M15.00S,2021-10-28T23:17:59.9Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,7,3,2021-10-28T23:17:59Z,550000,,,0,,J. Embiid Free Throw 1 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
56,PT08M15.00S,2021-10-28T23:18:18.4Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,8,3,2021-10-28T23:18:18Z,560000,,,0,,J. Embiid Free Throw 2 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
57,PT07M57.00S,2021-10-28T23:18:38.1Z,1,REGULAR,3pt,Jump Shot,[],1628367,70.90998685939553,21.07843137254902,1610612765,8,3,2021-10-28T23:18:42Z,570000,-145.0,221.0,1,right,MISS J. Jackson 26' 3PT,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,26.4,Missed,,,,,,,,,,,,,,,,
58,PT07M54.00S,2021-10-28T23:18:41.1Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,8,3,2021-10-28T23:18:42Z,580000,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,57.0,4.0,4.0,0.0,,,,,,,,,,,,
59,PT07M48.00S,2021-10-28T23:18:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,7.835085413929041,50.98039215686274,1610612755,8,3,2021-10-28T23:18:52Z,590000,-5.0,21.0,1,left,MISS J. Embiid running Layup,[203954],1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,,,,2.17,Missed,,,,,,,,,,,,,,,,
60,PT07M46.00S,2021-10-28T23:18:49.4Z,1,REGULAR,rebound,defensive,[],1628367,,,1610612765,8,3,2021-10-28T23:18:52Z,600000,,,0,,J. Jackson REBOUND (Off:0 Def:2),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,
61,PT07M39.00S,2021-10-28T23:18:56.4Z,1,REGULAR,3pt,Jump Shot,[],1628367,88.38699080157687,95.83333333333334,1610612765,8,3,2021-10-28T23:19:07Z,610000,229.0,57.0,1,right,MISS J. Jackson 3PT,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,23.61,Missed,,,,,,,,,,,,,,,,
62,PT07M39.00S,2021-10-28T23:18:56.4Z,1,REGULAR,rebound,offensive,[],203924,,,1610612765,8,3,2021-10-28T23:19:53Z,620000,,,0,,J. Grant REBOUND (Off:2 Def:0),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,61.0,2.0,0.0,2.0,,,,,,,,,,,,
63,PT07M37.00S,2021-10-28T23:19:06.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203924,94.40999984741211,50.0,1610612765,8,5,2021-10-28T23:20:10Z,630000,0.0,0.0,1,right,J. Grant putback Layup (2 PTS),[203924],1610612765.0,DET,putback,,,Grant,J. Grant,,,,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,
64,PT07M25.00S,2021-10-28T23:19:09.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],202699,11.12023653088042,74.01960784313727,1610612755,10,5,2021-10-28T23:19:17Z,640000,-120.0,52.0,1,left,T. Harris 13' pullup Jump Shot (2 PTS) (T. Maxey 3 AST),"[202699, 1630178]",1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,,,,13.09,Made,,,,,2.0,T. Maxey,1630178.0,3.0,,,,,,,,
66,PT07M13.00S,2021-10-28T23:19:24.4Z,1,REGULAR,turnover,out-of-bounds,[],1628367,,,1610612765,10,5,2021-10-28T23:19:37Z,660000,,,0,,J. Jackson bad pass out-of-bounds TURNOVER (1 TO),[1628367],1610612765.0,DET,bad pass,,,Jackson,J. Jackson,,,,,1.0,,,,,,,,,,,,,,,1199.0,,,,,
67,PT07M00.00S,2021-10-28T23:19:38.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,17.95335085413929,40.19607843137255,1610612755,12,5,2021-10-28T23:19:44Z,670000,49.0,116.0,1,left,T. Harris 12' pullup Jump Shot (4 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,,,,12.62,Made,,,,,4.0,,,,,,,,,,,
68,PT06M43.00S,2021-10-28T23:19:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,83.919185282523,57.35294117647059,1610612765,12,5,2021-10-28T23:19:58Z,680000,37.0,99.0,1,right,MISS K. Hayes 10' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,,,,10.53,Missed,,,,,,,,,,,,,,,,
69,PT06M41.00S,2021-10-28T23:19:56.9Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,12,5,2021-10-28T23:19:56Z,690000,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,68.0,5.0,5.0,0.0,,,,,,,,,,,,
70,PT06M34.00S,2021-10-28T23:20:03.6Z,1,REGULAR,2pt,Jump Shot,[],203552,21.50131406044678,45.34313725490196,1610612755,12,5,2021-10-28T23:20:17Z,700000,23.0,150.0,1,left,MISS S. Curry 15' Jump Shot,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,15.14,Missed,,,,,,,,,,,,,,,,
71,PT06M34.00S,2021-10-28T23:20:03.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,12,5,2021-10-28T23:20:17Z,710000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,
72,PT06M32.00S,2021-10-28T23:20:09.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,12,5,2021-10-28T23:20:09Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M32.00S,2021-10-28T23:20:16.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,12,5,2021-10-28T23:20:16Z,730000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M24.00S,2021-10-28T23:23:26.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201980,30.699737187910642,62.5,1610612755,12,5,2021-10-28T23:23:36Z,740000,-62.0,236.0,1,left,MISS D. Green 24' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,24.42,Missed,,,,,,,,,,,,,,,,
75,PT06M22.00S,2021-10-28T23:23:28.5Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,12,5,2021-10-28T23:23:36Z,750000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,
76,PT06M05.00S,2021-10-28T23:23:46.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,87.20433639947439,97.30392156862744,1610612765,12,5,2021-10-28T23:23:49Z,760000,237.0,68.0,1,right,MISS S. Bey 24' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,24.6,Missed,,,,,,,,,,,,,,,,
77,PT06M03.00S,2021-10-28T23:23:48.0Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,12,5,2021-10-28T23:23:49Z,770000,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,76.0,6.0,6.0,0.0,,,,,,,,,,,,
78,PT05M53.00S,2021-10-28T23:23:58.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,5.075558475689881,51.71568627450981,1610612755,14,5,2021-10-28T23:24:05Z,780000,-9.0,-5.0,1,left,J. Embiid driving DUNK (6 PTS) (T. Maxey 4 AST),"[203954, 1630178]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,,,,0.98,Made,,,,,6.0,T. Maxey,1630178.0,4.0,,,,,,,,
80,PT05M37.00S,2021-10-28T23:24:14.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,93.38042049934296,43.872549019607845,1610612765,14,5,2021-10-28T23:24:20Z,800000,-31.0,10.0,1,right,MISS I. Stewart cutting Layup,[1630191],1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,,,,3.21,Missed,,,,,,,,,,,,,,,,
81,PT05M35.00S,2021-10-28T23:24:16.0Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,14,5,2021-10-28T23:24:20Z,810000,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,80.0,1.0,0.0,1.0,,,,,,,,,,,,
82,PT05M33.00S,2021-10-28T23:24:17.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,93.24901445466492,45.83333333333333,1610612765,14,7,2021-10-28T23:26:59Z,820000,-21.0,11.0,1,right,I. Stewart putback Layup (4 PTS),[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,,,,2.35,Made,,,,,4.0,,,,,,,,,,,
83,PT05M16.00S,2021-10-28T23:24:34.3Z,1,REGULAR,3pt,Jump Shot,[],203954,27.414586070959263,20.098039215686274,1610612755,14,7,2021-10-28T23:24:37Z,830000,150.0,205.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,25.39,Missed,,,,,,,,,,,,,,,,
84,PT05M15.00S,2021-10-28T23:24:35.3Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,14,7,2021-10-28T23:24:37Z,840000,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,
85,PT05M08.00S,2021-10-28T23:24:43.7Z,1,REGULAR,3pt,Jump Shot,[],203924,65.25952693823915,37.00980392156863,1610612765,14,7,2021-10-28T23:24:48Z,850000,-65.0,274.0,1,right,MISS J. Grant 28' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,28.17,Missed,,,,,,,,,,,,,,,,
86,PT05M04.00S,2021-10-28T23:24:47.7Z,1,REGULAR,rebound,defensive,[],203552,,,1610612755,14,7,2021-10-28T23:24:48Z,860000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,
87,PT04M52.00S,2021-10-28T23:24:58.6Z,1,REGULAR,2pt,Jump Shot,[],203954,11.777266754270697,31.61764705882353,1610612755,16,7,2021-10-28T23:25:05Z,870000,92.0,58.0,1,left,J. Embiid 10' fadeaway Jump Shot (8 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,,,,10.88,Made,,,,,8.0,,,,,,,,,,,
88,PT04M46.00S,2021-10-28T23:25:07.3Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612765,16,7,2021-10-28T23:25:14Z,880000,,,0,,J. Embiid shooting personal FOUL (1 PF) (Grant 2 FT),"[203954, 203924]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Grant,203924.0,
