actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-12T01:41:16.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-12T01:41:16Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-12T01:41:19.1Z,1,REGULAR,jumpball,recovered,[],203552,,,1610612755,0,0,2021-12-12T01:41:19Z,40000,,,0,,Jump Ball J. Embiid vs. K. Looney: Tip to S. Curry,"[203552, 203954, 1626172]",1610612755.0,PHI,startperiod,S. Curry,203552.0,Curry,S. Curry,Embiid,203954.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2021-12-12T01:41:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,14.931011826544022,65.44117647058823,1610612755,0,0,2021-12-12T01:41:45Z,70000,-77.0,88.0,1,left,MISS J. Embiid 11' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,11.7,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2021-12-12T01:41:42.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,0,2021-12-12T01:41:45Z,80000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M18.00S,2021-12-12T01:41:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.24901445466492,48.529411764705884,1610612744,0,0,2021-12-12T01:42:04Z,90000,-7.0,11.0,1,right,MISS S. Curry driving reverse Layup,[201939],1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,1.33,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2021-12-12T01:42:01.3Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,0,0,2021-12-12T01:42:20Z,100000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,9.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
11,PT11M13.00S,2021-12-12T01:42:01.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,94.40999984741211,50.0,1610612744,0,2,2021-12-12T01:42:01Z,110000,0.0,0.0,1,right,K. Looney tip Layup (2 PTS),[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
12,PT11M06.00S,2021-12-12T01:42:09.5Z,1,REGULAR,2pt,Jump Shot,[],203552,25.18068331143233,45.34313725490196,1610612755,2,2,2021-12-12T01:42:13Z,120000,23.0,184.0,1,left,S. Curry 18' pullup Jump Shot (2 PTS) (J. Embiid 1 AST),"[203552, 203954]",1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,18.57,Made,,,,,2.0,J. Embiid,203954.0,1.0,,,,,,,,,,,
14,PT10M55.00S,2021-12-12T01:42:20.9Z,1,REGULAR,turnover,bad pass,[],1626172,,,1610612744,2,2,2021-12-12T01:42:24Z,140000,,,0,,K. Looney bad pass TURNOVER (1 TO),"[1626172, 203552]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,1.0,Curry,203552.0,,,,,,,,
15,PT10M55.00S,2021-12-12T01:42:20.9Z,1,REGULAR,steal,,[],203552,,,1610612755,2,2,2021-12-12T01:42:22Z,150000,,,0,,S. Curry STEAL (1 STL),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
16,PT10M48.00S,2021-12-12T01:42:27.9Z,1,REGULAR,turnover,bad pass,[],203552,,,1610612755,2,2,2021-12-12T01:42:34Z,160000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[203552, 203110]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,1.0,Green,203110.0,,,,,,,,
17,PT10M48.00S,2021-12-12T01:42:27.9Z,1,REGULAR,steal,,[],203110,,,1610612744,2,2,2021-12-12T01:42:29Z,170000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M45.00S,2021-12-12T01:42:32.8Z,1,REGULAR,foul,personal,['2freethrow'],202699,,,1610612744,2,2,2021-12-12T01:42:38Z,180000,,,0,,T. Harris shooting personal FOUL (1 PF) (Green 2 FT),"[202699, 203110]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Green,203110.0,,,
20,PT10M45.00S,2021-12-12T01:42:55.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203110,,,1610612744,2,3,2021-12-12T01:42:55Z,200000,,,0,,D. Green Free Throw 1 of 2 (1 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
