actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-11-03T23:10:54.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-03T23:10:54Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-11-03T23:10:57.3Z,1,REGULAR,jumpball,recovered,[],1629680,,,1610612755,0,0,2021-11-03T23:10:57Z,40000,,,0,,Jump Ball J. Embiid vs. N. Vucevic: Tip to M. Thybulle,"[1629680, 203954, 202696]",1610612755.0,PHI,startperiod,M. Thybulle,1629680.0,Thybulle,M. Thybulle,Embiid,203954.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2021-11-03T23:11:12.0Z,1,REGULAR,3pt,Jump Shot,[],203552,23.04533508541394,8.82352941176471,1610612755,0,0,2021-11-03T23:11:17Z,70000,206.0,164.0,1,left,MISS S. Curry 26' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2021-11-03T23:11:16.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2021-11-03T23:11:17Z,80000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M27.00S,2021-11-03T23:11:25.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201942,94.92444152431011,47.79411764705882,1610612741,0,2,2021-11-03T23:11:31Z,90000,-11.0,-5.0,1,right,D. DeRozan driving reverse DUNK (2 PTS),[201942],1610612741.0,CHI,driving reverse,,,DeRozan,D. DeRozan,,,,,1.2,Made,,,,,2.0,,,,,,,,,,,,,,
10,PT11M14.00S,2021-11-03T23:11:38.5Z,1,REGULAR,3pt,Jump Shot,[],1627788,35.00328515111694,73.77450980392157,1610612755,3,2,2021-11-03T23:11:43Z,100000,-119.0,277.0,1,left,F. Korkmaz 30' 3PT  (3 PTS) (S. Curry 1 AST),"[1627788, 203552]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,30.1,Made,,,,,3.0,S. Curry,203552.0,1.0,,,,,,,,,,,
12,PT10M47.00S,2021-11-03T23:12:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,93.87319316688567,52.205882352941174,1610612741,3,2,2021-11-03T23:12:13Z,120000,11.0,5.0,1,right,MISS J. Green driving finger roll Layup,[1629750],1610612741.0,CHI,driving finger roll,,,Green,J. Green,,,,,1.21,Missed,,,,,,,,,,,,,,,,,,,
13,PT10M46.00S,2021-11-03T23:12:07.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,3,2,2021-11-03T23:12:13Z,130000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,
14,PT10M46.00S,2021-11-03T23:12:14.4Z,1,REGULAR,foul,personal,[],1629750,,,1610612755,3,2,2021-11-03T23:12:24Z,140000,,,0,,J. Green loose ball personal FOUL (1 PF),"[1629750, 203954]",1610612741.0,CHI,loose ball,,,Green,J. Green,,,,,,,,,,,,,,,101283.0,1.0,0.0,Embiid,203954.0,,,,,,
16,PT10M32.00S,2021-11-03T23:12:42.6Z,1,REGULAR,2pt,Jump Shot,[],203552,23.570959264126145,37.745098039215684,1610612755,5,2,2021-11-03T23:12:48Z,160000,61.0,169.0,1,left,S. Curry 17' pullup Jump Shot (2 PTS) (J. Embiid 1 AST),"[203552, 203954]",1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,17.99,Made,,,,,2.0,J. Embiid,203954.0,1.0,,,,,,,,,,,
18,PT10M14.00S,2021-11-03T23:13:00.0Z,1,REGULAR,turnover,lost ball,[],203897,,,1610612741,5,2,2021-11-03T23:13:04Z,180000,,,0,,Z. LaVine lost ball TURNOVER (1 TO),"[203897, 203552]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,1.0,Curry,203552.0,,,
19,PT10M14.00S,2021-11-03T23:13:00.0Z,1,REGULAR,steal,,[],203552,,,1610612755,5,2,2021-11-03T23:13:02Z,190000,,,0,,S. Curry STEAL (1 STL),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M06.00S,2021-11-03T23:13:10.8Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,5,2,2021-11-03T23:13:23Z,200000,,,0,,J. Embiid lost ball TURNOVER (1 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,1.0,,,,,
