actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-11-09T00:10:55.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-09T00:10:55Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-11-09T00:10:58.0Z,1,REGULAR,jumpball,recovered,[],203552,,,1610612755,0,0,2021-11-09T00:10:58Z,40000,,,0,,Jump Ball A. Drummond vs. N. Noel: Tip to S. Curry,"[203552, 203083, 203457]",1610612755.0,PHI,startperiod,S. Curry,203552.0,Curry,S. Curry,Drummond,203083.0,Noel,203457.0,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2021-11-09T00:11:14.7Z,1,REGULAR,3pt,Jump Shot,[],201980,7.703679369250986,5.637254901960785,1610612755,0,0,2021-11-09T00:11:19Z,70000,222.0,20.0,1,left,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,22.27,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2021-11-09T00:11:16.7Z,1,REGULAR,rebound,offensive,[],203552,,,1610612755,0,0,2021-11-09T00:11:19Z,80000,,,0,,S. Curry REBOUND (Off:1 Def:0),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M36.00S,2021-11-09T00:11:19.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203552,18.873193166885677,65.68627450980392,1610612755,2,0,2021-11-09T00:11:23Z,90000,-78.0,125.0,1,left,S. Curry 14' pullup Jump Shot (2 PTS),[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,14.75,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M14.00S,2021-11-09T00:11:40.3Z,1,REGULAR,3pt,Jump Shot,[],203944,87.46714848883047,95.58823529411765,1610612752,2,3,2021-11-09T00:11:44Z,100000,228.0,65.0,1,right,J. Randle 3PT  (3 PTS) (E. Fournier 1 AST),"[203944, 203095]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,23.71,Made,,,,,3.0,E. Fournier,203095.0,1.0,,,,,,,,,,
12,PT10M49.00S,2021-11-09T00:12:06.5Z,1,REGULAR,2pt,Jump Shot,[],1630178,12.434296977660972,76.9607843137255,1610612755,2,3,2021-11-09T00:12:11Z,120000,-135.0,64.0,1,left,MISS T. Maxey 14' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,14.94,Missed,,,,,,,,,,,,,,,,,,
13,PT10M46.00S,2021-11-09T00:12:09.5Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,2,3,2021-11-09T00:12:11Z,130000,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,,,,,
14,PT10M46.00S,2021-11-09T00:12:11.9Z,1,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612755,2,3,2021-11-09T00:12:27Z,140000,,,0,,R. Barrett shooting personal FOUL (1 PF) (Drummond 2 FT),"[1629628, 203083]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,,,,,,,,,,,1198.0,1.0,0.0,Drummond,203083.0,,,,,
16,PT10M46.00S,2021-11-09T00:12:43.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203083,,,1610612755,2,3,2021-11-09T00:12:43Z,160000,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,
17,PT10M46.00S,2021-11-09T00:12:43.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,2,3,2021-11-09T00:12:43Z,170000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,
18,PT10M46.00S,2021-11-09T00:13:00.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203083,,,1610612755,3,3,2021-11-09T00:13:00Z,180000,,,0,,A. Drummond Free Throw 2 of 2 (1 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
19,PT10M30.00S,2021-11-09T00:13:18.2Z,1,REGULAR,2pt,Jump Shot,[],203095,90.09526938239159,18.38235294117647,1610612752,3,5,2021-11-09T00:13:21Z,190000,-158.0,41.0,1,right,E. Fournier 16' pullup Jump Shot (2 PTS) (K. Walker 1 AST),"[203095, 202689]",1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,16.32,Made,,,,,2.0,K. Walker,202689.0,1.0,,,,,,,,,,
21,PT10M16.00S,2021-11-09T00:13:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,5.732588699080158,46.568627450980394,1610612755,3,5,2021-11-09T00:13:36Z,210000,17.0,1.0,1,left,MISS A. Drummond driving finger roll Layup,[203083],1610612755.0,PHI,driving finger roll,,,Drummond,A. Drummond,,,,,1.73,Missed,,,,,,,,,,,,,,,,,,
22,PT10M13.00S,2021-11-09T00:13:35.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,3,5,2021-11-09T00:13:36Z,220000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M07.00S,2021-11-09T00:13:41.4Z,1,REGULAR,2pt,Jump Shot,[],203944,81.15965834428384,28.921568627450984,1610612752,3,5,2021-11-09T00:13:45Z,230000,-105.0,125.0,1,right,MISS J. Randle 16' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,16.32,Missed,,,,,,,,,,,,,,,,,,
24,PT10M03.00S,2021-11-09T00:13:45.4Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,3,5,2021-11-09T00:13:45Z,240000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M53.00S,2021-11-09T00:13:55.7Z,1,REGULAR,turnover,bad pass,[],201980,,,1610612755,3,5,2021-11-09T00:13:59Z,250000,,,0,,D. Green bad pass TURNOVER (1 TO),"[201980, 203095]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,1.0,Fournier,203095.0,,
26,PT09M53.00S,2021-11-09T00:13:55.7Z,1,REGULAR,steal,,[],203095,,,1610612752,3,5,2021-11-09T00:13:58Z,260000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M46.00S,2021-11-09T00:14:02.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202689,67.09921156373193,57.59803921568627,1610612752,3,5,2021-11-09T00:14:08Z,270000,38.0,257.0,1,right,MISS K. Walker 25' pullup 3PT,[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,
28,PT09M40.00S,2021-11-09T00:14:08.5Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,3,5,2021-11-09T00:14:08Z,280000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M38.00S,2021-11-09T00:14:09.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203552,33.196452036793694,39.21568627450981,1610612755,6,5,2021-11-09T00:14:14Z,290000,54.0,260.0,1,left,S. Curry 26' 3PT  (5 PTS) (T. Maxey 1 AST),"[203552, 1630178]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,26.5,Made,,,,,5.0,T. Maxey,1630178.0,1.0,,,,,,,,,,
31,PT09M17.00S,2021-11-09T00:14:30.3Z,1,REGULAR,2pt,Jump Shot,[],203457,94.30026281208936,23.03921568627451,1610612752,6,5,2021-11-09T00:14:34Z,310000,-135.0,1.0,1,right,MISS N. Noel 13' Jump Shot,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,13.48,Missed,,,,,,,,,,,,,,,,,,
32,PT09M14.00S,2021-11-09T00:14:33.3Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,6,5,2021-11-09T00:14:34Z,320000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT09M05.00S,2021-11-09T00:14:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,12.697109067017081,43.13725490196079,1610612755,8,5,2021-11-09T00:14:47Z,330000,34.0,67.0,1,left,S. Curry 7' driving floating Jump Shot (7 PTS),[203552],1610612755.0,PHI,driving floating,,,Curry,S. Curry,,,,,7.52,Made,,,,,7.0,,,,,,,,,,,,,
34,PT08M47.00S,2021-11-09T00:15:13.4Z,1,REGULAR,3pt,Jump Shot,[],203095,65.91655716162943,38.48039215686275,1610612752,8,5,2021-11-09T00:15:21Z,340000,-58.0,268.0,1,right,MISS E. Fournier 27' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,27.4,Missed,,,,,,,,,,,,,,,,,,
35,PT08M39.00S,2021-11-09T00:15:21.4Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612752,8,5,2021-11-09T00:15:21Z,350000,,,0,,R. Barrett REBOUND (Off:1 Def:0),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,,
36,PT08M39.00S,2021-11-09T00:15:20.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629628,94.40999984741211,50.0,1610612752,8,7,2021-11-09T00:17:22Z,360000,0.0,0.0,1,right,R. Barrett putback Layup (2 PTS),[1629628],1610612752.0,NYK,putback,,,Barrett,R. Barrett,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
37,PT08M26.00S,2021-11-09T00:15:35.5Z,1,REGULAR,turnover,out-of-bounds,[],203552,,,1610612755,8,7,2021-11-09T00:15:42Z,370000,,,0,,S. Curry bad pass out-of-bounds TURNOVER (1 TO),[203552],1610612755.0,PHI,bad pass,,,Curry,S. Curry,,,,,,,,,,,,,,,1198.0,,,,,1.0,,,,
38,PT08M05.00S,2021-11-09T00:16:08.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,83.65637319316689,34.55882352941176,1610612752,8,9,2021-11-09T00:16:13Z,380000,-77.0,101.0,1,right,J. Randle 12' step back Jump Shot (5 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,12.72,Made,,,,,5.0,,,,,,,,,,,,,
39,PT07M51.00S,2021-11-09T00:16:22.7Z,1,REGULAR,3pt,Jump Shot,[],1630178,24.26084099868594,86.27450980392157,1610612755,11,9,2021-11-09T00:16:27Z,390000,-181.0,176.0,1,left,T. Maxey 25' 3PT  (3 PTS) (F. Korkmaz 1 AST),"[1630178, 1627788]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,25.25,Made,,,,,3.0,F. Korkmaz,1627788.0,1.0,,,,,,,,,,
41,PT07M32.00S,2021-11-09T00:16:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203457,92.9862023653088,48.77450980392157,1610612752,11,11,2021-11-09T00:16:45Z,410000,-6.0,13.0,1,right,N. Noel alley-oop Layup (2 PTS) (R. Barrett 1 AST),"[203457, 1629628]",1610612752.0,NYK,alley-oop,,,Noel,N. Noel,,,,,1.47,Made,,,,,2.0,R. Barrett,1629628.0,1.0,,,,,,,,,,
43,PT07M09.00S,2021-11-09T00:17:04.9Z,1,REGULAR,3pt,Jump Shot,[],1627788,28.86005256241787,75.98039215686273,1610612755,14,11,2021-11-09T00:19:50Z,430000,-130.0,219.0,1,left,F. Korkmaz 25' 3PT pullup (3 PTS),[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,25.45,Made,,,,,3.0,,,,,,,,,,,,,
