actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
178,PT11M23.00S,2021-11-30T00:37:14.0Z,2,REGULAR,steal,,[],1629003,,,1610612755,31,19,2021-11-30T00:37:16Z,1780000,,,0,,S. Milton STEAL (1 STL),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M21.00S,2021-11-30T00:37:24.2Z,2,REGULAR,foul,personal,[],203082,,,1610612755,31,19,2021-11-30T00:37:33Z,1790000,,,0,,T. Ross personal FOUL (1 PF),"[203082, 203083]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Drummond,203083.0,,,
181,PT11M13.00S,2021-11-30T00:37:44.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,25.936268068331145,15.441176470588232,1610612755,31,19,2021-11-30T00:37:47Z,1810000,173.0,191.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,
182,PT11M09.00S,2021-11-30T00:37:48.0Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,31,19,2021-11-30T00:37:47Z,1820000,,,0,,R. Hampton REBOUND (Off:0 Def:3),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,181.0,3.0,3.0,0.0,,,,,,,,,,,,,,
183,PT11M02.00S,2021-11-30T00:37:53.6Z,2,REGULAR,3pt,Jump Shot,[],1628964,73.63666228646518,82.1078431372549,1610612753,31,19,2021-11-30T00:37:57Z,1830000,161.0,195.0,1,right,MISS M. Bamba 25' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,
184,PT11M00.00S,2021-11-30T00:37:55.6Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,31,19,2021-11-30T00:37:57Z,1840000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,,
185,PT10M50.00S,2021-11-30T00:38:06.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,12.270039421813408,55.63725490196079,1610612755,33,19,2021-11-30T00:38:09Z,1850000,-28.0,63.0,1,left,G. Niang 6' Hook (2 PTS) (S. Milton 2 AST),"[1627777, 1629003]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,6.88,Made,,,,,,,2.0,S. Milton,1629003.0,2.0,,,,,,,,
187,PT10M35.00S,2021-11-30T00:38:21.7Z,2,REGULAR,turnover,bad pass,[],1630532,,,1610612753,33,19,2021-11-30T00:38:25Z,1870000,,,0,,F. Wagner bad pass TURNOVER (2 TO),"[1630532, 1627788]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,2.0,Korkmaz,1627788.0
188,PT10M35.00S,2021-11-30T00:38:21.7Z,2,REGULAR,steal,,[],1627788,,,1610612755,33,19,2021-11-30T00:38:23Z,1880000,,,0,,F. Korkmaz STEAL (1 STL),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M30.00S,2021-11-30T00:38:27.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627788,28.301576872536145,18.137254901960787,1610612755,33,19,2021-11-30T00:38:32Z,1890000,159.0,214.0,1,left,MISS F. Korkmaz 26' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,
190,PT10M26.00S,2021-11-30T00:38:31.2Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,33,19,2021-11-30T00:38:32Z,1900000,,,0,,M. Bamba REBOUND (Off:2 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,189.0,5.0,3.0,2.0,,,,,,,,,,,,,,
191,PT10M17.00S,2021-11-30T00:38:46.6Z,2,REGULAR,turnover,palming,[],1630181,,,1610612753,33,19,2021-11-30T00:38:54Z,1910000,,,0,,R. Hampton palming TURNOVER (2 TO),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,200832.0,,,,,2.0,,
192,PT09M58.00S,2021-11-30T00:39:12.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629003,31.32391590013141,76.47058823529412,1610612755,33,19,2021-11-30T00:39:16Z,1920000,-132.0,242.0,1,left,MISS S. Milton 27' pullup 3PT,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,27.58,Missed,,,,,,,,,,,,,,,,,,
193,PT09M55.00S,2021-11-30T00:39:15.5Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,33,19,2021-11-30T00:39:16Z,1930000,,,0,,M. Bamba REBOUND (Off:2 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,192.0,6.0,4.0,2.0,,,,,,,,,,,,,,
194,PT09M40.00S,2021-11-30T00:39:30.0Z,2,REGULAR,3pt,Jump Shot,[],203082,76.13337713534823,9.558823529411768,1610612753,33,19,2021-11-30T00:39:34Z,1940000,-202.0,172.0,1,right,MISS T. Ross 26' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,
195,PT09M38.00S,2021-11-30T00:39:32.0Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,33,19,2021-11-30T00:39:34Z,1950000,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,194.0,2.0,2.0,0.0,,,,,,,,,,,,,,
196,PT09M29.00S,2021-11-30T00:39:44.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,7.013797634691201,47.30392156862745,1610612755,35,19,2021-11-30T00:39:56Z,1960000,13.0,13.0,1,left,F. Korkmaz driving Layup (2 PTS),[1627788],1610612755.0,PHI,driving,,,Korkmaz,F. Korkmaz,,,,,1.9,Made,,,,,,,2.0,,,,,,,,,,,
197,PT09M08.00S,2021-11-30T00:40:02.7Z,2,REGULAR,3pt,Jump Shot,[],1630181,74.81931668856767,12.009803921568633,1610612753,35,22,2021-11-30T00:40:07Z,1970000,-190.0,184.0,1,right,R. Hampton 26' 3PT  (5 PTS) (T. Ross 1 AST),"[1630181, 203082]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,26.46,Made,,,,,,,5.0,T. Ross,203082.0,1.0,,,,,,,,
199,PT08M47.00S,2021-11-30T00:40:23.0Z,2,REGULAR,3pt,Jump Shot,[],1629680,7.933639947437584,4.901960784313729,1610612755,38,22,2021-11-30T00:40:27Z,1990000,225.0,22.0,1,left,M. Thybulle 3PT  (5 PTS) (G. Niang 1 AST),"[1629680, 1627777]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,22.66,Made,,,,,,,5.0,G. Niang,1627777.0,1.0,,,,,,,,
201,PT08M27.00S,2021-11-30T00:40:43.2Z,2,REGULAR,3pt,Jump Shot,[],203082,67.06636005256242,36.029411764705884,1610612753,38,22,2021-11-30T00:40:47Z,2010000,-70.0,257.0,1,right,MISS T. Ross 26' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,
202,PT08M24.00S,2021-11-30T00:40:46.2Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,38,22,2021-11-30T00:40:47Z,2020000,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,201.0,3.0,3.0,0.0,,,,,,,,,,,,,,
203,PT08M19.00S,2021-11-30T00:40:51.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627777,7.670827858081481,3.67647058823529,1610612755,38,22,2021-11-30T00:40:56Z,2030000,232.0,20.0,1,left,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,23.24,Missed,,,,,,,,,,,,,,,,,,
204,PT08M16.00S,2021-11-30T00:40:54.0Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,38,22,2021-11-30T00:40:56Z,2040000,,,0,,M. Bamba REBOUND (Off:2 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,203.0,7.0,5.0,2.0,,,,,,,,,,,,,,
205,PT08M08.00S,2021-11-30T00:41:02.8Z,2,REGULAR,3pt,Jump Shot,[],1628964,68.64323258869908,37.254901960784316,1610612753,38,25,2021-11-30T00:41:06Z,2050000,-64.0,242.0,1,right,M. Bamba 25' 3PT  (3 PTS) (R. Hampton 1 AST),"[1628964, 1630181]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.05,Made,,,,,,,3.0,R. Hampton,1630181.0,1.0,,,,,,,,
207,PT07M52.00S,2021-11-30T00:41:18.5Z,2,REGULAR,3pt,Jump Shot,[],1627777,27.90735873850197,18.627450980392155,1610612755,41,25,2021-11-30T00:41:22Z,2070000,157.0,210.0,1,left,G. Niang 26' 3PT  (5 PTS) (S. Milton 3 AST),"[1627777, 1629003]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,26.2,Made,,,,,,,5.0,S. Milton,1629003.0,3.0,,,,,,,,
209,PT07M26.00S,2021-11-30T00:41:44.6Z,2,REGULAR,2pt,Jump Shot,[],1629643,96.89553219448095,16.911764705882348,1610612753,41,25,2021-11-30T00:41:48Z,2090000,-165.0,-23.0,1,right,MISS C. Okeke 16' pullup Shot,[1629643],1610612753.0,ORL,pullup,,,Okeke,C. Okeke,,,,,16.7,Missed,,,,,,,,,,,,,,,,,,
210,PT07M23.00S,2021-11-30T00:41:47.6Z,2,REGULAR,rebound,defensive,[],1627788,,,1610612755,41,25,2021-11-30T00:41:48Z,2100000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,209.0,1.0,1.0,0.0,,,,,,,,,,,,,,
211,PT07M17.00S,2021-11-30T00:41:53.2Z,2,REGULAR,3pt,Jump Shot,[],1627788,32.90078843626807,69.11764705882354,1610612755,41,25,2021-11-30T00:41:57Z,2110000,-96.0,257.0,1,left,MISS F. Korkmaz 27' pullup 3PT,[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,27.4,Missed,,,,,,,,,,,,,,,,,,
212,PT07M14.00S,2021-11-30T00:41:56.2Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,41,25,2021-11-30T00:41:57Z,2120000,,,0,,M. Bamba REBOUND (Off:2 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,211.0,8.0,6.0,2.0,,,,,,,,,,,,,,
213,PT07M12.00S,2021-11-30T00:42:03.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,41,25,2021-11-30T00:42:03Z,2130000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M12.00S,2021-11-30T00:44:36.9Z,2,REGULAR,substitution,out,[],1627788,,,1610612753,41,25,2021-11-30T00:44:50Z,2140000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M12.00S,2021-11-30T00:44:36.9Z,2,REGULAR,substitution,out,[],1628964,,,1610612753,41,25,2021-11-30T00:44:50Z,2150000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M12.00S,2021-11-30T00:44:36.9Z,2,REGULAR,substitution,out,[],1630181,,,1610612753,41,25,2021-11-30T00:44:50Z,2160000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M12.00S,2021-11-30T00:44:36.9Z,2,REGULAR,substitution,out,[],203082,,,1610612753,41,25,2021-11-30T00:44:50Z,2170000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M12.00S,2021-11-30T00:44:36.9Z,2,REGULAR,substitution,in,[],202699,,,1610612753,41,25,2021-11-30T00:44:50Z,2180000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M12.00S,2021-11-30T00:44:36.9Z,2,REGULAR,substitution,in,[],203914,,,1610612753,41,25,2021-11-30T00:44:50Z,2190000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M12.00S,2021-11-30T00:44:36.9Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,41,25,2021-11-30T00:44:50Z,2200000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M12.00S,2021-11-30T00:44:36.9Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,41,25,2021-11-30T00:44:50Z,2210000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M04.00S,2021-11-30T00:45:08.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.95335085413929,53.18627450980392,1610612753,41,25,2021-11-30T00:45:13Z,2220000,16.0,14.0,1,right,MISS F. Wagner driving Layup - blocked,"[1630532, 203083]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,2.1,Missed,,,,,Drummond,203083.0,,,,,,,,,,,,
223,PT07M04.00S,2021-11-30T00:45:08.6Z,2,REGULAR,block,,[],203083,,,1610612753,41,25,2021-11-30T00:45:11Z,2230000,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M04.00S,2021-11-30T00:45:08.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,41,25,2021-11-30T00:45:13Z,2240000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,
225,PT07M04.00S,2021-11-30T00:45:15.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,41,25,2021-11-30T00:45:15Z,2250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M51.00S,2021-11-30T00:45:34.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203914,81.25821287779237,92.40196078431373,1610612753,41,25,2021-11-30T00:45:41Z,2260000,212.0,124.0,1,right,MISS G. Harris 24' pullup 3PT,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,24.54,Missed,,,,,,,,,,,,,,,,,,
228,PT06M47.00S,2021-11-30T00:45:38.0Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,41,25,2021-11-30T00:45:41Z,2280000,,,0,,A. Drummond REBOUND (Off:0 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,226.0,4.0,4.0,0.0,,,,,,,,,,,,,,
229,PT06M30.00S,2021-11-30T00:45:54.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.058475689881732,53.431372549019606,1610612755,41,25,2021-11-30T00:46:00Z,2290000,-17.0,70.0,1,left,MISS T. Harris 7' Jump Shot,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,7.23,Missed,,,,,,,,,,,,,,,,,,
230,PT06M28.00S,2021-11-30T00:45:57.0Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,41,25,2021-11-30T00:45:57Z,2300000,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,229.0,5.0,4.0,1.0,,,,,,,,,,,,,,
231,PT06M24.00S,2021-11-30T00:46:00.9Z,2,REGULAR,turnover,bad pass,[],1629680,,,1610612755,41,25,2021-11-30T00:46:05Z,2310000,,,0,,M. Thybulle bad pass TURNOVER (2 TO),"[1629680, 1629643]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,2.0,Okeke,1629643.0
232,PT06M24.00S,2021-11-30T00:46:00.9Z,2,REGULAR,steal,,[],1629643,,,1610612753,41,25,2021-11-30T00:46:03Z,2320000,,,0,,C. Okeke STEAL (2 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M20.00S,2021-11-30T00:46:05.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630591,93.61038107752957,48.774509803921575,1610612753,41,27,2021-11-30T00:46:09Z,2330000,-6.0,8.0,1,right,J. Suggs Layup (7 PTS) (F. Wagner 2 AST),"[1630591, 1630532]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,0.97,Made,,,,,,,7.0,F. Wagner,1630532.0,2.0,,,,,,,,
235,PT06M02.00S,2021-11-30T00:46:24.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,16.080814717476997,56.86274509803921,1610612755,43,27,2021-11-30T00:46:28Z,2350000,-34.0,99.0,1,left,S. Milton 10' driving floating Jump Shot (2 PTS),[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,10.45,Made,,,,,,,2.0,,,,,,,,,,,
236,PT05M48.00S,2021-11-30T00:46:36.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,93.34756898817345,55.88235294117647,1610612753,43,29,2021-11-30T00:46:42Z,2360000,29.0,10.0,1,right,F. Wagner driving bank Hook (4 PTS) (J. Suggs 3 AST),"[1630532, 1630591]",1610612753.0,ORL,driving bank,,,Wagner,F. Wagner,,,,,3.11,Made,,,,,,,4.0,J. Suggs,1630591.0,3.0,,,,,,,,
238,PT05M32.00S,2021-11-30T00:46:53.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,7.670827858081481,54.411764705882355,1610612755,43,29,2021-11-30T00:46:57Z,2380000,-22.0,20.0,1,left,MISS S. Milton driving finger roll Layup,[1629003],1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,2.95,Missed,,,,,,,,,,,,,,,,,,
239,PT05M30.00S,2021-11-30T00:46:55.0Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,43,29,2021-11-30T00:46:57Z,2390000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,238.0,4.0,4.0,0.0,,,,,,,,,,,,,,
240,PT05M25.00S,2021-11-30T00:46:59.5Z,2,REGULAR,3pt,Jump Shot,[],203914,88.87976346911958,95.83333333333333,1610612753,43,32,2021-11-30T00:47:04Z,2400000,229.0,52.0,1,right,G. Harris 3PT  (8 PTS) (C. Okeke 1 AST),"[203914, 1629643]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,23.5,Made,,,,,,,8.0,C. Okeke,1629643.0,1.0,,,,,,,,
242,PT05M25.00S,2021-11-30T00:47:12.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,43,32,2021-11-30T00:47:12Z,2420000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M25.00S,2021-11-30T00:47:15.5Z,2,REGULAR,substitution,out,[],203083,,,1610612755,43,32,2021-11-30T00:49:51Z,2430000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M25.00S,2021-11-30T00:47:15.5Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,43,32,2021-11-30T00:49:51Z,2440000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M25.00S,2021-11-30T00:47:15.5Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,43,32,2021-11-30T00:49:51Z,2450000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M25.00S,2021-11-30T00:47:15.5Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,43,32,2021-11-30T00:49:51Z,2460000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M25.00S,2021-11-30T00:47:15.5Z,2,REGULAR,substitution,in,[],203954,,,1610612755,43,32,2021-11-30T00:49:51Z,2470000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M25.00S,2021-11-30T00:47:15.5Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,43,32,2021-11-30T00:49:51Z,2480000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M25.00S,2021-11-30T00:47:15.5Z,2,REGULAR,substitution,in,[],203552,,,1610612755,43,32,2021-11-30T00:49:51Z,2490000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M25.00S,2021-11-30T00:47:15.5Z,2,REGULAR,substitution,in,[],201980,,,1610612755,43,32,2021-11-30T00:49:51Z,2500000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M13.00S,2021-11-30T00:50:17.3Z,2,REGULAR,foul,personal,[],1628976,,,1610612755,43,32,2021-11-30T00:50:22Z,2510000,,,0,,W. Carter Jr. personal FOUL (2 PF),"[1628976, 203954]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,2005.0,2.0,0.0,Embiid,203954.0,,,
253,PT04M59.00S,2021-11-30T00:50:48.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,12.401445466491452,48.28431372549019,1610612755,45,32,2021-11-30T00:50:52Z,2530000,9.0,64.0,1,left,T. Harris 6' pullup Jump Shot (9 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,6.47,Made,,,,,,,9.0,,,,,,,,,,,
254,PT04M44.00S,2021-11-30T00:51:02.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,86.25164257555848,52.69607843137255,1610612753,45,32,2021-11-30T00:51:07Z,2540000,13.0,77.0,1,right,MISS J. Suggs 7' driving floating bank Shot,[1630591],1610612753.0,ORL,driving floating bank,,,Suggs,J. Suggs,,,,,7.79,Missed,,,,,,,,,,,,,,,,,,
255,PT04M42.00S,2021-11-30T00:51:04.5Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,45,32,2021-11-30T00:51:07Z,2550000,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,254.0,5.0,5.0,0.0,,,,,,,,,,,,,,
256,PT04M24.00S,2021-11-30T00:51:22.8Z,2,REGULAR,3pt,Jump Shot,[],203552,18.577529566360056,4.901960784313729,1610612755,48,32,2021-11-30T00:51:27Z,2560000,225.0,122.0,1,left,S. Curry 25' 3PT  (12 PTS) (T. Maxey 6 AST),"[203552, 1630178]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,25.64,Made,,,,,,,12.0,T. Maxey,1630178.0,6.0,,,,,,,,
258,PT04M09.00S,2021-11-30T00:51:42.4Z,2,REGULAR,foul,personal,[],201980,,,1610612753,48,32,2021-11-30T00:51:46Z,2580000,,,0,,D. Green personal FOUL (1 PF),"[201980, 1630532]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Wagner,1630532.0,,,
260,PT04M00.00S,2021-11-30T00:52:05.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,94.66162943495401,51.71568627450981,1610612753,48,34,2021-11-30T00:52:09Z,2600000,9.0,-2.0,1,right,F. Wagner driving finger roll Layup (6 PTS) (W. Carter Jr. 1 AST),"[1630532, 1628976]",1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,0.89,Made,,,,,,,6.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,
262,PT03M47.00S,2021-11-30T00:52:17.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,13.452693823915894,57.84313725490196,1610612755,48,34,2021-11-30T00:53:48Z,2620000,-39.0,74.0,1,left,MISS T. Maxey 8' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,8.37,Missed,,,,,,,,,,,,,,,,,,
263,PT03M45.00S,2021-11-30T00:52:19.3Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,48,34,2021-11-30T00:52:22Z,2630000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,262.0,2.0,2.0,0.0,,,,,,,,,,,,,,
264,PT03M35.00S,2021-11-30T00:52:29.8Z,2,REGULAR,3pt,Jump Shot,[],1629643,81.91524310118265,94.11764705882354,1610612753,48,37,2021-11-30T00:52:34Z,2640000,221.0,117.0,1,right,C. Okeke 24' 3PT  (3 PTS) (J. Suggs 4 AST),"[1629643, 1630591]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,24.99,Made,,,,,,,3.0,J. Suggs,1630591.0,4.0,,,,,,,,
266,PT03M10.00S,2021-11-30T00:52:55.2Z,2,REGULAR,3pt,Jump Shot,[],1630178,25.804862023653087,90.19607843137254,1610612755,48,37,2021-11-30T00:53:00Z,2660000,-201.0,190.0,1,left,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,27.67,Missed,,,,,,,,,,,,,,,,,,
267,PT03M07.00S,2021-11-30T00:52:58.2Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,48,37,2021-11-30T00:53:00Z,2670000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,266.0,2.0,2.0,0.0,,,,,,,,,,,,,,
