actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
117,PT08M48.00S,2022-02-03T00:14:56.4Z,1,REGULAR,steal,,[],1628398,,,1610612764,7,8,2022-02-03T00:30:15Z,350000,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M41.00S,2022-02-03T00:15:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,94.56307490144546,52.94117647058824,1610612764,7,8,2022-02-03T00:30:15Z,360000,15.0,-1.0,1,right,MISS D. Gafford alley-oop Layup,[1629655],1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,1.48,Missed,,,,,,,,,,,,,,,,,,
37,PT08M39.00S,2022-02-03T00:15:06.8Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,7,8,2022-02-03T00:15:16Z,370000,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,36.0,1.0,0.0,1.0,,,,,
38,PT08M39.00S,2022-02-03T00:15:13.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1629655,93.64323258869908,52.450980392156865,1610612764,7,10,2022-02-03T00:30:15Z,380000,12.0,7.0,1,right,D. Gafford putback Layup (2 PTS),[1629655],1610612764.0,WAS,putback,,,Gafford,D. Gafford,,,,,1.43,Made,2.0,,,,,,,,,,,,,,,,,
39,PT08M39.00S,2022-02-03T00:15:17.3Z,1,REGULAR,foul,personal,['1freethrow'],201980,,,1610612764,7,10,2022-02-03T00:15:25Z,390000,,,0,,D. Green shooting personal FOUL (1 PF) (Gafford 1 FT),"[201980, 1629655]",1610612755.0,PHI,shooting,,,Green,D. Green,,,,,,,,,,,1627524.0,1.0,0.0,Gafford,1629655.0,,,,,,,,,
41,PT08M39.00S,2022-02-03T00:15:46.3Z,1,REGULAR,freethrow,1 of 1,"['2ndchance', 'fromturnover']",1629655,,,1610612764,7,11,2022-02-03T00:30:15Z,410000,,,0,,D. Gafford Free Throw 1 of 1 (3 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
42,PT08M30.00S,2022-02-03T00:15:59.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,7,11,2022-02-03T00:15:59Z,420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M23.00S,2022-02-03T00:16:18.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,8.754927726675426,37.5,1610612755,9,11,2022-02-03T00:16:22Z,430000,62.0,30.0,1,left,T. Harris 6' driving floating bank Jump Shot (4 PTS),[202699],1610612755.0,PHI,driving floating bank,,,Harris,T. Harris,,,,,6.92,Made,4.0,,,,,,,,,,,,,,,,,
44,PT08M03.00S,2022-02-03T00:16:38.2Z,1,REGULAR,2pt,Jump Shot,[],203484,96.00854139290408,22.30392156862745,1610612764,9,11,2022-02-03T00:16:42Z,440000,-138.0,-15.0,1,right,MISS K. Caldwell-Pope 13' pullup Shot - blocked,"[203484, 201980]",1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,13.93,Missed,,,,,,,,,,,,,,,,,Green,201980.0
45,PT08M03.00S,2022-02-03T00:16:38.2Z,1,REGULAR,block,,[],201980,,,1610612764,9,11,2022-02-03T00:16:40Z,450000,,,0,,D. Green BLOCK (1 BLK),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M00.00S,2022-02-03T00:16:41.2Z,1,REGULAR,rebound,defensive,[],201980,,,1610612755,9,11,2022-02-03T00:16:42Z,460000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,
47,PT07M49.00S,2022-02-03T00:16:52.0Z,1,REGULAR,3pt,Jump Shot,[],203954,32.013797634691194,44.36274509803921,1610612755,9,11,2022-02-03T00:17:00Z,470000,28.0,248.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,
48,PT07M47.00S,2022-02-03T00:16:54.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,9,11,2022-02-03T00:17:00Z,480000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,
49,PT07M47.00S,2022-02-03T00:16:58.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,9,11,2022-02-03T00:16:58Z,490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M32.00S,2022-02-03T00:17:21.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,91.93495400788436,40.68627450980392,1610612764,9,11,2022-02-03T00:17:25Z,500000,-47.0,23.0,1,right,MISS K. Kuzma driving floating bank Shot,[1628398],1610612764.0,WAS,driving floating bank,,,Kuzma,K. Kuzma,,,,,5.21,Missed,,,,,,,,,,,,,,,,,,
51,PT07M30.00S,2022-02-03T00:17:23.3Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,9,11,2022-02-03T00:17:25Z,510000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,
52,PT07M12.00S,2022-02-03T00:17:41.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,12.828515111695138,63.48039215686274,1610612755,9,11,2022-02-03T00:17:45Z,520000,-67.0,68.0,1,left,MISS J. Embiid 9' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,9.58,Missed,,,,,,,,,,,,,,,,,,
53,PT07M10.00S,2022-02-03T00:17:43.3Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,9,11,2022-02-03T00:17:45Z,530000,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,
54,PT06M56.00S,2022-02-03T00:17:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.11760840998686,50.49019607843137,1610612764,9,13,2022-02-03T00:18:01Z,540000,2.0,12.0,1,right,D. Gafford Layup (5 PTS) (K. Kuzma 1 AST),"[1629655, 1628398]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,1.25,Made,5.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,
56,PT06M39.00S,2022-02-03T00:18:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.469776609724048,46.07843137254902,1610612755,9,13,2022-02-03T00:18:19Z,560000,20.0,-1.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,1.96,Missed,,,,,,,,,,,,,,,,,,
57,PT06M37.00S,2022-02-03T00:18:16.4Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,9,13,2022-02-03T00:18:19Z,570000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:4),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,56.0,4.0,4.0,0.0,,,,,
58,PT06M35.00S,2022-02-03T00:18:19.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,93.51182654402102,54.90196078431373,1610612764,9,13,2022-02-03T00:57:17Z,580000,25.0,8.0,1,right,MISS K. Caldwell-Pope running reverse Layup - blocked,"[203484, 203954]",1610612764.0,WAS,running reverse,,,Caldwell-Pope,K. Caldwell-Pope,,,,,2.59,Missed,,,,,,,,,,,,,,,,,Embiid,203954.0
67,PT06M35.00S,2022-02-03T00:18:19.1Z,1,REGULAR,block,,[],203954,,,1610612764,9,13,2022-02-03T00:33:05Z,585000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M32.00S,2022-02-03T00:18:22.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,9,13,2022-02-03T00:19:17Z,590000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,
60,PT06M29.00S,2022-02-03T00:18:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,11.908672798948752,43.38235294117647,1610612755,9,13,2022-02-03T00:57:05Z,600000,33.0,59.0,1,left,MISS M. Thybulle 6' running Layup,[1629680],1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,6.8,Missed,,,,,,,,,,,,,,,,,,
61,PT06M29.00S,2022-02-03T00:18:25.6Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,9,13,2022-02-03T01:27:06Z,610000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,60.0,2.0,2.0,0.0,,,,,
66,PT06M23.00S,2022-02-03T00:18:58.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,9,13,2022-02-03T00:18:58Z,660000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M23.00S,2022-02-03T00:19:35.1Z,1,REGULAR,foul,personal,[],1629680,,,1610612764,9,13,2022-02-03T00:21:03Z,670000,,,0,,M. Thybulle personal FOUL (1 PF),"[1629680, 1628988]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,202026.0,1.0,0.0,Holiday,1628988.0,,,,,,,,,
70,PT06M13.00S,2022-02-03T00:22:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.77463863337714,46.32352941176471,1610612764,9,15,2022-02-03T00:22:06Z,690000,-18.0,6.0,1,right,K. Kuzma driving reverse Layup (6 PTS) (S. Dinwiddie 3 AST),"[1628398, 203915]",1610612764.0,WAS,driving reverse,,,Kuzma,K. Kuzma,,,,,1.94,Made,6.0,S. Dinwiddie,203915.0,3.0,,,,,,,,,,,,,,
72,PT05M46.00S,2022-02-03T00:22:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,12.828515111695138,37.00980392156863,1610612755,11,15,2022-02-03T00:22:32Z,710000,65.0,68.0,1,left,T. Harris 9' turnaround Jump Shot (6 PTS) (T. Maxey 2 AST),"[202699, 1630178]",1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,9.41,Made,6.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,,,
74,PT05M31.00S,2022-02-03T00:22:43.4Z,1,REGULAR,turnover,bad pass,[],203915,,,1610612764,11,15,2022-02-03T00:22:48Z,730000,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 203954]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,1.0,Embiid,203954.0,,
75,PT05M31.00S,2022-02-03T00:22:43.4Z,1,REGULAR,steal,,[],203954,,,1610612755,11,15,2022-02-03T00:22:45Z,740000,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M25.00S,2022-02-03T00:22:48.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203954,9.017739816031538,50.49019607843137,1610612755,11,15,2022-02-03T00:22:58Z,750000,-2.0,32.0,1,left,MISS J. Embiid running Layup - blocked,"[203954, 1628398]",1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,3.24,Missed,,,,,,,,,,,,,,,,,Kuzma,1628398.0
77,PT05M25.00S,2022-02-03T00:22:48.9Z,1,REGULAR,block,,[],1628398,,,1610612755,11,15,2022-02-03T00:22:53Z,760000,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M25.00S,2022-02-03T00:22:48.9Z,1,REGULAR,rebound,offensive,[],1630178,,,1610612755,11,15,2022-02-03T00:22:58Z,770000,,,0,,T. Maxey REBOUND (Off:1 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,76.0,2.0,1.0,1.0,,,,,
79,PT05M25.00S,2022-02-03T00:23:00.1Z,1,REGULAR,foul,personal,[],1628398,,,1610612755,11,15,2022-02-03T00:23:11Z,780000,,,0,,K. Kuzma personal FOUL (1 PF),"[1628398, 1630178]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,1830.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,
81,PT05M25.00S,2022-02-03T00:23:09.9Z,1,REGULAR,substitution,out,[],1628988,,,1610612755,11,15,2022-02-03T00:23:20Z,800000,,,0,,SUB out: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M25.00S,2022-02-03T00:23:09.9Z,1,REGULAR,substitution,in,[],1630166,,,1610612755,11,15,2022-02-03T00:23:20Z,820000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M25.00S,2022-02-03T00:23:09.9Z,1,REGULAR,substitution,in,[],1630557,,,1610612755,11,15,2022-02-03T00:23:20Z,830000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M25.00S,2022-02-03T00:23:09.9Z,1,REGULAR,substitution,out,[],1628398,,,1610612755,11,15,2022-02-03T00:23:25Z,840000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M13.00S,2022-02-03T00:23:37.1Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203954,22.421156373193167,55.14705882352941,1610612755,11,15,2022-02-03T00:23:43Z,850000,-26.0,158.0,1,left,MISS J. Embiid 16' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,16.04,Missed,,,,,,,,,,,,,,,,,,
87,PT05M09.00S,2022-02-03T00:23:41.1Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,11,15,2022-02-03T00:23:43Z,860000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,
88,PT04M53.00S,2022-02-03T00:23:56.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,90.88370565045992,48.03921568627451,1610612764,11,17,2022-02-03T00:24:01Z,870000,-10.0,33.0,1,right,D. Avdija cutting finger roll Layup (2 PTS) (K. Caldwell-Pope 1 AST),"[1630166, 203484]",1610612764.0,WAS,cutting finger roll,,,Avdija,D. Avdija,,,,,3.46,Made,2.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,,,,
90,PT04M35.00S,2022-02-03T00:24:13.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,4.944152431011826,44.6078431372549,1610612755,13,17,2022-02-03T00:34:20Z,890000,27.0,-6.0,1,left,T. Harris driving Layup (8 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,2.77,Made,8.0,,,,,,,,,,,,,,,,,
91,PT04M18.00S,2022-02-03T00:24:32.9Z,1,REGULAR,foul,personal,['2freethrow'],201980,,,1610612764,13,17,2022-02-03T00:24:42Z,900000,,,0,,D. Green shooting personal FOUL (2 PF) (Dinwiddie 2 FT),"[201980, 203915]",1610612755.0,PHI,shooting,,,Green,D. Green,,,,,,,,,,,1830.0,2.0,0.0,Dinwiddie,203915.0,,,,,,,,,
93,PT04M18.00S,2022-02-03T00:25:01.0Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612764,13,18,2022-02-03T00:25:01Z,920000,,,0,,S. Dinwiddie Free Throw 1 of 2 (1 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
94,PT04M18.00S,2022-02-03T00:25:03.3Z,1,REGULAR,substitution,out,[],202699,,,1610612764,13,18,2022-02-03T00:25:23Z,930000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M18.00S,2022-02-03T00:25:03.3Z,1,REGULAR,substitution,out,[],201980,,,1610612764,13,18,2022-02-03T00:25:23Z,940000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M18.00S,2022-02-03T00:25:03.3Z,1,REGULAR,substitution,out,[],203484,,,1610612764,13,18,2022-02-03T00:25:23Z,950000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
