actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
457,PT10M08.00S,2022-02-13T02:21:49.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629003,79.71419185282524,6.61764705882353,1610612755,84,71,2022-02-13T02:24:31Z,4450000,-217.0,138.0,1,right,MISS S. Milton 25' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,
458,PT10M06.00S,2022-02-13T02:21:51.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612739,84,71,2022-02-13T02:24:31Z,4460000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,457.0,,,,,,,,,,,,,,,,,
459,PT10M06.00S,2022-02-13T02:21:57.7Z,4,REGULAR,foul,personal,[],1630194,,,1610612739,84,71,2022-02-13T02:22:09Z,4470000,,,0,,P. Reed loose ball personal FOUL (3 PF),"[1630194, 1629731]",1610612755.0,PHI,loose ball,,,Reed,P. Reed,,,,,,,,,,,,,,203593.0,3.0,0.0,,,,,,,Wade,1629731.0
462,PT09M55.00S,2022-02-13T02:22:21.0Z,4,REGULAR,foul,personal,[],1627777,,,1610612739,84,71,2022-02-13T02:22:28Z,4500000,,,0,,G. Niang personal FOUL (4 PF),"[1627777, 1629731]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,203593.0,4.0,0.0,,,,,,,Wade,1629731.0
464,PT09M55.00S,2022-02-13T02:22:27.6Z,4,REGULAR,substitution,out,[],1626224,,,1610612739,84,71,2022-02-13T02:22:33Z,4520000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
465,PT09M55.00S,2022-02-13T02:22:27.6Z,4,REGULAR,substitution,in,[],1630171,,,1610612739,84,71,2022-02-13T02:22:33Z,4530000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
466,PT09M48.00S,2022-02-13T02:22:50.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629731,12.171484888304862,45.588235294117645,1610612739,84,73,2022-02-13T02:22:56Z,4540000,22.0,62.0,1,left,D. Wade 6' turnaround Hook (5 PTS),[1629731],1610612739.0,CLE,turnaround,,,Wade,D. Wade,,,,,6.57,Made,,,,,,,,,,,5.0,,,,,,,
467,PT09M33.00S,2022-02-13T02:23:08.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,84.70762155059133,50.0,1610612755,86,73,2022-02-13T02:23:13Z,4550000,0.0,91.0,1,right,T. Harris 9' turnaround Jump Shot (9 PTS),[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,9.12,Made,,,,,,,,,,,9.0,,,,,,,
468,PT09M33.00S,2022-02-13T02:23:10.6Z,4,REGULAR,foul,personal,['1freethrow'],1630171,,,1610612755,86,73,2022-02-13T02:23:17Z,4560000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Harris 1 FT),"[1630171, 202699]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,,,,,,,,,,1162.0,1.0,0.0,,,,,,,Harris,202699.0
470,PT09M33.00S,2022-02-13T02:23:38.0Z,4,REGULAR,freethrow,1 of 1,[],202699,,,1610612755,86,73,2022-02-13T02:23:41Z,4580000,,,0,,MISS T. Harris Free Throw 1 of 1,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Missed,,,,,,,,,,,,,,,,,,
471,PT09M30.00S,2022-02-13T02:23:41.0Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,86,73,2022-02-13T02:23:41Z,4590000,,,0,,E. Mobley REBOUND (Off:1 Def:6),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,470.0,7.0,6.0,1.0,,,,,,,,,,,,,,
472,PT09M15.00S,2022-02-13T02:23:55.0Z,4,REGULAR,turnover,lost ball,[],1630596,,,1610612739,86,73,2022-02-13T02:23:59Z,4600000,,,0,,E. Mobley lost ball TURNOVER (2 TO),"[1630596, 1630194]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,2.0,Reed,1630194.0,,,,,,,,,,,
473,PT09M15.00S,2022-02-13T02:23:55.0Z,4,REGULAR,steal,,[],1630194,,,1610612755,86,73,2022-02-13T02:23:56Z,4610000,,,0,,P. Reed STEAL (2 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
474,PT09M07.00S,2022-02-13T02:24:04.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627788,92.46057818659659,52.69607843137255,1610612755,86,73,2022-02-13T02:24:14Z,4620000,13.0,18.0,1,right,MISS F. Korkmaz driving finger roll Layup,[1627788],1610612755.0,PHI,driving finger roll,,,Korkmaz,F. Korkmaz,,,,,2.28,Missed,,,,,,,,,,,,,,,,,,
475,PT09M03.00S,2022-02-13T02:24:07.0Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,86,73,2022-02-13T02:24:07Z,4630000,,,0,,E. Mobley REBOUND (Off:1 Def:7),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,474.0,8.0,7.0,1.0,,,,,,,,,,,,,,
476,PT08M59.00S,2022-02-13T02:24:15.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612739,86,73,2022-02-13T02:24:55Z,4640000,,,0,,T. Harris personal FOUL (4 PF) (Garland 2 FT),"[202699, 1629636]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,1162.0,4.0,0.0,,,,,,,Garland,1629636.0
478,PT08M59.00S,2022-02-13T02:24:44.1Z,4,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,86,74,2022-02-13T02:24:44Z,4660000,,,0,,D. Garland Free Throw 1 of 2 (26 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,,,,,,,26.0,,,,,,,
479,PT08M59.00S,2022-02-13T02:24:45.8Z,4,REGULAR,substitution,out,[],1630596,,,1610612739,86,74,2022-02-13T02:24:49Z,4670000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
480,PT08M59.00S,2022-02-13T02:24:45.8Z,4,REGULAR,substitution,in,[],1628386,,,1610612739,86,74,2022-02-13T02:24:49Z,4680000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
481,PT08M59.00S,2022-02-13T02:25:02.1Z,4,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,86,75,2022-02-13T02:25:02Z,4690000,,,0,,D. Garland Free Throw 2 of 2 (27 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,,,,,,,27.0,,,,,,,
482,PT08M41.00S,2022-02-13T02:25:21.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,93.11760840998686,48.03921568627451,1610612755,86,75,2022-02-13T02:25:32Z,4700000,-10.0,12.0,1,right,MISS P. Reed driving Layup,[1630194],1610612755.0,PHI,driving,,,Reed,P. Reed,,,,,1.56,Missed,,,,,,,,,,,,,,,,,,
483,PT08M35.00S,2022-02-13T02:25:27.6Z,4,REGULAR,rebound,offensive,[],1627788,,,1610612755,86,75,2022-02-13T02:25:32Z,4710000,,,0,,F. Korkmaz REBOUND (Off:1 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,482.0,2.0,1.0,1.0,,,,,,,,,,,,,,
484,PT08M35.00S,2022-02-13T02:25:27.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627788,94.40999984741211,50.0,1610612755,86,75,2022-02-13T02:25:27Z,4720000,0.0,0.0,1,right,MISS F. Korkmaz tip Layup,[1627788],1610612755.0,PHI,tip,,,Korkmaz,F. Korkmaz,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
485,PT08M35.00S,2022-02-13T02:25:27.6Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,86,75,2022-02-13T02:25:27Z,4730000,,,0,,P. Reed REBOUND (Off:3 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,484.0,4.0,1.0,3.0,,,,,,,,,,,,,,
486,PT08M31.00S,2022-02-13T02:25:31.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627788,92.72339027595268,2.450980392156863,1610612755,89,75,2022-02-13T02:25:36Z,4740000,-238.0,16.0,1,right,F. Korkmaz 3PT  (9 PTS) (G. Niang 2 AST),"[1627788, 1627777]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,23.82,Made,,,,,,,,,,,9.0,G. Niang,1627777.0,2.0,,,,
488,PT08M16.00S,2022-02-13T02:25:45.4Z,4,REGULAR,3pt,Jump Shot,[],1629731,26.888961892247043,17.647058823529413,1610612739,89,75,2022-02-13T02:25:50Z,4760000,162.0,200.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,
489,PT08M14.00S,2022-02-13T02:25:47.4Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,89,75,2022-02-13T02:25:50Z,4770000,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,488.0,5.0,5.0,0.0,,,,,,,,,,,,,,
490,PT08M08.00S,2022-02-13T02:26:13.5Z,4,REGULAR,foul,personal,[],1630171,,,1610612755,89,75,2022-02-13T02:26:26Z,4780000,,,0,,I. Okoro personal FOUL (2 PF),"[1630171, 1629003]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,1162.0,2.0,0.0,,,,,,,Milton,1629003.0
492,PT08M01.00S,2022-02-13T02:26:30.2Z,4,REGULAR,2pt,Jump Shot,[],1629003,75.64060446780552,50.0,1610612755,89,75,2022-02-13T02:26:37Z,4800000,0.0,176.0,1,right,MISS S. Milton 17' driving floating Shot,[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,17.65,Missed,,,,,,,,,,,,,,,,,,
493,PT08M00.00S,2022-02-13T02:26:31.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612739,89,75,2022-02-13T02:26:37Z,4810000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,,,
494,PT08M00.00S,2022-02-13T02:26:35.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,89,75,2022-02-13T02:26:35Z,4820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT07M41.00S,2022-02-13T02:27:06.0Z,4,REGULAR,3pt,Jump Shot,[],1627747,27.54599211563732,20.098039215686274,1610612739,89,78,2022-02-13T02:27:10Z,4830000,150.0,206.0,1,left,C. LeVert 25' 3PT  (9 PTS) (D. Garland 1 AST),"[1627747, 1629636]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,25.49,Made,,,,,,,,,,,9.0,D. Garland,1629636.0,1.0,,,,
497,PT07M32.00S,2022-02-13T02:27:23.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,89,78,2022-02-13T02:27:23Z,4850000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT07M32.00S,2022-02-13T02:29:40.5Z,4,REGULAR,substitution,out,[],202699,,,1610612755,89,78,2022-02-13T02:30:14Z,4860000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
499,PT07M32.00S,2022-02-13T02:29:40.5Z,4,REGULAR,substitution,out,[],1627788,,,1610612755,89,78,2022-02-13T02:30:14Z,4870000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
500,PT07M32.00S,2022-02-13T02:29:40.5Z,4,REGULAR,substitution,out,[],1630194,,,1610612755,89,78,2022-02-13T02:30:14Z,4880000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
501,PT07M32.00S,2022-02-13T02:29:40.5Z,4,REGULAR,substitution,out,[],1629636,,,1610612755,89,78,2022-02-13T02:30:14Z,4890000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
502,PT07M32.00S,2022-02-13T02:29:40.5Z,4,REGULAR,substitution,in,[],1630178,,,1610612755,89,78,2022-02-13T02:30:14Z,4900000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
503,PT07M32.00S,2022-02-13T02:29:40.5Z,4,REGULAR,substitution,in,[],203954,,,1610612755,89,78,2022-02-13T02:30:14Z,4910000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
504,PT07M32.00S,2022-02-13T02:29:40.5Z,4,REGULAR,substitution,in,[],1629680,,,1610612755,89,78,2022-02-13T02:30:14Z,4920000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
505,PT07M32.00S,2022-02-13T02:29:40.5Z,4,REGULAR,substitution,in,[],1626224,,,1610612755,89,78,2022-02-13T02:30:14Z,4930000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
506,PT07M25.00S,2022-02-13T02:30:28.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.64323258869908,54.41176470588235,1610612755,89,78,2022-02-13T02:30:33Z,4940000,22.0,7.0,1,right,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,2.33,Missed,,,,,,,,,,,,,,,,,,
507,PT07M24.00S,2022-02-13T02:30:29.5Z,4,REGULAR,rebound,defensive,[],1629731,,,1610612739,89,78,2022-02-13T02:30:33Z,4950000,,,0,,D. Wade REBOUND (Off:0 Def:4),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,506.0,4.0,4.0,0.0,,,,,,,,,,,,,,
508,PT07M07.00S,2022-02-13T02:30:47.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,17.69053876478318,51.71568627450981,1610612739,89,80,2022-02-13T02:30:51Z,4960000,-9.0,114.0,1,left,C. LeVert 11' Jump Shot (11 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,11.41,Made,,,,,,,,,,,11.0,,,,,,,
540,PT06M45.00S,2022-02-13T02:30:57.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,95.6143232588699,52.20588235294118,1610612755,89,80,2022-02-13T02:42:12Z,4965000,11.0,-11.0,1,right,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,1.58,Missed,,,,,,,,,,,,,,,,,,
541,PT06M45.00S,2022-02-13T02:30:57.7Z,4,REGULAR,rebound,defensive,[],1630171,,,1610612739,89,80,2022-02-13T02:36:27Z,4967500,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,540.0,1.0,1.0,0.0,,,,,,,,,,,,,,
511,PT06M42.00S,2022-02-13T02:31:14.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612739,89,80,2022-02-13T02:31:20Z,4990000,,,0,,G. Niang shooting personal FOUL (5 PF) (Okoro 2 FT),"[1627777, 1630171]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,,,,,,,1162.0,5.0,0.0,,,,,,,Okoro,1630171.0
513,PT06M42.00S,2022-02-13T02:31:42.8Z,4,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,89,81,2022-02-13T02:35:59Z,5010000,,,0,,I. Okoro Free Throw 1 of 2 (3 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
515,PT06M42.00S,2022-02-13T02:31:52.4Z,4,REGULAR,substitution,in,[],202699,,,1610612739,89,81,2022-02-13T02:31:54Z,5030000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
516,PT06M42.00S,2022-02-13T02:31:52.4Z,4,REGULAR,substitution,out,[],1627777,,,1610612739,89,81,2022-02-13T02:32:10Z,5040000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
517,PT06M42.00S,2022-02-13T02:32:12.6Z,4,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,89,82,2022-02-13T02:35:59Z,5050000,,,0,,I. Okoro Free Throw 2 of 2 (4 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
518,PT06M25.00S,2022-02-13T02:32:34.2Z,4,REGULAR,foul,personal,[],1629731,,,1610612755,89,82,2022-02-13T02:32:39Z,5060000,,,0,,D. Wade personal FOUL (5 PF),"[1629731, 202699]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,1155.0,5.0,0.0,,,,,,,Harris,202699.0
520,PT06M25.00S,2022-02-13T02:32:47.3Z,4,REGULAR,substitution,out,[],1629003,,,1610612755,89,82,2022-02-13T02:32:51Z,5080000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
521,PT06M25.00S,2022-02-13T02:32:47.3Z,4,REGULAR,substitution,in,[],201980,,,1610612755,89,82,2022-02-13T02:32:51Z,5090000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
522,PT06M12.00S,2022-02-13T02:33:18.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,87.72996057818659,57.84313725490197,1610612755,91,82,2022-02-13T02:33:32Z,5100000,39.0,63.0,1,right,J. Embiid 7' turnaround fadeaway Jump Shot (30 PTS),[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,7.4,Made,,,,,,,,,,,30.0,,,,,,,
523,PT06M01.00S,2022-02-13T02:33:29.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,5.995400788436268,47.05882352941176,1610612739,91,82,2022-02-13T02:33:35Z,5110000,15.0,4.0,1,left,MISS C. LeVert driving finger roll Layup,[1627747],1610612739.0,CLE,driving finger roll,,,LeVert,C. LeVert,,,,,1.52,Missed,,,,,,,,,,,,,,,,,,
524,PT06M01.00S,2022-02-13T02:33:29.3Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,91,82,2022-02-13T02:33:35Z,5120000,,,0,,J. Embiid REBOUND (Off:1 Def:11),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,523.0,12.0,11.0,1.0,,,,,,,,,,,,,,
525,PT05M51.00S,2022-02-13T02:33:38.9Z,4,REGULAR,3pt,Jump Shot,[],203954,66.83639947437582,48.03921568627451,1610612755,94,82,2022-02-13T02:33:43Z,5130000,-10.0,259.0,1,right,J. Embiid 25' 3PT  (33 PTS) (M. Thybulle 3 AST),"[203954, 1629680]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.94,Made,,,,,,,,,,,33.0,M. Thybulle,1629680.0,3.0,,,,
527,PT05M31.00S,2022-02-13T02:34:00.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612739,94,82,2022-02-13T02:34:12Z,5150000,,,0,,J. Embiid shooting personal FOUL (3 PF) (Okoro 2 FT),"[203954, 1630171]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,,,,,,,,,,1155.0,3.0,0.0,,,,,,,Okoro,1630171.0
529,PT05M31.00S,2022-02-13T02:34:38.9Z,4,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,94,83,2022-02-13T02:34:38Z,5170000,,,0,,I. Okoro Free Throw 1 of 2 (5 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
530,PT05M31.00S,2022-02-13T02:34:41.4Z,4,REGULAR,substitution,out,[],1627747,,,1610612739,94,83,2022-02-13T02:34:47Z,5180000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
531,PT05M31.00S,2022-02-13T02:34:41.4Z,4,REGULAR,substitution,out,[],1629731,,,1610612739,94,83,2022-02-13T02:34:47Z,5190000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
532,PT05M31.00S,2022-02-13T02:34:41.4Z,4,REGULAR,substitution,in,[],1630596,,,1610612739,94,83,2022-02-13T02:34:47Z,5200000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
533,PT05M31.00S,2022-02-13T02:34:41.4Z,4,REGULAR,substitution,in,[],1629636,,,1610612739,94,83,2022-02-13T02:34:47Z,5210000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
534,PT05M31.00S,2022-02-13T02:35:10.3Z,4,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,94,83,2022-02-13T02:35:10Z,5220000,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Missed,,,,,,,,,,,,,,,,,,
535,PT05M29.00S,2022-02-13T02:35:10.9Z,4,REGULAR,rebound,defensive,[],201980,,,1610612755,94,83,2022-02-13T02:35:10Z,5230000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,534.0,1.0,1.0,0.0,,,,,,,,,,,,,,
536,PT05M08.00S,2022-02-13T02:35:32.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,81.42247043363994,40.68627450980392,1610612755,94,83,2022-02-13T02:36:50Z,5240000,-47.0,122.0,1,right,MISS T. Harris 13' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,13.07,Missed,,,,,,,,,,,,,,,,,,
537,PT05M06.00S,2022-02-13T02:35:34.7Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,94,83,2022-02-13T02:35:34Z,5250000,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,536.0,5.0,3.0,2.0,,,,,,,,,,,,,,
538,PT04M58.00S,2022-02-13T02:35:44.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612739,94,83,2022-02-13T02:35:54Z,5260000,,,0,,J. Embiid shooting personal FOUL (4 PF) (Allen 2 FT),"[203954, 1628386]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,,,,,,,,,,203593.0,4.0,0.0,,,,,,,Allen,1628386.0
542,PT04M58.00S,2022-02-13T02:36:09.2Z,4,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,94,84,2022-02-13T02:36:09Z,5280000,,,0,,J. Allen Free Throw 1 of 2 (12 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
543,PT04M58.00S,2022-02-13T02:36:25.6Z,4,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,94,85,2022-02-13T02:36:25Z,5290000,,,0,,J. Allen Free Throw 2 of 2 (13 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,,,,,,,13.0,,,,,,,
544,PT04M34.00S,2022-02-13T02:36:52.0Z,4,REGULAR,2pt,Jump Shot,[],203954,85.10183968462549,18.627450980392158,1610612755,94,85,2022-02-13T02:36:57Z,5300000,-157.0,88.0,1,right,MISS J. Embiid 17' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,17.96,Missed,,,,,,,,,,,,,,,,,,
545,PT04M32.00S,2022-02-13T02:36:54.0Z,4,REGULAR,rebound,defensive,[],1626224,,,1610612739,94,85,2022-02-13T02:36:57Z,5310000,,,0,,C. Osman REBOUND (Off:0 Def:3),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,544.0,3.0,3.0,0.0,,,,,,,,,,,,,,
546,PT04M28.00S,2022-02-13T02:36:56.9Z,4,REGULAR,turnover,bad pass,[],1626224,,,1610612739,94,85,2022-02-13T02:37:04Z,5320000,,,0,,C. Osman bad pass TURNOVER (1 TO),"[1626224, 1629680]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,1.0,Thybulle,1629680.0,,,,,,,,,,,
547,PT04M28.00S,2022-02-13T02:36:56.9Z,4,REGULAR,steal,,[],1629680,,,1610612755,94,85,2022-02-13T02:36:58Z,5330000,,,0,,M. Thybulle STEAL (5 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
548,PT04M25.00S,2022-02-13T02:36:59.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,91.5407358738502,50.98039215686274,1610612755,96,85,2022-02-13T02:37:09Z,5340000,5.0,27.0,1,right,T. Harris running DUNK (11 PTS) (J. Embiid 10 AST),"[202699, 203954]",1610612755.0,PHI,running,,,Harris,T. Harris,,,,,2.74,Made,,,,,,,,,,,11.0,J. Embiid,203954.0,10.0,,,,
550,PT04M10.00S,2022-02-13T02:37:14.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,7.178055190538765,50.0,1610612739,96,85,2022-02-13T02:37:20Z,5360000,0.0,15.0,1,left,MISS J. Allen alley-oop DUNK,[1628386],1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,1.5,Missed,,,,,,,,,,,,,,,,,,
551,PT04M08.00S,2022-02-13T02:37:16.9Z,4,REGULAR,rebound,offensive,[],1630171,,,1610612739,96,85,2022-02-13T02:37:20Z,5370000,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,550.0,2.0,1.0,1.0,,,,,,,,,,,,,,
