actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
173,PT08M43.00S,2022-01-22T00:39:29.5Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612746,25,27,2022-01-22T00:39:33Z,1710000,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,172.0,1.0,0.0,1.0,,,,,,,,,,,,,,
174,PT08M42.00S,2022-01-22T00:39:30.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,7.703679369250986,50.245098039215684,1610612746,25,29,2022-01-22T00:42:21Z,1720000,-1.0,20.0,1,left,I. Hartenstein putback Layup (2 PTS),[1628392],1610612746.0,LAC,putback,,,Hartenstein,I. Hartenstein,,,,,1.99,Made,,,,,2.0,,,,,,,,,,,,,
175,PT08M29.00S,2022-01-22T00:39:43.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,94.30026281208936,52.450980392156865,1610612755,25,29,2022-01-22T00:39:47Z,1730000,12.0,1.0,1,right,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,1.23,Missed,,,,,,,,,,,,,,,,,,
176,PT08M27.00S,2022-01-22T00:39:45.9Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,25,29,2022-01-22T00:39:45Z,1740000,,,0,,T. Mann REBOUND (Off:0 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,175.0,4.0,4.0,0.0,,,,,,,,,,,,,,
177,PT08M25.00S,2022-01-22T00:39:47.6Z,2,REGULAR,3pt,Jump Shot,[],1628379,11.12023653088042,95.58823529411765,1610612746,25,29,2022-01-22T00:39:53Z,1750000,-228.0,52.0,1,left,MISS L. Kennard pullup 3PT,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,
178,PT08M23.00S,2022-01-22T00:39:49.6Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,25,29,2022-01-22T00:39:53Z,1760000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,,,
179,PT08M05.00S,2022-01-22T00:40:08.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,94.03745072273325,44.6078431372549,1610612755,27,29,2022-01-22T00:40:28Z,1770000,-27.0,4.0,1,right,F. Korkmaz driving Layup (2 PTS),[1627788],1610612755.0,PHI,driving,,,Korkmaz,F. Korkmaz,,,,,2.72,Made,,,,,2.0,,,,,,,,,,,,,
181,PT07M37.00S,2022-01-22T00:40:35.7Z,2,REGULAR,3pt,Jump Shot,[],202339,21.895532194480946,88.72549019607843,1610612746,27,32,2022-01-22T00:40:40Z,1790000,-194.0,153.0,1,left,E. Bledsoe 24' 3PT step back (4 PTS),[202339],1610612746.0,LAC,step back,,,Bledsoe,E. Bledsoe,,,,,24.69,Made,,,,,4.0,,,,,,,,,,,,,
182,PT07M09.00S,2022-01-22T00:41:03.7Z,2,REGULAR,3pt,Jump Shot,[],1627777,66.17936925098554,47.794117647058826,1610612755,30,32,2022-01-22T00:41:07Z,1800000,-11.0,265.0,1,right,G. Niang 26' 3PT  (5 PTS) (T. Maxey 3 AST),"[1627777, 1630178]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,26.56,Made,,,,,5.0,,,,,,,T. Maxey,1630178.0,3.0,,,,
184,PT06M50.00S,2022-01-22T00:41:25.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,30,32,2022-01-22T00:41:25Z,1820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT06M50.00S,2022-01-22T00:41:31.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,30,32,2022-01-22T00:41:31Z,1830000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT06M33.00S,2022-01-22T00:44:40.3Z,2,REGULAR,3pt,Jump Shot,[],1629611,27.151773981603156,15.931372549019606,1610612746,30,32,2022-01-22T00:44:47Z,1840000,170.0,203.0,1,left,MISS T. Mann 26' pullup 3PT,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,
187,PT06M28.00S,2022-01-22T00:44:45.3Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,30,32,2022-01-22T00:44:57Z,1850000,,,0,,A. Drummond REBOUND (Off:2 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,186.0,5.0,3.0,2.0,,,,,,,,,,,,,,
190,PT06M19.00S,2022-01-22T00:44:57.8Z,2,REGULAR,foul,personal,['2freethrow'],1628379,,,1610612755,30,32,2022-01-22T00:45:05Z,1880000,,,0,,L. Kennard shooting personal FOUL (1 PF) (Maxey 2 FT),"[1628379, 1630178]",1610612746.0,LAC,shooting,,,Kennard,L. Kennard,,,,,,,,,,,,204058.0,1.0,0.0,Maxey,1630178.0,,,,,,,,
192,PT06M19.00S,2022-01-22T00:45:21.3Z,2,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,31,32,2022-01-22T00:45:21Z,1900000,,,0,,T. Maxey Free Throw 1 of 2 (6 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
193,PT06M19.00S,2022-01-22T00:45:22.0Z,2,REGULAR,substitution,out,[],203083,,,1610612755,31,32,2022-01-22T00:45:36Z,1910000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
194,PT06M19.00S,2022-01-22T00:45:22.0Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,31,32,2022-01-22T00:45:36Z,1920000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
195,PT06M19.00S,2022-01-22T00:45:22.0Z,2,REGULAR,substitution,out,[],1628379,,,1610612755,31,32,2022-01-22T00:45:36Z,1930000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
196,PT06M19.00S,2022-01-22T00:45:22.0Z,2,REGULAR,substitution,out,[],202339,,,1610612755,31,32,2022-01-22T00:45:36Z,1940000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
197,PT06M19.00S,2022-01-22T00:45:22.0Z,2,REGULAR,substitution,in,[],203954,,,1610612755,31,32,2022-01-22T00:45:36Z,1950000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
198,PT06M19.00S,2022-01-22T00:45:22.0Z,2,REGULAR,substitution,in,[],202699,,,1610612755,31,32,2022-01-22T00:45:36Z,1960000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
199,PT06M19.00S,2022-01-22T00:45:22.0Z,2,REGULAR,substitution,in,[],202704,,,1610612755,31,32,2022-01-22T00:45:36Z,1970000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M19.00S,2022-01-22T00:45:22.0Z,2,REGULAR,substitution,in,[],1629599,,,1610612755,31,32,2022-01-22T00:45:36Z,1980000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
201,PT06M19.00S,2022-01-22T00:45:45.7Z,2,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,32,32,2022-01-22T00:45:45Z,1990000,,,0,,T. Maxey Free Throw 2 of 2 (7 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
202,PT06M01.00S,2022-01-22T00:46:05.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,5.206964520367937,52.94117647058824,1610612746,32,34,2022-01-22T00:46:09Z,2000000,-15.0,-4.0,1,left,I. Hartenstein cutting Layup (4 PTS) (R. Jackson 4 AST),"[1628392, 202704]",1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,1.51,Made,,,,,4.0,,,,,,,R. Jackson,202704.0,4.0,,,,
204,PT05M47.00S,2022-01-22T00:46:24.8Z,2,REGULAR,foul,personal,[],1630527,,,1610612755,32,34,2022-01-22T00:46:29Z,2020000,,,0,,B. Boston Jr. personal FOUL (1 PF),"[1630527, 203954]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,202037.0,1.0,0.0,Embiid,203954.0,,,,,,,,
206,PT05M47.00S,2022-01-22T00:46:29.2Z,2,REGULAR,substitution,out,[],1630527,,,1610612755,32,34,2022-01-22T00:46:41Z,2040000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
207,PT05M47.00S,2022-01-22T00:46:29.2Z,2,REGULAR,substitution,out,[],1629611,,,1610612755,32,34,2022-01-22T00:46:41Z,2050000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
208,PT05M47.00S,2022-01-22T00:46:29.2Z,2,REGULAR,substitution,out,[],1628392,,,1610612755,32,34,2022-01-22T00:46:41Z,2060000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
209,PT05M47.00S,2022-01-22T00:46:29.2Z,2,REGULAR,substitution,in,[],201587,,,1610612755,32,34,2022-01-22T00:46:41Z,2070000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
210,PT05M47.00S,2022-01-22T00:46:29.2Z,2,REGULAR,substitution,in,[],202694,,,1610612755,32,34,2022-01-22T00:46:41Z,2080000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
211,PT05M47.00S,2022-01-22T00:46:29.2Z,2,REGULAR,substitution,in,[],1627826,,,1610612755,32,34,2022-01-22T00:46:41Z,2090000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
212,PT05M42.00S,2022-01-22T00:46:59.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,32,34,2022-01-22T00:46:59Z,2100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT05M35.00S,2022-01-22T00:47:13.7Z,2,REGULAR,3pt,Jump Shot,[],203954,67.49342969776609,56.127450980392155,1610612755,35,34,2022-01-22T00:47:19Z,2110000,31.0,253.0,1,right,J. Embiid 25' 3PT pullup (8 PTS) (T. Maxey 4 AST),"[203954, 1630178]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,25.49,Made,,,,,8.0,,,,,,,T. Maxey,1630178.0,4.0,,,,
215,PT05M20.00S,2022-01-22T00:47:28.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,15.062417871222076,49.01960784313725,1610612746,35,36,2022-01-22T00:47:34Z,2130000,5.0,89.0,1,left,I. Zubac 8' floating Jump Shot (4 PTS) (R. Jackson 5 AST),"[1627826, 202704]",1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,8.92,Made,,,,,4.0,,,,,,,R. Jackson,202704.0,5.0,,,,
217,PT05M00.00S,2022-01-22T00:47:51.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629599,,,1610612755,35,36,2022-01-22T00:47:58Z,2150000,,,0,,A. Coffey personal FOUL (1 PF) (Embiid 2 FT),"[1629599, 203954]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,202037.0,1.0,0.0,Embiid,203954.0,,,,,,,,
219,PT05M00.00S,2022-01-22T00:48:24.7Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,35,36,2022-01-22T00:48:24Z,2170000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,
220,PT05M00.00S,2022-01-22T00:48:24.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,35,36,2022-01-22T00:48:24Z,2180000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,219.0,,,,,,,,,,,,,,,,,
221,PT05M00.00S,2022-01-22T00:48:38.7Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,36,36,2022-01-22T00:48:38Z,2190000,,,0,,J. Embiid Free Throw 2 of 2 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
222,PT04M51.00S,2022-01-22T00:48:52.3Z,2,REGULAR,2pt,Jump Shot,[],202694,11.908672798948752,32.35294117647059,1610612746,36,36,2022-01-22T00:48:57Z,2200000,88.0,59.0,1,left,MISS M. Morris Sr. 10' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,10.63,Missed,,,,,,,,,,,,,,,,,,
223,PT04M47.00S,2022-01-22T00:48:56.3Z,2,REGULAR,rebound,defensive,[],1629718,,,1610612755,36,36,2022-01-22T00:48:57Z,2210000,,,0,,C. Brown Jr. REBOUND (Off:2 Def:2),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,222.0,4.0,2.0,2.0,,,,,,,,,,,,,,
224,PT04M29.00S,2022-01-22T00:49:13.4Z,2,REGULAR,3pt,Jump Shot,[],1627788,72.35545335085413,16.42156862745098,1610612755,39,36,2022-01-22T00:49:17Z,2220000,-168.0,207.0,1,right,F. Korkmaz 26' 3PT pullup (5 PTS) (J. Embiid 3 AST),"[1627788, 203954]",1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,26.68,Made,,,,,5.0,,,,,,,J. Embiid,203954.0,3.0,,,,
226,PT04M13.00S,2022-01-22T00:49:32.5Z,2,REGULAR,foul,personal,[],1627788,,,1610612746,39,36,2022-01-22T00:49:37Z,2240000,,,0,,F. Korkmaz personal FOUL (1 PF),"[1627788, 201587]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,2534.0,1.0,0.0,Batum,201587.0,,,,,,,,
228,PT04M08.00S,2022-01-22T00:49:50.9Z,2,REGULAR,turnover,lost ball,[],202704,,,1610612746,39,36,2022-01-22T00:53:13Z,2260000,,,0,,R. Jackson lost ball TURNOVER (2 TO),"[202704, 1629718]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,2.0,,,,Brown Jr.,1629718.0,,
229,PT04M08.00S,2022-01-22T00:49:50.9Z,2,REGULAR,steal,,[],1629718,,,1610612755,39,36,2022-01-22T00:53:13Z,2270000,,,0,,C. Brown Jr. STEAL (1 STL),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
230,PT04M03.00S,2022-01-22T00:49:55.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203954,93.11760840998686,47.30392156862745,1610612755,41,36,2022-01-22T00:50:02Z,2280000,-13.0,12.0,1,right,J. Embiid running DUNK (11 PTS),[203954],1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,1.82,Made,,,,,11.0,,,,,,,,,,,,,
231,PT03M45.00S,2022-01-22T00:50:13.3Z,2,REGULAR,3pt,Jump Shot,[],1629599,31.61957950065703,34.80392156862745,1610612746,41,36,2022-01-22T00:50:20Z,2290000,76.0,245.0,1,left,MISS A. Coffey 25' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,
232,PT03M42.00S,2022-01-22T00:50:16.3Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,41,36,2022-01-22T00:50:20Z,2300000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,231.0,1.0,1.0,0.0,,,,,,,,,,,,,,
233,PT03M37.00S,2022-01-22T00:50:20.9Z,2,REGULAR,3pt,Jump Shot,[],1627788,71.17279894875165,74.26470588235294,1610612755,41,36,2022-01-22T00:50:26Z,2310000,121.0,218.0,1,right,MISS F. Korkmaz 24' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,
234,PT03M34.00S,2022-01-22T00:50:23.9Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,41,36,2022-01-22T00:50:26Z,2320000,,,0,,I. Zubac REBOUND (Off:0 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,233.0,6.0,6.0,0.0,,,,,,,,,,,,,,
235,PT03M27.00S,2022-01-22T00:50:31.1Z,2,REGULAR,2pt,Jump Shot,[],202704,22.158344283837057,61.274509803921575,1610612746,41,36,2022-01-22T00:50:35Z,2330000,-56.0,156.0,1,left,MISS R. Jackson 16' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,16.57,Missed,,,,,,,,,,,,,,,,,,
236,PT03M24.00S,2022-01-22T00:50:34.1Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,41,36,2022-01-22T00:50:35Z,2340000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,235.0,2.0,2.0,0.0,,,,,,,,,,,,,,
237,PT03M17.00S,2022-01-22T00:50:40.8Z,2,REGULAR,2pt,Jump Shot,[],203954,78.79434954007884,35.78431372549019,1610612755,43,36,2022-01-22T00:50:44Z,2350000,-71.0,147.0,1,right,J. Embiid 16' pullup Jump Shot (13 PTS) (F. Korkmaz 1 AST),"[203954, 1627788]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,16.31,Made,,,,,13.0,,,,,,,F. Korkmaz,1627788.0,1.0,,,,
239,PT03M16.00S,2022-01-22T00:50:46.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,43,36,2022-01-22T00:50:46Z,2370000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT03M07.00S,2022-01-22T00:53:50.1Z,2,REGULAR,2pt,Jump Shot,[],202704,20.71287779237845,50.0,1610612746,43,38,2022-01-22T00:53:54Z,2380000,0.0,142.0,1,left,R. Jackson 14' pullup Jump Shot (8 PTS),[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,14.22,Made,,,,,8.0,,,,,,,,,,,,,
241,PT02M45.00S,2022-01-22T00:54:12.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,94.82588699080158,52.94117647058824,1610612755,43,38,2022-01-22T00:54:18Z,2390000,15.0,-4.0,1,right,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,1.52,Missed,,,,,,,,,,,,,,,,,,
242,PT02M43.00S,2022-01-22T00:54:14.7Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,43,38,2022-01-22T00:54:18Z,2400000,,,0,,J. Embiid REBOUND (Off:2 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,241.0,4.0,2.0,2.0,,,,,,,,,,,,,,
243,PT02M43.00S,2022-01-22T00:54:16.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,94.40999984741211,50.0,1610612755,45,38,2022-01-22T00:54:16Z,2410000,0.0,0.0,1,right,J. Embiid putback Layup (15 PTS),[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,0.0,Made,,,,,15.0,,,,,,,,,,,,,
244,PT02M43.00S,2022-01-22T00:54:20.4Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",202978,,,1610612746,45,38,2022-01-22T00:54:51Z,2420000,,,0,,TEAM foul technical,[202978],1610612746.0,LAC,,,,,,,,,,,,,,,,,204058.0,,,,,,,,,,,,
245,PT02M43.00S,2022-01-22T00:54:46.6Z,2,REGULAR,freethrow,1 of 1,[],202699,,,1610612746,45,38,2022-01-22T00:54:46Z,2430000,,,0,,MISS T. Harris technical Free Throw 1 of 1,[202699],1610612755.0,PHI,technical,,,Harris,T. Harris,,,,,,Missed,,,,,,,,,,,,,,,,,,
246,PT02M43.00S,2022-01-22T00:54:46.6Z,2,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612746,45,38,2022-01-22T00:54:46Z,2440000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,,,
247,PT02M32.00S,2022-01-22T00:55:11.0Z,2,REGULAR,foul,personal,[],1629718,,,1610612746,45,38,2022-01-22T00:55:23Z,2450000,,,0,,C. Brown Jr. personal FOUL (2 PF),"[1629718, 202694]",1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,,202037.0,2.0,0.0,Morris Sr.,202694.0,,,,,,,,
249,PT02M26.00S,2022-01-22T00:55:35.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,19.66162943495401,35.049019607843135,1610612746,45,38,2022-01-22T00:55:40Z,2470000,75.0,132.0,1,left,MISS M. Morris Sr. 15' Jump Shot - blocked,"[202694, 202699]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,15.2,Missed,,,,,,,,,,,,,,,,,Harris,202699.0
250,PT02M26.00S,2022-01-22T00:55:35.1Z,2,REGULAR,block,,[],202699,,,1610612746,45,38,2022-01-22T00:55:37Z,2480000,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
251,PT02M24.00S,2022-01-22T00:55:37.1Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,45,38,2022-01-22T00:55:40Z,2490000,,,0,,J. Embiid REBOUND (Off:2 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,249.0,5.0,3.0,2.0,,,,,,,,,,,,,,
252,PT02M17.00S,2022-01-22T00:55:44.8Z,2,REGULAR,2pt,Jump Shot,[],203954,86.5473061760841,17.401960784313726,1610612755,45,38,2022-01-22T00:55:57Z,2500000,-163.0,74.0,1,right,MISS J. Embiid 17' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,17.9,Missed,,,,,,,,,,,,,,,,,,
253,PT02M13.00S,2022-01-22T00:55:48.8Z,2,REGULAR,rebound,offensive,[],1629718,,,1610612755,45,38,2022-01-22T00:56:40Z,2510000,,,0,,C. Brown Jr. REBOUND (Off:3 Def:2),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,252.0,5.0,2.0,3.0,,,,,,,,,,,,,,
254,PT02M06.00S,2022-01-22T00:55:55.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629718,94.40999984741211,50.0,1610612755,45,38,2022-01-22T00:56:00Z,2520000,0.0,0.0,1,right,MISS C. Brown Jr. tip Layup,[1629718],1610612755.0,PHI,tip,,,Brown Jr.,C. Brown Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
255,PT02M06.00S,2022-01-22T00:55:55.7Z,2,REGULAR,rebound,offensive,[],1629718,,,1610612755,45,38,2022-01-22T00:56:00Z,2530000,,,0,,C. Brown Jr. REBOUND (Off:4 Def:2),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,254.0,6.0,2.0,4.0,,,,,,,,,,,,,,
256,PT02M04.00S,2022-01-22T00:55:57.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629718,94.40999984741211,50.0,1610612755,45,38,2022-01-22T00:55:57Z,2540000,0.0,0.0,1,right,MISS C. Brown Jr. putback Layup,[1629718],1610612755.0,PHI,putback,,,Brown Jr.,C. Brown Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
257,PT02M01.00S,2022-01-22T00:55:59.8Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,45,38,2022-01-22T00:55:59Z,2550000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:5),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,256.0,5.0,5.0,0.0,,,,,,,,,,,,,,
258,PT02M01.00S,2022-01-22T00:56:00.3Z,2,REGULAR,turnover,bad pass,[],202704,,,1610612746,45,38,2022-01-22T00:56:10Z,2560000,,,0,,R. Jackson bad pass TURNOVER (3 TO),"[202704, 202699]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,3.0,,,,Harris,202699.0,,
259,PT02M01.00S,2022-01-22T00:56:00.3Z,2,REGULAR,steal,,[],202699,,,1610612755,45,38,2022-01-22T00:56:08Z,2570000,,,0,,T. Harris STEAL (3 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
260,PT01M50.00S,2022-01-22T00:56:10.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,69.59592641261499,69.11764705882352,1610612755,48,38,2022-01-22T00:56:14Z,2580000,96.0,233.0,1,right,T. Maxey 25' 3PT  (10 PTS) (T. Harris 1 AST),"[1630178, 202699]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,25.21,Made,,,,,10.0,,,,,,,T. Harris,202699.0,1.0,,,,
262,PT01M34.00S,2022-01-22T00:56:27.5Z,2,REGULAR,3pt,Jump Shot,[],1629599,28.203022339027594,19.362745098039216,1610612746,48,38,2022-01-22T00:56:32Z,2600000,153.0,213.0,1,left,MISS A. Coffey 26' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,
263,PT01M32.00S,2022-01-22T00:56:29.5Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,48,38,2022-01-22T00:56:32Z,2610000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,262.0,3.0,3.0,0.0,,,,,,,,,,,,,,
