actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
90,PT04M05.00S,2021-10-30T23:55:46.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203954,28.203022339027594,80.63725490196079,1610612755,15,6,2021-10-30T23:55:52Z,890000,-153.0,213.0,1,left,J. Embiid 26' 3PT  (3 PTS) (T. Harris 2 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,26.2,Made,,,,,3.0,,,,,,,,,T. Harris,202699.0,2.0,,,
92,PT03M45.00S,2021-10-30T23:56:06.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,91.14651773981603,59.55882352941176,1610612737,15,6,2021-10-30T23:56:19Z,910000,48.0,31.0,1,right,MISS K. Huerter driving floating Shot,[1628989],1610612737.0,ATL,driving floating,,,Huerter,K. Huerter,,,,,5.68,Missed,,,,,,,,,,,,,,,,,,,
93,PT03M42.00S,2021-10-30T23:56:09.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,15,6,2021-10-30T23:56:12Z,920000,,,0,,C. Capela REBOUND (Off:3 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,92.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
94,PT03M41.00S,2021-10-30T23:56:10.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203991,91.67214191852825,49.26470588235294,1610612737,15,6,2021-10-30T23:56:16Z,930000,-4.0,26.0,1,right,MISS C. Capela Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,2.61,Missed,,,,,,,,,,,,,,,,,,,
95,PT03M41.00S,2021-10-30T23:56:10.6Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,15,6,2021-10-30T23:56:16Z,940000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,94.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
96,PT03M37.00S,2021-10-30T23:56:16.9Z,1,REGULAR,foul,personal,['3freethrow'],1629027,,,1610612755,15,6,2021-10-30T23:56:31Z,950000,,,0,,T. Young shooting personal FOUL (1 PF) (Curry 3 FT),"[1629027, 203552]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,,,,,,,,,,,1193.0,1.0,0.0,Curry,203552.0,,,,,,
100,PT03M37.00S,2021-10-30T23:56:39.5Z,1,REGULAR,foul,technical,['1freethrow'],1629027,,,1610612755,15,6,2021-10-30T23:56:47Z,970000,,,0,,T. Young technical FOUL (1 Tech),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,1193.0,1.0,1.0,,,,,,,,
101,PT03M37.00S,2021-10-30T23:56:48.8Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,16,6,2021-10-30T23:56:48Z,980000,,,0,,J. Embiid technical Free Throw 1 of 1 (4 PTS),[203954],1610612755.0,PHI,technical,,,Embiid,J. Embiid,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
102,PT03M37.00S,2021-10-30T23:57:09.5Z,1,REGULAR,freethrow,1 of 3,[],203552,,,1610612755,17,6,2021-10-30T23:57:09Z,990000,,,0,,S. Curry Free Throw 1 of 3 (1 PTS),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
103,PT03M37.00S,2021-10-30T23:57:21.4Z,1,REGULAR,freethrow,2 of 3,[],203552,,,1610612755,18,6,2021-10-30T23:57:21Z,1000000,,,0,,S. Curry Free Throw 2 of 3 (2 PTS),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
104,PT03M37.00S,2021-10-30T23:57:35.7Z,1,REGULAR,freethrow,3 of 3,[],203552,,,1610612755,19,6,2021-10-30T23:57:35Z,1010000,,,0,,S. Curry Free Throw 3 of 3 (3 PTS),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
105,PT03M23.00S,2021-10-30T23:57:50.7Z,1,REGULAR,3pt,Jump Shot,[],1629629,70.12155059132719,76.9607843137255,1610612737,19,9,2021-10-30T23:57:56Z,1020000,135.0,228.0,1,right,C. Reddish 26' 3PT  (3 PTS) (T. Young 3 AST),"[1629629, 1629027]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,26.52,Made,,,,,3.0,,,,,,,,,T. Young,1629027.0,3.0,,,
107,PT03M10.00S,2021-10-30T23:58:05.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,6.389618922470433,45.588235294117645,1610612755,19,9,2021-10-30T23:58:11Z,1040000,22.0,8.0,1,left,MISS J. Embiid driving DUNK - blocked,"[203954, 203991]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,2.34,Missed,,,,,,,,,,,,,,,,,Capela,203991.0,
108,PT03M10.00S,2021-10-30T23:58:05.7Z,1,REGULAR,block,,[],203991,,,1610612755,19,9,2021-10-30T23:58:08Z,1050000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M10.00S,2021-10-30T23:58:05.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,19,9,2021-10-30T23:58:11Z,1060000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,,
110,PT03M10.00S,2021-10-30T23:58:11.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,19,9,2021-10-30T23:58:11Z,1070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M10.00S,2021-10-30T23:58:14.6Z,1,REGULAR,substitution,out,[],203991,,,1610612755,19,9,2021-10-30T23:58:27Z,1080000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M10.00S,2021-10-30T23:58:14.6Z,1,REGULAR,substitution,out,[],1628381,,,1610612755,19,9,2021-10-30T23:58:27Z,1090000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M10.00S,2021-10-30T23:58:14.6Z,1,REGULAR,substitution,in,[],201568,,,1610612755,19,9,2021-10-30T23:58:27Z,1100000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M10.00S,2021-10-30T23:58:14.6Z,1,REGULAR,substitution,in,[],203476,,,1610612755,19,9,2021-10-30T23:58:27Z,1110000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M05.00S,2021-10-30T23:58:40.6Z,1,REGULAR,foul,personal,['2freethrow'],203476,,,1610612755,19,9,2021-10-30T23:58:51Z,1120000,,,0,,G. Dieng shooting personal FOUL (1 PF) (Embiid 2 FT),"[203476, 203954]",1610612737.0,ATL,shooting,,,Dieng,G. Dieng,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Embiid,203954.0,,,,,,
117,PT03M05.00S,2021-10-30T23:59:06.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,20,9,2021-10-30T23:59:06Z,1140000,,,0,,J. Embiid Free Throw 1 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
118,PT03M05.00S,2021-10-30T23:59:07.7Z,1,REGULAR,substitution,out,[],203552,,,1610612755,20,9,2021-10-30T23:59:13Z,1150000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M05.00S,2021-10-30T23:59:07.7Z,1,REGULAR,substitution,in,[],1629680,,,1610612755,20,9,2021-10-30T23:59:13Z,1160000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M05.00S,2021-10-30T23:59:26.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,21,9,2021-10-30T23:59:26Z,1170000,,,0,,J. Embiid Free Throw 2 of 2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
121,PT02M52.00S,2021-10-30T23:59:40.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203476,88.91261498028909,48.77450980392157,1610612737,21,9,2021-10-30T23:59:44Z,1180000,-6.0,52.0,1,right,MISS G. Dieng Hook - blocked,"[203476, 203954]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,5.21,Missed,,,,,,,,,,,,,,,,,Embiid,203954.0,
122,PT02M52.00S,2021-10-30T23:59:40.5Z,1,REGULAR,block,,[],203954,,,1610612737,21,9,2021-10-30T23:59:43Z,1190000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M50.00S,2021-10-30T23:59:42.5Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,21,9,2021-10-30T23:59:58Z,1200000,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,121.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
124,PT02M47.00S,2021-10-30T23:59:46.4Z,1,REGULAR,3pt,Jump Shot,[],1629003,28.07161629434954,79.90196078431373,1610612755,21,9,2021-10-31T00:04:26Z,1210000,-150.0,211.0,1,left,MISS S. Milton 25' running 3PT,[1629003],1610612755.0,PHI,running,,,Milton,S. Milton,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M44.00S,2021-10-30T23:59:49.4Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612737,21,9,2021-10-30T23:59:51Z,1220000,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
126,PT02M33.00S,2021-10-30T23:59:59.6Z,1,REGULAR,2pt,Jump Shot,[],1629629,96.00854139290408,73.0392156862745,1610612737,21,11,2021-10-31T00:00:04Z,1230000,115.0,-15.0,1,right,C. Reddish 11' fadeaway Jump Shot (5 PTS),[1629629],1610612737.0,ATL,fadeaway,,,Reddish,C. Reddish,,,,,11.62,Made,,,,,5.0,,,,,,,,,,,,,,
127,PT02M08.00S,2021-10-31T00:00:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,3.4986859395532193,51.9607843137255,1610612755,21,11,2021-10-31T00:05:31Z,1240000,-10.0,-20.0,1,left,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,2.19,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M03.00S,2021-10-31T00:00:29.7Z,1,REGULAR,rebound,offensive,[],1629003,,,1610612755,21,11,2021-10-31T00:00:36Z,1250000,,,0,,S. Milton REBOUND (Off:1 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,127.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
131,PT02M03.00S,2021-10-31T00:00:34.5Z,1,REGULAR,foul,personal,['2freethrow'],203476,,,1610612755,21,11,2021-10-31T00:00:43Z,1280000,,,0,,G. Dieng shooting personal FOUL (2 PF) (Embiid 2 FT),"[203476, 203954]",1610612737.0,ATL,shooting,,,Dieng,G. Dieng,,,,,,,,,,,,,,,2530.0,2.0,0.0,Embiid,203954.0,,,,,,
133,PT02M03.00S,2021-10-31T00:00:47.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,21,11,2021-10-31T00:00:47Z,1300000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M03.00S,2021-10-31T00:03:01.3Z,1,REGULAR,substitution,out,[],202699,,,1610612755,21,11,2021-10-31T00:03:24Z,1310000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M03.00S,2021-10-31T00:03:01.3Z,1,REGULAR,substitution,out,[],1629027,,,1610612755,21,11,2021-10-31T00:03:24Z,1320000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M03.00S,2021-10-31T00:03:01.3Z,1,REGULAR,substitution,in,[],1627788,,,1610612755,21,11,2021-10-31T00:03:24Z,1330000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M03.00S,2021-10-31T00:03:01.3Z,1,REGULAR,substitution,in,[],101150,,,1610612755,21,11,2021-10-31T00:03:24Z,1340000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M03.00S,2021-10-31T00:03:35.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,21,11,2021-10-31T00:03:35Z,1350000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
139,PT02M03.00S,2021-10-31T00:03:35.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,21,11,2021-10-31T00:03:35Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,,
140,PT02M03.00S,2021-10-31T00:03:51.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,22,11,2021-10-31T00:03:51Z,1370000,,,0,,J. Embiid Free Throw 2 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
141,PT01M50.00S,2021-10-31T00:04:07.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,22,11,2021-10-31T00:04:07Z,1380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M41.00S,2021-10-31T00:04:35.3Z,1,REGULAR,2pt,Jump Shot,[],201568,89.56964520367937,71.32352941176471,1610612737,22,11,2021-10-31T00:04:39Z,1390000,107.0,46.0,1,right,MISS D. Gallinari 11' fadeaway Shot,[201568],1610612737.0,ATL,fadeaway,,,Gallinari,D. Gallinari,,,,,11.59,Missed,,,,,,,,,,,,,,,,,,,
143,PT01M38.00S,2021-10-31T00:04:38.3Z,1,REGULAR,rebound,offensive,[],203476,,,1610612737,22,11,2021-10-31T00:04:39Z,1400000,,,0,,G. Dieng REBOUND (Off:1 Def:0),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,142.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
144,PT01M34.00S,2021-10-31T00:04:42.6Z,1,REGULAR,turnover,lost ball,[],201568,,,1610612737,22,11,2021-10-31T00:05:39Z,1410000,,,0,,D. Gallinari lost ball TURNOVER (1 TO),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,1.0,,,,,,,,,,,,,
148,PT01M34.00S,2021-10-31T00:06:18.4Z,1,REGULAR,instantreplay,request,[],0,,,1610612755,22,11,2021-10-31T00:06:33Z,1450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,2530.0,,,,,,,,,,Common Foul to Flagrant 1
149,PT01M34.00S,2021-10-31T00:06:39.8Z,1,REGULAR,substitution,out,[],203954,,,1610612755,22,11,2021-10-31T00:06:44Z,1460000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M34.00S,2021-10-31T00:06:39.8Z,1,REGULAR,substitution,in,[],203083,,,1610612755,22,11,2021-10-31T00:06:44Z,1470000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M34.00S,2021-10-31T00:07:06.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201568,,,1610612755,22,11,2021-10-31T00:07:20Z,1490000,,,0,,D. Gallinari flagrant-type-1 personal FOUL (1 PF) (Thybulle 2 FT),"[201568, 1629680]",1610612737.0,ATL,flagrant-type-1,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,2530.0,1.0,0.0,Thybulle,1629680.0,,,,,,
154,PT01M34.00S,2021-10-31T00:07:21.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629680,,,1610612755,23,11,2021-10-31T00:07:21Z,1510000,,,0,,M. Thybulle flagrant Free Throw 1 of 2 (1 PTS),[1629680],1610612755.0,PHI,flagrant,,,Thybulle,M. Thybulle,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
155,PT01M34.00S,2021-10-31T00:07:22.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629680,,,1610612755,24,11,2021-10-31T00:07:22Z,1520000,,,0,,M. Thybulle flagrant Free Throw 2 of 2 (2 PTS),[1629680],1610612755.0,PHI,flagrant,,,Thybulle,M. Thybulle,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
156,PT01M22.00S,2021-10-31T00:07:23.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203083,17.821944809461236,34.068627450980394,1610612755,24,11,2021-10-31T00:07:29Z,1530000,80.0,115.0,1,left,MISS A. Drummond 13' driving reverse Layup,[203083],1610612755.0,PHI,driving reverse,,,Drummond,A. Drummond,,,,,13.99,Missed,,,,,,,,,,,,,,,,,,,
157,PT01M19.00S,2021-10-31T00:07:26.7Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,24,11,2021-10-31T00:07:29Z,1540000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
158,PT01M15.00S,2021-10-31T00:07:33.7Z,1,REGULAR,turnover,out-of-bounds,[],201568,,,1610612737,24,11,2021-10-31T00:07:38Z,1550000,,,0,,D. Gallinari lost ball out-of-bounds TURNOVER (2 TO),[201568],1610612737.0,ATL,lost ball,,,Gallinari,D. Gallinari,,,,,,,,,,,,2.0,,,2530.0,,,,,,,,,,
159,PT01M01.00S,2021-10-31T00:07:53.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,6.652431011826544,5.637254901960785,1610612755,24,11,2021-10-31T00:08:01Z,1560000,222.0,10.0,1,left,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,22.2,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M56.00S,2021-10-31T00:07:58.1Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,24,11,2021-10-31T00:08:01Z,1570000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
161,PT00M50.60S,2021-10-31T00:08:05.8Z,1,REGULAR,turnover,lost ball,[],1628989,,,1610612737,24,11,2021-10-31T00:08:12Z,1580000,,,0,,K. Huerter lost ball TURNOVER (1 TO),"[1628989, 1629680]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,1.0,Thybulle,1629680.0,,,,,,,,,,,
162,PT00M50.60S,2021-10-31T00:08:05.8Z,1,REGULAR,steal,,[],1629680,,,1610612755,24,11,2021-10-31T00:08:12Z,1590000,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M50.60S,2021-10-31T00:08:10.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627777,8.623521681997373,49.26470588235294,1610612755,26,11,2021-10-31T00:08:18Z,1600000,4.0,29.0,1,left,G. Niang running DUNK (2 PTS) (F. Korkmaz 1 AST),"[1627777, 1627788]",1610612755.0,PHI,running,,,Niang,G. Niang,,,,,2.88,Made,,,,,2.0,,,,,,,,,F. Korkmaz,1627788.0,1.0,,,
165,PT00M43.30S,2021-10-31T00:08:22.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629629,80.23981603153744,44.11764705882353,1610612737,26,11,2021-10-31T00:08:27Z,1620000,-29.0,133.0,1,right,MISS C. Reddish 13' fadeaway Shot,[1629629],1610612737.0,ATL,fadeaway,,,Reddish,C. Reddish,,,,,13.64,Missed,,,,,,,,,,,,,,,,,,,
166,PT00M40.50S,2021-10-31T00:08:25.5Z,1,REGULAR,rebound,offensive,[],201568,,,1610612737,26,11,2021-10-31T00:08:25Z,1630000,,,0,,D. Gallinari REBOUND (Off:1 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,165.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
167,PT00M32.40S,2021-10-31T00:08:34.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629629,92.06636005256242,60.049019607843135,1610612737,26,13,2021-10-31T00:14:17Z,1640000,50.0,22.0,1,right,C. Reddish driving bank Jump Shot (7 PTS) (D. Gallinari 1 AST),"[1629629, 201568]",1610612737.0,ATL,driving bank,,,Reddish,C. Reddish,,,,,5.48,Made,,,,,7.0,,,,,,,,,D. Gallinari,201568.0,1.0,,,
169,PT00M15.80S,2021-10-31T00:08:55.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,5.469776609724048,49.754901960784316,1610612755,28,13,2021-10-31T00:08:59Z,1660000,1.0,-1.0,1,left,A. Drummond alley-oop DUNK (2 PTS) (S. Milton 1 AST),"[203083, 1629003]",1610612755.0,PHI,alley-oop,,,Drummond,A. Drummond,,,,,0.16,Made,,,,,2.0,,,,,,,,,S. Milton,1629003.0,1.0,,,
171,PT00M05.90S,2021-10-31T00:09:13.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629003,,,1610612737,28,13,2021-10-31T00:09:19Z,1680000,,,0,,S. Milton personal FOUL (2 PF) (Williams 2 FT),"[1629003, 101150]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,1193.0,2.0,0.0,Williams,101150.0,,,,,,
173,PT00M05.90S,2021-10-31T00:09:40.1Z,1,REGULAR,freethrow,1 of 2,[],101150,,,1610612737,28,14,2021-10-31T00:16:36Z,1700000,,,0,,L. Williams Free Throw 1 of 2 (1 PTS),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
176,PT00M05.90S,2021-10-31T00:09:40.1Z,1,REGULAR,freethrow,2 of 2,[],101150,,,1610612737,28,15,2021-10-31T00:16:36Z,1705000,,,0,,L. Williams Free Throw 2 of 2 (2 PTS),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
174,PT00M05.90S,2021-10-31T00:09:41.3Z,1,REGULAR,substitution,out,[],1629680,,,1610612755,28,15,2021-10-31T00:16:36Z,1710000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M05.90S,2021-10-31T00:09:41.3Z,1,REGULAR,substitution,in,[],203552,,,1610612755,28,15,2021-10-31T00:16:36Z,1720000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M00.40S,2021-10-31T00:10:17.7Z,1,REGULAR,3pt,Jump Shot,[],1629003,32.276609724047304,68.62745098039215,1610612755,28,15,2021-10-31T00:17:18Z,1725000,-93.0,251.0,1,left,MISS S. Milton 26' step back 3PT,[1629003],1610612755.0,PHI,step back,,,Milton,S. Milton,,,,,26.76,Missed,,,,,,,,,,,,,,,,,,,
178,PT00M00.10S,2021-10-31T00:10:18.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,28,15,2021-10-31T00:12:19Z,1727500,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,
179,PT00M00.00S,2021-10-31T00:10:23.5Z,1,REGULAR,period,end,[],0,,,1610612755,28,15,2021-10-31T00:10:23Z,1760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-10-31T00:12:23.6Z,2,REGULAR,substitution,out,['startperiod'],203552,,,1610612755,28,15,2021-10-31T00:12:46Z,1770000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2021-10-31T00:12:23.6Z,2,REGULAR,substitution,in,['startperiod'],1629680,,,1610612755,28,15,2021-10-31T00:12:46Z,1780000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2021-10-31T00:13:02.3Z,2,REGULAR,period,start,[],0,,,1610612737,28,15,2021-10-31T00:13:02Z,1790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M38.00S,2021-10-31T00:13:23.8Z,2,REGULAR,3pt,Jump Shot,[],101150,92.06636005256242,3.431372549019608,1610612737,28,18,2021-10-31T00:13:28Z,1800000,-233.0,22.0,1,right,L. Williams 3PT step back (5 PTS) (K. Huerter 1 AST),"[101150, 1628989]",1610612737.0,ATL,step back,,,Williams,L. Williams,,,,,23.38,Made,,,,,5.0,,,,,,,,,K. Huerter,1628989.0,1.0,,,
185,PT11M30.00S,2021-10-31T00:13:35.8Z,2,REGULAR,foul,offensive,[],203083,,,1610612755,28,18,2021-10-31T00:13:43Z,1820000,,,0,,A. Drummond offensive FOUL (1 PF),"[203083, 1629629]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,2530.0,1.0,0.0,Reddish,1629629.0,,,,,,
187,PT11M30.00S,2021-10-31T00:13:35.8Z,2,REGULAR,turnover,offensive foul,[],203083,,,1610612755,28,18,2021-10-31T00:13:35Z,1840000,,,0,,A. Drummond offensive foul TURNOVER (1 TO),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,1.0,,,2530.0,,,,,,,,,,
