actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
22,PT09M44.00S,2022-03-18T23:13:26.8Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,0,2,2022-03-18T23:13:30Z,220000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT09M41.00S,2022-03-18T23:13:29.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,8.196452036793687,5.637254901960787,1610612742,0,5,2022-03-18T23:13:36Z,230000,222.0,25.0,1,left,J. Brunson 3PT  (5 PTS) (S. Dinwiddie 1 AST),"[1628973, 203915]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,22.31,Made,,,,,5.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,
25,PT09M24.00S,2022-03-18T23:13:46.5Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,0,5,2022-03-18T23:13:50Z,250000,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 203915]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,1.0,Dinwiddie,203915.0,,,,,,
26,PT09M24.00S,2022-03-18T23:13:46.5Z,1,REGULAR,steal,,[],203915,,,1610612742,0,5,2022-03-18T23:13:48Z,260000,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M21.00S,2022-03-18T23:13:49.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203915,30.14126149802891,30.637254901960787,1610612742,0,5,2022-03-18T23:13:59Z,270000,97.0,231.0,1,left,MISS S. Dinwiddie 25' running pullup 3PT,[203915],1610612742.0,DAL,running pullup,,,Dinwiddie,S. Dinwiddie,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M18.00S,2022-03-18T23:13:53.2Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,0,5,2022-03-18T23:13:53Z,280000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,27.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
29,PT09M09.00S,2022-03-18T23:14:02.4Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628973,12.66425755584757,27.205882352941174,1610612742,0,7,2022-03-18T23:14:09Z,290000,114.0,67.0,1,left,J. Brunson 13' turnaround fadeaway Jump Shot (7 PTS),[1628973],1610612742.0,DAL,turnaround fadeaway,,,Brunson,J. Brunson,,,,,13.2,Made,,,,,7.0,,,,,,,,,,,,,,
30,PT09M06.00S,2022-03-18T23:14:08.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,0,7,2022-03-18T23:14:08Z,300000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT08M51.00S,2022-03-18T23:17:20.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629680,93.74178712220763,53.431372549019606,1610612755,2,7,2022-03-18T23:17:25Z,310000,17.0,6.0,1,right,M. Thybulle cutting DUNK (2 PTS) (J. Harden 1 AST),"[1629680, 201935]",1610612755.0,PHI,cutting,,,Thybulle,M. Thybulle,,,,,1.83,Made,,,,,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,
33,PT08M36.00S,2022-03-18T23:17:36.6Z,1,REGULAR,foul,personal,[],1630178,,,1610612742,2,7,2022-03-18T23:17:41Z,330000,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 1628973]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Brunson,1628973.0,
35,PT08M26.00S,2022-03-18T23:18:00.4Z,1,REGULAR,3pt,Jump Shot,[],1627827,30.66688567674113,31.862745098039213,1610612742,2,10,2022-03-18T23:18:06Z,350000,91.0,236.0,1,left,D. Finney-Smith 25' 3PT  (3 PTS) (J. Brunson 1 AST),"[1627827, 1628973]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.26,Made,,,,,3.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,
37,PT08M11.00S,2022-03-18T23:18:14.6Z,1,REGULAR,3pt,Jump Shot,[],201935,78.23587385019711,91.66666666666667,1610612755,2,10,2022-03-18T23:18:21Z,370000,208.0,152.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M09.00S,2022-03-18T23:18:16.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,2,10,2022-03-18T23:18:21Z,380000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
39,PT07M59.00S,2022-03-18T23:18:27.2Z,1,REGULAR,3pt,Jump Shot,[],1627827,25.673455978975028,86.02941176470588,1610612742,2,10,2022-03-18T23:18:32Z,390000,-180.0,189.0,1,left,MISS D. Finney-Smith 26' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
40,PT07M57.00S,2022-03-18T23:18:29.2Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612755,2,10,2022-03-18T23:18:32Z,400000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
41,PT07M40.00S,2022-03-18T23:18:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,91.50788436268068,50.0,1610612755,2,10,2022-03-18T23:18:51Z,410000,0.0,27.0,1,right,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,2.73,Missed,,,,,,,,,,,,,,,,,,,
42,PT07M38.00S,2022-03-18T23:18:47.8Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,2,10,2022-03-18T23:19:25Z,420000,,,0,,T. Harris REBOUND (Off:1 Def:0),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
43,PT07M36.00S,2022-03-18T23:18:49.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202699,94.40999984741211,50.0,1610612755,4,10,2022-03-18T23:18:49Z,430000,0.0,0.0,1,right,T. Harris tip Layup (2 PTS),[202699],1610612755.0,PHI,tip,,,Harris,T. Harris,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
44,PT07M22.00S,2022-03-18T23:19:04.6Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,4,10,2022-03-18T23:19:09Z,440000,,,0,,L. Doncic bad pass TURNOVER (1 TO),"[1629029, 1629680]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,1.0,Thybulle,1629680.0,,,,,,
45,PT07M22.00S,2022-03-18T23:19:04.6Z,1,REGULAR,steal,,[],1629680,,,1610612755,4,10,2022-03-18T23:19:05Z,450000,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M16.00S,2022-03-18T23:19:09.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,95.31865965834429,47.549019607843135,1610612755,6,10,2022-03-18T23:19:17Z,460000,-12.0,-8.0,1,right,T. Maxey running Layup (2 PTS),[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,1.5,Made,,,,,2.0,,,,,,,,,,,,,,
47,PT06M59.00S,2022-03-18T23:19:26.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,10.82457293035479,97.05882352941177,1610612742,6,10,2022-03-18T23:19:31Z,470000,-235.0,49.0,1,left,MISS L. Doncic 24' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,24.04,Missed,,,,,,,,,,,,,,,,,,,
48,PT06M57.00S,2022-03-18T23:19:28.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,6,10,2022-03-18T23:19:31Z,480000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
49,PT06M50.00S,2022-03-18T23:19:36.1Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,6,10,2022-03-18T23:19:40Z,490000,,,0,,J. Embiid lost ball TURNOVER (2 TO),"[203954, 203915]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,2.0,Dinwiddie,203915.0,,,,,,
50,PT06M50.00S,2022-03-18T23:19:36.1Z,1,REGULAR,steal,,[],203915,,,1610612742,6,10,2022-03-18T23:19:38Z,500000,,,0,,S. Dinwiddie STEAL (2 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M37.00S,2022-03-18T23:19:49.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203915,8.853482260183966,5.14705882352942,1610612742,6,10,2022-03-18T23:20:01Z,510000,224.0,31.0,1,left,MISS S. Dinwiddie step back 3PT,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,22.64,Missed,,,,,,,,,,,,,,,,,,,
52,PT06M33.00S,2022-03-18T23:19:53.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,6,10,2022-03-18T23:20:01Z,520000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,
53,PT06M33.00S,2022-03-18T23:20:02.9Z,1,REGULAR,foul,personal,[],1627827,,,1610612755,6,10,2022-03-18T23:20:10Z,530000,,,0,,D. Finney-Smith loose ball personal FOUL (1 PF),"[1627827, 1630178]",1610612742.0,DAL,loose ball,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Maxey,1630178.0,
55,PT06M16.00S,2022-03-18T23:20:32.3Z,1,REGULAR,3pt,Jump Shot,[],202699,76.00197109067017,12.74509803921569,1610612755,9,10,2022-03-18T23:20:37Z,550000,-186.0,173.0,1,right,T. Harris 25' 3PT  (5 PTS) (T. Maxey 1 AST),"[202699, 1630178]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,25.43,Made,,,,,5.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,
57,PT06M02.00S,2022-03-18T23:20:46.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.637976346911955,76.22549019607843,1610612742,9,13,2022-03-18T23:20:52Z,570000,-131.0,254.0,1,left,L. Doncic 28' 3PT pullup (3 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,28.61,Made,,,,,3.0,,,,,,,,,,,,,,
58,PT05M48.00S,2022-03-18T23:20:59.9Z,1,REGULAR,3pt,Jump Shot,[],203954,68.77463863337714,65.93137254901961,1610612755,9,13,2022-03-18T23:21:04Z,580000,80.0,241.0,1,right,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
59,PT05M46.00S,2022-03-18T23:21:01.9Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,9,13,2022-03-18T23:21:04Z,590000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
60,PT05M29.00S,2022-03-18T23:21:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,7.145203679369246,47.79411764705882,1610612742,9,13,2022-03-18T23:22:51Z,600000,11.0,15.0,1,left,MISS D. Powell Layup,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,,
61,PT05M28.00S,2022-03-18T23:21:22.7Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,9,13,2022-03-18T23:22:51Z,610000,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,60.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
62,PT05M27.00S,2022-03-18T23:21:25.9Z,1,REGULAR,foul,personal,[],203939,,,1610612755,9,13,2022-03-18T23:21:31Z,620000,,,0,,D. Powell personal FOUL (1 PF),"[203939, 202699]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Harris,202699.0,
64,PT05M27.00S,2022-03-18T23:21:44.2Z,1,REGULAR,substitution,out,[],201935,,,1610612755,9,13,2022-03-18T23:21:49Z,640000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M27.00S,2022-03-18T23:21:44.2Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,9,13,2022-03-18T23:21:49Z,650000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M14.00S,2022-03-18T23:22:11.5Z,1,REGULAR,2pt,Jump Shot,[],203954,78.36727989487517,51.22549019607843,1610612755,11,13,2022-03-18T23:22:17Z,660000,6.0,151.0,1,right,J. Embiid 15' Jump Shot (2 PTS) (T. Maxey 2 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,15.09,Made,,,,,2.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,
68,PT04M58.00S,2022-03-18T23:22:29.9Z,1,REGULAR,foul,personal,['2freethrow'],1629680,,,1610612742,11,13,2022-03-18T23:22:38Z,680000,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Doncic 2 FT),"[1629680, 1629029]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Doncic,1629029.0,
70,PT04M58.00S,2022-03-18T23:23:04.4Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,11,14,2022-03-18T23:23:04Z,700000,,,0,,L. Doncic Free Throw 1 of 2 (4 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
71,PT04M58.00S,2022-03-18T23:23:05.1Z,1,REGULAR,substitution,out,[],203939,,,1610612742,11,14,2022-03-18T23:23:22Z,710000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M58.00S,2022-03-18T23:23:05.1Z,1,REGULAR,substitution,out,[],203915,,,1610612742,11,14,2022-03-18T23:23:22Z,720000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M58.00S,2022-03-18T23:23:05.1Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,11,14,2022-03-18T23:23:22Z,730000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M58.00S,2022-03-18T23:23:05.1Z,1,REGULAR,substitution,in,[],1627737,,,1610612742,11,14,2022-03-18T23:23:22Z,740000,,,0,,SUB in: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M58.00S,2022-03-18T23:23:30.9Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,11,14,2022-03-18T23:23:30Z,750000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
76,PT04M56.00S,2022-03-18T23:23:31.7Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,11,14,2022-03-18T23:23:31Z,760000,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,75.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
77,PT04M44.00S,2022-03-18T23:23:45.4Z,1,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612755,11,14,2022-03-18T23:23:49Z,770000,,,0,,M. Kleber shooting personal FOUL (1 PF) (Thybulle 2 FT),"[1628467, 1629680]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Thybulle,1629680.0,
79,PT04M44.00S,2022-03-18T23:24:15.6Z,1,REGULAR,freethrow,1 of 2,[],1629680,,,1610612755,12,14,2022-03-18T23:24:15Z,790000,,,0,,M. Thybulle Free Throw 1 of 2 (3 PTS),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
80,PT04M44.00S,2022-03-18T23:24:27.2Z,1,REGULAR,freethrow,2 of 2,[],1629680,,,1610612755,13,14,2022-03-18T23:24:27Z,800000,,,0,,M. Thybulle Free Throw 2 of 2 (4 PTS),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
81,PT04M37.00S,2022-03-18T23:24:41.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,18.05190538764782,64.70588235294117,1610612742,13,16,2022-03-18T23:24:46Z,810000,-74.0,117.0,1,left,L. Doncic 13' pullup Jump Shot (6 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,13.83,Made,,,,,6.0,,,,,,,,,,,,,,
82,PT04M17.00S,2022-03-18T23:25:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.47897503285151,48.774509803921575,1610612755,15,16,2022-03-18T23:25:07Z,820000,-6.0,9.0,1,right,J. Embiid finger roll Layup (4 PTS),[203954],1610612755.0,PHI,finger roll,,,Embiid,J. Embiid,,,,,1.07,Made,,,,,4.0,,,,,,,,,,,,,,
83,PT04M05.00S,2022-03-18T23:25:13.0Z,1,REGULAR,3pt,Jump Shot,[],1627827,12.532851511169525,4.411764705882348,1610612742,15,16,2022-03-18T23:25:18Z,830000,228.0,65.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,23.71,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M01.00S,2022-03-18T23:25:17.0Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,15,16,2022-03-18T23:25:18Z,840000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
85,PT03M58.00S,2022-03-18T23:25:19.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,76.26478318002628,89.2156862745098,1610612755,18,16,2022-03-18T23:25:28Z,850000,196.0,171.0,1,right,T. Maxey 25' 3PT running pullup (5 PTS) (G. Niang 1 AST),"[1630178, 1627777]",1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,25.99,Made,,,,,5.0,G. Niang,1627777.0,1.0,,,,,,,,,,,
87,PT03M44.00S,2022-03-18T23:25:36.5Z,1,REGULAR,foul,personal,[],1629680,,,1610612742,18,16,2022-03-18T23:25:44Z,870000,,,0,,M. Thybulle personal FOUL (2 PF),"[1629680, 1629029]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,201640.0,2.0,0.0,Doncic,1629029.0,
89,PT03M44.00S,2022-03-18T23:25:47.0Z,1,REGULAR,substitution,out,[],202699,,,1610612742,18,16,2022-03-18T23:26:07Z,890000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
