actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
91,PT04M17.00S,2021-10-22T23:59:38.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,22,16,2021-10-22T23:59:38Z,910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M17.00S,2021-10-22T23:59:39.8Z,1,REGULAR,substitution,out,[],201980,,,1610612751,22,16,2021-10-22T23:59:43Z,920000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M17.00S,2021-10-22T23:59:39.8Z,1,REGULAR,substitution,in,[],1627788,,,1610612751,22,16,2021-10-22T23:59:43Z,930000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M05.00S,2021-10-23T00:00:06.4Z,1,REGULAR,2pt,Jump Shot,[],200746,91.27792378449409,67.8921568627451,1610612751,22,18,2021-10-23T00:00:11Z,940000,89.0,29.0,1,right,L. Aldridge 9' Jump Shot (2 PTS) (K. Durant 3 AST),"[200746, 201142]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,9.42,Made,2.0,K. Durant,201142.0,3.0,,,,,,,,,,,,,,
97,PT03M41.00S,2021-10-23T00:00:29.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,15.850854139290407,59.068627450980394,1610612755,24,18,2021-10-23T00:00:34Z,970000,-45.0,96.0,1,left,S. Curry 10' Jump Shot (7 PTS),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,10.66,Made,7.0,,,,,,,,,,,,,,,,,
98,PT03M30.00S,2021-10-23T00:00:40.2Z,1,REGULAR,3pt,Jump Shot,[],200746,76.69185282522996,10.294117647058822,1610612751,24,18,2021-10-23T00:00:47Z,980000,-199.0,167.0,1,right,MISS L. Aldridge 25' 3PT,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,
99,PT03M26.00S,2021-10-23T00:00:44.2Z,1,REGULAR,rebound,offensive,[],200794,,,1610612751,24,18,2021-10-23T00:00:47Z,990000,,,0,,P. Millsap REBOUND (Off:1 Def:1),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,98.0,2.0,1.0,1.0,,,
100,PT03M26.00S,2021-10-23T00:00:45.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200794,94.40999984741211,50.0,1610612751,24,20,2021-10-23T00:00:45Z,1000000,0.0,0.0,1,right,P. Millsap tip Layup (5 PTS),[200794],1610612751.0,BKN,tip,,,Millsap,P. Millsap,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,
101,PT03M16.00S,2021-10-23T00:00:54.8Z,1,REGULAR,3pt,Jump Shot,[],203552,28.465834428383708,82.84313725490196,1610612755,27,20,2021-10-23T00:01:01Z,1010000,-164.0,215.0,1,left,S. Curry 27' 3PT  (10 PTS) (T. Maxey 1 AST),"[203552, 1630178]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,27.06,Made,10.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
103,PT03M03.00S,2021-10-23T00:01:08.3Z,1,REGULAR,2pt,Jump Shot,[],200746,74.45795006570303,51.9607843137255,1610612751,27,20,2021-10-23T00:01:13Z,1030000,10.0,188.0,1,right,MISS L. Aldridge 18' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,18.79,Missed,,,,,,,,,,,,,,,,,,
104,PT02M59.00S,2021-10-23T00:01:12.3Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,27,20,2021-10-23T00:01:13Z,1040000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,103.0,2.0,2.0,0.0,,,
105,PT02M51.00S,2021-10-23T00:01:19.2Z,1,REGULAR,3pt,Jump Shot,[],202699,25.18068331143233,86.76470588235294,1610612755,30,20,2021-10-23T00:01:25Z,1050000,-184.0,184.0,1,left,T. Harris 26' 3PT pullup (8 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,26.02,Made,8.0,,,,,,,,,,,,,,,,,
106,PT02M30.00S,2021-10-23T00:01:43.0Z,1,REGULAR,foul,personal,[],1630178,,,1610612751,30,20,2021-10-23T00:01:47Z,1060000,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 200746]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,201245.0,1.0,0.0,Aldridge,200746.0,,,,,,,,,
108,PT02M30.00S,2021-10-23T00:01:48.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,30,20,2021-10-23T00:01:49Z,1080000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M30.00S,2021-10-23T00:04:17.9Z,1,REGULAR,substitution,out,[],203954,,,1610612751,30,20,2021-10-23T00:04:39Z,1090000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M30.00S,2021-10-23T00:04:17.9Z,1,REGULAR,substitution,out,[],203552,,,1610612751,30,20,2021-10-23T00:04:39Z,1100000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M30.00S,2021-10-23T00:04:17.9Z,1,REGULAR,substitution,in,[],203083,,,1610612751,30,20,2021-10-23T00:04:39Z,1110000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M30.00S,2021-10-23T00:04:17.9Z,1,REGULAR,substitution,in,[],1629680,,,1610612751,30,20,2021-10-23T00:04:39Z,1120000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M18.00S,2021-10-23T00:05:22.7Z,1,REGULAR,2pt,Jump Shot,[],201988,87.86136662286465,75.98039215686273,1610612751,30,20,2021-10-23T00:06:10Z,1130000,130.0,62.0,1,right,MISS P. Mills 14' step back bank Shot,[201988],1610612751.0,BKN,step back bank,,,Mills,P. Mills,,,,,14.38,Missed,,,,,,,,,,,,,,,,,,
121,PT02M18.00S,2021-10-23T00:05:22.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,30,20,2021-10-23T00:06:33Z,1135000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,,,
114,PT02M18.00S,2021-10-23T00:05:47.7Z,1,REGULAR,substitution,out,[],1628975,,,1610612755,30,20,2021-10-23T00:06:07Z,1140000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M18.00S,2021-10-23T00:05:47.7Z,1,REGULAR,substitution,out,[],200794,,,1610612755,30,20,2021-10-23T00:06:07Z,1150000,,,0,,SUB out: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M18.00S,2021-10-23T00:05:47.7Z,1,REGULAR,substitution,in,[],203925,,,1610612755,30,20,2021-10-23T00:06:07Z,1160000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M18.00S,2021-10-23T00:05:47.7Z,1,REGULAR,substitution,in,[],201935,,,1610612755,30,20,2021-10-23T00:06:07Z,1170000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M12.00S,2021-10-23T00:06:07.2Z,1,REGULAR,jumpball,recovered,[],1627788,,,1610612755,30,20,2021-10-23T00:06:07Z,1180000,,,0,,Jump Ball A. Drummond vs. L. Aldridge: Tip to F. Korkmaz,"[1627788, 203083, 200746]",1610612755.0,PHI,lodgedball,F. Korkmaz,1627788.0,Korkmaz,F. Korkmaz,Drummond,203083.0,Aldridge,200746.0,,,,,,,,,,,,,,,,,,,,
122,PT02M11.00S,2021-10-23T00:06:08.2Z,1,REGULAR,turnover,bad pass,[],1627788,,,1610612755,30,20,2021-10-23T00:06:13Z,1210000,,,0,,F. Korkmaz bad pass TURNOVER (1 TO),"[1627788, 201988]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,1.0,Mills,201988.0
123,PT02M11.00S,2021-10-23T00:06:08.2Z,1,REGULAR,steal,,[],201988,,,1610612751,30,20,2021-10-23T00:06:10Z,1220000,,,0,,P. Mills STEAL (1 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M04.00S,2021-10-23T00:06:15.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,87.33574244415243,41.17647058823529,1610612751,30,22,2021-10-23T00:06:24Z,1230000,-44.0,67.0,1,right,J. Harden 7' driving floating Jump Shot (2 PTS),[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,7.98,Made,2.0,,,,,,,,,,,,,,,,,
125,PT01M43.00S,2021-10-23T00:06:36.3Z,1,REGULAR,2pt,Jump Shot,[],202699,17.821944809461236,69.6078431372549,1610612755,32,22,2021-10-23T00:06:40Z,1240000,-98.0,115.0,1,left,T. Harris 15' pullup Jump Shot (10 PTS) (A. Drummond 1 AST),"[202699, 203083]",1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,15.11,Made,10.0,A. Drummond,203083.0,1.0,,,,,,,,,,,,,,
127,PT01M30.00S,2021-10-23T00:06:48.9Z,1,REGULAR,2pt,Jump Shot,[],200746,77.21747700394218,33.82352941176471,1610612751,32,24,2021-10-23T00:06:57Z,1260000,-81.0,162.0,1,right,L. Aldridge 18' pullup Jump Shot (4 PTS) (K. Durant 4 AST),"[200746, 201142]",1610612751.0,BKN,pullup,,,Aldridge,L. Aldridge,,,,,18.08,Made,4.0,K. Durant,201142.0,4.0,,,,,,,,,,,,,,
130,PT01M15.00S,2021-10-23T00:07:04.5Z,1,REGULAR,2pt,Jump Shot,[],1630178,19.92444152431012,27.941176470588236,1610612755,32,24,2021-10-23T00:07:08Z,1290000,110.0,135.0,1,left,MISS T. Maxey 17' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,17.42,Missed,,,,,,,,,,,,,,,,,,
131,PT01M12.00S,2021-10-23T00:07:07.5Z,1,REGULAR,rebound,defensive,[],203925,,,1610612751,32,24,2021-10-23T00:07:08Z,1300000,,,0,,J. Harris REBOUND (Off:0 Def:3),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,130.0,3.0,3.0,0.0,,,
132,PT01M01.00S,2021-10-23T00:07:18.2Z,1,REGULAR,3pt,Jump Shot,[],201935,67.7562417871222,66.66666666666666,1610612751,32,24,2021-10-23T00:07:24Z,1310000,83.0,251.0,1,right,MISS J. Harden 26' 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,
133,PT00M58.80S,2021-10-23T00:07:20.4Z,1,REGULAR,rebound,offensive,[],201142,,,1610612751,32,24,2021-10-23T00:07:24Z,1320000,,,0,,K. Durant REBOUND (Off:2 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,132.0,3.0,1.0,2.0,,,
134,PT00M57.60S,2021-10-23T00:07:22.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],200746,74.06373193166885,48.529411764705884,1610612751,32,26,2021-10-23T00:07:27Z,1330000,-7.0,191.0,1,right,L. Aldridge 19' Jump Shot (6 PTS) (K. Durant 5 AST),"[200746, 201142]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,19.14,Made,6.0,K. Durant,201142.0,5.0,,,,,,,,,,,,,,
136,PT00M49.30S,2021-10-23T00:07:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,5.075558475689881,54.65686274509803,1610612755,34,26,2021-10-23T00:07:44Z,1350000,-23.0,-5.0,1,left,T. Harris cutting Layup (12 PTS) (A. Drummond 2 AST),"[202699, 203083]",1610612755.0,PHI,cutting,,,Harris,T. Harris,,,,,2.38,Made,12.0,A. Drummond,203083.0,2.0,,,,,,,,,,,,,,
138,PT00M33.20S,2021-10-23T00:07:54.2Z,1,REGULAR,2pt,Jump Shot,[],200746,73.80091984231275,34.80392156862745,1610612751,34,28,2021-10-23T00:07:58Z,1370000,-76.0,194.0,1,right,L. Aldridge 20' Jump Shot (8 PTS) (J. Harden 3 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,20.82,Made,8.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,,
140,PT00M20.60S,2021-10-23T00:08:11.9Z,1,REGULAR,foul,personal,[],203925,,,1610612755,34,28,2021-10-23T00:08:17Z,1390000,,,0,,J. Harris personal FOUL (1 PF),"[203925, 203083]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,2714.0,1.0,0.0,Drummond,203083.0,,,,,,,,,
142,PT00M20.60S,2021-10-23T00:08:17.6Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,34,28,2021-10-23T00:08:23Z,1410000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M20.60S,2021-10-23T00:08:17.6Z,1,REGULAR,substitution,out,[],202699,,,1610612755,34,28,2021-10-23T00:08:23Z,1420000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M20.60S,2021-10-23T00:08:17.6Z,1,REGULAR,substitution,in,[],1630198,,,1610612755,34,28,2021-10-23T00:08:23Z,1430000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M20.60S,2021-10-23T00:08:17.6Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,34,28,2021-10-23T00:08:23Z,1440000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M13.00S,2021-10-23T00:08:44.5Z,1,REGULAR,3pt,Jump Shot,[],1627788,25.706307490144546,17.401960784313726,1610612755,34,28,2021-10-23T00:08:51Z,1450000,163.0,189.0,1,left,MISS F. Korkmaz 24' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,
147,PT00M11.00S,2021-10-23T00:08:48.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,34,28,2021-10-23T00:08:48Z,1460000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,
148,PT00M11.00S,2021-10-23T00:08:49.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,34,28,2021-10-23T00:08:49Z,1470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M05.00S,2021-10-23T00:09:02.9Z,1,REGULAR,foul,personal,[],1627777,,,1610612751,34,28,2021-10-23T00:09:16Z,1480000,,,0,,G. Niang take personal FOUL (1 PF),"[1627777, 201935]",1610612755.0,PHI,take,,,Niang,G. Niang,,,,,,,,,,,202027.0,1.0,0.0,Harden,201935.0,,,,,,,,,
151,PT00M02.50S,2021-10-23T00:09:21.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,89.17542706964521,63.48039215686274,1610612751,34,28,2021-10-23T00:09:28Z,1500000,67.0,49.0,1,right,MISS K. Durant 8' Jump Shot - blocked,"[201142, 1627777]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,8.35,Missed,,,,,,,,,,Niang,1627777.0,,,,,,,
152,PT00M02.50S,2021-10-23T00:09:21.5Z,1,REGULAR,block,,[],1627777,,,1610612751,34,28,2021-10-23T00:09:24Z,1510000,,,0,,G. Niang BLOCK (1 BLK),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M02.50S,2021-10-23T00:09:21.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,34,28,2021-10-23T00:09:28Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,
154,PT00M02.50S,2021-10-23T00:09:26.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,34,28,2021-10-23T00:09:26Z,1530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M00.70S,2021-10-23T00:09:33.2Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612751,34,28,2021-10-23T00:09:36Z,1540000,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 203083]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,3.0,Drummond,203083.0
156,PT00M00.70S,2021-10-23T00:09:33.2Z,1,REGULAR,steal,,[],203083,,,1610612755,34,28,2021-10-23T00:09:34Z,1550000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M00.10S,2021-10-23T00:09:37.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203083,66.70499342969777,47.05882352941176,1610612755,34,28,2021-10-23T00:10:45Z,1560000,15.0,575.0,1,left,MISS A. Drummond 57' 3PT,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,57.47,Missed,,,,,,,,,,,,,,,,,,
158,PT00M00.10S,2021-10-23T00:09:37.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,34,28,2021-10-23T00:10:45Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,157.0,,,,,,
159,PT00M00.00S,2021-10-23T00:09:51.7Z,1,REGULAR,period,end,[],0,,,1610612755,34,28,2021-10-23T00:09:51Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-10-23T00:10:17.7Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612755,34,28,2021-10-23T00:12:37Z,1590000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-10-23T00:10:17.7Z,2,REGULAR,substitution,in,['startperiod'],201949,,,1610612755,34,28,2021-10-23T00:12:37Z,1600000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-10-23T00:13:10.0Z,2,REGULAR,period,start,[],0,,,1610612751,34,28,2021-10-23T00:13:10Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M46.00S,2021-10-23T00:13:22.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,86.5473061760841,44.36274509803921,1610612751,34,30,2021-10-23T00:13:28Z,1620000,-28.0,74.0,1,right,J. Harden 7' driving floating Jump Shot (4 PTS) (P. Mills 1 AST),"[201935, 201988]",1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,7.92,Made,4.0,P. Mills,201988.0,1.0,,,,,,,,,,,,,,
165,PT11M31.00S,2021-10-23T00:13:37.2Z,2,REGULAR,3pt,Jump Shot,[],1627777,30.305519053876477,67.15686274509804,1610612755,34,30,2021-10-23T00:13:42Z,1640000,-86.0,232.0,1,left,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,
166,PT11M29.00S,2021-10-23T00:13:39.2Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,34,30,2021-10-23T00:13:42Z,1650000,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,165.0,1.0,0.0,1.0,,,
167,PT11M25.00S,2021-10-23T00:13:44.1Z,2,REGULAR,turnover,lost ball,[],203083,,,1610612755,34,30,2021-10-23T00:13:47Z,1660000,,,0,,A. Drummond lost ball TURNOVER (1 TO),"[203083, 201935]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,1.0,Harden,201935.0
168,PT11M25.00S,2021-10-23T00:13:44.1Z,2,REGULAR,steal,,[],201935,,,1610612751,34,30,2021-10-23T00:13:45Z,1670000,,,0,,J. Harden STEAL (1 STL),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M11.00S,2021-10-23T00:13:59.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,91.01511169513797,36.51960784313725,1610612751,34,30,2021-10-23T00:14:05Z,1680000,-67.0,32.0,1,right,MISS J. Harden 7' driving Layup - blocked,"[201935, 203083]",1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,7.46,Missed,,,,,,,,,,Drummond,203083.0,,,,,,,
170,PT11M11.00S,2021-10-23T00:13:59.2Z,2,REGULAR,block,,[],203083,,,1610612751,34,30,2021-10-23T00:14:02Z,1690000,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M11.00S,2021-10-23T00:13:59.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,34,30,2021-10-23T00:14:05Z,1700000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,,,
172,PT11M11.00S,2021-10-23T00:14:04.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,34,30,2021-10-23T00:14:05Z,1710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M11.00S,2021-10-23T00:14:12.9Z,2,REGULAR,foul,offensive,[],203925,,,1610612751,34,30,2021-10-23T00:14:25Z,1720000,,,0,,J. Harris offensive FOUL (2 PF),"[203925, 1630198]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,201245.0,2.0,0.0,Joe,1630198.0,,,,,,,,,
175,PT11M11.00S,2021-10-23T00:14:12.9Z,2,REGULAR,turnover,offensive foul,[],203925,,,1610612751,34,30,2021-10-23T00:14:12Z,1740000,,,0,,J. Harris offensive foul TURNOVER (2 TO),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,201245.0,,,,,,,,,,,2.0,,
176,PT11M11.00S,2021-10-23T00:14:26.2Z,2,REGULAR,substitution,out,[],200746,,,1610612755,34,30,2021-10-23T00:14:31Z,1750000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M11.00S,2021-10-23T00:14:26.2Z,2,REGULAR,substitution,in,[],1629651,,,1610612755,34,30,2021-10-23T00:14:31Z,1760000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M00.00S,2021-10-23T00:14:50.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203083,7.30946123521682,54.41176470588235,1610612755,36,30,2021-10-23T00:14:56Z,1770000,-22.0,16.0,1,left,A. Drummond Hook (2 PTS) (F. Korkmaz 1 AST),"[203083, 1627788]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,2.74,Made,2.0,F. Korkmaz,1627788.0,1.0,,,,,,,,,,,,,,
180,PT10M42.00S,2021-10-23T00:15:08.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,88.78120893561103,49.50980392156863,1610612751,36,30,2021-10-23T00:15:13Z,1790000,-2.0,53.0,1,right,MISS J. Harden driving floating Shot,[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,5.31,Missed,,,,,,,,,,,,,,,,,,
181,PT10M39.00S,2021-10-23T00:15:11.9Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,36,30,2021-10-23T00:15:13Z,1800000,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,180.0,2.0,1.0,1.0,,,
182,PT10M39.00S,2021-10-23T00:15:11.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,94.40999984741211,50.0,1610612751,36,30,2021-10-23T00:15:11Z,1810000,0.0,0.0,1,right,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
183,PT10M38.00S,2021-10-23T00:15:12.6Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,36,30,2021-10-23T00:15:12Z,1820000,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,182.0,2.0,1.0,1.0,,,
184,PT10M33.00S,2021-10-23T00:15:17.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,6.783837056504599,49.50980392156863,1610612755,38,30,2021-10-23T00:15:24Z,1830000,2.0,11.0,1,left,F. Korkmaz driving Layup (2 PTS),[1627788],1610612755.0,PHI,driving,,,Korkmaz,F. Korkmaz,,,,,1.16,Made,2.0,,,,,,,,,,,,,,,,,
185,PT10M17.00S,2021-10-23T00:15:33.6Z,2,REGULAR,3pt,Jump Shot,[],201988,67.49342969776609,55.63725490196079,1610612751,38,33,2021-10-23T00:15:37Z,1840000,28.0,253.0,1,right,P. Mills 25' 3PT pullup (3 PTS),[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,25.47,Made,3.0,,,,,,,,,,,,,,,,,
186,PT10M03.00S,2021-10-23T00:15:47.6Z,2,REGULAR,3pt,Jump Shot,[],1630198,26.363337713534822,81.37254901960785,1610612755,38,33,2021-10-23T00:15:52Z,1850000,-157.0,195.0,1,left,MISS I. Joe 25' 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,
