actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M20.00S,2021-12-10T00:13:26.3Z,1,REGULAR,foul,personal,['2freethrow'],201980,,,1610612762,4,5,2021-12-10T00:13:31Z,160000,,,0,,D. Green shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[201980, 202711]",1610612755.0,PHI,shooting,,,Green,D. Green,,,,,,,,,,,,,,,201638.0,1.0,0.0,Bogdanovic,202711.0,,,,,
18,PT10M20.00S,2021-12-10T00:13:48.8Z,1,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,4,6,2021-12-10T00:13:48Z,180000,,,0,,B. Bogdanovic Free Throw 1 of 2 (1 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
19,PT10M20.00S,2021-12-10T00:14:03.5Z,1,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,4,7,2021-12-10T00:14:03Z,190000,,,0,,B. Bogdanovic Free Throw 2 of 2 (2 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
20,PT09M55.00S,2021-12-10T00:14:31.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612755,4,7,2021-12-10T00:14:38Z,200000,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,1179.0,,,,,,,,,
21,PT09M44.00S,2021-12-10T00:14:55.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202711,76.39618922470433,89.95098039215686,1610612762,4,7,2021-12-10T00:15:01Z,210000,200.0,169.0,1,right,MISS B. Bogdanovic 26' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,
22,PT09M40.00S,2021-12-10T00:14:59.8Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,4,7,2021-12-10T00:15:01Z,220000,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,
23,PT09M34.00S,2021-12-10T00:15:35.3Z,1,REGULAR,jumpball,recovered,[],203954,,,1610612762,4,7,2021-12-10T00:15:35Z,230000,,,0,,Jump Ball D. Green vs. B. Bogdanovic: Tip to J. Embiid,"[203954, 201980, 202711]",1610612755.0,PHI,heldball,J. Embiid,203954.0,Embiid,J. Embiid,Green,201980.0,Bogdanovic,202711.0,,,,,,,,,,,,,,,,,,,,
26,PT09M34.00S,2021-12-10T00:15:35.3Z,1,REGULAR,turnover,lost ball,[],202711,,,1610612762,4,7,2021-12-10T00:15:35Z,260000,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[202711, 201980]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,1.0,Green,201980.0,,
27,PT09M34.00S,2021-12-10T00:15:35.3Z,1,REGULAR,steal,,[],201980,,,1610612755,4,7,2021-12-10T00:15:35Z,270000,,,0,,D. Green STEAL (1 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M18.00S,2021-12-10T00:15:57.3Z,1,REGULAR,foul,technical,['1freethrow'],202711,,,1610612755,4,7,2021-12-10T00:16:06Z,280000,,,0,,B. Bogdanovic defensive-3-second technical FOUL (1 Tech),[202711],1610612762.0,UTA,defensive-3-second,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,1201.0,0.0,1.0,,,,,,,
29,PT09M18.00S,2021-12-10T00:16:14.6Z,1,REGULAR,freethrow,1 of 1,[],203552,,,1610612755,5,7,2021-12-10T00:16:14Z,290000,,,0,,S. Curry technical Free Throw 1 of 1 (1 PTS),[203552],1610612755.0,PHI,technical,,,Curry,S. Curry,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
30,PT09M08.00S,2021-12-10T00:16:37.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203954,27.513140604467807,22.058823529411768,1610612755,8,7,2021-12-10T00:16:44Z,300000,140.0,206.0,1,left,J. Embiid 24' 3PT  (7 PTS) (S. Curry 1 AST),"[203954, 203552]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,24.9,Made,7.0,,,,,S. Curry,203552.0,1.0,,,,,,,,,,
32,PT08M54.00S,2021-12-10T00:16:51.4Z,1,REGULAR,3pt,Jump Shot,[],1628378,65.88370565045992,50.245098039215684,1610612762,8,10,2021-12-10T00:16:55Z,320000,1.0,268.0,1,right,D. Mitchell 26' 3PT pullup (3 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.82,Made,3.0,,,,,,,,,,,,,,,,,
33,PT08M43.00S,2021-12-10T00:17:02.0Z,1,REGULAR,2pt,Jump Shot,[],203552,27.11892247043363,50.49019607843137,1610612755,10,10,2021-12-10T00:17:06Z,330000,-2.0,202.0,1,left,S. Curry 20' pullup Jump Shot (3 PTS),[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,20.24,Made,3.0,,,,,,,,,,,,,,,,,
34,PT08M34.00S,2021-12-10T00:17:13.4Z,1,REGULAR,turnover,out-of-bounds,[],203497,,,1610612762,10,10,2021-12-10T00:17:19Z,340000,,,0,,R. Gobert lost ball out-of-bounds TURNOVER (1 TO),[203497],1610612762.0,UTA,lost ball,,,Gobert,R. Gobert,,,,,,,,,,,,,,,1179.0,,,,,1.0,,,,
35,PT08M20.00S,2021-12-10T00:17:31.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203552,7.408015768725363,46.07843137254902,1610612755,12,10,2021-12-10T00:17:38Z,350000,20.0,17.0,1,left,S. Curry driving floating bank Jump Shot (5 PTS),[203552],1610612755.0,PHI,driving floating bank,,,Curry,S. Curry,,,,,2.6,Made,5.0,,,,,,,,,,,,,,,,,
36,PT08M11.00S,2021-12-10T00:17:40.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,71.13994743758212,18.627450980392155,1610612762,12,10,2021-12-10T00:17:45Z,360000,-157.0,219.0,1,right,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,
37,PT08M08.00S,2021-12-10T00:17:43.1Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,12,10,2021-12-10T00:17:45Z,370000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
38,PT08M03.00S,2021-12-10T00:17:47.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203954,32.24375821287779,41.17647058823529,1610612755,12,10,2021-12-10T00:17:57Z,380000,44.0,251.0,1,left,MISS J. Embiid 25' pullup 3PT,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
39,PT08M00.00S,2021-12-10T00:17:50.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,12,10,2021-12-10T00:17:57Z,390000,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,38.0,2.0,1.0,1.0,,,,,,,,,,,,,
40,PT07M53.00S,2021-12-10T00:17:58.0Z,1,REGULAR,3pt,Jump Shot,[],1628378,69.4316688567674,63.48039215686275,1610612762,12,13,2021-12-10T00:18:02Z,400000,67.0,235.0,1,right,D. Mitchell 24' 3PT pullup (6 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,24.43,Made,6.0,,,,,,,,,,,,,,,,,
41,PT07M31.00S,2021-12-10T00:18:20.0Z,1,REGULAR,3pt,Jump Shot,[],202699,26.330486202365307,82.84313725490196,1610612755,15,13,2021-12-10T00:18:26Z,410000,-164.0,195.0,1,left,T. Harris 25' 3PT  (3 PTS) (S. Curry 2 AST),"[202699, 203552]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,25.49,Made,3.0,,,,,S. Curry,203552.0,2.0,,,,,,,,,,
43,PT07M16.00S,2021-12-10T00:18:34.5Z,1,REGULAR,2pt,Jump Shot,[],202711,79.15571616294349,41.91176470588235,1610612762,15,15,2021-12-10T00:18:40Z,430000,-40.0,143.0,1,right,B. Bogdanovic 14' fadeaway Jump Shot (4 PTS),[202711],1610612762.0,UTA,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,14.9,Made,4.0,,,,,,,,,,,,,,,,,
44,PT07M04.00S,2021-12-10T00:18:47.3Z,1,REGULAR,2pt,Jump Shot,[],1630178,27.77595269382391,64.70588235294117,1610612755,17,15,2021-12-10T00:18:51Z,440000,-74.0,209.0,1,left,T. Maxey 22' pullup Jump Shot (2 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,22.12,Made,2.0,,,,,,,,,,,,,,,,,
45,PT06M46.00S,2021-12-10T00:19:05.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,91.50788436268068,48.0392156862745,1610612762,17,17,2021-12-10T00:19:09Z,450000,-10.0,27.0,1,right,R. O'Neale driving floating Jump Shot (2 PTS) (M. Conley 2 AST),"[1626220, 201144]",1610612762.0,UTA,driving floating,,,O'Neale,R. O'Neale,,,,,2.9,Made,2.0,,,,,M. Conley,201144.0,2.0,,,,,,,,,,
47,PT06M30.00S,2021-12-10T00:19:21.1Z,1,REGULAR,3pt,Jump Shot,[],203552,35.79172141918528,66.66666666666667,1610612755,17,17,2021-12-10T00:19:28Z,470000,-83.0,284.0,1,left,MISS S. Curry 29' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,29.59,Missed,,,,,,,,,,,,,,,,,,
48,PT06M28.00S,2021-12-10T00:19:23.1Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,17,17,2021-12-10T00:19:28Z,480000,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,47.0,2.0,1.0,1.0,,,,,,,,,,,,,
49,PT06M27.00S,2021-12-10T00:19:24.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202699,6.619579500657039,51.22549019607843,1610612755,19,17,2021-12-10T00:19:44Z,490000,-6.0,10.0,1,left,T. Harris putback DUNK (5 PTS),[202699],1610612755.0,PHI,putback,,,Harris,T. Harris,,,,,1.15,Made,5.0,,,,,,,,,,,,,,,,,
50,PT06M26.00S,2021-12-10T00:19:31.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,19,17,2021-12-10T00:19:31Z,500000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M26.00S,2021-12-10T00:21:50.2Z,1,REGULAR,substitution,out,[],203497,,,1610612762,19,17,2021-12-10T00:22:23Z,510000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M26.00S,2021-12-10T00:21:50.2Z,1,REGULAR,substitution,out,[],201144,,,1610612762,19,17,2021-12-10T00:22:23Z,520000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M26.00S,2021-12-10T00:21:50.2Z,1,REGULAR,substitution,in,[],202355,,,1610612762,19,17,2021-12-10T00:22:23Z,530000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M26.00S,2021-12-10T00:21:50.2Z,1,REGULAR,substitution,in,[],204060,,,1610612762,19,17,2021-12-10T00:22:23Z,540000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M04.00S,2021-12-10T00:22:51.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,68.64323258869908,14.950980392156865,1610612762,19,17,2021-12-10T00:22:58Z,550000,-175.0,242.0,1,right,MISS D. Mitchell 29' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,29.9,Missed,,,,,,,,,,,,,,,,,,
56,PT06M00.00S,2021-12-10T00:22:55.8Z,1,REGULAR,rebound,offensive,[],204060,,,1610612762,19,17,2021-12-10T00:22:58Z,560000,,,0,,J. Ingles REBOUND (Off:1 Def:0),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,55.0,1.0,0.0,1.0,,,,,,,,,,,,,
57,PT05M54.00S,2021-12-10T00:23:01.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626220,94.53022339027595,46.07843137254902,1610612762,19,19,2021-12-10T00:23:10Z,570000,-20.0,-1.0,1,right,R. O'Neale driving finger roll Layup (4 PTS) (J. Ingles 1 AST),"[1626220, 204060]",1610612762.0,UTA,driving finger roll,,,O'Neale,R. O'Neale,,,,,1.96,Made,4.0,,,,,J. Ingles,204060.0,1.0,,,,,,,,,,
59,PT05M33.00S,2021-12-10T00:23:22.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,10.82457293035479,44.607843137254896,1610612755,19,19,2021-12-10T00:23:29Z,590000,27.0,49.0,1,left,MISS J. Embiid turnaround fadeaway Shot - blocked,"[203954, 202355]",1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,5.62,Missed,,,,,,,,,,,,,,,,,Whiteside,202355.0
60,PT05M33.00S,2021-12-10T00:23:22.3Z,1,REGULAR,block,,[],202355,,,1610612755,19,19,2021-12-10T00:23:25Z,600000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M30.00S,2021-12-10T00:23:25.3Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,19,19,2021-12-10T00:23:29Z,610000,,,0,,H. Whiteside REBOUND (Off:0 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,
62,PT05M26.00S,2021-12-10T00:23:30.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,95.05584756898817,50.245098039215684,1610612762,19,19,2021-12-10T00:23:37Z,620000,1.0,-6.0,1,right,MISS D. Mitchell driving finger roll Layup,[1628378],1610612762.0,UTA,driving finger roll,,,Mitchell,D. Mitchell,,,,,0.61,Missed,,,,,,,,,,,,,,,,,,
63,PT05M24.00S,2021-12-10T00:23:32.3Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,19,19,2021-12-10T00:23:32Z,630000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,,,,,,
64,PT05M17.00S,2021-12-10T00:23:39.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202355,94.3988173455979,47.549019607843135,1610612762,19,21,2021-12-10T00:24:11Z,640000,-12.0,0.0,1,right,H. Whiteside Hook (2 PTS) (D. Mitchell 1 AST),"[202355, 1628378]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,1.23,Made,2.0,,,,,D. Mitchell,1628378.0,1.0,,,,,,,,,,
66,PT04M59.00S,2021-12-10T00:23:58.8Z,1,REGULAR,foul,personal,[],1628378,,,1610612755,19,21,2021-12-10T00:24:05Z,660000,,,0,,D. Mitchell personal FOUL (1 PF),"[1628378, 203954]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,1201.0,1.0,0.0,Embiid,203954.0,,,,,
68,PT04M59.00S,2021-12-10T00:24:08.8Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,19,21,2021-12-10T00:24:14Z,680000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
69,PT04M59.00S,2021-12-10T00:24:08.8Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,19,21,2021-12-10T00:24:14Z,690000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M45.00S,2021-12-10T00:24:33.5Z,1,REGULAR,2pt,Jump Shot,[],202699,21.20565045992116,62.745098039215684,1610612755,19,21,2021-12-10T00:24:38Z,700000,-64.0,147.0,1,left,MISS T. Harris 16' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,16.0,Missed,,,,,,,,,,,,,,,,,,
71,PT04M44.00S,2021-12-10T00:24:34.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,19,21,2021-12-10T00:24:38Z,710000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,
72,PT04M44.00S,2021-12-10T00:24:38.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,19,21,2021-12-10T00:24:38Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M29.00S,2021-12-10T00:25:07.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201980,8.722076215505908,4.901960784313729,1610612755,19,21,2021-12-10T00:25:10Z,730000,225.0,29.0,1,left,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,22.74,Missed,,,,,,,,,,,,,,,,,,
74,PT04M27.00S,2021-12-10T00:25:09.0Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,19,21,2021-12-10T00:25:10Z,740000,,,0,,H. Whiteside REBOUND (Off:1 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,73.0,3.0,2.0,1.0,,,,,,,,,,,,,
75,PT04M24.00S,2021-12-10T00:25:14.1Z,1,REGULAR,foul,personal,[],203552,,,1610612762,19,21,2021-12-10T00:25:19Z,750000,,,0,,S. Curry personal FOUL (1 PF),"[203552, 1628378]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,1201.0,1.0,0.0,Mitchell,1628378.0,,,,,
77,PT04M24.00S,2021-12-10T00:25:20.9Z,1,REGULAR,substitution,out,[],201980,,,1610612762,19,21,2021-12-10T00:25:25Z,770000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M24.00S,2021-12-10T00:25:20.9Z,1,REGULAR,substitution,in,[],1629680,,,1610612762,19,21,2021-12-10T00:25:25Z,780000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M10.00S,2021-12-10T00:25:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,94.66162943495401,50.245098039215684,1610612762,19,21,2021-12-10T00:25:53Z,790000,1.0,-2.0,1,right,MISS D. Mitchell driving finger roll Layup,[1628378],1610612762.0,UTA,driving finger roll,,,Mitchell,D. Mitchell,,,,,0.26,Missed,,,,,,,,,,,,,,,,,,
80,PT04M09.00S,2021-12-10T00:25:49.6Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,19,21,2021-12-10T00:25:53Z,800000,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,
81,PT04M04.00S,2021-12-10T00:25:55.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203954,7.145203679369246,50.49019607843137,1610612755,21,21,2021-12-10T00:26:02Z,810000,-2.0,15.0,1,left,J. Embiid running DUNK (9 PTS),[203954],1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,1.49,Made,9.0,,,,,,,,,,,,,,,,,
82,PT03M40.00S,2021-12-10T00:26:21.7Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612762,21,21,2021-12-10T00:26:33Z,820000,,,0,,J. Embiid shooting personal FOUL (1 PF) (Mitchell 2 FT),"[203954, 1628378]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,,,,,,,,,,,1179.0,1.0,0.0,Mitchell,1628378.0,,,,,
84,PT03M40.00S,2021-12-10T00:27:01.5Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,21,21,2021-12-10T00:27:01Z,840000,,,0,,MISS D. Mitchell Free Throw 1 of 2,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Missed,,,,,,,,,,,,,,,,,,
85,PT03M40.00S,2021-12-10T00:27:01.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,21,21,2021-12-10T00:27:01Z,850000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,
86,PT03M40.00S,2021-12-10T00:27:02.8Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,21,21,2021-12-10T00:27:07Z,860000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M40.00S,2021-12-10T00:27:02.8Z,1,REGULAR,substitution,out,[],202711,,,1610612762,21,21,2021-12-10T00:27:07Z,870000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M40.00S,2021-12-10T00:27:02.8Z,1,REGULAR,substitution,in,[],203903,,,1610612762,21,21,2021-12-10T00:27:07Z,880000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M40.00S,2021-12-10T00:27:02.8Z,1,REGULAR,substitution,in,[],200752,,,1610612762,21,21,2021-12-10T00:27:07Z,890000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
