actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
183,PT00M20.00S,2022-01-04T00:40:08.8Z,1,REGULAR,substitution,out,[],1630194,,,1610612745,34,27,2022-01-04T00:40:19Z,1810000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
184,PT00M20.00S,2022-01-04T00:40:08.8Z,1,REGULAR,substitution,in,[],203552,,,1610612745,34,27,2022-01-04T00:40:19Z,1820000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
185,PT00M20.00S,2022-01-04T00:40:35.0Z,1,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,34,28,2022-01-04T00:40:35Z,1830000,,,0,,E. Gordon Free Throw 2 of 2 (5 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
186,PT00M04.10S,2022-01-04T00:40:52.5Z,1,REGULAR,turnover,bad pass,[],203552,,,1610612755,34,28,2022-01-04T00:40:59Z,1840000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[203552, 1628021]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,1.0,Nwaba,1628021.0,,,,,
187,PT00M04.10S,2022-01-04T00:40:52.5Z,1,REGULAR,steal,,[],1628021,,,1610612745,34,28,2022-01-04T00:40:54Z,1850000,,,0,,D. Nwaba STEAL (1 STL),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,
188,PT00M00.10S,2022-01-04T00:40:57.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628021,6.619579500657039,49.754901960784316,1610612745,34,28,2022-01-04T00:41:07Z,1860000,1.0,10.0,1,left,MISS D. Nwaba running finger roll Layup,[1628021],1610612745.0,HOU,running finger roll,,,Nwaba,D. Nwaba,,,,,0.98,Missed,,,,,,,,,,,,,,,,,,
189,PT00M00.10S,2022-01-04T00:40:57.2Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,34,28,2022-01-04T00:41:07Z,1870000,,,0,,K. Martin Jr. REBOUND (Off:3 Def:0),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,188.0,3.0,0.0,3.0,,,,,,,,,,,,,,
190,PT00M00.00S,2022-01-04T00:41:02.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630231,5.590000152587891,50.0,1610612745,34,30,2022-01-04T00:41:02Z,1880000,0.0,0.0,1,left,K. Martin Jr. tip DUNK (4 PTS),[1630231],1610612745.0,HOU,tip,,,Martin Jr.,K. Martin Jr.,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,
191,PT00M00.00S,2022-01-04T00:41:07.9Z,1,REGULAR,period,end,[],0,,,1610612755,34,30,2022-01-04T00:41:07Z,1890000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2022-01-04T00:43:07.0Z,2,REGULAR,substitution,out,['startperiod'],1627777,,,1610612755,34,30,2022-01-04T00:43:39Z,1900000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2022-01-04T00:43:07.0Z,2,REGULAR,substitution,out,['startperiod'],203954,,,1610612755,34,30,2022-01-04T00:43:39Z,1910000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2022-01-04T00:43:07.0Z,2,REGULAR,substitution,out,['startperiod'],1627788,,,1610612755,34,30,2022-01-04T00:43:39Z,1920000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2022-01-04T00:43:07.0Z,2,REGULAR,substitution,out,['startperiod'],1630528,,,1610612755,34,30,2022-01-04T00:43:39Z,1930000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2022-01-04T00:43:07.0Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612755,34,30,2022-01-04T00:43:39Z,1940000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2022-01-04T00:43:07.0Z,2,REGULAR,substitution,in,['startperiod'],202699,,,1610612755,34,30,2022-01-04T00:43:39Z,1950000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2022-01-04T00:43:07.0Z,2,REGULAR,substitution,in,['startperiod'],201980,,,1610612755,34,30,2022-01-04T00:43:39Z,1960000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2022-01-04T00:43:07.0Z,2,REGULAR,substitution,in,['startperiod'],201571,,,1610612755,34,30,2022-01-04T00:43:39Z,1970000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2022-01-04T00:43:47.9Z,2,REGULAR,period,start,[],0,,,1610612755,34,30,2022-01-04T00:43:47Z,1980000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT11M40.00S,2022-01-04T00:44:09.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630198,94.3988173455979,49.01960784313726,1610612755,36,30,2022-01-04T00:44:20Z,1990000,-5.0,0.0,1,right,I. Joe driving Layup (5 PTS) (D. Green 1 AST),"[1630198, 201980]",1610612755.0,PHI,driving,,,Joe,I. Joe,,,,,0.49,Made,,,,,5.0,,,,,,,,,D. Green,201980.0,1.0,,
203,PT11M40.00S,2022-01-04T00:44:19.9Z,2,REGULAR,foul,personal,['1freethrow'],1630231,,,1610612755,36,30,2022-01-04T00:44:25Z,2010000,,,0,,K. Martin Jr. shooting personal FOUL (1 PF) (Joe 1 FT),"[1630231, 1630198]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,1627961.0,1.0,0.0,Joe,1630198.0,,,,,,,,
205,PT11M40.00S,2022-01-04T00:44:33.8Z,2,REGULAR,freethrow,1 of 1,[],1630198,,,1610612755,37,30,2022-01-04T00:44:33Z,2030000,,,0,,I. Joe Free Throw 1 of 1 (6 PTS),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
206,PT11M24.00S,2022-01-04T00:44:49.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,8.853482260183966,45.34313725490197,1610612745,37,30,2022-01-04T00:45:00Z,2040000,23.0,31.0,1,left,MISS E. Gordon driving bank Shot,[201569],1610612745.0,HOU,driving bank,,,Gordon,E. Gordon,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,
207,PT11M22.00S,2022-01-04T00:44:51.5Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,37,30,2022-01-04T00:45:00Z,2050000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,,,
208,PT11M13.00S,2022-01-04T00:45:00.5Z,2,REGULAR,3pt,Jump Shot,[],1630198,67.06636005256242,43.13725490196079,1610612755,40,30,2022-01-04T00:45:05Z,2060000,-34.0,257.0,1,right,I. Joe 25' 3PT  (9 PTS) (T. Harris 1 AST),"[1630198, 202699]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,25.94,Made,,,,,9.0,,,,,,,,,T. Harris,202699.0,1.0,,
210,PT11M00.00S,2022-01-04T00:45:14.1Z,2,REGULAR,3pt,Jump Shot,[],1628021,34.21484888304862,34.55882352941177,1610612745,40,33,2022-01-04T00:45:18Z,2080000,77.0,269.0,1,left,D. Nwaba 28' 3PT  (3 PTS) (E. Gordon 1 AST),"[1628021, 201569]",1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,28.0,Made,,,,,3.0,,,,,,,,,E. Gordon,201569.0,1.0,,
212,PT10M47.00S,2022-01-04T00:45:27.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,87.82851511169514,52.94117647058824,1610612755,40,33,2022-01-04T00:45:30Z,2100000,15.0,62.0,1,right,MISS S. Curry 6' driving floating Shot,[203552],1610612755.0,PHI,driving floating,,,Curry,S. Curry,,,,,6.36,Missed,,,,,,,,,,,,,,,,,,
213,PT10M44.00S,2022-01-04T00:45:30.1Z,2,REGULAR,rebound,defensive,[],201571,,,1610612745,40,33,2022-01-04T00:45:30Z,2110000,,,0,,D. Augustin REBOUND (Off:0 Def:1),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,212.0,1.0,1.0,0.0,,,,,,,,,,,,,,
214,PT10M39.00S,2022-01-04T00:45:35.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630256,6.619579500657039,50.0,1610612745,40,35,2022-01-04T00:45:41Z,2120000,0.0,10.0,1,left,J. Tate driving DUNK (5 PTS) (D. Nwaba 2 AST),"[1630256, 1628021]",1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,0.97,Made,,,,,5.0,,,,,,,,,D. Nwaba,1628021.0,2.0,,
216,PT10M18.00S,2022-01-04T00:45:55.1Z,2,REGULAR,3pt,Jump Shot,[],203552,75.47634691195795,11.519607843137265,1610612755,40,35,2022-01-04T00:46:00Z,2140000,-192.0,178.0,1,right,MISS S. Curry 26' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,
217,PT10M15.00S,2022-01-04T00:45:58.1Z,2,REGULAR,rebound,defensive,[],201571,,,1610612745,40,35,2022-01-04T00:46:00Z,2150000,,,0,,D. Augustin REBOUND (Off:0 Def:2),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,216.0,2.0,2.0,0.0,,,,,,,,,,,,,,
218,PT10M14.00S,2022-01-04T00:46:02.3Z,2,REGULAR,foul,personal,[],1630198,,,1610612745,40,35,2022-01-04T00:46:13Z,2160000,,,0,,I. Joe personal FOUL (2 PF),"[1630198, 1628021]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,1627534.0,2.0,0.0,Nwaba,1628021.0,,,,,,,,
220,PT10M01.00S,2022-01-04T00:46:36.1Z,2,REGULAR,turnover,out-of-bounds,[],201571,,,1610612745,40,35,2022-01-04T00:46:44Z,2180000,,,0,,D. Augustin bad pass out-of-bounds TURNOVER (1 TO),[201571],1610612745.0,HOU,bad pass,,,Augustin,D. Augustin,,,,,,,,,,,,201246.0,,,,,1.0,,,,,,,
221,PT09M51.00S,2022-01-04T00:46:52.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203083,94.13600525624179,50.245098039215684,1610612755,42,35,2022-01-04T00:46:58Z,2190000,1.0,3.0,1,right,A. Drummond Layup (2 PTS) (S. Curry 3 AST),"[203083, 203552]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,0.29,Made,,,,,2.0,,,,,,,,,S. Curry,203552.0,3.0,,
223,PT09M42.00S,2022-01-04T00:47:05.0Z,2,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612745,42,35,2022-01-04T00:47:09Z,2210000,,,0,,I. Joe shooting personal FOUL (3 PF) (Augustin 2 FT),"[1630198, 201571]",1610612755.0,PHI,shooting,,,Joe,I. Joe,,,,,,,,,,,,201246.0,3.0,0.0,Augustin,201571.0,,,,,,,,
225,PT09M42.00S,2022-01-04T00:47:33.7Z,2,REGULAR,freethrow,1 of 2,[],201571,,,1610612745,42,35,2022-01-04T00:47:33Z,2230000,,,0,,MISS D. Augustin Free Throw 1 of 2,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,Missed,,,,,,,,,,,,,,,,,,
226,PT09M42.00S,2022-01-04T00:47:33.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,42,35,2022-01-04T00:47:33Z,2240000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,
227,PT09M42.00S,2022-01-04T00:47:34.8Z,2,REGULAR,substitution,out,[],1630198,,,1610612745,42,35,2022-01-04T00:47:39Z,2250000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M42.00S,2022-01-04T00:47:34.8Z,2,REGULAR,substitution,in,[],1627788,,,1610612745,42,35,2022-01-04T00:47:39Z,2260000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
229,PT09M42.00S,2022-01-04T00:48:00.2Z,2,REGULAR,freethrow,2 of 2,[],201571,,,1610612745,42,36,2022-01-04T00:48:00Z,2270000,,,0,,D. Augustin Free Throw 2 of 2 (1 PTS),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
230,PT09M20.00S,2022-01-04T00:48:24.7Z,2,REGULAR,3pt,Jump Shot,[],203552,71.53416557161628,24.509803921568633,1610612755,42,36,2022-01-04T00:48:30Z,2280000,-127.0,215.0,1,right,MISS S. Curry 25' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,
231,PT09M15.00S,2022-01-04T00:48:29.7Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,42,36,2022-01-04T00:48:30Z,2290000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,230.0,1.0,1.0,0.0,,,,,,,,,,,,,,
232,PT09M06.00S,2022-01-04T00:48:37.0Z,2,REGULAR,3pt,Jump Shot,[],201571,34.74047306176085,50.49019607843137,1610612745,42,39,2022-01-04T00:48:42Z,2300000,-2.0,274.0,1,left,D. Augustin 27' 3PT  (4 PTS) (J. Tate 3 AST),"[201571, 1630256]",1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,27.41,Made,,,,,4.0,,,,,,,,,J. Tate,1630256.0,3.0,,
234,PT08M51.00S,2022-01-04T00:48:53.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202699,91.37647831800263,48.0392156862745,1610612755,44,39,2022-01-04T00:48:56Z,2320000,-10.0,29.0,1,right,T. Harris turnaround Hook (4 PTS),[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,3.02,Made,,,,,4.0,,,,,,,,,,,,,
235,PT08M43.00S,2022-01-04T00:49:01.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,6.4881734559789805,52.94117647058824,1610612745,44,41,2022-01-04T00:49:12Z,2330000,-15.0,8.0,1,left,J. Tate driving Layup (7 PTS),[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,1.7,Made,,,,,7.0,,,,,,,,,,,,,
236,PT08M27.00S,2022-01-04T00:49:16.1Z,2,REGULAR,3pt,Jump Shot,[],201980,95.05584756898817,2.941176470588232,1610612755,44,41,2022-01-04T00:49:27Z,2340000,-235.0,-6.0,1,right,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,
237,PT08M24.00S,2022-01-04T00:49:19.1Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,44,41,2022-01-04T00:49:27Z,2350000,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,236.0,2.0,1.0,1.0,,,,,,,,,,,,,,
238,PT08M17.00S,2022-01-04T00:49:26.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201980,90.8508541392904,94.8529411764706,1610612755,47,41,2022-01-04T00:49:30Z,2360000,224.0,34.0,1,right,D. Green 3PT  (3 PTS) (A. Drummond 1 AST),"[201980, 203083]",1610612755.0,PHI,,,,Green,D. Green,,,,,22.68,Made,,,,,3.0,,,,,,,,,A. Drummond,203083.0,1.0,,
240,PT08M07.00S,2022-01-04T00:49:36.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,8.196452036793687,54.16666666666667,1610612745,47,41,2022-01-04T00:49:42Z,2380000,-21.0,25.0,1,left,MISS E. Gordon driving Layup,[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,
241,PT08M05.00S,2022-01-04T00:49:40.5Z,2,REGULAR,rebound,offensive,[],201569,,,1610612745,47,41,2022-01-04T00:49:40Z,2390000,,,0,,E. Gordon REBOUND (Off:1 Def:2),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,240.0,3.0,2.0,1.0,,,,,,,,,,,,,,
242,PT08M05.00S,2022-01-04T00:49:40.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201569,5.590000152587891,50.0,1610612745,47,41,2022-01-04T00:49:40Z,2400000,0.0,0.0,1,left,MISS E. Gordon tip Layup,[201569],1610612745.0,HOU,tip,,,Gordon,E. Gordon,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
243,PT08M05.00S,2022-01-04T00:49:41.7Z,2,REGULAR,rebound,offensive,[],1630231,,,1610612745,47,41,2022-01-04T00:49:41Z,2410000,,,0,,K. Martin Jr. REBOUND (Off:4 Def:0),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,242.0,4.0,0.0,4.0,,,,,,,,,,,,,,
244,PT08M05.00S,2022-01-04T00:49:41.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,5.590000152587891,50.0,1610612745,47,41,2022-01-04T00:49:41Z,2420000,0.0,0.0,1,left,MISS K. Martin Jr. tip Layup,[1630231],1610612745.0,HOU,tip,,,Martin Jr.,K. Martin Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
245,PT08M05.00S,2022-01-04T00:49:42.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,47,41,2022-01-04T00:49:42Z,2430000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,,,
246,PT08M05.00S,2022-01-04T00:49:54.9Z,2,REGULAR,substitution,out,[],1628021,,,1610612745,47,41,2022-01-04T00:49:59Z,2440000,,,0,,SUB out: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M05.00S,2022-01-04T00:49:54.9Z,2,REGULAR,substitution,in,[],1629726,,,1610612745,47,41,2022-01-04T00:49:59Z,2450000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M58.00S,2022-01-04T00:50:13.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629726,31.980946123521676,81.12745098039215,1610612745,47,41,2022-01-04T00:50:20Z,2460000,-156.0,248.0,1,left,MISS G. Mathews 29' pullup 3PT,[1629726],1610612745.0,HOU,pullup,,,Mathews,G. Mathews,,,,,29.29,Missed,,,,,,,,,,,,,,,,,,
249,PT07M55.00S,2022-01-04T00:50:16.2Z,2,REGULAR,rebound,defensive,[],203552,,,1610612755,47,41,2022-01-04T00:50:20Z,2470000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,248.0,1.0,1.0,0.0,,,,,,,,,,,,,,
250,PT07M51.00S,2022-01-04T00:50:20.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201980,69.82588699080158,69.36274509803921,1610612755,50,41,2022-01-04T00:50:25Z,2480000,97.0,231.0,1,right,D. Green 25' 3PT  (6 PTS) (S. Curry 4 AST),"[201980, 203552]",1610612755.0,PHI,,,,Green,D. Green,,,,,25.06,Made,,,,,6.0,,,,,,,,,S. Curry,203552.0,4.0,,
252,PT07M34.00S,2022-01-04T00:50:44.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,50,41,2022-01-04T00:50:44Z,2500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M34.00S,2022-01-04T00:50:44.9Z,2,REGULAR,substitution,out,[],1630256,,,1610612745,50,41,2022-01-04T00:50:50Z,2510000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M34.00S,2022-01-04T00:50:44.9Z,2,REGULAR,substitution,out,[],201569,,,1610612745,50,41,2022-01-04T00:50:50Z,2520000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M34.00S,2022-01-04T00:50:44.9Z,2,REGULAR,substitution,in,[],1630528,,,1610612745,50,41,2022-01-04T00:50:50Z,2530000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M34.00S,2022-01-04T00:50:44.9Z,2,REGULAR,substitution,in,[],1628464,,,1610612745,50,41,2022-01-04T00:50:50Z,2540000,,,0,,SUB in: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M21.00S,2022-01-04T00:51:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,8.590670170827863,49.50980392156863,1610612745,50,43,2022-01-04T00:51:09Z,2550000,2.0,28.0,1,left,J. Christopher cutting finger roll Layup (9 PTS) (D. Augustin 1 AST),"[1630528, 201571]",1610612745.0,HOU,cutting finger roll,,,Christopher,J. Christopher,,,,,2.84,Made,,,,,9.0,,,,,,,,,D. Augustin,201571.0,1.0,,
259,PT07M07.00S,2022-01-04T00:51:19.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,95.31865965834429,47.79411764705882,1610612755,52,43,2022-01-04T00:51:23Z,2570000,-11.0,-8.0,1,right,A. Drummond alley-oop DUNK (4 PTS) (T. Harris 2 AST),"[203083, 202699]",1610612755.0,PHI,alley-oop,,,Drummond,A. Drummond,,,,,1.39,Made,,,,,4.0,,,,,,,,,T. Harris,202699.0,2.0,,
261,PT06M53.00S,2022-01-04T00:51:32.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201571,8.327858081471746,50.49019607843137,1610612745,52,43,2022-01-04T00:52:20Z,2590000,-2.0,26.0,1,left,MISS D. Augustin driving reverse Layup - blocked,"[201571, 203083]",1610612745.0,HOU,driving reverse,,,Augustin,D. Augustin,,,,,2.59,Missed,,,,,,,,,,,,,,,,,Drummond,203083.0
262,PT06M53.00S,2022-01-04T00:51:32.2Z,2,REGULAR,block,,[],203083,,,1610612745,52,43,2022-01-04T00:51:34Z,2600000,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M46.00S,2022-01-04T00:51:39.2Z,2,REGULAR,rebound,offensive,[],1630231,,,1610612745,52,43,2022-01-04T00:51:40Z,2610000,,,0,,K. Martin Jr. REBOUND (Off:5 Def:0),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,261.0,5.0,0.0,5.0,,,,,,,,,,,,,,
264,PT06M46.00S,2022-01-04T00:51:39.4Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630231,5.590000152587891,50.0,1610612745,52,45,2022-01-04T00:51:43Z,2620000,0.0,0.0,1,left,K. Martin Jr. putback DUNK (6 PTS),[1630231],1610612745.0,HOU,putback,,,Martin Jr.,K. Martin Jr.,,,,,0.0,Made,,,,,6.0,,,,,,,,,,,,,
265,PT06M36.00S,2022-01-04T00:51:49.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,85.5946123521682,43.627450980392155,1610612755,52,45,2022-01-04T00:51:56Z,2630000,-32.0,83.0,1,right,MISS T. Harris 8' turnaround Shot,[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,8.88,Missed,,,,,,,,,,,,,,,,,,
266,PT06M30.00S,2022-01-04T00:51:55.4Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,52,45,2022-01-04T00:51:56Z,2640000,,,0,,K. Martin Jr. REBOUND (Off:5 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,265.0,6.0,1.0,5.0,,,,,,,,,,,,,,
267,PT06M27.00S,2022-01-04T00:51:58.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630231,33.295006570302235,65.68627450980392,1610612745,52,48,2022-01-04T00:52:06Z,2650000,-78.0,260.0,1,left,K. Martin Jr. 27' 3PT  (9 PTS) (J. Christopher 1 AST),"[1630231, 1630528]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,27.2,Made,,,,,9.0,,,,,,,,,J. Christopher,1630528.0,1.0,,
269,PT06M24.00S,2022-01-04T00:52:06.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,52,48,2022-01-04T00:52:06Z,2670000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M03.00S,2022-01-04T00:55:21.7Z,2,REGULAR,2pt,Jump Shot,[],202699,79.68134034165571,68.87254901960785,1610612755,52,48,2022-01-04T00:55:27Z,2680000,94.0,138.0,1,right,MISS T. Harris 16' step back Shot,[202699],1610612755.0,PHI,step back,,,Harris,T. Harris,,,,,16.76,Missed,,,,,,,,,,,,,,,,,,
271,PT05M59.00S,2022-01-04T00:55:25.7Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612745,52,48,2022-01-04T00:55:27Z,2690000,,,0,,G. Mathews REBOUND (Off:0 Def:4),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,270.0,4.0,4.0,0.0,,,,,,,,,,,,,,
