actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2021-11-12T00:09:02.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-12T00:09:02Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M52.00S,2021-11-12T00:09:09.3Z,1,REGULAR,jumpball,recovered,[],1630173,,,1610612761,0,0,2021-11-12T00:09:09Z,40000,,,0,,Jump Ball S. Barnes vs. A. Drummond: Tip to P. Achiuwa,"[1630173, 1630567, 203083]",1610612761.0,TOR,startperiod,P. Achiuwa,1630173.0,Achiuwa,P. Achiuwa,Barnes,1630567.0,Drummond,203083.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2021-11-12T00:09:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,91.80354796320631,55.14705882352941,1610612761,0,2,2021-11-12T00:09:25Z,70000,26.0,25.0,1,right,S. Barnes reverse Layup (2 PTS) (F. VanVleet 1 AST),"[1630567, 1627832]",1610612761.0,TOR,reverse,,,Barnes,S. Barnes,,,,,3.55,Made,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,,
9,PT11M22.00S,2021-11-12T00:09:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,7.440867279894875,47.794117647058826,1610612755,2,2,2021-11-12T00:09:45Z,90000,11.0,17.0,1,left,T. Harris driving Layup (2 PTS) (A. Drummond 1 AST),"[202699, 203083]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,2.06,Made,2.0,A. Drummond,203083.0,1.0,,,,,,,,,,,,,,,
11,PT11M02.00S,2021-11-12T00:09:59.1Z,1,REGULAR,2pt,Jump Shot,[],1630173,95.22010512483574,69.11764705882352,1610612761,2,2,2021-11-12T00:10:06Z,110000,96.0,-8.0,1,right,MISS P. Achiuwa 9' turnaround fadeaway Shot,[1630173],1610612761.0,TOR,turnaround fadeaway,,,Achiuwa,P. Achiuwa,,,,,9.59,Missed,,,,,,,,,,,,,,,,,,,
12,PT10M59.00S,2021-11-12T00:10:02.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,2,2,2021-11-12T00:10:06Z,120000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT10M51.00S,2021-11-12T00:10:10.3Z,1,REGULAR,2pt,Jump Shot,[],203552,2.7102496714848883,17.401960784313726,1610612755,2,2,2021-11-12T00:10:15Z,130000,163.0,-27.0,1,left,MISS S. Curry 16' pullup Shot,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,16.52,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M48.00S,2021-11-12T00:10:13.3Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,2,2,2021-11-12T00:10:15Z,140000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M44.00S,2021-11-12T00:10:17.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,94.1688567674113,50.98039215686274,1610612761,2,4,2021-11-12T00:10:23Z,150000,5.0,2.0,1,right,F. VanVleet running Layup (2 PTS),[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,0.54,Made,2.0,,,,,,,,,,,,,,,,,,
16,PT10M32.00S,2021-11-12T00:10:28.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.835085413929041,59.31372549019608,1610612755,2,4,2021-11-12T00:10:46Z,160000,-47.0,21.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,5.12,Missed,,,,,,,,,,,,,,,,,,,
