actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-04-10T23:10:32.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-10T23:10:32Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-04-10T23:10:34.3Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2022-04-10T23:10:34Z,40000,,,0,,Jump Ball D. Jordan vs. I. Stewart: Tip to T. Maxey,"[1630178, 201599, 1630191]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Jordan,201599.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-04-10T23:10:49.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.53942181340342,62.254901960784316,1610612755,0,0,2022-04-10T23:11:46Z,70000,-61.0,253.0,1,left,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2022-04-10T23:10:51.5Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,0,0,2022-04-10T23:10:54Z,80000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2022-04-10T23:11:04.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,91.67214191852825,53.92156862745098,1610612765,0,2,2022-04-10T23:11:08Z,90000,20.0,26.0,1,right,I. Stewart Layup (2 PTS) (S. Bey 1 AST),"[1630191, 1630180]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,3.24,Made,,,,,2.0,S. Bey,1630180.0,1.0,,,,,,,,,,
12,PT11M10.00S,2022-04-10T23:11:22.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.222733245729303,41.42156862745098,1610612755,0,2,2022-04-10T23:11:28Z,120000,43.0,72.0,1,left,MISS T. Harris 8' turnaround Shot,[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,8.36,Missed,,,,,,,,,,,,,,,,,,
13,PT11M04.00S,2022-04-10T23:11:26.5Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,0,2,2022-04-10T23:11:26Z,130000,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M59.00S,2022-04-10T23:11:32.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630165,91.5407358738502,53.67647058823529,1610612765,0,4,2022-04-10T23:11:41Z,140000,18.0,27.0,1,right,K. Hayes driving floating Jump Shot (2 PTS),[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,3.27,Made,,,,,2.0,,,,,,,,,,,,,
15,PT10M45.00S,2022-04-10T23:11:49.0Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612755,0,4,2022-04-10T23:12:09Z,150000,,,0,,I. Stewart shooting personal FOUL (1 PF) (Maxey 2 FT),"[1630191, 1630178]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Maxey,1630178.0,,,,,
17,PT10M45.00S,2022-04-10T23:12:12.3Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,1,4,2022-04-10T23:12:12Z,170000,,,0,,T. Maxey Free Throw 1 of 2 (1 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
18,PT10M45.00S,2022-04-10T23:12:30.7Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,2,4,2022-04-10T23:12:30Z,180000,,,0,,T. Maxey Free Throw 2 of 2 (2 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
19,PT10M30.00S,2022-04-10T23:12:47.7Z,1,REGULAR,2pt,Jump Shot,[],1630180,88.91261498028909,65.93137254901961,1610612765,2,4,2022-04-10T23:12:53Z,190000,80.0,52.0,1,right,MISS S. Bey 9' turnaround bank Shot,[1630180],1610612765.0,DET,turnaround bank,,,Bey,S. Bey,,,,,9.5,Missed,,,,,,,,,,,,,,,,,,
20,PT10M27.00S,2022-04-10T23:12:50.7Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,2,4,2022-04-10T23:12:53Z,200000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M12.00S,2022-04-10T23:13:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,12.040078843626807,55.88235294117647,1610612755,4,4,2022-04-10T23:13:15Z,210000,-29.0,61.0,1,left,T. Maxey 6' driving floating Jump Shot (4 PTS) (T. Harris 1 AST),"[1630178, 202699]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,6.74,Made,,,,,4.0,T. Harris,202699.0,1.0,,,,,,,,,,
23,PT10M12.00S,2022-04-10T23:13:11.5Z,1,REGULAR,foul,personal,['1freethrow'],1630165,,,1610612755,4,4,2022-04-10T23:13:37Z,230000,,,0,,K. Hayes shooting personal FOUL (1 PF) (Maxey 1 FT),"[1630165, 1630178]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Maxey,1630178.0,,,,,
25,PT10M12.00S,2022-04-10T23:13:35.4Z,1,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,5,4,2022-04-10T23:13:35Z,250000,,,0,,T. Maxey Free Throw 1 of 1 (5 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
26,PT09M57.00S,2022-04-10T23:13:51.4Z,1,REGULAR,3pt,Jump Shot,[],1630587,69.46452036793693,21.813725490196077,1610612765,5,7,2022-04-10T23:14:07Z,260000,-141.0,235.0,1,right,I. Livers 27' 3PT  (3 PTS) (I. Stewart 1 AST),"[1630587, 1630191]",1610612765.0,DET,,,,Livers,I. Livers,,,,,27.36,Made,,,,,3.0,I. Stewart,1630191.0,1.0,,,,,,,,,,
28,PT09M45.00S,2022-04-10T23:14:07.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202699,15.325229960578188,43.627450980392155,1610612755,5,7,2022-04-10T23:15:23Z,280000,32.0,92.0,1,left,MISS T. Harris 9' turnaround Hook,[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,9.7,Missed,,,,,,,,,,,,,,,,,,
29,PT09M41.00S,2022-04-10T23:14:11.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,5,7,2022-04-10T23:15:03Z,290000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,
30,PT09M40.00S,2022-04-10T23:14:13.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,5,7,2022-04-10T23:15:04Z,300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
