actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
92,PT05M32.00S,2022-03-03T01:02:05.8Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],201935,,,1610612755,14,18,2022-03-03T01:02:05Z,920000,,,0,,J. Harden Free Throw 1 of 1 (3 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
93,PT05M08.00S,2022-03-03T01:02:31.2Z,1,REGULAR,2pt,Jump Shot,[],203944,77.61169513797634,61.51960784313726,1610612752,14,20,2022-03-03T01:02:35Z,930000,58.0,158.0,1,right,J. Randle 16' pullup Jump Shot (5 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,16.82,Made,5.0,,,,,,,,,,,,,,,,,
94,PT04M56.00S,2022-03-03T01:02:43.1Z,1,REGULAR,3pt,Jump Shot,[],201935,30.436925098554536,68.62745098039215,1610612755,17,20,2022-03-03T01:02:48Z,940000,-93.0,234.0,1,left,J. Harden 25' 3PT step back (6 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,25.15,Made,6.0,,,,,,,,,,,,,,,,,
95,PT04M32.00S,2022-03-03T01:03:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,94.69448094612353,36.51960784313725,1610612752,17,20,2022-03-03T01:03:12Z,950000,-67.0,-3.0,1,right,MISS E. Fournier 6' driving floating Shot,[203095],1610612752.0,NYK,driving floating,,,Fournier,E. Fournier,,,,,6.75,Missed,,,,,,,,,,,,,,,,,,
96,PT04M30.00S,2022-03-03T01:03:09.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,17,20,2022-03-03T01:03:09Z,960000,,,0,,J. Embiid REBOUND (Off:1 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,95.0,3.0,2.0,1.0,,,
97,PT04M23.00S,2022-03-03T01:03:16.7Z,1,REGULAR,3pt,Jump Shot,[],1629680,35.29894875164258,36.27450980392157,1610612755,20,20,2022-03-03T01:05:49Z,970000,69.0,279.0,1,left,M. Thybulle 28' 3PT  (3 PTS) (T. Maxey 1 AST),"[1629680, 1630178]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,28.76,Made,3.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
99,PT04M19.00S,2022-03-03T01:03:34.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,20,20,2022-03-03T01:03:34Z,990000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M19.00S,2022-03-03T01:05:47.7Z,1,REGULAR,substitution,out,[],201935,,,1610612752,20,20,2022-03-03T01:06:15Z,1000000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M19.00S,2022-03-03T01:05:47.7Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,20,20,2022-03-03T01:06:15Z,1010000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M19.00S,2022-03-03T01:05:47.7Z,1,REGULAR,substitution,in,[],1627788,,,1610612752,20,20,2022-03-03T01:06:15Z,1020000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M19.00S,2022-03-03T01:05:47.7Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,20,20,2022-03-03T01:06:15Z,1030000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M03.00S,2022-03-03T01:07:06.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,86.15308804204993,54.90196078431373,1610612752,20,22,2022-03-03T01:07:11Z,1040000,25.0,78.0,1,right,J. Randle 8' fadeaway Jump Shot (7 PTS),[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,8.15,Made,7.0,,,,,,,,,,,,,,,,,
105,PT03M45.00S,2022-03-03T01:07:23.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.995400788436268,49.01960784313725,1610612755,22,22,2022-03-03T01:07:30Z,1050000,5.0,4.0,1,left,T. Maxey driving Layup (2 PTS) (F. Korkmaz 1 AST),"[1630178, 1627788]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,0.63,Made,2.0,F. Korkmaz,1627788.0,1.0,,,,,,,,,,,,,,
107,PT03M33.00S,2022-03-03T01:07:35.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,84.83902759526939,40.931372549019606,1610612752,22,22,2022-03-03T01:07:41Z,1070000,-45.0,90.0,1,right,MISS J. Randle 10' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,10.08,Missed,,,,,,,,,,,,,,,,,,
108,PT03M31.00S,2022-03-03T01:07:38.3Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,22,22,2022-03-03T01:07:38Z,1080000,,,0,,J. Sims REBOUND (Off:2 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,107.0,2.0,0.0,2.0,,,
109,PT03M26.00S,2022-03-03T01:07:43.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202692,69.85873850197109,75.73529411764706,1610612752,22,22,2022-03-03T01:07:47Z,1090000,129.0,231.0,1,right,MISS A. Burks 26' pullup 3PT,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,
110,PT03M23.00S,2022-03-03T01:07:46.0Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,22,22,2022-03-03T01:07:47Z,1100000,,,0,,J. Embiid REBOUND (Off:1 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,109.0,4.0,3.0,1.0,,,
111,PT03M13.00S,2022-03-03T01:07:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627788,12.565703022339028,59.55882352941176,1610612755,22,22,2022-03-03T01:08:01Z,1110000,-48.0,66.0,1,left,MISS F. Korkmaz 8' driving floating bank Shot,[1627788],1610612755.0,PHI,driving floating bank,,,Korkmaz,F. Korkmaz,,,,,8.12,Missed,,,,,,,,,,,,,,,,,,
112,PT03M11.00S,2022-03-03T01:07:58.5Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,22,22,2022-03-03T01:08:01Z,1120000,,,0,,J. Sims REBOUND (Off:2 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,111.0,3.0,1.0,2.0,,,
113,PT02M58.00S,2022-03-03T01:08:13.5Z,1,REGULAR,2pt,Jump Shot,[],203944,86.81011826544021,29.166666666666668,1610612752,22,24,2022-03-03T01:08:22Z,1130000,-104.0,71.0,1,right,J. Randle 12' turnaround Jump Shot (9 PTS),[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,12.64,Made,9.0,,,,,,,,,,,,,,,,,
114,PT02M58.00S,2022-03-03T01:08:16.5Z,1,REGULAR,foul,personal,['1freethrow'],1627777,,,1610612752,22,24,2022-03-03T01:08:22Z,1140000,,,0,,G. Niang shooting personal FOUL (1 PF) (Randle 1 FT),"[1627777, 203944]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,,,,1148.0,1.0,0.0,Randle,203944.0,,,,,,,,,
116,PT02M58.00S,2022-03-03T01:08:30.9Z,1,REGULAR,substitution,out,[],1629680,,,1610612752,22,24,2022-03-03T01:10:12Z,1160000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M58.00S,2022-03-03T01:08:30.9Z,1,REGULAR,substitution,in,[],201980,,,1610612752,22,24,2022-03-03T01:10:12Z,1170000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M58.00S,2022-03-03T01:08:55.5Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,22,25,2022-03-03T01:08:55Z,1180000,,,0,,J. Randle Free Throw 1 of 1 (10 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
119,PT02M48.00S,2022-03-03T01:09:07.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630579,,,1610612755,22,25,2022-03-03T01:09:15Z,1190000,,,0,,J. Sims personal FOUL (2 PF) (Embiid 2 FT),"[1630579, 203954]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,1148.0,2.0,0.0,Embiid,203954.0,,,,,,,,,
121,PT02M48.00S,2022-03-03T01:09:39.6Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,23,25,2022-03-03T01:10:13Z,1210000,,,0,,J. Embiid Free Throw 1 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
122,PT02M48.00S,2022-03-03T01:09:40.8Z,1,REGULAR,substitution,out,[],202692,,,1610612755,23,25,2022-03-03T01:09:44Z,1220000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M48.00S,2022-03-03T01:09:40.8Z,1,REGULAR,substitution,in,[],1629629,,,1610612755,23,25,2022-03-03T01:09:44Z,1230000,,,0,,SUB in: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M48.00S,2022-03-03T01:09:48.4Z,1,REGULAR,substitution,out,[],1630579,,,1610612755,23,25,2022-03-03T01:09:56Z,1240000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M48.00S,2022-03-03T01:09:48.4Z,1,REGULAR,substitution,in,[],201959,,,1610612755,23,25,2022-03-03T01:09:56Z,1250000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M48.00S,2022-03-03T01:09:39.6Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,23,25,2022-03-03T01:10:13Z,1260000,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,
127,PT02M46.00S,2022-03-03T01:09:41.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,23,25,2022-03-03T01:10:13Z,1270000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,126.0,2.0,2.0,0.0,,,
128,PT02M31.00S,2022-03-03T01:10:27.0Z,1,REGULAR,2pt,Jump Shot,[],203944,77.7431011826544,30.637254901960787,1610612752,23,27,2022-03-03T01:10:32Z,1280000,-97.0,157.0,1,right,J. Randle 18' step back Jump Shot (12 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,18.42,Made,12.0,,,,,,,,,,,,,,,,,
129,PT02M19.00S,2022-03-03T01:10:39.5Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,23,27,2022-03-03T01:10:48Z,1290000,,,0,,J. Embiid lost ball TURNOVER (2 TO),"[203954, 1630193]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,2.0,Quickley,1630193.0
130,PT02M19.00S,2022-03-03T01:10:39.5Z,1,REGULAR,steal,,[],1630193,,,1610612752,23,27,2022-03-03T01:10:42Z,1300000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M15.00S,2022-03-03T01:10:43.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630193,66.5735873850197,57.35294117647059,1610612752,23,30,2022-03-03T01:10:54Z,1310000,37.0,262.0,1,right,I. Quickley 26' 3PT running pullup (3 PTS),[1630193],1610612752.0,NYK,running pullup,,,Quickley,I. Quickley,,,,,26.43,Made,3.0,,,,,,,,,,,,,,,,,
132,PT01M51.00S,2022-03-03T01:11:06.7Z,1,REGULAR,2pt,Jump Shot,[],1630178,23.47240473061761,42.64705882352941,1610612755,25,30,2022-03-03T01:11:14Z,1320000,37.0,168.0,1,left,T. Maxey 17' pullup Jump Shot (4 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,17.21,Made,4.0,,,,,,,,,,,,,,,,,
133,PT01M37.00S,2022-03-03T01:11:20.6Z,1,REGULAR,3pt,Jump Shot,[],203944,81.553876478318,92.8921568627451,1610612752,25,30,2022-03-03T01:13:27Z,1330000,214.0,121.0,1,right,MISS J. Randle 24' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,
134,PT01M35.00S,2022-03-03T01:11:22.6Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,25,30,2022-03-03T01:11:25Z,1340000,,,0,,J. Embiid REBOUND (Off:1 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,133.0,5.0,4.0,1.0,,,
135,PT01M25.00S,2022-03-03T01:11:33.4Z,1,REGULAR,turnover,bad pass,[],1627788,,,1610612755,25,30,2022-03-03T01:11:37Z,1350000,,,0,,F. Korkmaz bad pass TURNOVER (1 TO),"[1627788, 203944]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,1.0,Randle,203944.0
136,PT01M25.00S,2022-03-03T01:11:33.4Z,1,REGULAR,steal,,[],203944,,,1610612752,25,30,2022-03-03T01:11:35Z,1360000,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M22.00S,2022-03-03T01:11:39.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,25,30,2022-03-03T01:11:39Z,1370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M22.00S,2022-03-03T01:11:42.2Z,1,REGULAR,substitution,out,[],1630178,,,1610612752,25,30,2022-03-03T01:11:59Z,1380000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M22.00S,2022-03-03T01:11:42.2Z,1,REGULAR,substitution,out,[],203954,,,1610612752,25,30,2022-03-03T01:11:59Z,1390000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M22.00S,2022-03-03T01:11:42.2Z,1,REGULAR,substitution,out,[],203095,,,1610612752,25,30,2022-03-03T01:11:59Z,1400000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M22.00S,2022-03-03T01:11:42.2Z,1,REGULAR,substitution,in,[],200794,,,1610612752,25,30,2022-03-03T01:11:59Z,1410000,,,0,,SUB in: P. Millsap,[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M22.00S,2022-03-03T01:11:42.2Z,1,REGULAR,substitution,in,[],201935,,,1610612752,25,30,2022-03-03T01:11:59Z,1420000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M22.00S,2022-03-03T01:11:42.2Z,1,REGULAR,substitution,in,[],1630167,,,1610612752,25,30,2022-03-03T01:11:59Z,1430000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M22.00S,2022-03-03T01:11:42.2Z,1,REGULAR,substitution,out,[],203944,,,1610612752,25,30,2022-03-03T01:12:14Z,1440000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M22.00S,2022-03-03T01:11:42.2Z,1,REGULAR,substitution,in,[],1629628,,,1610612752,25,30,2022-03-03T01:12:14Z,1450000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M04.00S,2022-03-03T01:12:14.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630167,77.7431011826544,6.862745098039216,1610612752,25,30,2022-03-03T01:12:18Z,1460000,-216.0,157.0,1,right,MISS O. Toppin 26' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,
147,PT01M01.00S,2022-03-03T01:12:17.6Z,1,REGULAR,rebound,defensive,[],201980,,,1610612755,25,30,2022-03-03T01:12:18Z,1470000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,146.0,1.0,1.0,0.0,,,
148,PT00M55.30S,2022-03-03T01:12:26.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629629,,,1610612755,25,30,2022-03-03T01:12:34Z,1480000,,,0,,C. Reddish shooting personal FOUL (1 PF) (Harden 2 FT),"[1629629, 201935]",1610612752.0,NYK,shooting,,,Reddish,C. Reddish,,,,,,,,,,,202037.0,1.0,0.0,Harden,201935.0,,,,,,,,,
150,PT00M55.30S,2022-03-03T01:12:55.6Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,25,30,2022-03-03T01:13:15Z,1500000,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Missed,,,,,,,,,,,,,,,,,,
151,PT00M55.30S,2022-03-03T01:12:55.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,25,30,2022-03-03T01:13:15Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,
152,PT00M55.30S,2022-03-03T01:12:55.6Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,25,30,2022-03-03T01:13:15Z,1520000,,,0,,MISS J. Harden Free Throw 2 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Missed,,,,,,,,,,,,,,,,,,
153,PT00M53.30S,2022-03-03T01:12:57.6Z,1,REGULAR,rebound,defensive,[],201959,,,1610612752,25,30,2022-03-03T01:15:54Z,1530000,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,152.0,1.0,1.0,0.0,,,
154,PT00M42.20S,2022-03-03T01:13:25.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,93.9060446780552,59.068627450980394,1610612752,25,30,2022-03-03T01:13:33Z,1540000,45.0,5.0,1,right,MISS R. Barrett driving floating bank Shot,[1629628],1610612752.0,NYK,driving floating bank,,,Barrett,R. Barrett,,,,,4.56,Missed,,,,,,,,,,,,,,,,,,
156,PT00M42.20S,2022-03-03T01:13:25.4Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,25,30,2022-03-03T01:13:33Z,1560000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,154.0,1.0,1.0,0.0,,,
157,PT00M35.50S,2022-03-03T01:13:32.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627788,20.581471747700395,93.13725490196079,1610612755,25,30,2022-03-03T01:19:21Z,1570000,-216.0,141.0,1,left,MISS F. Korkmaz 25' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,
158,PT00M33.30S,2022-03-03T01:13:34.3Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612752,25,30,2022-03-03T01:13:34Z,1580000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,157.0,1.0,1.0,0.0,,,
159,PT00M12.60S,2022-03-03T01:13:55.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201959,87.20433639947439,45.09803921568628,1610612752,25,30,2022-03-03T01:14:04Z,1590000,-25.0,68.0,1,right,MISS T. Gibson 7' driving floating bank Shot,[201959],1610612752.0,NYK,driving floating bank,,,Gibson,T. Gibson,,,,,7.21,Missed,,,,,,,,,,,,,,,,,,
160,PT00M11.70S,2022-03-03T01:13:55.9Z,1,REGULAR,rebound,offensive,[],201959,,,1610612752,25,30,2022-03-03T01:15:39Z,1600000,,,0,,T. Gibson REBOUND (Off:1 Def:1),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,159.0,2.0,1.0,1.0,,,
167,PT00M11.60S,2022-03-03T01:13:58.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201959,94.30026281208936,52.20588235294118,1610612752,25,30,2022-03-03T01:15:25Z,1605000,11.0,1.0,1,right,MISS T. Gibson tip Layup,[201959],1610612752.0,NYK,tip,,,Gibson,T. Gibson,,,,,1.11,Missed,,,,,,,,,,,,,,,,,,
168,PT00M10.60S,2022-03-03T01:13:59.3Z,1,REGULAR,rebound,offensive,[],201959,,,1610612752,25,30,2022-03-03T01:15:25Z,1607500,,,0,,T. Gibson REBOUND (Off:2 Def:1),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,167.0,3.0,1.0,2.0,,,
161,PT00M10.40S,2022-03-03T01:14:01.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201959,94.40999984741211,50.0,1610612752,25,32,2022-03-03T01:15:03Z,1610000,0.0,0.0,1,right,T. Gibson putback Layup (2 PTS),[201959],1610612752.0,NYK,putback,,,Gibson,T. Gibson,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
162,PT00M10.40S,2022-03-03T01:14:03.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627777,,,1610612752,25,32,2022-03-03T01:14:09Z,1620000,,,0,,G. Niang shooting personal FOUL (2 PF) (Gibson 1 FT),"[1627777, 201959]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,,,,1148.0,2.0,0.0,Gibson,201959.0,,,,,,,,,
164,PT00M10.40S,2022-03-03T01:14:31.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],201959,,,1610612752,25,33,2022-03-03T01:15:03Z,1640000,,,0,,T. Gibson Free Throw 1 of 1 (3 PTS),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
165,PT00M01.30S,2022-03-03T01:14:47.2Z,1,REGULAR,3pt,Jump Shot,[],201935,28.597240473061763,79.65686274509804,1610612755,25,33,2022-03-03T01:15:01Z,1650000,-148.0,216.0,1,left,MISS J. Harden 26' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,
166,PT00M01.30S,2022-03-03T01:14:47.2Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,25,33,2022-03-03T01:15:01Z,1660000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,165.0,1.0,1.0,0.0,,,
169,PT00M00.00S,2022-03-03T01:15:04.9Z,1,REGULAR,period,end,[],0,,,1610612752,25,33,2022-03-03T01:15:04Z,1670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-03-03T01:17:10.6Z,2,REGULAR,substitution,out,['startperiod'],1627777,,,1610612752,25,33,2022-03-03T01:17:41Z,1680000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-03-03T01:17:10.6Z,2,REGULAR,substitution,out,['startperiod'],1627788,,,1610612752,25,33,2022-03-03T01:17:41Z,1690000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-03T01:17:10.6Z,2,REGULAR,substitution,in,['startperiod'],202699,,,1610612752,25,33,2022-03-03T01:17:41Z,1700000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-03-03T01:17:10.6Z,2,REGULAR,substitution,in,['startperiod'],1629003,,,1610612752,25,33,2022-03-03T01:17:41Z,1710000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-03-03T01:18:27.0Z,2,REGULAR,period,start,[],0,,,1610612755,25,33,2022-03-03T01:18:27Z,1720000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M49.00S,2022-03-03T01:18:37.1Z,2,REGULAR,turnover,lost ball,[],200794,,,1610612755,25,33,2022-03-03T01:18:42Z,1730000,,,0,,P. Millsap lost ball TURNOVER (1 TO),"[200794, 201959]",1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,1.0,Gibson,201959.0
176,PT11M49.00S,2022-03-03T01:18:37.1Z,2,REGULAR,steal,,[],201959,,,1610612752,25,33,2022-03-03T01:25:01Z,1740000,,,0,,T. Gibson STEAL (1 STL),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M45.00S,2022-03-03T01:18:43.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,90.3580814717477,47.30392156862745,1610612752,25,35,2022-03-03T01:19:03Z,1750000,-13.0,38.0,1,right,R. Barrett running finger roll Layup (10 PTS),[1629628],1610612752.0,NYK,running finger roll,,,Barrett,R. Barrett,,,,,4.04,Made,10.0,,,,,,,,,,,,,,,,,
