actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
177,PT00M04.80S,2022-02-12T00:37:12.6Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,24,24,2022-02-12T00:37:29Z,1760000,,,0,,P. Reed REBOUND (Off:2 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,176.0,2.0,0.0,2.0,,,,,,,,,,,,,,
178,PT00M03.00S,2022-02-12T00:37:27.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630194,5.590000152587891,50.0,1610612755,24,24,2022-02-12T00:37:48Z,1770000,0.0,0.0,1,left,MISS P. Reed tip Layup,[1630194],1610612755.0,PHI,tip,,,Reed,P. Reed,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
179,PT00M02.00S,2022-02-12T00:37:28.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,24,24,2022-02-12T00:37:48Z,1780000,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,178.0,3.0,3.0,0.0,,,,,,,,,,,,,,
180,PT00M00.50S,2022-02-12T00:38:03.2Z,1,REGULAR,3pt,Jump Shot,[],1629026,49.35939553219448,49.01960784313725,1610612760,24,24,2022-02-12T00:38:31Z,1790000,-5.0,424.0,1,right,MISS K. Williams 42' running 3PT,[1629026],1610612760.0,OKC,running,,,Williams,K. Williams,,,,,42.35,Missed,,,,,,,,,,,,,,,,,,
181,PT00M00.50S,2022-02-12T00:38:03.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,24,24,2022-02-12T00:38:31Z,1800000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,
182,PT00M00.00S,2022-02-12T00:38:12.9Z,1,REGULAR,period,end,[],0,,,1610612760,24,24,2022-02-12T00:38:12Z,1810000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-02-12T00:39:02.7Z,2,REGULAR,substitution,out,['startperiod'],1630581,,,1610612760,24,24,2022-02-12T00:40:01Z,1820000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-02-12T00:39:02.7Z,2,REGULAR,substitution,out,['startperiod'],1630322,,,1610612760,24,24,2022-02-12T00:40:01Z,1830000,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-02-12T00:39:02.7Z,2,REGULAR,substitution,in,['startperiod'],1630197,,,1610612760,24,24,2022-02-12T00:40:01Z,1840000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2022-02-12T00:39:02.7Z,2,REGULAR,substitution,in,['startperiod'],1630177,,,1610612760,24,24,2022-02-12T00:40:01Z,1850000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2022-02-12T00:40:10.3Z,2,REGULAR,period,start,[],0,,,1610612760,24,24,2022-02-12T00:40:10Z,1860000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M39.00S,2022-02-12T00:40:30.5Z,2,REGULAR,3pt,Jump Shot,[],1630197,65.78515111695138,39.705882352941174,1610612760,24,24,2022-02-12T00:40:37Z,1870000,-51.0,269.0,1,right,MISS A. Pokusevski 27' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,27.4,Missed,,,,,,,,,,,,,,,,,,
189,PT11M35.00S,2022-02-12T00:40:33.9Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,24,24,2022-02-12T00:40:33Z,1880000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,,,,,,,
190,PT11M18.00S,2022-02-12T00:40:51.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,7.046649145860711,50.245098039215684,1610612755,26,24,2022-02-12T00:40:59Z,1890000,-1.0,14.0,1,left,P. Reed Layup (2 PTS) (G. Niang 1 AST),"[1630194, 1627777]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,1.38,Made,,,,,2.0,,,G. Niang,1627777.0,1.0,,,,,,,,
196,PT11M07.00S,2022-02-12T00:41:13.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,88.38699080157687,42.8921568627451,1610612760,26,24,2022-02-12T00:41:24Z,1930000,-36.0,57.0,1,right,MISS I. Roby 6' cutting Layup - blocked,"[1629676, 1630194]",1610612760.0,OKC,cutting,,,Roby,I. Roby,,,,,6.69,Missed,,,,,,Reed,1630194.0,,,,,,,,,,,
197,PT11M07.00S,2022-02-12T00:41:13.6Z,2,REGULAR,block,,[],1630194,,,1610612760,26,24,2022-02-12T00:41:16Z,1940000,,,0,,P. Reed BLOCK (2 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
198,PT11M07.00S,2022-02-12T00:41:13.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,26,24,2022-02-12T00:41:24Z,1950000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,
199,PT11M07.00S,2022-02-12T00:41:18.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,26,24,2022-02-12T00:41:18Z,1960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M55.00S,2022-02-12T00:41:32.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,26,24,2022-02-12T00:41:32Z,1970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M54.00S,2022-02-12T00:41:46.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,26,24,2022-02-12T00:41:46Z,1980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M51.00S,2022-02-12T00:42:01.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629660,65.52233902759527,12.254901960784313,1610612760,26,24,2022-02-12T00:42:11Z,2000000,-189.0,272.0,1,right,MISS T. Jerome 33' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,33.07,Missed,,,,,,,,,,,,,,,,,,
204,PT10M51.00S,2022-02-12T00:42:01.5Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,26,24,2022-02-12T00:42:11Z,2010000,,,0,,T. Maxey REBOUND (Off:1 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,203.0,3.0,2.0,1.0,,,,,,,,,,,,,,
205,PT10M32.00S,2022-02-12T00:42:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,7.440867279894875,56.61764705882353,1610612755,26,24,2022-02-12T00:42:28Z,2020000,-33.0,17.0,1,left,MISS S. Milton driving Layup - blocked,"[1629003, 1629026]",1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,3.74,Missed,,,,,,Williams,1629026.0,,,,,,,,,,,
206,PT10M32.00S,2022-02-12T00:42:22.5Z,2,REGULAR,block,,[],1629026,,,1610612755,26,24,2022-02-12T00:42:26Z,2030000,,,0,,K. Williams BLOCK (1 BLK),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
207,PT10M32.00S,2022-02-12T00:42:22.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,26,24,2022-02-12T00:42:28Z,2040000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,
208,PT10M32.00S,2022-02-12T00:42:29.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,26,24,2022-02-12T00:42:29Z,2050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M24.00S,2022-02-12T00:42:44.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629003,8.360709592641262,10.049019607843137,1610612755,26,24,2022-02-12T00:42:48Z,2060000,200.0,26.0,1,left,MISS S. Milton 20' pullup Shot,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,20.15,Missed,,,,,,,,,,,,,,,,,,
210,PT10M21.00S,2022-02-12T00:42:47.4Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,26,24,2022-02-12T00:42:47Z,2070000,,,0,,K. Williams REBOUND (Off:0 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,209.0,3.0,3.0,0.0,,,,,,,,,,,,,,
211,PT10M18.00S,2022-02-12T00:42:50.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630197,92.85479632063075,47.30392156862745,1610612760,26,26,2022-02-12T00:42:57Z,2080000,-13.0,15.0,1,right,A. Pokusevski running finger roll Layup (2 PTS) (K. Williams 2 AST),"[1630197, 1629026]",1610612760.0,OKC,running finger roll,,,Pokusevski,A. Pokusevski,,,,,2.0,Made,,,,,2.0,,,K. Williams,1629026.0,2.0,,,,,,,,
213,PT10M04.00S,2022-02-12T00:43:06.7Z,2,REGULAR,turnover,traveling,[],201980,,,1610612755,26,26,2022-02-12T00:43:12Z,2100000,,,0,,D. Green traveling TURNOVER (1 TO),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,2004.0,,,,,1.0,,
214,PT10M04.00S,2022-02-12T00:43:10.5Z,2,REGULAR,substitution,out,[],1629003,,,1610612760,26,26,2022-02-12T00:43:22Z,2110000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
215,PT10M04.00S,2022-02-12T00:43:10.5Z,2,REGULAR,substitution,out,[],1629676,,,1610612760,26,26,2022-02-12T00:43:22Z,2120000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
216,PT10M04.00S,2022-02-12T00:43:10.5Z,2,REGULAR,substitution,in,[],202699,,,1610612760,26,26,2022-02-12T00:43:22Z,2130000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
217,PT10M04.00S,2022-02-12T00:43:10.5Z,2,REGULAR,substitution,in,[],1629647,,,1610612760,26,26,2022-02-12T00:43:22Z,2140000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M51.00S,2022-02-12T00:43:42.6Z,2,REGULAR,turnover,out-of-bounds,[],1629660,,,1610612760,26,26,2022-02-12T00:43:48Z,2150000,,,0,,T. Jerome bad pass out-of-bounds TURNOVER (1 TO),[1629660],1610612760.0,OKC,bad pass,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,1193.0,,,,,1.0,,
219,PT09M37.00S,2022-02-12T00:44:12.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201980,10.988830486202366,3.6764705882352944,1610612755,26,26,2022-02-12T00:44:15Z,2160000,232.0,51.0,1,left,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,23.71,Missed,,,,,,,,,,,,,,,,,,
220,PT09M34.00S,2022-02-12T00:44:14.5Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,26,26,2022-02-12T00:44:14Z,2170000,,,0,,K. Williams REBOUND (Off:0 Def:4),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,219.0,4.0,4.0,0.0,,,,,,,,,,,,,,
221,PT09M23.00S,2022-02-12T00:44:25.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,88.25558475689881,42.15686274509804,1610612760,26,28,2022-02-12T00:44:31Z,2180000,-39.0,58.0,1,right,K. Williams 6' turnaround Jump Shot (2 PTS),[1629026],1610612760.0,OKC,turnaround,,,Williams,K. Williams,,,,,6.99,Made,,,,,2.0,,,,,,,,,,,,,
222,PT09M08.00S,2022-02-12T00:44:44.8Z,2,REGULAR,foul,personal,[],1629026,,,1610612755,26,28,2022-02-12T00:45:00Z,2190000,,,0,,K. Williams personal FOUL (2 PF),"[1629026, 202699]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,1627963.0,2.0,0.0,Harris,202699.0,,,
224,PT09M01.00S,2022-02-12T00:45:15.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,12.040078843626807,45.09803921568628,1610612755,26,28,2022-02-12T00:45:20Z,2210000,25.0,61.0,1,left,MISS T. Harris 6' driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,6.55,Missed,,,,,,,,,,,,,,,,,,
225,PT08M59.00S,2022-02-12T00:45:17.3Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,26,28,2022-02-12T00:45:20Z,2220000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,224.0,1.0,1.0,0.0,,,,,,,,,,,,,,
226,PT08M50.00S,2022-02-12T00:45:31.8Z,2,REGULAR,violation,kicked ball,[],1627777,,,1610612760,26,28,2022-02-12T00:45:39Z,2230000,,,0,,G. Niang kicked ball VIOLATION,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,2004.0,,,,,,,
227,PT08M48.00S,2022-02-12T00:45:53.7Z,2,REGULAR,turnover,bad pass,[],1629660,,,1610612760,26,28,2022-02-12T00:45:59Z,2240000,,,0,,T. Jerome bad pass TURNOVER (2 TO),"[1629660, 1630194]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,2.0,Reed,1630194.0
228,PT08M48.00S,2022-02-12T00:45:53.7Z,2,REGULAR,steal,,[],1630194,,,1610612755,26,28,2022-02-12T00:45:57Z,2250000,,,0,,P. Reed STEAL (2 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M45.00S,2022-02-12T00:45:58.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630194,7.35873850197109,54.212622549019606,1610612755,26,28,2022-02-12T00:46:10Z,2260000,-21.0,17.0,1,left,MISS P. Reed running reverse Layup,[1630194],1610612755.0,PHI,running reverse,,,Reed,P. Reed,,,,,2.69,Missed,,,,,,,,,,,,,,,,,,
230,PT08M45.00S,2022-02-12T00:45:58.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,26,28,2022-02-12T00:46:10Z,2270000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,229.0,,,,,,,,,,,,,,,,,
231,PT08M45.00S,2022-02-12T00:46:11.5Z,2,REGULAR,foul,personal,[],1630194,,,1610612760,26,28,2022-02-12T00:46:18Z,2280000,,,0,,P. Reed loose ball personal FOUL (2 PF),"[1630194, 1629647]",1610612755.0,PHI,loose ball,,,Reed,P. Reed,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,Bazley,1629647.0,,,
233,PT08M45.00S,2022-02-12T00:46:18.5Z,2,REGULAR,substitution,out,[],201980,,,1610612760,26,28,2022-02-12T00:46:22Z,2300000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M45.00S,2022-02-12T00:46:18.5Z,2,REGULAR,substitution,in,[],1629680,,,1610612760,26,28,2022-02-12T00:46:22Z,2310000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M29.00S,2022-02-12T00:46:44.6Z,2,REGULAR,3pt,Jump Shot,[],1629647,88.91261498028909,95.09803921568627,1610612760,26,28,2022-02-12T00:46:48Z,2320000,225.0,52.0,1,right,MISS D. Bazley 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,23.14,Missed,,,,,,,,,,,,,,,,,,
236,PT08M27.00S,2022-02-12T00:46:46.6Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612755,26,28,2022-02-12T00:46:48Z,2330000,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,235.0,2.0,2.0,0.0,,,,,,,,,,,,,,
237,PT08M15.00S,2022-02-12T00:47:00.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,11.383048620236531,45.09803921568628,1610612755,28,28,2022-02-12T00:47:05Z,2340000,25.0,55.0,1,left,T. Maxey driving floating Jump Shot (4 PTS) (T. Harris 1 AST),"[1630178, 202699]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,5.98,Made,,,,,4.0,,,T. Harris,202699.0,1.0,,,,,,,,
239,PT08M15.00S,2022-02-12T00:47:03.8Z,2,REGULAR,foul,personal,['1freethrow'],1629660,,,1610612755,28,28,2022-02-12T00:47:22Z,2360000,,,0,,T. Jerome shooting personal FOUL (2 PF) (Maxey 1 FT),"[1629660, 1630178]",1610612760.0,OKC,shooting,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,1627963.0,2.0,0.0,Maxey,1630178.0,,,
241,PT08M15.00S,2022-02-12T00:47:25.2Z,2,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,29,28,2022-02-12T00:47:25Z,2380000,,,0,,T. Maxey Free Throw 1 of 1 (5 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
242,PT07M59.00S,2022-02-12T00:47:43.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,88.51839684625493,46.32352941176471,1610612760,29,28,2022-02-12T00:47:47Z,2390000,-18.0,55.0,1,right,MISS T. Maledon driving floating Shot,[1630177],1610612760.0,OKC,driving floating,,,Maledon,T. Maledon,,,,,5.84,Missed,,,,,,,,,,,,,,,,,,
243,PT07M56.00S,2022-02-12T00:47:46.7Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,29,28,2022-02-12T00:47:46Z,2400000,,,0,,P. Reed REBOUND (Off:2 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,242.0,3.0,1.0,2.0,,,,,,,,,,,,,,
244,PT07M45.00S,2022-02-12T00:47:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629680,10.33180026281209,49.50980392156863,1610612755,31,28,2022-02-12T00:48:02Z,2410000,2.0,45.0,1,left,M. Thybulle driving floating Jump Shot (2 PTS) (T. Maxey 2 AST),"[1629680, 1630178]",1610612755.0,PHI,driving floating,,,Thybulle,M. Thybulle,,,,,4.47,Made,,,,,2.0,,,T. Maxey,1630178.0,2.0,,,,,,,,
246,PT07M30.00S,2022-02-12T00:48:12.4Z,2,REGULAR,3pt,Jump Shot,[],1630177,69.59592641261499,16.42156862745098,1610612760,31,28,2022-02-12T00:48:16Z,2430000,-168.0,233.0,1,right,MISS T. Maledon 28' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,28.74,Missed,,,,,,,,,,,,,,,,,,
247,PT07M27.00S,2022-02-12T00:48:15.4Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,31,28,2022-02-12T00:48:16Z,2440000,,,0,,K. Williams REBOUND (Off:1 Def:4),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,246.0,5.0,4.0,1.0,,,,,,,,,,,,,,
248,PT07M24.00S,2022-02-12T00:48:21.3Z,2,REGULAR,foul,personal,[],1630178,,,1610612760,31,28,2022-02-12T00:48:27Z,2450000,,,0,,T. Maxey personal FOUL (2 PF),"[1630178, 1630177]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Maledon,1630177.0,,,
250,PT07M24.00S,2022-02-12T00:48:29.8Z,2,REGULAR,substitution,out,[],1630194,,,1610612760,31,28,2022-02-12T00:48:44Z,2470000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M24.00S,2022-02-12T00:48:29.8Z,2,REGULAR,substitution,out,[],1629660,,,1610612760,31,28,2022-02-12T00:48:44Z,2480000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M24.00S,2022-02-12T00:48:29.8Z,2,REGULAR,substitution,in,[],203954,,,1610612760,31,28,2022-02-12T00:48:44Z,2490000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M24.00S,2022-02-12T00:48:29.8Z,2,REGULAR,substitution,in,[],1629676,,,1610612760,31,28,2022-02-12T00:48:44Z,2500000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M17.00S,2022-02-12T00:48:57.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630197,87.72996057818659,42.64705882352941,1610612760,31,30,2022-02-12T00:49:01Z,2510000,-37.0,63.0,1,right,A. Pokusevski 7' driving floating Jump Shot (4 PTS),[1630197],1610612760.0,OKC,driving floating,,,Pokusevski,A. Pokusevski,,,,,7.28,Made,,,,,4.0,,,,,,,,,,,,,
255,PT06M58.00S,2022-02-12T00:49:15.9Z,2,REGULAR,3pt,Jump Shot,[],1627777,30.042706964520367,28.186274509803923,1610612755,31,30,2022-02-12T00:49:20Z,2520000,109.0,230.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
256,PT06M56.00S,2022-02-12T00:49:17.9Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,31,30,2022-02-12T00:49:20Z,2530000,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,255.0,2.0,2.0,0.0,,,,,,,,,,,,,,
257,PT06M40.00S,2022-02-12T00:49:36.3Z,2,REGULAR,turnover,out-of-bounds,[],1630177,,,1610612760,31,30,2022-02-12T00:49:41Z,2540000,,,0,,T. Maledon bad pass out-of-bounds TURNOVER (1 TO),[1630177],1610612760.0,OKC,bad pass,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,1193.0,,,,,1.0,,
258,PT06M40.00S,2022-02-12T00:49:43.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,31,30,2022-02-12T00:49:43Z,2550000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M40.00S,2022-02-12T00:52:21.1Z,2,REGULAR,substitution,out,[],1630177,,,1610612755,31,30,2022-02-12T00:52:31Z,2560000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M40.00S,2022-02-12T00:52:21.1Z,2,REGULAR,substitution,in,[],1630581,,,1610612755,31,30,2022-02-12T00:52:31Z,2570000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M40.00S,2022-02-12T00:52:21.1Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,31,30,2022-02-12T00:52:44Z,2580000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M40.00S,2022-02-12T00:52:21.1Z,2,REGULAR,substitution,in,[],1627788,,,1610612755,31,30,2022-02-12T00:52:44Z,2590000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M18.00S,2022-02-12T00:53:11.8Z,2,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612755,31,30,2022-02-12T00:53:29Z,2610000,,,0,,I. Roby shooting personal FOUL (1 PF) (Korkmaz 2 FT),"[1629676, 1627788]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Korkmaz,1627788.0,,,
266,PT06M18.00S,2022-02-12T00:53:32.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627788,,,1610612755,32,30,2022-02-12T00:53:32Z,2630000,,,0,,F. Korkmaz Free Throw 1 of 2 (5 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
267,PT06M18.00S,2022-02-12T00:53:32.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627788,,,1610612755,32,30,2022-02-12T00:53:47Z,2640000,,,0,,MISS F. Korkmaz Free Throw 2 of 2,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,Missed,,,,,,,,,,,,,,,,,,
268,PT06M15.00S,2022-02-12T00:53:35.2Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,32,30,2022-02-12T00:53:47Z,2650000,,,0,,D. Bazley REBOUND (Off:0 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,267.0,4.0,4.0,0.0,,,,,,,,,,,,,,
269,PT06M02.00S,2022-02-12T00:53:59.5Z,2,REGULAR,turnover,bad pass,[],1630581,,,1610612760,32,30,2022-02-12T00:54:04Z,2660000,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1629680]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,1.0,Thybulle,1629680.0
270,PT06M02.00S,2022-02-12T00:53:59.5Z,2,REGULAR,steal,,[],1629680,,,1610612755,32,30,2022-02-12T00:54:01Z,2670000,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
