actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
174,PT08M58.00S,2021-12-24T00:42:06.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203476,66.5735873850197,36.27450980392157,1610612737,23,36,2021-12-24T00:42:11Z,1740000,-69.0,262.0,1,right,MISS G. Dieng 27' 3PT,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,27.05,Missed,,,,,,,,,,,,,,,,
175,PT08M54.00S,2021-12-24T00:42:10.6Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612755,23,36,2021-12-24T00:42:11Z,1750000,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,,,,
176,PT08M50.00S,2021-12-24T00:42:14.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],204020,15.588042049934298,5.88235294117647,1610612755,26,36,2021-12-24T00:42:19Z,1760000,221.0,94.0,1,left,T. Johnson 3PT  (3 PTS) (I. Joe 1 AST),"[204020, 1630198]",1610612755.0,PHI,,,,Johnson,T. Johnson,,,,,,,,23.98,Made,,,,,,,3.0,I. Joe,1630198.0,1.0,,,,,,
178,PT08M41.00S,2021-12-24T00:42:23.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630552,92.32917214191852,42.40196078431372,1610612737,26,36,2021-12-24T00:42:29Z,1780000,-38.0,20.0,1,right,MISS J. Johnson driving Hook,[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,,,,4.28,Missed,,,,,,,,,,,,,,,,
179,PT08M39.00S,2021-12-24T00:42:25.8Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,26,36,2021-12-24T00:42:29Z,1790000,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,
180,PT08M30.00S,2021-12-24T00:42:34.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.995400788436268,43.13725490196079,1610612755,26,36,2021-12-24T00:42:43Z,1800000,34.0,4.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,,,,3.45,Missed,,,,,,,,,,,,,,,,
181,PT08M30.00S,2021-12-24T00:42:34.9Z,2,REGULAR,rebound,offensive,[],1629646,,,1610612755,26,36,2021-12-24T00:42:43Z,1810000,,,0,,C. Bassey REBOUND (Off:1 Def:2),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,180.0,3.0,2.0,1.0,,,,,,,,,,,,
182,PT08M30.00S,2021-12-24T00:42:39.3Z,2,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612755,26,36,2021-12-24T00:42:48Z,1820000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Bassey 2 FT),"[1630552, 1629646]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Bassey,1629646.0,
184,PT08M30.00S,2021-12-24T00:43:09.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629646,,,1610612755,27,36,2021-12-24T00:43:09Z,1840000,,,0,,C. Bassey Free Throw 1 of 2 (1 PTS),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
185,PT08M30.00S,2021-12-24T00:43:10.2Z,2,REGULAR,substitution,out,[],1630198,,,1610612755,27,36,2021-12-24T00:43:14Z,1850000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M30.00S,2021-12-24T00:43:10.2Z,2,REGULAR,substitution,in,[],1627788,,,1610612755,27,36,2021-12-24T00:43:14Z,1860000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M30.00S,2021-12-24T00:43:29.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629646,,,1610612755,28,36,2021-12-24T00:43:29Z,1870000,,,0,,C. Bassey Free Throw 2 of 2 (2 PTS),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
188,PT08M09.00S,2021-12-24T00:43:55.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,28,36,2021-12-24T00:43:55Z,1880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M07.00S,2021-12-24T00:44:10.6Z,2,REGULAR,3pt,Jump Shot,[],203476,81.42247043363994,7.107843137254902,1610612737,28,36,2021-12-24T00:44:27Z,1890000,-214.0,122.0,1,right,MISS G. Dieng 24' 3PT - blocked,"[203476, 1629646]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,24.68,Missed,,,,,Bassey,1629646.0,,,,,,,,,,
190,PT08M07.00S,2021-12-24T00:44:10.6Z,2,REGULAR,block,,[],1629646,,,1610612737,28,36,2021-12-24T00:44:14Z,1900000,,,0,,C. Bassey BLOCK (1 BLK),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M06.00S,2021-12-24T00:44:11.6Z,2,REGULAR,rebound,offensive,[],1630219,,,1610612737,28,36,2021-12-24T00:44:27Z,1910000,,,0,,S. Mays REBOUND (Off:2 Def:4),[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,189.0,6.0,4.0,2.0,,,,,,,,,,,,
192,PT08M06.00S,2021-12-24T00:44:18.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612737,28,36,2021-12-24T00:44:30Z,1920000,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,,
193,PT07M52.00S,2021-12-24T00:44:44.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630178,21.895532194480946,25.245098039215684,1610612755,28,36,2021-12-24T00:44:49Z,1930000,124.0,153.0,1,left,MISS T. Maxey 19' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,19.7,Missed,,,,,,,,,,,,,,,,
194,PT07M48.00S,2021-12-24T00:44:48.4Z,2,REGULAR,rebound,defensive,[],1630219,,,1610612737,28,36,2021-12-24T00:44:49Z,1940000,,,0,,S. Mays REBOUND (Off:2 Def:5),[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,193.0,7.0,5.0,2.0,,,,,,,,,,,,
195,PT07M43.00S,2021-12-24T00:44:53.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202362,93.9060446780552,48.529411764705884,1610612737,28,38,2021-12-24T00:45:02Z,1950000,-7.0,5.0,1,right,L. Stephenson running finger roll Layup (2 PTS) (S. Mays 1 AST),"[202362, 1630219]",1610612737.0,ATL,running finger roll,,,Stephenson,L. Stephenson,,,,,,,,0.88,Made,,,,,,,2.0,S. Mays,1630219.0,1.0,,,,,,
197,PT07M30.00S,2021-12-24T00:45:06.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629646,3.3672798948751645,64.95098039215686,1610612755,30,38,2021-12-24T00:45:12Z,1970000,-75.0,-21.0,1,left,C. Bassey 7' floating Jump Shot (4 PTS) (P. Reed 1 AST),"[1629646, 1630194]",1610612755.0,PHI,floating,,,Bassey,C. Bassey,,,,,,,,7.76,Made,,,,,,,4.0,P. Reed,1630194.0,1.0,,,,,,
199,PT07M25.00S,2021-12-24T00:45:23.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,30,38,2021-12-24T00:45:23Z,1990000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M25.00S,2021-12-24T00:47:35.9Z,2,REGULAR,substitution,out,[],204020,,,1610612737,30,38,2021-12-24T00:47:56Z,2000000,,,0,,SUB out: T. Johnson,[204020],1610612755.0,PHI,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M25.00S,2021-12-24T00:47:35.9Z,2,REGULAR,substitution,out,[],1629646,,,1610612737,30,38,2021-12-24T00:47:56Z,2010000,,,0,,SUB out: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M25.00S,2021-12-24T00:47:35.9Z,2,REGULAR,substitution,out,[],1630552,,,1610612737,30,38,2021-12-24T00:47:56Z,2020000,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M25.00S,2021-12-24T00:47:35.9Z,2,REGULAR,substitution,out,[],203476,,,1610612737,30,38,2021-12-24T00:47:56Z,2030000,,,0,,SUB out: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M25.00S,2021-12-24T00:47:35.9Z,2,REGULAR,substitution,in,[],203954,,,1610612737,30,38,2021-12-24T00:47:56Z,2040000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M25.00S,2021-12-24T00:47:35.9Z,2,REGULAR,substitution,in,[],203552,,,1610612737,30,38,2021-12-24T00:47:56Z,2050000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M25.00S,2021-12-24T00:47:35.9Z,2,REGULAR,substitution,in,[],1630168,,,1610612737,30,38,2021-12-24T00:47:56Z,2060000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M25.00S,2021-12-24T00:47:35.9Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,30,38,2021-12-24T00:47:56Z,2070000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M24.00S,2021-12-24T00:48:29.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,30,38,2021-12-24T00:48:29Z,2080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M08.00S,2021-12-24T00:48:57.3Z,2,REGULAR,3pt,Jump Shot,[],1630219,95.48291721419186,2.941176470588235,1610612737,30,38,2021-12-24T00:49:02Z,2090000,-235.0,-10.0,1,right,MISS S. Mays 3PT,[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,23.55,Missed,,,,,,,,,,,,,,,,
210,PT07M04.00S,2021-12-24T00:49:01.3Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,30,38,2021-12-24T00:49:02Z,2100000,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,209.0,3.0,3.0,0.0,,,,,,,,,,,,
211,PT06M51.00S,2021-12-24T00:49:16.8Z,2,REGULAR,foul,personal,['2freethrow'],202362,,,1610612755,30,38,2021-12-24T00:49:23Z,2110000,,,0,,L. Stephenson shooting personal FOUL (2 PF) (Embiid 2 FT),"[202362, 203954]",1610612737.0,ATL,shooting,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Embiid,203954.0,
213,PT06M51.00S,2021-12-24T00:49:45.0Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,31,38,2021-12-24T00:50:12Z,2130000,,,0,,J. Embiid Free Throw 1 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,
214,PT06M51.00S,2021-12-24T00:49:46.2Z,2,REGULAR,substitution,out,[],1629629,,,1610612755,31,38,2021-12-24T00:49:56Z,2140000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M51.00S,2021-12-24T00:49:46.2Z,2,REGULAR,substitution,out,[],202362,,,1610612755,31,38,2021-12-24T00:49:56Z,2150000,,,0,,SUB out: L. Stephenson,[202362],1610612737.0,ATL,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M51.00S,2021-12-24T00:49:46.2Z,2,REGULAR,substitution,in,[],1626153,,,1610612755,31,38,2021-12-24T00:49:56Z,2160000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M51.00S,2021-12-24T00:49:46.2Z,2,REGULAR,substitution,in,[],203992,,,1610612755,31,38,2021-12-24T00:49:56Z,2170000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M51.00S,2021-12-24T00:49:45.0Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,31,38,2021-12-24T00:50:12Z,2180000,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Missed,,,,,,,,,,,,,,,,
219,PT06M48.00S,2021-12-24T00:49:48.0Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,31,38,2021-12-24T00:50:12Z,2190000,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,218.0,3.0,3.0,0.0,,,,,,,,,,,,
220,PT06M31.00S,2021-12-24T00:50:28.3Z,2,REGULAR,2pt,Jump Shot,[],203992,78.26872536136662,56.61764705882353,1610612737,31,38,2021-12-24T00:50:36Z,2200000,33.0,152.0,1,right,MISS B. Bogdanovic 15' fadeaway Shot,[203992],1610612737.0,ATL,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,,,,15.54,Missed,,,,,,,,,,,,,,,,
221,PT06M25.00S,2021-12-24T00:50:34.3Z,2,REGULAR,rebound,defensive,[],203552,,,1610612755,31,38,2021-12-24T00:52:07Z,2210000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,220.0,1.0,1.0,0.0,,,,,,,,,,,,
222,PT06M10.00S,2021-12-24T00:50:52.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612755,31,38,2021-12-24T00:51:10Z,2220000,,,0,,J. Collins shooting personal FOUL (1 PF) (Korkmaz 2 FT),"[1628381, 1627788]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Korkmaz,1627788.0,
224,PT06M10.00S,2021-12-24T00:51:21.8Z,2,REGULAR,freethrow,1 of 2,[],1627788,,,1610612755,32,38,2021-12-24T00:51:21Z,2240000,,,0,,F. Korkmaz Free Throw 1 of 2 (1 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
225,PT06M10.00S,2021-12-24T00:51:23.1Z,2,REGULAR,substitution,out,[],1630178,,,1610612755,32,38,2021-12-24T00:51:35Z,2250000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M10.00S,2021-12-24T00:51:23.1Z,2,REGULAR,substitution,out,[],1630194,,,1610612755,32,38,2021-12-24T00:51:35Z,2260000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M10.00S,2021-12-24T00:51:23.1Z,2,REGULAR,substitution,in,[],202699,,,1610612755,32,38,2021-12-24T00:51:35Z,2270000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M10.00S,2021-12-24T00:51:23.1Z,2,REGULAR,substitution,in,[],1629680,,,1610612755,32,38,2021-12-24T00:51:35Z,2280000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M10.00S,2021-12-24T00:51:41.7Z,2,REGULAR,freethrow,2 of 2,[],1627788,,,1610612755,33,38,2021-12-24T00:51:41Z,2290000,,,0,,F. Korkmaz Free Throw 2 of 2 (2 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
232,PT05M57.00S,2021-12-24T00:52:04.6Z,2,REGULAR,foul,offensive,['inpenalty'],1628381,,,1610612737,33,38,2021-12-24T01:06:11Z,2320000,,,0,,J. Collins offensive FOUL (2 PF),"[1628381, 1629680]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Thybulle,1629680.0,
234,PT05M57.00S,2021-12-24T00:52:04.6Z,2,REGULAR,turnover,offensive foul,[],1628381,,,1610612737,33,38,2021-12-24T00:52:48Z,2340000,,,0,,J. Collins offensive foul TURNOVER (1 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,1.0,,,,,,,,,,,,,,,1193.0,,,,,
235,PT05M38.00S,2021-12-24T00:52:51.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203954,8.229303547963205,57.35294117647059,1610612755,33,38,2021-12-24T00:52:59Z,2350000,-37.0,25.0,1,left,MISS J. Embiid driving DUNK - blocked,"[203954, 1630168]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,,,,4.44,Missed,,,,,Okongwu,1630168.0,,,,,,,,,,
267,PT05M38.00S,2021-12-24T00:52:51.3Z,2,REGULAR,block,,[],1630168,,,1610612755,33,38,2021-12-24T00:57:35Z,2355000,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M36.00S,2021-12-24T00:52:53.3Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612737,33,38,2021-12-24T00:52:59Z,2360000,,,0,,D. Wright REBOUND (Off:1 Def:3),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,235.0,4.0,3.0,1.0,,,,,,,,,,,,
237,PT05M25.00S,2021-12-24T00:53:07.8Z,2,REGULAR,foul,technical,['1freethrow'],203954,,,1610612737,33,38,2021-12-24T00:53:19Z,2370000,,,0,,J. Embiid defensive-3-second technical FOUL (1 Tech),[203954],1610612755.0,PHI,defensive-3-second,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,1193.0,1.0,1.0,,,
238,PT05M25.00S,2021-12-24T00:53:23.9Z,2,REGULAR,freethrow,1 of 1,[],203992,,,1610612737,33,38,2021-12-24T00:53:33Z,2380000,,,0,,MISS B. Bogdanovic technical Free Throw 1 of 1,[203992],1610612737.0,ATL,technical,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Missed,,,,,,,,,,,,,,,,
239,PT05M25.00S,2021-12-24T00:53:23.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,33,38,2021-12-24T00:53:33Z,2390000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,238.0,,,,,,,,,,,,,,,
240,PT05M20.00S,2021-12-24T00:53:42.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,93.38042049934296,48.28431372549019,1610612737,33,40,2021-12-24T00:53:47Z,2400000,-9.0,10.0,1,right,J. Collins alley-oop DUNK (11 PTS) (O. Okongwu 2 AST),"[1628381, 1630168]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,,,,1.3,Made,,,,,,,11.0,O. Okongwu,1630168.0,2.0,,,,,,
242,PT05M02.00S,2021-12-24T00:54:00.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627788,5.732588699080158,45.34313725490196,1610612755,35,40,2021-12-24T00:54:03Z,2420000,23.0,1.0,1,left,F. Korkmaz fadeaway Jump Shot (4 PTS) (M. Thybulle 2 AST),"[1627788, 1629680]",1610612755.0,PHI,fadeaway,,,Korkmaz,F. Korkmaz,,,,,,,,2.33,Made,,,,,,,4.0,M. Thybulle,1629680.0,2.0,,,,,,
244,PT04M50.00S,2021-12-24T00:54:13.2Z,2,REGULAR,3pt,Jump Shot,[],203992,66.70499342969777,55.88235294117647,1610612737,35,40,2021-12-24T00:54:17Z,2440000,29.0,260.0,1,right,MISS B. Bogdanovic 26' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,26.22,Missed,,,,,,,,,,,,,,,,
245,PT04M45.00S,2021-12-24T00:54:18.2Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,35,40,2021-12-24T00:54:17Z,2450000,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,244.0,4.0,4.0,0.0,,,,,,,,,,,,
246,PT04M36.00S,2021-12-24T00:54:30.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203992,,,1610612755,35,40,2021-12-24T00:54:37Z,2460000,,,0,,B. Bogdanovic personal FOUL (1 PF) (Embiid 2 FT),"[203992, 203954]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Embiid,203954.0,
248,PT04M36.00S,2021-12-24T00:54:55.4Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,36,40,2021-12-24T00:54:55Z,2480000,,,0,,J. Embiid Free Throw 1 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,
249,PT04M36.00S,2021-12-24T00:54:56.5Z,2,REGULAR,substitution,out,[],1630219,,,1610612755,36,40,2021-12-24T00:55:00Z,2490000,,,0,,SUB out: S. Mays,[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M36.00S,2021-12-24T00:54:56.5Z,2,REGULAR,substitution,in,[],1629629,,,1610612755,36,40,2021-12-24T00:55:00Z,2500000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M36.00S,2021-12-24T00:55:12.5Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,37,40,2021-12-24T00:55:12Z,2510000,,,0,,J. Embiid Free Throw 2 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,
252,PT04M17.00S,2021-12-24T00:55:33.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,91.67214191852825,50.245098039215684,1610612737,37,42,2021-12-24T00:55:38Z,2520000,1.0,26.0,1,right,O. Okongwu turnaround Hook (6 PTS) (B. Bogdanovic 1 AST),"[1630168, 203992]",1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,,,,2.58,Made,,,,,,,6.0,B. Bogdanovic,203992.0,1.0,,,,,,
254,PT03M57.00S,2021-12-24T00:55:52.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,4.812746386333772,52.20588235294118,1610612755,39,42,2021-12-24T00:55:58Z,2540000,-11.0,-7.0,1,left,T. Harris driving Layup (4 PTS) (S. Curry 2 AST),"[202699, 203552]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,,,,1.32,Made,,,,,,,4.0,S. Curry,203552.0,2.0,,,,,,
256,PT03M44.00S,2021-12-24T00:56:04.9Z,2,REGULAR,2pt,Jump Shot,[],1629629,77.08607095926413,46.568627450980394,1610612737,39,44,2021-12-24T00:56:09Z,2560000,-17.0,163.0,1,right,C. Reddish 16' pullup Jump Shot (10 PTS) (O. Okongwu 3 AST),"[1629629, 1630168]",1610612737.0,ATL,pullup,,,Reddish,C. Reddish,,,,,,,,16.38,Made,,,,,,,10.0,O. Okongwu,1630168.0,3.0,,,,,,
258,PT03M31.00S,2021-12-24T00:56:17.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,6.389618922470433,50.0,1610612755,41,44,2021-12-24T00:56:25Z,2580000,0.0,8.0,1,left,T. Harris driving floating Jump Shot (6 PTS),[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,,,,0.76,Made,,,,,,,6.0,,,,,,,,,
259,PT03M19.00S,2021-12-24T00:56:31.1Z,2,REGULAR,turnover,bad pass,[],1630168,,,1610612737,41,44,2021-12-24T00:56:38Z,2590000,,,0,,O. Okongwu bad pass TURNOVER (1 TO),"[1630168, 202699]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,1.0,Harris,202699.0,,,,,,,,,,,,,,,,,,
260,PT03M19.00S,2021-12-24T00:56:31.1Z,2,REGULAR,steal,,[],202699,,,1610612755,41,44,2021-12-24T00:56:33Z,2600000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M16.00S,2021-12-24T00:56:44.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612755,41,44,2021-12-24T00:57:01Z,2610000,,,0,,J. Collins take personal FOUL (3 PF) (Harris 2 FT),"[1628381, 202699]",1610612737.0,ATL,take,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,1193.0,3.0,0.0,Harris,202699.0,
263,PT03M16.00S,2021-12-24T00:57:08.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202699,,,1610612755,42,44,2021-12-24T00:57:08Z,2630000,,,0,,T. Harris Free Throw 1 of 2 (7 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,
264,PT03M16.00S,2021-12-24T00:57:09.3Z,2,REGULAR,substitution,out,[],1628381,,,1610612755,42,44,2021-12-24T00:57:14Z,2640000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
