actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
95,PT05M15.00S,2022-03-11T01:04:41.0Z,1,REGULAR,foul,personal,['1freethrow'],1630178,,,1610612751,15,24,2022-03-11T01:04:46Z,890000,,,0,,T. Maxey shooting personal FOUL (1 PF) (Irving 1 FT),"[1630178, 202681]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,,,,,101284.0,,,1.0,0.0,Irving,202681.0,,,
97,PT05M15.00S,2022-03-11T01:05:09.2Z,1,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,15,24,2022-03-11T01:05:11Z,910000,,,0,,MISS K. Irving Free Throw 1 of 1,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Missed,,,,,,,,,,,,,,,,,,
98,PT05M12.00S,2022-03-11T01:05:12.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,15,24,2022-03-11T01:05:11Z,920000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,97.0,3.0,3.0,0.0,,,,,,,,,,,,,,
99,PT05M01.00S,2022-03-11T01:05:20.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,12.302890932982917,62.99019607843137,1610612755,15,24,2022-03-11T01:05:24Z,930000,-65.0,63.0,1,left,MISS J. Harden 9' driving floating Shot,[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,9.06,Missed,,,,,,,,,,,,,,,,,,
100,PT04M59.00S,2022-03-11T01:05:22.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,15,24,2022-03-11T01:05:24Z,940000,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,99.0,2.0,2.0,0.0,,,,,,,,,,,,,,
101,PT04M50.00S,2022-03-11T01:05:32.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203552,93.64323258869908,54.90196078431373,1610612751,15,26,2022-03-11T01:05:37Z,950000,25.0,7.0,1,right,S. Curry driving Hook (9 PTS),[203552],1610612751.0,BKN,driving,,,Curry,S. Curry,,,,,2.56,Made,,,,,,,,9.0,,,,,,,,,,
102,PT04M50.00S,2022-03-11T01:05:38.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,15,26,2022-03-11T01:05:38Z,960000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M50.00S,2022-03-11T01:08:27.3Z,1,REGULAR,substitution,out,[],201935,,,1610612755,15,26,2022-03-11T01:08:39Z,970000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M50.00S,2022-03-11T01:08:27.3Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,15,26,2022-03-11T01:08:39Z,980000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M35.00S,2022-03-11T01:09:13.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203083,,,1610612755,15,26,2022-03-11T01:09:21Z,990000,,,0,,A. Drummond personal FOUL (2 PF) (Embiid 2 FT),"[203083, 203954]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,101284.0,,,2.0,0.0,Embiid,203954.0,,,
107,PT04M35.00S,2022-03-11T01:09:44.1Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,16,26,2022-03-11T01:09:44Z,1010000,,,0,,J. Embiid Free Throw 1 of 2 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
108,PT04M35.00S,2022-03-11T01:10:08.8Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,17,26,2022-03-11T01:10:08Z,1020000,,,0,,J. Embiid Free Throw 2 of 2 (10 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
109,PT04M15.00S,2022-03-11T01:10:29.8Z,1,REGULAR,3pt,Jump Shot,[],203552,86.94152431011827,94.85294117647058,1610612751,17,26,2022-03-11T01:10:37Z,1030000,224.0,70.0,1,right,MISS S. Curry pullup 3PT,[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,23.5,Missed,,,,,,,,,,,,,,,,,,
110,PT04M12.00S,2022-03-11T01:10:32.8Z,1,REGULAR,rebound,offensive,[],203083,,,1610612751,17,26,2022-03-11T01:10:37Z,1040000,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,109.0,3.0,2.0,1.0,,,,,,,,,,,,,,
111,PT04M04.00S,2022-03-11T01:10:40.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,92.46057818659659,42.64705882352941,1610612751,17,26,2022-03-11T01:10:44Z,1050000,-37.0,18.0,1,right,MISS B. Brown Layup,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,4.11,Missed,,,,,,,,,,,,,,,,,,
112,PT04M02.00S,2022-03-11T01:10:42.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,17,26,2022-03-11T01:10:44Z,1060000,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,111.0,2.0,1.0,1.0,,,,,,,,,,,,,,
113,PT03M55.00S,2022-03-11T01:10:49.9Z,1,REGULAR,3pt,Jump Shot,[],1627777,27.677398160315374,84.31372549019608,1610612755,17,26,2022-03-11T01:10:53Z,1070000,-172.0,208.0,1,left,MISS G. Niang 26' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,
114,PT03M54.00S,2022-03-11T01:10:51.7Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,17,26,2022-03-11T01:10:51Z,1080000,,,0,,J. Embiid REBOUND (Off:2 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,113.0,3.0,1.0,2.0,,,,,,,,,,,,,,
115,PT03M54.00S,2022-03-11T01:10:53.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612755,17,26,2022-03-11T01:11:11Z,1090000,,,0,,B. Brown personal FOUL (2 PF) (Embiid 2 FT),"[1628971, 203954]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,202027.0,,,2.0,0.0,Embiid,203954.0,,,
117,PT03M54.00S,2022-03-11T01:11:27.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,17,26,2022-03-11T01:11:27Z,1110000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,
118,PT03M54.00S,2022-03-11T01:11:27.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,17,26,2022-03-11T01:11:27Z,1120000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,117.0,,,,,,,,,,,,,,,,,
119,PT03M54.00S,2022-03-11T01:11:29.7Z,1,REGULAR,substitution,out,[],202681,,,1610612755,17,26,2022-03-11T01:11:38Z,1130000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M54.00S,2022-03-11T01:11:29.7Z,1,REGULAR,substitution,out,[],203552,,,1610612755,17,26,2022-03-11T01:11:38Z,1140000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M54.00S,2022-03-11T01:11:29.7Z,1,REGULAR,substitution,in,[],201988,,,1610612755,17,26,2022-03-11T01:11:38Z,1150000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M54.00S,2022-03-11T01:11:29.7Z,1,REGULAR,substitution,in,[],201609,,,1610612755,17,26,2022-03-11T01:11:38Z,1160000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M54.00S,2022-03-11T01:11:55.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,18,26,2022-03-11T01:11:55Z,1170000,,,0,,J. Embiid Free Throw 2 of 2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
124,PT03M40.00S,2022-03-11T01:12:11.7Z,1,REGULAR,2pt,Jump Shot,[],201609,81.2910643889619,24.509803921568626,1610612751,18,26,2022-03-11T01:17:53Z,1180000,-127.0,123.0,1,right,MISS G. Dragic 17' step back Shot,[201609],1610612751.0,BKN,step back,,,Dragic,G. Dragic,,,,,17.74,Missed,,,,,,,,,,,,,,,,,,
125,PT03M37.00S,2022-03-11T01:12:14.7Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,18,26,2022-03-11T01:12:16Z,1190000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
126,PT03M27.00S,2022-03-11T01:12:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.521024967148489,52.94117647058824,1610612755,20,26,2022-03-11T01:12:43Z,1200000,-15.0,9.0,1,left,J. Embiid driving Layup (13 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,1.71,Made,,,,,,,,13.0,,,,,,,,,,
127,PT03M27.00S,2022-03-11T01:12:31.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203083,,,1610612755,20,26,2022-03-11T01:12:49Z,1210000,,,0,,A. Drummond shooting personal FOUL (3 PF) (Embiid 1 FT),"[203083, 203954]",1610612751.0,BKN,shooting,,,Drummond,A. Drummond,,,,,,,,,,,,,,,1627961.0,,,3.0,0.0,Embiid,203954.0,,,
129,PT03M27.00S,2022-03-11T01:12:52.1Z,1,REGULAR,substitution,out,[],203083,,,1610612755,20,26,2022-03-11T01:14:01Z,1230000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M27.00S,2022-03-11T01:12:52.1Z,1,REGULAR,substitution,in,[],1629651,,,1610612755,20,26,2022-03-11T01:14:01Z,1240000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M27.00S,2022-03-11T01:13:15.4Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,21,26,2022-03-11T01:13:15Z,1250000,,,0,,J. Embiid Free Throw 1 of 1 (14 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,14.0,,,,,,,,,,
132,PT03M05.00S,2022-03-11T01:13:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,93.11760840998686,50.98039215686274,1610612751,21,28,2022-03-11T01:14:30Z,1260000,5.0,12.0,1,right,B. Brown cutting Layup (2 PTS) (G. Dragic 1 AST),"[1628971, 201609]",1610612751.0,BKN,cutting,,,Brown,B. Brown,,,,,1.31,Made,,,,,,,,2.0,,,,,,,,G. Dragic,201609.0,1.0
134,PT02M45.00S,2022-03-11T01:13:58.7Z,1,REGULAR,3pt,Jump Shot,[],1629680,6.783837056504599,95.09803921568627,1610612755,21,28,2022-03-11T01:14:02Z,1280000,-225.0,11.0,1,left,MISS M. Thybulle 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,22.58,Missed,,,,,,,,,,,,,,,,,,
135,PT02M43.00S,2022-03-11T01:14:01.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,21,28,2022-03-11T01:14:01Z,1290000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,
136,PT02M36.00S,2022-03-11T01:14:08.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,84.70762155059133,49.50980392156863,1610612751,21,28,2022-03-11T01:14:13Z,1300000,-2.0,91.0,1,right,MISS B. Brown 9' driving floating Shot,[1628971],1610612751.0,BKN,driving floating,,,Brown,B. Brown,,,,,9.12,Missed,,,,,,,,,,,,,,,,,,
137,PT02M33.00S,2022-03-11T01:14:11.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,21,28,2022-03-11T01:14:13Z,1310000,,,0,,J. Embiid REBOUND (Off:2 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,136.0,4.0,2.0,2.0,,,,,,,,,,,,,,
138,PT02M19.00S,2022-03-11T01:14:25.9Z,1,REGULAR,2pt,Jump Shot,[],203954,17.95335085413929,32.35294117647059,1610612755,21,28,2022-03-11T01:14:30Z,1320000,88.0,116.0,1,left,MISS J. Embiid 14' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,14.6,Missed,,,,,,,,,,,,,,,,,,
140,PT02M15.00S,2022-03-11T01:14:29.9Z,1,REGULAR,rebound,defensive,[],201609,,,1610612751,21,28,2022-03-11T01:14:30Z,1340000,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
141,PT02M13.00S,2022-03-11T01:14:30.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628971,93.51182654402102,49.01960784313725,1610612751,21,30,2022-03-11T01:14:38Z,1350000,-5.0,8.0,1,right,B. Brown running DUNK (4 PTS) (G. Dragic 2 AST),"[1628971, 201609]",1610612751.0,BKN,running,,,Brown,B. Brown,,,,,0.98,Made,,,,,,,,4.0,,,,,,,,G. Dragic,201609.0,2.0
143,PT01M56.00S,2022-03-11T01:14:47.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,10.200394218134035,63.48039215686274,1610612755,21,30,2022-03-11T01:14:53Z,1370000,-67.0,43.0,1,left,MISS J. Embiid 8' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,8.02,Missed,,,,,,,,,,,,,,,,,,
144,PT01M54.00S,2022-03-11T01:14:49.8Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,21,30,2022-03-11T01:14:49Z,1380000,,,0,,K. Durant REBOUND (Off:1 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,143.0,3.0,2.0,1.0,,,,,,,,,,,,,,
145,PT01M49.00S,2022-03-11T01:14:54.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,67.62483574244416,26.47058823529412,1610612751,21,33,2022-03-11T01:15:15Z,1390000,-118.0,252.0,1,right,K. Durant 27' 3PT running pullup (11 PTS),[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,27.79,Made,,,,,,,,11.0,,,,,,,,,,
146,PT01M31.00S,2022-03-11T01:15:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,16.90210249671485,55.63725490196079,1610612755,21,33,2022-03-11T01:15:18Z,1400000,-28.0,106.0,1,left,MISS T. Maxey 11' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,11.01,Missed,,,,,,,,,,,,,,,,,,
147,PT01M31.00S,2022-03-11T01:15:12.4Z,1,REGULAR,rebound,offensive,[],1629680,,,1610612755,21,33,2022-03-11T01:15:18Z,1410000,,,0,,M. Thybulle REBOUND (Off:2 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,146.0,3.0,1.0,2.0,,,,,,,,,,,,,,
148,PT01M27.00S,2022-03-11T01:15:17.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629680,5.590000152587891,50.0,1610612755,21,33,2022-03-11T01:15:17Z,1420000,0.0,0.0,1,left,MISS M. Thybulle tip Layup,[1629680],1610612755.0,PHI,tip,,,Thybulle,M. Thybulle,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
149,PT01M26.00S,2022-03-11T01:15:17.8Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,21,33,2022-03-11T01:15:17Z,1430000,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,148.0,4.0,3.0,1.0,,,,,,,,,,,,,,
150,PT01M20.00S,2022-03-11T01:15:24.2Z,1,REGULAR,3pt,Jump Shot,[],201142,66.3107752956636,52.69607843137255,1610612751,21,33,2022-03-11T01:15:29Z,1440000,13.0,264.0,1,right,MISS K. Durant 26' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,
151,PT01M16.00S,2022-03-11T01:15:28.2Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,21,33,2022-03-11T01:15:29Z,1450000,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,,,,,,,
152,PT01M11.00S,2022-03-11T01:15:36.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612755,21,33,2022-03-11T01:16:08Z,1460000,,,0,,B. Brown shooting personal FOUL (3 PF) (Embiid 2 FT),"[1628971, 203954]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,,,,,101284.0,,,3.0,0.0,Embiid,203954.0,,,
154,PT01M11.00S,2022-03-11T01:16:23.2Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,22,33,2022-03-11T01:16:23Z,1480000,,,0,,J. Embiid Free Throw 1 of 2 (15 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,15.0,,,,,,,,,,
155,PT01M11.00S,2022-03-11T01:16:27.2Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,22,33,2022-03-11T01:16:42Z,1490000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M11.00S,2022-03-11T01:16:27.2Z,1,REGULAR,substitution,out,[],1629680,,,1610612755,22,33,2022-03-11T01:16:42Z,1500000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M11.00S,2022-03-11T01:16:27.2Z,1,REGULAR,substitution,out,[],1628971,,,1610612755,22,33,2022-03-11T01:16:42Z,1510000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M11.00S,2022-03-11T01:16:27.2Z,1,REGULAR,substitution,in,[],201935,,,1610612755,22,33,2022-03-11T01:16:42Z,1520000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M11.00S,2022-03-11T01:16:27.2Z,1,REGULAR,substitution,in,[],202699,,,1610612755,22,33,2022-03-11T01:16:42Z,1530000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M11.00S,2022-03-11T01:16:27.2Z,1,REGULAR,substitution,in,[],201949,,,1610612755,22,33,2022-03-11T01:16:42Z,1540000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M11.00S,2022-03-11T01:17:09.0Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,23,33,2022-03-11T01:17:09Z,1550000,,,0,,J. Embiid Free Throw 2 of 2 (16 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
162,PT00M57.90S,2022-03-11T01:17:24.0Z,1,REGULAR,2pt,Jump Shot,[],201988,83.52496714848883,18.872549019607842,1610612751,23,35,2022-03-11T01:20:59Z,1560000,-156.0,102.0,1,right,P. Mills 18' step back Jump Shot (2 PTS) (J. Johnson 1 AST),"[201988, 201949]",1610612751.0,BKN,step back,,,Mills,P. Mills,,,,,18.63,Made,,,,,,,,2.0,,,,,,,,J. Johnson,201949.0,1.0
164,PT00M33.90S,2022-03-11T01:17:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,12.697109067017081,56.61764705882353,1610612755,23,35,2022-03-11T01:18:00Z,1580000,-33.0,67.0,1,left,MISS J. Harden 7' driving Layup - blocked,"[201935, 201949]",1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,7.46,Missed,,,,,,,,,,Johnson,201949.0,,,,,,,
165,PT00M33.90S,2022-03-11T01:17:52.5Z,1,REGULAR,block,,[],201949,,,1610612755,23,35,2022-03-11T01:17:55Z,1590000,,,0,,J. Johnson BLOCK (1 BLK),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M33.90S,2022-03-11T01:17:52.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,23,35,2022-03-11T01:18:00Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,
167,PT00M33.90S,2022-03-11T01:17:58.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,23,35,2022-03-11T01:17:58Z,1610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M33.90S,2022-03-11T01:18:01.6Z,1,REGULAR,substitution,out,[],203954,,,1610612755,23,35,2022-03-11T01:18:12Z,1620000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M33.90S,2022-03-11T01:18:01.6Z,1,REGULAR,substitution,out,[],1629651,,,1610612755,23,35,2022-03-11T01:18:12Z,1630000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M33.90S,2022-03-11T01:18:01.6Z,1,REGULAR,substitution,in,[],201599,,,1610612755,23,35,2022-03-11T01:18:12Z,1640000,,,0,,SUB in: D. Jordan,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M33.90S,2022-03-11T01:18:01.6Z,1,REGULAR,substitution,in,[],202681,,,1610612755,23,35,2022-03-11T01:18:12Z,1650000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M33.50S,2022-03-11T01:18:23.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,7.966491458607096,37.00980392156863,1610612755,23,35,2022-03-11T01:19:11Z,1660000,65.0,22.0,1,left,MISS D. Jordan 6' alley-oop Layup,[201599],1610612755.0,PHI,alley-oop,,,Jordan,D. Jordan,,,,,6.88,Missed,,,,,,,,,,,,,,,,,,
173,PT00M33.30S,2022-03-11T01:18:23.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,23,35,2022-03-11T01:19:55Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,
174,PT00M32.10S,2022-03-11T01:18:29.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612755,23,35,2022-03-11T01:19:42Z,1680000,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,
175,PT00M25.20S,2022-03-11T01:18:50.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201949,93.9060446780552,48.03921568627451,1610612751,23,37,2022-03-11T01:18:55Z,1690000,-10.0,5.0,1,right,J. Johnson driving DUNK (2 PTS) (K. Durant 2 AST),"[201949, 201142]",1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,1.09,Made,,,,,,,,2.0,,,,,,,,K. Durant,201142.0,2.0
177,PT00M03.80S,2022-03-11T01:19:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,13.222733245729303,59.31372549019608,1610612755,23,37,2022-03-11T01:19:26Z,1710000,-47.0,72.0,1,left,MISS J. Harden 8' driving Layup,[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,8.56,Missed,,,,,,,,,,,,,,,,,,
178,PT00M01.00S,2022-03-11T01:19:21.5Z,1,REGULAR,rebound,defensive,[],201949,,,1610612751,23,37,2022-03-11T01:19:26Z,1720000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,,
179,PT00M00.10S,2022-03-11T01:19:23.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,76.42904073587385,8.823529411764707,1610612751,23,40,2022-03-11T01:19:32Z,1730000,-206.0,169.0,1,right,K. Irving 26' 3PT running (11 PTS) (J. Johnson 2 AST),"[202681, 201949]",1610612751.0,BKN,running,,,Irving,K. Irving,,,,,26.64,Made,,,,,,,,11.0,,,,,,,,J. Johnson,201949.0,2.0
181,PT00M00.00S,2022-03-11T01:19:32.4Z,1,REGULAR,period,end,[],0,,,1610612755,23,40,2022-03-11T01:19:32Z,1750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-03-11T01:21:52.9Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612755,23,40,2022-03-11T01:22:55Z,1760000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-03-11T01:21:52.9Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612755,23,40,2022-03-11T01:22:55Z,1770000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
