actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
187,PT08M23.00S,2022-03-22T00:12:41.5Z,2,REGULAR,rebound,offensive,[],201599,,,1610612755,36,38,2022-03-22T00:12:42Z,1830000,,,0,,D. Jordan REBOUND (Off:3 Def:1),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,186.0,4.0,1.0,3.0,,,,,,,,,,,
188,PT08M21.00S,2022-03-22T00:12:42.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627788,66.01511169513799,53.431372549019606,1610612755,39,38,2022-03-22T00:12:46Z,1840000,17.0,267.0,1,right,F. Korkmaz 26' 3PT  (7 PTS) (D. Jordan 1 AST),"[1627788, 201599]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,26.76,Made,7.0,,,,,,,,,,D. Jordan,201599.0,1.0,,,
190,PT08M12.00S,2022-03-22T00:12:53.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,15.292378449408673,47.79411764705882,1610612748,39,38,2022-03-22T00:32:29Z,1860000,11.0,91.0,1,left,MISS C. Martin 9' driving Layup - blocked,"[1628997, 1627777]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,,,,9.19,Missed,,,,,,,,,,,,,,Niang,1627777.0,
192,PT08M12.00S,2022-03-22T00:12:53.1Z,2,REGULAR,block,,[],1627777,,,1610612748,39,38,2022-03-22T00:13:05Z,1865000,,,0,,G. Niang BLOCK (1 BLK),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M12.00S,2022-03-22T00:12:53.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,39,38,2022-03-22T00:32:29Z,1870000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,
193,PT08M11.00S,2022-03-22T00:13:12.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,39,38,2022-03-22T00:13:12Z,1880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M11.00S,2022-03-22T00:13:14.9Z,2,REGULAR,foul,personal,['1freethrow'],1627788,,,1610612748,39,38,2022-03-22T00:13:34Z,1890000,,,0,,F. Korkmaz away-from-play personal FOUL (1 PF) (Strus 1 FT),"[1627788, 1629622]",1610612755.0,PHI,away-from-play,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,2534.0,1.0,0.0,Strus,1629622.0,,,,,,
196,PT08M11.00S,2022-03-22T00:13:45.1Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629622,,,1610612748,39,39,2022-03-22T00:13:45Z,1910000,,,0,,M. Strus away-from-play Free Throw 1 of 1 (1 PTS),[1629622],1610612748.0,MIA,away-from-play,,,Strus,M. Strus,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
197,PT08M11.00S,2022-03-22T00:13:46.3Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,39,39,2022-03-22T00:13:48Z,1920000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M11.00S,2022-03-22T00:13:46.3Z,2,REGULAR,substitution,in,[],202699,,,1610612755,39,39,2022-03-22T00:13:48Z,1930000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M08.00S,2022-03-22T00:14:04.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629639,6.619579500657039,32.59803921568627,1610612748,39,39,2022-03-22T00:14:08Z,1940000,87.0,10.0,1,left,MISS T. Herro 8' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,8.75,Missed,,,,,,,,,,,,,,,,
200,PT08M05.00S,2022-03-22T00:14:07.5Z,2,REGULAR,rebound,defensive,[],201980,,,1610612755,39,39,2022-03-22T00:14:08Z,1950000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,,
201,PT08M01.00S,2022-03-22T00:14:11.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627788,75.87056504599212,14.215686274509807,1610612755,42,39,2022-03-22T00:14:17Z,1960000,-179.0,174.0,1,right,F. Korkmaz 24' 3PT  (10 PTS) (S. Milton 3 AST),"[1627788, 1629003]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,24.98,Made,10.0,,,,,,,,,,S. Milton,1629003.0,3.0,,,
203,PT07M59.00S,2022-03-22T00:14:22.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,42,39,2022-03-22T00:14:22Z,1980000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M59.00S,2022-03-22T00:17:14.6Z,2,REGULAR,substitution,out,[],202693,,,1610612748,42,39,2022-03-22T00:17:17Z,1990000,,,0,,SUB out: M. Morris,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M59.00S,2022-03-22T00:17:14.6Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,42,39,2022-03-22T00:17:17Z,2000000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M42.00S,2022-03-22T00:17:27.6Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,42,39,2022-03-22T00:17:31Z,2010000,,,0,,K. Lowry bad pass TURNOVER (3 TO),"[200768, 201599]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,3.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,
207,PT07M42.00S,2022-03-22T00:17:27.6Z,2,REGULAR,steal,,[],201599,,,1610612755,42,39,2022-03-22T00:17:29Z,2020000,,,0,,D. Jordan STEAL (1 STL),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M27.00S,2022-03-22T00:17:42.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629003,87.30289093298292,49.50980392156863,1610612755,44,39,2022-03-22T00:17:46Z,2030000,-2.0,67.0,1,right,S. Milton 6' driving floating Jump Shot (9 PTS) (T. Harris 3 AST),"[1629003, 202699]",1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,,,,6.69,Made,9.0,,,,,,,,,,T. Harris,202699.0,3.0,,,
210,PT07M12.00S,2022-03-22T00:17:56.6Z,2,REGULAR,3pt,Jump Shot,[],1629622,26.987516425755587,19.607843137254903,1610612748,44,39,2022-03-22T00:18:01Z,2050000,152.0,201.0,1,left,MISS M. Strus 25' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,,,,25.22,Missed,,,,,,,,,,,,,,,,
211,PT07M09.00S,2022-03-22T00:17:59.6Z,2,REGULAR,rebound,defensive,[],1627788,,,1610612755,44,39,2022-03-22T00:18:01Z,2060000,,,0,,F. Korkmaz REBOUND (Off:0 Def:3),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,210.0,3.0,3.0,0.0,,,,,,,,,,,
212,PT07M05.00S,2022-03-22T00:18:04.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202699,71.27135348226018,22.303921568627445,1610612755,44,39,2022-03-22T00:26:19Z,2070000,-138.0,218.0,1,right,MISS T. Harris 25' running 3PT,[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,,,,25.79,Missed,,,,,,,,,,,,,,,,
213,PT07M02.00S,2022-03-22T00:18:07.5Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,44,39,2022-03-22T00:18:09Z,2080000,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,212.0,3.0,2.0,1.0,,,,,,,,,,,
214,PT06M52.00S,2022-03-22T00:18:16.7Z,2,REGULAR,3pt,Jump Shot,[],200768,28.695795006570307,82.1078431372549,1610612748,44,42,2022-03-22T00:18:21Z,2090000,-161.0,217.0,1,left,K. Lowry 27' 3PT pullup (8 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,,27.01,Made,8.0,,,,,,,,,,,,,,,
215,PT06M42.00S,2022-03-22T00:18:28.9Z,2,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612755,44,42,2022-03-22T00:18:34Z,2100000,,,0,,S. Milton bad pass out-of-bounds TURNOVER (1 TO),[1629003],1610612755.0,PHI,bad pass,,,Milton,S. Milton,,,,,1.0,,,,,,,,,,201246.0,,,,,,,,,,
216,PT06M37.00S,2022-03-22T00:18:40.1Z,2,REGULAR,turnover,traveling,[],1628389,,,1610612748,44,42,2022-03-22T00:18:46Z,2110000,,,0,,B. Adebayo traveling TURNOVER (2 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,2.0,,,,,,,,,,2534.0,,,,,,,,,,
217,PT06M37.00S,2022-03-22T00:18:46.0Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,44,42,2022-03-22T00:18:48Z,2120000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M37.00S,2022-03-22T00:18:46.0Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,44,42,2022-03-22T00:18:48Z,2130000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M37.00S,2022-03-22T00:18:54.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,44,42,2022-03-22T00:18:54Z,2140000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M37.00S,2022-03-22T00:21:36.4Z,2,REGULAR,substitution,out,[],1629639,,,1610612755,44,42,2022-03-22T00:21:44Z,2150000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M37.00S,2022-03-22T00:21:36.4Z,2,REGULAR,substitution,out,[],1629622,,,1610612755,44,42,2022-03-22T00:21:44Z,2160000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M37.00S,2022-03-22T00:21:36.4Z,2,REGULAR,substitution,in,[],1629130,,,1610612755,44,42,2022-03-22T00:21:44Z,2170000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M37.00S,2022-03-22T00:21:36.4Z,2,REGULAR,substitution,in,[],202710,,,1610612755,44,42,2022-03-22T00:21:44Z,2180000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M12.00S,2022-03-22T00:22:12.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201980,66.14651773981603,47.549019607843135,1610612755,47,42,2022-03-22T00:22:17Z,2190000,-12.0,266.0,1,right,D. Green 26' 3PT  (6 PTS) (T. Maxey 2 AST),"[201980, 1630178]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,26.6,Made,6.0,,,,,,,,,,T. Maxey,1630178.0,2.0,,,
226,PT05M54.00S,2022-03-22T00:22:29.2Z,2,REGULAR,3pt,Jump Shot,[],200768,32.50657030223391,67.15686274509804,1610612748,47,42,2022-03-22T00:22:34Z,2210000,-86.0,253.0,1,left,MISS K. Lowry 26' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,,26.72,Missed,,,,,,,,,,,,,,,,
227,PT05M52.00S,2022-03-22T00:22:31.2Z,2,REGULAR,rebound,defensive,[],201980,,,1610612755,47,42,2022-03-22T00:22:34Z,2220000,,,0,,D. Green REBOUND (Off:0 Def:2),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,226.0,2.0,2.0,0.0,,,,,,,,,,,
228,PT05M36.00S,2022-03-22T00:22:47.2Z,2,REGULAR,turnover,bad pass,[],1630178,,,1610612755,47,42,2022-03-22T00:22:56Z,2230000,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1628997]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,1.0,Martin,1628997.0,,,,,,,,,,,,,,,,,,
229,PT05M36.00S,2022-03-22T00:22:47.2Z,2,REGULAR,steal,,[],1628997,,,1610612748,47,42,2022-03-22T00:22:48Z,2240000,,,0,,C. Martin STEAL (2 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M34.00S,2022-03-22T00:22:50.8Z,2,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612748,47,42,2022-03-22T00:22:59Z,2250000,,,0,,T. Maxey shooting personal FOUL (2 PF) (Martin 2 FT),"[1630178, 1628997]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,,,,,2534.0,2.0,0.0,Martin,1628997.0,,,,,,
232,PT05M34.00S,2022-03-22T00:23:27.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628997,,,1610612748,47,43,2022-03-22T00:23:27Z,2270000,,,0,,C. Martin Free Throw 1 of 2 (6 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
233,PT05M34.00S,2022-03-22T00:23:28.4Z,2,REGULAR,substitution,out,[],201599,,,1610612748,47,43,2022-03-22T00:23:36Z,2280000,,,0,,SUB out: D. Jordan,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M34.00S,2022-03-22T00:23:28.4Z,2,REGULAR,substitution,in,[],200794,,,1610612748,47,43,2022-03-22T00:23:36Z,2290000,,,0,,SUB in: P. Millsap,[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M34.00S,2022-03-22T00:23:51.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628997,,,1610612748,47,44,2022-03-22T00:23:51Z,2300000,,,0,,C. Martin Free Throw 2 of 2 (7 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
236,PT05M09.00S,2022-03-22T00:24:19.9Z,2,REGULAR,3pt,Jump Shot,[],201980,72.32260183968462,16.911764705882348,1610612755,47,44,2022-03-22T00:24:26Z,2310000,-165.0,208.0,1,right,MISS D. Green 26' pullup 3PT,[201980],1610612755.0,PHI,pullup,,,Green,D. Green,,,,,,,,26.55,Missed,,,,,,,,,,,,,,,,
237,PT05M05.00S,2022-03-22T00:24:23.7Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,47,44,2022-03-22T00:24:23Z,2320000,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,236.0,3.0,3.0,0.0,,,,,,,,,,,
238,PT04M56.00S,2022-03-22T00:24:35.2Z,2,REGULAR,foul,personal,[],1630178,,,1610612748,47,44,2022-03-22T00:24:43Z,2330000,,,0,,T. Maxey loose ball personal FOUL (3 PF),"[1630178, 200768]",1610612755.0,PHI,loose ball,,,Maxey,T. Maxey,,,,,,,,,,,,,,,202053.0,3.0,0.0,Lowry,200768.0,,,,,,
240,PT04M56.00S,2022-03-22T00:24:45.0Z,2,REGULAR,substitution,out,[],1627788,,,1610612748,47,44,2022-03-22T00:24:51Z,2350000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M56.00S,2022-03-22T00:24:45.0Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,47,44,2022-03-22T00:24:51Z,2360000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M56.00S,2022-03-22T00:24:45.0Z,2,REGULAR,substitution,in,[],1627777,,,1610612748,47,44,2022-03-22T00:24:51Z,2370000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M56.00S,2022-03-22T00:24:45.0Z,2,REGULAR,substitution,in,[],200782,,,1610612748,47,44,2022-03-22T00:24:51Z,2380000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M56.00S,2022-03-22T00:24:58.4Z,2,REGULAR,substitution,out,[],1630178,,,1610612748,47,44,2022-03-22T00:25:02Z,2390000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M56.00S,2022-03-22T00:24:58.4Z,2,REGULAR,substitution,in,[],1629003,,,1610612748,47,44,2022-03-22T00:25:02Z,2400000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M44.00S,2022-03-22T00:25:25.5Z,2,REGULAR,3pt,Jump Shot,[],200768,30.929697766097235,82.35294117647058,1610612748,47,47,2022-03-22T00:25:31Z,2410000,-162.0,238.0,1,left,K. Lowry 28' 3PT  (11 PTS) (P. Tucker 1 AST),"[200768, 200782]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,28.8,Made,11.0,,,,,,,,,,P. Tucker,200782.0,1.0,,,
248,PT04M21.00S,2022-03-22T00:25:50.5Z,2,REGULAR,violation,kicked ball,[],1629130,,,1610612755,47,47,2022-03-22T00:25:58Z,2430000,,,0,,D. Robinson kicked ball VIOLATION,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,2534.0,,,,,,,,,,
249,PT04M13.00S,2022-03-22T00:26:10.4Z,2,REGULAR,3pt,Jump Shot,[],1627777,88.09132720105124,97.79411764705883,1610612755,47,47,2022-03-22T00:26:14Z,2440000,239.0,59.0,1,right,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,24.63,Missed,,,,,,,,,,,,,,,,
250,PT04M09.00S,2022-03-22T00:26:14.4Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,47,47,2022-03-22T00:26:14Z,2450000,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,249.0,4.0,3.0,1.0,,,,,,,,,,,
251,PT03M54.00S,2022-03-22T00:26:28.6Z,2,REGULAR,2pt,Jump Shot,[],200782,23.308147174770042,62.254901960784316,1610612748,47,49,2022-03-22T00:26:33Z,2460000,-61.0,167.0,1,left,P. Tucker 17' floating Jump Shot (2 PTS) (B. Adebayo 1 AST),"[200782, 1628389]",1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,,,,17.75,Made,2.0,,,,,,,,,,B. Adebayo,1628389.0,1.0,,,
253,PT03M36.00S,2022-03-22T00:26:46.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200794,92.24704336399475,44.70741421568627,1610612755,47,49,2022-03-22T00:26:54Z,2480000,-26.0,20.0,1,right,MISS P. Millsap driving Layup,[200794],1610612755.0,PHI,driving,,,Millsap,P. Millsap,,,,,,,,3.34,Missed,,,,,,,,,,,,,,,,
254,PT03M36.00S,2022-03-22T00:26:46.9Z,2,REGULAR,rebound,offensive,[],200794,,,1610612755,47,49,2022-03-22T00:26:54Z,2490000,,,0,,P. Millsap REBOUND (Off:1 Def:2),[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,253.0,3.0,2.0,1.0,,,,,,,,,,,
255,PT03M36.00S,2022-03-22T00:26:52.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200794,94.40999984741211,50.0,1610612755,49,49,2022-03-22T00:26:52Z,2500000,0.0,0.0,1,right,P. Millsap putback Layup (2 PTS),[200794],1610612755.0,PHI,putback,,,Millsap,P. Millsap,,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,
256,PT03M36.00S,2022-03-22T00:26:55.3Z,2,REGULAR,foul,personal,['1freethrow'],200782,,,1610612755,49,49,2022-03-22T00:27:01Z,2510000,,,0,,P. Tucker shooting personal FOUL (1 PF) (Millsap 1 FT),"[200782, 200794]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,,,,,,201246.0,1.0,0.0,Millsap,200794.0,,,,,,
258,PT03M36.00S,2022-03-22T00:27:04.2Z,2,REGULAR,substitution,out,[],201980,,,1610612755,49,49,2022-03-22T00:29:45Z,2530000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M36.00S,2022-03-22T00:27:04.2Z,2,REGULAR,substitution,in,[],1630198,,,1610612755,49,49,2022-03-22T00:29:45Z,2540000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M36.00S,2022-03-22T00:27:24.7Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],200794,,,1610612755,50,49,2022-03-22T00:27:24Z,2550000,,,0,,P. Millsap Free Throw 1 of 1 (3 PTS),[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
261,PT03M26.00S,2022-03-22T00:27:38.8Z,2,REGULAR,turnover,out-of-bounds,[],200782,,,1610612748,50,49,2022-03-22T00:27:47Z,2560000,,,0,,P. Tucker step out-of-bounds TURNOVER (1 TO),[200782],1610612748.0,MIA,step,,,Tucker,P. Tucker,,,,,1.0,,,,,,,,,,202053.0,,,,,,,,,,
262,PT03M05.00S,2022-03-22T00:28:12.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200794,91.90210249671485,51.22549019607843,1610612755,52,49,2022-03-22T00:28:16Z,2570000,6.0,24.0,1,right,P. Millsap Layup (5 PTS) (S. Milton 4 AST),"[200794, 1629003]",1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,2.44,Made,5.0,,,,,,,,,,S. Milton,1629003.0,4.0,,,
264,PT02M54.00S,2022-03-22T00:28:25.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612748,52,49,2022-03-22T00:28:33Z,2590000,,,0,,G. Niang shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1627777, 1628389]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,,,,,,,,201246.0,2.0,0.0,Adebayo,1628389.0,,,,,,
266,PT02M54.00S,2022-03-22T00:28:55.4Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,52,50,2022-03-22T00:28:55Z,2610000,,,0,,B. Adebayo Free Throw 1 of 2 (5 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
267,PT02M54.00S,2022-03-22T00:29:17.7Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,52,51,2022-03-22T00:29:17Z,2620000,,,0,,B. Adebayo Free Throw 2 of 2 (6 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
268,PT02M40.00S,2022-03-22T00:29:32.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,92.55913272010513,53.18627450980392,1610612755,54,51,2022-03-22T00:29:42Z,2630000,16.0,17.0,1,right,G. Niang turnaround bank Hook (10 PTS),[1627777],1610612755.0,PHI,turnaround bank,,,Niang,G. Niang,,,,,,,,2.36,Made,10.0,,,,,,,,,,,,,,,
272,PT02M26.00S,2022-03-22T00:29:47.2Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,54,51,2022-03-22T00:31:02Z,2670000,,,0,,K. Lowry bad pass TURNOVER (4 TO),"[200768, 1627777]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,4.0,Niang,1627777.0,,,,,,,,,,,,,,,,,,
273,PT02M26.00S,2022-03-22T00:29:47.2Z,2,REGULAR,steal,,[],1627777,,,1610612755,54,51,2022-03-22T00:31:02Z,2680000,,,0,,G. Niang STEAL (1 STL),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M18.00S,2022-03-22T00:29:57.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629003,92.55913272010513,51.470588235294116,1610612755,54,51,2022-03-22T00:38:54Z,2700000,7.0,17.0,1,right,MISS S. Milton running Layup,[1629003],1610612755.0,PHI,running,,,Milton,S. Milton,,,,,,,,1.89,Missed,,,,,,,,,,,,,,,,
308,PT02M17.00S,2022-03-22T00:29:58.9Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,54,51,2022-03-22T00:35:35Z,2715000,,,0,,J. Butler REBOUND (Off:0 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,306.0,4.0,4.0,0.0,,,,,,,,,,,
277,PT02M04.00S,2022-03-22T00:30:08.6Z,2,REGULAR,3pt,Jump Shot,[],202710,12.270039421813408,98.03921568627452,1610612748,54,51,2022-03-22T00:44:44Z,2720000,-240.0,63.0,1,left,MISS J. Butler 24' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,24.83,Missed,,,,,,,,,,,,,,,,
278,PT02M01.00S,2022-03-22T00:30:11.6Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,54,51,2022-03-22T00:44:44Z,2730000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,277.0,3.0,3.0,0.0,,,,,,,,,,,
279,PT01M48.00S,2022-03-22T00:30:25.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,80.20696452036793,50.245098039215684,1610612755,54,51,2022-03-22T00:30:35Z,2740000,1.0,134.0,1,right,MISS T. Harris 13' driving floating Shot - blocked,"[202699, 200768]",1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,,,,13.36,Missed,,,,,,,,,,,,,,Lowry,200768.0,
