actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-04-02T16:40:46.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-02T16:40:46Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-04-02T16:40:49.7Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612755,0,0,2022-04-02T16:40:49Z,40000,,,0,,Jump Ball J. Embiid vs. M. Plumlee: Tip to J. Harden,"[201935, 203954, 203486]",1610612755.0,PHI,startperiod,J. Harden,201935.0,Harden,J. Harden,Embiid,203954.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2022-04-02T16:41:06.5Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,0,0,2022-04-02T16:41:31Z,70000,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 1626179]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,1.0,Rozier,1626179.0,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2022-04-02T16:41:06.5Z,1,REGULAR,steal,,[],1626179,,,1610612766,0,0,2022-04-02T16:41:08Z,80000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
9,PT11M34.00S,2022-04-02T16:41:10.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628970,93.9060446780552,49.01960784313725,1610612766,0,2,2022-04-02T16:41:18Z,90000,-5.0,5.0,1,right,M. Bridges running finger roll Layup (2 PTS) (T. Rozier 1 AST),"[1628970, 1626179]",1610612766.0,CHA,running finger roll,,,Bridges,M. Bridges,,,,,,,,0.69,Made,2.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,,
11,PT11M17.00S,2022-04-02T16:41:28.1Z,1,REGULAR,2pt,Jump Shot,[],1630178,12.434296977660972,72.30392156862744,1610612755,0,2,2022-04-02T16:41:33Z,110000,-112.0,64.0,1,left,MISS T. Maxey 12' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,12.88,Missed,,,,,,,,,,,,,,,,
12,PT11M14.00S,2022-04-02T16:41:31.1Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,0,2,2022-04-02T16:41:33Z,120000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
13,PT11M00.00S,2022-04-02T16:41:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,94.1688567674113,46.32352941176471,1610612766,0,2,2022-04-02T16:41:51Z,130000,-18.0,2.0,1,right,MISS M. Plumlee cutting finger roll Layup,[203486],1610612766.0,CHA,cutting finger roll,,,Plumlee,M. Plumlee,,,,,,,,1.85,Missed,,,,,,,,,,,,,,,,
14,PT10M57.00S,2022-04-02T16:41:48.9Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,2,2022-04-02T16:41:51Z,140000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,
15,PT10M55.00S,2022-04-02T16:41:50.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629680,4.155716162943495,51.225490196078425,1610612755,2,2,2022-04-02T16:41:57Z,150000,-6.0,-13.0,1,left,M. Thybulle running DUNK (2 PTS) (J. Embiid 1 AST),"[1629680, 203954]",1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,,,,1.47,Made,2.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,
17,PT10M38.00S,2022-04-02T16:42:06.7Z,1,REGULAR,3pt,Jump Shot,[],1630163,68.01905387647832,29.166666666666668,1610612766,2,5,2022-04-02T16:42:12Z,170000,-104.0,248.0,1,right,L. Ball 26' 3PT pullup (3 PTS) (M. Plumlee 1 AST),"[1630163, 203486]",1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,,,,26.91,Made,3.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,
19,PT10M26.00S,2022-04-02T16:42:19.0Z,1,REGULAR,3pt,Jump Shot,[],201935,31.61957950065703,27.696078431372552,1610612755,2,5,2022-04-02T16:42:25Z,190000,112.0,245.0,1,left,MISS J. Harden 26' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,26.89,Missed,,,,,,,,,,,,,,,,
20,PT10M23.00S,2022-04-02T16:42:22.0Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,2,5,2022-04-02T16:42:25Z,200000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,
21,PT10M17.00S,2022-04-02T16:42:29.1Z,1,REGULAR,foul,personal,['3freethrow'],1629680,,,1610612766,2,5,2022-04-02T16:42:36Z,210000,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Rozier 3 FT),"[1629680, 1626179]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Rozier,1626179.0,,,
23,PT10M17.00S,2022-04-02T16:42:53.9Z,1,REGULAR,freethrow,1 of 3,[],1626179,,,1610612766,2,6,2022-04-02T16:42:53Z,230000,,,0,,T. Rozier Free Throw 1 of 3 (1 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
24,PT10M17.00S,2022-04-02T16:43:13.8Z,1,REGULAR,freethrow,2 of 3,[],1626179,,,1610612766,2,7,2022-04-02T16:43:13Z,240000,,,0,,T. Rozier Free Throw 2 of 3 (2 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
25,PT10M17.00S,2022-04-02T16:43:30.6Z,1,REGULAR,freethrow,3 of 3,[],1626179,,,1610612766,2,8,2022-04-02T16:43:30Z,250000,,,0,,T. Rozier Free Throw 3 of 3 (3 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
26,PT10M01.00S,2022-04-02T16:43:47.6Z,1,REGULAR,3pt,Jump Shot,[],202699,28.991458607095925,22.058823529411764,1610612755,5,8,2022-04-02T16:43:53Z,260000,140.0,220.0,1,left,T. Harris 26' 3PT  (3 PTS) (J. Harden 1 AST),"[202699, 201935]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,26.06,Made,3.0,J. Harden,201935.0,1.0,,,,,,,,,,,,
28,PT09M42.00S,2022-04-02T16:44:06.5Z,1,REGULAR,3pt,Jump Shot,[],1626179,93.51182654402102,3.1862745098039214,1610612766,5,8,2022-04-02T16:44:13Z,280000,-234.0,8.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,23.43,Missed,,,,,,,,,,,,,,,,
29,PT09M40.00S,2022-04-02T16:44:08.5Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,5,8,2022-04-02T16:44:13Z,290000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,
