actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
465,PT04M50.00S,2022-04-09T18:45:06.3Z,3,REGULAR,turnover,bad pass,[],203954,,,1610612755,85,77,2022-04-09T18:45:10Z,4600000,,,0,,J. Embiid bad pass TURNOVER (3 TO),"[203954, 1630543]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,3.0,Jackson,1630543.0
466,PT04M50.00S,2022-04-09T18:45:06.3Z,3,REGULAR,steal,,[],1630543,,,1610612754,85,77,2022-04-09T18:45:08Z,4610000,,,0,,I. Jackson STEAL (2 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M45.00S,2022-04-09T18:45:11.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629052,21.23850197109067,92.15686274509804,1610612754,85,80,2022-04-09T18:45:19Z,4620000,-211.0,147.0,1,left,O. Brissett 25' 3PT  (19 PTS) (T. McConnell 6 AST),"[1629052, 204456]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,,19.0,25.71,,,T. McConnell,204456.0,6.0,,,,,,
469,PT04M29.00S,2022-04-09T18:45:29.3Z,3,REGULAR,foul,personal,[],204456,,,1610612755,85,80,2022-04-09T18:45:36Z,4640000,,,0,,T. McConnell personal FOUL (4 PF),"[204456, 203954]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,1627962.0,4.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
471,PT04M14.00S,2022-04-09T18:45:58.7Z,3,REGULAR,3pt,Jump Shot,[],203954,75.50919842312747,10.294117647058822,1610612755,88,80,2022-04-09T18:46:04Z,4660000,-199.0,178.0,1,right,J. Embiid 26' 3PT step back (26 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,,,,,,Made,,26.0,26.64,,,,,,,,,,,
472,PT04M04.00S,2022-04-09T18:46:08.8Z,3,REGULAR,2pt,Jump Shot,[],204456,6.521024967148489,27.696078431372552,1610612754,88,80,2022-04-09T18:46:13Z,4670000,112.0,9.0,1,left,MISS T. McConnell 11' fadeaway Shot,[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,,,,,,Missed,,,11.18,,,,,,,,,,,
473,PT04M02.00S,2022-04-09T18:46:10.8Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,88,80,2022-04-09T18:46:13Z,4680000,,,0,,J. Embiid REBOUND (Off:4 Def:12),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,472.0,,,,,,,,16.0,12.0,4.0,,,
475,PT03M47.00S,2022-04-09T18:46:26.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,93.77463863337714,45.588235294117645,1610612755,90,80,2022-04-09T18:46:31Z,4690000,-22.0,6.0,1,right,J. Harden driving Layup (17 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,,,,,,Made,,17.0,2.29,,,,,,,,,,,
476,PT03M46.00S,2022-04-09T18:46:32.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612754,90,80,2022-04-09T18:46:38Z,4700000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT03M46.00S,2022-04-09T18:47:41.8Z,3,REGULAR,substitution,out,[],204456,,,1610612754,90,80,2022-04-09T18:48:05Z,4710000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M46.00S,2022-04-09T18:47:41.8Z,3,REGULAR,substitution,out,[],1630543,,,1610612754,90,80,2022-04-09T18:48:05Z,4720000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M46.00S,2022-04-09T18:47:41.8Z,3,REGULAR,substitution,in,[],1630169,,,1610612754,90,80,2022-04-09T18:48:05Z,4730000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M46.00S,2022-04-09T18:47:41.8Z,3,REGULAR,substitution,in,[],1630678,,,1610612754,90,80,2022-04-09T18:48:05Z,4740000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M28.00S,2022-04-09T18:48:25.0Z,3,REGULAR,turnover,bad pass,[],1627741,,,1610612754,90,80,2022-04-09T18:48:29Z,4750000,,,0,,B. Hield bad pass TURNOVER (2 TO),"[1627741, 203954]",1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,2.0,Embiid,203954.0
482,PT03M28.00S,2022-04-09T18:48:25.0Z,3,REGULAR,steal,,[],203954,,,1610612755,90,80,2022-04-09T18:48:27Z,4760000,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
483,PT03M20.00S,2022-04-09T18:48:32.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629680,74.19513797634691,14.705882352941178,1610612755,90,80,2022-04-09T18:48:38Z,4770000,-176.0,190.0,1,right,MISS M. Thybulle 25' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,Missed,,,25.94,,,,,,,,,,,
484,PT03M17.00S,2022-04-09T18:48:35.9Z,3,REGULAR,rebound,defensive,[],1630613,,,1610612754,90,80,2022-04-09T18:48:38Z,4780000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:1),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,483.0,,,,,,,,1.0,1.0,0.0,,,
485,PT03M11.00S,2022-04-09T18:48:42.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,5.863994743758213,53.67647058823529,1610612754,90,80,2022-04-09T18:48:51Z,4790000,-18.0,3.0,1,left,MISS D. Washington Jr. driving Layup,[1630613],1610612754.0,IND,driving,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Missed,,,1.86,,,,,,,,,,,
486,PT03M07.00S,2022-04-09T18:48:46.5Z,3,REGULAR,rebound,offensive,[],1630678,,,1610612754,90,80,2022-04-09T18:48:51Z,4800000,,,0,,T. Taylor REBOUND (Off:3 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,485.0,,,,,,,,4.0,1.0,3.0,,,
487,PT03M07.00S,2022-04-09T18:48:46.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,8.886333771353483,52.20588235294118,1610612754,90,82,2022-04-09T18:48:57Z,4810000,-11.0,31.0,1,left,T. Taylor putback Layup (4 PTS),[1630678],1610612754.0,IND,putback,,,Taylor,T. Taylor,,,,,,,,,,Made,,4.0,3.29,,,,,,,,,,,
488,PT02M48.00S,2022-04-09T18:49:04.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,93.24901445466492,47.794117647058826,1610612755,92,82,2022-04-09T18:49:12Z,4820000,-11.0,11.0,1,right,J. Embiid cutting DUNK (28 PTS) (J. Harden 10 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,,,,,,Made,,28.0,1.56,,,J. Harden,201935.0,10.0,,,,,,
490,PT02M33.00S,2022-04-09T18:49:19.9Z,3,REGULAR,turnover,bad pass,[],1630169,,,1610612754,92,82,2022-04-09T18:49:23Z,4840000,,,0,,T. Haliburton bad pass TURNOVER (4 TO),"[1630169, 1629680]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,4.0,Thybulle,1629680.0
491,PT02M33.00S,2022-04-09T18:49:19.9Z,3,REGULAR,steal,,[],1629680,,,1610612755,92,82,2022-04-09T18:49:21Z,4850000,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
492,PT02M18.00S,2022-04-09T18:49:36.3Z,3,REGULAR,violation,kicked ball,[],1630169,,,1610612755,92,82,2022-04-09T18:49:44Z,4860000,,,0,,T. Haliburton kicked ball VIOLATION,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,1627962.0,,,,,,,,,,,,,,,,,,,
493,PT02M18.00S,2022-04-09T18:49:39.4Z,3,REGULAR,substitution,out,[],201935,,,1610612755,92,82,2022-04-09T18:49:49Z,4870000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M18.00S,2022-04-09T18:49:39.4Z,3,REGULAR,substitution,out,[],201980,,,1610612755,92,82,2022-04-09T18:49:49Z,4880000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M18.00S,2022-04-09T18:49:39.4Z,3,REGULAR,substitution,in,[],1630198,,,1610612755,92,82,2022-04-09T18:49:49Z,4890000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
496,PT02M18.00S,2022-04-09T18:49:39.4Z,3,REGULAR,substitution,in,[],1629003,,,1610612755,92,82,2022-04-09T18:49:49Z,4900000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
497,PT02M09.00S,2022-04-09T18:50:08.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,79.71419185282524,44.11764705882353,1610612755,94,82,2022-04-09T18:50:20Z,4910000,-29.0,138.0,1,right,J. Embiid 14' pullup Jump Shot (30 PTS) (S. Milton 4 AST),"[203954, 1629003]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,,,,,,Made,,30.0,14.13,,,S. Milton,1629003.0,4.0,,,,,,
498,PT02M04.00S,2022-04-09T18:50:16.2Z,3,REGULAR,foul,offensive,[],1630169,,,1610612754,94,82,2022-04-09T18:50:24Z,4920000,,,0,,T. Haliburton charge offensive FOUL (1 PF),"[1630169, 1630198]",1610612754.0,IND,charge,,,Haliburton,T. Haliburton,,,,,1627962.0,1.0,0.0,Joe,1630198.0,,,,,,,,,,,,,,,
500,PT02M04.00S,2022-04-09T18:50:16.2Z,3,REGULAR,turnover,offensive foul,[],1630169,,,1610612754,94,82,2022-04-09T18:50:16Z,4940000,,,0,,T. Haliburton offensive foul TURNOVER (5 TO),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,1627962.0,,,,,,,,,,,,,,,,,5.0,,
502,PT01M52.00S,2022-04-09T18:50:45.4Z,3,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612755,94,82,2022-04-09T18:50:55Z,4950000,,,0,,B. Hield shooting personal FOUL (2 PF) (Embiid 2 FT),"[1627741, 203954]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,1627962.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
504,PT01M52.00S,2022-04-09T18:51:11.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,95,82,2022-04-09T18:51:38Z,4970000,,,0,,J. Embiid Free Throw 1 of 2 (31 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,,31.0,,,,,,,,,,,,
505,PT01M52.00S,2022-04-09T18:51:13.8Z,3,REGULAR,substitution,out,[],1627741,,,1610612755,95,82,2022-04-09T18:51:16Z,4980000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
506,PT01M52.00S,2022-04-09T18:51:13.8Z,3,REGULAR,substitution,in,[],202362,,,1610612755,95,82,2022-04-09T18:51:16Z,4990000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
507,PT01M52.00S,2022-04-09T18:51:11.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,95,82,2022-04-09T18:51:38Z,5000000,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,,,,,,,,,,
508,PT01M50.00S,2022-04-09T18:51:13.4Z,3,REGULAR,rebound,defensive,[],1629052,,,1610612754,95,82,2022-04-09T18:51:38Z,5010000,,,0,,O. Brissett REBOUND (Off:1 Def:5),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,507.0,,,,,,,,6.0,5.0,1.0,,,
509,PT01M38.00S,2022-04-09T18:51:47.2Z,3,REGULAR,2pt,Jump Shot,[],1630169,23.47240473061761,53.431372549019606,1610612754,95,84,2022-04-09T18:51:57Z,5020000,-17.0,168.0,1,left,T. Haliburton 16' pullup Jump Shot (13 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,,,,,,Made,,13.0,16.9,,,,,,,,,,,
526,PT01M37.00S,2022-04-09T18:52:02.3Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612755,95,84,2022-04-09T18:54:20Z,5035000,,,0,,TEAM delay-of-game VIOLATION,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT01M27.00S,2022-04-09T18:52:09.9Z,3,REGULAR,2pt,Layup,[],203954,77.87450722733246,48.529411764705884,1610612755,97,84,2022-04-09T18:52:53Z,5040000,-7.0,155.0,1,right,J. Embiid 15' driving finger roll Layup (33 PTS) (S. Milton 5 AST),"[203954, 1629003]",1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,,,,,,Made,,33.0,15.57,,,S. Milton,1629003.0,5.0,,,,,,
513,PT01M15.00S,2022-04-09T18:52:27.2Z,3,REGULAR,2pt,Jump Shot,[],202362,20.844283837056505,28.921568627450984,1610612754,97,86,2022-04-09T18:55:28Z,5060000,105.0,143.0,1,left,L. Stephenson 17' pullup Jump Shot (5 PTS),[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,,,,,,Made,,5.0,17.8,,,,,,,,,,,
514,PT01M01.00S,2022-04-09T18:52:34.4Z,3,REGULAR,turnover,bad pass,[],1629680,,,1610612755,97,86,2022-04-09T18:52:51Z,5070000,,,0,,M. Thybulle bad pass TURNOVER (1 TO),"[1629680, 1630169]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0
515,PT01M01.00S,2022-04-09T18:52:34.4Z,3,REGULAR,steal,,[],1630169,,,1610612754,97,86,2022-04-09T18:52:36Z,5080000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
516,PT00M51.60S,2022-04-09T18:52:45.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630169,9.149145860709593,50.49019607843137,1610612754,97,88,2022-04-09T18:53:01Z,5090000,-2.0,34.0,1,left,T. Haliburton driving finger roll Layup (15 PTS) (L. Stephenson 2 AST),"[1630169, 202362]",1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,,,,,,Made,,15.0,3.36,,,L. Stephenson,202362.0,2.0,,,,,,
518,PT00M37.70S,2022-04-09T18:53:04.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,87.99277266754271,42.15686274509804,1610612755,97,88,2022-04-09T18:53:10Z,5110000,-39.0,60.0,1,right,MISS T. Maxey 7' driving floating bank Shot,[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,,,,,,Missed,,,7.2,,,,,,,,,,,
519,PT00M35.30S,2022-04-09T18:53:07.1Z,3,REGULAR,rebound,defensive,[],202362,,,1610612754,97,88,2022-04-09T18:53:07Z,5120000,,,0,,L. Stephenson REBOUND (Off:0 Def:2),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,518.0,,,,,,,,2.0,2.0,0.0,,,
520,PT00M32.20S,2022-04-09T18:53:10.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630613,13.091327201051248,40.68627450980392,1610612754,97,90,2022-04-09T18:56:52Z,5130000,47.0,71.0,1,left,D. Washington Jr. 8' driving floating Jump Shot (15 PTS) (L. Stephenson 3 AST),"[1630613, 202362]",1610612754.0,IND,driving floating,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Made,,15.0,8.46,,,L. Stephenson,202362.0,3.0,,,,,,
521,PT00M14.00S,2022-04-09T18:53:33.4Z,3,REGULAR,3pt,Jump Shot,[],1630178,74.58935611038108,12.990196078431374,1610612755,100,90,2022-04-09T18:53:38Z,5140000,-185.0,186.0,1,right,T. Maxey 26' 3PT  (16 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,Made,,16.0,26.26,,,,,,,,,,,
522,PT00M00.30S,2022-04-09T18:53:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,7.30946123521682,47.30392156862745,1610612754,100,90,2022-04-09T18:54:01Z,5150000,13.0,16.0,1,left,MISS D. Washington Jr. driving Layup - blocked,"[1630613, 203954]",1610612754.0,IND,driving,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Missed,,,2.11,Embiid,203954.0,,,,,,,,,
523,PT00M00.30S,2022-04-09T18:53:50.5Z,3,REGULAR,block,,[],203954,,,1610612754,100,90,2022-04-09T18:53:52Z,5160000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
524,PT00M00.30S,2022-04-09T18:53:50.5Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,100,90,2022-04-09T18:54:01Z,5170000,,,0,,J. Embiid REBOUND (Off:4 Def:13),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,522.0,,,,,,,,17.0,13.0,4.0,,,
525,PT00M00.00S,2022-04-09T18:53:59.9Z,3,REGULAR,period,end,[],0,,,1610612755,100,90,2022-04-09T18:53:59Z,5180000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2022-04-09T18:56:08.0Z,4,REGULAR,substitution,out,['startperiod'],203954,,,1610612755,100,90,2022-04-09T18:56:35Z,5190000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2022-04-09T18:56:08.0Z,4,REGULAR,substitution,out,['startperiod'],1629052,,,1610612755,100,90,2022-04-09T18:56:35Z,5200000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2022-04-09T18:56:08.0Z,4,REGULAR,substitution,in,['startperiod'],1630194,,,1610612755,100,90,2022-04-09T18:56:35Z,5210000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2022-04-09T18:56:08.0Z,4,REGULAR,substitution,in,['startperiod'],1630543,,,1610612755,100,90,2022-04-09T18:56:35Z,5220000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2022-04-09T18:56:38.7Z,4,REGULAR,period,start,[],0,,,1610612755,100,90,2022-04-09T18:56:38Z,5230000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT11M49.00S,2022-04-09T18:56:49.3Z,4,REGULAR,3pt,Jump Shot,[],1630178,68.28186596583443,63.725490196078425,1610612755,100,90,2022-04-09T18:56:57Z,5240000,69.0,246.0,1,right,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,,,Missed,,,25.51,,,,,,,,,,,
533,PT11M43.00S,2022-04-09T18:56:55.3Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,100,90,2022-04-09T18:56:57Z,5250000,,,0,,I. Jackson REBOUND (Off:1 Def:5),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,532.0,,,,,,,,6.0,5.0,1.0,,,
534,PT11M32.00S,2022-04-09T18:57:06.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,7.703679369250986,50.98039215686274,1610612754,100,90,2022-04-09T18:57:28Z,5260000,-5.0,20.0,1,left,MISS I. Jackson Layup,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,Missed,,,2.05,,,,,,,,,,,
535,PT11M31.00S,2022-04-09T18:57:07.3Z,4,REGULAR,rebound,defensive,[],1630198,,,1610612755,100,90,2022-04-09T18:57:21Z,5270000,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,534.0,,,,,,,,1.0,1.0,0.0,,,
536,PT11M31.00S,2022-04-09T18:57:14.6Z,4,REGULAR,foul,personal,[],1630543,,,1610612755,100,90,2022-04-09T18:57:18Z,5280000,,,0,,I. Jackson personal FOUL (3 PF),"[1630543, 1630198]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,1627962.0,3.0,0.0,Joe,1630198.0,,,,,,,,,,,,,,,
538,PT11M31.00S,2022-04-09T18:57:20.5Z,4,REGULAR,substitution,out,[],1630178,,,1610612755,100,90,2022-04-09T18:57:30Z,5300000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
539,PT11M31.00S,2022-04-09T18:57:20.5Z,4,REGULAR,substitution,out,[],1630198,,,1610612755,100,90,2022-04-09T18:57:30Z,5310000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
540,PT11M31.00S,2022-04-09T18:57:20.5Z,4,REGULAR,substitution,in,[],201935,,,1610612755,100,90,2022-04-09T18:57:30Z,5320000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
541,PT11M31.00S,2022-04-09T18:57:20.5Z,4,REGULAR,substitution,in,[],202699,,,1610612755,100,90,2022-04-09T18:57:30Z,5330000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
543,PT11M07.00S,2022-04-09T18:58:15.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,82.86793692509855,51.470588235294116,1610612755,100,90,2022-04-09T18:58:19Z,5340000,7.0,109.0,1,right,MISS S. Milton 10' pullup Shot,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,,,,,,Missed,,,10.88,,,,,,,,,,,
544,PT11M06.00S,2022-04-09T18:58:17.2Z,4,REGULAR,rebound,offensive,[],202699,,,1610612755,100,90,2022-04-09T18:58:17Z,5350000,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,543.0,,,,,,,,4.0,3.0,1.0,,,
545,PT11M04.00S,2022-04-09T18:58:19.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202699,85.62746386333771,48.28431372549019,1610612755,102,90,2022-04-09T18:58:23Z,5360000,-9.0,83.0,1,right,T. Harris 8' driving Layup (16 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,,,,,,Made,,16.0,8.3,,,,,,,,,,,
546,PT10M56.00S,2022-04-09T18:58:27.1Z,4,REGULAR,3pt,Jump Shot,[],1630678,7.30946123521682,97.05882352941177,1610612754,102,90,2022-04-09T18:58:32Z,5370000,-235.0,16.0,1,left,MISS T. Taylor 3PT,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,Missed,,,23.59,,,,,,,,,,,
547,PT10M52.00S,2022-04-09T18:58:31.1Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,102,90,2022-04-09T18:58:32Z,5380000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,546.0,,,,,,,,3.0,3.0,0.0,,,
548,PT10M37.00S,2022-04-09T18:58:45.7Z,4,REGULAR,3pt,Jump Shot,[],202699,67.23061760840999,38.72549019607843,1610612755,102,90,2022-04-09T18:58:50Z,5390000,-56.0,256.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,Missed,,,26.17,,,,,,,,,,,
549,PT10M35.00S,2022-04-09T18:58:47.7Z,4,REGULAR,rebound,defensive,[],202362,,,1610612754,102,90,2022-04-09T18:58:50Z,5400000,,,0,,L. Stephenson REBOUND (Off:0 Def:3),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,548.0,,,,,,,,3.0,3.0,0.0,,,
550,PT10M22.00S,2022-04-09T18:59:00.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202362,7.966491458607096,45.83333333333333,1610612754,102,92,2022-04-09T18:59:05Z,5410000,21.0,22.0,1,left,L. Stephenson driving finger roll Layup (7 PTS) (T. Haliburton 9 AST),"[202362, 1630169]",1610612754.0,IND,driving finger roll,,,Stephenson,L. Stephenson,,,,,,,,,,Made,,7.0,3.06,,,T. Haliburton,1630169.0,9.0,,,,,,
552,PT10M03.00S,2022-04-09T18:59:19.6Z,4,REGULAR,3pt,Jump Shot,[],1629003,73.80091984231275,15.686274509803921,1610612755,102,92,2022-04-09T18:59:25Z,5430000,-172.0,194.0,1,right,MISS S. Milton 25' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,Missed,,,25.89,,,,,,,,,,,
553,PT10M00.00S,2022-04-09T18:59:22.6Z,4,REGULAR,rebound,offensive,[],1629680,,,1610612755,102,92,2022-04-09T18:59:25Z,5440000,,,0,,M. Thybulle REBOUND (Off:2 Def:0),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,552.0,,,,,,,,2.0,0.0,2.0,,,
