actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
372,PT07M05.00S,2021-12-16T01:33:28.0Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,53,74,2021-12-16T01:33:30Z,3700000,,,0,,D. Dedmon REBOUND (Off:1 Def:6),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,371.0,7.0,6.0,1.0,,,,,,,,,,,
373,PT06M55.00S,2021-12-16T01:33:38.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,18.347568988173457,64.70588235294117,1610612748,53,76,2021-12-16T01:33:42Z,3710000,-74.0,120.0,1,left,G. Vincent 14' pullup Jump Shot (23 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,14.07,Made,,,,,23.0,,,,,,,,,,
374,PT06M38.00S,2021-12-16T01:33:55.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,92.9862023653088,54.65686274509803,1610612755,53,76,2021-12-16T01:34:00Z,3720000,23.0,13.0,1,right,MISS M. Thybulle driving reverse Layup,[1629680],1610612755.0,PHI,driving reverse,,,Thybulle,M. Thybulle,,,,,,,,2.69,Missed,,,,,,,,,,,,,,,
375,PT06M36.00S,2021-12-16T01:33:57.7Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,53,76,2021-12-16T01:34:00Z,3730000,,,0,,D. Dedmon REBOUND (Off:1 Def:7),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,374.0,8.0,7.0,1.0,,,,,,,,,,,
376,PT06M26.00S,2021-12-16T01:34:10.8Z,3,REGULAR,foul,offensive,[],1629216,,,1610612748,53,76,2021-12-16T01:34:19Z,3740000,,,0,,G. Vincent charge offensive FOUL (2 PF),"[1629216, 1629680]",1610612748.0,MIA,charge,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Thybulle,1629680.0
378,PT06M26.00S,2021-12-16T01:34:10.8Z,3,REGULAR,turnover,offensive foul,[],1629216,,,1610612748,53,76,2021-12-16T01:34:10Z,3760000,,,0,,G. Vincent offensive foul TURNOVER (3 TO),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,3.0,,,,,,,,,,,,,,,203593.0,,,,
379,PT06M26.00S,2021-12-16T01:34:20.8Z,3,REGULAR,substitution,out,[],1629680,,,1610612755,53,76,2021-12-16T01:34:23Z,3770000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M26.00S,2021-12-16T01:34:20.8Z,3,REGULAR,substitution,in,[],1629003,,,1610612755,53,76,2021-12-16T01:34:23Z,3780000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M26.00S,2021-12-16T01:34:25.4Z,3,REGULAR,substitution,out,[],200782,,,1610612755,53,76,2021-12-16T01:34:30Z,3790000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M26.00S,2021-12-16T01:34:25.4Z,3,REGULAR,substitution,in,[],1629644,,,1610612755,53,76,2021-12-16T01:34:30Z,3800000,,,0,,SUB in: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M05.00S,2021-12-16T01:34:58.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,93.51182654402102,49.754901960784316,1610612755,55,76,2021-12-16T01:35:03Z,3810000,-1.0,8.0,1,right,T. Maxey driving finger roll Layup (14 PTS) (S. Milton 5 AST),"[1630178, 1629003]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,,,,0.86,Made,,,,,14.0,,,S. Milton,1629003.0,5.0,,,,,
385,PT05M45.00S,2021-12-16T01:35:19.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629644,4.944152431011826,53.18627450980392,1610612748,55,78,2021-12-16T01:35:24Z,3830000,-16.0,-6.0,1,left,K. Okpala DUNK (4 PTS) (D. Robinson 3 AST),"[1629644, 1629130]",1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,1.7,Made,,,,,4.0,,,D. Robinson,1629130.0,3.0,,,,,
387,PT05M34.00S,2021-12-16T01:35:33.5Z,3,REGULAR,turnover,out-of-bounds,[],203552,,,1610612755,55,78,2021-12-16T01:35:38Z,3850000,,,0,,S. Curry step out-of-bounds TURNOVER (1 TO),[203552],1610612755.0,PHI,step,,,Curry,S. Curry,,,,,1.0,,,,,,,,,,,,,,,203593.0,,,,
388,PT05M11.00S,2021-12-16T01:36:16.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,30.962549277266753,27.941176470588236,1610612748,55,78,2021-12-16T01:36:37Z,3860000,110.0,239.0,1,left,MISS D. Robinson 26' pullup 3PT - blocked,"[1629130, 203552]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,,,,26.28,Missed,,,,,,Curry,203552.0,,,,,,,,
389,PT05M11.00S,2021-12-16T01:36:16.1Z,3,REGULAR,block,,[],203552,,,1610612748,55,78,2021-12-16T01:36:20Z,3870000,,,0,,S. Curry BLOCK (1 BLK),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M10.00S,2021-12-16T01:36:17.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,55,78,2021-12-16T01:36:37Z,3880000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,388.0,,,,,,,,,,,,,,
391,PT05M10.00S,2021-12-16T01:36:23.8Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612748,55,78,2021-12-16T01:36:41Z,3890000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,200832.0,,,,
392,PT04M53.00S,2021-12-16T01:36:45.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203552,65.25952693823915,40.931372549019606,1610612755,55,78,2021-12-16T01:36:51Z,3900000,-45.0,274.0,1,right,MISS S. Curry 27' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,27.78,Missed,,,,,,,,,,,,,,,
393,PT04M50.00S,2021-12-16T01:36:48.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,55,78,2021-12-16T01:36:51Z,3910000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,392.0,,,,,,,,,,,,,,
394,PT04M50.00S,2021-12-16T01:36:50.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,55,78,2021-12-16T01:36:50Z,3920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M50.00S,2021-12-16T01:36:51.7Z,3,REGULAR,substitution,out,[],1629216,,,1610612748,55,78,2021-12-16T01:36:55Z,3930000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M50.00S,2021-12-16T01:36:51.7Z,3,REGULAR,substitution,in,[],1629622,,,1610612748,55,78,2021-12-16T01:36:55Z,3940000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M32.00S,2021-12-16T01:37:20.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203473,8.623521681997373,48.03921568627451,1610612748,55,78,2021-12-16T01:37:26Z,3950000,10.0,29.0,1,left,MISS D. Dedmon driving Layup - blocked,"[203473, 203954]",1610612748.0,MIA,driving,,,Dedmon,D. Dedmon,,,,,,,,3.02,Missed,,,,,,Embiid,203954.0,,,,,,,,
398,PT04M32.00S,2021-12-16T01:37:20.8Z,3,REGULAR,block,,[],203954,,,1610612748,55,78,2021-12-16T01:37:23Z,3960000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M28.00S,2021-12-16T01:37:24.8Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,55,78,2021-12-16T01:37:26Z,3970000,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,397.0,4.0,4.0,0.0,,,,,,,,,,,
400,PT04M27.00S,2021-12-16T01:37:27.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629003,93.51182654402102,47.05882352941176,1610612755,57,78,2021-12-16T01:37:39Z,3980000,-15.0,8.0,1,right,S. Milton running Layup (4 PTS) (T. Harris 3 AST),"[1629003, 202699]",1610612755.0,PHI,running,,,Milton,S. Milton,,,,,,,,1.7,Made,,,,,4.0,,,T. Harris,202699.0,3.0,,,,,
402,PT04M27.00S,2021-12-16T01:37:29.5Z,3,REGULAR,foul,personal,['1freethrow'],1629622,,,1610612755,57,78,2021-12-16T01:37:43Z,4000000,,,0,,M. Strus shooting personal FOUL (1 PF) (Milton 1 FT),"[1629622, 1629003]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Milton,1629003.0
404,PT04M27.00S,2021-12-16T01:37:56.6Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1629003,,,1610612755,57,78,2021-12-16T01:37:59Z,4020000,,,0,,MISS S. Milton Free Throw 1 of 1,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,Missed,,,,,,,,,,,,,,,
405,PT04M24.00S,2021-12-16T01:37:59.6Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,57,78,2021-12-16T01:37:59Z,4030000,,,0,,D. Dedmon REBOUND (Off:1 Def:8),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,404.0,9.0,8.0,1.0,,,,,,,,,,,
406,PT04M09.00S,2021-12-16T01:38:12.8Z,3,REGULAR,3pt,Jump Shot,[],1629622,27.414586070959263,15.686274509803921,1610612748,57,78,2021-12-16T01:38:17Z,4040000,172.0,205.0,1,left,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,26.75,Missed,,,,,,,,,,,,,,,
407,PT04M06.00S,2021-12-16T01:38:15.8Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,57,78,2021-12-16T01:38:17Z,4050000,,,0,,J. Embiid REBOUND (Off:1 Def:11),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,406.0,12.0,11.0,1.0,,,,,,,,,,,
408,PT04M03.00S,2021-12-16T01:38:21.4Z,3,REGULAR,foul,personal,[],1629130,,,1610612755,57,78,2021-12-16T01:38:26Z,4060000,,,0,,D. Robinson personal FOUL (3 PF),"[1629130, 1629003]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,203593.0,3.0,0.0,Milton,1629003.0
410,PT04M03.00S,2021-12-16T01:38:28.0Z,3,REGULAR,substitution,out,[],202699,,,1610612755,57,78,2021-12-16T01:38:38Z,4080000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M03.00S,2021-12-16T01:38:28.0Z,3,REGULAR,substitution,in,[],201980,,,1610612755,57,78,2021-12-16T01:38:38Z,4090000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M47.00S,2021-12-16T01:39:07.0Z,3,REGULAR,foul,personal,[],203473,,,1610612755,57,78,2021-12-16T01:39:20Z,4100000,,,0,,D. Dedmon personal FOUL (3 PF),"[203473, 1630178]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,200832.0,3.0,1.0,Maxey,1630178.0
414,PT03M47.00S,2021-12-16T01:39:22.3Z,3,REGULAR,substitution,out,[],203473,,,1610612755,57,78,2021-12-16T01:39:30Z,4120000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
415,PT03M47.00S,2021-12-16T01:39:22.3Z,3,REGULAR,substitution,in,[],200782,,,1610612755,57,78,2021-12-16T01:39:30Z,4130000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
416,PT03M39.00S,2021-12-16T01:39:43.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,91.5407358738502,52.20588235294118,1610612755,59,78,2021-12-16T01:39:49Z,4140000,11.0,27.0,1,right,T. Maxey driving finger roll Layup (16 PTS) (S. Curry 4 AST),"[1630178, 203552]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,,,,2.92,Made,,,,,16.0,,,S. Curry,203552.0,4.0,,,,,
418,PT03M25.00S,2021-12-16T01:39:57.0Z,3,REGULAR,3pt,Jump Shot,[],1629644,29.911300919842315,71.56862745098039,1610612748,59,78,2021-12-16T01:40:01Z,4160000,-108.0,229.0,1,left,MISS K. Okpala 25' 3PT,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,25.28,Missed,,,,,,,,,,,,,,,
419,PT03M22.00S,2021-12-16T01:40:00.0Z,3,REGULAR,rebound,defensive,[],201980,,,1610612755,59,78,2021-12-16T01:40:01Z,4170000,,,0,,D. Green REBOUND (Off:0 Def:2),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,418.0,2.0,2.0,0.0,,,,,,,,,,,
420,PT03M19.00S,2021-12-16T01:40:05.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,93.11760840998686,46.32352941176471,1610612755,61,78,2021-12-16T01:40:12Z,4180000,-18.0,12.0,1,right,T. Maxey running Layup (18 PTS),[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,,,,2.21,Made,,,,,18.0,,,,,,,,,,
421,PT03M19.00S,2021-12-16T01:40:07.7Z,3,REGULAR,foul,personal,['1freethrow'],1629644,,,1610612755,61,78,2021-12-16T01:40:19Z,4190000,,,0,,K. Okpala shooting personal FOUL (3 PF) (Maxey 1 FT),"[1629644, 1630178]",1610612748.0,MIA,shooting,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,1626302.0,3.0,0.0,Maxey,1630178.0
423,PT03M19.00S,2021-12-16T01:40:33.4Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1630178,,,1610612755,62,78,2021-12-16T01:40:33Z,4210000,,,0,,T. Maxey Free Throw 1 of 1 (19 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,Made,,,,,19.0,,,,,,,,,,
424,PT03M12.00S,2021-12-16T01:40:46.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,62,78,2021-12-16T01:40:46Z,4220000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M12.00S,2021-12-16T01:43:26.0Z,3,REGULAR,substitution,out,[],1629644,,,1610612748,62,78,2021-12-16T01:43:33Z,4230000,,,0,,SUB out: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M12.00S,2021-12-16T01:43:26.0Z,3,REGULAR,substitution,in,[],1630209,,,1610612748,62,78,2021-12-16T01:43:33Z,4240000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M05.00S,2021-12-16T01:43:56.3Z,3,REGULAR,turnover,bad pass,[],200768,,,1610612748,62,78,2021-12-16T01:44:00Z,4250000,,,0,,K. Lowry bad pass TURNOVER (4 TO),"[200768, 201980]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,4.0,Green,201980.0,,,,,,,,,,,,,,,,,
428,PT03M05.00S,2021-12-16T01:43:56.3Z,3,REGULAR,steal,,[],201980,,,1610612755,62,78,2021-12-16T01:43:57Z,4260000,,,0,,D. Green STEAL (1 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M59.00S,2021-12-16T01:44:02.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201980,67.62483574244416,68.62745098039215,1610612755,65,78,2021-12-16T01:44:08Z,4270000,93.0,252.0,1,right,D. Green 26' 3PT  (3 PTS) (T. Maxey 2 AST),"[201980, 1630178]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,26.85,Made,,,,,3.0,,,T. Maxey,1630178.0,2.0,,,,,
431,PT02M36.00S,2021-12-16T01:44:25.2Z,3,REGULAR,3pt,Jump Shot,[],200768,28.991458607095925,27.941176470588236,1610612748,65,81,2021-12-16T01:44:29Z,4290000,110.0,220.0,1,left,K. Lowry 24' 3PT  (8 PTS) (M. Strus 2 AST),"[200768, 1629622]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,24.61,Made,,,,,8.0,,,M. Strus,1629622.0,2.0,,,,,
433,PT02M15.00S,2021-12-16T01:44:46.3Z,3,REGULAR,3pt,Jump Shot,[],201980,92.06636005256242,97.30392156862744,1610612755,65,81,2021-12-16T01:44:52Z,4310000,237.0,22.0,1,right,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,23.75,Missed,,,,,,,,,,,,,,,
434,PT02M13.00S,2021-12-16T01:44:48.3Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,65,81,2021-12-16T01:44:52Z,4320000,,,0,,D. Robinson REBOUND (Off:3 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,433.0,6.0,3.0,3.0,,,,,,,,,,,
435,PT02M03.00S,2021-12-16T01:45:01.6Z,3,REGULAR,foul,offensive,[],200782,,,1610612748,65,81,2021-12-16T01:45:11Z,4330000,,,0,,P. Tucker offensive FOUL (2 PF),"[200782, 201980]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Green,201980.0
437,PT02M03.00S,2021-12-16T01:45:01.6Z,3,REGULAR,turnover,offensive foul,[],200782,,,1610612748,65,81,2021-12-16T01:45:01Z,4350000,,,0,,P. Tucker offensive foul TURNOVER (2 TO),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,2.0,,,,,,,,,,,,,,,203593.0,,,,
438,PT02M03.00S,2021-12-16T01:45:11.6Z,3,REGULAR,substitution,out,[],203552,,,1610612755,65,81,2021-12-16T01:45:15Z,4360000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M03.00S,2021-12-16T01:45:11.6Z,3,REGULAR,substitution,in,[],1630198,,,1610612755,65,81,2021-12-16T01:45:15Z,4370000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
440,PT01M52.00S,2021-12-16T01:45:26.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629003,93.51182654402102,48.77450980392157,1610612755,67,81,2021-12-16T01:45:33Z,4380000,-6.0,8.0,1,right,S. Milton driving Layup (6 PTS) (T. Maxey 3 AST),"[1629003, 1630178]",1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,,,,1.05,Made,,,,,6.0,,,T. Maxey,1630178.0,3.0,,,,,
442,PT01M30.00S,2021-12-16T01:45:48.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,16.245072273324574,56.86274509803921,1610612748,67,81,2021-12-16T01:45:55Z,4400000,-34.0,100.0,1,left,MISS D. Robinson 10' fadeaway Shot,[1629130],1610612748.0,MIA,fadeaway,,,Robinson,D. Robinson,,,,,,,,10.59,Missed,,,,,,,,,,,,,,,
444,PT01M27.00S,2021-12-16T01:45:51.2Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,67,81,2021-12-16T01:45:55Z,4420000,,,0,,J. Embiid REBOUND (Off:1 Def:12),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,442.0,13.0,12.0,1.0,,,,,,,,,,,
445,PT01M23.00S,2021-12-16T01:45:55.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203954,69.72733245729303,26.715686274509803,1610612755,70,81,2021-12-16T01:46:03Z,4430000,-116.0,232.0,1,right,J. Embiid 25' 3PT  (17 PTS) (T. Maxey 4 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,25.97,Made,,,,,17.0,,,T. Maxey,1630178.0,4.0,,,,,
447,PT00M59.10S,2021-12-16T01:46:19.5Z,3,REGULAR,turnover,bad pass,[],200782,,,1610612748,70,81,2021-12-16T01:46:25Z,4450000,,,0,,P. Tucker bad pass TURNOVER (3 TO),"[200782, 201980]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,3.0,Green,201980.0,,,,,,,,,,,,,,,,,
448,PT00M59.10S,2021-12-16T01:46:19.5Z,3,REGULAR,steal,,[],201980,,,1610612755,70,81,2021-12-16T01:46:21Z,4460000,,,0,,D. Green STEAL (2 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
449,PT00M52.50S,2021-12-16T01:46:26.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203954,75.50919842312747,48.529411764705884,1610612755,70,81,2021-12-16T01:46:32Z,4470000,-7.0,178.0,1,right,MISS J. Embiid 17' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,,,,17.79,Missed,,,,,,,,,,,,,,,
450,PT00M49.70S,2021-12-16T01:46:28.9Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,70,81,2021-12-16T01:46:32Z,4480000,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,449.0,2.0,2.0,0.0,,,,,,,,,,,
451,PT00M28.30S,2021-12-16T01:46:50.4Z,3,REGULAR,turnover,lost ball,[],1630209,,,1610612748,70,81,2021-12-16T01:46:54Z,4490000,,,0,,O. Yurtseven lost ball TURNOVER (1 TO),"[1630209, 201980]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,1.0,Green,201980.0,,,,,,,,,,,,,,,,,
452,PT00M28.30S,2021-12-16T01:46:50.4Z,3,REGULAR,steal,,[],201980,,,1610612755,70,81,2021-12-16T01:46:52Z,4500000,,,0,,D. Green STEAL (3 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
453,PT00M07.40S,2021-12-16T01:47:14.1Z,3,REGULAR,foul,offensive,[],1630178,,,1610612755,70,81,2021-12-16T01:47:19Z,4510000,,,0,,T. Maxey charge offensive FOUL (1 PF),"[1630178, 1629622]",1610612755.0,PHI,charge,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Strus,1629622.0
455,PT00M07.40S,2021-12-16T01:47:14.1Z,3,REGULAR,turnover,offensive foul,[],1630178,,,1610612755,70,81,2021-12-16T01:47:14Z,4530000,,,0,,T. Maxey offensive foul TURNOVER (2 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,2.0,,,,,,,,,,,,,,,203593.0,,,,
456,PT00M07.40S,2021-12-16T01:47:20.9Z,3,REGULAR,substitution,out,[],203954,,,1610612748,70,81,2021-12-16T01:47:36Z,4540000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
457,PT00M07.40S,2021-12-16T01:47:20.9Z,3,REGULAR,substitution,out,[],1630209,,,1610612748,70,81,2021-12-16T01:47:36Z,4550000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
458,PT00M07.40S,2021-12-16T01:47:20.9Z,3,REGULAR,substitution,in,[],203083,,,1610612748,70,81,2021-12-16T01:47:36Z,4560000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
459,PT00M07.40S,2021-12-16T01:47:20.9Z,3,REGULAR,substitution,in,[],1629216,,,1610612748,70,81,2021-12-16T01:47:36Z,4570000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
460,PT00M02.80S,2021-12-16T01:47:45.8Z,3,REGULAR,foul,personal,[],1629003,,,1610612748,70,81,2021-12-16T01:47:56Z,4580000,,,0,,S. Milton take personal FOUL (2 PF),"[1629003, 200768]",1610612755.0,PHI,take,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Lowry,200768.0
462,PT00M02.80S,2021-12-16T01:48:00.0Z,3,REGULAR,substitution,out,[],203083,,,1610612748,70,81,2021-12-16T01:48:09Z,4600000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
463,PT00M02.80S,2021-12-16T01:48:00.0Z,3,REGULAR,substitution,in,[],1629680,,,1610612748,70,81,2021-12-16T01:48:09Z,4610000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M00.00S,2021-12-16T01:48:19.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200768,37.13863337713535,19.11764705882353,1610612748,70,81,2021-12-16T01:48:25Z,4620000,154.0,297.0,1,left,MISS K. Lowry 33' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,33.44,Missed,,,,,,,,,,,,,,,
465,PT00M00.00S,2021-12-16T01:48:22.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,70,81,2021-12-16T01:48:22Z,4630000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,464.0,,,,,,,,,,,,,,
466,PT00M00.00S,2021-12-16T01:48:25.1Z,3,REGULAR,period,end,[],0,,,1610612748,70,81,2021-12-16T01:48:25Z,4640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
