actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
266,PT04M26.00S,2023-11-09T02:00:13.7Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,40,46,2023-11-09T02:00:15Z,2600000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,White,C. White,,,,265.0,2.0,2.0,0.0,,,,,,,,,,,
267,PT04M19.00S,2023-11-09T02:00:20.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,10.726018396846255,42.8921568627451,1610612741,42,46,2023-11-09T02:08:05Z,2610000,False,36.0,48.0,1,left,N. Vucevic Layup (6 PTS) (C. White 4 AST),"[202696, 1629632]",1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,5.99,Made,6.0,Vucevic,N. Vucevic,C. White,1629632.0,4.0,,,,,,,,,,,,,,,
269,PT04M03.00S,2023-11-09T02:00:36.1Z,2,REGULAR,3pt,Jump Shot,[],1630692,73.66951379763469,18.627450980392158,1610612756,42,49,2023-11-09T02:00:42Z,2630000,False,-157.0,195.0,1,right,J. Goodwin 25' 3PT  (3 PTS) (G. Allen 2 AST),"[1630692, 1628960]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,25.03,Made,3.0,Goodwin,J. Goodwin,G. Allen,1628960.0,2.0,,,,,,,,,,,,,,,
271,PT03M49.00S,2023-11-09T02:00:51.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,12.697109067017081,45.09803921568628,1610612741,42,49,2023-11-09T02:00:54Z,2650000,False,25.0,67.0,1,left,MISS N. Vucevic 7' floating Shot,[202696],1610612741.0,CHI,floating,,,,,,In The Paint (Non-RA),0-8 Center,7.12,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
272,PT03M47.00S,2023-11-09T02:00:53.3Z,2,REGULAR,rebound,defensive,[],203994,,,1610612756,42,49,2023-11-09T02:00:54Z,2660000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612756.0,PHX,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Nurkic,J. Nurkic,,,,271.0,4.0,3.0,1.0,,,,,,,,,,,
273,PT03M43.00S,2023-11-09T02:00:56.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201142,92.32917214191852,50.245098039215684,1610612756,42,51,2023-11-09T02:01:04Z,2670000,False,1.0,20.0,1,right,K. Durant running finger roll Layup (12 PTS) (J. Nurkic 4 AST),"[201142, 203994]",1610612756.0,PHX,running finger roll,,,,,,Restricted Area,0-8 Center,1.96,Made,12.0,Durant,K. Durant,J. Nurkic,203994.0,4.0,,,,,,,,,,,,,,,
275,PT03M23.00S,2023-11-09T02:01:16.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,7.440867279894875,40.931372549019606,1610612741,44,51,2023-11-09T02:01:24Z,2690000,False,45.0,17.0,1,left,C. White driving bank Jump Shot (6 PTS) (N. Vucevic 1 AST),"[1629632, 202696]",1610612741.0,CHI,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,4.85,Made,6.0,White,C. White,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,,
277,PT03M10.00S,2023-11-09T02:01:30.0Z,2,REGULAR,turnover,lost ball,[],203994,,,1610612756,44,51,2023-11-09T02:01:34Z,2710000,False,,,0,,J. Nurkic lost ball TURNOVER (1 TO),"[203994, 1629632]",1610612756.0,PHX,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,1.0,White,1629632.0,
278,PT03M10.00S,2023-11-09T02:01:30.0Z,2,REGULAR,steal,,[],1629632,,,1610612741,44,51,2023-11-09T02:01:32Z,2720000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,White,C. White,,,,,,,,,,,,,,,,,,
279,PT03M04.00S,2023-11-09T02:01:35.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,8.623521681997373,4.901960784313726,1610612741,47,51,2023-11-09T02:09:49Z,2730000,False,225.0,29.0,1,left,C. White 3PT running (9 PTS) (Z. LaVine 3 AST),"[1629632, 203897]",1610612741.0,CHI,running,,,,,,Right Corner 3,24+ Right,22.73,Made,9.0,White,C. White,Z. LaVine,203897.0,3.0,,,,,,,,,,,,,,,
281,PT02M44.00S,2023-11-09T02:01:55.3Z,2,REGULAR,3pt,Jump Shot,[],201569,71.96123521681997,17.892156862745097,1610612756,47,51,2023-11-09T02:02:01Z,2750000,False,-161.0,211.0,1,right,MISS E. Gordon 26' 3PT,[201569],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,26.52,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
282,PT02M40.00S,2023-11-09T02:01:59.3Z,2,REGULAR,rebound,offensive,[],203994,,,1610612756,47,51,2023-11-09T02:02:01Z,2760000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:3),[203994],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,,,,Nurkic,J. Nurkic,,,,281.0,5.0,3.0,2.0,,,,,,,,,,,
283,PT02M32.00S,2023-11-09T02:02:07.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628960,89.43823915900131,43.13725490196079,1610612756,47,51,2023-11-09T02:02:11Z,2770000,False,-34.0,47.0,1,right,MISS G. Allen turnaround Shot,[1628960],1610612756.0,PHX,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.8,Missed,,Allen,G. Allen,,,,,,,,,,,,,,,,,,
284,PT02M29.00S,2023-11-09T02:02:09.9Z,2,REGULAR,rebound,offensive,[],1630692,,,1610612756,47,51,2023-11-09T02:02:09Z,2780000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:0),[1630692],1610612756.0,PHX,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Goodwin,J. Goodwin,,,,283.0,1.0,0.0,1.0,,,,,,,,,,,
285,PT02M29.00S,2023-11-09T02:02:09.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630692,94.40999984741211,50.0,1610612756,47,51,2023-11-09T02:02:09Z,2790000,False,0.0,0.0,1,right,MISS J. Goodwin tip Layup,[1630692],1610612756.0,PHX,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,
286,PT02M29.00S,2023-11-09T02:02:10.5Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612741,47,51,2023-11-09T02:02:10Z,2800000,False,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,,Craig,T. Craig,,,,285.0,2.0,2.0,0.0,,,,,,,,,,,
287,PT02M18.00S,2023-11-09T02:02:21.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,18.2161629434954,47.549019607843135,1610612741,49,51,2023-11-09T02:02:25Z,2810000,False,12.0,119.0,1,left,C. White 11' pullup Jump Shot (11 PTS),[1629632],1610612741.0,CHI,pullup,,,,,,In The Paint (Non-RA),8-16 Center,11.93,Made,11.0,White,C. White,,,,,,,,,,,,,,,,,,
288,PT02M07.00S,2023-11-09T02:02:40.6Z,2,REGULAR,foul,personal,[],1627936,,,1610612756,49,51,2023-11-09T02:03:09Z,2820000,False,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 201142]",1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,,Caruso,A. Caruso,,,,,,,,,,1629178.0,1.0,0.0,Durant,201142.0,,,,
290,PT02M07.00S,2023-11-09T02:03:06.5Z,2,REGULAR,substitution,out,[],1630692,,,1610612756,49,51,2023-11-09T02:03:13Z,2840000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,,,,,,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,
291,PT02M07.00S,2023-11-09T02:03:06.5Z,2,REGULAR,substitution,in,[],1628966,,,1610612756,49,51,2023-11-09T02:03:13Z,2850000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,
297,PT02M07.00S,2023-11-09T02:03:06.5Z,2,REGULAR,substitution,out,[],1628470,,,1610612756,49,51,2023-11-09T02:03:53Z,2855000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,,,,,,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,
298,PT02M07.00S,2023-11-09T02:03:06.5Z,2,REGULAR,substitution,in,[],201942,,,1610612756,49,51,2023-11-09T02:03:53Z,2857500,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
292,PT01M57.00S,2023-11-09T02:03:25.4Z,2,REGULAR,foul,personal,['2freethrow'],201942,,,1610612756,49,51,2023-11-09T02:03:39Z,2860000,False,,,0,,D. DeRozan shooting personal FOUL (2 PF) (Bates-Diop 2 FT),"[201942, 1628966]",1610612741.0,CHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,DeRozan,D. DeRozan,,,,,,,,,,201246.0,2.0,0.0,Bates-Diop,1628966.0,,,,
294,PT01M57.00S,2023-11-09T02:03:42.4Z,2,REGULAR,freethrow,1 of 2,[],1628966,,,1610612756,49,51,2023-11-09T02:03:42Z,2880000,False,,,0,,MISS K. Bates-Diop Free Throw 1 of 2,[1628966],1610612756.0,PHX,,,,,,,,,,Missed,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,
295,PT01M57.00S,2023-11-09T02:03:42.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,49,51,2023-11-09T02:03:42Z,2890000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,294.0,,,,,,,,,,,,,,
296,PT01M57.00S,2023-11-09T02:03:53.1Z,2,REGULAR,freethrow,2 of 2,[],1628966,,,1610612756,49,52,2023-11-09T02:03:53Z,2900000,False,,,0,,K. Bates-Diop Free Throw 2 of 2 (1 PTS),[1628966],1610612756.0,PHX,,,,,,,,,,Made,1.0,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,
299,PT01M43.00S,2023-11-09T02:04:09.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,12.828515111695138,53.92156862745098,1610612741,51,52,2023-11-09T02:04:13Z,2910000,False,-20.0,68.0,1,left,N. Vucevic 7' turnaround fadeaway Jump Shot (8 PTS) (D. DeRozan 2 AST),"[202696, 201942]",1610612741.0,CHI,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,7.09,Made,8.0,Vucevic,N. Vucevic,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,,
301,PT01M27.00S,2023-11-09T02:04:25.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201142,91.27792378449409,50.98039215686274,1610612756,51,52,2023-11-09T02:04:36Z,2930000,False,5.0,29.0,1,right,MISS K. Durant driving Layup - blocked,"[201142, 1627936]",1610612756.0,PHX,driving,,,,,,Restricted Area,0-8 Center,2.99,Missed,,Durant,K. Durant,,,,,,,,Caruso,1627936.0,,,,,,,,,
302,PT01M27.00S,2023-11-09T02:04:25.9Z,2,REGULAR,block,,[],1627936,,,1610612756,51,52,2023-11-09T02:04:28Z,2940000,False,,,0,,A. Caruso BLOCK (2 BLK),[1627936],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
303,PT01M26.00S,2023-11-09T02:04:26.9Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,51,52,2023-11-09T02:16:23Z,2950000,False,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,White,C. White,,,,301.0,3.0,3.0,0.0,,,,,,,,,,,
304,PT01M26.00S,2023-11-09T02:04:36.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629632,6.915243101182654,50.98039215686274,1610612741,51,52,2023-11-09T02:16:37Z,2960000,False,-5.0,13.0,1,left,MISS C. White running Layup,[1629632],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,1.34,Missed,,White,C. White,,,,,,,,,,,,,,,,,,
305,PT01M25.00S,2023-11-09T02:04:37.4Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,51,52,2023-11-09T02:16:37Z,2970000,False,,,0,,G. Allen REBOUND (Off:0 Def:3),[1628960],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Allen,G. Allen,,,,304.0,3.0,3.0,0.0,,,,,,,,,,,
306,PT01M16.00S,2023-11-09T02:04:41.4Z,2,REGULAR,foul,offensive,[],201142,,,1610612756,51,52,2023-11-09T02:05:05Z,2980000,False,,,0,,K. Durant charge offensive FOUL (1 PF),"[201142, 1627936]",1610612756.0,PHX,charge,,,,,,In The Paint (Non-RA),0-8 Center,,,,Durant,K. Durant,,,,,,,,,,1155.0,1.0,0.0,Caruso,1627936.0,,,,
308,PT01M16.00S,2023-11-09T02:04:41.4Z,2,REGULAR,turnover,offensive foul,[],201142,,,1610612756,51,52,2023-11-09T02:04:41Z,3000000,False,,,0,,K. Durant offensive foul TURNOVER (3 TO),[201142],1610612756.0,PHX,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Durant,K. Durant,,,,,,,,,,1155.0,,,,,3.0,,,
310,PT01M03.00S,2023-11-09T02:05:09.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,14.011169513797633,76.7156862745098,1610612741,51,52,2023-11-09T02:05:14Z,3010000,False,-134.0,79.0,1,left,MISS D. DeRozan 15' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,,,,Mid-Range,8-16 Left,15.53,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
311,PT01M00.00S,2023-11-09T02:05:12.1Z,2,REGULAR,rebound,offensive,[],1627936,,,1610612741,51,52,2023-11-09T02:05:14Z,3020000,False,,,0,,A. Caruso REBOUND (Off:1 Def:1),[1627936],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,,Caruso,A. Caruso,,,,310.0,2.0,1.0,1.0,,,,,,,,,,,
312,PT01M00.00S,2023-11-09T02:05:12.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627936,5.590000152587891,50.0,1610612741,53,52,2023-11-09T02:17:13Z,3030000,False,0.0,0.0,1,left,A. Caruso tip Layup (11 PTS),[1627936],1610612741.0,CHI,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,11.0,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
313,PT00M51.00S,2023-11-09T02:05:23.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,93.64323258869908,50.98039215686274,1610612756,53,54,2023-11-09T02:05:28Z,3040000,False,5.0,7.0,1,right,K. Durant cutting DUNK (14 PTS) (J. Nurkic 5 AST),"[201142, 203994]",1610612756.0,PHX,cutting,,,,,,Restricted Area,0-8 Center,0.88,Made,14.0,Durant,K. Durant,J. Nurkic,203994.0,5.0,,,,,,,,,,,,,,,
315,PT00M36.30S,2023-11-09T02:05:48.1Z,2,REGULAR,foul,personal,['2freethrow'],203994,,,1610612741,53,54,2023-11-09T02:05:56Z,3060000,False,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Vucevic 2 FT),"[203994, 202696]",1610612756.0,PHX,shooting,,,,,,Restricted Area,0-8 Center,,,,Nurkic,J. Nurkic,,,,,,,,,,201246.0,2.0,0.0,Vucevic,202696.0,,,,
317,PT00M36.30S,2023-11-09T02:06:22.3Z,2,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,54,54,2023-11-09T02:06:22Z,3080000,False,,,0,,N. Vucevic Free Throw 1 of 2 (9 PTS),[202696],1610612741.0,CHI,,,,,,,,,,Made,9.0,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
318,PT00M36.30S,2023-11-09T02:06:23.3Z,2,REGULAR,substitution,out,[],203994,,,1610612741,54,54,2023-11-09T02:06:28Z,3090000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,,,,,,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,
319,PT00M36.30S,2023-11-09T02:06:23.3Z,2,REGULAR,substitution,in,[],1629139,,,1610612741,54,54,2023-11-09T02:06:28Z,3100000,False,,,0,,SUB in: Y. Watanabe,[1629139],1610612756.0,PHX,,,,,,,,,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,
320,PT00M36.30S,2023-11-09T02:06:41.2Z,2,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,55,54,2023-11-09T02:06:41Z,3110000,False,,,0,,N. Vucevic Free Throw 2 of 2 (10 PTS),[202696],1610612741.0,CHI,,,,,,,,,,Made,10.0,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
321,PT00M24.30S,2023-11-09T02:06:55.1Z,2,REGULAR,3pt,Jump Shot,[],1628960,72.7496714848883,15.931372549019606,1610612756,55,57,2023-11-09T02:07:00Z,3120000,False,-170.0,204.0,1,right,G. Allen 26' 3PT  (9 PTS) (K. Durant 5 AST),"[1628960, 201142]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,26.55,Made,9.0,Allen,G. Allen,K. Durant,201142.0,5.0,,,,,,,,,,,,,,,
323,PT00M01.60S,2023-11-09T02:07:21.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,13.354139290407357,47.05882352941176,1610612741,57,57,2023-11-09T02:07:30Z,3140000,False,15.0,73.0,1,left,N. Vucevic 7' turnaround Hook (12 PTS) (D. DeRozan 3 AST),"[202696, 201942]",1610612741.0,CHI,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.45,Made,12.0,Vucevic,N. Vucevic,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,,,
325,PT00M00.00S,2023-11-09T02:07:30.2Z,2,REGULAR,period,end,[],0,,,1610612756,57,57,2023-11-09T02:07:30Z,3160000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2023-11-09T02:21:45.1Z,3,REGULAR,substitution,out,['startperiod'],1627936,,,1610612756,57,57,2023-11-09T02:22:48Z,3170000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2023-11-09T02:21:45.1Z,3,REGULAR,substitution,out,['startperiod'],201569,,,1610612756,57,57,2023-11-09T02:22:48Z,3180000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2023-11-09T02:21:45.1Z,3,REGULAR,substitution,out,['startperiod'],1629139,,,1610612756,57,57,2023-11-09T02:22:48Z,3190000,False,,,0,,SUB out: Y. Watanabe,[1629139],1610612756.0,PHX,,,,,,,,,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2023-11-09T02:21:45.1Z,3,REGULAR,substitution,in,['startperiod'],1628470,,,1610612756,57,57,2023-11-09T02:22:48Z,3200000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,,,,,,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2023-11-09T02:21:45.1Z,3,REGULAR,substitution,in,['startperiod'],203994,,,1610612756,57,57,2023-11-09T02:22:48Z,3210000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,,,,,,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2023-11-09T02:21:45.1Z,3,REGULAR,substitution,in,['startperiod'],203078,,,1610612756,57,57,2023-11-09T02:22:48Z,3220000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,,,,,,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2023-11-09T02:22:57.7Z,3,REGULAR,period,start,[],0,,,1610612741,57,57,2023-11-09T02:22:57Z,3230000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M46.00S,2023-11-09T02:23:10.8Z,3,REGULAR,3pt,Jump Shot,[],203897,66.5735873850197,52.69607843137255,1610612741,60,57,2023-11-09T02:23:44Z,3240000,False,13.0,262.0,1,right,Z. LaVine 26' 3PT step back (10 PTS),[203897],1610612741.0,CHI,step back,,,,,,Above the Break 3,24+ Center,26.2,Made,10.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
335,PT11M34.00S,2023-11-09T02:23:28.5Z,3,REGULAR,foul,offensive,[],201142,,,1610612756,60,57,2023-11-09T02:24:40Z,3260000,False,,,0,,K. Durant off-the-ball offensive FOUL (2 PF),"[201142, 1629632]",1610612756.0,PHX,off-the-ball,,,,,,Mid-Range,8-16 Left,,,,Durant,K. Durant,,,,,,,,,,1629178.0,2.0,0.0,White,1629632.0,,,,
337,PT11M34.00S,2023-11-09T02:23:28.5Z,3,REGULAR,turnover,offensive foul,[],201142,,,1610612756,60,57,2023-11-09T02:23:28Z,3280000,False,,,0,,K. Durant offensive foul TURNOVER (4 TO),[201142],1610612756.0,PHX,,,,,,,Mid-Range,8-16 Left,,,,Durant,K. Durant,,,,,,,,,,1629178.0,,,,,4.0,,,
338,PT11M20.00S,2023-11-09T02:23:52.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203897,73.40670170827858,80.63725490196079,1610612741,60,57,2023-11-09T02:23:56Z,3290000,False,153.0,197.0,1,right,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.0,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
339,PT11M18.00S,2023-11-09T02:23:54.3Z,3,REGULAR,rebound,defensive,[],203078,,,1610612756,60,57,2023-11-09T02:23:56Z,3300000,False,,,0,,B. Beal REBOUND (Off:0 Def:3),[203078],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,,,,Beal,B. Beal,,,,338.0,3.0,3.0,0.0,,,,,,,,,,,
340,PT11M06.00S,2023-11-09T02:24:07.0Z,3,REGULAR,3pt,Jump Shot,[],201142,25.837713534822605,17.15686274509804,1610612756,60,57,2023-11-09T02:24:13Z,3310000,False,164.0,190.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,Durant,K. Durant,,,,,,,,,,,,,,,,,,
341,PT11M02.00S,2023-11-09T02:24:11.0Z,3,REGULAR,rebound,offensive,[],1628966,,,1610612756,60,57,2023-11-09T02:24:13Z,3320000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:2),[1628966],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,,,,Bates-Diop,K. Bates-Diop,,,,340.0,3.0,2.0,1.0,,,,,,,,,,,
342,PT11M00.00S,2023-11-09T02:24:12.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203078,31.09395532194481,58.57843137254902,1610612756,60,60,2023-11-09T02:24:16Z,3330000,False,-43.0,240.0,1,left,B. Beal 24' 3PT  (11 PTS) (K. Bates-Diop 1 AST),"[203078, 1628966]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Center,24.36,Made,11.0,Beal,B. Beal,K. Bates-Diop,1628966.0,1.0,,,,,,,,,,,,,,,
344,PT10M50.00S,2023-11-09T02:24:26.5Z,3,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612741,60,60,2023-11-09T02:24:50Z,3350000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (LaVine 2 FT),"[1628960, 203897]",1610612756.0,PHX,shooting,,,,,,Restricted Area,0-8 Center,,,,Allen,G. Allen,,,,,,,,,,201246.0,1.0,0.0,LaVine,203897.0,,,,
346,PT10M50.00S,2023-11-09T02:24:51.2Z,3,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,60,60,2023-11-09T02:24:51Z,3370000,False,,,0,,MISS Z. LaVine Free Throw 1 of 2,[203897],1610612741.0,CHI,,,,,,,,,,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
347,PT10M50.00S,2023-11-09T02:24:51.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,60,60,2023-11-09T02:24:51Z,3380000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,346.0,,,,,,,,,,,,,,
348,PT10M50.00S,2023-11-09T02:25:04.6Z,3,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,61,60,2023-11-09T02:25:04Z,3390000,False,,,0,,Z. LaVine Free Throw 2 of 2 (11 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,11.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
349,PT10M34.00S,2023-11-09T02:25:24.7Z,3,REGULAR,foul,personal,[],1628470,,,1610612756,61,60,2023-11-09T02:25:30Z,3400000,False,,,0,,T. Craig personal FOUL (2 PF),"[1628470, 201142]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,,Craig,T. Craig,,,,,,,,,,1629178.0,2.0,0.0,Durant,201142.0,,,,
351,PT10M25.00S,2023-11-09T02:25:46.6Z,3,REGULAR,2pt,Jump Shot,[],201142,11.645860709592641,66.42156862745098,1610612756,61,62,2023-11-09T02:25:56Z,3420000,False,-82.0,57.0,1,left,K. Durant 9' fadeaway Jump Shot (16 PTS) (J. Nurkic 6 AST),"[201142, 203994]",1610612756.0,PHX,fadeaway,,,,,,Mid-Range,8-16 Left,9.99,Made,16.0,Durant,K. Durant,J. Nurkic,203994.0,6.0,,,,,,,,,,,,,,,
352,PT10M07.00S,2023-11-09T02:26:05.7Z,3,REGULAR,3pt,Jump Shot,[],201942,84.05059132720105,94.85294117647058,1610612741,61,62,2023-11-09T02:26:11Z,3430000,False,224.0,97.0,1,right,MISS D. DeRozan 24' 3PT,[201942],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,24.45,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
353,PT10M05.00S,2023-11-09T02:26:07.7Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612756,61,62,2023-11-09T02:26:11Z,3440000,False,,,0,,G. Allen REBOUND (Off:0 Def:4),[1628960],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,,,,Allen,G. Allen,,,,352.0,4.0,4.0,0.0,,,,,,,,,,,
