actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-31T01:10:46.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-31T01:10:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-31T01:10:49.6Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2023-12-31T01:10:49Z,40000,False,,,0,,Jump Ball P. Reed vs. A. Drummond: Tip to T. Maxey,"[1630178, 1630194, 203083]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Reed,1630194.0,Drummond,203083.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-12-31T01:11:04.9Z,1,REGULAR,3pt,Jump Shot,[],1626162,67.36202365308804,34.55882352941176,1610612755,0,0,2023-12-31T01:11:16Z,70000,False,-77.0,254.0,1,right,MISS K. Oubre Jr. 26' pullup 3PT,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,26.58,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2023-12-31T01:11:08.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,0,0,2023-12-31T01:11:16Z,80000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2023-12-31T01:11:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,5.469776609724048,47.05882352941176,1610612741,2,0,2023-12-31T01:11:30Z,90000,False,15.0,-1.0,1,left,A. Drummond driving reverse Layup (2 PTS),[203083],1610612741.0,CHI,driving reverse,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M09.00S,2023-12-31T01:11:36.3Z,1,REGULAR,3pt,Jump Shot,[],202699,68.54467805519053,61.274509803921575,1610612755,2,0,2023-12-31T01:11:45Z,100000,False,56.0,243.0,1,right,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,24.97,Missed,,,,,,,,,,,,,,,,,,
11,PT11M07.00S,2023-12-31T01:11:39.0Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,2,0,2023-12-31T01:11:38Z,110000,False,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT11M02.00S,2023-12-31T01:11:43.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,90.3580814717477,3.1862745098039214,1610612755,2,0,2023-12-31T01:11:51Z,120000,False,-234.0,38.0,1,right,MISS D. Melton pullup 3PT,[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,23.72,Missed,,,,,,,,,,,,,,,,,,
13,PT11M02.00S,2023-12-31T01:11:43.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,2,0,2023-12-31T01:11:51Z,130000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Left Corner 3,24+ Left,,,12.0,,,,,,,,,,,,,,,,,
15,PT10M45.00S,2023-12-31T01:12:09.1Z,1,REGULAR,turnover,lost ball,[],203083,,,1610612741,2,0,2023-12-31T01:12:12Z,150000,False,,,0,,A. Drummond lost ball TURNOVER (1 TO),"[203083, 1630194]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Reed,1630194.0,,,,,,,,,,
16,PT10M45.00S,2023-12-31T01:12:09.1Z,1,REGULAR,steal,,[],1630194,,,1610612755,2,0,2023-12-31T01:15:57Z,160000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M38.00S,2023-12-31T01:12:16.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630178,86.67871222076215,59.31372549019608,1610612755,2,0,2023-12-31T01:12:21Z,170000,False,47.0,73.0,1,right,MISS T. Maxey 8' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Right,8.64,Missed,,,,,,,,,,,,,,,,,,
