actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
507,PT09M58.00S,2024-04-02T01:47:35.3Z,4,REGULAR,foul,personal,[],1629632,,,1610612737,81,93,2024-04-02T01:47:40Z,4960000,False,,,0,,C. White personal FOUL (4 PF),"[1629632, 1630552]",1610612741.0,CHI,,,,White,C. White,,,,,1148.0,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,4.0,0.0,Johnson,1630552.0,,
509,PT09M48.00S,2024-04-02T01:47:59.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628981,6.258212877792378,50.98039215686274,1610612737,81,95,2024-04-02T01:48:05Z,4980000,False,-5.0,6.0,1,left,B. Fernando Layup (8 PTS) (K. Bufkin 3 AST),"[1628981, 1641723]",1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,8.0,,,,K. Bufkin,1641723.0,3.0,,,,,,
511,PT09M29.00S,2024-04-02T01:48:18.1Z,4,REGULAR,3pt,Jump Shot,[],201942,69.46452036793693,22.54901960784314,1610612741,81,95,2024-04-02T01:48:23Z,5000000,False,-137.0,235.0,1,right,MISS D. DeRozan 27' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Above the Break 3,24+ Left Center,27.17,Missed,,,,,,,,,,,,,,,,,
512,PT09M25.00S,2024-04-02T01:48:22.1Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,81,95,2024-04-02T01:48:23Z,5010000,False,,,0,,J. Johnson REBOUND (Off:1 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Above the Break 3,24+ Left Center,,,511.0,3.0,2.0,1.0,,,,,,,,,,,,,
513,PT09M19.00S,2024-04-02T01:48:28.4Z,4,REGULAR,3pt,Jump Shot,[],202083,21.23850197109067,9.803921568627452,1610612737,81,95,2024-04-02T01:51:18Z,5020000,False,201.0,147.0,1,left,MISS W. Matthews 24' step back 3PT,[202083],1610612737.0,ATL,step back,,,Matthews,W. Matthews,,,,,,Above the Break 3,24+ Right Center,24.91,Missed,,,,,,,,,,,,,,,,,
514,PT09M15.00S,2024-04-02T01:48:32.4Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,81,95,2024-04-02T01:48:34Z,5030000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:11),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Above the Break 3,24+ Right Center,,,513.0,12.0,11.0,1.0,,,,,,,,,,,,,
515,PT09M05.00S,2024-04-02T01:48:42.0Z,4,REGULAR,3pt,Jump Shot,[],1630245,89.04402102496715,94.36274509803921,1610612741,84,95,2024-04-02T01:48:50Z,5040000,False,222.0,50.0,1,right,A. Dosunmu 3PT step back (15 PTS) (N. Vucevic 3 AST),"[1630245, 202696]",1610612741.0,CHI,step back,,,Dosunmu,A. Dosunmu,,,,,,Right Corner 3,24+ Right,22.75,Made,,,,,15.0,,,,N. Vucevic,202696.0,3.0,,,,,,
517,PT08M39.00S,2024-04-02T01:49:08.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,16.245072273324574,43.13725490196079,1610612737,84,97,2024-04-02T01:49:11Z,5060000,False,34.0,100.0,1,left,B. Bogdanovic 10' pullup Jump Shot (16 PTS),[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,In The Paint (Non-RA),8-16 Center,10.59,Made,,,,,16.0,,,,,,,,,,,,
518,PT08M21.00S,2024-04-02T01:49:26.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,91.27792378449409,50.98039215686274,1610612741,84,97,2024-04-02T01:49:51Z,5070000,False,5.0,29.0,1,right,MISS C. White driving finger roll Layup,[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,
519,PT08M20.00S,2024-04-02T01:49:27.0Z,4,REGULAR,rebound,offensive,[],203083,,,1610612741,84,97,2024-04-02T01:50:56Z,5080000,False,,,0,,A. Drummond REBOUND (Off:8 Def:10),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Restricted Area,0-8 Center,,,518.0,18.0,10.0,8.0,,,,,,,,,,,,,
524,PT08M20.00S,2024-04-02T01:49:30.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,92.9862023653088,51.71568627450981,1610612741,84,97,2024-04-02T01:51:26Z,5085000,False,9.0,13.0,1,right,MISS A. Drummond tip Layup,[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,
525,PT08M20.00S,2024-04-02T01:49:30.6Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,84,97,2024-04-02T01:51:26Z,5087500,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:4),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Restricted Area,0-8 Center,,,524.0,4.0,4.0,0.0,,,,,,,,,,,,,
520,PT08M19.00S,2024-04-02T01:49:35.3Z,4,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612737,84,97,2024-04-02T01:49:41Z,5090000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1630245, 203992]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,1627961.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Bogdanovic,203992.0,,
522,PT08M19.00S,2024-04-02T01:49:56.2Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],203992,,,1610612737,84,98,2024-04-02T01:53:50Z,5110000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (17 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,
523,PT08M19.00S,2024-04-02T01:50:04.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,84,98,2024-04-02T01:50:04Z,5120000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M19.00S,2024-04-02T01:52:56.5Z,4,REGULAR,substitution,out,[],1629632,,,1610612737,84,98,2024-04-02T01:53:21Z,5130000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M19.00S,2024-04-02T01:52:56.5Z,4,REGULAR,substitution,out,[],1630552,,,1610612737,84,98,2024-04-02T01:53:21Z,5140000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M19.00S,2024-04-02T01:52:56.5Z,4,REGULAR,substitution,out,[],1641723,,,1610612737,84,98,2024-04-02T01:53:21Z,5150000,False,,,0,,SUB out: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M19.00S,2024-04-02T01:52:56.5Z,4,REGULAR,substitution,in,[],1627936,,,1610612737,84,98,2024-04-02T01:53:21Z,5160000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M19.00S,2024-04-02T01:52:56.5Z,4,REGULAR,substitution,in,[],1627749,,,1610612737,84,98,2024-04-02T01:53:21Z,5170000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M19.00S,2024-04-02T01:52:56.5Z,4,REGULAR,substitution,in,[],1629631,,,1610612737,84,98,2024-04-02T01:53:21Z,5180000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M19.00S,2024-04-02T01:49:56.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],203992,,,1610612737,84,99,2024-04-02T01:53:50Z,5190000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (18 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,
533,PT08M00.00S,2024-04-02T01:53:39.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,85.10183968462549,42.64705882352941,1610612741,86,99,2024-04-02T01:54:16Z,5200000,False,-37.0,88.0,1,right,D. DeRozan 9' turnaround fadeaway Jump Shot (23 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,,In The Paint (Non-RA),8-16 Center,9.49,Made,,,,,23.0,,,,,,,,,,,,
534,PT07M38.00S,2024-04-02T01:54:01.5Z,4,REGULAR,3pt,Jump Shot,[],1629631,15.588042049934298,95.58823529411765,1610612737,86,99,2024-04-02T01:54:12Z,5210000,False,-228.0,94.0,1,left,MISS D. Hunter 24' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Above the Break 3,24+ Left,24.65,Missed,,,,,,,,,,,,,,,,,
535,PT07M33.00S,2024-04-02T01:54:06.5Z,4,REGULAR,rebound,offensive,[],1628981,,,1610612737,86,99,2024-04-02T01:54:17Z,5220000,False,,,0,,B. Fernando REBOUND (Off:1 Def:2),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,Above the Break 3,24+ Left,,,534.0,3.0,2.0,1.0,,,,,,,,,,,,,
536,PT07M31.00S,2024-04-02T01:54:08.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,19.793035479632064,91.66666666666666,1610612737,86,99,2024-04-02T01:54:15Z,5230000,False,-208.0,134.0,1,left,MISS D. Hunter 24' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Above the Break 3,24+ Left Center,24.75,Missed,,,,,,,,,,,,,,,,,
537,PT07M30.00S,2024-04-02T01:54:09.2Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,86,99,2024-04-02T01:54:15Z,5240000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:12),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Above the Break 3,24+ Left Center,,,536.0,13.0,12.0,1.0,,,,,,,,,,,,,
538,PT07M15.00S,2024-04-02T01:54:24.0Z,4,REGULAR,3pt,Jump Shot,[],1630245,72.61826544021025,16.911764705882355,1610612741,86,99,2024-04-02T01:54:28Z,5250000,False,-165.0,205.0,1,right,MISS A. Dosunmu 26' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Above the Break 3,24+ Left Center,26.33,Missed,,,,,,,,,,,,,,,,,
539,PT07M12.00S,2024-04-02T01:54:27.0Z,4,REGULAR,rebound,defensive,[],1628981,,,1610612737,86,99,2024-04-02T01:54:28Z,5260000,False,,,0,,B. Fernando REBOUND (Off:1 Def:3),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,Above the Break 3,24+ Left Center,,,538.0,4.0,3.0,1.0,,,,,,,,,,,,,
540,PT07M09.00S,2024-04-02T01:54:34.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628981,7.178055190538765,50.0,1610612737,86,101,2024-04-02T01:54:39Z,5270000,False,0.0,15.0,1,left,B. Fernando running Layup (10 PTS) (B. Bogdanovic 6 AST),"[1628981, 203992]",1610612737.0,ATL,running,,,Fernando,B. Fernando,,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,10.0,,,,B. Bogdanovic,203992.0,6.0,,,,,,
542,PT07M09.00S,2024-04-02T01:54:36.8Z,4,REGULAR,foul,personal,['1freethrow'],202696,,,1610612737,86,101,2024-04-02T01:54:41Z,5290000,False,,,0,,N. Vucevic shooting personal FOUL (3 PF) (Fernando 1 FT),"[202696, 1628981]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,1628953.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,0.0,Fernando,1628981.0,,
544,PT07M09.00S,2024-04-02T01:54:45.9Z,4,REGULAR,substitution,out,[],203992,,,1610612737,86,101,2024-04-02T01:55:10Z,5310000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT07M09.00S,2024-04-02T01:54:45.9Z,4,REGULAR,substitution,in,[],1630249,,,1610612737,86,101,2024-04-02T01:55:10Z,5320000,False,,,0,,SUB in: V. Krejci,[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT07M09.00S,2024-04-02T01:55:05.9Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1628981,,,1610612737,86,101,2024-04-02T01:55:13Z,5330000,False,,,0,,MISS B. Fernando Free Throw 1 of 1,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
547,PT07M07.00S,2024-04-02T01:55:07.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,86,101,2024-04-02T01:55:13Z,5340000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,546.0,,,,,,,,,,,,,,,,
548,PT07M07.00S,2024-04-02T01:55:11.2Z,4,REGULAR,foul,personal,[],202696,,,1610612737,86,101,2024-04-02T01:55:18Z,5350000,False,,,0,,N. Vucevic loose ball personal FOUL (4 PF),"[202696, 1629631]",1610612741.0,CHI,loose ball,,,Vucevic,N. Vucevic,,,,,1148.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,4.0,0.0,Hunter,1629631.0,,
550,PT06M53.00S,2024-04-02T01:55:42.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202083,10.988830486202366,48.529411764705884,1610612737,86,103,2024-04-02T01:57:17Z,5370000,False,7.0,51.0,1,left,W. Matthews driving Layup (2 PTS) (D. Murray 5 AST),"[202083, 1627749]",1610612737.0,ATL,driving,,,Matthews,W. Matthews,,,,,,In The Paint (Non-RA),0-8 Center,5.13,Made,,,,,2.0,,,,D. Murray,1627749.0,5.0,,,,,,
552,PT06M43.00S,2024-04-02T01:55:54.8Z,4,REGULAR,foul,personal,['2freethrow'],202083,,,1610612741,86,103,2024-04-02T01:56:21Z,5390000,False,,,0,,W. Matthews shooting personal FOUL (1 PF) (DeRozan 2 FT),"[202083, 201942]",1610612737.0,ATL,shooting,,,Matthews,W. Matthews,,,,,1628953.0,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
554,PT06M43.00S,2024-04-02T01:56:21.9Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,87,103,2024-04-02T01:56:21Z,5410000,False,,,0,,D. DeRozan Free Throw 1 of 2 (24 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,
555,PT06M43.00S,2024-04-02T01:56:24.2Z,4,REGULAR,substitution,out,[],203083,,,1610612741,87,103,2024-04-02T01:56:29Z,5420000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT06M43.00S,2024-04-02T01:56:24.2Z,4,REGULAR,substitution,in,[],1629632,,,1610612741,87,103,2024-04-02T01:56:29Z,5430000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT06M43.00S,2024-04-02T01:56:49.9Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,88,103,2024-04-02T01:56:50Z,5440000,False,,,0,,D. DeRozan Free Throw 2 of 2 (25 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,
558,PT06M31.00S,2024-04-02T01:57:05.5Z,4,REGULAR,turnover,lost ball,[],1627749,,,1610612737,88,103,2024-04-02T01:57:09Z,5450000,False,,,0,,D. Murray lost ball TURNOVER (4 TO),"[1627749, 201942]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,,Mid-Range,16-24 Right Center,,,,,,,,4.0,DeRozan,201942.0,,,,,,,,,
559,PT06M31.00S,2024-04-02T01:57:05.5Z,4,REGULAR,steal,,[],201942,,,1610612741,88,103,2024-04-02T01:57:07Z,5460000,False,,,0,,D. DeRozan STEAL (2 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,
560,PT06M17.00S,2024-04-02T01:57:23.3Z,4,REGULAR,foul,personal,[],1627749,,,1610612741,88,103,2024-04-02T01:57:30Z,5470000,False,,,0,,D. Murray personal FOUL (3 PF),"[1627749, 201942]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,1628953.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,3.0,0.0,DeRozan,201942.0,,
562,PT06M08.00S,2024-04-02T01:57:52.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],201942,91.14651773981603,73.77450980392157,1610612741,90,103,2024-04-02T01:57:55Z,5490000,False,119.0,31.0,1,right,D. DeRozan 12' turnaround Jump Shot (27 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,,Mid-Range,8-16 Right,12.28,Made,,,,,27.0,,,,,,,,,,,,
563,PT06M08.00S,2024-04-02T01:57:58.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,90,103,2024-04-02T01:57:58Z,5500000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M08.00S,2024-04-02T02:00:32.8Z,4,REGULAR,substitution,out,[],1628981,,,1610612737,90,103,2024-04-02T02:00:40Z,5510000,False,,,0,,SUB out: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M08.00S,2024-04-02T02:00:32.8Z,4,REGULAR,substitution,out,[],1630249,,,1610612737,90,103,2024-04-02T02:00:40Z,5520000,False,,,0,,SUB out: V. Krejci,[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M08.00S,2024-04-02T02:00:32.8Z,4,REGULAR,substitution,out,[],202083,,,1610612737,90,103,2024-04-02T02:00:40Z,5530000,False,,,0,,SUB out: W. Matthews,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M08.00S,2024-04-02T02:00:32.8Z,4,REGULAR,substitution,in,[],203991,,,1610612737,90,103,2024-04-02T02:00:40Z,5540000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M08.00S,2024-04-02T02:00:32.8Z,4,REGULAR,substitution,in,[],1630552,,,1610612737,90,103,2024-04-02T02:00:40Z,5550000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M08.00S,2024-04-02T02:00:32.8Z,4,REGULAR,substitution,in,[],203992,,,1610612737,90,103,2024-04-02T02:00:40Z,5560000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT05M50.00S,2024-04-02T02:01:15.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201942,,,1610612737,90,103,2024-04-02T02:01:19Z,5570000,False,,,0,,D. DeRozan shooting personal FOUL (4 PF) (Capela 2 FT),"[201942, 203991]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,1628953.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,4.0,0.0,Capela,203991.0,,
572,PT05M50.00S,2024-04-02T02:01:38.2Z,4,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,90,104,2024-04-02T02:01:58Z,5590000,False,,,0,,C. Capela Free Throw 1 of 2 (14 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,
573,PT05M50.00S,2024-04-02T02:01:38.2Z,4,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,90,104,2024-04-02T02:01:58Z,5600000,False,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
574,PT05M48.00S,2024-04-02T02:01:40.2Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,90,104,2024-04-02T02:01:58Z,5610000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,573.0,2.0,2.0,0.0,,,,,,,,,,,,,
575,PT05M38.00S,2024-04-02T02:02:09.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627749,,,1610612741,90,104,2024-04-02T02:02:17Z,5620000,False,,,0,,D. Murray shooting personal FOUL (4 PF) (White 2 FT),"[1627749, 1629632]",1610612737.0,ATL,shooting,,,Murray,D. Murray,,,,,1628953.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,4.0,0.0,White,1629632.0,,
577,PT05M38.00S,2024-04-02T02:02:30.0Z,4,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,91,104,2024-04-02T02:02:30Z,5640000,False,,,0,,C. White Free Throw 1 of 2 (21 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,
578,PT05M38.00S,2024-04-02T02:02:42.6Z,4,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,92,104,2024-04-02T02:02:42Z,5650000,False,,,0,,C. White Free Throw 2 of 2 (22 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,
579,PT05M18.00S,2024-04-02T02:03:05.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203992,6.1268068331143235,51.225490196078425,1610612737,92,106,2024-04-02T02:03:09Z,5660000,False,-6.0,5.0,1,left,B. Bogdanovic driving finger roll Layup (20 PTS) (D. Murray 6 AST),"[203992, 1627749]",1610612737.0,ATL,driving finger roll,,,Bogdanovic,B. Bogdanovic,,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,20.0,,,,D. Murray,1627749.0,6.0,,,,,,
581,PT05M00.00S,2024-04-02T02:03:24.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,87.59855453350855,49.754901960784316,1610612741,92,106,2024-04-02T02:03:28Z,5680000,False,-1.0,64.0,1,right,MISS N. Vucevic 6' driving Hook,[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,,In The Paint (Non-RA),0-8 Center,6.41,Missed,,,,,,,,,,,,,,,,,
582,PT04M58.00S,2024-04-02T02:03:26.1Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,92,106,2024-04-02T02:03:28Z,5690000,False,,,0,,C. Capela REBOUND (Off:4 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,In The Paint (Non-RA),0-8 Center,,,581.0,10.0,6.0,4.0,,,,,,,,,,,,,
583,PT04M51.00S,2024-04-02T02:03:35.9Z,4,REGULAR,foul,offensive,['inpenalty'],1627749,,,1610612737,92,106,2024-04-02T02:03:42Z,5700000,False,,,0,,D. Murray charge offensive FOUL (5 PF),"[1627749, 1627936]",1610612737.0,ATL,charge,,,Murray,D. Murray,,,,,1628953.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,5.0,0.0,Caruso,1627936.0,,
585,PT04M51.00S,2024-04-02T02:03:35.9Z,4,REGULAR,turnover,offensive foul,[],1627749,,,1610612737,92,106,2024-04-02T02:03:35Z,5720000,False,,,0,,D. Murray offensive foul TURNOVER (5 TO),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,1628953.0,In The Paint (Non-RA),8-16 Center,,,,,,,,5.0,,,,,,,,,,,
586,PT04M43.00S,2024-04-02T02:04:06.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201942,88.64980289093299,60.29411764705882,1610612741,94,106,2024-04-02T02:04:39Z,5730000,False,51.0,54.0,1,right,D. DeRozan 7' step back Jump Shot (29 PTS),[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,,In The Paint (Non-RA),0-8 Center,7.48,Made,,,,,29.0,,,,,,,,,,,,
587,PT04M25.00S,2024-04-02T02:04:27.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,10.988830486202366,58.57843137254902,1610612737,94,108,2024-04-02T02:04:34Z,5740000,False,-43.0,51.0,1,left,J. Johnson 6' driving floating bank Jump Shot (11 PTS),[1630552],1610612737.0,ATL,driving floating bank,,,Johnson,J. Johnson,,,,,,In The Paint (Non-RA),0-8 Center,6.65,Made,,,,,11.0,,,,,,,,,,,,
590,PT04M25.00S,2024-04-02T02:04:47.5Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612741,94,108,2024-04-02T02:06:59Z,5770000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT04M09.00S,2024-04-02T02:07:36.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.51182654402102,55.14705882352941,1610612741,94,108,2024-04-02T02:07:42Z,5790000,False,26.0,8.0,1,right,MISS C. White driving Layup - blocked,"[1629632, 203991]",1610612741.0,CHI,driving,,,White,C. White,,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,Capela,203991.0
593,PT04M09.00S,2024-04-02T02:07:36.9Z,4,REGULAR,block,,[],203991,,,1610612741,94,108,2024-04-02T02:07:40Z,5800000,False,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
594,PT04M06.00S,2024-04-02T02:07:39.9Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612737,94,108,2024-04-02T02:07:42Z,5810000,False,,,0,,D. Murray REBOUND (Off:1 Def:7),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,Restricted Area,0-8 Center,,,592.0,8.0,7.0,1.0,,,,,,,,,,,,,
