actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-02-07T01:12:25.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-07T01:12:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2024-02-07T01:12:31.6Z,1,REGULAR,jumpball,recovered,[],1626157,,,1610612750,0,0,2024-02-07T01:12:31Z,40000,False,,,0,,Jump Ball R. Gobert vs. A. Drummond: Tip to K. Towns,"[1626157, 203497, 203083]",1610612750.0,MIN,startperiod,K. Towns,1626157.0,Towns,K. Towns,Gobert,203497.0,Drummond,203083.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-02-07T01:12:39.4Z,1,REGULAR,3pt,Jump Shot,[],201144,71.96123521681997,19.11764705882353,1610612750,0,3,2024-02-07T01:12:59Z,70000,False,-154.0,211.0,1,right,M. Conley 26' 3PT  (3 PTS) (K. Towns 1 AST),"[201144, 1626157]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,26.15,Made,3.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2024-02-07T01:12:53.8Z,1,REGULAR,3pt,Jump Shot,[],1629632,27.808804204993432,21.568627450980394,1610612741,0,3,2024-02-07T01:13:03Z,90000,False,142.0,209.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
10,PT11M31.00S,2024-02-07T01:12:53.8Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,0,3,2024-02-07T01:13:03Z,100000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M22.00S,2024-02-07T01:13:02.9Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,0,3,2024-02-07T01:13:10Z,110000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 201942]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,DeRozan,201942.0,,,,,,,
12,PT11M22.00S,2024-02-07T01:13:02.9Z,1,REGULAR,steal,,[],201942,,,1610612741,0,3,2024-02-07T01:13:04Z,120000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
13,PT11M17.00S,2024-02-07T01:13:09.8Z,1,REGULAR,turnover,out-of-bounds,[],1627936,,,1610612741,0,3,2024-02-07T01:13:15Z,130000,False,,,0,,A. Caruso bad pass out-of-bounds TURNOVER (1 TO),[1627936],1610612741.0,CHI,bad pass,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,1146.0,,,,,,
14,PT10M53.00S,2024-02-07T01:13:41.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,65.78515111695138,35.53921568627451,1610612750,0,3,2024-02-07T01:14:17Z,140000,False,-72.0,269.0,1,right,MISS K. Towns 27' step back 3PT - blocked,"[1626157, 202696]",1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,27.86,Missed,,,,,,,,,,,,,Vucevic,202696.0,,,,
15,PT10M53.00S,2024-02-07T01:13:41.9Z,1,REGULAR,block,,[],202696,,,1610612750,0,3,2024-02-07T01:13:45Z,150000,False,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
16,PT10M50.00S,2024-02-07T01:13:44.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,0,3,2024-02-07T01:13:48Z,160000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M45.00S,2024-02-07T01:13:53.2Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612741,0,3,2024-02-07T01:14:21Z,170000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630162, 201942]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203054.0,,,1.0,0.0,DeRozan,201942.0
19,PT10M45.00S,2024-02-07T01:14:24.2Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,1,3,2024-02-07T01:14:24Z,190000,False,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
20,PT10M45.00S,2024-02-07T01:14:40.3Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,2,3,2024-02-07T01:14:40Z,200000,False,,,0,,D. DeRozan Free Throw 2 of 2 (2 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
21,PT10M21.00S,2024-02-07T01:15:05.4Z,1,REGULAR,3pt,Jump Shot,[],201144,85.75886990801577,95.83333333333334,1610612750,2,3,2024-02-07T01:15:09Z,210000,False,229.0,81.0,1,right,MISS M. Conley 24' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,24.32,Missed,,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2024-02-07T01:15:07.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,3,2024-02-07T01:16:34Z,220000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT09M59.00S,2024-02-07T01:15:27.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203083,8.492115637319317,51.225490196078425,1610612741,4,3,2024-02-07T01:15:31Z,230000,False,-6.0,27.0,1,left,A. Drummond turnaround Hook (2 PTS),[203083],1610612741.0,CHI,turnaround,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,2.8,Made,2.0,,,,,,,,,,,,,,,,,
24,PT09M42.00S,2024-02-07T01:15:45.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,87.86136662286465,49.754901960784316,1610612750,4,3,2024-02-07T01:15:49Z,240000,False,-1.0,62.0,1,right,MISS A. Edwards 6' driving Layup - blocked,"[1630162, 1627936]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,,,,,,,,,,,,Caruso,1627936.0,,,,
25,PT09M42.00S,2024-02-07T01:15:45.4Z,1,REGULAR,block,,[],1627936,,,1610612750,4,3,2024-02-07T01:15:47Z,250000,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M39.00S,2024-02-07T01:15:48.4Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,4,3,2024-02-07T01:15:49Z,260000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,
27,PT09M35.00S,2024-02-07T01:15:54.0Z,1,REGULAR,turnover,traveling,[],203083,,,1610612741,4,3,2024-02-07T01:16:09Z,270000,False,,,0,,A. Drummond traveling TURNOVER (1 TO),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,202056.0,,,,,,
28,PT09M27.00S,2024-02-07T01:16:15.7Z,1,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612750,4,3,2024-02-07T01:16:24Z,280000,False,,,0,,A. Caruso shooting personal FOUL (1 PF) (Gobert 2 FT),"[1627936, 203497]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202056.0,,,1.0,0.0,Gobert,203497.0
