actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-01T01:10:17.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-01T01:10:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-12-01T01:10:21.9Z,1,REGULAR,jumpball,recovered,[],202696,,,1610612741,0,0,2023-12-01T01:10:21Z,40000,False,,,0,,Jump Ball N. Vucevic vs. B. Lopez: Tip to N. Vucevic,"[202696, 202696, 201572]",1610612741.0,CHI,startperiod,N. Vucevic,202696.0,Vucevic,N. Vucevic,Vucevic,202696.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M34.00S,2023-12-01T01:10:42.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,79.84559789750328,38.48039215686275,1610612741,0,0,2023-12-01T01:10:47Z,70000,False,-58.0,137.0,1,right,MISS P. Williams 14' pullup Shot - blocked,"[1630172, 203507]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,14.86,Missed,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,
8,PT11M34.00S,2023-12-01T01:10:42.8Z,1,REGULAR,block,,[],203507,,,1610612741,0,0,2023-12-01T01:10:45Z,80000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M31.00S,2023-12-01T01:10:45.8Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,0,0,2023-12-01T01:10:47Z,90000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M23.00S,2023-12-01T01:10:53.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,9.149145860709593,60.29411764705882,1610612749,0,2,2023-12-01T01:10:58Z,100000,False,-51.0,34.0,1,left,K. Middleton 6' driving floating Jump Shot (2 PTS),[203114],1610612749.0,MIL,driving floating,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,6.14,Made,,,,,,,2.0,,,,,,,,,,,
11,PT11M13.00S,2023-12-01T01:11:03.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,66.3107752956636,39.46078431372549,1610612741,0,2,2023-12-01T01:11:08Z,110000,False,-53.0,264.0,1,right,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,26.94,Missed,,,,,,,,,,,,,,,,,,
12,PT11M11.00S,2023-12-01T01:11:05.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,2,2023-12-01T01:11:08Z,120000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,
13,PT10M57.00S,2023-12-01T01:11:19.4Z,1,REGULAR,3pt,Jump Shot,[],203114,4.944152431011826,93.87254901960785,1610612749,0,5,2023-12-01T01:11:25Z,130000,False,-219.0,-6.0,1,left,K. Middleton 3PT step back (5 PTS) (M. Beasley 1 AST),"[203114, 1627736]",1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,21.95,Made,,,,,,,5.0,M. Beasley,1627736.0,1.0,,,,,,,,
15,PT10M33.00S,2023-12-01T01:11:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,87.72996057818659,50.245098039215684,1610612741,0,5,2023-12-01T01:11:50Z,150000,False,1.0,63.0,1,right,MISS N. Vucevic 6' floating Shot,[202696],1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
