actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-02-23T01:12:14.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-23T01:12:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-23T01:12:18.7Z,1,REGULAR,jumpball,recovered,[],1627759,,,1610612738,0,0,2024-02-23T01:12:18Z,40000,False,,,0,,Jump Ball K. Porzingis vs. N. Vucevic: Tip to J. Brown,"[1627759, 204001, 202696]",1610612738.0,BOS,startperiod,J. Brown,1627759.0,Brown,J. Brown,Porzingis,204001.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-02-23T01:12:28.0Z,1,REGULAR,3pt,Jump Shot,[],1628401,70.77858081471747,23.284313725490197,1610612738,0,0,2024-02-23T01:12:33Z,70000,False,-134.0,222.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2024-02-23T01:12:31.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2024-02-23T01:12:33Z,80000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2024-02-23T01:12:38.6Z,1,REGULAR,turnover,bad pass,[],1627936,,,1610612741,0,0,2024-02-23T01:12:42Z,90000,False,,,0,,A. Caruso bad pass TURNOVER (1 TO),"[1627936, 204001]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1.0,Porzingis,204001.0,,,,,,,,,,,
10,PT11M35.00S,2024-02-23T01:12:38.6Z,1,REGULAR,steal,,[],204001,,,1610612738,0,0,2024-02-23T01:12:40Z,100000,False,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
11,PT11M25.00S,2024-02-23T01:12:48.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204001,70.64717477003943,22.794117647058822,1610612738,0,0,2024-02-23T01:12:54Z,110000,False,-136.0,223.0,1,right,MISS K. Porzingis 26' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
12,PT11M23.00S,2024-02-23T01:12:50.6Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,0,0,2024-02-23T01:12:54Z,120000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M16.00S,2024-02-23T01:12:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.652431011826544,48.28431372549019,1610612741,0,0,2024-02-23T01:13:05Z,130000,False,9.0,10.0,1,left,MISS A. Dosunmu driving finger roll Layup,[1630245],1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
14,PT11M14.00S,2024-02-23T01:13:00.0Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,0,0,2024-02-23T01:13:05Z,140000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
