actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-03-24T00:10:26.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-24T00:10:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-03-24T00:10:30.3Z,1,REGULAR,jumpball,recovered,[],1630573,,,1610612738,0,0,2024-03-24T00:10:30Z,40000,False,,,0,,Jump Ball L. Kornet vs. N. Vucevic: Tip to S. Hauser,"[1630573, 1628436, 202696]",1610612738.0,BOS,startperiod,S. Hauser,1630573.0,Hauser,S. Hauser,Kornet,1628436.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-03-24T00:10:40.3Z,1,REGULAR,3pt,Jump Shot,[],201143,95.74572930354796,95.83333333333334,1610612738,0,0,2024-03-24T00:10:45Z,70000,False,229.0,-13.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-03-24T00:10:43.3Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,0,0,2024-03-24T00:10:45Z,80000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Right Corner 3,24+ Right,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2024-03-24T00:10:48.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628436,93.51182654402102,50.245098039215684,1610612738,0,2,2024-03-24T00:10:54Z,90000,False,1.0,8.0,1,right,L. Kornet alley-oop DUNK (2 PTS) (D. White 1 AST),"[1628436, 1628401]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,2.0,D. White,1628401.0,1.0,,,,,,,,,,
11,PT11M25.00S,2024-03-24T00:11:01.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,14.931011826544022,49.754901960784316,1610612741,0,2,2024-03-24T00:11:06Z,110000,False,1.0,88.0,1,left,MISS D. DeRozan 8' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,8.79,Missed,,,,,,,,,,,,,,,,,,
12,PT11M23.00S,2024-03-24T00:11:03.2Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,2,2024-03-24T00:11:06Z,120000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M09.00S,2024-03-24T00:11:17.2Z,1,REGULAR,2pt,Jump Shot,[],1628369,75.24638633377135,45.09803921568628,1610612738,0,2,2024-03-24T00:11:24Z,130000,False,-25.0,180.0,1,right,MISS J. Tatum 18' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,18.19,Missed,,,,,,,,,,,,,,,,,,
14,PT11M07.00S,2024-03-24T00:11:19.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,0,2,2024-03-24T00:11:24Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,16-24 Center,,,13.0,,,,,,,,,,,,,,,,,
15,PT11M07.00S,2024-03-24T00:11:23.7Z,1,REGULAR,foul,personal,[],202696,,,1610612738,0,2,2024-03-24T00:11:32Z,150000,False,,,0,,N. Vucevic loose ball personal FOUL (1 PF),"[202696, 1628436]",1610612741.0,CHI,loose ball,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1630886.0,1.0,0.0,Kornet,1628436.0,,,,,
17,PT10M57.00S,2024-03-24T00:11:47.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,88.78120893561103,17.401960784313726,1610612738,0,4,2024-03-24T00:11:53Z,170000,False,-163.0,53.0,1,right,J. Tatum 17' step back Jump Shot (2 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,17.14,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M39.00S,2024-03-24T00:12:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,8.360709592641262,49.50980392156863,1610612741,0,4,2024-03-24T00:12:11Z,180000,False,2.0,26.0,1,left,MISS D. DeRozan finger roll Layup,[201942],1610612741.0,CHI,finger roll,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
19,PT10M37.00S,2024-03-24T00:12:07.8Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,0,4,2024-03-24T00:12:11Z,190000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M30.00S,2024-03-24T00:12:14.8Z,1,REGULAR,3pt,Jump Shot,[],1630573,95.74572930354796,96.56862745098039,1610612738,0,4,2024-03-24T00:12:20Z,200000,False,233.0,-13.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,23.31,Missed,,,,,,,,,,,,,,,,,,
21,PT10M26.00S,2024-03-24T00:12:18.8Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,0,4,2024-03-24T00:12:20Z,210000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M21.00S,2024-03-24T00:12:24.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,6.783837056504599,48.77450980392157,1610612741,0,4,2024-03-24T00:13:00Z,220000,False,6.0,11.0,1,left,MISS A. Dosunmu running Layup,[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.28,Missed,,,,,,,,,,,,,,,,,,
24,PT10M18.00S,2024-03-24T00:12:27.0Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,0,4,2024-03-24T00:12:35Z,240000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT10M10.00S,2024-03-24T00:12:35.2Z,1,REGULAR,2pt,Jump Shot,[],1628369,91.5407358738502,80.14705882352942,1610612738,0,4,2024-03-24T00:14:29Z,250000,False,151.0,27.0,1,right,MISS J. Tatum 15' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,15.31,Missed,,,,,,,,,,,,,,,,,,
26,PT10M08.00S,2024-03-24T00:12:37.2Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,0,4,2024-03-24T00:12:40Z,260000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Right,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT10M00.00S,2024-03-24T00:12:46.8Z,1,REGULAR,turnover,out-of-bounds,[],201942,,,1610612741,0,4,2024-03-24T00:12:54Z,270000,False,,,0,,D. DeRozan bad pass out-of-bounds TURNOVER (1 TO),[201942],1610612741.0,CHI,bad pass,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627541.0,,,,,1.0,,,,
