actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
172,PT10M31.00S,2023-12-03T01:39:12.7Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,35,30,2023-12-03T01:39:12Z,1710000,False,,,0,,D. DeRozan technical Free Throw 1 of 1 (10 PTS),[201942],1610612741.0,CHI,technical,,,DeRozan,D. DeRozan,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
173,PT10M31.00S,2023-12-03T01:39:14.5Z,2,REGULAR,substitution,out,[],203469,,,1610612741,35,30,2023-12-03T01:39:17Z,1720000,False,,,0,,SUB out: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M31.00S,2023-12-03T01:39:14.5Z,2,REGULAR,substitution,in,[],202685,,,1610612741,35,30,2023-12-03T01:39:17Z,1730000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M14.00S,2023-12-03T01:39:45.9Z,2,REGULAR,2pt,Jump Shot,[],1630245,93.77463863337714,85.29411764705883,1610612741,37,30,2023-12-03T01:39:50Z,1740000,False,176.0,6.0,1,right,A. Dosunmu 17' Jump Shot (7 PTS) (A. Drummond 1 AST),"[1630245, 203083]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Right,,,,,,Made,7.0,,,,,17.66,A. Drummond,203083.0,1.0,,,,,
177,PT09M58.00S,2023-12-03T01:40:02.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.338370565045992,54.90196078431373,1610612740,37,32,2023-12-03T01:40:06Z,1760000,False,-25.0,-2.0,1,left,Z. Williamson driving finger roll Layup (3 PTS),[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,,,,,2.46,,,,,,,,
178,PT09M52.00S,2023-12-03T01:40:08.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,92.9862023653088,52.94117647058824,1610612741,37,32,2023-12-03T01:44:06Z,1770000,False,15.0,13.0,1,right,MISS A. Drummond running finger roll Layup,[203083],1610612741.0,CHI,running finger roll,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.99,,,,,,,,
179,PT09M50.00S,2023-12-03T01:40:10.3Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612740,37,32,2023-12-03T01:40:16Z,1780000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,
180,PT09M43.00S,2023-12-03T01:40:17.0Z,2,REGULAR,3pt,Jump Shot,[],202685,29.122864651773984,72.79411764705883,1610612740,37,35,2023-12-03T01:40:22Z,1790000,False,-114.0,221.0,1,left,J. Valanciunas 24' 3PT  (7 PTS) (N. Marshall 1 AST),"[202685, 1630230]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,,,Made,7.0,,,,,24.89,N. Marshall,1630230.0,1.0,,,,,
181,PT09M42.00S,2023-12-03T01:40:22.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,37,35,2023-12-03T01:40:22Z,1800000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M42.00S,2023-12-03T01:42:42.2Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,37,35,2023-12-03T01:42:55Z,1810000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M42.00S,2023-12-03T01:42:42.2Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,37,35,2023-12-03T01:42:55Z,1820000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M24.00S,2023-12-03T01:43:31.5Z,2,REGULAR,3pt,Jump Shot,[],1630172,72.88107752956637,80.88235294117648,1610612741,37,35,2023-12-03T01:43:36Z,1830000,False,154.0,202.0,1,right,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.46,,,,,,,,
186,PT09M20.00S,2023-12-03T01:43:35.5Z,2,REGULAR,rebound,offensive,[],1629632,,,1610612741,37,35,2023-12-03T01:43:36Z,1840000,False,,,0,,C. White REBOUND (Off:1 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,185.0,3.0,2.0,1.0,,,,,,,,,
187,PT09M11.00S,2023-12-03T01:43:47.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201942,95.87713534822602,95.58823529411765,1610612741,37,35,2023-12-03T01:44:06Z,1850000,False,228.0,-14.0,1,right,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,22.83,,,,,,,,
188,PT09M09.00S,2023-12-03T01:43:49.0Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,37,35,2023-12-03T01:44:06Z,1860000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Right Corner 3,24+ Right,,,,,,,,187.0,3.0,2.0,1.0,,,,,,,,,
189,PT09M07.00S,2023-12-03T01:43:54.7Z,2,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612741,37,35,2023-12-03T01:44:02Z,1870000,False,,,0,,D. Daniels shooting personal FOUL (2 PF) (Drummond 2 FT),"[1630700, 203083]",1610612740.0,NOP,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2534.0,2.0,0.0,Drummond,203083.0,,,,,,,,,,,,,,,
191,PT09M07.00S,2023-12-03T01:44:11.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203083,,,1610612741,38,35,2023-12-03T01:44:58Z,1890000,False,,,0,,A. Drummond Free Throw 1 of 2 (1 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
192,PT09M07.00S,2023-12-03T01:44:11.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203083,,,1610612741,38,35,2023-12-03T01:45:02Z,1900000,False,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
193,PT09M05.00S,2023-12-03T01:44:13.5Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,38,35,2023-12-03T01:45:02Z,1910000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,
194,PT08M53.00S,2023-12-03T01:44:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.521024967148489,47.30392156862745,1610612740,38,35,2023-12-03T02:11:07Z,1920000,False,13.0,9.0,1,left,MISS Z. Williamson driving finger roll Layup,[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.61,,,,,,,,
195,PT08M52.00S,2023-12-03T01:44:40.3Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,38,35,2023-12-03T02:11:07Z,1930000,False,,,0,,C. White REBOUND (Off:1 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,194.0,4.0,3.0,1.0,,,,,,,,,
196,PT08M47.00S,2023-12-03T01:44:45.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630172,87.59855453350855,3.6764705882352944,1610612741,41,35,2023-12-03T01:44:56Z,1940000,False,-232.0,64.0,1,right,P. Williams 24' 3PT pullup (3 PTS) (D. DeRozan 3 AST),"[1630172, 201942]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,,24.03,D. DeRozan,201942.0,3.0,,,,,
200,PT08M26.00S,2023-12-03T01:45:09.2Z,2,REGULAR,foul,personal,['2freethrow'],201942,,,1610612740,41,35,2023-12-03T01:45:18Z,1960000,False,,,0,,D. DeRozan shooting personal FOUL (2 PF) (Marshall 2 FT),"[201942, 1630230]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,202035.0,2.0,0.0,Marshall,1630230.0,,,,,,,,,,,,,,,
202,PT08M26.00S,2023-12-03T01:45:36.6Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612740,41,36,2023-12-03T01:45:36Z,1980000,False,,,0,,N. Marshall Free Throw 1 of 2 (3 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
203,PT08M26.00S,2023-12-03T01:45:37.4Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,41,36,2023-12-03T01:45:49Z,1990000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M26.00S,2023-12-03T01:45:37.4Z,2,REGULAR,substitution,out,[],1630700,,,1610612740,41,36,2023-12-03T01:45:49Z,2000000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M26.00S,2023-12-03T01:45:37.4Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,41,36,2023-12-03T01:45:49Z,2010000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M26.00S,2023-12-03T01:45:37.4Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,41,36,2023-12-03T01:45:49Z,2020000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M26.00S,2023-12-03T01:45:37.4Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,41,36,2023-12-03T01:45:49Z,2030000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M26.00S,2023-12-03T01:45:37.4Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,41,36,2023-12-03T01:45:49Z,2040000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M26.00S,2023-12-03T01:46:05.7Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612740,41,37,2023-12-03T01:46:05Z,2050000,False,,,0,,N. Marshall Free Throw 2 of 2 (4 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
210,PT08M11.00S,2023-12-03T01:46:23.3Z,2,REGULAR,2pt,Jump Shot,[],201942,74.58935611038108,34.068627450980394,1610612741,41,37,2023-12-03T01:46:29Z,2060000,False,-80.0,186.0,1,right,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,,,,20.27,,,,,,,,
211,PT08M10.00S,2023-12-03T01:46:24.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,41,37,2023-12-03T01:46:29Z,2070000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,210.0,,,,,,,,,,,,
213,PT07M53.00S,2023-12-03T01:46:49.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,5.601182654402102,50.98039215686274,1610612740,41,39,2023-12-03T01:46:53Z,2090000,False,-5.0,0.0,1,left,J. Valanciunas alley-oop DUNK (9 PTS) (H. Jones 2 AST),"[202685, 1630529]",1610612740.0,NOP,alley-oop,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,0.49,H. Jones,1630529.0,2.0,,,,,
215,PT07M30.00S,2023-12-03T01:47:13.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628975,94.30026281208936,55.63725490196079,1610612741,43,39,2023-12-03T02:10:50Z,2110000,False,28.0,1.0,1,right,J. Carter driving bank Jump Shot (2 PTS) (D. DeRozan 4 AST),"[1628975, 201942]",1610612741.0,CHI,driving bank,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.82,D. DeRozan,201942.0,4.0,,,,,
216,PT07M12.00S,2023-12-03T01:47:31.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,13.61695137976347,63.23529411764706,1610612740,43,41,2023-12-03T02:08:29Z,2120000,False,-66.0,75.0,1,left,B. Ingram 10' turnaround fadeaway Jump Shot (7 PTS),[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,7.0,,,,,10.04,,,,,,,,
218,PT06M46.00S,2023-12-03T01:47:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,84.44480946123521,39.950980392156865,1610612741,43,41,2023-12-03T01:48:03Z,2130000,False,-50.0,94.0,1,right,MISS P. Williams 10' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,10.63,,,,,,,,
219,PT06M44.00S,2023-12-03T01:47:58.8Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,43,41,2023-12-03T01:48:03Z,2140000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,218.0,5.0,4.0,1.0,,,,,,,,,
221,PT06M28.00S,2023-12-03T01:48:19.7Z,2,REGULAR,substitution,out,[],203083,,,1610612740,43,41,2023-12-03T01:48:30Z,2160000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M28.00S,2023-12-03T01:48:19.7Z,2,REGULAR,substitution,out,[],201942,,,1610612740,43,41,2023-12-03T01:48:30Z,2170000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M28.00S,2023-12-03T01:48:19.7Z,2,REGULAR,substitution,out,[],1630172,,,1610612740,43,41,2023-12-03T01:48:30Z,2180000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M28.00S,2023-12-03T01:48:19.7Z,2,REGULAR,substitution,in,[],202696,,,1610612740,43,41,2023-12-03T01:48:30Z,2190000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M28.00S,2023-12-03T01:48:19.7Z,2,REGULAR,substitution,in,[],1630245,,,1610612740,43,41,2023-12-03T01:48:30Z,2200000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M28.00S,2023-12-03T01:48:19.7Z,2,REGULAR,substitution,in,[],1627936,,,1610612740,43,41,2023-12-03T01:48:30Z,2210000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M24.00S,2023-12-03T01:48:42.1Z,2,REGULAR,2pt,Jump Shot,[],1627742,16.63929040735874,82.35294117647058,1610612740,43,43,2023-12-03T01:48:49Z,2220000,False,-162.0,104.0,1,left,B. Ingram 19' pullup Jump Shot (9 PTS) (N. Marshall 2 AST),"[1627742, 1630230]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left,,,,,,Made,9.0,,,,,19.23,N. Marshall,1630230.0,2.0,,,,,
229,PT06M08.00S,2023-12-03T01:48:59.4Z,2,REGULAR,turnover,bad pass,[],1630245,,,1610612741,43,43,2023-12-03T01:49:32Z,2240000,False,,,0,,A. Dosunmu bad pass TURNOVER (2 TO),"[1630245, 1630230]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Marshall,1630230.0
230,PT06M08.00S,2023-12-03T01:48:59.4Z,2,REGULAR,steal,,[],1630230,,,1610612740,43,43,2023-12-03T01:51:15Z,2250000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
231,PT06M07.00S,2023-12-03T01:49:03.5Z,2,REGULAR,foul,personal,[],1627936,,,1610612740,43,43,2023-12-03T01:49:29Z,2260000,False,,,0,,A. Caruso personal FOUL (2 PF),"[1627936, 1630529]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,1151.0,2.0,0.0,Jones,1630529.0,,,,,,,,,,,,,,,
233,PT05M53.00S,2023-12-03T01:49:41.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630230,33.590670170827856,50.49019607843137,1610612740,43,43,2023-12-03T01:49:47Z,2280000,False,-2.0,263.0,1,left,MISS N. Marshall 26' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.33,,,,,,,,
234,PT05M49.00S,2023-12-03T01:49:45.0Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,43,43,2023-12-03T01:49:47Z,2290000,False,,,0,,C. White REBOUND (Off:1 Def:4),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,,,,,233.0,5.0,4.0,1.0,,,,,,,,,
235,PT05M41.00S,2023-12-03T01:49:53.0Z,2,REGULAR,3pt,Jump Shot,[],1627936,71.56701708278581,21.323529411764707,1610612741,46,43,2023-12-03T01:49:59Z,2300000,False,-143.0,215.0,1,right,A. Caruso 25' 3PT  (8 PTS) (N. Vucevic 3 AST),"[1627936, 202696]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,,Made,8.0,,,,,25.83,N. Vucevic,202696.0,3.0,,,,,
237,PT05M28.00S,2023-12-03T01:50:05.2Z,2,REGULAR,3pt,Jump Shot,[],1630631,28.991458607095925,76.22549019607843,1610612740,46,46,2023-12-03T01:50:11Z,2320000,False,-131.0,220.0,1,left,J. Alvarado 25' 3PT  (6 PTS) (B. Ingram 2 AST),"[1630631, 1627742]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,,,Made,6.0,,,,,25.61,B. Ingram,1627742.0,2.0,,,,,
239,PT05M06.00S,2023-12-03T01:50:28.5Z,2,REGULAR,3pt,Jump Shot,[],1627936,92.46057818659659,97.30392156862744,1610612741,46,46,2023-12-03T01:50:35Z,2340000,False,237.0,18.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,23.72,,,,,,,,
240,PT05M03.00S,2023-12-03T01:50:31.5Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,46,46,2023-12-03T01:50:35Z,2350000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,,,239.0,3.0,3.0,0.0,,,,,,,,,
241,PT04M55.00S,2023-12-03T01:50:40.4Z,2,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612740,46,46,2023-12-03T01:50:51Z,2360000,False,,,0,,J. Carter shooting personal FOUL (1 PF) (Ingram 2 FT),"[1628975, 1627742]",1610612741.0,CHI,shooting,,,Carter,J. Carter,,,,,Mid-Range,8-16 Right,2534.0,1.0,1.0,Ingram,1627742.0,,,,,,,,,,,,,,,
243,PT04M55.00S,2023-12-03T01:51:15.1Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,46,46,2023-12-03T01:51:43Z,2380000,False,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
244,PT04M55.00S,2023-12-03T01:51:15.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,46,46,2023-12-03T01:51:43Z,2390000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,243.0,,,,,,,,,,,,
245,PT04M55.00S,2023-12-03T01:51:17.0Z,2,REGULAR,substitution,out,[],1628975,,,1610612740,46,46,2023-12-03T01:51:31Z,2400000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M55.00S,2023-12-03T01:51:17.0Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,46,46,2023-12-03T01:51:31Z,2410000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M55.00S,2023-12-03T01:51:17.0Z,2,REGULAR,substitution,in,[],201942,,,1610612740,46,46,2023-12-03T01:51:31Z,2420000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M55.00S,2023-12-03T01:51:17.0Z,2,REGULAR,substitution,in,[],1630700,,,1610612740,46,46,2023-12-03T01:51:31Z,2430000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M55.00S,2023-12-03T01:51:15.1Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,46,46,2023-12-03T01:51:43Z,2440000,False,,,0,,MISS B. Ingram Free Throw 2 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
250,PT04M52.00S,2023-12-03T01:51:18.1Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,46,46,2023-12-03T01:51:43Z,2450000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,249.0,3.0,2.0,1.0,,,,,,,,,
251,PT04M36.00S,2023-12-03T01:51:57.2Z,2,REGULAR,3pt,Jump Shot,[],1630245,88.51839684625493,95.58823529411765,1610612741,46,46,2023-12-03T01:52:02Z,2460000,False,228.0,55.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,23.45,,,,,,,,
252,PT04M36.00S,2023-12-03T01:51:57.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,46,46,2023-12-03T01:52:02Z,2470000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,251.0,,,,,,,,,,,,
254,PT04M20.00S,2023-12-03T01:52:23.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,10.85742444152431,50.49019607843137,1610612740,46,48,2023-12-03T01:52:28Z,2490000,False,-2.0,50.0,1,left,J. Alvarado driving floating Jump Shot (8 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,8.0,,,,,4.97,,,,,,,,
255,PT04M02.00S,2023-12-03T01:52:41.7Z,2,REGULAR,3pt,Jump Shot,[],1629632,66.70499342969777,47.794117647058826,1610612741,49,48,2023-12-03T01:52:49Z,2500000,False,-11.0,260.0,1,right,C. White 26' 3PT  (3 PTS) (A. Caruso 2 AST),"[1629632, 1627936]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,,26.07,A. Caruso,1627936.0,2.0,,,,,
257,PT03M45.00S,2023-12-03T01:53:00.3Z,2,REGULAR,3pt,Jump Shot,[],1630700,9.280551905387648,3.431372549019608,1610612740,49,51,2023-12-03T01:53:07Z,2520000,False,233.0,35.0,1,left,D. Daniels 3PT  (7 PTS) (B. Ingram 3 AST),"[1630700, 1627742]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,,,Made,7.0,,,,,23.54,B. Ingram,1627742.0,3.0,,,,,
259,PT03M19.00S,2023-12-03T01:53:24.9Z,2,REGULAR,3pt,Jump Shot,[],201942,70.12155059132719,75.98039215686273,1610612741,49,51,2023-12-03T01:53:29Z,2540000,False,130.0,228.0,1,right,MISS D. DeRozan 26' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.28,,,,,,,,
260,PT03M17.00S,2023-12-03T01:53:26.9Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612740,49,51,2023-12-03T01:53:29Z,2550000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,259.0,2.0,2.0,0.0,,,,,,,,,
261,PT03M15.00S,2023-12-03T01:53:28.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627742,5.338370565045992,50.245098039215684,1610612740,49,53,2023-12-03T01:53:41Z,2560000,False,-1.0,-2.0,1,left,B. Ingram driving DUNK (11 PTS) (D. Daniels 1 AST),"[1627742, 1630700]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,,,,,0.26,D. Daniels,1630700.0,1.0,,,,,
