actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
170,PT09M05.00S,2024-03-15T00:40:01.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628464,10.5946123521682,50.73529411764706,1610612746,29,45,2024-03-15T00:40:08Z,1690000,False,-4.0,47.0,1,left,D. Theis driving floating Jump Shot (2 PTS) (B. Hyland 2 AST),"[1628464, 1630538]",1610612746.0,LAC,driving floating,,,Theis,D. Theis,,,,,In The Paint (Non-RA),0-8 Center,4.72,Made,2.0,,,B. Hyland,1630538.0,2.0,,,,,,,,,,,,
172,PT08M52.00S,2024-03-15T00:40:21.5Z,2,REGULAR,foul,offensive,[],201942,,,1610612741,29,45,2024-03-15T00:43:05Z,1710000,False,,,0,,D. DeRozan offensive FOUL (1 PF),"[201942, 1628464]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,201246.0,,,,,,,,,,,1.0,0.0,Theis,1628464.0,,
174,PT08M52.00S,2024-03-15T00:40:21.5Z,2,REGULAR,turnover,offensive foul,[],201942,,,1610612741,29,45,2024-03-15T00:40:21Z,1730000,False,,,0,,D. DeRozan offensive foul TURNOVER (3 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,201246.0,3.0,,,,,,,,,,,,,,,
175,PT08M40.00S,2024-03-15T00:40:43.8Z,2,REGULAR,turnover,lost ball,[],1630538,,,1610612746,29,45,2024-03-15T00:43:14Z,1740000,False,,,0,,B. Hyland lost ball TURNOVER (1 TO),"[1630538, 1628975]",1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,,,,,1.0,,,,,,,,Carter,1628975.0,,,,,,
176,PT08M40.00S,2024-03-15T00:40:43.8Z,2,REGULAR,steal,,[],1628975,,,1610612741,29,45,2024-03-15T00:40:46Z,1750000,False,,,0,,J. Carter STEAL (1 STL),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
177,PT08M33.00S,2024-03-15T00:40:49.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627936,68.9388961892247,27.205882352941174,1610612741,32,45,2024-03-15T00:41:41Z,1760000,False,-114.0,239.0,1,right,A. Caruso 26' 3PT running (11 PTS) (J. Carter 1 AST),"[1627936, 1628975]",1610612741.0,CHI,running,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,26.52,Made,11.0,,,J. Carter,1628975.0,1.0,,,,,,,,,,,,
179,PT08M18.00S,2024-03-15T00:41:04.9Z,2,REGULAR,3pt,Jump Shot,[],1629599,27.151773981603156,17.647058823529413,1610612746,32,48,2024-03-15T00:44:46Z,1780000,False,162.0,203.0,1,left,A. Coffey 25' 3PT pullup (6 PTS) (D. Theis 2 AST),"[1629599, 1628464]",1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,25.94,Made,6.0,,,D. Theis,1628464.0,2.0,,,,,,,,,,,,
181,PT08M07.00S,2024-03-15T00:41:18.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,92.85479632063075,54.166666666666664,1610612741,34,48,2024-03-15T00:41:28Z,1800000,False,21.0,15.0,1,right,D. DeRozan driving Layup (3 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,2.55,Made,3.0,,,,,,,,,,,,,,,,,
182,PT08M07.00S,2024-03-15T00:41:21.5Z,2,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612741,34,48,2024-03-15T00:41:27Z,1810000,False,,,0,,D. Theis shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1628464, 201942]",1610612746.0,LAC,shooting,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,,1193.0,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
184,PT08M07.00S,2024-03-15T00:41:51.6Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,35,48,2024-03-15T00:41:51Z,1830000,False,,,0,,D. DeRozan Free Throw 1 of 1 (4 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
185,PT07M56.00S,2024-03-15T00:42:07.0Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612746,35,48,2024-03-15T00:42:33Z,1840000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Powell 2 FT),"[203083, 1626181]",1610612741.0,CHI,shooting,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Right Center,,,,1662.0,,,,,,,,,,,1.0,0.0,Powell,1626181.0,,
187,PT07M56.00S,2024-03-15T00:42:36.3Z,2,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,35,48,2024-03-15T00:42:36Z,1860000,False,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
188,PT07M56.00S,2024-03-15T00:42:36.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,35,48,2024-03-15T00:42:36Z,1870000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,187.0,,,,,,,,,,,
189,PT07M56.00S,2024-03-15T00:42:44.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,35,48,2024-03-15T00:42:44Z,1880000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M56.00S,2024-03-15T00:44:24.0Z,2,REGULAR,substitution,out,[],1628464,,,1610612746,35,48,2024-03-15T00:48:12Z,1885000,False,,,0,,SUB out: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M56.00S,2024-03-15T00:44:24.0Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,35,48,2024-03-15T00:48:12Z,1887500,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT07M56.00S,2024-03-15T00:45:50.7Z,2,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,35,49,2024-03-15T00:45:50Z,1890000,False,,,0,,N. Powell Free Throw 2 of 2 (6 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
191,PT07M49.00S,2024-03-15T00:46:03.4Z,2,REGULAR,foul,personal,['2freethrow'],1629599,,,1610612741,35,49,2024-03-15T00:46:10Z,1900000,False,,,0,,A. Coffey shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629599, 201942]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,1662.0,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
193,PT07M49.00S,2024-03-15T00:46:26.4Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,36,49,2024-03-15T00:46:26Z,1920000,False,,,0,,D. DeRozan Free Throw 1 of 2 (5 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
194,PT07M49.00S,2024-03-15T00:46:42.3Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,37,49,2024-03-15T00:46:42Z,1930000,False,,,0,,D. DeRozan Free Throw 2 of 2 (6 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
195,PT07M34.00S,2024-03-15T00:46:58.8Z,2,REGULAR,3pt,Jump Shot,[],1630527,5.206964520367937,4.6568627450980395,1610612746,37,49,2024-03-15T00:47:04Z,1940000,False,227.0,-4.0,1,left,MISS B. Boston Jr. 3PT,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
196,PT07M29.00S,2024-03-15T00:47:03.8Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,37,49,2024-03-15T00:47:04Z,1950000,False,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,
197,PT07M22.00S,2024-03-15T00:47:09.5Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627936,88.51839684625493,47.549019607843135,1610612741,37,49,2024-03-15T00:47:49Z,1960000,False,-12.0,55.0,1,right,MISS A. Caruso running pullup Shot,[1627936],1610612741.0,CHI,running pullup,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,,,,
198,PT07M20.00S,2024-03-15T00:47:11.5Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612746,37,49,2024-03-15T00:47:49Z,1970000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:1),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,197.0,1.0,1.0,0.0,,,,,,,,
199,PT07M15.00S,2024-03-15T00:47:16.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629599,7.703679369250986,3.6764705882352944,1610612746,37,49,2024-03-15T00:48:51Z,1980000,False,232.0,20.0,1,left,MISS A. Coffey running 3PT,[1629599],1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
200,PT07M14.00S,2024-03-15T00:47:17.6Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,37,49,2024-03-15T00:48:51Z,1990000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Right Corner 3,24+ Right,,,,,,,,,199.0,2.0,1.0,1.0,,,,,,,,
201,PT07M10.00S,2024-03-15T00:47:26.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630527,6.258212877792378,49.26470588235294,1610612746,37,51,2024-03-15T00:50:45Z,2000000,False,4.0,6.0,1,left,B. Boston Jr. driving Layup (2 PTS) (I. Zubac 1 AST),"[1630527, 1627826]",1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,Restricted Area,0-8 Center,0.73,Made,2.0,,,I. Zubac,1627826.0,1.0,,,,,,,,,,,,
203,PT06M54.00S,2024-03-15T00:47:38.2Z,2,REGULAR,2pt,Jump Shot,[],1628975,76.95466491458606,27.941176470588236,1610612741,39,51,2024-03-15T00:48:50Z,2020000,False,-110.0,164.0,1,right,J. Carter 19' pullup Jump Shot (2 PTS) (D. DeRozan 1 AST),"[1628975, 201942]",1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left Center,19.77,Made,2.0,,,D. DeRozan,201942.0,1.0,,,,,,,,,,,,
205,PT06M38.00S,2024-03-15T00:47:53.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.440867279894875,45.83333333333333,1610612746,39,53,2024-03-15T00:47:58Z,2040000,False,21.0,17.0,1,left,N. Powell driving Layup (8 PTS) (I. Zubac 2 AST),"[1626181, 1627826]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.71,Made,8.0,,,I. Zubac,1627826.0,2.0,,,,,,,,,,,,
206,PT06M28.00S,2024-03-15T00:48:04.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203083,89.83245729303549,49.754901960784316,1610612741,41,53,2024-03-15T00:50:14Z,2050000,False,-1.0,43.0,1,right,A. Drummond floating Jump Shot (5 PTS) (A. Caruso 1 AST),"[203083, 1627936]",1610612741.0,CHI,floating,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,4.31,Made,5.0,,,A. Caruso,1627936.0,1.0,,,,,,,,,,,,
210,PT06M15.00S,2024-03-15T00:48:17.9Z,2,REGULAR,turnover,lost ball,[],1626181,,,1610612746,41,53,2024-03-15T00:48:33Z,2070000,False,,,0,,N. Powell lost ball TURNOVER (1 TO),"[1626181, 1627936]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left Center,,,,,1.0,,,,,,,,Caruso,1627936.0,,,,,,
211,PT06M15.00S,2024-03-15T00:48:17.9Z,2,REGULAR,steal,,[],1627936,,,1610612741,41,53,2024-03-15T00:48:20Z,2080000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
212,PT06M15.00S,2024-03-15T00:48:25.6Z,2,REGULAR,foul,personal,['1freethrow'],1626181,,,1610612741,41,53,2024-03-15T00:48:46Z,2090000,False,,,0,,N. Powell transition take personal FOUL (1 PF) (Caruso 1 FT),"[1626181, 1627936]",1610612746.0,LAC,transition take,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,1193.0,,,,,,,,,,,1.0,0.0,Caruso,1627936.0,,
214,PT06M15.00S,2024-03-15T00:48:53.7Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],201942,,,1610612741,42,53,2024-03-15T00:48:53Z,2110000,False,,,0,,D. DeRozan transition take Free Throw 1 of 1 (7 PTS),[201942],1610612741.0,CHI,transition take,,,DeRozan,D. DeRozan,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
216,PT06M15.00S,2024-03-15T00:48:54.7Z,2,REGULAR,substitution,out,[],203083,,,1610612746,42,53,2024-03-15T00:49:12Z,2120000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M15.00S,2024-03-15T00:48:54.7Z,2,REGULAR,substitution,out,[],1627936,,,1610612746,42,53,2024-03-15T00:49:12Z,2130000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M15.00S,2024-03-15T00:48:54.7Z,2,REGULAR,substitution,out,[],1631207,,,1610612746,42,53,2024-03-15T00:49:12Z,2140000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M15.00S,2024-03-15T00:48:54.7Z,2,REGULAR,substitution,out,[],1630527,,,1610612746,42,53,2024-03-15T00:49:12Z,2150000,False,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M15.00S,2024-03-15T00:48:54.7Z,2,REGULAR,substitution,out,[],1629599,,,1610612746,42,53,2024-03-15T00:49:12Z,2160000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M15.00S,2024-03-15T00:48:54.7Z,2,REGULAR,substitution,out,[],1626181,,,1610612746,42,53,2024-03-15T00:49:12Z,2170000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M15.00S,2024-03-15T00:48:54.7Z,2,REGULAR,substitution,in,[],202696,,,1610612746,42,53,2024-03-15T00:49:12Z,2180000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M15.00S,2024-03-15T00:48:54.7Z,2,REGULAR,substitution,in,[],1628470,,,1610612746,42,53,2024-03-15T00:49:12Z,2190000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M15.00S,2024-03-15T00:48:54.7Z,2,REGULAR,substitution,in,[],1630245,,,1610612746,42,53,2024-03-15T00:49:12Z,2200000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M15.00S,2024-03-15T00:48:54.7Z,2,REGULAR,substitution,in,[],202331,,,1610612746,42,53,2024-03-15T00:49:12Z,2210000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M15.00S,2024-03-15T00:48:54.7Z,2,REGULAR,substitution,in,[],1629611,,,1610612746,42,53,2024-03-15T00:49:12Z,2220000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M15.00S,2024-03-15T00:48:54.7Z,2,REGULAR,substitution,in,[],202695,,,1610612746,42,53,2024-03-15T00:49:12Z,2230000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M59.00S,2024-03-15T00:49:31.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628975,70.12155059132719,70.58823529411765,1610612741,45,53,2024-03-15T00:49:36Z,2240000,False,103.0,228.0,1,right,J. Carter 25' 3PT  (5 PTS) (D. DeRozan 2 AST),"[1628975, 201942]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,25.05,Made,5.0,,,D. DeRozan,201942.0,2.0,,,,,,,,,,,,
230,PT05M38.00S,2024-03-15T00:49:52.0Z,2,REGULAR,3pt,Jump Shot,[],1630538,31.09395532194481,40.44117647058824,1610612746,45,56,2024-03-15T00:51:59Z,2260000,False,48.0,240.0,1,left,B. Hyland 24' 3PT pullup (9 PTS) (P. George 4 AST),"[1630538, 202331]",1610612746.0,LAC,pullup,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,24.45,Made,9.0,,,P. George,202331.0,4.0,,,,,,,,,,,,
232,PT05M25.00S,2024-03-15T00:50:05.6Z,2,REGULAR,3pt,Jump Shot,[],201942,67.7562417871222,45.34313725490196,1610612741,45,56,2024-03-15T00:52:22Z,2280000,False,-23.0,251.0,1,right,MISS D. DeRozan 25' pullup 3PT,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,25.17,Missed,,,,,,,,,,,,,,,,,,
233,PT05M23.00S,2024-03-15T00:50:07.6Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,45,56,2024-03-15T00:50:09Z,2290000,False,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,232.0,4.0,4.0,0.0,,,,,,,,
234,PT05M04.00S,2024-03-15T00:50:26.8Z,2,REGULAR,3pt,Jump Shot,[],1629611,22.552562417871222,85.7843137254902,1610612746,45,56,2024-03-15T00:50:31Z,2300000,False,-179.0,159.0,1,left,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,23.97,Missed,,,,,,,,,,,,,,,,,,
235,PT05M01.00S,2024-03-15T00:50:29.8Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,45,56,2024-03-15T00:50:31Z,2310000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,234.0,3.0,3.0,0.0,,,,,,,,
236,PT04M48.00S,2024-03-15T00:50:42.8Z,2,REGULAR,2pt,Jump Shot,[],1628975,77.61169513797634,30.637254901960787,1610612741,47,56,2024-03-15T00:50:49Z,2320000,False,-97.0,158.0,1,right,J. Carter 18' pullup Jump Shot (7 PTS) (N. Vucevic 4 AST),"[1628975, 202696]",1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left Center,18.53,Made,7.0,,,N. Vucevic,202696.0,4.0,,,,,,,,,,,,
238,PT04M29.00S,2024-03-15T00:51:02.2Z,2,REGULAR,3pt,Jump Shot,[],1630538,10.726018396846255,3.9215686274509802,1610612746,47,56,2024-03-15T00:51:07Z,2340000,False,230.0,48.0,1,left,MISS B. Hyland 3PT,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Right Corner 3,24+ Right,23.54,Missed,,,,,,,,,,,,,,,,,,
239,PT04M26.00S,2024-03-15T00:51:05.2Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612741,47,56,2024-03-15T00:51:07Z,2350000,False,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,,,,,,,,,238.0,2.0,2.0,0.0,,,,,,,,
240,PT04M04.00S,2024-03-15T00:51:26.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,89.96386333771353,48.03921568627451,1610612741,49,56,2024-03-15T00:51:32Z,2360000,False,-10.0,42.0,1,right,N. Vucevic turnaround Hook (7 PTS),[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,4.29,Made,7.0,,,,,,,,,,,,,,,,,
241,PT03M55.00S,2024-03-15T00:51:40.5Z,2,REGULAR,foul,personal,[],1630245,,,1610612746,49,56,2024-03-15T00:51:46Z,2370000,False,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 202331]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,,,,201246.0,,,,,,,,,,,1.0,0.0,George,202331.0,,
243,PT03M55.00S,2024-03-15T00:51:48.9Z,2,REGULAR,substitution,out,[],201942,,,1610612746,49,56,2024-03-15T00:51:52Z,2390000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT03M55.00S,2024-03-15T00:51:48.9Z,2,REGULAR,substitution,in,[],1641931,,,1610612746,49,56,2024-03-15T00:51:52Z,2400000,False,,,0,,SUB in: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT03M48.00S,2024-03-15T00:52:05.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,12.565703022339028,45.588235294117645,1610612746,49,58,2024-03-15T00:52:10Z,2410000,False,22.0,66.0,1,left,K. Leonard 6' pullup Jump Shot (14 PTS) (B. Hyland 3 AST),"[202695, 1630538]",1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,6.92,Made,14.0,,,B. Hyland,1630538.0,3.0,,,,,,,,,,,,
247,PT03M27.00S,2024-03-15T00:52:26.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628975,94.1688567674113,47.30392156862745,1610612741,51,58,2024-03-15T00:52:32Z,2430000,False,-13.0,2.0,1,right,J. Carter driving floating Jump Shot (9 PTS),[1628975],1610612741.0,CHI,driving floating,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,1.37,Made,9.0,,,,,,,,,,,,,,,,,
248,PT03M08.00S,2024-03-15T00:52:45.5Z,2,REGULAR,3pt,Jump Shot,[],202695,32.013797634691194,49.01960784313725,1610612746,51,58,2024-03-15T00:54:00Z,2440000,False,5.0,248.0,1,left,MISS K. Leonard 24' pullup 3PT,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
249,PT03M06.00S,2024-03-15T00:52:47.5Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,51,58,2024-03-15T00:52:50Z,2450000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,,,,248.0,4.0,2.0,2.0,,,,,,,,
250,PT02M53.00S,2024-03-15T00:53:02.3Z,2,REGULAR,turnover,out-of-bounds,[],1628975,,,1610612741,51,58,2024-03-15T00:53:09Z,2460000,False,,,0,,J. Carter lost ball out-of-bounds TURNOVER (1 TO),[1628975],1610612741.0,CHI,lost ball,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left,,,,1193.0,1.0,,,,,,,,,,,,,,,
251,PT02M53.00S,2024-03-15T00:53:10.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,51,58,2024-03-15T00:53:10Z,2470000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT02M36.00S,2024-03-15T00:56:28.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641931,,,1610612746,51,58,2024-03-15T00:56:45Z,2480000,False,,,0,,O. Bitim personal FOUL (1 PF) (Mann 2 FT),"[1641931, 1629611]",1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,In The Paint (Non-RA),8-16 Left,,,,1662.0,,,,,,,,,,,1.0,0.0,Mann,1629611.0,,
254,PT02M36.00S,2024-03-15T00:56:53.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629611,,,1610612746,51,59,2024-03-15T00:56:53Z,2500000,False,,,0,,T. Mann Free Throw 1 of 2 (1 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
255,PT02M36.00S,2024-03-15T00:56:54.3Z,2,REGULAR,substitution,out,[],1630538,,,1610612746,51,59,2024-03-15T00:57:00Z,2510000,False,,,0,,SUB out: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT02M36.00S,2024-03-15T00:56:54.3Z,2,REGULAR,substitution,in,[],1626181,,,1610612746,51,59,2024-03-15T00:57:00Z,2520000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT02M36.00S,2024-03-15T00:57:10.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629611,,,1610612746,51,60,2024-03-15T00:57:10Z,2530000,False,,,0,,T. Mann Free Throw 2 of 2 (2 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
