actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
21,PT10M25.00S,2023-12-27T01:11:59.5Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,4,4,2023-12-27T01:12:01Z,210000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M12.00S,2023-12-27T01:12:15.0Z,1,REGULAR,turnover,out-of-bounds,[],203083,,,1610612741,4,4,2023-12-27T01:12:21Z,220000,False,,,0,,A. Drummond bad pass out-of-bounds TURNOVER (1 TO),[203083],1610612741.0,CHI,bad pass,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627539.0,1.0,,,,,,,,
23,PT09M59.00S,2023-12-27T01:12:33.2Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,4,4,2023-12-27T01:12:39Z,230000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1627936]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,Caruso,1627936.0,,,,,,
24,PT09M59.00S,2023-12-27T01:12:33.2Z,1,REGULAR,steal,,[],1627936,,,1610612741,4,4,2023-12-27T01:13:27Z,240000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M55.00S,2023-12-27T01:12:37.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,23.99802890932983,11.029411764705882,1610612741,4,4,2023-12-27T01:16:31Z,250000,False,195.0,173.0,1,left,MISS C. White 26' running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
26,PT09M52.00S,2023-12-27T01:12:40.7Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,4,4,2023-12-27T01:12:40Z,260000,False,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,,
27,PT09M50.00S,2023-12-27T01:12:42.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203083,5.863994743758213,50.0,1610612741,6,4,2023-12-27T01:12:54Z,270000,False,0.0,3.0,1,left,A. Drummond putback Layup (4 PTS),[203083],1610612741.0,CHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,4.0,,,,,,,,,,,,,
28,PT09M36.00S,2023-12-27T01:12:56.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,90.62089356110381,51.71568627450981,1610612737,6,4,2023-12-27T01:13:04Z,280000,False,9.0,36.0,1,right,MISS C. Capela Hook - blocked,"[203991, 203083]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,Drummond,203083.0,,,,
29,PT09M36.00S,2023-12-27T01:12:56.7Z,1,REGULAR,block,,[],203083,,,1610612737,6,4,2023-12-27T01:12:59Z,290000,False,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M32.00S,2023-12-27T01:13:00.7Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612737,6,4,2023-12-27T01:13:04Z,300000,False,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,,,
31,PT09M32.00S,2023-12-27T01:13:00.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,64.07687253613666,45.09803921568628,1610612737,6,4,2023-12-27T01:13:13Z,310000,False,-25.0,285.0,1,right,MISS T. Young 28' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,28.63,Missed,,,,,,,,,,,,,,,,,,
32,PT09M29.00S,2023-12-27T01:13:03.7Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,6,4,2023-12-27T01:13:13Z,320000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,
33,PT09M18.00S,2023-12-27T01:13:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,8.886333771353483,58.82352941176471,1610612741,6,4,2023-12-27T01:19:45Z,330000,False,-44.0,31.0,1,left,MISS D. DeRozan finger roll Layup,[201942],1610612741.0,CHI,finger roll,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,,
34,PT09M17.00S,2023-12-27T01:13:15.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,6,4,2023-12-27T01:19:45Z,340000,False,,,0,,J. Johnson REBOUND (Off:1 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,33.0,3.0,2.0,1.0,,,,,,,,,,,,,,
35,PT09M12.00S,2023-12-27T01:13:24.0Z,1,REGULAR,foul,personal,[],201942,,,1610612737,6,4,2023-12-27T01:13:30Z,350000,False,,,0,,D. DeRozan personal FOUL (1 PF),"[201942, 1629027]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,,,,,,1.0,0.0,Young,1629027.0
37,PT09M06.00S,2023-12-27T01:13:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,80.76544021024968,39.705882352941174,1610612737,6,4,2023-12-27T01:13:55Z,370000,False,-51.0,128.0,1,right,MISS D. Murray 13' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.83,Missed,,,,,,,,,,,,,,,,,,
38,PT09M04.00S,2023-12-27T01:13:51.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,6,4,2023-12-27T01:13:55Z,380000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,37.0,,,,,,,,,,,,,,,,,
40,PT08M55.00S,2023-12-27T01:14:07.1Z,1,REGULAR,2pt,Jump Shot,[],1629632,18.873193166885677,66.66666666666666,1610612741,8,4,2023-12-27T01:14:10Z,400000,False,-83.0,125.0,1,left,C. White 15' pullup Jump Shot (2 PTS),[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Mid-Range,8-16 Left,15.01,Made,,,,,2.0,,,,,,,,,,,,,
41,PT08M42.00S,2023-12-27T01:14:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630180,92.06636005256242,4.166666666666666,1610612737,8,4,2023-12-27T01:14:24Z,410000,False,-229.0,22.0,1,right,MISS S. Bey 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,23.03,Missed,,,,,,,,,,,,,,,,,,
42,PT08M38.00S,2023-12-27T01:14:23.2Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,8,4,2023-12-27T01:14:24Z,420000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT08M16.00S,2023-12-27T01:14:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,13.748357424441524,39.46078431372549,1610612741,8,4,2023-12-27T01:15:03Z,430000,False,53.0,77.0,1,left,MISS C. White 9' turnaround Shot,[1629632],1610612741.0,CHI,turnaround,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Right,9.31,Missed,,,,,,,,,,,,,,,,,,
44,PT08M16.00S,2023-12-27T01:14:48.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,8,4,2023-12-27T01:15:03Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,43.0,,,,,,,,,,,,,,,,,
45,PT08M16.00S,2023-12-27T01:14:52.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,8,4,2023-12-27T01:14:58Z,450000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2530.0,,,,,,,,,
46,PT08M01.00S,2023-12-27T01:15:12.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627749,68.54467805519053,27.205882352941174,1610612737,8,7,2023-12-27T01:15:17Z,460000,False,-114.0,243.0,1,right,D. Murray 26' 3PT  (3 PTS) (T. Young 2 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,26.86,Made,,,,,3.0,T. Young,1629027.0,2.0,,,,,,,,,,
48,PT07M44.00S,2023-12-27T01:15:29.5Z,1,REGULAR,3pt,Jump Shot,[],1627936,32.14520367936925,48.03921568627451,1610612741,8,7,2023-12-27T01:15:33Z,480000,False,10.0,250.0,1,left,MISS A. Caruso 24' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,24.99,Missed,,,,,,,,,,,,,,,,,,
49,PT07M41.00S,2023-12-27T01:15:32.5Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,8,7,2023-12-27T01:15:33Z,490000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT07M37.00S,2023-12-27T01:15:37.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,94.43166885676742,97.05882352941177,1610612737,8,7,2023-12-27T01:22:15Z,500000,False,235.0,0.0,1,right,MISS S. Bey running 3PT,[1630180],1610612737.0,ATL,running,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
51,PT07M34.00S,2023-12-27T01:15:40.0Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,8,7,2023-12-27T01:15:40Z,510000,False,,,0,,C. Capela REBOUND (Off:2 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Right Corner 3,24+ Right,,,50.0,2.0,0.0,2.0,,,,,,,,,,,,,,
52,PT07M31.00S,2023-12-27T01:15:42.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,65.39093298291722,53.92156862745098,1610612737,8,7,2023-12-27T01:22:54Z,520000,False,20.0,273.0,1,right,MISS T. Young 27' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,27.35,Missed,,,,,,,,,,,,,,,,,,
53,PT07M28.00S,2023-12-27T01:15:45.6Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,8,7,2023-12-27T01:15:47Z,530000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT07M06.00S,2023-12-27T01:16:08.4Z,1,REGULAR,2pt,Jump Shot,[],201942,6.1268068331143235,22.794117647058822,1610612741,8,7,2023-12-27T01:16:14Z,540000,False,136.0,5.0,1,left,MISS D. DeRozan 13' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,13.61,Missed,,,,,,,,,,,,,,,,,,
55,PT07M04.00S,2023-12-27T01:16:10.4Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,8,7,2023-12-27T01:16:14Z,550000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT06M58.00S,2023-12-27T01:16:16.8Z,1,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612737,8,7,2023-12-27T01:16:21Z,560000,False,,,0,,D. Murray bad pass out-of-bounds TURNOVER (1 TO),[1627749],1610612737.0,ATL,bad pass,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2530.0,1.0,,,,,,,,
57,PT06M58.00S,2023-12-27T01:16:24.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,8,7,2023-12-27T01:16:24Z,570000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M58.00S,2023-12-27T01:17:42.8Z,1,REGULAR,substitution,out,[],1627936,,,1610612741,8,7,2023-12-27T01:19:14Z,580000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M58.00S,2023-12-27T01:17:42.8Z,1,REGULAR,substitution,out,[],1630552,,,1610612741,8,7,2023-12-27T01:19:14Z,590000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M58.00S,2023-12-27T01:17:42.8Z,1,REGULAR,substitution,out,[],1629027,,,1610612741,8,7,2023-12-27T01:19:14Z,600000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M58.00S,2023-12-27T01:17:42.8Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,8,7,2023-12-27T01:19:14Z,610000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M58.00S,2023-12-27T01:17:42.8Z,1,REGULAR,substitution,in,[],203992,,,1610612741,8,7,2023-12-27T01:19:14Z,620000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M58.00S,2023-12-27T01:17:42.8Z,1,REGULAR,substitution,in,[],1641754,,,1610612741,8,7,2023-12-27T01:19:14Z,630000,False,,,0,,SUB in: S. Lundy,[1641754],1610612737.0,ATL,,,,Lundy,S. Lundy,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M47.00S,2023-12-27T01:19:31.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203083,5.206964520367937,50.49019607843137,1610612741,10,7,2023-12-27T01:19:37Z,640000,False,-2.0,-4.0,1,left,A. Drummond alley-oop DUNK (6 PTS) (D. DeRozan 3 AST),"[203083, 201942]",1610612741.0,CHI,alley-oop,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,6.0,D. DeRozan,201942.0,3.0,,,,,,,,,,
66,PT06M29.00S,2023-12-27T01:19:49.5Z,1,REGULAR,3pt,Jump Shot,[],1641754,89.04402102496715,95.83333333333334,1610612737,10,7,2023-12-27T01:19:53Z,660000,False,229.0,50.0,1,right,MISS S. Lundy 3PT,[1641754],1610612737.0,ATL,,,,Lundy,S. Lundy,,,,,Right Corner 3,24+ Right,23.47,Missed,,,,,,,,,,,,,,,,,,
67,PT06M27.00S,2023-12-27T01:19:51.5Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,10,7,2023-12-27T01:19:53Z,670000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
68,PT06M05.00S,2023-12-27T01:20:14.2Z,1,REGULAR,2pt,Jump Shot,[],1629632,23.340998685939553,30.88235294117647,1610612741,10,7,2023-12-27T01:20:18Z,680000,False,96.0,167.0,1,left,MISS C. White 19' pullup Shot,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Mid-Range,16-24 Right Center,19.23,Missed,,,,,,,,,,,,,,,,,,
69,PT06M02.00S,2023-12-27T01:20:16.4Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,10,7,2023-12-27T01:20:16Z,690000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,
70,PT05M55.00S,2023-12-27T01:20:23.8Z,1,REGULAR,turnover,lost ball,[],1641754,,,1610612737,10,7,2023-12-27T01:21:03Z,700000,False,,,0,,S. Lundy lost ball TURNOVER (1 TO),"[1641754, 1630245]",1610612737.0,ATL,,,,Lundy,S. Lundy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Dosunmu,1630245.0,,,,,,
71,PT05M55.00S,2023-12-27T01:20:23.8Z,1,REGULAR,steal,,[],1630245,,,1610612741,10,7,2023-12-27T01:21:03Z,710000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT05M50.00S,2023-12-27T01:20:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629632,5.075558475689881,52.69607843137255,1610612741,12,7,2023-12-27T01:20:34Z,720000,False,-13.0,-5.0,1,left,C. White running Layup (4 PTS) (A. Dosunmu 1 AST),"[1629632, 1630245]",1610612741.0,CHI,running,,,White,C. White,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,4.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,
73,PT05M41.00S,2023-12-27T01:20:41.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,12,7,2023-12-27T01:20:41Z,730000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M41.00S,2023-12-27T01:23:15.9Z,1,REGULAR,substitution,out,[],201942,,,1610612737,12,7,2023-12-27T01:23:36Z,740000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M41.00S,2023-12-27T01:23:15.9Z,1,REGULAR,substitution,out,[],1641754,,,1610612737,12,7,2023-12-27T01:23:36Z,750000,False,,,0,,SUB out: S. Lundy,[1641754],1610612737.0,ATL,,,,Lundy,S. Lundy,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M41.00S,2023-12-27T01:23:15.9Z,1,REGULAR,substitution,in,[],1628975,,,1610612737,12,7,2023-12-27T01:23:36Z,760000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M41.00S,2023-12-27T01:23:15.9Z,1,REGULAR,substitution,in,[],202083,,,1610612737,12,7,2023-12-27T01:23:36Z,770000,False,,,0,,SUB in: W. Matthews,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M19.00S,2023-12-27T01:24:04.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,92.85479632063075,44.6078431372549,1610612737,12,7,2023-12-27T01:24:08Z,780000,False,-27.0,15.0,1,right,MISS C. Capela driving Hook,[203991],1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
79,PT05M17.00S,2023-12-27T01:24:06.4Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,12,7,2023-12-27T01:24:08Z,790000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,78.0,3.0,2.0,1.0,,,,,,,,,,,,,,
