actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-03-12T00:10:25.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-12T00:10:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-12T00:10:27.8Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612742,0,0,2024-03-12T00:10:27Z,40000,False,,,0,,Jump Ball D. Gafford vs. N. Vucevic: Tip to L. Doncic,"[1629029, 1629655, 202696]",1610612742.0,DAL,startperiod,L. Doncic,1629029.0,Doncic,L. Doncic,Gafford,1629655.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-03-12T00:10:40.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,91.67214191852825,39.705882352941174,1610612742,0,0,2024-03-12T00:10:48Z,70000,False,-51.0,26.0,1,right,MISS K. Irving fadeaway Shot - blocked,"[202681, 1630245]",1610612742.0,DAL,fadeaway,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,5.76,Missed,Dosunmu,1630245.0,,,,,,,,,,,,,,,,
8,PT11M44.00S,2024-03-12T00:10:40.6Z,1,REGULAR,block,,[],1630245,,,1610612742,0,0,2024-03-12T00:10:43Z,80000,False,,,0,,A. Dosunmu BLOCK (1 BLK),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M44.00S,2024-03-12T00:10:40.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,0,0,2024-03-12T00:10:48Z,90000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,,,,,,,,,,,,,,,
11,PT11M35.00S,2024-03-12T00:10:59.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,67.88764783180025,33.33333333333333,1610612742,0,0,2024-03-12T00:11:06Z,110000,False,-83.0,249.0,1,right,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
12,PT11M31.00S,2024-03-12T00:11:03.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2024-03-12T00:11:03Z,120000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,
13,PT11M13.00S,2024-03-12T00:11:22.1Z,1,REGULAR,3pt,Jump Shot,[],1630245,2.8416557161629434,97.54901960784314,1610612741,0,0,2024-03-12T00:11:27Z,130000,False,-238.0,-26.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,23.91,Missed,,,,,,,,,,,,,,,,,,
14,PT11M09.00S,2024-03-12T00:11:26.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,0,0,2024-03-12T00:11:27Z,140000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Left Corner 3,24+ Left,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,
15,PT11M01.00S,2024-03-12T00:11:34.3Z,1,REGULAR,3pt,Jump Shot,[],1629023,72.88107752956637,82.84313725490196,1610612742,0,3,2024-03-12T00:11:39Z,150000,False,164.0,202.0,1,right,P. Washington 26' 3PT  (3 PTS) (D. Jones Jr. 1 AST),"[1629023, 1627884]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,26.06,Made,,,,,,,3.0,D. Jones Jr.,1627884.0,1.0,,,,,,,,
