actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
89,PT05M41.00S,2024-03-26T00:25:20.5Z,1,REGULAR,substitution,out,[],201942,,,1610612741,7,19,2024-03-26T00:25:23Z,890000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M41.00S,2024-03-26T00:25:20.5Z,1,REGULAR,substitution,in,[],1641931,,,1610612741,7,19,2024-03-26T00:25:23Z,900000,False,,,0,,SUB in: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M41.00S,2024-03-26T00:25:32.4Z,1,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,8,19,2024-03-26T00:25:32Z,910000,False,,,0,,C. White Free Throw 2 of 2 (6 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
92,PT05M27.00S,2024-03-26T00:25:46.7Z,1,REGULAR,3pt,Jump Shot,[],1631116,72.88107752956637,78.43137254901961,1610612764,8,19,2024-03-26T00:25:52Z,920000,False,142.0,202.0,1,right,MISS P. Baldwin Jr. 24' 3PT,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Right Center,24.74,Missed,,,,,,,,,,,,,,,,,,
93,PT05M25.00S,2024-03-26T00:25:48.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,8,19,2024-03-26T00:25:52Z,930000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,92.0,,,,,4.0,4.0,0.0,,,,,,,,,,
94,PT05M12.00S,2024-03-26T00:26:01.3Z,1,REGULAR,turnover,bad pass,[],1641931,,,1610612741,8,19,2024-03-26T00:28:11Z,940000,False,,,0,,O. Bitim bad pass TURNOVER (1 TO),"[1641931, 1630215]",1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,Butler,1630215.0,,,,,,,
95,PT05M12.00S,2024-03-26T00:26:01.3Z,1,REGULAR,steal,,[],1630215,,,1610612764,8,19,2024-03-26T00:26:03Z,950000,False,,,0,,J. Butler STEAL (1 STL),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
96,PT05M07.00S,2024-03-26T00:26:06.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630215,93.51182654402102,61.029411764705884,1610612764,8,19,2024-03-26T00:29:04Z,960000,False,55.0,8.0,1,right,MISS J. Butler running Layup - blocked,"[1630215, 1627936]",1610612764.0,WAS,running,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.58,Missed,,,,,,,,,,,,,,,,,Caruso,1627936.0
97,PT05M07.00S,2024-03-26T00:26:06.3Z,1,REGULAR,block,,[],1627936,,,1610612764,8,19,2024-03-26T00:26:09Z,970000,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
98,PT05M04.00S,2024-03-26T00:26:09.3Z,1,REGULAR,rebound,offensive,[],1630215,,,1610612764,8,19,2024-03-26T00:26:14Z,980000,False,,,0,,J. Butler REBOUND (Off:1 Def:0),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,96.0,,,,,1.0,0.0,1.0,,,,,,,,,,
99,PT05M03.00S,2024-03-26T00:26:11.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630557,72.35545335085413,16.176470588235293,1610612764,8,19,2024-03-26T00:26:18Z,990000,False,-169.0,207.0,1,right,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,26.76,Missed,,,,,,,,,,,,,,,,,,
100,PT05M03.00S,2024-03-26T00:26:11.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,8,19,2024-03-26T00:26:18Z,1000000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,99.0,,,,,5.0,5.0,0.0,,,,,,,,,,
101,PT04M54.00S,2024-03-26T00:26:18.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629632,6.521024967148489,46.568627450980394,1610612741,10,19,2024-03-26T00:38:02Z,1010000,False,17.0,9.0,1,left,C. White running Layup (8 PTS) (A. Caruso 1 AST),"[1629632, 1627936]",1610612741.0,CHI,running,,,White,C. White,,,,,Restricted Area,0-8 Center,1.93,Made,,8.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,
103,PT04M39.00S,2024-03-26T00:26:34.3Z,1,REGULAR,2pt,Jump Shot,[],1628963,77.4802890932983,36.27450980392157,1610612764,10,21,2024-03-26T00:26:39Z,1030000,False,-69.0,159.0,1,right,M. Bagley III 17' pullup Jump Shot (4 PTS) (J. Champagnie 1 AST),"[1628963, 1630551]",1610612764.0,WAS,pullup,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Left Center,17.34,Made,,4.0,J. Champagnie,1630551.0,1.0,,,,,,,,,,,,,
105,PT04M13.00S,2024-03-26T00:27:00.7Z,1,REGULAR,3pt,Jump Shot,[],1641931,9.674770039421814,95.34313725490196,1610612741,10,21,2024-03-26T00:27:08Z,1050000,False,-227.0,38.0,1,left,MISS O. Bitim pullup 3PT,[1641931],1610612741.0,CHI,pullup,,,Bitim,O. Bitim,,,,,Left Corner 3,24+ Left,22.99,Missed,,,,,,,,,,,,,,,,,,
106,PT04M11.00S,2024-03-26T00:27:02.7Z,1,REGULAR,rebound,defensive,[],1630215,,,1610612764,10,21,2024-03-26T00:27:08Z,1060000,False,,,0,,J. Butler REBOUND (Off:1 Def:1),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,105.0,,,,,2.0,1.0,1.0,,,,,,,,,,
107,PT04M01.00S,2024-03-26T00:27:12.4Z,1,REGULAR,3pt,Jump Shot,[],1630551,96.13994743758212,4.166666666666666,1610612764,10,21,2024-03-26T00:27:17Z,1070000,False,-229.0,-16.0,1,right,MISS J. Champagnie 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,22.98,Missed,,,,,,,,,,,,,,,,,,
108,PT03M59.00S,2024-03-26T00:27:14.4Z,1,REGULAR,rebound,defensive,[],1641931,,,1610612741,10,21,2024-03-26T00:27:17Z,1080000,False,,,0,,O. Bitim REBOUND (Off:0 Def:1),[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Left Corner 3,24+ Left,,,107.0,,,,,1.0,1.0,0.0,,,,,,,,,,
109,PT03M46.00S,2024-03-26T00:27:27.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641931,11.12023653088042,55.88235294117647,1610612741,10,21,2024-03-26T00:27:35Z,1090000,False,-29.0,52.0,1,left,MISS O. Bitim fadeaway Shot,[1641931],1610612741.0,CHI,fadeaway,,,Bitim,O. Bitim,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,,,,,,,,,,,
110,PT03M45.00S,2024-03-26T00:27:29.4Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,10,21,2024-03-26T00:27:29Z,1100000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,109.0,,,,,6.0,5.0,1.0,,,,,,,,,,
111,PT03M43.00S,2024-03-26T00:27:31.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,28.465834428383708,12.990196078431374,1610612741,10,21,2024-03-26T00:27:37Z,1110000,False,185.0,215.0,1,left,MISS C. White 28' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,28.37,Missed,,,,,,,,,,,,,,,,,,
112,PT03M40.00S,2024-03-26T00:27:34.2Z,1,REGULAR,rebound,defensive,[],1631116,,,1610612764,10,21,2024-03-26T00:27:37Z,1120000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:3),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Right Center,,,111.0,,,,,3.0,3.0,0.0,,,,,,,,,,
113,PT03M28.00S,2024-03-26T00:27:48.8Z,1,REGULAR,foul,personal,[],1627936,,,1610612764,10,21,2024-03-26T00:27:55Z,1130000,False,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 1630215]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1627963.0,1.0,0.0,Butler,1630215.0,,
115,PT03M28.00S,2024-03-26T00:27:55.8Z,1,REGULAR,substitution,out,[],1629632,,,1610612764,10,21,2024-03-26T00:28:15Z,1150000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M28.00S,2024-03-26T00:27:55.8Z,1,REGULAR,substitution,out,[],202696,,,1610612764,10,21,2024-03-26T00:28:15Z,1160000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M28.00S,2024-03-26T00:27:55.8Z,1,REGULAR,substitution,out,[],1631116,,,1610612764,10,21,2024-03-26T00:28:15Z,1170000,False,,,0,,SUB out: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M28.00S,2024-03-26T00:27:55.8Z,1,REGULAR,substitution,in,[],203083,,,1610612764,10,21,2024-03-26T00:28:15Z,1180000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M28.00S,2024-03-26T00:27:55.8Z,1,REGULAR,substitution,in,[],1630245,,,1610612764,10,21,2024-03-26T00:28:15Z,1190000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M28.00S,2024-03-26T00:27:55.8Z,1,REGULAR,substitution,in,[],1631262,,,1610612764,10,21,2024-03-26T00:28:15Z,1200000,False,,,0,,SUB in: J. Bernard,[1631262],1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M21.00S,2024-03-26T00:28:26.6Z,1,REGULAR,foul,personal,[],1641931,,,1610612764,10,21,2024-03-26T00:28:46Z,1210000,False,,,0,,O. Bitim personal FOUL (1 PF),"[1641931, 1630557]",1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Kispert,1630557.0,,
123,PT03M06.00S,2024-03-26T00:29:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,94.30026281208936,52.69607843137255,1610612764,10,21,2024-03-26T00:29:06Z,1230000,False,13.0,1.0,1,right,MISS M. Bagley III reverse Layup,[1628963],1610612764.0,WAS,reverse,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
124,PT03M04.00S,2024-03-26T00:29:03.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,10,21,2024-03-26T00:29:06Z,1240000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,123.0,,,,,1.0,1.0,0.0,,,,,,,,,,
125,PT02M45.00S,2024-03-26T00:29:23.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,7.835085413929041,52.20588235294118,1610612741,10,21,2024-03-26T00:29:33Z,1250000,False,-11.0,21.0,1,left,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,,
126,PT02M43.00S,2024-03-26T00:29:25.7Z,1,REGULAR,rebound,defensive,[],1631262,,,1610612764,10,21,2024-03-26T00:29:33Z,1260000,False,,,0,,J. Bernard REBOUND (Off:0 Def:1),[1631262],1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,Restricted Area,0-8 Center,,,125.0,,,,,1.0,1.0,0.0,,,,,,,,,,
127,PT02M28.00S,2024-03-26T00:29:40.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,93.51182654402102,49.754901960784316,1610612764,10,23,2024-03-26T00:34:07Z,1270000,False,-1.0,8.0,1,right,M. Bagley III alley-oop Layup (6 PTS) (J. Butler 2 AST),"[1628963, 1630215]",1610612764.0,WAS,alley-oop,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.86,Made,,6.0,J. Butler,1630215.0,2.0,,,,,,,,,,,,,
129,PT02M28.00S,2024-03-26T00:29:46.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,10,23,2024-03-26T00:29:46Z,1290000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M13.00S,2024-03-26T00:31:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,7.5722733245729295,50.49019607843137,1610612741,10,23,2024-03-26T00:31:51Z,1300000,False,-2.0,19.0,1,left,MISS A. Caruso driving Layup,[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,,,
131,PT02M11.00S,2024-03-26T00:31:41.3Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,10,23,2024-03-26T00:31:41Z,1310000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,130.0,,,,,2.0,1.0,1.0,,,,,,,,,,
132,PT02M05.00S,2024-03-26T00:31:47.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203083,8.623521681997373,50.49019607843137,1610612741,10,23,2024-03-26T00:38:17Z,1320000,False,-2.0,29.0,1,left,MISS A. Drummond driving Hook,[203083],1610612741.0,CHI,driving,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,,,
133,PT02M03.00S,2024-03-26T00:31:49.4Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,10,23,2024-03-26T00:31:57Z,1330000,False,,,0,,C. Kispert REBOUND (Off:0 Def:4),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,132.0,,,,,4.0,4.0,0.0,,,,,,,,,,
134,PT01M55.00S,2024-03-26T00:31:56.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631262,85.23324572930355,50.73529411764706,1610612764,10,23,2024-03-26T00:38:27Z,1340000,False,4.0,86.0,1,right,MISS J. Bernard 8' pullup Shot,[1631262],1610612764.0,WAS,pullup,,,Bernard,J. Bernard,,,,,In The Paint (Non-RA),8-16 Center,8.64,Missed,,,,,,,,,,,,,,,,,,
135,PT01M53.00S,2024-03-26T00:31:58.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,10,23,2024-03-26T00:31:58Z,1350000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,134.0,,,,,3.0,2.0,1.0,,,,,,,,,,
136,PT01M50.00S,2024-03-26T00:32:02.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,20.318659658344284,8.333333333333332,1610612741,13,23,2024-03-26T00:38:53Z,1360000,False,208.0,138.0,1,left,A. Dosunmu 25' 3PT running pullup (5 PTS) (D. Terry 1 AST),"[1630245, 1631207]",1610612741.0,CHI,running pullup,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,25.01,Made,,5.0,D. Terry,1631207.0,1.0,,,,,,,,,,,,,
138,PT01M29.00S,2024-03-26T00:32:22.4Z,1,REGULAR,3pt,Jump Shot,[],1630557,86.28449408672799,4.166666666666666,1610612764,13,26,2024-03-26T00:32:26Z,1380000,False,-229.0,76.0,1,right,C. Kispert 24' 3PT  (10 PTS) (J. Butler 3 AST),"[1630557, 1630215]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,24.16,Made,,10.0,J. Butler,1630215.0,3.0,,,,,,,,,,,,,
141,PT01M20.00S,2024-03-26T00:32:34.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631262,,,1610612741,13,26,2024-03-26T00:32:43Z,1410000,False,,,0,,J. Bernard shooting personal FOUL (1 PF) (Caruso 2 FT),"[1631262, 1627936]",1610612764.0,WAS,shooting,,,Bernard,J. Bernard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Caruso,1627936.0,,
143,PT01M20.00S,2024-03-26T00:33:01.2Z,1,REGULAR,freethrow,1 of 2,[],1627936,,,1610612741,14,26,2024-03-26T00:33:01Z,1430000,False,,,0,,A. Caruso Free Throw 1 of 2 (1 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
144,PT01M20.00S,2024-03-26T00:33:02.5Z,1,REGULAR,substitution,out,[],1641931,,,1610612741,14,26,2024-03-26T00:33:06Z,1440000,False,,,0,,SUB out: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M20.00S,2024-03-26T00:33:02.5Z,1,REGULAR,substitution,in,[],201942,,,1610612741,14,26,2024-03-26T00:33:06Z,1450000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M20.00S,2024-03-26T00:33:17.1Z,1,REGULAR,freethrow,2 of 2,[],1627936,,,1610612741,15,26,2024-03-26T00:33:17Z,1460000,False,,,0,,A. Caruso Free Throw 2 of 2 (2 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
147,PT01M06.00S,2024-03-26T00:33:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,92.85479632063075,58.82352941176471,1610612764,15,28,2024-03-26T00:33:42Z,1470000,False,44.0,15.0,1,right,J. Butler driving Layup (2 PTS),[1630215],1610612764.0,WAS,driving,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,4.65,Made,,2.0,,,,,,,,,,,,,,,,
148,PT00M49.30S,2024-03-26T00:33:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,7.440867279894875,59.068627450980394,1610612741,15,28,2024-03-26T00:39:12Z,1480000,False,-45.0,17.0,1,left,MISS D. DeRozan driving floating bank Shot,[201942],1610612741.0,CHI,driving floating bank,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,4.85,Missed,,,,,,,,,,,,,,,,,,
149,PT00M47.30S,2024-03-26T00:33:53.7Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,15,28,2024-03-26T00:33:53Z,1490000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,148.0,,,,,1.0,1.0,0.0,,,,,,,,,,
150,PT00M31.70S,2024-03-26T00:34:09.2Z,1,REGULAR,3pt,Jump Shot,[],1631262,93.38042049934296,97.54901960784314,1610612764,15,31,2024-03-26T00:39:27Z,1500000,False,238.0,10.0,1,right,J. Bernard 3PT  (3 PTS) (J. Butler 4 AST),"[1631262, 1630215]",1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,Right Corner 3,24+ Right,23.79,Made,,3.0,J. Butler,1630215.0,4.0,,,,,,,,,,,,,
152,PT00M15.40S,2024-03-26T00:34:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.389618922470433,52.20588235294118,1610612741,17,31,2024-03-26T00:34:33Z,1520000,False,-11.0,8.0,1,left,D. DeRozan driving Layup (2 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.34,Made,,2.0,,,,,,,,,,,,,,,,
153,PT00M00.80S,2024-03-26T00:34:47.6Z,1,REGULAR,3pt,Jump Shot,[],1630215,68.80749014454665,25.49019607843137,1610612764,17,31,2024-03-26T00:34:53Z,1530000,False,-123.0,241.0,1,right,MISS J. Butler 27' pullup 3PT,[1630215],1610612764.0,WAS,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,27.01,Missed,,,,,,,,,,,,,,,,,,
154,PT00M00.80S,2024-03-26T00:34:47.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,17,31,2024-03-26T00:40:40Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,153.0,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2024-03-26T00:34:51.7Z,1,REGULAR,period,end,[],0,,,1610612764,17,31,2024-03-26T00:40:40Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-03-26T00:36:50.3Z,2,REGULAR,substitution,out,['startperiod'],1627936,,,1610612764,17,31,2024-03-26T00:40:40Z,1560000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-03-26T00:36:50.3Z,2,REGULAR,substitution,out,['startperiod'],1631207,,,1610612764,17,31,2024-03-26T00:40:40Z,1570000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-03-26T00:36:50.3Z,2,REGULAR,substitution,out,['startperiod'],1630557,,,1610612764,17,31,2024-03-26T00:40:40Z,1580000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-03-26T00:36:50.3Z,2,REGULAR,substitution,out,['startperiod'],1630551,,,1610612764,17,31,2024-03-26T00:40:40Z,1590000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-03-26T00:36:50.3Z,2,REGULAR,substitution,in,['startperiod'],1628470,,,1610612764,17,31,2024-03-26T00:40:40Z,1600000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-03-26T00:36:50.3Z,2,REGULAR,substitution,in,['startperiod'],1628975,,,1610612764,17,31,2024-03-26T00:40:40Z,1610000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-03-26T00:36:50.3Z,2,REGULAR,substitution,in,['startperiod'],1631098,,,1610612764,17,31,2024-03-26T00:40:40Z,1620000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-03-26T00:36:50.3Z,2,REGULAR,substitution,in,['startperiod'],1641774,,,1610612764,17,31,2024-03-26T00:40:40Z,1630000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-03-26T00:37:35.9Z,2,REGULAR,period,start,[],0,,,1610612741,17,31,2024-03-26T00:37:35Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M42.00S,2024-03-26T00:37:53.2Z,2,REGULAR,2pt,Jump Shot,[],201942,8.09789750328515,71.32352941176471,1610612741,17,31,2024-03-26T00:38:00Z,1650000,False,-107.0,24.0,1,left,MISS D. DeRozan 10' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,10.92,Missed,,,,,,,,,,,,,,,,,,
166,PT11M40.00S,2024-03-26T00:37:55.2Z,2,REGULAR,rebound,defensive,[],1630215,,,1610612764,17,31,2024-03-26T00:38:00Z,1660000,False,,,0,,J. Butler REBOUND (Off:1 Def:2),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,165.0,,,,,3.0,2.0,1.0,,,,,,,,,,
167,PT11M27.00S,2024-03-26T00:38:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631262,93.51182654402102,47.549019607843135,1610612764,17,31,2024-03-26T00:38:13Z,1670000,False,-12.0,8.0,1,right,MISS J. Bernard driving Layup,[1631262],1610612764.0,WAS,driving,,,Bernard,J. Bernard,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,,,,,,,,,,,
168,PT11M25.00S,2024-03-26T00:38:09.8Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,17,31,2024-03-26T00:38:09Z,1680000,False,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,167.0,,,,,4.0,3.0,1.0,,,,,,,,,,
169,PT11M10.00S,2024-03-26T00:38:24.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,10.200394218134035,50.49019607843137,1610612741,17,31,2024-03-26T00:38:29Z,1690000,False,-2.0,43.0,1,left,MISS A. Drummond Hook,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,4.35,Missed,,,,,,,,,,,,,,,,,,
