actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-11-04T00:10:36.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-04T00:10:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-04T00:10:38.6Z,1,REGULAR,jumpball,recovered,[],1628969,,,1610612751,0,0,2023-11-04T00:10:38Z,40000,False,,,0,,Jump Ball B. Simmons vs. N. Vucevic: Tip to M. Bridges,"[1628969, 1627732, 202696]",1610612751.0,BKN,startperiod,M. Bridges,1628969.0,Bridges,M. Bridges,Simmons,1627732.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-11-04T00:10:48.7Z,1,REGULAR,3pt,Jump Shot,[],1628969,33.459264126149804,51.225490196078425,1610612751,0,0,2023-11-04T00:10:54Z,70000,False,-6.0,262.0,1,left,MISS M. Bridges 26' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,26.21,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-11-04T00:10:52.7Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612741,0,0,2023-11-04T00:10:54Z,80000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2023-11-04T00:11:11.4Z,1,REGULAR,3pt,Jump Shot,[],1628470,67.49342969776609,44.11764705882353,1610612741,3,0,2023-11-04T00:11:17Z,90000,False,-29.0,253.0,1,right,T. Craig 25' 3PT  (3 PTS) (N. Vucevic 1 AST),"[1628470, 202696]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,25.48,Made,,,,,3.0,N. Vucevic,202696.0,1.0,,,,,,,,,,
11,PT11M03.00S,2023-11-04T00:11:31.7Z,1,REGULAR,3pt,Jump Shot,[],1627827,27.414586070959263,81.61764705882352,1610612751,3,3,2023-11-04T00:11:37Z,110000,False,-158.0,205.0,1,left,D. Finney-Smith 25' 3PT  (3 PTS) (C. Thomas 1 AST),"[1627827, 1630560]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,25.9,Made,,,,,3.0,C. Thomas,1630560.0,1.0,,,,,,,,,,
13,PT10M46.00S,2023-11-04T00:11:49.4Z,1,REGULAR,2pt,Jump Shot,[],201942,72.09264126149803,40.44117647058824,1610612741,5,3,2023-11-04T00:12:01Z,130000,False,-48.0,210.0,1,right,D. DeRozan 21' pullup Jump Shot (2 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,21.52,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M30.00S,2023-11-04T00:12:05.1Z,1,REGULAR,3pt,Jump Shot,[],203915,3.892904073587385,96.32352941176471,1610612751,5,3,2023-11-04T00:12:10Z,140000,False,-232.0,-16.0,1,left,MISS S. Dinwiddie 3PT,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,23.21,Missed,,,,,,,,,,,,,,,,,,
15,PT10M27.00S,2023-11-04T00:12:08.1Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612741,5,3,2023-11-04T00:12:10Z,150000,False,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,,,
16,PT10M16.00S,2023-11-04T00:12:19.5Z,1,REGULAR,turnover,bad pass,[],1628470,,,1610612741,5,3,2023-11-04T00:12:22Z,160000,False,,,0,,T. Craig bad pass TURNOVER (1 TO),"[1628470, 1627732]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Simmons,1627732.0,,,,,,,
17,PT10M16.00S,2023-11-04T00:12:19.5Z,1,REGULAR,steal,,[],1627732,,,1610612751,5,3,2023-11-04T00:13:41Z,170000,False,,,0,,B. Simmons STEAL (1 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
18,PT10M10.00S,2023-11-04T00:12:25.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,24.26084099868594,85.7843137254902,1610612751,5,6,2023-11-04T00:12:31Z,180000,False,-179.0,176.0,1,left,D. Finney-Smith 25' 3PT  (6 PTS) (S. Dinwiddie 1 AST),"[1627827, 203915]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,25.07,Made,,,,,6.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,
20,PT09M45.00S,2023-11-04T00:12:50.8Z,1,REGULAR,2pt,Jump Shot,[],201942,72.48685939553219,37.745098039215684,1610612741,5,6,2023-11-04T00:12:57Z,200000,False,-61.0,206.0,1,right,MISS D. DeRozan 21' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,21.5,Missed,,,,,,,,,,,,,,,,,,
21,PT09M41.00S,2023-11-04T00:12:54.8Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,5,6,2023-11-04T00:12:57Z,210000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT09M38.00S,2023-11-04T00:12:57.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630560,4.944152431011826,95.58823529411765,1610612751,5,9,2023-11-04T00:13:05Z,220000,False,-228.0,-6.0,1,left,C. Thomas 3PT  (3 PTS) (B. Simmons 1 AST),"[1630560, 1627732]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Left Corner 3,24+ Left,22.8,Made,,,,,3.0,B. Simmons,1627732.0,1.0,,,,,,,,,,
24,PT09M17.00S,2023-11-04T00:13:18.3Z,1,REGULAR,3pt,Jump Shot,[],1629632,64.07687253613666,48.28431372549019,1610612741,5,9,2023-11-04T00:13:23Z,240000,False,-9.0,285.0,1,right,MISS C. White 28' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,28.53,Missed,,,,,,,,,,,,,,,,,,
