actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M59.00S,2023-12-07T01:11:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,94.40999984741211,50.0,1610612741,2,0,2023-12-07T01:11:33Z,160000,False,0.0,0.0,1,right,N. Vucevic putback Layup (2 PTS),[202696],1610612741.0,CHI,putback,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M50.00S,2023-12-07T01:11:46.4Z,1,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612766,2,0,2023-12-07T01:12:07Z,170000,False,,,0,,P. Williams shooting personal FOUL (1 PF) (Hayward 2 FT),"[1630172, 202330]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,1627519.0,1.0,0.0,Hayward,202330.0,,,,,,,,
19,PT10M50.00S,2023-12-07T01:12:12.9Z,1,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,2,1,2023-12-07T01:12:12Z,190000,False,,,0,,G. Hayward Free Throw 1 of 2 (1 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
20,PT10M50.00S,2023-12-07T01:12:24.1Z,1,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,2,2,2023-12-07T01:12:24Z,200000,False,,,0,,G. Hayward Free Throw 2 of 2 (2 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
21,PT10M39.00S,2023-12-07T01:12:37.8Z,1,REGULAR,3pt,Jump Shot,[],1629632,70.90998685939553,73.52941176470588,1610612741,5,2,2023-12-07T01:12:43Z,210000,False,118.0,221.0,1,right,C. White 25' 3PT  (3 PTS) (N. Vucevic 1 AST),"[1629632, 202696]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.03,Made,,,,,3.0,,,,,,N. Vucevic,202696.0,1.0,,,,,
23,PT10M25.00S,2023-12-07T01:12:52.0Z,1,REGULAR,3pt,Jump Shot,[],1641706,9.017739816031538,2.941176470588235,1610612766,5,2,2023-12-07T01:13:42Z,230000,False,235.0,32.0,1,left,MISS B. Miller 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,23.75,Missed,,,,,,,,,,,,,,,,,,
24,PT10M20.00S,2023-12-07T01:12:56.2Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,5,2,2023-12-07T01:12:56Z,240000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT10M06.00S,2023-12-07T01:13:09.8Z,1,REGULAR,3pt,Jump Shot,[],1627936,95.48291721419186,95.83333333333334,1610612741,5,2,2023-12-07T01:13:18Z,250000,False,229.0,-10.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
26,PT10M02.00S,2023-12-07T01:13:14.4Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,5,2,2023-12-07T01:13:14Z,260000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M51.00S,2023-12-07T01:13:25.5Z,1,REGULAR,2pt,Jump Shot,[],202330,11.645860709592641,21.813725490196077,1610612766,5,2,2023-12-07T01:13:39Z,270000,False,141.0,57.0,1,left,MISS G. Hayward 15' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Right,15.2,Missed,,,,,,,,,,,,,,,,,,
28,PT09M45.00S,2023-12-07T01:13:30.8Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,5,2,2023-12-07T01:13:30Z,280000,False,,,0,,N. Richards REBOUND (Off:2 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,,,27.0,2.0,0.0,2.0,,,,,,,,,,,,,,
29,PT09M45.00S,2023-12-07T01:13:30.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,5.590000152587891,50.0,1610612766,5,4,2023-12-07T01:13:30Z,290000,False,0.0,0.0,1,left,N. Richards putback Layup (2 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
30,PT09M27.00S,2023-12-07T01:13:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.06636005256242,49.50980392156863,1610612741,5,4,2023-12-07T01:14:03Z,300000,False,-2.0,22.0,1,right,MISS N. Vucevic Layup,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,,,,,
31,PT09M25.00S,2023-12-07T01:13:51.4Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,5,4,2023-12-07T01:13:51Z,310000,False,,,0,,N. Richards REBOUND (Off:2 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,30.0,3.0,1.0,2.0,,,,,,,,,,,,,,
33,PT09M19.00S,2023-12-07T01:14:15.6Z,1,REGULAR,2pt,Jump Shot,[],202330,7.5722733245729295,21.07843137254902,1610612766,5,6,2023-12-07T01:14:38Z,330000,False,145.0,19.0,1,left,G. Hayward 14' pullup Jump Shot (4 PTS) (T. Rozier 1 AST),"[202330, 1626179]",1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Right,14.58,Made,,,,,4.0,,,,,,T. Rozier,1626179.0,1.0,,,,,
35,PT09M04.00S,2023-12-07T01:14:30.0Z,1,REGULAR,2pt,Jump Shot,[],201942,77.4802890932983,30.88235294117647,1610612741,5,6,2023-12-07T01:14:52Z,350000,False,-96.0,159.0,1,right,MISS D. DeRozan 18' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,18.57,Missed,,,,,,,,,,,,,,,,,,
36,PT09M01.00S,2023-12-07T01:14:32.9Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,5,6,2023-12-07T01:14:32Z,360000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M53.00S,2023-12-07T01:14:40.9Z,1,REGULAR,3pt,Jump Shot,[],202330,5.863994743758213,4.166666666666666,1610612766,5,9,2023-12-07T01:14:57Z,370000,False,229.0,3.0,1,left,G. Hayward 3PT  (7 PTS) (T. Rozier 2 AST),"[202330, 1626179]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Right Corner 3,24+ Right,22.92,Made,,,,,7.0,,,,,,T. Rozier,1626179.0,2.0,,,,,
39,PT08M43.00S,2023-12-07T01:14:58.9Z,1,REGULAR,foul,personal,['2freethrow'],1641706,,,1610612741,5,9,2023-12-07T01:15:18Z,390000,False,,,0,,B. Miller shooting personal FOUL (1 PF) (Vucevic 2 FT),"[1641706, 202696]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,1627519.0,1.0,0.0,Vucevic,202696.0,,,,,,,,
41,PT08M43.00S,2023-12-07T01:15:20.3Z,1,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,6,9,2023-12-07T01:15:20Z,410000,False,,,0,,N. Vucevic Free Throw 1 of 2 (3 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
42,PT08M43.00S,2023-12-07T01:15:42.1Z,1,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,7,9,2023-12-07T01:15:42Z,420000,False,,,0,,N. Vucevic Free Throw 2 of 2 (4 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
44,PT08M28.00S,2023-12-07T01:17:11.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202330,5.732588699080158,49.754901960784316,1610612766,7,11,2023-12-07T01:17:19Z,440000,False,1.0,1.0,1,left,G. Hayward driving DUNK (9 PTS) (T. Rozier 3 AST),"[202330, 1626179]",1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,0.18,Made,,,,,9.0,,,,,,T. Rozier,1626179.0,3.0,,,,,
46,PT08M17.00S,2023-12-07T01:17:23.6Z,1,REGULAR,3pt,Jump Shot,[],1629632,71.30420499342969,75.49019607843137,1610612741,7,11,2023-12-07T01:23:51Z,460000,False,127.0,217.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.19,Missed,,,,,,,,,,,,,,,,,,
47,PT08M13.00S,2023-12-07T01:17:27.6Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,7,11,2023-12-07T02:15:06Z,470000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT08M09.00S,2023-12-07T01:17:36.9Z,1,REGULAR,foul,personal,[],1630172,,,1610612766,7,11,2023-12-07T01:17:39Z,480000,False,,,0,,P. Williams personal FOUL (2 PF),"[1630172, 1641706]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,200832.0,2.0,0.0,Miller,1641706.0,,,,,,,,
50,PT08M09.00S,2023-12-07T01:17:46.8Z,1,REGULAR,substitution,out,[],1627936,,,1610612766,7,11,2023-12-07T01:17:49Z,500000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M09.00S,2023-12-07T01:17:46.8Z,1,REGULAR,substitution,in,[],1630245,,,1610612766,7,11,2023-12-07T01:17:49Z,510000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M58.00S,2023-12-07T01:18:02.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,5.469776609724048,51.225490196078425,1610612766,7,13,2023-12-07T01:18:13Z,520000,False,-6.0,-1.0,1,left,N. Richards cutting DUNK (4 PTS) (G. Hayward 1 AST),"[1630208, 202330]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.62,Made,,,,,4.0,,,,,,G. Hayward,202330.0,1.0,,,,,
54,PT07M41.00S,2023-12-07T01:18:20.1Z,1,REGULAR,3pt,Jump Shot,[],202696,66.44218134034165,50.49019607843137,1610612741,10,13,2023-12-07T01:23:53Z,540000,False,2.0,263.0,1,right,N. Vucevic 26' 3PT  (7 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,26.29,Made,,,,,7.0,,,,,,C. White,1629632.0,1.0,,,,,
56,PT07M28.00S,2023-12-07T01:18:33.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,26.888961892247043,18.38235294117647,1610612766,10,13,2023-12-07T01:23:58Z,560000,False,158.0,200.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
57,PT07M28.00S,2023-12-07T01:18:33.4Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,10,13,2023-12-07T01:23:58Z,570000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT07M21.00S,2023-12-07T01:18:43.4Z,1,REGULAR,turnover,out-of-bounds,[],1630172,,,1610612741,10,13,2023-12-07T01:18:58Z,580000,False,,,0,,P. Williams step out-of-bounds TURNOVER (1 TO),[1630172],1610612741.0,CHI,step,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,200832.0,,,,,,,,1.0,,,,
59,PT07M21.00S,2023-12-07T01:18:49.4Z,1,REGULAR,substitution,out,[],1630172,,,1610612766,10,13,2023-12-07T01:18:51Z,590000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M21.00S,2023-12-07T01:18:49.4Z,1,REGULAR,substitution,in,[],1628470,,,1610612766,10,13,2023-12-07T01:18:51Z,600000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M09.00S,2023-12-07T01:19:13.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202330,26.49474375821288,17.401960784313726,1610612766,10,13,2023-12-07T01:41:24Z,610000,False,163.0,197.0,1,left,MISS G. Hayward 25' pullup 3PT,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
62,PT07M05.00S,2023-12-07T01:19:16.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,13,2023-12-07T01:19:16Z,620000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,61.0,4.0,2.0,2.0,,,,,,,,,,,,,,
63,PT06M53.00S,2023-12-07T01:19:28.3Z,1,REGULAR,3pt,Jump Shot,[],1628470,72.09264126149803,17.892156862745097,1610612741,13,13,2023-12-07T01:41:42Z,630000,False,-161.0,210.0,1,right,T. Craig 26' 3PT pullup (3 PTS),[1628470],1610612741.0,CHI,pullup,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,26.42,Made,,,,,3.0,,,,,,,,,,,,,
64,PT06M29.00S,2023-12-07T01:19:52.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,17.296320630749015,37.745098039215684,1610612766,13,13,2023-12-07T01:42:53Z,640000,False,61.0,110.0,1,left,MISS T. Rozier 12' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,12.6,Missed,,,,,,,,,,,,,,,,,,
65,PT06M24.00S,2023-12-07T01:19:57.6Z,1,REGULAR,rebound,offensive,[],1626179,,,1610612766,13,13,2023-12-07T01:24:02Z,650000,False,,,0,,T. Rozier REBOUND (Off:1 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,64.0,2.0,1.0,1.0,,,,,,,,,,,,,,
66,PT06M23.00S,2023-12-07T01:19:58.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626179,21.632720105124836,48.529411764705884,1610612766,13,15,2023-12-07T01:43:16Z,660000,False,7.0,151.0,1,left,T. Rozier 15' floating Jump Shot (2 PTS),[1626179],1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Center,15.1,Made,,,,,2.0,,,,,,,,,,,,,
67,PT06M09.00S,2023-12-07T01:20:12.5Z,1,REGULAR,3pt,Jump Shot,[],1628470,76.5604467805519,89.4607843137255,1610612741,16,15,2023-12-07T01:20:35Z,670000,False,197.0,168.0,1,right,T. Craig 25' 3PT  (6 PTS) (C. White 2 AST),"[1628470, 1629632]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,25.9,Made,,,,,6.0,,,,,,C. White,1629632.0,2.0,,,,,
69,PT05M53.00S,2023-12-07T01:20:28.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,17.69053876478318,59.068627450980394,1610612766,16,15,2023-12-07T01:44:06Z,690000,False,-45.0,114.0,1,left,MISS B. Miller 12' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,12.25,Missed,,,,,,,,,,,,,,,,,,
70,PT05M51.00S,2023-12-07T01:20:30.3Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,16,15,2023-12-07T01:24:06Z,700000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT05M42.00S,2023-12-07T01:20:39.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,80.6340341655716,49.26470588235294,1610612741,16,15,2023-12-07T01:20:48Z,710000,False,-4.0,130.0,1,right,MISS D. DeRozan 12' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,12.96,Missed,,,,,,,,,,,,,,,,,,
72,PT05M39.00S,2023-12-07T01:20:42.6Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,16,15,2023-12-07T01:20:42Z,720000,False,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,71.0,4.0,2.0,2.0,,,,,,,,,,,,,,
73,PT05M31.00S,2023-12-07T01:20:50.4Z,1,REGULAR,3pt,Jump Shot,[],1626179,31.882391590013142,50.73529411764706,1610612766,16,15,2023-12-07T01:44:44Z,730000,False,-4.0,247.0,1,left,MISS T. Rozier 24' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,24.72,Missed,,,,,,,,,,,,,,,,,,
74,PT05M29.00S,2023-12-07T01:20:52.6Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,16,15,2023-12-07T01:20:52Z,740000,False,,,0,,N. Richards REBOUND (Off:3 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,73.0,5.0,2.0,3.0,,,,,,,,,,,,,,
75,PT05M19.00S,2023-12-07T01:21:02.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202330,7.835085413929041,49.01960784313725,1610612766,16,15,2023-12-07T01:21:15Z,750000,False,5.0,21.0,1,left,MISS G. Hayward driving Layup,[202330],1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
76,PT05M17.00S,2023-12-07T01:21:04.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,16,15,2023-12-07T01:21:04Z,760000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,75.0,5.0,3.0,2.0,,,,,,,,,,,,,,
77,PT05M08.00S,2023-12-07T01:21:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.38042049934296,49.754901960784316,1610612741,18,15,2023-12-07T01:24:09Z,770000,False,-1.0,10.0,1,right,C. White driving Layup (5 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,5.0,,,,,,,,,,,,,
78,PT05M08.00S,2023-12-07T01:21:23.6Z,1,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612741,18,15,2023-12-07T01:24:56Z,780000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (White 1 FT),"[1630208, 1629632]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,1627519.0,1.0,0.0,White,1629632.0,,,,,,,,
80,PT05M08.00S,2023-12-07T01:21:32.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,18,15,2023-12-07T01:23:58Z,800000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M08.00S,2023-12-07T01:24:16.9Z,1,REGULAR,substitution,out,[],201942,,,1610612741,18,15,2023-12-07T01:24:24Z,810000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M08.00S,2023-12-07T01:24:16.9Z,1,REGULAR,substitution,in,[],1641763,,,1610612741,18,15,2023-12-07T01:24:24Z,820000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M08.00S,2023-12-07T01:24:16.9Z,1,REGULAR,substitution,out,[],1626179,,,1610612741,18,15,2023-12-07T01:24:54Z,830000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M08.00S,2023-12-07T01:24:16.9Z,1,REGULAR,substitution,out,[],1630208,,,1610612741,18,15,2023-12-07T01:24:54Z,840000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M08.00S,2023-12-07T01:24:16.9Z,1,REGULAR,substitution,in,[],202397,,,1610612741,18,15,2023-12-07T01:24:54Z,850000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
