actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
253,PT05M28.00S,2024-03-02T04:02:24.9Z,2,REGULAR,steal,,[],1641763,,,1610612741,35,44,2024-03-02T04:02:27Z,2490000,False,,,0,,J. Phillips STEAL (1 STL),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
254,PT05M18.00S,2024-03-02T04:02:35.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641931,10.33180026281209,50.98039215686274,1610612741,35,44,2024-03-02T04:02:47Z,2500000,False,-5.0,45.0,1,left,MISS O. Bitim driving floating Shot,[1641931],1610612741.0,CHI,driving floating,,,Bitim,O. Bitim,,,,,In The Paint (Non-RA),0-8 Center,4.49,Missed,,,,,,,,,,,,,,,,,,
255,PT05M14.00S,2024-03-02T04:02:39.4Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,35,44,2024-03-02T04:02:39Z,2510000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,254.0,3.0,1.0,2.0,,,,,,,,,
256,PT05M14.00S,2024-03-02T04:02:39.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202696,5.590000152587891,50.0,1610612741,37,44,2024-03-02T04:02:39Z,2520000,False,0.0,0.0,1,left,N. Vucevic tip Layup (13 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,0.0,Made,13.0,,,,,,,,,,,,,,,,,
257,PT05M04.00S,2024-03-02T04:02:50.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,91.5407358738502,48.77450980392157,1610612749,37,44,2024-03-02T04:02:56Z,2530000,False,-6.0,27.0,1,right,MISS D. Lillard driving Layup,[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,,,,
259,PT05M01.00S,2024-03-02T04:02:53.1Z,2,REGULAR,rebound,defensive,[],1630678,,,1610612741,37,44,2024-03-02T04:02:56Z,2550000,False,,,0,,T. Taylor REBOUND (Off:0 Def:1),[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,,,,,,,,257.0,1.0,1.0,0.0,,,,,,,,,
260,PT05M00.00S,2024-03-02T04:02:56.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203109,,,1610612741,37,44,2024-03-02T04:03:21Z,2560000,False,,,0,,J. Crowder shooting personal FOUL (2 PF) (Taylor 2 FT),"[203109, 1630678]",1610612749.0,MIL,shooting,,,Crowder,J. Crowder,,,,,Restricted Area,0-8 Center,,,,,,,1155.0,,,,,,,,2.0,0.0,Taylor,1630678.0,,
262,PT05M00.00S,2024-03-02T04:03:21.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630678,,,1610612741,37,44,2024-03-02T04:03:21Z,2580000,False,,,0,,MISS T. Taylor Free Throw 1 of 2,[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
263,PT05M00.00S,2024-03-02T04:03:21.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,37,44,2024-03-02T04:03:21Z,2590000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,262.0,,,,,,,,,,,,
264,PT05M00.00S,2024-03-02T04:03:21.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630678,,,1610612741,38,44,2024-03-02T04:03:45Z,2600000,False,,,0,,T. Taylor Free Throw 2 of 2 (1 PTS),[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
265,PT04M44.00S,2024-03-02T04:03:53.5Z,2,REGULAR,3pt,Jump Shot,[],201572,66.96780551905388,56.372549019607845,1610612749,38,44,2024-03-02T04:03:59Z,2610000,False,32.0,258.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,,,,,,,,,,,
266,PT04M42.00S,2024-03-02T04:03:55.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,38,44,2024-03-02T04:03:59Z,2620000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,265.0,,,,,,,,,,,,
268,PT04M42.00S,2024-03-02T04:03:59.7Z,2,REGULAR,substitution,out,[],1641931,,,1610612741,38,44,2024-03-02T04:04:03Z,2640000,False,,,0,,SUB out: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M42.00S,2024-03-02T04:03:59.7Z,2,REGULAR,substitution,in,[],201942,,,1610612741,38,44,2024-03-02T04:04:03Z,2650000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M27.00S,2024-03-02T04:04:22.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,8.754927726675426,62.00980392156863,1610612741,38,44,2024-03-02T04:05:16Z,2660000,False,-60.0,30.0,1,left,MISS N. Vucevic 6' driving Hook,[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,6.7,Missed,,,,,,,,,,,,,,,,,,
271,PT04M25.00S,2024-03-02T04:04:24.7Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,38,44,2024-03-02T04:04:30Z,2670000,False,,,0,,B. Portis REBOUND (Off:1 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,270.0,5.0,4.0,1.0,,,,,,,,,
272,PT04M06.00S,2024-03-02T04:04:43.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.51182654402102,49.01960784313725,1610612749,38,46,2024-03-02T04:04:48Z,2680000,False,-5.0,8.0,1,right,D. Lillard driving finger roll Layup (10 PTS),[203081],1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.98,Made,10.0,,,,,,,,,,,,,,,,,
273,PT03M49.00S,2024-03-02T04:05:01.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,7.703679369250986,49.754901960784316,1610612741,38,46,2024-03-02T04:05:51Z,2690000,False,1.0,20.0,1,left,MISS N. Vucevic Hook,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
274,PT03M47.00S,2024-03-02T04:05:03.1Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612749,38,46,2024-03-02T04:05:07Z,2700000,False,,,0,,M. Beasley REBOUND (Off:0 Def:4),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,273.0,4.0,4.0,0.0,,,,,,,,,
275,PT03M36.00S,2024-03-02T04:05:18.8Z,2,REGULAR,foul,personal,['2freethrow'],201942,,,1610612749,38,46,2024-03-02T04:05:38Z,2710000,False,,,0,,D. DeRozan shooting personal FOUL (2 PF) (Lillard 2 FT),"[201942, 203081]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,,,,2.0,0.0,Lillard,203081.0,,
277,PT03M36.00S,2024-03-02T04:05:47.0Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,38,47,2024-03-02T04:05:47Z,2730000,False,,,0,,D. Lillard Free Throw 1 of 2 (11 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
278,PT03M36.00S,2024-03-02T04:05:47.6Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,38,47,2024-03-02T04:05:54Z,2740000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M36.00S,2024-03-02T04:05:47.6Z,2,REGULAR,substitution,in,[],203507,,,1610612749,38,47,2024-03-02T04:05:54Z,2750000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M36.00S,2024-03-02T04:05:57.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,38,47,2024-03-02T04:05:57Z,2760000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M36.00S,2024-03-02T04:08:22.7Z,2,REGULAR,substitution,out,[],1641763,,,1610612749,38,47,2024-03-02T04:08:35Z,2770000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M36.00S,2024-03-02T04:08:22.7Z,2,REGULAR,substitution,out,[],1630678,,,1610612749,38,47,2024-03-02T04:08:35Z,2780000,False,,,0,,SUB out: T. Taylor,[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M36.00S,2024-03-02T04:08:22.7Z,2,REGULAR,substitution,in,[],1629632,,,1610612749,38,47,2024-03-02T04:08:35Z,2790000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M36.00S,2024-03-02T04:08:22.7Z,2,REGULAR,substitution,in,[],1627936,,,1610612749,38,47,2024-03-02T04:08:35Z,2800000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M36.00S,2024-03-02T04:09:32.1Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,38,48,2024-03-02T04:09:32Z,2810000,False,,,0,,D. Lillard Free Throw 2 of 2 (12 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
286,PT03M23.00S,2024-03-02T04:09:46.9Z,2,REGULAR,3pt,Jump Shot,[],202696,31.882391590013142,53.18627450980392,1610612741,38,48,2024-03-02T04:09:52Z,2820000,False,-16.0,247.0,1,left,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,24.77,Missed,,,,,,,,,,,,,,,,,,
287,PT03M21.00S,2024-03-02T04:09:48.9Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,38,48,2024-03-02T04:09:52Z,2830000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,286.0,6.0,5.0,1.0,,,,,,,,,
288,PT03M12.00S,2024-03-02T04:09:57.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.51182654402102,51.225490196078425,1610612749,38,50,2024-03-02T04:10:48Z,2840000,False,6.0,8.0,1,right,G. Antetokounmpo driving Layup (21 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.05,Made,21.0,,,,,,,,,,,,,,,,,
289,PT02M56.00S,2024-03-02T04:10:14.0Z,2,REGULAR,3pt,Jump Shot,[],1630245,30.436925098554536,33.33333333333333,1610612741,38,50,2024-03-02T04:10:21Z,2850000,False,83.0,234.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,24.8,Missed,,,,,,,,,,,,,,,,,,
290,PT02M54.00S,2024-03-02T04:10:16.0Z,2,REGULAR,rebound,defensive,[],203109,,,1610612749,38,50,2024-03-02T04:10:21Z,2860000,False,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Right Center,,,,,,,,289.0,1.0,1.0,0.0,,,,,,,,,
291,PT02M33.00S,2024-03-02T04:10:36.9Z,2,REGULAR,2pt,Jump Shot,[],203507,84.1819973718791,24.019607843137255,1610612749,38,50,2024-03-02T04:10:55Z,2870000,False,-130.0,96.0,1,right,MISS G. Antetokounmpo 16' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,16.16,Missed,,,,,,,,,,,,,,,,,,
292,PT02M33.00S,2024-03-02T04:10:36.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,38,50,2024-03-02T04:10:55Z,2880000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,291.0,,,,,,,,,,,,
293,PT02M33.00S,2024-03-02T04:10:43.1Z,2,REGULAR,foul,personal,[],1629632,,,1610612749,38,50,2024-03-02T04:10:48Z,2890000,False,,,0,,C. White loose ball personal FOUL (1 PF),"[1629632, 203109]",1610612741.0,CHI,loose ball,,,White,C. White,,,,,Mid-Range,8-16 Left,,,,,,,202901.0,,,,,,,,1.0,0.0,Crowder,203109.0,,
295,PT02M30.00S,2024-03-02T04:11:02.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,92.46057818659659,49.26470588235294,1610612749,38,50,2024-03-02T04:11:57Z,2910000,False,-4.0,18.0,1,right,MISS G. Antetokounmpo alley-oop Layup,[203507],1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
296,PT02M28.00S,2024-03-02T04:11:04.2Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,38,50,2024-03-02T04:11:07Z,2920000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,295.0,2.0,2.0,0.0,,,,,,,,,
297,PT02M16.00S,2024-03-02T04:11:15.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.995400788436268,49.754901960784316,1610612741,38,50,2024-03-02T04:11:21Z,2930000,False,1.0,4.0,1,left,MISS N. Vucevic driving finger roll Layup,[202696],1610612741.0,CHI,driving finger roll,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.41,Missed,,,,,,,,,,,,,,,,,,
298,PT02M13.00S,2024-03-02T04:11:18.6Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,38,50,2024-03-02T04:11:18Z,2940000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,297.0,7.0,6.0,1.0,,,,,,,,,
299,PT01M56.00S,2024-03-02T04:11:35.5Z,2,REGULAR,2pt,Jump Shot,[],203081,74.19513797634691,56.61764705882353,1610612749,38,50,2024-03-02T04:11:40Z,2950000,False,33.0,190.0,1,right,MISS D. Lillard 19' step back Shot,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,19.3,Missed,,,,,,,,,,,,,,,,,,
300,PT01M54.00S,2024-03-02T04:11:37.5Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,38,50,2024-03-02T04:11:40Z,2960000,False,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Center,,,,,,,,299.0,3.0,3.0,0.0,,,,,,,,,
301,PT01M44.00S,2024-03-02T04:11:48.8Z,2,REGULAR,3pt,Jump Shot,[],1630245,4.28712220762155,3.6764705882352944,1610612741,38,50,2024-03-02T04:11:53Z,2970000,False,232.0,-12.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
302,PT01M44.00S,2024-03-02T04:11:50.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,38,50,2024-03-02T04:11:50Z,2980000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,301.0,,,,,,,,,,,,
304,PT01M35.00S,2024-03-02T04:12:14.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629632,7.440867279894875,54.65686274509803,1610612741,38,50,2024-03-02T04:12:17Z,3000000,False,-23.0,17.0,1,left,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,,,,,,,,,,,,,,
305,PT01M33.00S,2024-03-02T04:12:16.0Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,38,50,2024-03-02T04:12:17Z,3010000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,304.0,8.0,7.0,1.0,,,,,,,,,
306,PT01M18.00S,2024-03-02T04:12:30.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.64323258869908,50.98039215686274,1610612749,38,50,2024-03-02T04:12:35Z,3020000,False,5.0,7.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
307,PT01M16.00S,2024-03-02T04:12:32.3Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,38,50,2024-03-02T04:16:41Z,3030000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,306.0,4.0,2.0,2.0,,,,,,,,,
308,PT01M16.00S,2024-03-02T04:12:35.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201572,,,1610612741,38,50,2024-03-02T04:12:43Z,3040000,False,,,0,,B. Lopez personal FOUL (1 PF) (White 2 FT),"[201572, 1629632]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1155.0,,,,,,,,1.0,0.0,White,1629632.0,,
310,PT01M16.00S,2024-03-02T04:13:10.5Z,2,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,39,50,2024-03-02T04:13:10Z,3060000,False,,,0,,C. White Free Throw 1 of 2 (6 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
311,PT01M16.00S,2024-03-02T04:13:20.6Z,2,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,40,50,2024-03-02T04:13:20Z,3070000,False,,,0,,C. White Free Throw 2 of 2 (7 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
312,PT01M00.00S,2024-03-02T04:13:37.9Z,2,REGULAR,3pt,Jump Shot,[],1627736,70.51576872536137,24.019607843137255,1610612749,40,53,2024-03-02T04:13:43Z,3080000,False,-130.0,225.0,1,right,M. Beasley 25' 3PT  (3 PTS) (D. Lillard 3 AST),"[1627736, 203081]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,25.95,Made,3.0,D. Lillard,203081.0,3.0,,,,,,,,,,,,,,
314,PT00M47.10S,2024-03-02T04:13:56.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,11.777266754270697,51.71568627450981,1610612741,42,53,2024-03-02T04:13:59Z,3100000,False,-9.0,58.0,1,left,N. Vucevic turnaround Hook (15 PTS) (D. DeRozan 7 AST),"[202696, 201942]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.88,Made,15.0,D. DeRozan,201942.0,7.0,,,,,,,,,,,,,,
316,PT00M32.70S,2024-03-02T04:14:12.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.11760840998686,49.01960784313725,1610612749,42,55,2024-03-02T04:14:18Z,3120000,False,-5.0,12.0,1,right,G. Antetokounmpo alley-oop Layup (23 PTS) (D. Lillard 4 AST),"[203507, 203081]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.31,Made,23.0,D. Lillard,203081.0,4.0,,,,,,,,,,,,,,
318,PT00M24.70S,2024-03-02T04:14:27.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203081,,,1610612741,42,55,2024-03-02T04:14:48Z,3140000,False,,,0,,D. Lillard personal FOUL (1 PF) (DeRozan 2 FT),"[203081, 201942]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,202901.0,,,,,,,,1.0,0.0,DeRozan,201942.0,,
320,PT00M24.70S,2024-03-02T04:14:49.6Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,43,55,2024-03-02T04:14:49Z,3160000,False,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
321,PT00M24.70S,2024-03-02T04:15:01.0Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,44,55,2024-03-02T04:15:01Z,3170000,False,,,0,,D. DeRozan Free Throw 2 of 2 (2 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
322,PT00M00.50S,2024-03-02T04:15:31.1Z,2,REGULAR,3pt,Jump Shot,[],203109,82.9993429697766,4.166666666666666,1610612749,44,58,2024-03-02T04:15:38Z,3180000,False,-229.0,107.0,1,right,J. Crowder 25' 3PT  (3 PTS) (D. Lillard 5 AST),"[203109, 203081]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Left Center,25.31,Made,3.0,D. Lillard,203081.0,5.0,,,,,,,,,,,,,,
324,PT00M00.00S,2024-03-02T04:15:38.2Z,2,REGULAR,period,end,[],0,,,1610612741,44,58,2024-03-02T04:15:38Z,3200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2024-03-02T04:31:01.8Z,3,REGULAR,period,start,[],0,,,1610612741,44,58,2024-03-02T04:31:05Z,3210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT11M45.00S,2024-03-02T04:31:16.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,82.9993429697766,46.32352941176471,1610612741,46,58,2024-03-02T04:31:21Z,3220000,False,-18.0,107.0,1,right,D. DeRozan 10' driving floating Jump Shot (4 PTS) (N. Vucevic 2 AST),"[201942, 202696]",1610612741.0,CHI,driving floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,10.89,Made,4.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,,,,
329,PT11M29.00S,2024-03-02T04:31:36.1Z,3,REGULAR,3pt,Jump Shot,[],1627736,29.77989487516426,31.372549019607842,1610612749,46,58,2024-03-02T04:31:47Z,3240000,False,93.0,227.0,1,left,MISS M. Beasley 24' 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,24.57,Missed,,,,,,,,,,,,,,,,,,
330,PT11M27.00S,2024-03-02T04:31:38.1Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,46,58,2024-03-02T04:31:47Z,3250000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,,,329.0,9.0,7.0,2.0,,,,,,,,,
331,PT11M25.00S,2024-03-02T04:31:40.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,6.652431011826544,55.392156862745104,1610612749,46,58,2024-03-02T04:32:02Z,3260000,False,-27.0,10.0,1,left,MISS G. Antetokounmpo putback Layup,[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
332,PT11M23.00S,2024-03-02T04:31:42.5Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,46,58,2024-03-02T04:32:02Z,3270000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,331.0,5.0,3.0,2.0,,,,,,,,,
333,PT11M15.00S,2024-03-02T04:31:46.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627936,68.9388961892247,28.186274509803923,1610612741,49,58,2024-03-02T04:32:21Z,3280000,False,-109.0,239.0,1,right,A. Caruso 26' 3PT running pullup (8 PTS),[1627936],1610612741.0,CHI,running pullup,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,26.32,Made,8.0,,,,,,,,,,,,,,,,,
334,PT10M54.00S,2024-03-02T04:32:07.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,8.886333771353483,49.754901960784316,1610612749,49,58,2024-03-02T04:32:14Z,3290000,False,1.0,31.0,1,left,MISS D. Lillard driving floating Shot,[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
335,PT10M52.00S,2024-03-02T04:32:09.1Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,49,58,2024-03-02T04:32:14Z,3300000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,334.0,6.0,4.0,2.0,,,,,,,,,
