actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
23,PT09M51.00S,2024-01-11T01:14:36.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,5,2024-01-11T01:17:54Z,230000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M43.00S,2024-01-11T01:14:44.5Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612741,0,5,2024-01-11T01:14:50Z,240000,False,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 1630224]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Green,1630224.0,,,,,
25,PT09M43.00S,2024-01-11T01:14:44.5Z,1,REGULAR,steal,,[],1630224,,,1610612745,0,5,2024-01-11T01:14:46Z,250000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
26,PT09M38.00S,2024-01-11T01:14:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,5.601182654402102,50.49019607843137,1610612745,0,7,2024-01-11T01:14:55Z,260000,False,-2.0,0.0,1,left,J. Green running Layup (2 PTS),[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.25,Made,,,,,2.0,,,,,,,,,,,,,
27,PT09M38.00S,2024-01-11T01:14:53.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,0,7,2024-01-11T01:14:53Z,270000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M24.00S,2024-01-11T01:17:59.0Z,1,REGULAR,3pt,Jump Shot,[],201942,93.9060446780552,95.09803921568627,1610612741,3,7,2024-01-11T01:18:02Z,280000,False,225.0,5.0,1,right,D. DeRozan 3PT  (3 PTS) (N. Vucevic 1 AST),"[201942, 202696]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,22.56,Made,,,,,3.0,N. Vucevic,202696.0,1.0,,,,,,,,,,
30,PT09M09.00S,2024-01-11T01:18:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.703679369250986,51.9607843137255,1610612745,3,7,2024-01-11T01:18:19Z,300000,False,-10.0,20.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 202696]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,Vucevic,202696.0,,,,,,,,
31,PT09M09.00S,2024-01-11T01:18:14.9Z,1,REGULAR,block,,[],202696,,,1610612745,3,7,2024-01-11T01:18:17Z,310000,False,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M06.00S,2024-01-11T01:18:17.9Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,3,7,2024-01-11T01:18:19Z,320000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT08M58.00S,2024-01-11T01:18:25.6Z,1,REGULAR,3pt,Jump Shot,[],201942,69.59592641261499,22.058823529411764,1610612741,3,7,2024-01-11T01:18:30Z,330000,False,-140.0,233.0,1,right,MISS D. DeRozan 27' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,27.19,Missed,,,,,,,,,,,,,,,,,,
34,PT08M55.00S,2024-01-11T01:18:28.6Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,3,7,2024-01-11T01:18:30Z,340000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,33.0,3.0,3.0,0.0,,,,,,,,,,,,,,
35,PT08M50.00S,2024-01-11T01:18:41.3Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612745,3,7,2024-01-11T01:19:02Z,350000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Tate 2 FT),"[201942, 1630256]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Tate,1630256.0
37,PT08M50.00S,2024-01-11T01:19:07.5Z,1,REGULAR,freethrow,1 of 2,[],1630256,,,1610612745,3,8,2024-01-11T01:19:31Z,370000,False,,,0,,J. Tate Free Throw 1 of 2 (1 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
41,PT08M50.00S,2024-01-11T01:19:07.5Z,1,REGULAR,freethrow,2 of 2,[],1630256,,,1610612745,3,8,2024-01-11T01:19:31Z,380000,False,,,0,,MISS J. Tate Free Throw 2 of 2,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
42,PT08M46.00S,2024-01-11T01:19:11.5Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,3,8,2024-01-11T01:19:31Z,390000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:0),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,,
43,PT08M45.00S,2024-01-11T01:19:28.8Z,1,REGULAR,turnover,lost ball,[],1631095,,,1610612745,3,8,2024-01-11T01:19:34Z,400000,False,,,0,,J. Smith Jr. lost ball TURNOVER (1 TO),"[1631095, 203897]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,LaVine,203897.0,,,,,
44,PT08M45.00S,2024-01-11T01:19:28.8Z,1,REGULAR,steal,,[],203897,,,1610612741,3,8,2024-01-11T01:20:31Z,410000,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT08M39.00S,2024-01-11T01:19:35.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,93.38042049934296,49.01960784313725,1610612741,3,8,2024-01-11T01:19:39Z,420000,False,-5.0,10.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.09,Missed,,,,,,,,,,,,,,,,,,
46,PT08M37.00S,2024-01-11T01:19:37.6Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,3,8,2024-01-11T01:19:39Z,430000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,,
47,PT08M28.00S,2024-01-11T01:19:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,5.995400788436268,49.754901960784316,1610612745,3,10,2024-01-11T01:19:49Z,440000,False,1.0,4.0,1,left,J. Green cutting Layup (4 PTS) (A. Sengun 3 AST),"[1630224, 1630578]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.41,Made,,,,,4.0,A. Sengun,1630578.0,3.0,,,,,,,,,,
49,PT08M14.00S,2024-01-11T01:19:59.8Z,1,REGULAR,3pt,Jump Shot,[],201942,95.74572930354796,96.32352941176471,1610612741,6,10,2024-01-11T01:20:04Z,460000,False,232.0,-13.0,1,right,D. DeRozan 3PT  (6 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,23.19,Made,,,,,6.0,,,,,,,,,,,,,
50,PT07M52.00S,2024-01-11T01:20:21.2Z,1,REGULAR,2pt,Jump Shot,[],1630578,25.706307490144546,31.127450980392158,1610612745,6,10,2024-01-11T01:20:26Z,470000,False,94.0,189.0,1,left,MISS A. Sengun 21' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,21.14,Missed,,,,,,,,,,,,,,,,,,
51,PT07M50.00S,2024-01-11T01:20:23.2Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,6,10,2024-01-11T01:20:26Z,480000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,
52,PT07M45.00S,2024-01-11T01:20:32.8Z,1,REGULAR,foul,personal,[],1627832,,,1610612741,6,10,2024-01-11T01:20:38Z,490000,False,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 201942]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1629178.0,1.0,0.0,DeRozan,201942.0
54,PT07M45.00S,2024-01-11T01:20:38.9Z,1,REGULAR,substitution,out,[],1627936,,,1610612741,6,10,2024-01-11T01:20:41Z,510000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M45.00S,2024-01-11T01:20:38.9Z,1,REGULAR,substitution,in,[],1630172,,,1610612741,6,10,2024-01-11T01:20:41Z,520000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M30.00S,2024-01-11T01:21:10.2Z,1,REGULAR,2pt,Jump Shot,[],201942,73.53810775295663,49.26470588235294,1610612741,8,10,2024-01-11T01:21:19Z,530000,False,-4.0,196.0,1,right,D. DeRozan 19' turnaround Jump Shot (8 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,19.62,Made,,,,,8.0,,,,,,,,,,,,,
57,PT07M09.00S,2024-01-11T01:21:29.5Z,1,REGULAR,3pt,Jump Shot,[],1630256,7.30946123521682,95.09803921568627,1610612745,8,10,2024-01-11T01:21:37Z,540000,False,-225.0,16.0,1,left,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Left Corner 3,24+ Left,22.61,Missed,,,,,,,,,,,,,,,,,,
58,PT07M06.00S,2024-01-11T01:21:32.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,8,10,2024-01-11T01:21:37Z,550000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,
59,PT06M58.00S,2024-01-11T01:21:41.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.64323258869908,48.28431372549019,1610612741,8,10,2024-01-11T01:26:07Z,560000,False,-9.0,7.0,1,right,MISS N. Vucevic driving finger roll Layup,[202696],1610612741.0,CHI,driving finger roll,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
60,PT06M56.00S,2024-01-11T01:21:43.0Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,8,10,2024-01-11T01:21:44Z,570000,False,,,0,,A. Sengun REBOUND (Off:0 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,59.0,4.0,4.0,0.0,,,,,,,,,,,,,,
61,PT06M54.00S,2024-01-11T01:21:45.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,30.436925098554536,10.294117647058822,1610612745,8,10,2024-01-11T01:26:44Z,580000,False,199.0,234.0,1,left,MISS J. Green 30' running 3PT,[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,30.65,Missed,,,,,,,,,,,,,,,,,,
62,PT06M50.00S,2024-01-11T01:21:49.5Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,8,10,2024-01-11T01:21:57Z,590000,False,,,0,,A. Sengun REBOUND (Off:1 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,61.0,5.0,4.0,1.0,,,,,,,,,,,,,,
63,PT06M48.00S,2024-01-11T01:21:51.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,8.09789750328515,58.08823529411765,1610612745,8,10,2024-01-11T01:30:55Z,600000,False,-40.0,24.0,1,left,MISS A. Sengun putback Layup,[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,,,,,,,,,,
64,PT06M46.00S,2024-01-11T01:21:53.2Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,8,10,2024-01-11T01:21:53Z,610000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
65,PT06M39.00S,2024-01-11T01:21:59.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,68.28186596583443,23.774509803921568,1610612741,11,10,2024-01-11T01:33:36Z,620000,False,-131.0,246.0,1,right,Z. LaVine 27' 3PT running pullup (3 PTS),[203897],1610612741.0,CHI,running pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,27.85,Made,,,,,3.0,,,,,,,,,,,,,
66,PT06M28.00S,2024-01-11T01:22:10.9Z,1,REGULAR,2pt,Jump Shot,[],1627832,25.18068331143233,35.049019607843135,1610612745,11,10,2024-01-11T01:34:09Z,630000,False,75.0,184.0,1,left,MISS F. VanVleet 19' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,19.88,Missed,,,,,,,,,,,,,,,,,,
67,PT06M26.00S,2024-01-11T01:22:12.9Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,11,10,2024-01-11T01:22:16Z,640000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,
68,PT06M19.00S,2024-01-11T01:22:20.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,92.19776609724047,47.794117647058826,1610612741,11,10,2024-01-11T01:22:24Z,650000,False,-11.0,21.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.35,Missed,,,,,,,,,,,,,,,,,,
69,PT06M17.00S,2024-01-11T01:22:22.6Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,11,10,2024-01-11T01:22:24Z,660000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,
70,PT06M10.00S,2024-01-11T01:22:29.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,6.1268068331143235,49.50980392156863,1610612745,11,12,2024-01-11T01:23:08Z,670000,False,2.0,5.0,1,left,J. Smith Jr. cutting DUNK (2 PTS) (F. VanVleet 1 AST),"[1631095, 1627832]",1610612745.0,HOU,cutting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,0.57,Made,,,,,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,
72,PT05M58.00S,2024-01-11T01:22:40.5Z,1,REGULAR,2pt,Jump Shot,[],202696,81.68528252299606,27.450980392156865,1610612741,13,12,2024-01-11T01:22:44Z,690000,False,-113.0,120.0,1,right,N. Vucevic 16' Jump Shot (2 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,16.44,Made,,,,,2.0,Z. LaVine,203897.0,1.0,,,,,,,,,,
74,PT05M41.00S,2024-01-11T01:22:57.7Z,1,REGULAR,3pt,Jump Shot,[],1631095,28.86005256241787,72.30392156862744,1610612745,13,12,2024-01-11T01:23:03Z,710000,False,-112.0,219.0,1,left,MISS J. Smith Jr. 24' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,24.56,Missed,,,,,,,,,,,,,,,,,,
75,PT05M38.00S,2024-01-11T01:23:00.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,13,12,2024-01-11T01:23:03Z,720000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,74.0,3.0,3.0,0.0,,,,,,,,,,,,,,
76,PT05M32.00S,2024-01-11T01:23:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,87.59855453350855,49.50980392156863,1610612741,15,12,2024-01-11T01:35:33Z,730000,False,-2.0,64.0,1,right,C. White 6' pullup Jump Shot (2 PTS),[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,6.41,Made,,,,,2.0,,,,,,,,,,,,,
77,PT05M15.00S,2024-01-11T01:23:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.389618922470433,51.225490196078425,1610612745,15,14,2024-01-11T01:23:29Z,740000,False,-6.0,8.0,1,left,J. Green reverse Layup (6 PTS),[1630224],1610612745.0,HOU,reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,6.0,,,,,,,,,,,,,
78,PT04M58.00S,2024-01-11T01:23:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,86.28449408672799,39.21568627450981,1610612741,17,14,2024-01-11T01:23:45Z,750000,False,-54.0,76.0,1,right,N. Vucevic 9' floating Jump Shot (4 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Left,9.35,Made,,,,,4.0,D. DeRozan,201942.0,1.0,,,,,,,,,,
80,PT04M38.00S,2024-01-11T01:24:01.0Z,1,REGULAR,3pt,Jump Shot,[],1627832,28.728646517739815,26.715686274509803,1610612745,17,14,2024-01-11T01:24:07Z,770000,False,116.0,218.0,1,left,MISS F. VanVleet 24' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,24.67,Missed,,,,,,,,,,,,,,,,,,
81,PT04M37.00S,2024-01-11T01:24:02.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,17,14,2024-01-11T01:24:07Z,780000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,80.0,,,,,,,,,,,,,,,,,
83,PT04M37.00S,2024-01-11T01:24:06.1Z,1,REGULAR,substitution,out,[],201942,,,1610612741,17,14,2024-01-11T01:24:20Z,800000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
