actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-03-28T00:10:11.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-28T00:10:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2024-03-28T00:10:17.1Z,1,REGULAR,jumpball,recovered,[],1630169,,,1610612754,0,0,2024-03-28T00:10:17Z,40000,False,,,0,,Jump Ball M. Turner vs. N. Vucevic: Tip to T. Haliburton,"[1630169, 1626167, 202696]",1610612754.0,IND,startperiod,T. Haliburton,1630169.0,Haliburton,T. Haliburton,Turner,1626167.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-03-28T00:10:31.3Z,1,REGULAR,2pt,Jump Shot,[],1626167,24.392247043363994,67.8921568627451,1610612754,0,0,2024-03-28T00:10:58Z,70000,False,-89.0,177.0,1,left,MISS M. Turner 19' Jump Shot,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Left Center,19.82,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-03-28T00:10:35.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2024-03-28T00:10:39Z,80000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-03-28T00:10:44.8Z,1,REGULAR,3pt,Jump Shot,[],202696,66.5735873850197,48.28431372549019,1610612741,0,0,2024-03-28T00:10:49Z,90000,False,-9.0,262.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,26.18,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2024-03-28T00:10:47.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,0,2024-03-28T00:10:49Z,100000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M08.00S,2024-03-28T00:11:01.8Z,1,REGULAR,3pt,Jump Shot,[],1629614,32.013797634691194,63.725490196078425,1610612754,0,3,2024-03-28T00:11:06Z,110000,False,-69.0,248.0,1,left,A. Nembhard 25' 3PT  (3 PTS) (P. Siakam 1 AST),"[1629614, 1627783]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,25.77,Made,,,,,3.0,P. Siakam,1627783.0,1.0,,,,,,,,,,
13,PT10M53.00S,2024-03-28T00:11:17.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,88.51839684625493,50.73529411764706,1610612741,2,3,2024-03-28T00:11:24Z,130000,False,4.0,55.0,1,right,N. Vucevic Hook (2 PTS) (A. Caruso 1 AST),"[202696, 1627936]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.55,Made,,,,,2.0,A. Caruso,1627936.0,1.0,,,,,,,,,,
15,PT10M45.00S,2024-03-28T00:11:25.5Z,1,REGULAR,3pt,Jump Shot,[],1626167,33.065045992115635,48.28431372549019,1610612754,2,3,2024-03-28T00:13:42Z,150000,False,9.0,258.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,,
16,PT10M41.00S,2024-03-28T00:11:29.5Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,2,3,2024-03-28T00:11:31Z,160000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
