actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
22,PT10M24.00S,2024-01-13T01:12:42.2Z,1,REGULAR,3pt,Jump Shot,[],201942,96.40275952693824,2.941176470588235,1610612741,7,3,2024-01-13T01:15:55Z,220000,False,-235.0,-19.0,1,right,D. DeRozan 3PT  (3 PTS) (C. White 1 AST),"[201942, 1629632]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,,23.6,C. White,1629632.0,1.0,,,,,
24,PT10M12.00S,2024-01-13T01:12:55.4Z,1,REGULAR,3pt,Jump Shot,[],202691,7.703679369250986,3.1862745098039214,1610612744,7,3,2024-01-13T01:13:02Z,240000,False,234.0,20.0,1,left,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,23.49,,,,,,,,
25,PT10M10.00S,2024-01-13T01:12:57.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,7,3,2024-01-13T01:13:02Z,250000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,24.0,,,,,,,,,,,,
27,PT09M58.00S,2024-01-13T01:13:18.0Z,1,REGULAR,3pt,Jump Shot,[],1629632,69.99014454664915,74.01960784313727,1610612741,10,3,2024-01-13T01:13:23Z,270000,False,120.0,230.0,1,right,C. White 25' 3PT  (7 PTS) (Z. LaVine 1 AST),"[1629632, 203897]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,Made,7.0,,,,,25.91,Z. LaVine,203897.0,1.0,,,,,
29,PT09M38.00S,2024-01-13T01:13:40.0Z,1,REGULAR,violation,kicked ball,[],1629632,,,1610612744,10,3,2024-01-13T01:13:46Z,290000,False,,,0,,C. White kicked ball VIOLATION,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,2714.0,,,,,,,,,,,,,,,,,,,
30,PT09M28.00S,2024-01-13T01:14:07.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203952,5.995400788436268,49.01960784313725,1610612744,10,5,2024-01-13T01:14:30Z,300000,False,5.0,4.0,1,left,A. Wiggins driving DUNK (5 PTS) (D. Saric 2 AST),"[203952, 203967]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,0.63,D. Saric,203967.0,2.0,,,,,
32,PT09M11.00S,2024-01-13T01:14:25.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,87.20433639947439,42.8921568627451,1610612741,12,5,2024-01-13T01:14:31Z,320000,False,-36.0,68.0,1,right,N. Vucevic 7' turnaround Hook (2 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,,,,,7.65,Z. LaVine,203897.0,2.0,,,,,
34,PT08M57.00S,2024-01-13T01:14:38.5Z,1,REGULAR,3pt,Jump Shot,[],201939,24.52365308804205,84.55882352941177,1610612744,12,5,2024-01-13T01:14:44Z,340000,False,-173.0,178.0,1,left,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,24.81,,,,,,,,
35,PT08M51.00S,2024-01-13T01:14:43.8Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,12,5,2024-01-13T01:14:43Z,350000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,
36,PT08M49.00S,2024-01-13T01:14:46.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,29.38567674113009,21.813725490196077,1610612744,12,5,2024-01-13T01:14:52Z,360000,False,141.0,224.0,1,left,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.44,,,,,,,,
37,PT08M47.00S,2024-01-13T01:14:48.2Z,1,REGULAR,rebound,offensive,[],203952,,,1610612744,12,5,2024-01-13T01:14:48Z,370000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,36.0,1.0,0.0,1.0,,,,,,,,,
38,PT08M40.00S,2024-01-13T01:14:54.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201939,6.1268068331143235,75.24509803921569,1610612744,12,5,2024-01-13T01:14:58Z,380000,False,-126.0,5.0,1,left,MISS S. Curry 12' driving floating Shot,[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,,12.63,,,,,,,,
39,PT08M37.00S,2024-01-13T01:14:57.8Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,12,5,2024-01-13T01:14:57Z,390000,False,,,0,,K. Looney REBOUND (Off:2 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,,,,,,38.0,2.0,0.0,2.0,,,,,,,,,
40,PT08M37.00S,2024-01-13T01:14:57.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,5.590000152587891,50.0,1610612744,12,7,2024-01-13T01:14:57Z,400000,False,0.0,0.0,1,left,K. Looney tip Layup (2 PTS),[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,,,,,0.0,,,,,,,,
41,PT08M20.00S,2024-01-13T01:15:15.2Z,1,REGULAR,3pt,Jump Shot,[],1627936,66.04796320630749,53.67647058823529,1610612741,12,7,2024-01-13T01:15:20Z,410000,False,18.0,267.0,1,right,MISS A. Caruso 26' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.72,,,,,,,,
42,PT08M17.00S,2024-01-13T01:15:18.2Z,1,REGULAR,rebound,offensive,[],201942,,,1610612741,12,7,2024-01-13T01:15:20Z,420000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:0),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,41.0,1.0,0.0,1.0,,,,,,,,,
43,PT08M09.00S,2024-01-13T01:15:26.7Z,1,REGULAR,turnover,lost ball,[],202696,,,1610612741,12,7,2024-01-13T01:15:31Z,430000,False,,,0,,N. Vucevic lost ball TURNOVER (1 TO),"[202696, 203967]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Saric,203967.0,,
44,PT08M09.00S,2024-01-13T01:15:26.7Z,1,REGULAR,steal,,[],203967,,,1610612744,12,7,2024-01-13T01:15:28Z,440000,False,,,0,,D. Saric STEAL (1 STL),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT08M05.00S,2024-01-13T01:15:34.0Z,1,REGULAR,foul,personal,[],1629632,,,1610612744,12,7,2024-01-13T01:15:41Z,450000,False,,,0,,C. White personal FOUL (1 PF),"[1629632, 203967]",1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,1628953.0,1.0,0.0,Saric,203967.0,,,,,,,,,,,,,,,
47,PT07M56.00S,2024-01-13T01:16:08.4Z,1,REGULAR,turnover,out-of-bounds,[],202691,,,1610612744,12,7,2024-01-13T01:16:24Z,470000,False,,,0,,K. Thompson bad pass out-of-bounds TURNOVER (1 TO),[202691],1610612744.0,GSW,bad pass,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,2714.0,,,,,,,,,,,,,,,1.0,,,,
49,PT07M41.00S,2024-01-13T01:16:42.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202696,68.15045992115637,42.40196078431372,1610612741,12,7,2024-01-13T01:16:51Z,490000,False,-38.0,247.0,1,right,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,24.98,,,,,,,,
50,PT07M38.00S,2024-01-13T01:16:45.5Z,1,REGULAR,rebound,defensive,[],203967,,,1610612744,12,7,2024-01-13T01:16:51Z,500000,False,,,0,,D. Saric REBOUND (Off:0 Def:3),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Center,,,,,,,,49.0,3.0,3.0,0.0,,,,,,,,,
51,PT07M22.00S,2024-01-13T01:17:00.6Z,1,REGULAR,2pt,Jump Shot,[],201939,27.808804204993432,49.50980392156863,1610612744,12,7,2024-01-13T01:17:06Z,510000,False,2.0,209.0,1,left,MISS S. Curry 20' floating Shot,[201939],1610612744.0,GSW,floating,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,,20.89,,,,,,,,
52,PT07M20.00S,2024-01-13T01:17:02.6Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,12,7,2024-01-13T01:17:06Z,520000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,,
54,PT07M11.00S,2024-01-13T01:17:11.5Z,1,REGULAR,3pt,Jump Shot,[],203897,73.40670170827858,12.5,1610612741,15,7,2024-01-13T01:17:21Z,540000,False,-188.0,197.0,1,right,Z. LaVine 27' 3PT pullup (3 PTS) (A. Caruso 1 AST),"[203897, 1627936]",1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,,,,,27.23,A. Caruso,1627936.0,1.0,,,,,
55,PT06M57.00S,2024-01-13T01:17:25.6Z,1,REGULAR,3pt,Jump Shot,[],202691,5.469776609724048,96.07843137254902,1610612744,15,10,2024-01-13T01:17:30Z,550000,False,-230.0,-1.0,1,left,K. Thompson 3PT  (3 PTS) (A. Wiggins 1 AST),"[202691, 203952]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,,23.04,A. Wiggins,203952.0,1.0,,,,,
57,PT06M38.00S,2024-01-13T01:17:45.8Z,1,REGULAR,3pt,Jump Shot,[],1627936,70.38436268068331,72.54901960784314,1610612741,18,10,2024-01-13T01:17:49Z,570000,False,113.0,226.0,1,right,A. Caruso 25' 3PT  (3 PTS) (Z. LaVine 3 AST),"[1627936, 203897]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,,,,25.25,Z. LaVine,203897.0,3.0,,,,,
59,PT06M28.00S,2024-01-13T01:17:57.4Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612744,18,10,2024-01-13T01:18:09Z,590000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Saric 2 FT),"[201942, 203967]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,2714.0,1.0,0.0,Saric,203967.0,,,,,,,,,,,,,,,
61,PT06M28.00S,2024-01-13T01:18:07.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,18,10,2024-01-13T01:18:07Z,610000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M28.00S,2024-01-13T01:20:35.9Z,1,REGULAR,substitution,out,[],1627936,,,1610612744,18,10,2024-01-13T01:20:53Z,630000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M28.00S,2024-01-13T01:20:35.9Z,1,REGULAR,substitution,out,[],201942,,,1610612744,18,10,2024-01-13T01:20:53Z,640000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M28.00S,2024-01-13T01:20:35.9Z,1,REGULAR,substitution,out,[],202691,,,1610612744,18,10,2024-01-13T01:20:53Z,650000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M28.00S,2024-01-13T01:20:35.9Z,1,REGULAR,substitution,in,[],1630172,,,1610612744,18,10,2024-01-13T01:20:53Z,660000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M28.00S,2024-01-13T01:20:35.9Z,1,REGULAR,substitution,in,[],1630245,,,1610612744,18,10,2024-01-13T01:20:53Z,670000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M28.00S,2024-01-13T01:20:35.9Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,18,10,2024-01-13T01:20:53Z,680000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M28.00S,2024-01-13T01:21:24.0Z,1,REGULAR,freethrow,1 of 2,[],203967,,,1610612744,18,10,2024-01-13T01:21:24Z,690000,False,,,0,,MISS D. Saric Free Throw 1 of 2,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
71,PT06M28.00S,2024-01-13T01:21:24.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,18,10,2024-01-13T01:21:24Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,
72,PT06M28.00S,2024-01-13T01:21:36.5Z,1,REGULAR,freethrow,2 of 2,[],203967,,,1610612744,18,11,2024-01-13T01:21:36Z,710000,False,,,0,,D. Saric Free Throw 2 of 2 (1 PTS),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
73,PT06M10.00S,2024-01-13T01:21:56.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.51182654402102,46.07843137254902,1610612741,18,11,2024-01-13T01:23:33Z,720000,False,-20.0,8.0,1,right,MISS C. White driving finger roll Layup,[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.14,,,,,,,,
74,PT06M08.00S,2024-01-13T01:21:58.3Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,18,11,2024-01-13T01:22:00Z,730000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,
75,PT06M04.00S,2024-01-13T01:22:02.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203967,29.38567674113009,21.568627450980394,1610612744,18,14,2024-01-13T01:24:31Z,740000,False,142.0,224.0,1,left,D. Saric 26' 3PT running (4 PTS) (B. Podziemski 1 AST),"[203967, 1641764]",1610612744.0,GSW,running,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,,,,,,Made,4.0,,,,,26.51,B. Podziemski,1641764.0,1.0,,,,,
77,PT05M48.00S,2024-01-13T01:22:18.2Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,18,14,2024-01-13T01:22:23Z,760000,False,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 203952]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,Wiggins,203952.0,,
78,PT05M48.00S,2024-01-13T01:22:18.2Z,1,REGULAR,steal,,[],203952,,,1610612744,18,14,2024-01-13T01:22:20Z,770000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
79,PT05M43.00S,2024-01-13T01:22:22.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203952,5.338370565045992,52.450980392156865,1610612744,18,16,2024-01-13T01:22:33Z,780000,False,-12.0,-2.0,1,left,A. Wiggins running Layup (7 PTS) (S. Curry 1 AST),"[203952, 201939]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,1.25,S. Curry,201939.0,1.0,,,,,
81,PT05M21.00S,2024-01-13T01:22:45.4Z,1,REGULAR,2pt,Jump Shot,[],1630172,77.7431011826544,56.61764705882353,1610612741,20,16,2024-01-13T01:22:48Z,800000,False,33.0,157.0,1,right,P. Williams 16' pullup Jump Shot (2 PTS) (Z. LaVine 4 AST),"[1630172, 203897]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Center,,,,,,Made,2.0,,,,,16.02,Z. LaVine,203897.0,4.0,,,,,
83,PT05M13.00S,2024-01-13T01:22:52.8Z,1,REGULAR,3pt,Jump Shot,[],203967,32.53942181340342,35.294117647058826,1610612744,20,19,2024-01-13T01:22:57Z,820000,False,74.0,253.0,1,left,D. Saric 26' 3PT  (7 PTS) (A. Wiggins 2 AST),"[203967, 203952]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Center,,,,,,Made,7.0,,,,,26.38,A. Wiggins,203952.0,2.0,,,,,
85,PT05M00.00S,2024-01-13T01:23:06.7Z,1,REGULAR,2pt,Jump Shot,[],202696,92.59198423127464,17.15686274509804,1610612741,20,19,2024-01-13T01:23:14Z,840000,False,-164.0,17.0,1,right,MISS N. Vucevic 16' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left,,,,,,Missed,,,,,,16.51,,,,,,,,
86,PT04M57.00S,2024-01-13T01:23:09.7Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,20,19,2024-01-13T01:23:14Z,850000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,
87,PT04M41.00S,2024-01-13T01:23:25.4Z,1,REGULAR,2pt,Jump Shot,[],203952,4.812746386333772,14.950980392156863,1610612744,20,21,2024-01-13T01:23:30Z,860000,False,175.0,-7.0,1,left,A. Wiggins 17' Jump Shot (9 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right,,,,,,Made,9.0,,,,,17.54,,,,,,,,
88,PT04M30.00S,2024-01-13T01:23:35.9Z,1,REGULAR,3pt,Jump Shot,[],1629632,66.96780551905388,63.48039215686274,1610612741,23,21,2024-01-13T01:23:39Z,870000,False,67.0,258.0,1,right,C. White 26' 3PT  (10 PTS) (P. Williams 1 AST),"[1629632, 1630172]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,,,Made,10.0,,,,,26.67,P. Williams,1630172.0,1.0,,,,,
90,PT04M07.00S,2024-01-13T01:23:58.7Z,1,REGULAR,2pt,Jump Shot,[],203967,28.728646517739815,32.35294117647059,1610612744,23,23,2024-01-13T01:24:07Z,890000,False,88.0,218.0,1,left,D. Saric 23' Jump Shot (9 PTS) (S. Curry 2 AST),"[203967, 201939]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Mid-Range,16-24 Right Center,,,,,,Made,9.0,,,,,23.47,S. Curry,201939.0,2.0,,,,,
92,PT03M48.00S,2024-01-13T01:24:18.1Z,1,REGULAR,3pt,Jump Shot,[],202696,71.04139290407359,22.794117647058822,1610612741,23,23,2024-01-13T01:24:23Z,910000,False,-136.0,220.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.84,,,,,,,,
