actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
82,PT05M05.00S,2024-01-06T01:22:03.0Z,1,REGULAR,3pt,Jump Shot,[],1630245,95.22010512483574,4.901960784313726,1610612741,11,13,2024-01-06T01:22:07Z,820000,False,-225.0,-8.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,,,,,,22.56,Missed,,,,,,,,,,,,,
83,PT05M02.00S,2024-01-06T01:22:06.0Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,11,13,2024-01-06T01:22:07Z,830000,False,,,0,,N. Richards REBOUND (Off:3 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Left Corner 3,24+ Left,,,,,,,,82.0,5.0,2.0,3.0,,,,,,,,,
84,PT04M55.00S,2024-01-06T01:22:20.5Z,1,REGULAR,foul,technical,['1freethrow'],203897,,,1610612766,11,13,2024-01-06T01:22:27Z,840000,False,,,0,,Z. LaVine defensive-3-second technical FOUL (1 Tech),[203897],1610612741.0,CHI,defensive-3-second,,,LaVine,Z. LaVine,,,,,,,1628171.0,0.0,1.0,,,,,,,,,,,,,,,,,
85,PT04M55.00S,2024-01-06T01:22:35.1Z,1,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,11,14,2024-01-06T01:22:35Z,850000,False,,,0,,M. Bridges technical Free Throw 1 of 1 (9 PTS),[1628970],1610612766.0,CHA,technical,,,Bridges,M. Bridges,,,,,,,,,,,,,Made,,,,,,,,9.0,,,,,
86,PT04M55.00S,2024-01-06T01:22:36.1Z,1,REGULAR,substitution,out,[],1630245,,,1610612766,11,14,2024-01-06T01:22:40Z,860000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M55.00S,2024-01-06T01:22:36.1Z,1,REGULAR,substitution,in,[],1631207,,,1610612766,11,14,2024-01-06T01:22:40Z,870000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M43.00S,2024-01-06T01:23:03.1Z,1,REGULAR,2pt,Jump Shot,[],1641706,16.113666228646515,20.098039215686274,1610612766,11,16,2024-01-06T01:23:08Z,880000,False,150.0,99.0,1,left,B. Miller 17' pullup Jump Shot (5 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right,,,,,,17.93,Made,,,,,,,,5.0,,,,,
89,PT04M27.00S,2024-01-06T01:23:24.3Z,1,REGULAR,foul,technical,['1freethrow'],1641706,,,1610612741,11,16,2024-01-06T01:23:30Z,890000,False,,,0,,B. Miller defensive-3-second technical FOUL (1 Tech),[1641706],1610612766.0,CHA,defensive-3-second,,,Miller,B. Miller,,,,,,,202053.0,1.0,1.0,,,,,,,,,,,,,,,,,
90,PT04M27.00S,2024-01-06T01:23:41.8Z,1,REGULAR,freethrow,1 of 1,[],203897,,,1610612741,12,16,2024-01-06T01:23:41Z,900000,False,,,0,,Z. LaVine technical Free Throw 1 of 1 (1 PTS),[203897],1610612741.0,CHI,technical,,,LaVine,Z. LaVine,,,,,,,,,,,,,Made,,,,,,,,1.0,,,,,
91,PT04M19.00S,2024-01-06T01:24:01.5Z,1,REGULAR,2pt,Jump Shot,[],202696,79.5006570302234,39.24249387254902,1610612741,12,16,2024-01-06T01:24:23Z,910000,False,-54.0,140.0,1,right,MISS N. Vucevic 15' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Center,,,,,,15.02,Missed,,,,,,,,,,,,,
92,PT04M17.00S,2024-01-06T01:24:03.5Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,12,16,2024-01-06T01:24:06Z,920000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Center,,,,,,,,91.0,2.0,1.0,1.0,,,,,,,,,
93,PT04M03.00S,2024-01-06T01:24:17.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,11.12023653088042,62.99019607843137,1610612766,12,16,2024-01-06T01:25:08Z,930000,False,-65.0,52.0,1,left,MISS P. Washington 8' turnaround bank Shot,[1629023],1610612766.0,CHA,turnaround bank,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Left,,,,,,8.32,Missed,,,,,,,,,,,,,
94,PT04M01.00S,2024-01-06T01:24:19.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,12,16,2024-01-06T01:24:23Z,940000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,93.0,2.0,2.0,0.0,,,,,,,,,
95,PT03M57.00S,2024-01-06T01:24:27.1Z,1,REGULAR,turnover,traveling,[],203897,,,1610612741,12,16,2024-01-06T01:24:31Z,950000,False,,,0,,Z. LaVine traveling TURNOVER (1 TO),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,2004.0,,,,,,,,,,,1.0,,,,,,,,
96,PT03M57.00S,2024-01-06T01:24:30.0Z,1,REGULAR,substitution,out,[],1629632,,,1610612766,12,16,2024-01-06T01:24:38Z,960000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M57.00S,2024-01-06T01:24:30.0Z,1,REGULAR,substitution,out,[],1630208,,,1610612766,12,16,2024-01-06T01:24:38Z,970000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M57.00S,2024-01-06T01:24:30.0Z,1,REGULAR,substitution,in,[],1630245,,,1610612766,12,16,2024-01-06T01:24:38Z,980000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M57.00S,2024-01-06T01:24:30.0Z,1,REGULAR,substitution,in,[],1641877,,,1610612766,12,16,2024-01-06T01:24:38Z,990000,False,,,0,,SUB in: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M37.00S,2024-01-06T01:25:00.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641706,7.178055190538765,42.40196078431372,1610612766,12,16,2024-01-06T01:26:03Z,1000000,False,38.0,15.0,1,left,MISS B. Miller driving floating bank Shot,[1641706],1610612766.0,CHA,driving floating bank,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,4.09,Missed,,,,,,,,,,,,,
101,PT03M34.00S,2024-01-06T01:25:03.7Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,12,16,2024-01-06T01:26:03Z,1010000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,
102,PT03M31.00S,2024-01-06T01:25:06.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631207,93.11760840998686,50.98039215686274,1610612741,14,16,2024-01-06T01:28:15Z,1020000,False,5.0,12.0,1,right,D. Terry running reverse Layup (2 PTS),[1631207],1610612741.0,CHI,running reverse,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,,,,,,1.31,Made,,,,,,,,2.0,,,,,
104,PT03M19.00S,2024-01-06T01:25:19.1Z,1,REGULAR,2pt,Jump Shot,[],202397,10.463206307490145,29.901960784313726,1610612766,14,18,2024-01-06T01:25:24Z,1040000,False,100.0,46.0,1,left,I. Smith 11' fadeaway Jump Shot (2 PTS),[202397],1610612766.0,CHA,fadeaway,,,Smith,I. Smith,,,,,Mid-Range,8-16 Right,,,,,,11.05,Made,,,,,,,,2.0,,,,,
105,PT03M12.00S,2024-01-06T01:25:32.0Z,1,REGULAR,foul,personal,[],1641877,,,1610612741,14,18,2024-01-06T01:25:39Z,1050000,False,,,0,,N. Mensah personal FOUL (1 PF),"[1641877, 1628975]",1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,In The Paint (Non-RA),0-8 Center,202053.0,1.0,0.0,Carter,1628975.0,,,,,,,,,,,,,,,
107,PT03M12.00S,2024-01-06T01:25:41.6Z,1,REGULAR,substitution,out,[],1641706,,,1610612741,14,18,2024-01-06T01:25:43Z,1070000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M12.00S,2024-01-06T01:25:41.6Z,1,REGULAR,substitution,in,[],1626179,,,1610612741,14,18,2024-01-06T01:25:43Z,1080000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M59.00S,2024-01-06T01:25:58.0Z,1,REGULAR,3pt,Jump Shot,[],1628975,73.27529566360053,80.88235294117648,1610612741,17,18,2024-01-06T01:26:02Z,1090000,False,154.0,199.0,1,right,J. Carter 25' 3PT  (3 PTS) (D. Terry 3 AST),"[1628975, 1631207]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,,,,,,25.16,Made,,,,,,,,3.0,D. Terry,1631207.0,3.0,,
111,PT02M43.00S,2024-01-06T01:26:28.0Z,1,REGULAR,foul,personal,[],1628975,,,1610612766,17,18,2024-01-06T01:26:38Z,1110000,False,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 1628970]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Left,2004.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,,,,,,,
113,PT02M43.00S,2024-01-06T01:26:35.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,17,18,2024-01-06T01:26:35Z,1130000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M43.00S,2024-01-06T01:28:46.6Z,1,REGULAR,substitution,out,[],1631207,,,1610612766,17,18,2024-01-06T01:28:58Z,1140000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M43.00S,2024-01-06T01:28:46.6Z,1,REGULAR,substitution,in,[],201942,,,1610612766,17,18,2024-01-06T01:28:58Z,1150000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M36.00S,2024-01-06T01:29:31.0Z,1,REGULAR,turnover,bad pass,[],1628970,,,1610612766,17,18,2024-01-06T01:29:35Z,1160000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628970, 1630245]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Dosunmu,1630245.0,,,,,,
117,PT02M36.00S,2024-01-06T01:29:31.0Z,1,REGULAR,steal,,[],1630245,,,1610612741,17,18,2024-01-06T01:29:32Z,1170000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
118,PT02M32.00S,2024-01-06T01:29:35.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203897,93.11760840998686,50.98039215686274,1610612741,19,18,2024-01-06T01:31:40Z,1180000,False,5.0,12.0,1,right,Z. LaVine running reverse Layup (3 PTS) (A. Dosunmu 1 AST),"[203897, 1630245]",1610612741.0,CHI,running reverse,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,1.31,Made,,,,,,,,3.0,A. Dosunmu,1630245.0,1.0,,
121,PT02M12.00S,2024-01-06T01:30:16.7Z,1,REGULAR,3pt,Jump Shot,[],1626179,9.149145860709593,97.05882352941177,1610612766,19,18,2024-01-06T01:32:02Z,1210000,False,-235.0,34.0,1,left,MISS T. Rozier step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,,,,23.77,Missed,,,,,,,,,,,,,
122,PT02M12.00S,2024-01-06T01:30:19.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,19,18,2024-01-06T01:30:19Z,1220000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,121.0,,,,,,,,,,,,
123,PT01M59.00S,2024-01-06T01:30:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,81.07752956636006,43.18321078431372,1610612741,21,18,2024-01-06T01:32:43Z,1230000,False,-34.0,125.0,1,right,N. Vucevic 13' floating Jump Shot (2 PTS) (D. DeRozan 2 AST),"[202696, 201942]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.0,Made,,,,,,,,2.0,D. DeRozan,201942.0,2.0,,
125,PT01M44.00S,2024-01-06T01:30:54.6Z,1,REGULAR,turnover,bad pass,[],1626179,,,1610612766,21,18,2024-01-06T01:30:58Z,1250000,False,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 201942]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,DeRozan,201942.0,,,,,,
126,PT01M44.00S,2024-01-06T01:30:54.6Z,1,REGULAR,steal,,[],201942,,,1610612741,21,18,2024-01-06T01:30:56Z,1260000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
127,PT01M41.00S,2024-01-06T01:30:57.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201942,93.9060446780552,50.0,1610612741,23,18,2024-01-06T01:31:07Z,1270000,False,0.0,5.0,1,right,D. DeRozan running DUNK (4 PTS),[201942],1610612741.0,CHI,running,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,0.48,Made,,,,,,,,4.0,,,,,
129,PT01M28.00S,2024-01-06T01:31:10.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641877,14.668199737187912,48.28431372549019,1610612766,23,20,2024-01-06T01:33:34Z,1290000,False,9.0,85.0,1,left,N. Mensah 8' driving Hook (2 PTS) (P. Washington 1 AST),"[1641877, 1629023]",1610612766.0,CHA,driving,,,Mensah,N. Mensah,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.58,Made,,,,,,,,2.0,P. Washington,1629023.0,1.0,,
131,PT01M07.00S,2024-01-06T01:31:32.3Z,1,REGULAR,3pt,Jump Shot,[],203897,69.85873850197109,72.54901960784314,1610612741,23,20,2024-01-06T01:31:42Z,1310000,False,113.0,231.0,1,right,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,,,25.68,Missed,,,,,,,,,,,,,
132,PT01M05.00S,2024-01-06T01:31:34.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,23,20,2024-01-06T01:31:42Z,1320000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,131.0,,,,,,,,,,,,
133,PT01M05.00S,2024-01-06T01:31:42.2Z,1,REGULAR,foul,personal,[],202696,,,1610612766,23,20,2024-01-06T01:31:49Z,1330000,False,,,0,,N. Vucevic loose ball personal FOUL (1 PF),"[202696, 1628970]",1610612741.0,CHI,loose ball,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2004.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,,,,,,,
135,PT00M48.00S,2024-01-06T01:32:08.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,13.354139290407357,50.0,1610612766,23,22,2024-01-06T01:34:25Z,1350000,False,0.0,73.0,1,left,I. Smith 7' Jump Shot (4 PTS) (P. Washington 2 AST),"[202397, 1629023]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.3,Made,,,,,,,,4.0,P. Washington,1629023.0,2.0,,
137,PT00M30.60S,2024-01-06T01:32:26.9Z,1,REGULAR,2pt,Jump Shot,[],1628975,73.80091984231275,34.068627450980394,1610612741,23,22,2024-01-06T01:34:57Z,1370000,False,-80.0,194.0,1,right,MISS J. Carter 20' turnaround Shot,[1628975],1610612741.0,CHI,turnaround,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left Center,,,,,,20.95,Missed,,,,,,,,,,,,,
138,PT00M28.30S,2024-01-06T01:32:29.2Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,23,22,2024-01-06T01:32:31Z,1380000,False,,,0,,P. Washington REBOUND (Off:1 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left Center,,,,,,,,137.0,3.0,2.0,1.0,,,,,,,,,
139,PT00M19.80S,2024-01-06T01:32:37.7Z,1,REGULAR,2pt,Jump Shot,[],1626179,5.206964520367937,22.794117647058822,1610612766,23,22,2024-01-06T01:35:37Z,1390000,False,136.0,-4.0,1,left,MISS T. Rozier 13' fadeaway Shot,[1626179],1610612766.0,CHA,fadeaway,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,,,13.6,Missed,,,,,,,,,,,,,
140,PT00M18.10S,2024-01-06T01:32:39.4Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,23,22,2024-01-06T01:32:39Z,1400000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,
141,PT00M02.20S,2024-01-06T01:32:59.5Z,1,REGULAR,foul,offensive,[],201942,,,1610612741,23,22,2024-01-06T01:33:07Z,1410000,False,,,0,,D. DeRozan charge offensive FOUL (1 PF),"[201942, 1641877]",1610612741.0,CHI,charge,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,202053.0,1.0,0.0,Mensah,1641877.0,,,,,,,,,,,,,,,
143,PT00M02.20S,2024-01-06T01:32:59.5Z,1,REGULAR,turnover,offensive foul,[],201942,,,1610612741,23,22,2024-01-06T01:32:59Z,1430000,False,,,0,,D. DeRozan offensive foul TURNOVER (1 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,202053.0,,,,,,,,,,,1.0,,,,,,,,
144,PT00M02.20S,2024-01-06T01:33:18.5Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,23,22,2024-01-06T01:33:29Z,1440000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M02.20S,2024-01-06T01:33:18.5Z,1,REGULAR,substitution,in,[],1641706,,,1610612766,23,22,2024-01-06T01:33:29Z,1450000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M00.20S,2024-01-06T01:33:35.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202397,50.80486202365309,30.88235294117647,1610612766,23,22,2024-01-06T01:36:13Z,1460000,False,96.0,425.0,1,left,MISS I. Smith 43' pullup 3PT,[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,Above the Break 3,24+ Center,,,,,,43.57,Missed,,,,,,,,,,,,,
147,PT00M00.10S,2024-01-06T01:33:35.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,23,22,2024-01-06T01:33:41Z,1470000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,146.0,,,,,,,,,,,,
148,PT00M00.00S,2024-01-06T01:33:39.3Z,1,REGULAR,period,end,[],0,,,1610612766,23,22,2024-01-06T01:33:39Z,1480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-01-06T01:35:41.0Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612766,23,22,2024-01-06T01:36:03Z,1490000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-01-06T01:35:41.0Z,2,REGULAR,substitution,out,['startperiod'],202397,,,1610612766,23,22,2024-01-06T01:36:03Z,1500000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-01-06T01:35:41.0Z,2,REGULAR,substitution,out,['startperiod'],1641706,,,1610612766,23,22,2024-01-06T01:36:03Z,1510000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-01-06T01:35:41.0Z,2,REGULAR,substitution,in,['startperiod'],1641733,,,1610612766,23,22,2024-01-06T01:36:03Z,1520000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-01-06T01:35:41.0Z,2,REGULAR,substitution,in,['startperiod'],1630550,,,1610612766,23,22,2024-01-06T01:36:03Z,1530000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-01-06T01:35:41.0Z,2,REGULAR,substitution,in,['startperiod'],1628998,,,1610612766,23,22,2024-01-06T01:36:03Z,1540000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-01-06T01:36:15.2Z,2,REGULAR,period,start,[],0,,,1610612766,23,22,2024-01-06T01:36:15Z,1550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M45.00S,2024-01-06T01:36:29.9Z,2,REGULAR,3pt,Jump Shot,[],1626179,25.969119579500656,20.833333333333336,1610612766,23,22,2024-01-06T01:36:34Z,1560000,False,146.0,192.0,1,left,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,,,24.08,Missed,,,,,,,,,,,,,
157,PT11M42.00S,2024-01-06T01:36:32.9Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,23,22,2024-01-06T01:36:34Z,1570000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,156.0,3.0,3.0,0.0,,,,,,,,,
158,PT11M25.00S,2024-01-06T01:36:49.7Z,2,REGULAR,2pt,Jump Shot,[],201942,79.71419185282524,22.794117647058822,1610612741,25,22,2024-01-06T01:36:53Z,1580000,False,-136.0,138.0,1,right,D. DeRozan 19' pullup Jump Shot (6 PTS) (N. Vucevic 1 AST),"[201942, 202696]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,,,,19.39,Made,,,,,,,,6.0,N. Vucevic,202696.0,1.0,,
159,PT11M12.00S,2024-01-06T01:37:09.3Z,2,REGULAR,turnover,traveling,[],1641733,,,1610612766,25,22,2024-01-06T01:37:15Z,1590000,False,,,0,,N. Smith Jr. traveling TURNOVER (1 TO),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,,
160,PT11M12.00S,2024-01-06T01:37:12.6Z,2,REGULAR,substitution,out,[],203897,,,1610612741,25,22,2024-01-06T01:37:18Z,1600000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M12.00S,2024-01-06T01:37:12.6Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,25,22,2024-01-06T01:37:18Z,1610000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M55.00S,2024-01-06T01:37:40.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628975,94.1688567674113,3.9215686274509802,1610612741,25,22,2024-01-06T01:37:44Z,1620000,False,-230.0,2.0,1,right,MISS J. Carter 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Left Corner 3,24+ Left,,,,,,23.04,Missed,,,,,,,,,,,,,
164,PT10M52.00S,2024-01-06T01:37:43.6Z,2,REGULAR,rebound,defensive,[],1641877,,,1610612766,25,22,2024-01-06T01:37:44Z,1630000,False,,,0,,N. Mensah REBOUND (Off:0 Def:1),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,Left Corner 3,24+ Left,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,
165,PT10M39.00S,2024-01-06T01:37:55.7Z,2,REGULAR,3pt,Jump Shot,[],1628998,6.389618922470433,95.09803921568627,1610612766,25,25,2024-01-06T01:38:01Z,1640000,False,-225.0,8.0,1,left,C. Martin 3PT  (5 PTS) (T. Rozier 2 AST),"[1628998, 1626179]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,,,,22.56,Made,,,,,,,,5.0,T. Rozier,1626179.0,2.0,,
167,PT10M28.00S,2024-01-06T01:38:12.5Z,2,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612741,25,25,2024-01-06T01:38:18Z,1660000,False,,,0,,C. White lost ball out-of-bounds TURNOVER (1 TO),[1629632],1610612741.0,CHI,lost ball,,,White,C. White,,,,,Restricted Area,0-8 Center,202053.0,,,,,,,,,,,1.0,,,,,,,,
