actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
380,PT07M09.00S,2023-10-28T01:31:43.4Z,3,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612741,44,48,2023-10-28T01:35:49Z,3740000,False,,,0,,J. Poeltl shooting personal FOUL (4 PF) (White 1 FT),"[1627751, 1629632]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627529.0,,,,,,4.0,0.0,White,1629632.0
383,PT07M09.00S,2023-10-28T01:32:00.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,44,48,2023-10-28T01:34:28Z,3770000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT07M09.00S,2023-10-28T01:33:58.3Z,3,REGULAR,substitution,out,[],1627751,,,1610612741,44,48,2023-10-28T01:49:11Z,3785000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT07M09.00S,2023-10-28T01:33:58.3Z,3,REGULAR,substitution,in,[],1630173,,,1610612741,44,48,2023-10-28T01:49:11Z,3787500,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M09.00S,2023-10-28T01:35:50.3Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1629632,,,1610612741,45,48,2023-10-28T01:35:50Z,3790000,False,,,0,,C. White Free Throw 1 of 1 (12 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
387,PT06M53.00S,2023-10-28T01:35:54.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,92.85479632063075,50.0,1610612761,45,50,2023-10-28T01:38:34Z,3800000,False,0.0,15.0,1,right,P. Achiuwa Layup (2 PTS) (D. Schroder 6 AST),"[1630173, 203471]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,2.0,,,,,D. Schroder,203471.0,6.0,,,,,,
389,PT06M53.00S,2023-10-28T01:36:01.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627936,,,1610612761,45,50,2023-10-28T01:36:12Z,3820000,False,,,0,,A. Caruso shooting personal FOUL (2 PF) (Achiuwa 1 FT),"[1627936, 1630173]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627962.0,,,,,,2.0,0.0,Achiuwa,1630173.0
391,PT06M53.00S,2023-10-28T01:36:13.6Z,3,REGULAR,freethrow,1 of 1,[],1630173,,,1610612761,45,51,2023-10-28T01:36:13Z,3840000,False,,,0,,P. Achiuwa Free Throw 1 of 1 (3 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
392,PT06M45.00S,2023-10-28T01:36:19.9Z,3,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,45,51,2023-10-28T01:39:24Z,3850000,False,,,0,,Z. LaVine lost ball out-of-bounds TURNOVER (3 TO),[203897],1610612741.0,CHI,lost ball,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,,,201638.0,,,,,,,,,
490,PT06M45.00S,2023-10-28T01:36:21.8Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,45,51,2023-10-28T01:52:51Z,3855000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT06M45.00S,2023-10-28T01:36:21.8Z,3,REGULAR,substitution,in,[],1629018,,,1610612761,45,51,2023-10-28T01:52:51Z,3857500,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M45.00S,2023-10-28T01:36:23.8Z,3,REGULAR,substitution,out,[],203897,,,1610612761,45,51,2023-10-28T01:36:36Z,3860000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M45.00S,2023-10-28T01:36:23.8Z,3,REGULAR,substitution,in,[],1628470,,,1610612761,45,51,2023-10-28T01:36:36Z,3870000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M29.00S,2023-10-28T01:36:57.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629018,92.72339027595268,50.49019607843137,1610612761,45,53,2023-10-28T01:39:55Z,3880000,False,2.0,16.0,1,right,G. Trent Jr. Layup (5 PTS) (D. Schroder 7 AST),"[1629018, 203471]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,5.0,,,,,D. Schroder,203471.0,7.0,,,,,,
398,PT06M29.00S,2023-10-28T01:37:15.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628470,,,1610612761,45,53,2023-10-28T01:37:40Z,3900000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Trent Jr. 1 FT),"[1628470, 1629018]",1610612741.0,CHI,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201638.0,,,,,,1.0,0.0,Trent Jr.,1629018.0
400,PT06M29.00S,2023-10-28T01:37:42.4Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1629018,,,1610612761,45,53,2023-10-28T01:39:56Z,3920000,False,,,0,,MISS G. Trent Jr. Free Throw 1 of 1,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
414,PT06M29.00S,2023-10-28T01:37:42.4Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,45,53,2023-10-28T01:44:20Z,3925000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,400.0,2.0,2.0,0.0,,,,,,,,,,,,,,
547,PT06M15.00S,2023-10-28T01:37:47.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,6.521024967148489,51.470588235294116,1610612741,45,53,2023-10-28T02:03:30Z,3926250,False,-7.0,9.0,1,left,MISS A. Caruso Layup,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,
548,PT06M14.00S,2023-10-28T01:37:48.4Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,45,53,2023-10-28T02:03:30Z,3926875,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,547.0,3.0,3.0,0.0,,,,,,,,,,,,,,
403,PT06M09.00S,2023-10-28T01:37:52.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203471,71.30420499342969,79.41176470588235,1610612761,45,56,2023-10-28T01:58:20Z,3927500,False,147.0,217.0,1,right,D. Schroder 26' 3PT  (7 PTS),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,26.23,Made,,,,,7.0,,,,,,,,,,,,,
404,PT05M44.00S,2023-10-28T01:38:03.1Z,3,REGULAR,3pt,Jump Shot,[],1628470,29.38567674113009,69.11764705882352,1610612741,45,56,2023-10-28T01:40:24Z,3960000,False,-96.0,224.0,1,left,MISS T. Craig 24' 3PT,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,24.33,Missed,,,,,,,,,,,,,,,,,,
405,PT05M44.00S,2023-10-28T01:38:03.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,45,56,2023-10-28T01:40:24Z,3970000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,404.0,,,,,,,,,,,,,,,,,
406,PT05M43.00S,2023-10-28T01:38:11.5Z,3,REGULAR,foul,personal,[],1628384,,,1610612741,45,56,2023-10-28T01:38:18Z,3980000,False,,,0,,O. Anunoby loose ball personal FOUL (2 PF),"[1628384, 202696]",1610612761.0,TOR,loose ball,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627529.0,,,,,,2.0,0.0,Vucevic,202696.0
408,PT05M30.00S,2023-10-28T01:38:39.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627936,5.732588699080158,47.794117647058826,1610612741,47,56,2023-10-28T01:40:27Z,4000000,False,11.0,1.0,1,left,A. Caruso Layup (6 PTS) (D. DeRozan 2 AST),"[1627936, 201942]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,6.0,,,,,D. DeRozan,201942.0,2.0,,,,,,
492,PT05M10.00S,2023-10-28T01:38:53.5Z,3,REGULAR,turnover,bad pass,[],1627783,,,1610612761,47,56,2023-10-28T01:53:20Z,4015000,False,,,0,,P. Siakam bad pass TURNOVER (1 TO),"[1627783, 201942]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right,,,,,,,,1.0,DeRozan,201942.0,,,,,,,,,,
493,PT05M10.00S,2023-10-28T01:38:53.5Z,3,REGULAR,steal,,[],201942,,,1610612741,47,56,2023-10-28T01:53:20Z,4017500,False,,,0,,D. DeRozan STEAL (3 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
413,PT05M02.00S,2023-10-28T01:39:22.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201942,7.30946123521682,50.98039215686274,1610612741,49,56,2023-10-28T01:53:37Z,4050000,False,-5.0,16.0,1,left,D. DeRozan Layup (9 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.69,Made,,,,,9.0,,,,,,,,,,,,,
580,PT05M02.00S,2023-10-28T01:40:12.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612761,49,56,2023-10-28T02:08:00Z,4055000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M48.00S,2023-10-28T01:41:02.2Z,3,REGULAR,turnover,bad pass,[],1630173,,,1610612761,49,56,2023-10-28T01:41:22Z,4060000,False,,,0,,P. Achiuwa bad pass TURNOVER (3 TO),"[1630173, 201942]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,,,,,,3.0,DeRozan,201942.0,,,,,,,,,,
416,PT04M48.00S,2023-10-28T01:41:02.2Z,3,REGULAR,steal,,[],201942,,,1610612741,49,56,2023-10-28T01:54:37Z,4070000,False,,,0,,D. DeRozan STEAL (4 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
417,PT04M38.00S,2023-10-28T01:41:12.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202696,31.225361366622867,34.80392156862745,1610612741,52,56,2023-10-28T01:41:25Z,4080000,False,76.0,241.0,1,left,N. Vucevic 25' 3PT  (7 PTS) (C. White 5 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,25.27,Made,,,,,7.0,,,,,C. White,1629632.0,5.0,,,,,,
419,PT04M22.00S,2023-10-28T01:41:28.7Z,3,REGULAR,3pt,Jump Shot,[],1627783,69.72733245729303,67.64705882352942,1610612761,52,59,2023-10-28T01:41:33Z,4100000,False,88.0,232.0,1,right,P. Siakam 24' 3PT  (12 PTS) (D. Schroder 8 AST),"[1627783, 203471]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,24.83,Made,,,,,12.0,,,,,D. Schroder,203471.0,8.0,,,,,,
421,PT04M09.00S,2023-10-28T01:41:46.2Z,3,REGULAR,2pt,Jump Shot,[],201942,3.4986859395532193,9.558823529411764,1610612741,52,59,2023-10-28T02:07:36Z,4112500,False,202.0,-20.0,1,left,MISS D. DeRozan 20' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right,20.31,Missed,,,,,,,,,,,,,,,,,,
422,PT04M08.00S,2023-10-28T01:41:47.2Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,52,59,2023-10-28T02:09:09Z,4113750,False,,,0,,N. Vucevic REBOUND (Off:2 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Right,,,421.0,6.0,4.0,2.0,,,,,,,,,,,,,,
423,PT04M07.00S,2023-10-28T01:41:50.2Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",202696,5.590000152587891,50.0,1610612741,54,59,2023-10-28T02:09:19Z,4115000,False,0.0,0.0,1,left,N. Vucevic putback DUNK (9 PTS),[202696],1610612741.0,CHI,putback,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,9.0,,,,,,,,,,,,,
424,PT03M42.00S,2023-10-28T01:42:07.8Z,3,REGULAR,3pt,Jump Shot,[],1627783,71.04139290407359,72.79411764705883,1610612761,54,59,2023-10-28T01:42:13Z,4150000,False,114.0,220.0,1,right,MISS P. Siakam 24' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,24.75,Missed,,,,,,,,,,,,,,,,,,
425,PT03M40.00S,2023-10-28T01:42:11.0Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,54,59,2023-10-28T01:42:11Z,4160000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,424.0,7.0,5.0,2.0,,,,,,,,,,,,,,
426,PT03M35.00S,2023-10-28T01:42:16.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628470,4.28712220762155,4.166666666666666,1610612741,54,59,2023-10-28T01:42:26Z,4170000,False,229.0,-12.0,1,left,MISS T. Craig 3PT,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
427,PT03M30.00S,2023-10-28T01:42:21.4Z,3,REGULAR,rebound,offensive,[],201942,,,1610612741,54,59,2023-10-28T02:12:05Z,4180000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,,,426.0,3.0,2.0,1.0,,,,,,,,,,,,,,
428,PT03M28.00S,2023-10-28T01:42:22.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628470,6.258212877792378,50.0,1610612741,56,59,2023-10-28T01:42:35Z,4190000,False,0.0,6.0,1,left,T. Craig Layup (5 PTS) (D. DeRozan 3 AST),"[1628470, 201942]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,5.0,,,,,D. DeRozan,201942.0,3.0,,,,,,
429,PT03M00.00S,2023-10-28T01:42:50.7Z,3,REGULAR,2pt,Jump Shot,[],1630173,76.82325886990802,64.4607843137255,1610612761,56,59,2023-10-28T01:42:57Z,4200000,False,72.0,165.0,1,right,MISS P. Achiuwa 18' Jump Shot,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Right Center,18.05,Missed,,,,,,,,,,,,,,,,,,
430,PT02M57.00S,2023-10-28T01:42:53.5Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612741,56,59,2023-10-28T01:42:53Z,4210000,False,,,0,,T. Craig REBOUND (Off:1 Def:2),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Mid-Range,16-24 Right Center,,,429.0,3.0,2.0,1.0,,,,,,,,,,,,,,
431,PT02M51.00S,2023-10-28T01:42:59.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,5.601182654402102,47.794117647058826,1610612741,56,59,2023-10-28T01:43:06Z,4220000,False,11.0,0.0,1,left,MISS T. Craig Layup,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,1.1,Missed,,,,,,,,,,,,,,,,,,
432,PT02M48.00S,2023-10-28T01:43:02.9Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,56,59,2023-10-28T01:43:06Z,4230000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,431.0,4.0,4.0,0.0,,,,,,,,,,,,,,
433,PT02M47.00S,2023-10-28T01:43:18.3Z,3,REGULAR,foul,offensive,[],1627783,,,1610612761,56,59,2023-10-28T01:43:28Z,4240000,False,,,0,,P. Siakam charge offensive FOUL (1 PF),"[1627783, 1627936]",1610612761.0,TOR,charge,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,201638.0,,,,,,1.0,0.0,Caruso,1627936.0
435,PT02M47.00S,2023-10-28T01:43:18.3Z,3,REGULAR,turnover,offensive foul,[],1627783,,,1610612761,56,59,2023-10-28T01:43:18Z,4260000,False,,,0,,P. Siakam offensive foul TURNOVER (2 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,201638.0,,,,,,,,,
436,PT02M47.00S,2023-10-28T01:43:39.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612741,56,59,2023-10-28T01:43:39Z,4270000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M47.00S,2023-10-28T01:45:21.9Z,3,REGULAR,substitution,out,[],1628384,,,1610612741,56,59,2023-10-28T01:45:32Z,4290000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M47.00S,2023-10-28T01:45:21.9Z,3,REGULAR,substitution,out,[],203471,,,1610612741,56,59,2023-10-28T01:45:32Z,4300000,False,,,0,,SUB out: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M47.00S,2023-10-28T01:45:21.9Z,3,REGULAR,substitution,in,[],1629667,,,1610612741,56,59,2023-10-28T01:45:32Z,4320000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT02M47.00S,2023-10-28T01:45:21.9Z,3,REGULAR,substitution,in,[],1630567,,,1610612741,56,59,2023-10-28T01:58:57Z,4345000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M36.00S,2023-10-28T01:45:33.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201942,13.485545335085414,31.61764705882353,1610612741,56,59,2023-10-28T01:45:38Z,4350000,False,92.0,74.0,1,left,MISS D. DeRozan 11' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,11.82,Missed,,,,,,,,,,,,,,,,,,
445,PT02M34.00S,2023-10-28T01:45:35.5Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,56,59,2023-10-28T01:45:38Z,4360000,False,,,0,,S. Barnes REBOUND (Off:1 Def:7),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,444.0,8.0,7.0,1.0,,,,,,,,,,,,,,
446,PT02M31.00S,2023-10-28T01:45:39.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,93.9060446780552,51.225490196078425,1610612761,56,61,2023-10-28T01:45:48Z,4370000,False,6.0,5.0,1,right,P. Siakam driving Layup (14 PTS) (S. Barnes 7 AST),"[1627783, 1630567]",1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,14.0,,,,,S. Barnes,1630567.0,7.0,,,,,,
448,PT02M18.00S,2023-10-28T01:45:51.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.258212877792378,49.50980392156863,1610612741,58,61,2023-10-28T01:45:56Z,4390000,False,2.0,6.0,1,left,C. White driving Layup (14 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,14.0,,,,,,,,,,,,,
450,PT01M55.00S,2023-10-28T01:46:38.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.9060446780552,56.86274509803921,1610612761,58,63,2023-10-28T01:46:42Z,4410000,False,34.0,5.0,1,right,S. Barnes Layup (12 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.46,Made,,,,,12.0,,,,,,,,,,,,,
451,PT01M39.00S,2023-10-28T01:46:52.9Z,3,REGULAR,3pt,Jump Shot,[],1629632,8.754927726675426,3.1862745098039214,1610612741,61,63,2023-10-28T01:46:57Z,4420000,False,234.0,30.0,1,left,C. White 3PT  (17 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Right Corner 3,24+ Right,23.6,Made,,,,,17.0,,,,,,,,,,,,,
452,PT01M29.00S,2023-10-28T01:47:04.1Z,3,REGULAR,3pt,Jump Shot,[],1629667,70.77858081471747,20.833333333333336,1610612761,61,63,2023-10-28T01:47:08Z,4430000,False,-146.0,222.0,1,right,MISS J. McDaniels 26' 3PT,[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,26.58,Missed,,,,,,,,,,,,,,,,,,
453,PT01M26.00S,2023-10-28T01:47:07.1Z,3,REGULAR,rebound,defensive,[],1627936,,,1610612741,61,63,2023-10-28T01:47:08Z,4440000,False,,,0,,A. Caruso REBOUND (Off:3 Def:4),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,452.0,7.0,4.0,3.0,,,,,,,,,,,,,,
454,PT01M17.00S,2023-10-28T01:47:15.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,11.645860709592641,50.73529411764706,1610612741,63,63,2023-10-28T01:47:20Z,4450000,False,-4.0,57.0,1,left,T. Craig floating Jump Shot (7 PTS) (C. White 6 AST),"[1628470, 1629632]",1610612741.0,CHI,floating,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,5.71,Made,,,,,7.0,,,,,C. White,1629632.0,6.0,,,,,,
456,PT01M03.00S,2023-10-28T01:47:29.4Z,3,REGULAR,3pt,Jump Shot,[],1630173,71.17279894875165,24.264705882352942,1610612761,63,66,2023-10-28T01:47:34Z,4470000,False,-129.0,218.0,1,right,P. Achiuwa 25' 3PT  (6 PTS) (P. Siakam 1 AST),"[1630173, 1627783]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,25.36,Made,,,,,6.0,,,,,P. Siakam,1627783.0,1.0,,,,,,
629,PT00M46.30S,2023-10-28T01:47:38.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,7.046649145860711,50.245098039215684,1610612741,63,66,2023-10-28T02:17:26Z,4485000,False,-1.0,14.0,1,left,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
630,PT00M46.30S,2023-10-28T01:47:38.2Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,63,66,2023-10-28T02:17:26Z,4487500,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,629.0,5.0,5.0,0.0,,,,,,,,,,,,,,
460,PT00M42.10S,2023-10-28T01:47:51.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629018,93.38042049934296,52.94117647058824,1610612761,63,66,2023-10-28T02:17:34Z,4510000,False,15.0,10.0,1,right,MISS G. Trent Jr. running Layup - blocked,"[1629018, 1628470]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,Craig,1628470.0,,,,
461,PT00M42.10S,2023-10-28T01:47:51.2Z,3,REGULAR,block,,[],1628470,,,1610612761,63,66,2023-10-28T01:47:54Z,4520000,False,,,0,,T. Craig BLOCK (1 BLK),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
462,PT00M38.10S,2023-10-28T01:47:55.2Z,3,REGULAR,rebound,offensive,[],1630173,,,1610612761,63,66,2023-10-28T01:47:55Z,4530000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,460.0,6.0,5.0,1.0,,,,,,,,,,,,,,
463,PT00M32.50S,2023-10-28T01:48:01.5Z,3,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,63,66,2023-10-28T01:48:06Z,4540000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (5 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,,,,,,,,5.0,,,1627962.0,,,,,,,,,
464,PT00M32.50S,2023-10-28T01:48:04.4Z,3,REGULAR,substitution,out,[],1629632,,,1610612741,63,66,2023-10-28T01:48:22Z,4550000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT00M32.50S,2023-10-28T01:48:04.4Z,3,REGULAR,substitution,out,[],1627936,,,1610612741,63,66,2023-10-28T01:48:22Z,4560000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
