actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M22.00S,2024-04-10T00:12:54.5Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,2,4,2024-04-10T00:12:56Z,170000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M17.00S,2024-04-10T00:13:01.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628973,92.9862023653088,46.07843137254902,1610612752,2,6,2024-04-10T00:13:06Z,180000,False,-20.0,13.0,1,right,J. Brunson running Layup (2 PTS),[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.37,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M17.00S,2024-04-10T00:13:05.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,2,6,2024-04-10T00:13:05Z,190000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M03.00S,2024-04-10T00:16:13.3Z,1,REGULAR,3pt,Jump Shot,[],1627936,28.728646517739815,74.75490196078431,1610612741,5,6,2024-04-10T00:16:16Z,200000,False,-124.0,218.0,1,left,A. Caruso 25' 3PT  (3 PTS) (D. DeRozan 1 AST),"[1627936, 201942]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,25.03,Made,3.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
22,PT09M40.00S,2024-04-10T00:16:35.3Z,1,REGULAR,3pt,Jump Shot,[],1628384,94.43166885676742,3.1862745098039214,1610612752,5,9,2024-04-10T00:16:41Z,220000,False,-234.0,0.0,1,right,O. Anunoby 3PT  (7 PTS) (I. Hartenstein 1 AST),"[1628384, 1628392]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.41,Made,7.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,,,,
24,PT09M22.00S,2024-04-10T00:16:54.7Z,1,REGULAR,3pt,Jump Shot,[],1629750,8.360709592641262,3.6764705882352944,1610612741,5,9,2024-04-10T00:16:59Z,240000,False,232.0,26.0,1,left,MISS J. Green 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.31,Missed,,,,,,,,,,,,,,,,,,
25,PT09M18.00S,2024-04-10T00:16:58.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,5,9,2024-04-10T00:16:59Z,250000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,
27,PT08M58.00S,2024-04-10T00:17:35.0Z,1,REGULAR,2pt,Jump Shot,[],1628978,94.1688567674113,74.75490196078431,1610612752,5,9,2024-04-10T00:17:41Z,270000,False,124.0,2.0,1,right,MISS D. DiVincenzo 12' pullup Shot,[1628978],1610612752.0,NYK,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Right,12.38,Missed,,,,,,,,,,,,,,,,,,
28,PT08M56.00S,2024-04-10T00:17:37.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,5,9,2024-04-10T00:17:41Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,27.0,,,,,,,,,,,
30,PT08M46.00S,2024-04-10T00:18:05.2Z,1,REGULAR,turnover,backcourt,[],1628384,,,1610612752,5,9,2024-04-10T00:18:12Z,300000,False,,,0,,O. Anunoby backcourt TURNOVER (1 TO),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,,,,,,,1627534.0,1.0,,,,,,,,,,,,
31,PT08M35.00S,2024-04-10T00:18:32.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1629750,5.863994743758213,52.69607843137255,1610612741,7,9,2024-04-10T00:19:13Z,310000,False,-13.0,3.0,1,left,J. Green Layup (2 PTS) (D. DeRozan 2 AST),"[1629750, 201942]",1610612741.0,CHI,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.37,Made,2.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,
33,PT08M35.00S,2024-04-10T00:18:36.5Z,1,REGULAR,violation,defensive goaltending,[],1628392,,,1610612741,7,9,2024-04-10T00:18:43Z,330000,False,,,0,,I. Hartenstein defensive goaltending VIOLATION,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,200834.0,,,,,,,,,,,,,
34,PT08M19.00S,2024-04-10T00:19:04.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,94.03745072273325,50.98039215686274,1610612752,7,11,2024-04-10T00:19:10Z,340000,False,5.0,4.0,1,right,O. Anunoby driving DUNK (9 PTS) (J. Hart 1 AST),"[1628384, 1628404]",1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.6,Made,9.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
36,PT08M10.00S,2024-04-10T00:19:17.6Z,1,REGULAR,3pt,Jump Shot,[],1629632,33.196452036793694,37.254901960784316,1610612741,10,11,2024-04-10T00:19:29Z,360000,False,64.0,260.0,1,left,C. White 26' 3PT pullup (5 PTS),[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Above the Break 3,24+ Center,26.72,Made,5.0,,,,,,,,,,,,,,,,,
37,PT08M01.00S,2024-04-10T00:19:29.2Z,1,REGULAR,foul,personal,['2freethrow'],202696,,,1610612752,10,11,2024-04-10T00:19:59Z,370000,False,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Brunson 2 FT),"[202696, 1628973]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,,,,,,1.0,0.0,Brunson,1628973.0,,,,
39,PT08M01.00S,2024-04-10T00:20:01.6Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,10,12,2024-04-10T00:20:01Z,390000,False,,,0,,J. Brunson Free Throw 1 of 2 (3 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
40,PT08M01.00S,2024-04-10T00:20:16.4Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,10,13,2024-04-10T00:20:16Z,400000,False,,,0,,J. Brunson Free Throw 2 of 2 (4 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
41,PT07M49.00S,2024-04-10T00:20:29.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,18.791064388961892,51.49356617647059,1610612741,10,13,2024-04-10T00:20:36Z,410000,False,-7.0,124.0,1,left,MISS C. White 12' turnaround fadeaway Shot,[1629632],1610612741.0,CHI,turnaround fadeaway,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,12.43,Missed,,,,,,,,,,,,,,,,,,
42,PT07M47.00S,2024-04-10T00:20:31.8Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,10,13,2024-04-10T00:20:36Z,420000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,41.0,3.0,3.0,0.0,,,,,,,,
43,PT07M44.00S,2024-04-10T00:20:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,84.05059132720105,60.049019607843135,1610612752,10,13,2024-04-10T00:21:01Z,430000,False,50.0,97.0,1,right,MISS J. Brunson 10' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,10.96,Missed,,,,,,,,,,,,,,,,,,
44,PT07M40.00S,2024-04-10T00:20:39.1Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,10,13,2024-04-10T00:20:44Z,440000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,
45,PT07M31.00S,2024-04-10T00:20:47.3Z,1,REGULAR,turnover,lost ball,[],201942,,,1610612741,10,13,2024-04-10T00:20:53Z,450000,False,,,0,,D. DeRozan lost ball TURNOVER (2 TO),"[201942, 1628973]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,,,,,,,,,Brunson,1628973.0,,
46,PT07M31.00S,2024-04-10T00:20:47.3Z,1,REGULAR,steal,,[],1628973,,,1610612752,10,13,2024-04-10T00:20:49Z,460000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M26.00S,2024-04-10T00:20:52.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628978,93.9060446780552,49.754901960784316,1610612752,10,15,2024-04-10T00:20:57Z,470000,False,-1.0,5.0,1,right,D. DiVincenzo running Layup (2 PTS) (J. Brunson 2 AST),"[1628978, 1628973]",1610612752.0,NYK,running,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,0.49,Made,2.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,
49,PT07M11.00S,2024-04-10T00:21:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,7.440867279894875,49.01960784313725,1610612741,10,15,2024-04-10T00:21:12Z,490000,False,5.0,17.0,1,left,MISS A. Caruso driving Layup,[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,1.81,Missed,,,,,,,,,,,,,,,,,,
50,PT07M10.00S,2024-04-10T00:21:08.8Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,10,15,2024-04-10T00:21:12Z,500000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,
51,PT07M06.00S,2024-04-10T00:21:13.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,74.19513797634691,16.911764705882355,1610612752,10,15,2024-04-10T00:21:20Z,510000,False,-165.0,190.0,1,right,MISS D. DiVincenzo 25' running 3PT,[1628978],1610612752.0,NYK,running,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.2,Missed,,,,,,,,,,,,,,,,,,
52,PT07M01.00S,2024-04-10T00:21:18.0Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,10,15,2024-04-10T00:21:20Z,520000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,
53,PT06M51.00S,2024-04-10T00:21:27.5Z,1,REGULAR,2pt,Jump Shot,[],201942,24.52365308804205,32.84313725490196,1610612741,10,15,2024-04-10T00:21:31Z,530000,False,86.0,178.0,1,left,MISS D. DeRozan 19' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,19.76,Missed,,,,,,,,,,,,,,,,,,
54,PT06M50.00S,2024-04-10T00:21:28.5Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,10,15,2024-04-10T00:21:31Z,540000,False,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,53.0,4.0,4.0,0.0,,,,,,,,
55,PT06M47.00S,2024-04-10T00:21:37.2Z,1,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612752,10,15,2024-04-10T00:21:44Z,550000,False,,,0,,J. Hart bad pass out-of-bounds TURNOVER (1 TO),[1628404],1610612752.0,NYK,bad pass,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,,,,,,,1204.0,1.0,,,,,,,,,,,,
56,PT06M32.00S,2024-04-10T00:21:57.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202696,13.091327201051248,49.26470588235294,1610612741,12,15,2024-04-10T00:22:02Z,560000,False,4.0,71.0,1,left,N. Vucevic 7' floating Jump Shot (2 PTS) (A. Caruso 1 AST),"[202696, 1627936]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.07,Made,2.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,,
58,PT06M09.00S,2024-04-10T00:22:20.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628978,93.9060446780552,50.245098039215684,1610612752,12,17,2024-04-10T00:22:24Z,580000,False,1.0,5.0,1,right,D. DiVincenzo cutting DUNK (4 PTS) (J. Brunson 3 AST),"[1628978, 1628973]",1610612752.0,NYK,cutting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,0.49,Made,4.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,,,,
60,PT05M57.00S,2024-04-10T00:22:42.6Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612741,12,17,2024-04-10T00:23:12Z,600000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1628384, 201942]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right,,,,,,,1627534.0,,,,,,1.0,0.0,DeRozan,201942.0,,,,
62,PT05M57.00S,2024-04-10T00:23:24.7Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,13,17,2024-04-10T00:23:24Z,620000,False,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
63,PT05M57.00S,2024-04-10T00:23:29.2Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,13,17,2024-04-10T00:23:41Z,630000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M57.00S,2024-04-10T00:23:29.2Z,1,REGULAR,substitution,out,[],1628392,,,1610612741,13,17,2024-04-10T00:23:41Z,640000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M57.00S,2024-04-10T00:23:29.2Z,1,REGULAR,substitution,in,[],1628975,,,1610612741,13,17,2024-04-10T00:23:41Z,650000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M57.00S,2024-04-10T00:23:29.2Z,1,REGULAR,substitution,in,[],1629011,,,1610612741,13,17,2024-04-10T00:23:41Z,660000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M57.00S,2024-04-10T00:23:52.5Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,14,17,2024-04-10T00:23:52Z,670000,False,,,0,,D. DeRozan Free Throw 2 of 2 (2 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
68,PT05M41.00S,2024-04-10T00:24:08.7Z,1,REGULAR,2pt,Jump Shot,[],1628973,77.7431011826544,33.82352941176471,1610612752,14,17,2024-04-10T00:24:26Z,680000,False,-81.0,157.0,1,right,MISS J. Brunson 17' turnaround Shot,[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,17.64,Missed,,,,,,,,,,,,,,,,,,
69,PT05M38.00S,2024-04-10T00:24:11.7Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,14,17,2024-04-10T00:24:14Z,690000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,,68.0,3.0,3.0,0.0,,,,,,,,
70,PT05M28.00S,2024-04-10T00:24:22.2Z,1,REGULAR,3pt,Jump Shot,[],1628975,29.6484888304862,72.30392156862744,1610612741,14,17,2024-04-10T00:25:51Z,700000,False,-112.0,226.0,1,left,MISS J. Carter 25' pullup 3PT,[1628975],1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
71,PT05M25.00S,2024-04-10T00:24:25.2Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,14,17,2024-04-10T00:24:28Z,710000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,
72,PT05M13.00S,2024-04-10T00:24:36.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,86.94152431011827,44.11764705882353,1610612752,14,19,2024-04-10T00:24:40Z,720000,False,-29.0,70.0,1,right,J. Hart 7' driving floating Jump Shot (2 PTS) (D. DiVincenzo 2 AST),"[1628404, 1628978]",1610612752.0,NYK,driving floating,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,7.61,Made,2.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,,,,,
74,PT04M58.00S,2024-04-10T00:24:52.5Z,1,REGULAR,3pt,Jump Shot,[],1628975,27.94021024967148,78.43137254901961,1610612741,14,19,2024-04-10T00:24:57Z,740000,False,-142.0,210.0,1,left,MISS J. Carter 25' pullup 3PT,[1628975],1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,,
75,PT04M56.00S,2024-04-10T00:24:54.5Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,14,19,2024-04-10T00:24:57Z,750000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,
76,PT04M50.00S,2024-04-10T00:24:59.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,68.9388961892247,68.38235294117648,1610612752,14,22,2024-04-10T00:25:04Z,760000,False,92.0,239.0,1,right,J. Brunson 25' 3PT running pullup (7 PTS),[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.65,Made,7.0,,,,,,,,,,,,,,,,,
77,PT04M38.00S,2024-04-10T00:25:12.1Z,1,REGULAR,3pt,Jump Shot,[],1628975,28.465834428383708,24.264705882352942,1610612741,17,22,2024-04-10T00:25:16Z,770000,False,129.0,215.0,1,left,J. Carter 25' 3PT  (3 PTS) (A. Caruso 2 AST),"[1628975, 1627936]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,25.07,Made,3.0,A. Caruso,1627936.0,2.0,,,,,,,,,,,,,,
79,PT04M26.00S,2024-04-10T00:25:24.3Z,1,REGULAR,3pt,Jump Shot,[],1628978,81.15965834428384,92.64705882352942,1610612752,17,25,2024-04-10T00:25:29Z,790000,False,213.0,125.0,1,right,D. DiVincenzo 24' 3PT  (7 PTS) (J. Brunson 4 AST),"[1628978, 1628973]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,24.69,Made,7.0,J. Brunson,1628973.0,4.0,,,,,,,,,,,,,,
81,PT04M14.00S,2024-04-10T00:25:37.0Z,1,REGULAR,3pt,Jump Shot,[],1628975,28.991458607095925,72.54901960784314,1610612741,17,25,2024-04-10T00:25:41Z,810000,False,-113.0,220.0,1,left,MISS J. Carter 24' 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,24.72,Missed,,,,,,,,,,,,,,,,,,
82,PT04M09.00S,2024-04-10T00:25:42.0Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,17,25,2024-04-10T00:25:41Z,820000,False,,,0,,J. Hart REBOUND (Off:0 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,81.0,5.0,5.0,0.0,,,,,,,,
83,PT04M01.00S,2024-04-10T00:25:50.6Z,1,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612752,17,25,2024-04-10T00:26:12Z,830000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Brunson 2 FT),"[1629750, 1628973]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,Mid-Range,8-16 Center,,,,,,,1204.0,,,,,,1.0,0.0,Brunson,1628973.0,,,,
85,PT04M01.00S,2024-04-10T00:26:22.3Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,17,26,2024-04-10T00:26:22Z,850000,False,,,0,,J. Brunson Free Throw 1 of 2 (8 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
86,PT04M01.00S,2024-04-10T00:26:23.2Z,1,REGULAR,substitution,out,[],1627936,,,1610612752,17,26,2024-04-10T00:26:38Z,860000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
