actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-04-06T00:10:30.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-06T00:10:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-04-06T00:10:32.9Z,1,REGULAR,jumpball,recovered,[],1630245,,,1610612741,0,0,2024-04-06T00:10:32Z,40000,False,,,0,,Jump Ball N. Vucevic vs. I. Hartenstein: Tip to A. Dosunmu,"[1630245, 202696, 1628392]",1610612741.0,CHI,startperiod,A. Dosunmu,1630245.0,Dosunmu,A. Dosunmu,Vucevic,202696.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2024-04-06T00:10:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.258212877792378,49.01960784313725,1610612741,2,0,2024-04-06T00:10:45Z,70000,False,5.0,6.0,1,left,A. Dosunmu driving finger roll Layup (2 PTS) (D. DeRozan 1 AST),"[1630245, 201942]",1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.8,Made,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2024-04-06T00:11:01.0Z,1,REGULAR,turnover,illegal-out-of-bounds-screen,[],1628978,,,1610612752,2,0,2024-04-06T00:11:24Z,90000,False,,,0,,D. DiVincenzo illegal-out-of-bounds-screen TURNOVER (1 TO),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1162.0,1.0,,,,,,,,,,,,
10,PT11M20.00S,2024-04-06T00:11:29.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630245,10.33180026281209,50.98039215686274,1610612741,4,0,2024-04-06T00:11:34Z,100000,False,-5.0,45.0,1,left,A. Dosunmu driving floating Jump Shot (4 PTS) (D. DeRozan 2 AST),"[1630245, 201942]",1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,4.49,Made,4.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,
12,PT10M56.00S,2024-04-06T00:11:55.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,82.60512483574244,51.225490196078425,1610612752,4,0,2024-04-06T00:11:59Z,120000,False,6.0,111.0,1,right,MISS I. Hartenstein 11' floating Shot,[1628392],1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,11.12,Missed,,,,,,,,,,,,,,,,,,
13,PT10M53.00S,2024-04-06T00:11:58.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,4,0,2024-04-06T00:11:59Z,130000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,
14,PT10M35.00S,2024-04-06T00:12:15.5Z,1,REGULAR,3pt,Jump Shot,[],1629632,33.210824572930356,65.21905637254902,1610612741,4,0,2024-04-06T00:12:22Z,140000,False,-76.0,260.0,1,left,MISS C. White 27' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,27.06,Missed,,,,,,,,,,,,,,,,,,
15,PT10M32.00S,2024-04-06T00:12:18.5Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,4,0,2024-04-06T00:12:22Z,150000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,
16,PT10M19.00S,2024-04-06T00:12:31.2Z,1,REGULAR,3pt,Jump Shot,[],1628978,68.28186596583443,69.85294117647058,1610612752,4,0,2024-04-06T00:12:36Z,160000,False,99.0,246.0,1,right,MISS D. DiVincenzo 26' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.5,Missed,,,,,,,,,,,,,,,,,,
17,PT10M16.00S,2024-04-06T00:12:34.2Z,1,REGULAR,rebound,offensive,[],1628973,,,1610612752,4,0,2024-04-06T00:12:36Z,170000,False,,,0,,J. Brunson REBOUND (Off:1 Def:0),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,
18,PT10M07.00S,2024-04-06T00:12:43.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628973,87.86136662286465,25.98039215686275,1610612752,4,2,2024-04-06T00:12:47Z,180000,False,-120.0,62.0,1,right,J. Brunson 13' turnaround fadeaway Jump Shot (2 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,13.5,Made,2.0,,,,,,,,,,,,,,,,,
19,PT09M55.00S,2024-04-06T00:12:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,9.411957950065702,41.42156862745098,1610612741,6,2,2024-04-06T00:13:07Z,190000,False,43.0,36.0,1,left,N. Vucevic driving finger roll Layup (2 PTS) (D. DeRozan 3 AST),"[202696, 201942]",1610612741.0,CHI,driving finger roll,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.6,Made,2.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,,
21,PT09M35.00S,2024-04-06T00:13:15.5Z,1,REGULAR,3pt,Jump Shot,[],1628978,66.83639947437582,26.715686274509803,1610612752,6,2,2024-04-06T00:13:20Z,210000,False,-116.0,259.0,1,right,MISS D. DiVincenzo 28' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,28.41,Missed,,,,,,,,,,,,,,,,,,
22,PT09M33.00S,2024-04-06T00:13:17.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,6,2,2024-04-06T00:13:35Z,220000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,
23,PT09M25.00S,2024-04-06T00:13:25.8Z,1,REGULAR,3pt,Jump Shot,[],1630245,28.33442838370565,22.058823529411764,1610612741,9,2,2024-04-06T00:14:13Z,230000,False,140.0,214.0,1,left,A. Dosunmu 25' 3PT pullup (7 PTS),[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,25.54,Made,7.0,,,,,,,,,,,,,,,,,
24,PT09M05.00S,2024-04-06T00:13:46.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,72.48685939553219,80.88235294117648,1610612752,9,2,2024-04-06T00:14:47Z,240000,False,154.0,206.0,1,right,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
25,PT09M00.00S,2024-04-06T00:13:50.3Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,9,2,2024-04-06T00:13:50Z,250000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,,,24.0,2.0,1.0,1.0,,,,,,,,
26,PT09M00.00S,2024-04-06T00:13:50.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628392,94.40999984741211,50.0,1610612752,9,4,2024-04-06T00:13:55Z,260000,False,0.0,0.0,1,right,I. Hartenstein putback DUNK (2 PTS),[1628392],1610612752.0,NYK,putback,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
27,PT08M48.00S,2024-04-06T00:14:01.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,13.354139290407357,52.94117647058824,1610612741,9,4,2024-04-06T00:15:11Z,270000,False,-15.0,73.0,1,left,MISS N. Vucevic 7' floating Shot,[202696],1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.45,Missed,,,,,,,,,,,,,,,,,,
28,PT08M45.00S,2024-04-06T00:14:04.8Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,9,4,2024-04-06T00:14:41Z,280000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,27.0,3.0,2.0,1.0,,,,,,,,
29,PT08M45.00S,2024-04-06T00:14:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,5.590000152587891,50.0,1610612741,9,4,2024-04-06T00:14:05Z,290000,False,0.0,0.0,1,left,MISS N. Vucevic tip Layup,[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
30,PT08M44.00S,2024-04-06T00:14:06.6Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,9,4,2024-04-06T00:14:06Z,300000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,,,,,,,,,29.0,4.0,2.0,2.0,,,,,,,,
31,PT08M44.00S,2024-04-06T00:14:06.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,5.590000152587891,50.0,1610612741,9,4,2024-04-06T00:14:06Z,310000,False,0.0,0.0,1,left,MISS N. Vucevic tip Layup,[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
32,PT08M43.00S,2024-04-06T00:14:07.4Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,9,4,2024-04-06T00:14:07Z,320000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,
33,PT08M36.00S,2024-04-06T00:14:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.51182654402102,54.166666666666664,1610612752,9,6,2024-04-06T00:14:20Z,330000,False,21.0,8.0,1,right,O. Anunoby driving Layup (2 PTS) (D. DiVincenzo 1 AST),"[1628384, 1628978]",1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.25,Made,2.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,,,,
35,PT08M11.00S,2024-04-06T00:14:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.995400788436268,48.77450980392157,1610612741,11,6,2024-04-06T00:14:53Z,350000,False,6.0,4.0,1,left,N. Vucevic cutting Layup (4 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.72,Made,4.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,,
37,PT07M56.00S,2024-04-06T00:14:59.1Z,1,REGULAR,foul,personal,[],1629632,,,1610612752,11,6,2024-04-06T00:15:07Z,370000,False,,,0,,C. White personal FOUL (1 PF),"[1629632, 1628978]",1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201245.0,,,,,,1.0,0.0,DiVincenzo,1628978.0,,,,
39,PT07M47.00S,2024-04-06T00:15:20.8Z,1,REGULAR,3pt,Jump Shot,[],1628384,94.56307490144546,4.901960784313726,1610612752,11,6,2024-04-06T00:15:25Z,390000,False,-225.0,-1.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
40,PT07M44.00S,2024-04-06T00:15:23.8Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,11,6,2024-04-06T00:15:25Z,400000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,
