actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT05M33.00S,2024-03-17T00:25:18.0Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,15,10,2024-03-17T00:25:19Z,850000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT05M26.00S,2024-03-17T00:25:30.9Z,1,REGULAR,foul,personal,['2freethrow'],1641931,,,1610612764,15,10,2024-03-17T00:25:41Z,860000,False,,,0,,O. Bitim shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1641931, 1641731]",1610612741.0,CHI,shooting,,,Bitim,O. Bitim,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2002.0,,,,1.0,0.0,Coulibaly,1641731.0,,,,,
89,PT05M26.00S,2024-03-17T00:25:56.5Z,1,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,15,11,2024-03-17T00:26:21Z,880000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (2 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
90,PT05M26.00S,2024-03-17T00:25:57.2Z,1,REGULAR,substitution,out,[],1628470,,,1610612764,15,11,2024-03-17T00:25:59Z,890000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M26.00S,2024-03-17T00:25:57.2Z,1,REGULAR,substitution,in,[],1627936,,,1610612764,15,11,2024-03-17T00:25:59Z,900000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M26.00S,2024-03-17T00:25:56.5Z,1,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,15,11,2024-03-17T00:26:21Z,910000,False,,,0,,MISS B. Coulibaly Free Throw 2 of 2,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
93,PT05M24.00S,2024-03-17T00:25:58.5Z,1,REGULAR,rebound,defensive,[],1641931,,,1610612741,15,11,2024-03-17T00:26:21Z,920000,False,,,0,,O. Bitim REBOUND (Off:0 Def:1),[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
94,PT05M07.00S,2024-03-17T00:26:40.1Z,1,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612741,15,11,2024-03-17T00:26:47Z,930000,False,,,0,,R. Holmes shooting personal FOUL (2 PF) (Vucevic 2 FT),"[1626158, 202696]",1610612764.0,WAS,shooting,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,,,,,,,,2002.0,,,,2.0,0.0,Vucevic,202696.0,,,,,
96,PT05M07.00S,2024-03-17T00:27:03.7Z,1,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,16,11,2024-03-17T00:27:03Z,950000,False,,,0,,N. Vucevic Free Throw 1 of 2 (9 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
97,PT05M07.00S,2024-03-17T00:27:21.2Z,1,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,17,11,2024-03-17T00:27:21Z,960000,False,,,0,,N. Vucevic Free Throw 2 of 2 (10 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
98,PT04M45.00S,2024-03-17T00:27:49.1Z,1,REGULAR,3pt,Jump Shot,[],1630551,95.48291721419186,3.431372549019608,1610612764,17,11,2024-03-17T00:27:54Z,970000,False,-233.0,-10.0,1,right,MISS J. Champagnie 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,,
99,PT04M42.00S,2024-03-17T00:27:52.1Z,1,REGULAR,rebound,defensive,[],1641931,,,1610612741,17,11,2024-03-17T00:27:54Z,980000,False,,,0,,O. Bitim REBOUND (Off:0 Def:2),[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Left Corner 3,24+ Left,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,,,
100,PT04M33.00S,2024-03-17T00:28:00.3Z,1,REGULAR,2pt,Jump Shot,[],202696,16.90210249671485,19.607843137254903,1610612741,19,11,2024-03-17T00:28:04Z,990000,False,152.0,106.0,1,left,N. Vucevic 18' Jump Shot (12 PTS) (J. Carter 1 AST),"[202696, 1628975]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Right,18.55,Made,,,,,12.0,,J. Carter,1628975.0,1.0,,,,,,,,,
102,PT04M24.00S,2024-03-17T00:28:08.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641731,92.85479632063075,50.245098039215684,1610612764,19,13,2024-03-17T00:28:14Z,1010000,False,1.0,15.0,1,right,B. Coulibaly alley-oop DUNK (4 PTS) (J. Poole 3 AST),"[1641731, 1629673]",1610612764.0,WAS,alley-oop,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,4.0,,J. Poole,1629673.0,3.0,,,,,,,,,
104,PT04M14.00S,2024-03-17T00:28:22.7Z,1,REGULAR,turnover,out-of-bounds,[],1628975,,,1610612741,19,13,2024-03-17T00:29:02Z,1030000,False,,,0,,J. Carter bad pass out-of-bounds TURNOVER (1 TO),[1628975],1610612741.0,CHI,bad pass,,,Carter,J. Carter,,,,,Mid-Range,16-24 Center,,,,,,,,202058.0,,,,,,,,1.0,,,,
105,PT04M14.00S,2024-03-17T00:28:28.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,19,13,2024-03-17T00:28:28Z,1040000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M14.00S,2024-03-17T00:30:58.1Z,1,REGULAR,substitution,out,[],1629673,,,1610612764,19,13,2024-03-17T00:31:13Z,1050000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M14.00S,2024-03-17T00:30:58.1Z,1,REGULAR,substitution,out,[],1626158,,,1610612764,19,13,2024-03-17T00:31:13Z,1060000,False,,,0,,SUB out: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M14.00S,2024-03-17T00:30:58.1Z,1,REGULAR,substitution,in,[],1630647,,,1610612764,19,13,2024-03-17T00:31:13Z,1070000,False,,,0,,SUB in: E. Omoruyi,[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M14.00S,2024-03-17T00:30:58.1Z,1,REGULAR,substitution,in,[],1630215,,,1610612764,19,13,2024-03-17T00:31:13Z,1080000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M02.00S,2024-03-17T00:31:33.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630551,86.81011826544021,94.85294117647058,1610612764,19,16,2024-03-17T00:31:38Z,1090000,False,224.0,71.0,1,right,J. Champagnie 3PT  (3 PTS) (K. Kuzma 1 AST),"[1630551, 1628398]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,23.54,Made,,,,,3.0,,K. Kuzma,1628398.0,1.0,,,,,,,,,
112,PT03M42.00S,2024-03-17T00:31:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.258212877792378,50.245098039215684,1610612741,21,16,2024-03-17T00:32:09Z,1110000,False,-1.0,6.0,1,left,A. Dosunmu driving finger roll Layup (4 PTS) (N. Vucevic 1 AST),"[1630245, 202696]",1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,4.0,,N. Vucevic,202696.0,1.0,,,,,,,,,
113,PT03M28.00S,2024-03-17T00:32:06.4Z,1,REGULAR,3pt,Jump Shot,[],1641731,91.5407358738502,3.6764705882352944,1610612764,21,16,2024-03-17T00:32:41Z,1120000,False,-232.0,27.0,1,right,MISS B. Coulibaly 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Left Corner 3,24+ Left,23.32,Missed,,,,,,,,,,,,,,,,,,
114,PT03M25.00S,2024-03-17T00:32:09.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,21,16,2024-03-17T00:32:12Z,1130000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,,,113.0,5.0,5.0,0.0,,,,,,,,,,,,,,
115,PT03M17.00S,2024-03-17T00:32:18.6Z,1,REGULAR,3pt,Jump Shot,[],1627936,28.86005256241787,27.696078431372552,1610612741,24,16,2024-03-17T00:32:23Z,1140000,False,112.0,219.0,1,left,A. Caruso 24' 3PT  (7 PTS) (A. Dosunmu 2 AST),"[1627936, 1630245]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,24.56,Made,,,,,7.0,,A. Dosunmu,1630245.0,2.0,,,,,,,,,
117,PT03M00.00S,2024-03-17T00:32:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.64323258869908,54.166666666666664,1610612764,24,16,2024-03-17T00:32:39Z,1160000,False,21.0,7.0,1,right,MISS K. Kuzma driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
118,PT02M58.00S,2024-03-17T00:32:36.8Z,1,REGULAR,rebound,defensive,[],1641931,,,1610612741,24,16,2024-03-17T00:32:36Z,1170000,False,,,0,,O. Bitim REBOUND (Off:0 Def:3),[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Restricted Area,0-8 Center,,,117.0,3.0,3.0,0.0,,,,,,,,,,,,,,
119,PT02M49.00S,2024-03-17T00:32:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.601182654402102,47.05882352941176,1610612741,26,16,2024-03-17T00:32:50Z,1180000,False,15.0,0.0,1,left,N. Vucevic cutting Layup (14 PTS) (A. Dosunmu 3 AST),"[202696, 1630245]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,14.0,,A. Dosunmu,1630245.0,3.0,,,,,,,,,
121,PT02M36.00S,2024-03-17T00:33:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,93.64323258869908,51.9607843137255,1610612764,26,16,2024-03-17T00:33:05Z,1200000,False,10.0,7.0,1,right,MISS J. Butler driving Layup,[1630215],1610612764.0,WAS,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,,,
122,PT02M32.00S,2024-03-17T00:33:02.9Z,1,REGULAR,rebound,offensive,[],1641731,,,1610612764,26,16,2024-03-17T00:33:02Z,1210000,False,,,0,,B. Coulibaly REBOUND (Off:2 Def:4),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,121.0,6.0,4.0,2.0,,,,,,,,,,,,,,
123,PT02M32.00S,2024-03-17T00:33:02.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641731,94.40999984741211,50.0,1610612764,26,18,2024-03-17T00:33:02Z,1220000,False,0.0,0.0,1,right,B. Coulibaly putback DUNK (6 PTS),[1641731],1610612764.0,WAS,putback,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,6.0,,,,,,,,,,,,,
124,PT02M19.00S,2024-03-17T00:33:16.9Z,1,REGULAR,3pt,Jump Shot,[],1630245,30.962549277266753,64.4607843137255,1610612741,26,18,2024-03-17T00:33:21Z,1230000,False,-72.0,239.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,24.92,Missed,,,,,,,,,,,,,,,,,,
125,PT02M17.00S,2024-03-17T00:33:18.9Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,26,18,2024-03-17T00:33:21Z,1240000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,,,
126,PT02M10.00S,2024-03-17T00:33:25.4Z,1,REGULAR,turnover,bad pass,[],1630551,,,1610612764,26,18,2024-03-17T00:33:29Z,1250000,False,,,0,,J. Champagnie bad pass TURNOVER (1 TO),"[1630551, 1630245]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1.0,Dosunmu,1630245.0,,
127,PT02M10.00S,2024-03-17T00:33:25.4Z,1,REGULAR,steal,,[],1630245,,,1610612741,26,18,2024-03-17T00:49:46Z,1260000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
128,PT01M53.00S,2024-03-17T00:33:41.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202696,7.046649145860711,49.50980392156863,1610612741,28,18,2024-03-17T00:34:48Z,1270000,False,2.0,14.0,1,left,N. Vucevic driving floating Jump Shot (16 PTS),[202696],1610612741.0,CHI,driving floating,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,16.0,,,,,,,,,,,,,
129,PT01M32.00S,2024-03-17T00:34:08.2Z,1,REGULAR,foul,personal,[],1627936,,,1610612764,28,18,2024-03-17T00:34:12Z,1280000,False,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 1628398]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Right Center,,,,,,,,2002.0,,,,1.0,0.0,Kuzma,1628398.0,,,,,
131,PT01M32.00S,2024-03-17T00:34:13.0Z,1,REGULAR,substitution,out,[],202696,,,1610612764,28,18,2024-03-17T00:34:18Z,1300000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M32.00S,2024-03-17T00:34:13.0Z,1,REGULAR,substitution,out,[],1630245,,,1610612764,28,18,2024-03-17T00:34:18Z,1310000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M32.00S,2024-03-17T00:34:13.0Z,1,REGULAR,substitution,in,[],201942,,,1610612764,28,18,2024-03-17T00:34:18Z,1320000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M32.00S,2024-03-17T00:34:13.0Z,1,REGULAR,substitution,in,[],203083,,,1610612764,28,18,2024-03-17T00:34:18Z,1330000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M32.00S,2024-03-17T00:34:21.0Z,1,REGULAR,substitution,out,[],1641731,,,1610612764,28,18,2024-03-17T00:34:29Z,1340000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M32.00S,2024-03-17T00:34:21.0Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,28,18,2024-03-17T00:34:29Z,1350000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M32.00S,2024-03-17T00:34:49.1Z,1,REGULAR,turnover,5-second-violation,['team'],0,,,1610612764,28,18,2024-03-17T00:34:55Z,1360000,False,,,0,,WAS 5-second-violation Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,2002.0,,,,,,,,,,,,
138,PT01M19.00S,2024-03-17T00:35:06.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203083,10.85742444152431,48.03921568627451,1610612741,30,18,2024-03-17T00:35:10Z,1370000,False,10.0,50.0,1,left,A. Drummond Hook (2 PTS) (A. Caruso 2 AST),"[203083, 1627936]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,,,,,2.0,,A. Caruso,1627936.0,2.0,,,,,,,,,
140,PT01M04.00S,2024-03-17T00:35:21.4Z,1,REGULAR,3pt,Jump Shot,[],1630215,66.5735873850197,61.274509803921575,1610612764,30,18,2024-03-17T00:35:26Z,1390000,False,56.0,262.0,1,right,MISS J. Butler 26' 3PT,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,26.77,Missed,,,,,,,,,,,,,,,,,,
141,PT01M00.00S,2024-03-17T00:35:25.4Z,1,REGULAR,rebound,offensive,[],1630647,,,1610612764,30,18,2024-03-17T00:35:26Z,1400000,False,,,0,,E. Omoruyi REBOUND (Off:1 Def:0),[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,Above the Break 3,24+ Center,,,140.0,1.0,0.0,1.0,,,,,,,,,,,,,,
142,PT01M00.00S,2024-03-17T00:35:27.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203083,,,1610612764,30,18,2024-03-17T00:35:56Z,1410000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Omoruyi 2 FT),"[203083, 1630647]",1610612741.0,CHI,shooting,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202058.0,,,,1.0,0.0,Omoruyi,1630647.0,,,,,
144,PT01M00.00S,2024-03-17T00:35:57.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630647,,,1610612764,30,18,2024-03-17T00:35:57Z,1430000,False,,,0,,MISS E. Omoruyi Free Throw 1 of 2,[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
145,PT01M00.00S,2024-03-17T00:35:57.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,30,18,2024-03-17T00:35:57Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,
146,PT01M00.00S,2024-03-17T00:36:13.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630647,,,1610612764,30,19,2024-03-17T00:36:13Z,1450000,False,,,0,,E. Omoruyi Free Throw 2 of 2 (1 PTS),[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
147,PT00M37.30S,2024-03-17T00:36:41.6Z,1,REGULAR,3pt,Jump Shot,[],1628975,28.728646517739815,25.98039215686275,1610612741,30,19,2024-03-17T00:36:48Z,1460000,False,120.0,218.0,1,left,MISS J. Carter 24' step back 3PT,[1628975],1610612741.0,CHI,step back,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,
148,PT00M36.10S,2024-03-17T00:36:42.8Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,30,19,2024-03-17T00:36:48Z,1470000,False,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,147.0,1.0,0.0,1.0,,,,,,,,,,,,,,
149,PT00M36.10S,2024-03-17T00:36:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612741,32,19,2024-03-17T00:36:44Z,1480000,False,0.0,0.0,1,left,A. Drummond tip Layup (4 PTS),[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,4.0,,,,,,,,,,,,,
150,PT00M29.50S,2024-03-17T00:36:52.0Z,1,REGULAR,turnover,out-of-bounds,[],1630215,,,1610612764,32,19,2024-03-17T00:36:57Z,1490000,False,,,0,,J. Butler bad pass out-of-bounds TURNOVER (1 TO),[1630215],1610612764.0,WAS,bad pass,,,Butler,J. Butler,,,,,Mid-Range,16-24 Center,,,,,,,,202058.0,,,,,,,,1.0,,,,
151,PT00M08.80S,2024-03-17T00:37:22.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641931,6.521024967148489,95.58823529411765,1610612741,32,19,2024-03-17T00:38:37Z,1500000,False,-228.0,9.0,1,left,MISS O. Bitim 3PT - blocked,"[1641931, 1630551]",1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,,,,Champagnie,1630551.0
152,PT00M08.80S,2024-03-17T00:37:22.3Z,1,REGULAR,block,,[],1630551,,,1610612741,32,19,2024-03-17T00:37:24Z,1510000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
153,PT00M07.30S,2024-03-17T00:37:23.8Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,32,19,2024-03-17T00:38:37Z,1520000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,,
154,PT00M02.20S,2024-03-17T00:37:27.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,64.86530880420499,21.568627450980394,1610612764,32,19,2024-03-17T00:39:25Z,1530000,False,-142.0,278.0,1,right,MISS C. Kispert 31' running 3PT,[1630557],1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,31.21,Missed,,,,,,,,,,,,,,,,,,
155,PT00M00.30S,2024-03-17T00:37:29.3Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,32,19,2024-03-17T00:39:25Z,1540000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,,
156,PT00M00.00S,2024-03-17T00:37:31.3Z,1,REGULAR,period,end,[],0,,,1610612741,32,19,2024-03-17T00:37:31Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-03-17T00:39:34.7Z,2,REGULAR,substitution,out,['startperiod'],1630215,,,1610612741,32,19,2024-03-17T00:40:00Z,1560000,False,,,0,,SUB out: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-03-17T00:39:34.7Z,2,REGULAR,substitution,out,['startperiod'],1628398,,,1610612741,32,19,2024-03-17T00:40:00Z,1570000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-03-17T00:39:34.7Z,2,REGULAR,substitution,out,['startperiod'],1630647,,,1610612741,32,19,2024-03-17T00:40:00Z,1580000,False,,,0,,SUB out: E. Omoruyi,[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-03-17T00:39:34.7Z,2,REGULAR,substitution,out,['startperiod'],1630551,,,1610612741,32,19,2024-03-17T00:40:00Z,1590000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-03-17T00:39:34.7Z,2,REGULAR,substitution,in,['startperiod'],1629673,,,1610612741,32,19,2024-03-17T00:40:00Z,1600000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-03-17T00:39:34.7Z,2,REGULAR,substitution,in,['startperiod'],1631098,,,1610612741,32,19,2024-03-17T00:40:00Z,1610000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-03-17T00:39:34.7Z,2,REGULAR,substitution,in,['startperiod'],1631116,,,1610612741,32,19,2024-03-17T00:40:00Z,1620000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-03-17T00:39:34.7Z,2,REGULAR,substitution,in,['startperiod'],1626158,,,1610612741,32,19,2024-03-17T00:40:00Z,1630000,False,,,0,,SUB in: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-03-17T00:40:12.2Z,2,REGULAR,period,start,[],0,,,1610612741,32,19,2024-03-17T00:40:12Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M47.00S,2024-03-17T00:40:24.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,5.338370565045992,49.26470588235294,1610612741,34,19,2024-03-17T00:40:28Z,1650000,False,4.0,-2.0,1,left,A. Drummond DUNK (6 PTS) (D. DeRozan 2 AST),"[203083, 201942]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,6.0,,D. DeRozan,201942.0,2.0,,,,,,,,,
