actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-19T00:10:20.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-19T00:10:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-03-19T00:10:24.2Z,1,REGULAR,jumpball,recovered,[],1631200,,,1610612757,0,0,2024-03-19T00:10:24Z,40000,False,,,0,,Jump Ball D. Ayton vs. N. Vucevic: Tip to K. Murray,"[1631200, 1629028, 202696]",1610612757.0,POR,startperiod,K. Murray,1631200.0,Murray,K. Murray,Ayton,1629028.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-03-19T00:10:43.3Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612757,0,0,2024-03-19T00:10:53Z,70000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Murray 2 FT),"[1630245, 1631200]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1151.0,1.0,0.0,Murray,1631200.0,,,,,,,,,,,,,,,
9,PT11M39.00S,2024-03-19T00:11:05.0Z,1,REGULAR,freethrow,1 of 2,[],1631200,,,1610612757,0,0,2024-03-19T00:11:05Z,90000,False,,,0,,MISS K. Murray Free Throw 1 of 2,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
10,PT11M39.00S,2024-03-19T00:11:05.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,0,0,2024-03-19T00:11:05Z,100000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,
11,PT11M39.00S,2024-03-19T00:11:05.0Z,1,REGULAR,freethrow,2 of 2,[],1631200,,,1610612757,0,0,2024-03-19T00:11:22Z,110000,False,,,0,,MISS K. Murray Free Throw 2 of 2,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
12,PT11M35.00S,2024-03-19T00:11:09.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2024-03-19T00:11:22Z,120000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M21.00S,2024-03-19T00:11:35.8Z,1,REGULAR,3pt,Jump Shot,[],1630245,28.465834428383708,75.98039215686273,1610612741,0,0,2024-03-19T00:11:43Z,130000,False,-130.0,215.0,1,left,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,25.13,,,,,,,,,
14,PT11M17.00S,2024-03-19T00:11:39.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,0,0,2024-03-19T00:11:43Z,140000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT11M13.00S,2024-03-19T00:11:43.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631200,94.03745072273325,48.529411764705884,1610612757,0,2,2024-03-19T00:11:48Z,150000,False,-7.0,4.0,1,right,K. Murray running Layup (2 PTS) (S. Henderson 1 AST),"[1631200, 1630703]",1610612757.0,POR,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,0.82,2.0,S. Henderson,1630703.0,1.0,,,,,
