actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT05M45.00S,2023-11-13T00:22:04.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630191,5.995400788436268,50.73529411764706,1610612765,10,11,2023-11-13T00:22:10Z,810000,False,-4.0,4.0,1,left,MISS I. Stewart alley-oop DUNK,[1630191],1610612765.0,DET,alley-oop,,,,,,Restricted Area,0-8 Center,0.54,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
85,PT05M43.00S,2023-11-13T00:22:06.2Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,10,11,2023-11-13T00:22:06Z,820000,False,,,0,,A. Thompson REBOUND (Off:4 Def:4),[1641709],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,84.0,8.0,4.0,4.0,,,,,,,,,,,,,,
86,PT05M40.00S,2023-11-13T00:22:09.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631204,28.07161629434954,77.69607843137256,1610612765,10,11,2023-11-13T00:22:17Z,830000,False,-138.0,211.0,1,left,MISS M. Sasser 25' 3PT,[1631204],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,25.27,Missed,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,
87,PT05M40.00S,2023-11-13T00:22:09.2Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,10,11,2023-11-13T00:30:27Z,840000,False,,,0,,I. Stewart REBOUND (Off:2 Def:0),[1630191],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Stewart,I. Stewart,86.0,2.0,0.0,2.0,,,,,,,,,,,,,,
147,PT05M40.00S,2023-11-13T00:22:12.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630191,7.046649145860711,46.81372549019608,1610612765,10,11,2023-11-13T00:30:12Z,845000,False,16.0,14.0,1,left,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,2.1,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
148,PT05M40.00S,2023-11-13T00:22:12.0Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,10,11,2023-11-13T00:30:12Z,847500,False,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Bagley III,M. Bagley III,147.0,3.0,2.0,1.0,,,,,,,,,,,,,,
88,PT05M34.00S,2023-11-13T00:22:14.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628963,5.590000152587891,50.0,1610612765,10,11,2023-11-13T00:30:12Z,850000,False,0.0,0.0,1,left,MISS M. Bagley III putback DUNK,[1628963],1610612765.0,DET,putback,,,,,,Restricted Area,0-8 Center,0.0,Missed,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,
89,PT05M34.00S,2023-11-13T00:22:14.8Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,10,11,2023-11-13T00:26:36Z,860000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,LaVine,Z. LaVine,88.0,2.0,2.0,0.0,,,,,,,,,,,,,,
92,PT05M27.00S,2023-11-13T00:22:21.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203897,92.46057818659659,49.26470588235294,1610612741,10,11,2023-11-13T00:22:26Z,890000,False,-4.0,18.0,1,right,MISS Z. LaVine driving Layup - blocked,"[203897, 1630595]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.88,Missed,LaVine,Z. LaVine,,,,,,,,,Cunningham,1630595.0,,,,,,,,
93,PT05M27.00S,2023-11-13T00:22:21.8Z,1,REGULAR,block,,[],1630595,,,1610612741,10,11,2023-11-13T00:22:24Z,900000,False,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
94,PT05M24.00S,2023-11-13T00:22:24.8Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,10,11,2023-11-13T00:22:26Z,910000,False,,,0,,A. Thompson REBOUND (Off:4 Def:5),[1641709],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,92.0,9.0,5.0,4.0,,,,,,,,,,,,,,
95,PT05M21.00S,2023-11-13T00:22:27.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628963,5.732588699080158,48.529411764705884,1610612765,10,13,2023-11-13T00:22:34Z,920000,False,7.0,1.0,1,left,M. Bagley III driving Layup (4 PTS) (C. Cunningham 2 AST),"[1628963, 1630595]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,0.75,Made,Bagley III,M. Bagley III,,,,,4.0,C. Cunningham,1630595.0,2.0,,,,,,,,,,
97,PT05M10.00S,2023-11-13T00:22:38.0Z,1,REGULAR,3pt,Jump Shot,[],1629632,65.1281208935611,48.77450980392157,1610612741,13,13,2023-11-13T00:22:44Z,940000,False,-6.0,275.0,1,right,C. White 27' 3PT  (6 PTS),[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,27.54,Made,White,C. White,,,,,6.0,,,,,,,,,,,,,
98,PT04M51.00S,2023-11-13T00:22:57.6Z,1,REGULAR,2pt,Jump Shot,[],1630595,12.565703022339028,20.833333333333336,1610612765,13,13,2023-11-13T00:23:03Z,950000,False,146.0,66.0,1,left,MISS C. Cunningham 15' step back Shot,[1630595],1610612765.0,DET,step back,,,,,,Mid-Range,8-16 Right,15.99,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
99,PT04M47.00S,2023-11-13T00:23:01.6Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612741,13,13,2023-11-13T00:23:03Z,960000,False,,,0,,T. Craig REBOUND (Off:1 Def:3),[1628470],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,Craig,T. Craig,98.0,4.0,3.0,1.0,,,,,,,,,,,,,,
100,PT04M37.00S,2023-11-13T00:23:11.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,90.22667542706965,50.49019607843137,1610612741,13,13,2023-11-13T00:23:17Z,970000,False,2.0,39.0,1,right,MISS T. Craig driving Layup - blocked,"[1628470, 1630595]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,3.95,Missed,Craig,T. Craig,,,,,,,,,Cunningham,1630595.0,,,,,,,,
101,PT04M37.00S,2023-11-13T00:23:11.5Z,1,REGULAR,block,,[],1630595,,,1610612741,13,13,2023-11-13T00:23:14Z,980000,False,,,0,,C. Cunningham BLOCK (2 BLK),[1630595],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
102,PT04M34.00S,2023-11-13T00:23:14.5Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,13,13,2023-11-13T00:23:17Z,990000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Cunningham,C. Cunningham,100.0,2.0,2.0,0.0,,,,,,,,,,,,,,
103,PT04M33.00S,2023-11-13T00:23:17.6Z,1,REGULAR,turnover,traveling,[],1630191,,,1610612765,13,13,2023-11-13T00:23:22Z,1000000,False,,,0,,I. Stewart traveling TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Stewart,I. Stewart,,,,,,,,,,,1.0,,,203177.0,,,,
104,PT04M33.00S,2023-11-13T00:23:21.9Z,1,REGULAR,substitution,out,[],1628470,,,1610612741,13,13,2023-11-13T00:23:37Z,1010000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,,,,,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,
105,PT04M33.00S,2023-11-13T00:23:21.9Z,1,REGULAR,substitution,out,[],1641709,,,1610612741,13,13,2023-11-13T00:23:37Z,1020000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
106,PT04M33.00S,2023-11-13T00:23:21.9Z,1,REGULAR,substitution,out,[],1628963,,,1610612741,13,13,2023-11-13T00:23:37Z,1030000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,,,,,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,
107,PT04M33.00S,2023-11-13T00:23:21.9Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,13,13,2023-11-13T00:23:37Z,1040000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
108,PT04M33.00S,2023-11-13T00:23:21.9Z,1,REGULAR,substitution,in,[],1630164,,,1610612741,13,13,2023-11-13T00:23:37Z,1050000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,,,,,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,
109,PT04M33.00S,2023-11-13T00:23:21.9Z,1,REGULAR,substitution,in,[],202692,,,1610612741,13,13,2023-11-13T00:23:37Z,1060000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,
110,PT04M22.00S,2023-11-13T00:23:53.5Z,1,REGULAR,foul,personal,[],1630595,,,1610612741,13,13,2023-11-13T00:24:04Z,1070000,False,,,0,,C. Cunningham personal FOUL (2 PF),"[1630595, 1629632]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,203177.0,2.0,0.0,White,1629632.0
112,PT04M22.00S,2023-11-13T00:24:19.0Z,1,REGULAR,substitution,out,[],1630595,,,1610612741,13,13,2023-11-13T00:24:21Z,1090000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
113,PT04M22.00S,2023-11-13T00:24:19.0Z,1,REGULAR,substitution,in,[],1631093,,,1610612741,13,13,2023-11-13T00:24:21Z,1100000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
114,PT04M10.00S,2023-11-13T00:24:33.1Z,1,REGULAR,turnover,lost ball,[],1630172,,,1610612741,13,13,2023-11-13T00:25:19Z,1110000,False,,,0,,P. Williams lost ball TURNOVER (1 TO),"[1630172, 1630164]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,Williams,P. Williams,,,,,,,,,,,1.0,Wiseman,1630164.0,,,,,
115,PT04M10.00S,2023-11-13T00:24:33.1Z,1,REGULAR,steal,,[],1630164,,,1610612765,13,13,2023-11-13T00:24:35Z,1120000,False,,,0,,J. Wiseman STEAL (1 STL),[1630164],1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,
116,PT04M02.00S,2023-11-13T00:24:41.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630191,25.443495400788436,16.176470588235293,1610612765,13,16,2023-11-13T00:25:26Z,1130000,False,169.0,187.0,1,left,I. Stewart 25' 3PT  (6 PTS) (M. Sasser 1 AST),"[1630191, 1631204]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,25.19,Made,Stewart,I. Stewart,,,,,6.0,M. Sasser,1631204.0,1.0,,,,,,,,,,
118,PT03M49.00S,2023-11-13T00:24:54.2Z,1,REGULAR,2pt,Jump Shot,[],203897,93.38042049934296,11.27450980392157,1610612741,13,16,2023-11-13T00:25:23Z,1150000,False,-194.0,10.0,1,right,MISS Z. LaVine 19' Jump Shot,[203897],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left,19.38,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
120,PT03M49.00S,2023-11-13T00:24:54.2Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,13,16,2023-11-13T00:25:23Z,1160000,False,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,,,,Mid-Range,16-24 Left,,,Stewart,I. Stewart,118.0,3.0,1.0,2.0,,,,,,,,,,,,,,
121,PT03M38.00S,2023-11-13T00:25:05.0Z,1,REGULAR,3pt,Jump Shot,[],202692,7.966491458607096,4.901960784313726,1610612765,13,19,2023-11-13T00:25:29Z,1170000,False,225.0,22.0,1,left,A. Burks 3PT  (3 PTS),[202692],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,22.66,Made,Burks,A. Burks,,,,,3.0,,,,,,,,,,,,,
122,PT03M27.00S,2023-11-13T00:25:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,92.72339027595268,49.50980392156863,1610612741,13,19,2023-11-13T00:25:47Z,1180000,False,-2.0,16.0,1,right,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.61,Missed,White,C. White,,,,,,,,,,,,,,,,,,
123,PT03M27.00S,2023-11-13T00:25:18.7Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,13,19,2023-11-13T00:25:47Z,1190000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Vucevic,N. Vucevic,122.0,4.0,3.0,1.0,,,,,,,,,,,,,,
124,PT03M27.00S,2023-11-13T00:25:43.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,94.40999984741211,50.0,1610612741,13,19,2023-11-13T00:25:43Z,1200000,False,0.0,0.0,1,right,MISS N. Vucevic putback Layup,[202696],1610612741.0,CHI,putback,,,,,,Mid-Range,8-16 Left,0.0,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
125,PT03M27.00S,2023-11-13T00:25:44.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,13,19,2023-11-13T00:25:44Z,1210000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,,,124.0,,,,,,,,,,,,,,,,,
127,PT03M27.00S,2023-11-13T00:25:47.1Z,1,REGULAR,substitution,out,[],202696,,,1610612765,13,19,2023-11-13T00:26:05Z,1230000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
128,PT03M27.00S,2023-11-13T00:25:47.1Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,13,19,2023-11-13T00:26:05Z,1240000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
129,PT03M27.00S,2023-11-13T00:25:47.1Z,1,REGULAR,substitution,in,[],203083,,,1610612765,13,19,2023-11-13T00:26:05Z,1250000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
130,PT03M27.00S,2023-11-13T00:25:47.1Z,1,REGULAR,substitution,in,[],1628995,,,1610612765,13,19,2023-11-13T00:26:05Z,1260000,False,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,,,,,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,
133,PT03M27.00S,2023-11-13T00:25:47.1Z,1,REGULAR,substitution,out,[],203897,,,1610612765,13,19,2023-11-13T00:26:31Z,1265000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
134,PT03M27.00S,2023-11-13T00:25:47.1Z,1,REGULAR,substitution,in,[],1628975,,,1610612765,13,19,2023-11-13T00:26:31Z,1267500,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
137,PT03M27.00S,2023-11-13T00:25:47.1Z,1,REGULAR,substitution,out,[],1629632,,,1610612765,13,19,2023-11-13T00:27:15Z,1268750,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
138,PT03M27.00S,2023-11-13T00:25:47.1Z,1,REGULAR,substitution,in,[],201942,,,1610612765,13,19,2023-11-13T00:27:15Z,1269375,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
131,PT03M10.00S,2023-11-13T00:26:10.7Z,1,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612765,13,19,2023-11-13T00:44:42Z,1270000,False,,,0,,J. Carter shooting personal FOUL (1 PF) (Burks 2 FT),"[1628975, 202692]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,Carter,J. Carter,,,,,,,,,,,,,,203177.0,1.0,0.0,Burks,202692.0
135,PT03M10.00S,2023-11-13T00:26:40.5Z,1,REGULAR,freethrow,1 of 2,[],202692,,,1610612765,13,20,2023-11-13T00:29:26Z,1290000,False,,,0,,A. Burks Free Throw 1 of 2 (4 PTS),[202692],1610612765.0,DET,,,,,,,,,,Made,Burks,A. Burks,,,,,4.0,,,,,,,,,,,,,
136,PT03M10.00S,2023-11-13T00:26:40.5Z,1,REGULAR,freethrow,2 of 2,[],202692,,,1610612765,13,21,2023-11-13T00:29:26Z,1300000,False,,,0,,A. Burks Free Throw 2 of 2 (5 PTS),[202692],1610612765.0,DET,,,,,,,,,,Made,Burks,A. Burks,,,,,5.0,,,,,,,,,,,,,
139,PT02M53.00S,2023-11-13T00:27:17.9Z,1,REGULAR,2pt,Jump Shot,[],201942,83.919185282523,18.872549019607842,1610612741,13,21,2023-11-13T00:47:22Z,1310000,False,-156.0,99.0,1,right,MISS D. DeRozan 18' pullup Shot,[201942],1610612741.0,CHI,pullup,,,,,,Mid-Range,16-24 Left,18.43,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
140,PT02M51.00S,2023-11-13T00:27:19.9Z,1,REGULAR,rebound,defensive,[],1628995,,,1610612765,13,21,2023-11-13T00:47:22Z,1320000,False,,,0,,K. Knox II REBOUND (Off:0 Def:1),[1628995],1610612765.0,DET,,,,,,,Mid-Range,16-24 Left,,,Knox II,K. Knox II,139.0,1.0,1.0,0.0,,,,,,,,,,,,,,
141,PT02M46.00S,2023-11-13T00:27:24.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202692,20.18725361366623,9.068627450980392,1610612765,13,24,2023-11-13T00:27:42Z,1330000,False,205.0,137.0,1,left,A. Burks 24' 3PT  (8 PTS) (M. Sasser 2 AST),"[202692, 1631204]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,24.65,Made,Burks,A. Burks,,,,,8.0,M. Sasser,1631204.0,2.0,,,,,,,,,,
143,PT02M31.00S,2023-11-13T00:27:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,94.03745072273325,51.71568627450981,1610612741,15,24,2023-11-13T00:27:45Z,1350000,False,9.0,4.0,1,right,A. Dosunmu driving Layup (2 PTS),[1630245],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,0.93,Made,Dosunmu,A. Dosunmu,,,,,2.0,,,,,,,,,,,,,
144,PT02M30.00S,2023-11-13T00:27:45.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,15,24,2023-11-13T00:27:45Z,1360000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M07.00S,2023-11-13T00:30:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,5.601182654402102,52.20588235294118,1610612765,15,26,2023-11-13T00:31:09Z,1370000,False,-11.0,0.0,1,left,J. Wiseman cutting Layup (2 PTS) (A. Burks 1 AST),"[1630164, 202692]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,1.1,Made,Wiseman,J. Wiseman,,,,,2.0,A. Burks,202692.0,1.0,,,,,,,,,,
151,PT01M53.00S,2023-11-13T00:31:15.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,89.17542706964521,49.26470588235294,1610612741,17,26,2023-11-13T00:31:37Z,1390000,False,-4.0,49.0,1,right,D. DeRozan driving floating Jump Shot (4 PTS),[201942],1610612741.0,CHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,DeRozan,D. DeRozan,,,,,4.0,,,,,,,,,,,,,
152,PT01M53.00S,2023-11-13T00:31:17.9Z,1,REGULAR,foul,personal,['1freethrow'],1631204,,,1610612741,17,26,2023-11-13T00:31:29Z,1400000,False,,,0,,M. Sasser shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1631204, 201942]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Sasser,M. Sasser,,,,,,,,,,,,,,1628485.0,1.0,0.0,DeRozan,201942.0
154,PT01M53.00S,2023-11-13T00:31:41.7Z,1,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,18,26,2023-11-13T00:31:41Z,1420000,False,,,0,,D. DeRozan Free Throw 1 of 1 (5 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,DeRozan,D. DeRozan,,,,,5.0,,,,,,,,,,,,,
155,PT01M33.00S,2023-11-13T00:32:02.5Z,1,REGULAR,turnover,bad pass,[],1631204,,,1610612765,18,26,2023-11-13T00:32:06Z,1430000,False,,,0,,M. Sasser bad pass TURNOVER (1 TO),"[1631204, 203083]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Sasser,M. Sasser,,,,,,,,,,,1.0,Drummond,203083.0,,,,,
156,PT01M33.00S,2023-11-13T00:32:02.5Z,1,REGULAR,steal,,[],203083,,,1610612741,18,26,2023-11-13T00:32:04Z,1440000,False,,,0,,A. Drummond STEAL (1 STL),[203083],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
157,PT01M17.00S,2023-11-13T00:32:19.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628975,69.33311432325887,23.03921568627451,1610612741,21,26,2023-11-13T00:32:23Z,1450000,False,-135.0,236.0,1,right,J. Carter 27' 3PT  (3 PTS),[1628975],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,27.16,Made,Carter,J. Carter,,,,,3.0,,,,,,,,,,,,,
158,PT01M04.00S,2023-11-13T00:32:32.4Z,1,REGULAR,3pt,Jump Shot,[],1628995,26.757555847568987,17.647058823529413,1610612765,21,29,2023-11-13T00:32:37Z,1460000,False,162.0,199.0,1,left,K. Knox II 25' 3PT  (3 PTS),[1628995],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,25.65,Made,Knox II,K. Knox II,,,,,3.0,,,,,,,,,,,,,
159,PT00M53.30S,2023-11-13T00:32:45.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202692,,,1610612741,21,29,2023-11-13T00:32:57Z,1470000,False,,,0,,A. Burks shooting personal FOUL (1 PF) (Williams 2 FT),"[202692, 1630172]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Burks,A. Burks,,,,,,,,,,,,,,2534.0,1.0,0.0,Williams,1630172.0
161,PT00M53.30S,2023-11-13T00:33:07.1Z,1,REGULAR,freethrow,1 of 2,[],1630172,,,1610612741,21,29,2023-11-13T00:33:07Z,1490000,False,,,0,,MISS P. Williams Free Throw 1 of 2,[1630172],1610612741.0,CHI,,,,,,,,,,Missed,Williams,P. Williams,,,,,,,,,,,,,,,,,,
162,PT00M53.30S,2023-11-13T00:33:07.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,21,29,2023-11-13T00:33:07Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,
163,PT00M53.30S,2023-11-13T00:33:19.6Z,1,REGULAR,freethrow,2 of 2,[],1630172,,,1610612741,22,29,2023-11-13T00:33:19Z,1510000,False,,,0,,P. Williams Free Throw 2 of 2 (1 PTS),[1630172],1610612741.0,CHI,,,,,,,,,,Made,Williams,P. Williams,,,,,1.0,,,,,,,,,,,,,
164,PT00M34.20S,2023-11-13T00:33:43.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1631093,5.338370565045992,55.392156862745104,1610612765,22,31,2023-11-13T00:33:52Z,1520000,False,-27.0,-2.0,1,left,J. Ivey cutting Layup (2 PTS) (A. Burks 2 AST),"[1631093, 202692]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,2.71,Made,Ivey,J. Ivey,,,,,2.0,A. Burks,202692.0,2.0,,,,,,,,,,
166,PT00M34.20S,2023-11-13T00:33:47.1Z,1,REGULAR,violation,defensive goaltending,[],203083,,,1610612765,22,31,2023-11-13T00:33:52Z,1540000,False,,,0,,A. Drummond defensive goaltending VIOLATION,[203083],1610612741.0,CHI,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,2534.0,,,,
167,PT00M13.60S,2023-11-13T00:34:16.4Z,1,REGULAR,2pt,Jump Shot,[],201942,69.59592641261499,40.68627450980392,1610612741,22,31,2023-11-13T00:34:21Z,1550000,False,-47.0,233.0,1,right,MISS D. DeRozan 23' Jump Shot,[201942],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,23.79,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
168,PT00M11.50S,2023-11-13T00:34:18.7Z,1,REGULAR,rebound,defensive,[],1631204,,,1610612765,22,31,2023-11-13T00:34:18Z,1560000,False,,,0,,M. Sasser REBOUND (Off:0 Def:1),[1631204],1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,,,Sasser,M. Sasser,167.0,1.0,1.0,0.0,,,,,,,,,,,,,,
171,PT00M06.60S,2023-11-13T00:34:38.8Z,1,REGULAR,foul,personal,[],1628975,,,1610612765,22,31,2023-11-13T00:34:45Z,1590000,False,,,0,,J. Carter personal FOUL (2 PF),"[1628975, 202692]",1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,Carter,J. Carter,,,,,,,,,,,,,,2534.0,2.0,0.0,Burks,202692.0
173,PT00M06.60S,2023-11-13T00:34:56.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612765,22,31,2023-11-13T00:34:56Z,1610000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
