actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-21T01:10:50.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-21T01:10:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-21T01:10:52.5Z,1,REGULAR,jumpball,recovered,[],202710,,,1610612748,0,0,2023-11-21T01:10:52Z,40000,False,,,0,,Jump Ball B. Adebayo vs. N. Vucevic: Tip to J. Butler,"[202710, 1628389, 202696]",1610612748.0,MIA,startperiod,J. Butler,202710.0,Butler,J. Butler,Adebayo,1628389.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-11-21T01:11:18.6Z,1,REGULAR,2pt,Jump Shot,[],1628389,78.26872536136662,50.245098039215684,1610612748,0,2,2023-11-21T01:11:54Z,80000,False,1.0,152.0,1,right,B. Adebayo 15' Jump Shot (2 PTS) (K. Lowry 1 AST),"[1628389, 200768]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,15.18,Made,2.0,K. Lowry,200768.0,1.0,,,,,,,,,,,,,,
10,PT11M23.00S,2023-11-21T01:11:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,5.601182654402102,52.20588235294118,1610612741,2,2,2023-11-21T01:11:45Z,100000,False,-11.0,0.0,1,left,C. White driving finger roll Layup (2 PTS),[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,Restricted Area,0-8 Center,1.1,Made,2.0,,,,,,,,,,,,,,,,,
11,PT11M14.00S,2023-11-21T01:11:48.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629312,93.38042049934296,51.470588235294116,1610612748,2,4,2023-11-21T01:11:57Z,110000,False,7.0,10.0,1,right,H. Highsmith Layup (2 PTS) (K. Lowry 2 AST),"[1629312, 200768]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,1.22,Made,2.0,K. Lowry,200768.0,2.0,,,,,,,,,,,,,,
13,PT11M04.00S,2023-11-21T01:12:01.3Z,1,REGULAR,turnover,traveling,[],1629632,,,1610612741,2,4,2023-11-21T01:12:08Z,130000,False,,,0,,C. White traveling TURNOVER (1 TO),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626301.0,1.0,,,,,,,,,,,,
14,PT10M53.00S,2023-11-21T01:12:17.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,92.46057818659659,96.56862745098039,1610612748,2,7,2023-11-21T01:12:22Z,140000,False,233.0,18.0,1,right,D. Robinson 3PT  (3 PTS) (H. Highsmith 1 AST),"[1629130, 1629312]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,23.35,Made,3.0,H. Highsmith,1629312.0,1.0,,,,,,,,,,,,,,
16,PT10M28.00S,2023-11-21T01:12:41.8Z,1,REGULAR,3pt,Jump Shot,[],203897,31.750985545335087,47.05882352941176,1610612741,2,7,2023-11-21T01:12:46Z,160000,False,15.0,246.0,1,left,MISS Z. LaVine 24' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,24.64,Missed,,,,,,,,,,,,,,,,,,
17,PT10M25.00S,2023-11-21T01:12:44.8Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,2,7,2023-11-21T01:12:46Z,170000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M12.00S,2023-11-21T01:12:58.0Z,1,REGULAR,2pt,Jump Shot,[],202710,91.27792378449409,71.07843137254902,1610612748,2,9,2023-11-21T01:13:05Z,180000,False,105.0,29.0,1,right,J. Butler 10' turnaround fadeaway Jump Shot (2 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,10.95,Made,2.0,,,,,,,,,,,,,,,,,
19,PT09M55.00S,2023-11-21T01:13:14.3Z,1,REGULAR,turnover,lost ball,[],1629632,,,1610612741,2,9,2023-11-21T01:13:17Z,190000,False,,,0,,C. White lost ball TURNOVER (2 TO),"[1629632, 1629312]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right,,,,,,,,2.0,,,,,Highsmith,1629312.0,,,,,,
20,PT09M55.00S,2023-11-21T01:13:14.3Z,1,REGULAR,steal,,[],1629312,,,1610612748,2,9,2023-11-21T01:13:16Z,200000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
21,PT09M33.00S,2023-11-21T01:13:37.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,68.9388961892247,81.37254901960785,1610612748,2,12,2023-11-21T01:13:41Z,210000,False,157.0,239.0,1,right,D. Robinson 28' 3PT  (6 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,28.63,Made,6.0,,,,,,,,,,,,,,,,,
23,PT09M31.00S,2023-11-21T01:13:43.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,2,12,2023-11-21T01:13:43Z,230000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT09M19.00S,2023-11-21T01:16:50.1Z,1,REGULAR,3pt,Jump Shot,[],1627936,28.597240473061763,21.323529411764707,1610612741,5,12,2023-11-21T01:16:54Z,240000,False,143.0,216.0,1,left,A. Caruso 25' 3PT  (3 PTS) (D. DeRozan 1 AST),"[1627936, 201942]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,25.95,Made,3.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
26,PT08M51.00S,2023-11-21T01:17:18.4Z,1,REGULAR,2pt,Jump Shot,[],1628389,77.61169513797634,51.470588235294116,1610612748,5,12,2023-11-21T01:17:26Z,260000,False,7.0,158.0,1,right,MISS B. Adebayo 15' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,15.82,Missed,,,,,,,,,,,,,,,,,,
27,PT08M47.00S,2023-11-21T01:17:22.3Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,5,12,2023-11-21T01:17:22Z,270000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Center,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,
28,PT08M36.00S,2023-11-21T01:17:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,7.703679369250986,50.0,1610612741,7,12,2023-11-21T01:17:41Z,280000,False,0.0,20.0,1,left,D. DeRozan floating Jump Shot (2 PTS),[201942],1610612741.0,CHI,floating,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.99,Made,2.0,,,,,,,,,,,,,,,,,
29,PT08M23.00S,2023-11-21T01:17:46.1Z,1,REGULAR,2pt,Jump Shot,[],1628389,90.88370565045992,21.07843137254902,1610612748,7,12,2023-11-21T01:17:52Z,290000,False,-145.0,33.0,1,right,MISS B. Adebayo 14' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,14.84,Missed,,,,,,,,,,,,,,,,,,
30,PT08M18.00S,2023-11-21T01:17:51.1Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,7,12,2023-11-21T01:17:52Z,300000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Left,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,
31,PT08M13.00S,2023-11-21T01:17:55.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,29.122864651773984,74.26470588235294,1610612741,10,12,2023-11-21T01:18:02Z,310000,False,-121.0,221.0,1,left,C. White 25' 3PT  (5 PTS) (Z. LaVine 1 AST),"[1629632, 203897]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,25.24,Made,5.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,
33,PT07M52.00S,2023-11-21T01:18:16.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,95.0886990801577,96.32352941176471,1610612748,10,15,2023-11-21T01:18:21Z,330000,False,232.0,-6.0,1,right,D. Robinson 3PT  (9 PTS) (H. Highsmith 2 AST),"[1629130, 1629312]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,23.17,Made,9.0,H. Highsmith,1629312.0,2.0,,,,,,,,,,,,,,
35,PT07M35.00S,2023-11-21T01:18:33.9Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,10,15,2023-11-21T01:18:37Z,350000,False,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 1628389]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,Adebayo,1628389.0,,,,,,
36,PT07M35.00S,2023-11-21T01:18:33.9Z,1,REGULAR,steal,,[],1628389,,,1610612748,10,15,2023-11-21T01:30:42Z,360000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
37,PT07M31.00S,2023-11-21T01:18:38.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629130,94.03745072273325,47.549019607843135,1610612748,10,17,2023-11-21T01:18:44Z,370000,False,-12.0,4.0,1,right,D. Robinson Layup (11 PTS) (H. Highsmith 3 AST),"[1629130, 1629312]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,1.28,Made,11.0,H. Highsmith,1629312.0,3.0,,,,,,,,,,,,,,
