actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-10-26T00:13:21.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-10-26T00:13:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-10-26T00:13:24.3Z,1,REGULAR,jumpball,recovered,[],1628983,,,1610612760,0,0,2023-10-26T00:13:24Z,40000,False,,,0,,Jump Ball C. Holmgren vs. N. Vucevic: Tip to S. Gilgeous-Alexander,"[1628983, 1631096, 202696]",1610612760.0,OKC,startperiod,S. Gilgeous-Alexander,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,Holmgren,1631096.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-10-26T00:13:34.6Z,1,REGULAR,3pt,Jump Shot,[],1631114,69.59592641261499,68.38235294117648,1610612760,0,3,2023-10-26T00:13:39Z,70000,False,92.0,233.0,1,right,J. Williams 25' 3PT  (3 PTS) (L. Dort 1 AST),"[1631114, 1629652]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.07,Made,3.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,,,
9,PT11M30.00S,2023-10-26T00:13:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,18.610381077529567,39.46078431372549,1610612741,2,3,2023-10-26T00:13:53Z,90000,False,53.0,122.0,1,left,P. Williams 13' turnaround fadeaway Jump Shot (2 PTS),[1630172],1610612741.0,CHI,turnaround fadeaway,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,13.33,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2023-10-26T00:14:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,93.38042049934296,49.01960784313725,1610612760,2,3,2023-10-26T00:14:08Z,100000,False,-5.0,10.0,1,right,MISS J. Williams driving finger roll Layup,[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.09,Missed,,,,,,,,,,,,,,,,,,
11,PT11M14.00S,2023-10-26T00:14:06.0Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,2,3,2023-10-26T00:14:08Z,110000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M08.00S,2023-10-26T00:14:11.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201942,5.469776609724048,53.18627450980392,1610612741,2,3,2023-10-26T00:14:18Z,120000,False,-16.0,-1.0,1,left,MISS D. DeRozan running Layup,[201942],1610612741.0,CHI,running,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
13,PT11M05.00S,2023-10-26T00:14:14.7Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,2,3,2023-10-26T00:14:14Z,130000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:0),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,
14,PT11M05.00S,2023-10-26T00:14:14.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202696,5.590000152587891,50.0,1610612741,4,3,2023-10-26T00:14:20Z,140000,False,0.0,0.0,1,left,N. Vucevic tip Layup (2 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M50.00S,2023-10-26T00:14:29.6Z,1,REGULAR,2pt,Jump Shot,[],1631096,80.76544021024968,31.862745098039213,1610612760,4,3,2023-10-26T00:14:35Z,150000,False,-91.0,128.0,1,right,MISS C. Holmgren 15' step back Shot,[1631096],1610612760.0,OKC,step back,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Left,15.71,Missed,,,,,,,,,,,,,,,,,,
