actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M48.00S,2023-11-07T01:12:38.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631117,5.590000152587891,50.0,1610612762,2,4,2023-11-07T01:12:38Z,160000,False,0.0,0.0,1,left,W. Kessler putback DUNK (2 PTS),[1631117],1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,2.0,,,,,,,,,,
17,PT10M30.00S,2023-11-07T01:12:58.0Z,1,REGULAR,3pt,Jump Shot,[],201942,67.88764783180025,60.29411764705882,1610612741,5,4,2023-11-07T01:13:03Z,170000,False,51.0,249.0,1,right,D. DeRozan 25' 3PT  (5 PTS) (C. White 1 AST),"[201942, 1629632]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,25.47,Made,,,,,5.0,C. White,1629632.0,1.0,,,,,,,
19,PT10M09.00S,2023-11-07T01:13:17.6Z,1,REGULAR,3pt,Jump Shot,[],203903,8.229303547963205,3.431372549019608,1610612762,5,7,2023-11-07T01:13:22Z,190000,False,233.0,25.0,1,left,J. Clarkson 3PT  (3 PTS) (L. Markkanen 1 AST),"[203903, 1628374]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,,,,23.41,Made,,,,,3.0,L. Markkanen,1628374.0,1.0,,,,,,,
21,PT09M44.00S,2023-11-07T01:13:43.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,91.40932982917214,45.34313725490196,1610612741,5,7,2023-11-07T01:13:47Z,210000,False,-23.0,28.0,1,right,MISS N. Vucevic Hook - blocked,"[202696, 1631117]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,3.67,Missed,,,,,,,,,Kessler,1631117.0,,,,,
22,PT09M44.00S,2023-11-07T01:13:43.0Z,1,REGULAR,block,,[],1631117,,,1610612741,5,7,2023-11-07T01:13:45Z,220000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT09M41.00S,2023-11-07T01:13:46.0Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,5,7,2023-11-07T01:13:47Z,230000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,21.0,2.0,1.0,1.0,,,,,,,,,,,
24,PT09M36.00S,2023-11-07T01:13:51.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628381,8.09789750328515,3.431372549019608,1610612762,5,10,2023-11-07T01:14:00Z,240000,False,233.0,24.0,1,left,J. Collins 3PT  (3 PTS) (J. Clarkson 1 AST),"[1628381, 203903]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,,,,23.4,Made,,,,,3.0,J. Clarkson,203903.0,1.0,,,,,,,
26,PT09M22.00S,2023-11-07T01:14:05.0Z,1,REGULAR,3pt,Jump Shot,[],1629632,69.20170827858082,66.66666666666666,1610612741,8,10,2023-11-07T01:14:09Z,260000,False,83.0,237.0,1,right,C. White 25' 3PT  (3 PTS) (Z. LaVine 1 AST),"[1629632, 203897]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,25.12,Made,,,,,3.0,Z. LaVine,203897.0,1.0,,,,,,,
28,PT09M09.00S,2023-11-07T01:14:20.0Z,1,REGULAR,turnover,out-of-bounds,[],1629659,,,1610612762,8,10,2023-11-07T01:14:26Z,280000,False,,,0,,T. Horton-Tucker bad pass out-of-bounds TURNOVER (1 TO),[1629659],1610612762.0,UTA,bad pass,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,,,1628172.0,,,,
29,PT08M53.00S,2023-11-07T01:14:41.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628470,88.12417871222075,50.245098039215684,1610612741,8,10,2023-11-07T01:14:46Z,290000,False,1.0,59.0,1,right,MISS T. Craig turnaround Shot,[1628470],1610612741.0,CHI,turnaround,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,5.91,Missed,,,,,,,,,,,,,,,
30,PT08M50.00S,2023-11-07T01:14:44.3Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,8,10,2023-11-07T01:14:46Z,300000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:0),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,,
31,PT08M50.00S,2023-11-07T01:14:44.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202696,94.40999984741211,50.0,1610612741,8,10,2023-11-07T01:14:44Z,310000,False,0.0,0.0,1,right,MISS N. Vucevic tip Layup,[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
32,PT08M49.00S,2023-11-07T01:14:45.4Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,8,10,2023-11-07T01:14:45Z,320000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Left,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,
33,PT08M45.00S,2023-11-07T01:14:50.2Z,1,REGULAR,turnover,bad pass,[],1629659,,,1610612762,8,10,2023-11-07T01:14:54Z,330000,False,,,0,,T. Horton-Tucker bad pass TURNOVER (2 TO),"[1629659, 1628470]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,2.0,Craig,1628470.0,,,,,,,,,,,,,,,,,
34,PT08M45.00S,2023-11-07T01:14:50.2Z,1,REGULAR,steal,,[],1628470,,,1610612741,8,10,2023-11-07T01:14:52Z,340000,False,,,0,,T. Craig STEAL (1 STL),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT08M40.00S,2023-11-07T01:14:55.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,92.59198423127464,51.225490196078425,1610612741,10,10,2023-11-07T01:15:00Z,350000,False,6.0,17.0,1,right,Z. LaVine driving Layup (2 PTS) (D. DeRozan 1 AST),"[203897, 201942]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,1.82,Made,,,,,2.0,D. DeRozan,201942.0,1.0,,,,,,,
37,PT08M20.00S,2023-11-07T01:15:13.5Z,1,REGULAR,3pt,Jump Shot,[],1628374,29.122864651773984,27.450980392156865,1610612762,10,13,2023-11-07T01:15:19Z,370000,False,113.0,221.0,1,left,L. Markkanen 24' 3PT  (3 PTS) (J. Clarkson 2 AST),"[1628374, 203903]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,24.83,Made,,,,,3.0,J. Clarkson,203903.0,2.0,,,,,,,
39,PT08M04.00S,2023-11-07T01:15:30.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,91.67214191852825,46.07843137254902,1610612741,12,13,2023-11-07T01:15:58Z,390000,False,-20.0,26.0,1,right,N. Vucevic floating Jump Shot (2 PTS) (C. White 2 AST),"[202696, 1629632]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,3.24,Made,,,,,2.0,C. White,1629632.0,2.0,,,,,,,
41,PT07M51.00S,2023-11-07T01:15:42.5Z,1,REGULAR,3pt,Jump Shot,[],1629659,28.33442838370565,17.647058823529413,1610612762,12,16,2023-11-07T01:15:47Z,410000,False,162.0,214.0,1,left,T. Horton-Tucker 26' 3PT  (5 PTS) (J. Clarkson 3 AST),"[1629659, 203903]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,,26.81,Made,,,,,5.0,J. Clarkson,203903.0,3.0,,,,,,,
43,PT07M51.00S,2023-11-07T01:15:47.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,12,16,2023-11-07T01:15:47Z,430000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M51.00S,2023-11-07T01:18:27.1Z,1,REGULAR,substitution,out,[],1628381,,,1610612741,12,16,2023-11-07T01:18:36Z,440000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M51.00S,2023-11-07T01:18:27.1Z,1,REGULAR,substitution,in,[],203482,,,1610612741,12,16,2023-11-07T01:18:36Z,450000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M40.00S,2023-11-07T01:18:51.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,92.85479632063075,50.98039215686274,1610612741,14,16,2023-11-07T01:18:56Z,460000,False,5.0,15.0,1,right,C. White driving Layup (5 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,1.55,Made,,,,,5.0,,,,,,,,,,
47,PT07M22.00S,2023-11-07T01:19:09.3Z,1,REGULAR,3pt,Jump Shot,[],203903,33.85348226018397,48.03921568627451,1610612762,14,16,2023-11-07T01:19:18Z,470000,False,10.0,266.0,1,left,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,,26.59,Missed,,,,,,,,,,,,,,,
48,PT07M15.00S,2023-11-07T01:19:16.3Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,14,16,2023-11-07T01:19:18Z,480000,False,,,0,,W. Kessler REBOUND (Off:2 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,,,47.0,3.0,1.0,2.0,,,,,,,,,,,
49,PT07M07.00S,2023-11-07T01:19:25.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,28.465834428383708,73.2843137254902,1610612762,14,16,2023-11-07T01:19:31Z,490000,False,-116.0,215.0,1,left,MISS J. Clarkson 24' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,24.46,Missed,,,,,,,,,,,,,,,
50,PT07M02.00S,2023-11-07T01:19:30.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,14,16,2023-11-07T01:19:31Z,500000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,49.0,2.0,1.0,1.0,,,,,,,,,,,
51,PT06M57.00S,2023-11-07T01:19:34.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203897,73.01248357424441,67.8921568627451,1610612741,14,16,2023-11-07T01:19:43Z,510000,False,89.0,201.0,1,right,MISS Z. LaVine 22' pullup Shot,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,,,,22.02,Missed,,,,,,,,,,,,,,,
52,PT06M55.00S,2023-11-07T01:19:36.7Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,14,16,2023-11-07T01:19:43Z,520000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:3),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,16-24 Right Center,,,,,,51.0,3.0,3.0,0.0,,,,,,,,,,,
53,PT06M51.00S,2023-11-07T01:19:44.6Z,1,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612762,14,16,2023-11-07T01:19:55Z,530000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1628470, 1628374]",1610612741.0,CHI,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Markkanen,1628374.0
55,PT06M51.00S,2023-11-07T01:20:05.6Z,1,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,14,17,2023-11-07T01:20:05Z,550000,False,,,0,,L. Markkanen Free Throw 1 of 2 (4 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
56,PT06M51.00S,2023-11-07T01:20:20.5Z,1,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,14,18,2023-11-07T01:20:20Z,560000,False,,,0,,L. Markkanen Free Throw 2 of 2 (5 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
57,PT06M37.00S,2023-11-07T01:20:35.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,94.03745072273325,53.18627450980392,1610612741,16,18,2023-11-07T01:20:40Z,570000,False,16.0,4.0,1,right,D. DeRozan driving finger roll Layup (7 PTS),[201942],1610612741.0,CHI,driving finger roll,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,1.63,Made,,,,,7.0,,,,,,,,,,
58,PT06M21.00S,2023-11-07T01:20:51.3Z,1,REGULAR,3pt,Jump Shot,[],1629659,33.196452036793694,32.35294117647059,1610612762,16,18,2023-11-07T01:20:56Z,580000,False,88.0,260.0,1,left,MISS T. Horton-Tucker 27' pullup 3PT,[1629659],1610612762.0,UTA,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,,27.41,Missed,,,,,,,,,,,,,,,
59,PT06M18.00S,2023-11-07T01:20:54.3Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,16,18,2023-11-07T01:20:56Z,590000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,
60,PT06M11.00S,2023-11-07T01:21:01.6Z,1,REGULAR,3pt,Jump Shot,[],202696,68.28186596583443,57.59803921568627,1610612741,16,18,2023-11-07T01:21:06Z,600000,False,38.0,246.0,1,right,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,24.86,Missed,,,,,,,,,,,,,,,
61,PT06M08.00S,2023-11-07T01:21:04.6Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,16,18,2023-11-07T01:21:06Z,610000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,
62,PT06M03.00S,2023-11-07T01:21:12.8Z,1,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612762,16,18,2023-11-07T01:21:29Z,620000,False,,,0,,T. Craig shooting personal FOUL (2 PF) (Markkanen 2 FT),"[1628470, 1628374]",1610612741.0,CHI,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202053.0,2.0,0.0,Markkanen,1628374.0
64,PT06M03.00S,2023-11-07T01:21:44.2Z,1,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,16,19,2023-11-07T01:21:44Z,640000,False,,,0,,L. Markkanen Free Throw 1 of 2 (6 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
65,PT06M03.00S,2023-11-07T01:21:45.1Z,1,REGULAR,substitution,out,[],201942,,,1610612762,16,19,2023-11-07T01:22:11Z,650000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M03.00S,2023-11-07T01:21:45.1Z,1,REGULAR,substitution,out,[],1628470,,,1610612762,16,19,2023-11-07T01:22:11Z,660000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M03.00S,2023-11-07T01:21:45.1Z,1,REGULAR,substitution,out,[],1629659,,,1610612762,16,19,2023-11-07T01:22:11Z,670000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M03.00S,2023-11-07T01:21:45.1Z,1,REGULAR,substitution,in,[],1627936,,,1610612762,16,19,2023-11-07T01:22:11Z,680000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M03.00S,2023-11-07T01:21:45.1Z,1,REGULAR,substitution,in,[],1630172,,,1610612762,16,19,2023-11-07T01:22:11Z,690000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M03.00S,2023-11-07T01:21:45.1Z,1,REGULAR,substitution,in,[],1641718,,,1610612762,16,19,2023-11-07T01:22:11Z,700000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M03.00S,2023-11-07T01:22:12.8Z,1,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,16,20,2023-11-07T01:22:12Z,710000,False,,,0,,L. Markkanen Free Throw 2 of 2 (7 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,
72,PT05M44.00S,2023-11-07T01:22:29.6Z,1,REGULAR,3pt,Jump Shot,[],1627936,73.14388961892247,18.137254901960784,1610612741,19,20,2023-11-07T01:22:33Z,720000,False,-159.0,200.0,1,right,A. Caruso 25' 3PT  (3 PTS) (N. Vucevic 2 AST),"[1627936, 202696]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,25.56,Made,,,,,3.0,N. Vucevic,202696.0,2.0,,,,,,,
74,PT05M32.00S,2023-11-07T01:22:41.3Z,1,REGULAR,3pt,Jump Shot,[],1628374,26.49474375821288,84.55882352941177,1610612762,19,20,2023-11-07T01:22:48Z,740000,False,-173.0,197.0,1,left,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,26.17,Missed,,,,,,,,,,,,,,,
75,PT05M27.00S,2023-11-07T01:22:46.3Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,19,20,2023-11-07T01:22:48Z,750000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,,
76,PT05M16.00S,2023-11-07T01:22:58.0Z,1,REGULAR,2pt,Jump Shot,[],1630172,82.21090670170827,66.42156862745098,1610612741,21,20,2023-11-07T01:23:03Z,760000,False,82.0,115.0,1,right,P. Williams 14' pullup Jump Shot (2 PTS) (A. Caruso 1 AST),"[1630172, 1627936]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,8-16 Right,,,,14.11,Made,,,,,2.0,A. Caruso,1627936.0,1.0,,,,,,,
77,PT04M59.00S,2023-11-07T01:23:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,5.732588699080158,50.0,1610612762,21,22,2023-11-07T01:23:20Z,770000,False,0.0,1.0,1,left,L. Markkanen alley-oop Layup (9 PTS) (K. Olynyk 1 AST),"[1628374, 203482]",1610612762.0,UTA,alley-oop,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,0.14,Made,,,,,9.0,K. Olynyk,203482.0,1.0,,,,,,,
79,PT04M51.00S,2023-11-07T01:23:24.0Z,1,REGULAR,3pt,Jump Shot,[],1629632,67.7562417871222,44.11764705882353,1610612741,21,22,2023-11-07T01:23:29Z,790000,False,-29.0,251.0,1,right,MISS C. White 25' pullup 3PT,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,25.23,Missed,,,,,,,,,,,,,,,
80,PT04M46.00S,2023-11-07T01:23:29.0Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,21,22,2023-11-07T01:23:29Z,800000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,
81,PT04M35.00S,2023-11-07T01:23:38.8Z,1,REGULAR,3pt,Jump Shot,[],1628374,29.38567674113009,23.03921568627451,1610612762,21,22,2023-11-07T01:23:44Z,810000,False,135.0,224.0,1,left,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,26.12,Missed,,,,,,,,,,,,,,,
82,PT04M32.00S,2023-11-07T01:23:41.8Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,21,22,2023-11-07T01:23:44Z,820000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,
