actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-12-22T01:10:08.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-22T01:10:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-22T01:10:12.3Z,1,REGULAR,jumpball,recovered,[],1627936,,,1610612741,0,0,2023-12-22T01:10:12Z,40000,False,,,0,,Jump Ball N. Vucevic vs. V. Wembanyama: Tip to A. Caruso,"[1627936, 202696, 1641705]",1610612741.0,CHI,startperiod,A. Caruso,1627936.0,Caruso,A. Caruso,Vucevic,202696.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-12-22T01:10:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,12.959921156373195,49.26470588235294,1610612741,0,0,2023-12-22T01:11:25Z,70000,False,4.0,69.0,1,left,MISS N. Vucevic 6' floating Shot - blocked,"[202696, 1641705]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,6.94,Missed,Wembanyama,1641705.0,,,,,,,,,,,,,,,,
8,PT11M38.00S,2023-12-22T01:10:29.9Z,1,REGULAR,block,,[],1641705,,,1610612741,0,0,2023-12-22T01:10:32Z,80000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M35.00S,2023-12-22T01:10:32.9Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,0,0,2023-12-22T01:10:33Z,90000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M31.00S,2023-12-22T01:10:36.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631103,93.64323258869908,50.245098039215684,1610612759,0,2,2023-12-22T01:11:32Z,100000,False,1.0,7.0,1,right,M. Branham running DUNK (2 PTS) (V. Wembanyama 1 AST),"[1631103, 1641705]",1610612759.0,SAS,running,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,2.0,V. Wembanyama,1641705.0,1.0,,,,,,,,
12,PT11M18.00S,2023-12-22T01:10:48.7Z,1,REGULAR,3pt,Jump Shot,[],202696,26.62614980289093,19.362745098039216,1610612741,0,2,2023-12-22T01:10:54Z,120000,False,153.0,198.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,25.02,Missed,,,,,,,,,,,,,,,,,,
13,PT11M15.00S,2023-12-22T01:10:51.7Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,0,2,2023-12-22T01:10:54Z,130000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT11M01.00S,2023-12-22T01:11:06.3Z,1,REGULAR,3pt,Jump Shot,[],1641705,74.45795006570303,15.931372549019606,1610612759,0,2,2023-12-22T01:11:12Z,140000,False,-170.0,188.0,1,right,MISS V. Wembanyama 25' step back 3PT,[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
15,PT10M59.00S,2023-12-22T01:11:08.3Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,0,2,2023-12-22T01:11:12Z,150000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT10M52.00S,2023-12-22T01:11:16.0Z,1,REGULAR,3pt,Jump Shot,[],1630172,2.8416557161629434,95.83333333333334,1610612741,0,2,2023-12-22T01:11:21Z,160000,False,-229.0,-26.0,1,left,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
17,PT10M48.00S,2023-12-22T01:11:20.0Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,0,2,2023-12-22T01:11:21Z,170000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Left Corner 3,24+ Left,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,
18,PT10M34.00S,2023-12-22T01:11:33.2Z,1,REGULAR,2pt,Jump Shot,[],1641705,73.53810775295663,50.245098039215684,1610612759,0,2,2023-12-22T01:11:37Z,180000,False,1.0,196.0,1,right,MISS V. Wembanyama 19' step back Shot,[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,19.62,Missed,,,,,,,,,,,,,,,,,,
19,PT10M31.00S,2023-12-22T01:11:36.2Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,0,2,2023-12-22T01:11:37Z,190000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,
20,PT10M21.00S,2023-12-22T01:11:46.9Z,1,REGULAR,turnover,bad pass,[],1627936,,,1610612741,0,2,2023-12-22T01:11:50Z,200000,False,,,0,,A. Caruso bad pass TURNOVER (1 TO),"[1627936, 1641705]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1.0,Wembanyama,1641705.0,,,,,
21,PT10M21.00S,2023-12-22T01:11:46.9Z,1,REGULAR,steal,,[],1641705,,,1610612759,0,2,2023-12-22T01:12:19Z,210000,False,,,0,,V. Wembanyama STEAL (1 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M13.00S,2023-12-22T01:11:54.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,74.32654402102497,16.911764705882355,1610612759,0,2,2023-12-22T01:12:02Z,220000,False,-165.0,189.0,1,right,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,25.1,Missed,,,,,,,,,,,,,,,,,,
23,PT10M13.00S,2023-12-22T01:11:59.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,0,2,2023-12-22T01:11:59Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,22.0,,,,,,,,,,,,,,,
24,PT10M13.00S,2023-12-22T01:12:01.2Z,1,REGULAR,foul,personal,[],1629632,,,1610612759,0,2,2023-12-22T01:12:14Z,240000,False,,,0,,C. White loose ball personal FOUL (1 PF),"[1629632, 1641705]",1610612741.0,CHI,loose ball,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202026.0,1.0,0.0,Wembanyama,1641705.0
26,PT10M05.00S,2023-12-22T01:12:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631103,94.30026281208936,50.245098039215684,1610612759,0,4,2023-12-22T01:14:04Z,260000,False,1.0,1.0,1,right,M. Branham driving Layup (4 PTS),[1631103],1610612759.0,SAS,driving,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,0.16,Made,,,,,,,4.0,,,,,,,,,,,
27,PT09M49.00S,2023-12-22T01:12:35.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,5.338370565045992,35.78431372549019,1610612741,2,4,2023-12-22T01:12:40Z,270000,False,71.0,-2.0,1,left,N. Vucevic 7' floating Jump Shot (2 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.11,Made,,,,,,,2.0,D. DeRozan,201942.0,1.0,,,,,,,,
29,PT09M31.00S,2023-12-22T01:12:54.7Z,1,REGULAR,3pt,Jump Shot,[],1631103,88.38699080157687,96.81372549019608,1610612759,2,7,2023-12-22T01:13:00Z,290000,False,234.0,57.0,1,right,M. Branham 24' 3PT  (7 PTS) (D. Vassell 1 AST),"[1631103, 1630170]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Right Corner 3,24+ Right,24.09,Made,,,,,,,7.0,D. Vassell,1630170.0,1.0,,,,,,,,
31,PT09M15.00S,2023-12-22T01:13:09.9Z,1,REGULAR,turnover,bad pass,[],1629632,,,1610612741,2,7,2023-12-22T01:13:13Z,310000,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1641705]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,Wembanyama,1641705.0,,,,,
32,PT09M15.00S,2023-12-22T01:13:09.9Z,1,REGULAR,steal,,[],1641705,,,1610612759,2,7,2023-12-22T01:13:11Z,320000,False,,,0,,V. Wembanyama STEAL (2 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
33,PT09M13.00S,2023-12-22T01:13:15.1Z,1,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,2,7,2023-12-22T01:13:22Z,330000,False,,,0,,D. Vassell bad pass out-of-bounds TURNOVER (1 TO),[1630170],1610612759.0,SAS,bad pass,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,,,1626302.0,,,,
34,PT08M53.00S,2023-12-22T01:13:44.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627936,5.863994743758213,50.49019607843137,1610612741,4,7,2023-12-22T01:14:11Z,340000,False,-2.0,3.0,1,left,A. Caruso driving finger roll Layup (2 PTS),[1627936],1610612741.0,CHI,driving finger roll,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,0.36,Made,,,,,,,2.0,,,,,,,,,,,
35,PT08M45.00S,2023-12-22T01:13:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.24901445466492,50.0,1610612759,4,9,2023-12-22T01:28:01Z,350000,False,0.0,11.0,1,right,K. Johnson cutting Layup (2 PTS) (V. Wembanyama 2 AST),"[1629640, 1641705]",1610612759.0,SAS,cutting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,,,2.0,V. Wembanyama,1641705.0,2.0,,,,,,,,
37,PT08M45.00S,2023-12-22T01:13:57.7Z,1,REGULAR,foul,personal,['1freethrow'],1630172,,,1610612759,4,9,2023-12-22T01:14:22Z,370000,False,,,0,,P. Williams shooting personal FOUL (1 PF) (Johnson 1 FT),"[1630172, 1629640]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Johnson,1629640.0
39,PT08M45.00S,2023-12-22T01:14:30.5Z,1,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,4,10,2023-12-22T01:14:30Z,390000,False,,,0,,K. Johnson Free Throw 1 of 1 (3 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
40,PT08M27.00S,2023-12-22T01:14:49.5Z,1,REGULAR,2pt,Jump Shot,[],1630172,8.09789750328515,72.79411764705883,1610612741,6,10,2023-12-22T01:14:52Z,400000,False,-114.0,24.0,1,left,P. Williams 11' pullup Jump Shot (2 PTS) (N. Vucevic 1 AST),"[1630172, 202696]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,11.64,Made,,,,,,,2.0,N. Vucevic,202696.0,1.0,,,,,,,,
41,PT08M10.00S,2023-12-22T01:15:06.6Z,1,REGULAR,turnover,lost ball,[],1641705,,,1610612759,6,10,2023-12-22T01:15:11Z,410000,False,,,0,,V. Wembanyama lost ball TURNOVER (1 TO),"[1641705, 1627936]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Caruso,1627936.0,,,,,
42,PT08M10.00S,2023-12-22T01:15:06.6Z,1,REGULAR,steal,,[],1627936,,,1610612741,6,10,2023-12-22T01:15:34Z,420000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M00.00S,2023-12-22T01:15:16.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202696,32.276609724047304,60.049019607843135,1610612741,6,10,2023-12-22T01:15:19Z,430000,False,-50.0,251.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
44,PT07M58.00S,2023-12-22T01:15:18.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,6,10,2023-12-22T01:15:19Z,440000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,
45,PT07M48.00S,2023-12-22T01:15:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.51182654402102,47.794117647058826,1610612759,6,12,2023-12-22T01:15:32Z,450000,False,-11.0,8.0,1,right,K. Johnson driving Layup (5 PTS) (V. Wembanyama 3 AST),"[1629640, 1641705]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,5.0,V. Wembanyama,1641705.0,3.0,,,,,,,,
