actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-21T01:10:29.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-21T01:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-21T01:10:31.9Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2023-12-21T01:10:31Z,40000,False,,,0,,Jump Ball A. Davis vs. N. Vucevic: Tip to L. James,"[2544, 203076, 202696]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Davis,203076.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-12-21T01:10:44.5Z,1,REGULAR,3pt,Jump Shot,[],1626156,71.82982917214193,21.568627450980394,1610612747,0,0,2023-12-21T01:10:51Z,70000,False,-142.0,212.0,1,right,MISS D. Russell 25' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-12-21T01:10:48.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2023-12-21T01:10:51Z,80000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2023-12-21T01:11:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,7.30946123521682,37.254901960784316,1610612741,2,0,2023-12-21T01:11:16Z,90000,False,64.0,16.0,1,left,C. White 6' fadeaway Jump Shot (2 PTS) (N. Vucevic 1 AST),"[1629632, 202696]",1610612741.0,CHI,fadeaway,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,6.57,Made,,,,,2.0,N. Vucevic,202696.0,1.0,,,,,,,,,,
10,PT11M08.00S,2023-12-21T01:11:20.0Z,1,REGULAR,2pt,Jump Shot,[],1629629,79.58278580814718,31.372549019607842,1610612747,2,0,2023-12-21T01:11:24Z,100000,False,-93.0,139.0,1,right,MISS C. Reddish 16' pullup Shot,[1629629],1610612747.0,LAL,pullup,,,Reddish,C. Reddish,,,,,Mid-Range,16-24 Left Center,16.76,Missed,,,,,,,,,,,,,,,,,,
11,PT11M06.00S,2023-12-21T01:11:22.0Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,2,0,2023-12-21T01:11:24Z,110000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Left Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT10M59.00S,2023-12-21T01:11:29.9Z,1,REGULAR,3pt,Jump Shot,[],201942,27.414586070959263,79.41176470588235,1610612741,2,0,2023-12-21T01:11:36Z,120000,False,-147.0,205.0,1,left,MISS D. DeRozan 25' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
13,PT10M56.00S,2023-12-21T01:11:32.1Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612747,2,0,2023-12-21T01:11:32Z,130000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M52.00S,2023-12-21T01:11:36.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,93.9060446780552,49.01960784313725,1610612747,2,2,2023-12-21T01:13:38Z,140000,False,-5.0,5.0,1,right,L. James running Layup (2 PTS) (C. Reddish 1 AST),"[2544, 1629629]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,0.69,Made,,,,,2.0,C. Reddish,1629629.0,1.0,,,,,,,,,,
