actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT10M43.00S,2024-01-21T01:11:39.9Z,1,REGULAR,3pt,Jump Shot,[],1629723,21.76412614980289,10.049019607843137,1610612763,0,0,2024-01-21T01:11:44Z,150000,False,200.0,152.0,1,left,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
16,PT10M41.00S,2024-01-21T01:11:41.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2024-01-21T01:11:44Z,160000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT10M35.00S,2024-01-21T01:11:48.8Z,1,REGULAR,3pt,Jump Shot,[],1630172,94.03745072273325,3.6764705882352944,1610612741,3,0,2024-01-21T01:15:03Z,170000,False,-232.0,4.0,1,right,P. Williams 3PT  (3 PTS) (C. White 1 AST),"[1630172, 1629632]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,23.16,Made,,,,,3.0,C. White,1629632.0,1.0,,,,,,,,,,
19,PT10M09.00S,2024-01-21T01:12:13.7Z,1,REGULAR,3pt,Jump Shot,[],1628379,27.54599211563732,18.872549019607842,1610612763,3,3,2024-01-21T01:12:18Z,190000,False,156.0,206.0,1,left,L. Kennard 25' 3PT  (3 PTS) (J. Jackson Jr. 1 AST),"[1628379, 1628991]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,25.85,Made,,,,,3.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,
21,PT09M42.00S,2024-01-21T01:12:41.8Z,1,REGULAR,2pt,Jump Shot,[],202696,83.39356110381078,26.225490196078432,1610612741,5,3,2024-01-21T01:12:46Z,210000,False,-119.0,104.0,1,right,N. Vucevic 15' turnaround fadeaway Jump Shot (2 PTS),[202696],1610612741.0,CHI,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,15.77,Made,,,,,2.0,,,,,,,,,,,,,
22,PT09M32.00S,2024-01-21T01:12:51.7Z,1,REGULAR,3pt,Jump Shot,[],1628991,27.020367936925098,22.058823529411764,1610612763,5,3,2024-01-21T01:13:02Z,220000,False,140.0,201.0,1,left,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,24.52,Missed,,,,,,,,,,,,,,,,,,
23,PT09M30.00S,2024-01-21T01:12:53.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,5,3,2024-01-21T01:13:02Z,230000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,22.0,3.0,3.0,0.0,,,,,,,,,,,,,,
24,PT09M12.00S,2024-01-21T01:13:13.6Z,1,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,5,3,2024-01-21T01:13:18Z,240000,False,,,0,,N. Vucevic lost ball out-of-bounds TURNOVER (1 TO),[202696],1610612741.0,CHI,lost ball,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202049.0,1.0,,,,,,,,
25,PT08M51.00S,2024-01-21T01:13:42.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,28.33442838370565,24.019607843137255,1610612763,5,6,2024-01-21T01:13:48Z,250000,False,130.0,214.0,1,left,J. Jackson Jr. 25' 3PT  (3 PTS) (L. Kennard 1 AST),"[1628991, 1628379]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,25.02,Made,,,,,3.0,L. Kennard,1628379.0,1.0,,,,,,,,,,
27,PT08M38.00S,2024-01-21T01:13:55.8Z,1,REGULAR,3pt,Jump Shot,[],202696,68.67608409986859,28.186274509803923,1610612741,5,6,2024-01-21T01:13:59Z,270000,False,-109.0,242.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,26.54,Missed,,,,,,,,,,,,,,,,,,
28,PT08M35.00S,2024-01-21T01:13:58.8Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,5,6,2024-01-21T01:13:59Z,280000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT08M31.00S,2024-01-21T01:14:02.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631246,14.536793692509855,94.85294117647058,1610612763,5,9,2024-01-21T01:17:20Z,290000,False,-224.0,84.0,1,left,V. Williams Jr. 3PT running (3 PTS) (J. Konchar 1 AST),"[1631246, 1629723]",1610612763.0,MEM,running,,,Williams Jr.,V. Williams Jr.,,,,,Left Corner 3,24+ Left,23.95,Made,,,,,3.0,J. Konchar,1629723.0,1.0,,,,,,,,,,
31,PT08M19.00S,2024-01-21T01:14:15.1Z,1,REGULAR,turnover,lost ball,[],201942,,,1610612741,5,9,2024-01-21T01:14:19Z,310000,False,,,0,,D. DeRozan lost ball TURNOVER (1 TO),"[201942, 1631246]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Williams Jr.,1631246.0,,,,,,
32,PT08M19.00S,2024-01-21T01:14:15.1Z,1,REGULAR,steal,,[],1631246,,,1610612763,5,9,2024-01-21T01:14:16Z,320000,False,,,0,,V. Williams Jr. STEAL (1 STL),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT08M10.00S,2024-01-21T01:14:23.9Z,1,REGULAR,turnover,bad pass,[],1631246,,,1610612763,5,9,2024-01-21T01:15:58Z,330000,False,,,0,,V. Williams Jr. bad pass TURNOVER (1 TO),"[1631246, 1627936]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,Caruso,1627936.0,,,,,,
34,PT08M10.00S,2024-01-21T01:14:23.9Z,1,REGULAR,steal,,[],1627936,,,1610612741,5,9,2024-01-21T01:14:25Z,340000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
35,PT07M56.00S,2024-01-21T01:14:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201942,91.80354796320631,49.754901960784316,1610612741,5,9,2024-01-21T01:14:48Z,350000,False,-1.0,25.0,1,right,MISS D. DeRozan driving Layup - blocked,"[201942, 1629723]",1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,Konchar,1629723.0,,,,
36,PT07M56.00S,2024-01-21T01:14:37.3Z,1,REGULAR,block,,[],1629723,,,1610612741,5,9,2024-01-21T01:20:48Z,360000,False,,,0,,J. Konchar BLOCK (1 BLK),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT07M54.00S,2024-01-21T01:14:39.3Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,5,9,2024-01-21T01:20:48Z,370000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT07M51.00S,2024-01-21T01:14:57.1Z,1,REGULAR,turnover,offensive goaltending,[],1629723,,,1610612763,5,9,2024-01-21T01:15:22Z,390000,False,,,0,,J. Konchar offensive goaltending TURNOVER (1 TO),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627534.0,1.0,,,,,,,,
40,PT07M51.00S,2024-01-21T01:15:00.2Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,5,9,2024-01-21T01:15:08Z,400000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M51.00S,2024-01-21T01:15:00.2Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,5,9,2024-01-21T01:15:08Z,410000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M37.00S,2024-01-21T01:15:20.1Z,1,REGULAR,turnover,bad pass,[],1629632,,,1610612741,5,9,2024-01-21T01:15:24Z,420000,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1630583]",1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Aldama,1630583.0,,,,,,
43,PT07M37.00S,2024-01-21T01:15:20.1Z,1,REGULAR,steal,,[],1630583,,,1610612763,5,9,2024-01-21T01:15:22Z,430000,False,,,0,,S. Aldama STEAL (1 STL),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT07M30.00S,2024-01-21T01:15:28.6Z,1,REGULAR,turnover,out-of-bounds,[],1630583,,,1610612763,5,9,2024-01-21T01:15:38Z,440000,False,,,0,,S. Aldama bad pass out-of-bounds TURNOVER (1 TO),[1630583],1610612763.0,MEM,bad pass,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627534.0,1.0,,,,,,,,
45,PT07M16.00S,2024-01-21T01:15:48.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,72.35545335085413,21.07843137254902,1610612741,5,9,2024-01-21T01:16:01Z,450000,False,-145.0,207.0,1,right,MISS A. Caruso 25' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,25.28,Missed,,,,,,,,,,,,,,,,,,
46,PT07M13.00S,2024-01-21T01:15:51.9Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,5,9,2024-01-21T01:15:51Z,460000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:2),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT07M07.00S,2024-01-21T01:15:57.6Z,1,REGULAR,3pt,Jump Shot,[],1630583,30.56833114323259,75.0,1610612763,5,9,2024-01-21T01:16:04Z,470000,False,-125.0,235.0,1,left,MISS S. Aldama 26' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,26.6,Missed,,,,,,,,,,,,,,,,,,
48,PT07M04.00S,2024-01-21T01:16:00.6Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,5,9,2024-01-21T01:16:04Z,480000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT06M53.00S,2024-01-21T01:16:11.5Z,1,REGULAR,3pt,Jump Shot,[],1630245,96.7969776609724,96.81372549019608,1610612741,5,9,2024-01-21T01:16:16Z,490000,False,234.0,-22.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,23.52,Missed,,,,,,,,,,,,,,,,,,
50,PT06M51.00S,2024-01-21T01:16:13.5Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,5,9,2024-01-21T01:16:16Z,500000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:3),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Right Corner 3,24+ Right,,,49.0,3.0,3.0,0.0,,,,,,,,,,,,,,
51,PT06M45.00S,2024-01-21T01:16:19.6Z,1,REGULAR,3pt,Jump Shot,[],1628379,32.802233902759525,44.85294117647059,1610612763,5,9,2024-01-21T01:22:28Z,510000,False,26.0,256.0,1,left,MISS L. Kennard 25' pullup 3PT,[1628379],1610612763.0,MEM,pullup,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
52,PT06M44.00S,2024-01-21T01:16:20.6Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,5,9,2024-01-21T01:16:25Z,520000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT06M44.00S,2024-01-21T01:16:26.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,5,9,2024-01-21T01:16:26Z,530000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M32.00S,2024-01-21T01:19:40.8Z,1,REGULAR,3pt,Jump Shot,[],1630245,87.46714848883047,4.6568627450980395,1610612741,8,9,2024-01-21T01:19:46Z,540000,False,-227.0,65.0,1,right,A. Dosunmu 3PT  (3 PTS) (D. DeRozan 1 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,23.59,Made,,,,,3.0,D. DeRozan,201942.0,1.0,,,,,,,,,,
56,PT06M06.00S,2024-01-21T01:20:08.4Z,1,REGULAR,2pt,Jump Shot,[],1628379,9.937582128777924,31.372549019607842,1610612763,8,9,2024-01-21T01:20:20Z,560000,False,93.0,41.0,1,left,MISS L. Kennard 10' driving floating Shot - blocked,"[1628379, 1627936]",1610612763.0,MEM,driving floating,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Right,10.17,Missed,,,,,,,,,,,,,Caruso,1627936.0,,,,
57,PT06M06.00S,2024-01-21T01:20:08.4Z,1,REGULAR,block,,[],1627936,,,1610612763,8,9,2024-01-21T01:20:20Z,570000,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
58,PT06M06.00S,2024-01-21T01:20:08.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,8,9,2024-01-21T01:20:20Z,580000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,8-16 Right,,,56.0,,,,,,,,,,,,,,,,,
59,PT06M06.00S,2024-01-21T01:20:15.0Z,1,REGULAR,substitution,out,[],1627936,,,1610612763,8,9,2024-01-21T01:20:32Z,590000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M06.00S,2024-01-21T01:20:15.0Z,1,REGULAR,substitution,out,[],201942,,,1610612763,8,9,2024-01-21T01:20:32Z,600000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M06.00S,2024-01-21T01:20:15.0Z,1,REGULAR,substitution,out,[],1630583,,,1610612763,8,9,2024-01-21T01:20:32Z,610000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M06.00S,2024-01-21T01:20:15.0Z,1,REGULAR,substitution,in,[],1631207,,,1610612763,8,9,2024-01-21T01:20:32Z,620000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M06.00S,2024-01-21T01:20:15.0Z,1,REGULAR,substitution,in,[],1630172,,,1610612763,8,9,2024-01-21T01:20:32Z,630000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M06.00S,2024-01-21T01:20:15.0Z,1,REGULAR,substitution,in,[],1631223,,,1610612763,8,9,2024-01-21T01:20:32Z,640000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M05.00S,2024-01-21T01:20:35.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612763,8,9,2024-01-21T01:20:42Z,650000,False,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,202049.0,,,,,,,,,
66,PT05M47.00S,2024-01-21T01:21:08.1Z,1,REGULAR,turnover,lost ball,[],1630172,,,1610612741,8,9,2024-01-21T01:21:11Z,660000,False,,,0,,P. Williams lost ball TURNOVER (1 TO),"[1630172, 1628991]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,,
67,PT05M47.00S,2024-01-21T01:21:08.1Z,1,REGULAR,steal,,[],1628991,,,1610612763,8,9,2024-01-21T01:21:10Z,670000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT05M41.00S,2024-01-21T01:21:13.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629723,5.469776609724048,53.18627450980392,1610612763,8,11,2024-01-21T01:25:29Z,680000,False,-16.0,-1.0,1,left,J. Konchar running reverse Layup (2 PTS) (J. Jackson Jr. 2 AST),"[1629723, 1628991]",1610612763.0,MEM,running reverse,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,2.0,J. Jackson Jr.,1628991.0,2.0,,,,,,,,,,
70,PT05M28.00S,2024-01-21T01:21:28.9Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612741,8,11,2024-01-21T01:21:37Z,700000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Williams 2 FT),"[1628991, 1630172]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202049.0,,,,,,1.0,0.0,Williams,1630172.0
72,PT05M28.00S,2024-01-21T01:21:54.2Z,1,REGULAR,freethrow,1 of 2,[],1630172,,,1610612741,9,11,2024-01-21T01:21:54Z,720000,False,,,0,,P. Williams Free Throw 1 of 2 (4 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
73,PT05M28.00S,2024-01-21T01:22:06.7Z,1,REGULAR,freethrow,2 of 2,[],1630172,,,1610612741,10,11,2024-01-21T01:22:06Z,730000,False,,,0,,P. Williams Free Throw 2 of 2 (5 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
74,PT05M18.00S,2024-01-21T01:22:18.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,9.017739816031538,45.588235294117645,1610612763,10,11,2024-01-21T01:27:25Z,740000,False,22.0,32.0,1,left,MISS J. Jackson Jr. driving floating bank Shot,[1628991],1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,,,,,,,,,
75,PT05M16.00S,2024-01-21T01:22:20.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,11,2024-01-21T01:22:23Z,750000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,74.0,4.0,4.0,0.0,,,,,,,,,,,,,,
76,PT05M06.00S,2024-01-21T01:22:29.9Z,1,REGULAR,3pt,Jump Shot,[],1629632,77.87450722733246,87.99019607843137,1610612741,10,11,2024-01-21T01:22:34Z,760000,False,190.0,155.0,1,right,MISS C. White 24' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,24.55,Missed,,,,,,,,,,,,,,,,,,
77,PT05M02.00S,2024-01-21T01:22:33.4Z,1,REGULAR,rebound,offensive,[],1630172,,,1610612741,10,11,2024-01-21T01:22:33Z,770000,False,,,0,,P. Williams REBOUND (Off:1 Def:0),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,76.0,1.0,0.0,1.0,,,,,,,,,,,,,,
78,PT04M59.00S,2024-01-21T01:22:36.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630172,93.24901445466492,48.28431372549019,1610612741,12,11,2024-01-21T01:22:40Z,780000,False,-9.0,11.0,1,right,P. Williams driving finger roll Layup (7 PTS),[1630172],1610612741.0,CHI,driving finger roll,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,7.0,,,,,,,,,,,,,
79,PT04M39.00S,2024-01-21T01:22:56.4Z,1,REGULAR,3pt,Jump Shot,[],1631223,17.296320630749015,6.61764705882353,1610612763,12,11,2024-01-21T01:23:02Z,790000,False,217.0,110.0,1,left,MISS D. Roddy 24' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,24.32,Missed,,,,,,,,,,,,,,,,,,
