actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-20T00:12:44.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-20T00:12:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-20T00:12:47.7Z,1,REGULAR,jumpball,recovered,[],201569,,,1610612755,0,0,2025-01-20T00:12:47Z,40000,False,,,0,,Jump Ball A. Bona vs. B. Lopez: Tip to E. Gordon,"[201569, 1641737, 201572]",1610612755.0,PHI,startperiod,E. Gordon,201569.0,Gordon,E. Gordon,Bona,1641737.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2025-01-20T00:13:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.24901445466492,39.705882352941174,1610612755,0,0,2025-01-20T00:13:15Z,70000,False,-51.0,11.0,1,right,MISS T. Maxey finger roll Layup,[1630178],1610612755.0,PHI,finger roll,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.27,Missed,,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2025-01-20T00:13:12.9Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,0,0,2025-01-20T00:13:15Z,80000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M18.00S,2025-01-20T00:13:25.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,13.61695137976347,34.55882352941176,1610612749,0,0,2025-01-20T00:13:29Z,90000,False,77.0,75.0,1,left,MISS G. Antetokounmpo 10' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Right,10.8,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2025-01-20T00:13:28.3Z,1,REGULAR,rebound,defensive,[],1641741,,,1610612755,0,0,2025-01-20T00:13:28Z,100000,False,,,0,,R. Council IV REBOUND (Off:0 Def:1),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),8-16 Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M05.00S,2025-01-20T00:13:38.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,82.86793692509855,47.794117647058826,1610612755,0,2,2025-01-20T00:13:43Z,110000,False,-11.0,109.0,1,right,K. Oubre Jr. 10' pullup Jump Shot (2 PTS),[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.91,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M45.00S,2025-01-20T00:13:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,5.863994743758213,48.03921568627451,1610612749,2,2,2025-01-20T00:14:02Z,120000,False,10.0,3.0,1,left,B. Lopez alley-oop Layup (2 PTS) (G. Antetokounmpo 1 AST),"[201572, 203507]",1610612749.0,MIL,alley-oop,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,2.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,
14,PT10M22.00S,2025-01-20T00:14:21.2Z,1,REGULAR,3pt,Jump Shot,[],1641741,67.88764783180025,39.21568627450981,1610612755,2,2,2025-01-20T00:14:39Z,140000,False,-54.0,249.0,1,right,MISS R. Council IV 25' step back 3PT,[1641741],1610612755.0,PHI,step back,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Center,25.52,Missed,,,,,,,,,,,,,,,,,,
15,PT10M19.00S,2025-01-20T00:14:24.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,2,2025-01-20T00:14:39Z,150000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M16.00S,2025-01-20T00:14:30.8Z,1,REGULAR,foul,personal,[],1641737,,,1610612749,2,2,2025-01-20T00:14:35Z,160000,False,,,0,,A. Bona personal FOUL (1 PF),"[1641737, 203507]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1162.0,1.0,0.0,Antetokounmpo,203507.0,,,,,
18,PT10M06.00S,2025-01-20T00:14:56.4Z,1,REGULAR,3pt,Jump Shot,[],1641748,24.917871222076215,89.2156862745098,1610612749,2,2,2025-01-20T00:15:02Z,180000,False,-196.0,182.0,1,left,MISS A. Jackson Jr. 26' 3PT,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,26.73,Missed,,,,,,,,,,,,,,,,,,
19,PT10M03.00S,2025-01-20T00:14:59.4Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,2,2,2025-01-20T00:15:02Z,190000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT09M54.00S,2025-01-20T00:15:11.8Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612755,2,2,2025-01-20T00:15:20Z,200000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Gordon 2 FT),"[201572, 201569]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,Gordon,201569.0,,,,,
22,PT09M54.00S,2025-01-20T00:15:39.4Z,1,REGULAR,freethrow,1 of 2,[],201569,,,1610612755,2,2,2025-01-20T00:15:39Z,220000,False,,,0,,MISS E. Gordon Free Throw 1 of 2,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
23,PT09M54.00S,2025-01-20T00:15:39.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,2,2,2025-01-20T00:15:39Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,
24,PT09M54.00S,2025-01-20T00:15:56.6Z,1,REGULAR,freethrow,2 of 2,[],201569,,,1610612755,2,3,2025-01-20T00:15:56Z,240000,False,,,0,,E. Gordon Free Throw 2 of 2 (1 PTS),[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
25,PT09M41.00S,2025-01-20T00:16:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,19.267411300919843,44.11764705882353,1610612749,2,3,2025-01-20T00:16:19Z,250000,False,29.0,129.0,1,left,MISS B. Lopez 13' turnaround Shot,[201572],1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,13.19,Missed,,,,,,,,,,,,,,,,,,
26,PT09M38.00S,2025-01-20T00:16:13.0Z,1,REGULAR,rebound,defensive,[],1641741,,,1610612755,2,3,2025-01-20T00:16:19Z,260000,False,,,0,,R. Council IV REBOUND (Off:0 Def:2),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),8-16 Center,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M30.00S,2025-01-20T00:16:20.7Z,1,REGULAR,3pt,Jump Shot,[],201569,74.05757227332457,83.11121323529412,1610612755,2,3,2025-01-20T00:16:35Z,270000,False,166.0,191.0,1,right,MISS E. Gordon 25' 3PT,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2025-01-20T00:16:22.7Z,1,REGULAR,rebound,offensive,[],1641737,,,1610612755,2,3,2025-01-20T00:16:35Z,280000,False,,,0,,A. Bona REBOUND (Off:1 Def:0),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Right Center,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,,
29,PT09M28.00S,2025-01-20T00:16:32.5Z,1,REGULAR,foul,personal,['2freethrow'],1641748,,,1610612755,2,3,2025-01-20T00:16:40Z,290000,False,,,0,,A. Jackson Jr. shooting personal FOUL (1 PF) (Bona 2 FT),"[1641748, 1641737]",1610612749.0,MIL,shooting,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,Bona,1641737.0,,,,,
31,PT09M28.00S,2025-01-20T00:16:57.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641737,,,1610612755,2,3,2025-01-20T00:16:57Z,310000,False,,,0,,MISS A. Bona Free Throw 1 of 2,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
32,PT09M28.00S,2025-01-20T00:16:57.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,2,3,2025-01-20T00:16:57Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,
33,PT09M28.00S,2025-01-20T00:17:14.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641737,,,1610612755,2,4,2025-01-20T00:17:14Z,330000,False,,,0,,A. Bona Free Throw 2 of 2 (1 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
34,PT09M11.00S,2025-01-20T00:17:31.3Z,1,REGULAR,3pt,Jump Shot,[],1641748,7.703679369250986,97.30392156862744,1610612749,5,4,2025-01-20T00:17:37Z,340000,False,-237.0,20.0,1,left,A. Jackson Jr. 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[1641748, 203507]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Left Corner 3,24+ Left,23.73,Made,,,,,3.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,
36,PT09M01.00S,2025-01-20T00:17:41.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,68.15045992115637,72.79411764705883,1610612755,5,7,2025-01-20T00:17:46Z,360000,False,114.0,247.0,1,right,T. Maxey 27' 3PT pullup (3 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,27.19,Made,,,,,3.0,,,,,,,,,,,,,
37,PT08M48.00S,2025-01-20T00:17:55.2Z,1,REGULAR,3pt,Jump Shot,[],203081,35.46525952693823,48.939185049019606,1610612749,5,7,2025-01-20T00:19:00Z,370000,False,5.0,281.0,1,left,MISS D. Lillard 28' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,28.09,Missed,,,,,,,,,,,,,,,,,,
38,PT08M47.00S,2025-01-20T00:17:56.2Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,5,7,2025-01-20T00:19:00Z,380000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,,
39,PT08M47.00S,2025-01-20T00:18:05.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203507,5.590000152587891,50.0,1610612749,7,7,2025-01-20T00:18:44Z,390000,False,0.0,0.0,1,left,G. Antetokounmpo tip DUNK (2 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
40,PT08M18.00S,2025-01-20T00:18:29.8Z,1,REGULAR,turnover,out-of-bounds,[],1641737,,,1610612755,7,7,2025-01-20T00:19:23Z,400000,False,,,0,,A. Bona lost ball out-of-bounds TURNOVER (1 TO),[1641737],1610612755.0,PHI,lost ball,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,,,,
41,PT08M11.00S,2025-01-20T00:18:40.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,28.991458607095925,77.69607843137256,1610612749,7,7,2025-01-20T00:18:52Z,410000,False,-138.0,220.0,1,left,MISS T. Prince 26' 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,26.0,Missed,,,,,,,,,,,,,,,,,,
42,PT08M08.00S,2025-01-20T00:18:43.9Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,7,7,2025-01-20T00:18:43Z,420000,False,,,0,,A. Bona REBOUND (Off:1 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Left Center,,,41.0,2.0,1.0,1.0,,,,,,,,,,,,,,
43,PT07M51.00S,2025-01-20T00:19:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641741,81.553876478318,46.81372549019608,1610612755,7,7,2025-01-20T00:19:10Z,430000,False,-16.0,121.0,1,right,MISS R. Council IV 12' pullup Shot,[1641741],1610612755.0,PHI,pullup,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),8-16 Center,12.19,Missed,,,,,,,,,,,,,,,,,,
44,PT07M51.00S,2025-01-20T00:19:00.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,7,7,2025-01-20T00:19:10Z,440000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,43.0,,,,,,,,,,,,,,,,,
46,PT07M32.00S,2025-01-20T00:19:31.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,18.610381077529567,51.9607843137255,1610612749,9,7,2025-01-20T00:19:37Z,460000,False,-10.0,122.0,1,left,G. Antetokounmpo 12' fadeaway Jump Shot (4 PTS),[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,12.28,Made,,,,,4.0,,,,,,,,,,,,,
47,PT07M16.00S,2025-01-20T00:19:47.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626162,82.86793692509855,49.50980392156863,1610612755,9,7,2025-01-20T00:23:45Z,470000,False,-2.0,109.0,1,right,MISS K. Oubre Jr. 10' driving Hook,[1626162],1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.85,Missed,,,,,,,,,,,,,,,,,,
48,PT07M13.00S,2025-01-20T00:19:50.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,9,7,2025-01-20T00:19:54Z,480000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,47.0,3.0,2.0,1.0,,,,,,,,,,,,,,
