actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
20,PT10M32.00S,2025-02-21T01:14:05.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",201572,94.40999984741211,50.0,1610612749,3,2,2025-02-21T01:16:12Z,200000,False,0.0,0.0,1,right,MISS B. Lopez tip DUNK,[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
21,PT10M31.00S,2025-02-21T01:14:06.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,3,2,2025-02-21T01:16:12Z,210000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,20.0,,1.0,1.0,0.0,,,,
22,PT10M23.00S,2025-02-21T01:14:09.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627739,11.514454664914586,37.745098039215684,1610612746,3,4,2025-02-21T01:17:28Z,220000,False,61.0,56.0,1,left,K. Dunn 8' driving floating Jump Shot (2 PTS),[1627739],1610612746.0,LAC,driving floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Right,8.28,Made,2.0,,,,,,,,,,,,,,,,,
23,PT10M07.00S,2025-02-21T01:14:26.0Z,1,REGULAR,3pt,Jump Shot,[],1627752,73.80091984231275,12.745098039215685,1610612749,3,4,2025-02-21T01:18:30Z,230000,False,-186.0,194.0,1,right,MISS T. Prince 26' pullup 3PT,[1627752],1610612749.0,MIL,pullup,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,26.88,Missed,,,,,,,,,,,,,,,,,,
24,PT10M05.00S,2025-02-21T01:14:28.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,3,4,2025-02-21T01:18:07Z,240000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,23.0,,,,,,,,
25,PT09M50.00S,2025-02-21T01:14:51.3Z,1,REGULAR,turnover,backcourt,[],202695,,,1610612746,3,4,2025-02-21T01:15:09Z,250000,False,,,0,,K. Leonard backcourt TURNOVER (1 TO),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,,,,,1.0,,,,,,1628480.0,,,,,,,
26,PT09M48.00S,2025-02-21T01:15:20.3Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612749,3,4,2025-02-21T01:15:30Z,260000,False,,,0,,K. Kuzma bad pass TURNOVER (1 TO),"[1628398, 1627739]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Dunn,1627739.0,,,,,,,,,,,
27,PT09M48.00S,2025-02-21T01:15:20.3Z,1,REGULAR,steal,,[],1627739,,,1610612746,3,4,2025-02-21T01:15:23Z,270000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
28,PT09M39.00S,2025-02-21T01:15:28.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627826,21.50131406044678,45.588235294117645,1610612746,3,6,2025-02-21T01:15:36Z,280000,False,22.0,150.0,1,left,I. Zubac 15' driving floating Jump Shot (4 PTS) (K. Leonard 2 AST),"[1627826, 202695]",1610612746.0,LAC,driving floating,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Center,15.12,Made,4.0,K. Leonard,202695.0,2.0,,,,,,,,,,,,,,
30,PT09M16.00S,2025-02-21T01:15:52.2Z,1,REGULAR,2pt,Jump Shot,[],203081,78.79434954007884,28.186274509803923,1610612749,3,6,2025-02-21T01:20:18Z,300000,False,-109.0,147.0,1,right,MISS D. Lillard 18' step back Shot,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,18.29,Missed,,,,,,,,,,,,,,,,,,
31,PT09M14.00S,2025-02-21T01:15:54.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,3,6,2025-02-21T01:15:59Z,310000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,30.0,,2.0,2.0,0.0,,,,
32,PT09M05.00S,2025-02-21T01:16:06.6Z,1,REGULAR,foul,personal,[],203081,,,1610612746,3,6,2025-02-21T01:16:13Z,320000,False,,,0,,D. Lillard personal FOUL (1 PF),"[203081, 201935]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2530.0,,,,1.0,0.0,Harden,201935.0
34,PT08M57.00S,2025-02-21T01:16:36.2Z,1,REGULAR,2pt,Jump Shot,[],201935,23.603810775295663,44.6078431372549,1610612746,3,6,2025-02-21T01:16:43Z,340000,False,27.0,169.0,1,left,MISS J. Harden 17' pullup Shot,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,17.15,Missed,,,,,,,,,,,,,,,,,,
35,PT08M55.00S,2025-02-21T01:16:39.2Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612746,3,6,2025-02-21T01:16:39Z,350000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,34.0,,1.0,0.0,1.0,,,,
36,PT08M45.00S,2025-02-21T01:16:48.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629599,26.363337713534822,50.0,1610612746,3,6,2025-02-21T01:16:54Z,360000,False,0.0,195.0,1,left,MISS A. Coffey 19' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Center,19.53,Missed,,,,,,,,,,,,,,,,,,
37,PT08M42.00S,2025-02-21T01:16:51.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,6,2025-02-21T01:16:54Z,370000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,36.0,,1.0,1.0,0.0,,,,
38,PT08M38.00S,2025-02-21T01:16:55.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203081,68.41327201051249,67.8921568627451,1610612749,3,6,2025-02-21T01:22:30Z,380000,False,89.0,244.0,1,right,MISS D. Lillard 26' running pullup 3PT,[203081],1610612749.0,MIL,running pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
39,PT08M35.00S,2025-02-21T01:16:58.4Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,3,6,2025-02-21T01:17:01Z,390000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,38.0,,1.0,1.0,0.0,,,,
40,PT08M29.00S,2025-02-21T01:17:04.9Z,1,REGULAR,3pt,Jump Shot,[],202695,31.488173455978973,71.81372549019608,1610612746,3,6,2025-02-21T01:23:17Z,400000,False,-109.0,243.0,1,left,MISS K. Leonard 26' step back 3PT,[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
41,PT08M25.00S,2025-02-21T01:17:08.9Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,3,6,2025-02-21T01:17:10Z,410000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,40.0,,1.0,1.0,0.0,,,,
42,PT08M20.00S,2025-02-21T01:17:14.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,71.82982917214193,80.14705882352942,1610612749,3,6,2025-02-21T01:24:03Z,420000,False,151.0,212.0,1,right,MISS K. Kuzma 26' running pullup 3PT,[1628398],1610612749.0,MIL,running pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
43,PT08M17.00S,2025-02-21T01:17:17.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,3,6,2025-02-21T01:17:20Z,430000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,42.0,,1.0,1.0,0.0,,,,
44,PT08M06.00S,2025-02-21T01:17:31.1Z,1,REGULAR,foul,personal,[],203507,,,1610612746,3,6,2025-02-21T01:17:40Z,440000,False,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 1627826]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628480.0,,,,1.0,0.0,Zubac,1627826.0
46,PT07M51.00S,2025-02-21T01:17:59.8Z,1,REGULAR,3pt,Jump Shot,[],202695,23.127463863337713,85.07199754901961,1610612746,3,9,2025-02-21T01:18:09Z,460000,False,-175.0,165.0,1,left,K. Leonard 24' 3PT  (3 PTS) (J. Harden 1 AST),"[202695, 201935]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,24.07,Made,3.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
48,PT07M37.00S,2025-02-21T01:18:14.5Z,1,REGULAR,2pt,Jump Shot,[],203507,78.71222076215506,34.33670343137255,1610612749,5,9,2025-02-21T01:18:21Z,480000,False,-78.0,148.0,1,right,G. Antetokounmpo 16' pullup Jump Shot (2 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,16.71,Made,2.0,,,,,,,,,,,,,,,,,
50,PT07M20.00S,2025-02-21T01:18:31.6Z,1,REGULAR,2pt,Jump Shot,[],202695,24.26084099868594,57.59803921568627,1610612746,5,9,2025-02-21T01:28:59Z,490000,False,-38.0,176.0,1,left,MISS K. Leonard 17' step back Shot,[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,17.97,Missed,,,,,,,,,,,,,,,,,,
51,PT07M16.00S,2025-02-21T01:18:35.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,5,9,2025-02-21T01:18:41Z,500000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,50.0,,2.0,2.0,0.0,,,,
52,PT07M13.00S,2025-02-21T01:18:42.8Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612749,5,9,2025-02-21T01:18:57Z,510000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1627826, 203507]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628480.0,,,,1.0,0.0,Antetokounmpo,203507.0
54,PT07M13.00S,2025-02-21T01:19:20.3Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,6,9,2025-02-21T01:19:20Z,530000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
55,PT07M13.00S,2025-02-21T01:19:21.6Z,1,REGULAR,substitution,out,[],1628398,,,1610612749,6,9,2025-02-21T01:19:28Z,540000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M13.00S,2025-02-21T01:19:21.6Z,1,REGULAR,substitution,in,[],1629018,,,1610612749,6,9,2025-02-21T01:19:28Z,550000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M13.00S,2025-02-21T01:19:20.3Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,6,9,2025-02-21T01:19:50Z,560000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
58,PT07M10.00S,2025-02-21T01:19:23.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,6,9,2025-02-21T01:19:50Z,570000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,57.0,,3.0,3.0,0.0,,,,
59,PT06M56.00S,2025-02-21T01:20:02.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202695,16.113666228646515,41.911764705882355,1610612746,6,11,2025-02-21T01:30:27Z,580000,False,40.0,99.0,1,left,K. Leonard 10' driving Hook (5 PTS),[202695],1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,10.69,Made,5.0,,,,,,,,,,,,,,,,,
60,PT06M44.00S,2025-02-21T01:20:18.5Z,1,REGULAR,foul,personal,[],202695,,,1610612749,6,11,2025-02-21T01:20:26Z,590000,False,,,0,,K. Leonard personal FOUL (1 PF),"[202695, 203507]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628480.0,,,,1.0,0.0,Antetokounmpo,203507.0
62,PT06M44.00S,2025-02-21T01:20:29.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,6,11,2025-02-21T01:20:29Z,610000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M39.00S,2025-02-21T01:23:24.8Z,1,REGULAR,turnover,traveling,[],203507,,,1610612749,6,11,2025-02-21T01:23:37Z,620000,False,,,0,,G. Antetokounmpo traveling TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,,,1628480.0,,,,,,,
64,PT06M39.00S,2025-02-21T01:23:32.0Z,1,REGULAR,substitution,out,[],203507,,,1610612746,6,11,2025-02-21T01:23:37Z,630000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M39.00S,2025-02-21T01:23:32.0Z,1,REGULAR,substitution,in,[],1631260,,,1610612746,6,11,2025-02-21T01:23:37Z,640000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M19.00S,2025-02-21T01:24:06.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627826,13.87976346911958,57.107843137254896,1610612746,6,11,2025-02-21T01:33:38Z,660000,False,-36.0,78.0,1,left,MISS I. Zubac 8' driving DUNK,[1627826],1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,8.57,Missed,,,,,,,,,,,,,,,,,,
68,PT06M18.00S,2025-02-21T01:24:07.7Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,6,11,2025-02-21T01:33:38Z,670000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,67.0,,2.0,2.0,0.0,,,,
69,PT06M07.00S,2025-02-21T01:24:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,93.38042049934296,50.49019607843137,1610612749,6,11,2025-02-21T01:28:10Z,680000,False,2.0,10.0,1,right,MISS T. Prince driving Layup - blocked,"[1627752, 1627826]",1610612749.0,MIL,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,1.0,Missed,,,,,,,,Zubac,1627826.0,,,,,,,,,
165,PT06M07.00S,2025-02-21T01:24:17.6Z,1,REGULAR,block,,[],1627826,,,1610612749,6,11,2025-02-21T01:41:07Z,685000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
88,PT06M07.00S,2025-02-21T01:24:17.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,6,11,2025-02-21T01:26:54Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,69.0,,,,,,,,
72,PT05M58.00S,2025-02-21T01:24:38.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201572,94.30026281208936,49.754901960784316,1610612749,8,11,2025-02-21T01:26:54Z,710000,False,-1.0,1.0,1,right,B. Lopez driving DUNK (2 PTS),[201572],1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,0.16,Made,2.0,,,,,,,,,,,,,,,,,
146,PT05M41.00S,2025-02-21T01:24:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,10.430354796320628,58.33333333333333,1610612746,8,11,2025-02-21T01:37:51Z,715000,False,-42.0,46.0,1,left,MISS J. Harden 6' driving floating bank Shot,[201935],1610612746.0,LAC,driving floating bank,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,6.17,Missed,,,,,,,,,,,,,,,,,,
147,PT05M41.00S,2025-02-21T01:24:48.6Z,1,REGULAR,rebound,offensive,[],201935,,,1610612746,8,11,2025-02-21T01:38:01Z,717500,False,,,0,,J. Harden REBOUND (Off:1 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,146.0,,2.0,1.0,1.0,,,,
73,PT05M40.00S,2025-02-21T01:24:58.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201935,14.14257555847569,53.92156862745098,1610612746,8,13,2025-02-21T01:39:36Z,720000,False,-20.0,80.0,1,left,J. Harden 8' tip Layup (2 PTS),[201935],1610612746.0,LAC,tip,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,8.28,Made,2.0,,,,,,,,,,,,,,,,,
75,PT05M40.00S,2025-02-21T01:25:04.7Z,1,REGULAR,foul,personal,['1freethrow'],1631260,,,1610612746,8,13,2025-02-21T01:25:13Z,740000,False,,,0,,A. Green shooting personal FOUL (1 PF) (Harden 1 FT),"[1631260, 201935]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628480.0,,,,1.0,0.0,Harden,201935.0
77,PT05M40.00S,2025-02-21T01:25:31.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],201935,,,1610612746,8,14,2025-02-21T01:37:51Z,760000,False,,,0,,J. Harden Free Throw 1 of 1 (3 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
78,PT05M21.00S,2025-02-21T01:25:47.7Z,1,REGULAR,3pt,Jump Shot,[],1627752,93.9060446780552,3.6764705882352944,1610612749,11,14,2025-02-21T01:25:53Z,770000,False,-232.0,5.0,1,right,T. Prince 3PT  (3 PTS) (G. Trent Jr. 1 AST),"[1627752, 1629018]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.16,Made,3.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,,,,,
80,PT05M00.00S,2025-02-21T01:26:14.0Z,1,REGULAR,turnover,traveling,[],1629599,,,1610612746,11,14,2025-02-21T01:40:37Z,790000,False,,,0,,A. Coffey traveling TURNOVER (1 TO),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,,,2530.0,,,,,,,
81,PT04M50.00S,2025-02-21T01:26:33.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,87.72996057818659,55.63725490196079,1610612749,11,14,2025-02-21T01:42:06Z,800000,False,28.0,63.0,1,right,MISS D. Lillard 6' driving Layup - blocked,"[203081, 1627739]",1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,6.88,Missed,,,,,,,,Dunn,1627739.0,,,,,,,,,
82,PT04M50.00S,2025-02-21T01:26:33.3Z,1,REGULAR,block,,[],1627739,,,1610612749,11,14,2025-02-21T01:26:36Z,810000,False,,,0,,K. Dunn BLOCK (1 BLK),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
