actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-22T01:14:07.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-22T01:14:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-12-22T01:14:11.5Z,1,REGULAR,jumpball,recovered,[],1641748,,,1610612749,0,0,2024-12-22T01:14:11Z,40000,False,,,0,,Jump Ball B. Lopez vs. A. Sarr: Tip to A. Jackson Jr.,"[1641748, 201572, 1642259]",1610612749.0,MIL,startperiod,A. Jackson Jr.,1641748.0,Jackson Jr.,A. Jackson Jr.,Lopez,201572.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-12-22T01:14:21.9Z,1,REGULAR,2pt,Jump Shot,[],1626171,7.046649145860711,74.01960784313727,1610612749,2,0,2024-12-22T01:14:28Z,70000,False,-120.0,14.0,1,left,B. Portis 12' turnaround Jump Shot (2 PTS) (R. Rollins 1 AST),"[1626171, 1631157]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,12.09,Made,2.0,R. Rollins,1631157.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2024-12-22T01:14:36.5Z,1,REGULAR,3pt,Jump Shot,[],1629673,66.3107752956636,40.68627450980392,1610612764,2,0,2024-12-22T01:14:42Z,90000,False,-47.0,264.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,26.83,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2024-12-22T01:14:39.5Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,2,0,2024-12-22T01:14:42Z,100000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M13.00S,2024-12-22T01:14:52.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201572,6.521024967148489,51.470588235294116,1610612749,4,0,2024-12-22T01:14:58Z,110000,False,-7.0,9.0,1,left,B. Lopez alley-oop DUNK (2 PTS) (A. Jackson Jr. 1 AST),"[201572, 1641748]",1610612749.0,MIL,alley-oop,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.15,Made,2.0,A. Jackson Jr.,1641748.0,1.0,,,,,,,,,,,,,,
13,PT10M57.00S,2024-12-22T01:15:09.4Z,1,REGULAR,2pt,Jump Shot,[],1641731,73.9323258869908,58.82352941176471,1610612764,4,2,2024-12-22T01:15:14Z,130000,False,44.0,193.0,1,right,B. Coulibaly 19' pullup Jump Shot (2 PTS),[1641731],1610612764.0,WAS,pullup,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Center,19.75,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M44.00S,2024-12-22T01:15:22.6Z,1,REGULAR,3pt,Jump Shot,[],201572,22.414996714848883,10.317095588235293,1610612749,4,2,2024-12-22T01:16:00Z,140000,False,198.0,158.0,1,left,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
15,PT10M40.00S,2024-12-22T01:15:26.6Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,4,2,2024-12-22T01:15:27Z,150000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M33.00S,2024-12-22T01:15:32.9Z,1,REGULAR,3pt,Jump Shot,[],1642259,93.24901445466492,2.450980392156863,1610612764,4,2,2024-12-22T01:15:48Z,160000,False,-238.0,11.0,1,right,MISS A. Sarr 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
17,PT10M30.00S,2024-12-22T01:15:35.9Z,1,REGULAR,rebound,offensive,[],1630551,,,1610612764,4,2,2024-12-22T01:15:35Z,170000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,,,,16.0,2.0,1.0,1.0,,,,,,,,,,
18,PT10M30.00S,2024-12-22T01:15:39.0Z,1,REGULAR,foul,personal,['2freethrow'],1631157,,,1610612764,4,2,2024-12-22T01:16:02Z,180000,False,,,0,,R. Rollins shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1631157, 1641731]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200833.0,1.0,0.0,Coulibaly,1641731.0,,,,,
20,PT10M30.00S,2024-12-22T01:16:03.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641731,,,1610612764,4,2,2024-12-22T01:16:03Z,200000,False,,,0,,MISS B. Coulibaly Free Throw 1 of 2,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
21,PT10M30.00S,2024-12-22T01:16:03.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,4,2,2024-12-22T01:16:03Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
22,PT10M30.00S,2024-12-22T01:16:18.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641731,,,1610612764,4,3,2024-12-22T01:16:18Z,220000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (3 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
50,PT10M24.00S,2024-12-22T01:16:17.9Z,1,REGULAR,turnover,lost ball,[],1631157,,,1610612749,4,3,2024-12-22T01:22:03Z,225000,False,,,0,,R. Rollins lost ball TURNOVER (1 TO),"[1631157, 1630551]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Champagnie,1630551.0,,
51,PT10M24.00S,2024-12-22T01:16:17.9Z,1,REGULAR,steal,,[],1630551,,,1610612764,4,3,2024-12-22T01:22:03Z,227500,False,,,0,,J. Champagnie STEAL (1 STL),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
52,PT10M23.00S,2024-12-22T01:16:25.2Z,1,REGULAR,turnover,bad pass,[],1630551,,,1610612764,4,3,2024-12-22T01:22:31Z,228750,False,,,0,,J. Champagnie bad pass TURNOVER (1 TO),"[1630551, 1626171]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Portis,1626171.0,,
53,PT10M23.00S,2024-12-22T01:16:25.2Z,1,REGULAR,steal,,[],1626171,,,1610612749,4,3,2024-12-22T01:22:31Z,229375,False,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
23,PT10M16.00S,2024-12-22T01:16:32.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641748,12.697109067017081,1.715686274509804,1610612749,7,3,2024-12-22T01:22:31Z,230000,False,241.0,67.0,1,left,A. Jackson Jr. 25' 3PT  (3 PTS) (B. Portis 1 AST),"[1641748, 1626171]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Right Corner 3,24+ Right,25.05,Made,3.0,B. Portis,1626171.0,1.0,,,,,,,,,,,,,,
25,PT09M54.00S,2024-12-22T01:16:56.7Z,1,REGULAR,turnover,out-of-bounds,[],1627763,,,1610612764,7,3,2024-12-22T01:17:04Z,250000,False,,,0,,M. Brogdon bad pass out-of-bounds TURNOVER (1 TO),[1627763],1610612764.0,WAS,bad pass,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1630886.0,,,,,1.0,,,,
26,PT09M36.00S,2024-12-22T01:17:21.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203114,24.78646517739816,46.07843137254902,1610612749,9,3,2024-12-22T01:17:28Z,260000,False,20.0,180.0,1,left,K. Middleton 18' step back Jump Shot (2 PTS),[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,18.16,Made,2.0,,,,,,,,,,,,,,,,,
