actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-03T00:11:27.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-03T00:11:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2024-11-03T00:11:32.1Z,1,REGULAR,jumpball,recovered,[],203081,,,1610612749,0,0,2024-11-03T00:11:32Z,40000,False,,,0,,Jump Ball B. Lopez vs. J. Allen: Tip to D. Lillard,"[203081, 201572, 1628386]",1610612749.0,MIL,startperiod,D. Lillard,203081.0,Lillard,D. Lillard,Lopez,201572.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-11-03T00:11:41.9Z,1,REGULAR,3pt,Jump Shot,[],203081,77.34888304862024,5.147058823529411,1610612749,3,0,2024-11-03T00:11:48Z,70000,False,-224.0,160.0,1,right,D. Lillard 27' 3PT  (3 PTS) (B. Lopez 1 AST),"[203081, 201572]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.58,Made,3.0,B. Lopez,201572.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2024-11-03T00:12:05.7Z,1,REGULAR,3pt,Jump Shot,[],1629636,9.017739816031538,3.431372549019608,1610612739,3,0,2024-11-03T00:12:26Z,90000,False,233.0,32.0,1,left,MISS D. Garland 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,23.5,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2024-11-03T00:12:07.7Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612749,3,0,2024-11-03T00:12:26Z,100000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT10M57.00S,2024-11-03T00:12:28.9Z,1,REGULAR,3pt,Jump Shot,[],1627752,94.82588699080158,2.450980392156863,1610612749,6,0,2024-11-03T00:12:35Z,110000,False,-238.0,-4.0,1,right,T. Prince 3PT  (3 PTS),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.77,Made,3.0,,,,,,,,,,,,,,,,,
12,PT10M43.00S,2024-11-03T00:12:43.7Z,1,REGULAR,3pt,Jump Shot,[],1629636,27.020367936925098,11.27450980392157,1610612739,6,0,2024-11-03T00:12:50Z,120000,False,194.0,201.0,1,left,MISS D. Garland 27' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,27.94,Missed,,,,,,,,,,,,,,,,,,
13,PT10M39.00S,2024-11-03T00:12:46.7Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,6,0,2024-11-03T00:12:46Z,130000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M29.00S,2024-11-03T00:12:58.6Z,1,REGULAR,3pt,Jump Shot,[],203081,72.61826544021025,12.009803921568627,1610612749,9,0,2024-11-03T00:13:26Z,140000,False,-190.0,205.0,1,right,D. Lillard 27' 3PT pullup (6 PTS) (G. Antetokounmpo 1 AST),"[203081, 203507]",1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.94,Made,6.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
16,PT10M28.00S,2024-11-03T00:13:04.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,9,0,2024-11-03T00:13:04Z,160000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M17.00S,2024-11-03T00:16:10.2Z,1,REGULAR,3pt,Jump Shot,[],1628378,23.99802890932983,8.57843137254902,1610612739,9,3,2024-11-03T00:16:44Z,170000,False,207.0,173.0,1,left,D. Mitchell 26' 3PT step back (3 PTS) (D. Wade 1 AST),"[1628378, 1629731]",1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,26.99,Made,3.0,D. Wade,1629731.0,1.0,,,,,,,,,,,,,,
