actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-15T01:10:32.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-15T01:10:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-01-15T01:10:35.7Z,1,REGULAR,jumpball,recovered,[],1641748,,,1610612749,0,0,2025-01-15T01:10:35Z,40000,False,,,0,,Jump Ball B. Lopez vs. D. Sabonis: Tip to A. Jackson Jr.,"[1641748, 201572, 1627734]",1610612749.0,MIL,startperiod,A. Jackson Jr.,1641748.0,Jackson Jr.,A. Jackson Jr.,Lopez,201572.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-01-15T01:10:53.8Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,0,0,2025-01-15T01:11:14Z,70000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (1 TO),"[203507, 1631165]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,1.0,Ellis,1631165.0,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-01-15T01:10:53.8Z,1,REGULAR,steal,,[],1631165,,,1610612758,0,0,2025-01-15T01:10:57Z,80000,False,,,0,,K. Ellis STEAL (1 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M31.00S,2025-01-15T01:11:03.0Z,1,REGULAR,foul,personal,[],1641748,,,1610612758,0,0,2025-01-15T01:11:21Z,90000,False,,,0,,A. Jackson Jr. personal FOUL (1 PF),"[1641748, 1627734]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Mid-Range,8-16 Right,,,,101283.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,
11,PT11M20.00S,2025-01-15T01:11:26.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201942,90.48948751642575,3.1862745098039214,1610612758,0,0,2025-01-15T01:11:33Z,110000,False,-234.0,37.0,1,right,MISS D. DeRozan 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,,,,,,,23.7,Missed,,,,,,,,,,
12,PT11M18.00S,2025-01-15T01:11:28.8Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,0,0,2025-01-15T01:11:28Z,120000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,
13,PT11M18.00S,2025-01-15T01:11:32.8Z,1,REGULAR,violation,kicked ball,[],1641748,,,1610612758,0,0,2025-01-15T01:11:41Z,130000,False,,,0,,A. Jackson Jr. kicked ball VIOLATION,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,101283.0,,,,,,,,,,,,,,,,
14,PT11M11.00S,2025-01-15T01:11:49.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628368,77.87450722733246,5.392156862745098,1610612758,0,0,2025-01-15T01:11:57Z,140000,False,-223.0,155.0,1,right,MISS D. Fox 27' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,,,,,27.19,Missed,,,,,,,,,,
15,PT11M08.00S,2025-01-15T01:11:52.8Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,0,0,2025-01-15T01:11:57Z,150000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,
